|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.5/TIS/TIS_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          O(HP)          an             ilm            San(TH)        q             
  1235.98        2500.00                 NaN   91.2800       0.832914       0.537497                 NaN            NaN            NaN            NaN  0.873849       0.583331E-001   3.70926        2.70819     
  1234.82        2500.00                 NaN   91.2187        1.36880                 NaN            NaN            NaN            NaN            NaN  0.904958       0.492360E-001   3.75256        2.70575     
  1233.66        2500.00                 NaN   90.4770       0.107895       0.993431                 NaN            NaN            NaN            NaN  0.726802       0.917569E-001   4.47044        3.13270     
  1232.51        2500.00                 NaN   91.5556       0.932623       0.797120                 NaN            NaN            NaN            NaN   1.04615       0.218944E-001   3.19980        2.44677     
  1231.35        2500.00                 NaN   90.2340        1.12630       0.351087                 NaN            NaN            NaN            NaN  0.933513       0.648189E-001   4.22079        3.06951     
  1230.19        2500.00                 NaN   91.5127       0.426222E-001   1.21120                 NaN            NaN            NaN            NaN  0.797323       0.601289E-001   3.71818        2.65783     
  1229.03        2500.00                 NaN   89.7198        1.00791       0.460488                 NaN            NaN            NaN            NaN  0.959067       0.682095E-001   4.55465        3.22983     
  1227.88        2500.00                 NaN   80.2817        2.11326       0.564794                 NaN            NaN            NaN            NaN   1.76776       0.128816        8.87246        6.27121     
  1226.72        2500.00                 NaN            NaN   12.2289                 NaN            NaN            NaN            NaN            NaN   8.66768       0.628359        46.2458        32.2292     
  1225.56        2500.00                 NaN            NaN   12.2288                 NaN            NaN            NaN            NaN            NaN   8.66811       0.628304        46.2448        32.2300     
  1224.41        2500.00                 NaN            NaN   12.2288                 NaN            NaN            NaN            NaN            NaN   8.66846       0.628155        46.2439        32.2307     
  1223.25        2500.00                 NaN            NaN   12.2285                 NaN            NaN            NaN            NaN            NaN   8.66896       0.628187        46.2429        32.2314     
  1222.09        2500.00                 NaN            NaN   12.2236                 NaN            NaN            NaN            NaN            NaN   8.66894       0.629913        46.2462        32.2313     
  1220.94        2500.00                 NaN            NaN   12.2355                 NaN            NaN            NaN            NaN            NaN   8.66858       0.623949        46.2376        32.2344     
  1219.78        2500.00                 NaN            NaN   11.5402       0.682854                 NaN            NaN            NaN            NaN   8.66745       0.630360        46.2461        32.2330     
  1218.62        2500.00                 NaN            NaN  0.510081        11.7125                 NaN            NaN            NaN            NaN   8.66742       0.630639        46.2454        32.2339     
  1217.47        2500.00                 NaN            NaN   11.7143       0.507911                 NaN            NaN            NaN            NaN   8.66732       0.630649        46.2452        32.2347     
  1216.31        2500.00                 NaN            NaN   11.7149       0.507122                 NaN            NaN            NaN            NaN   8.66742       0.630625        46.2445        32.2354     
  1215.15        2500.00                 NaN            NaN   11.7155       0.506309                 NaN            NaN            NaN            NaN   8.66751       0.630600        46.2439        32.2361     
  1214.00        2500.00                 NaN            NaN   11.7161       0.505517                 NaN            NaN            NaN            NaN   8.66761       0.630576        46.2433        32.2369     
  1212.84        2500.00                 NaN            NaN   11.7167       0.504702                 NaN            NaN            NaN            NaN   8.66771       0.630551        46.2427        32.2376     
  1211.68        2500.00                 NaN            NaN   11.7173       0.503880                 NaN            NaN            NaN            NaN   8.66780       0.630526        46.2421        32.2384     
  1210.53        2500.00                 NaN            NaN   11.7179       0.503040                 NaN            NaN            NaN            NaN   8.66790       0.630502        46.2415        32.2391     
  1209.37        2500.00                 NaN            NaN   11.7186       0.502215                 NaN            NaN            NaN            NaN   8.66799       0.630477        46.2409        32.2399     
  1208.21        2500.00                 NaN            NaN   11.7192       0.501372                 NaN            NaN            NaN            NaN   8.66809       0.630453        46.2403        32.2406     
  1207.06        2500.00                 NaN            NaN   11.7198       0.500521                 NaN            NaN            NaN            NaN   8.66818       0.630428        46.2397        32.2413     
  1205.90        2500.00                 NaN            NaN   11.7205       0.499663                 NaN            NaN            NaN            NaN   8.66827       0.630403        46.2391        32.2421     
  1204.74        2500.00                 NaN            NaN   11.7211       0.498796                 NaN            NaN            NaN            NaN   8.66837       0.630379        46.2385        32.2428     
  1203.59        2500.00                 NaN            NaN   11.7218       0.497920                 NaN            NaN            NaN            NaN   8.66846       0.630354        46.2379        32.2436     
  1202.43        2500.00                 NaN            NaN   11.7225       0.497029                 NaN            NaN            NaN            NaN   8.66855       0.630330        46.2373        32.2443     
  1201.27        2500.00                 NaN            NaN   11.7232       0.496135                 NaN            NaN            NaN            NaN   8.66864       0.630306        46.2367        32.2450     
  1200.12        2500.00                 NaN            NaN   11.7239       0.495230                 NaN            NaN            NaN            NaN   8.66873       0.630281        46.2361        32.2458     
  1198.96        2500.00                 NaN            NaN   11.7246       0.494314                 NaN            NaN            NaN            NaN   8.66881       0.630257        46.2355        32.2465     
  1197.80        2500.00                 NaN            NaN   11.7253       0.493386                 NaN            NaN            NaN            NaN   8.66890       0.630233        46.2349        32.2473     
  1196.65        2500.00                 NaN            NaN   11.7261       0.492442                 NaN            NaN            NaN            NaN   8.66899       0.630209        46.2343        32.2480     
  1195.49        2500.00                 NaN            NaN   11.7268       0.491490                 NaN            NaN            NaN            NaN   8.66907       0.630184        46.2337        32.2487     
  1194.33        2500.00                 NaN            NaN   11.7276       0.490519                 NaN            NaN            NaN            NaN   8.66916       0.630160        46.2331        32.2495     
  1193.18        2500.00                 NaN            NaN   11.7284       0.489534                 NaN            NaN            NaN            NaN   8.66924       0.630137        46.2325        32.2502     
  1192.02        2500.00                 NaN            NaN   11.7292       0.488528                 NaN            NaN            NaN            NaN   8.66932       0.630113        46.2319        32.2510     
  1190.86        2500.00                 NaN            NaN   11.6890       0.529169                 NaN            NaN            NaN            NaN   8.66978       0.630144        46.2298        32.2521     
  1189.71        2500.00                 NaN            NaN  0.528021        11.6899                 NaN            NaN            NaN            NaN   8.66984       0.630116        46.2292        32.2529     
  1188.55        2500.00                 NaN            NaN  0.484720        11.7324                 NaN            NaN            NaN            NaN   8.66954       0.630047        46.2301        32.2532     
  1187.39        2500.00                 NaN            NaN  0.483619        11.7333                 NaN            NaN            NaN            NaN   8.66962       0.630024        46.2295        32.2539     
  1186.24        2500.00                 NaN            NaN  0.482492        11.7342                 NaN            NaN            NaN            NaN   8.66970       0.630001        46.2289        32.2547     
  1185.08        2500.00                 NaN            NaN  0.481338        11.7352                 NaN            NaN            NaN            NaN   8.66977       0.629978        46.2284        32.2554     
  1183.92        2500.00                 NaN            NaN  0.480155        11.7361                 NaN            NaN            NaN            NaN   8.66985       0.629955        46.2278        32.2562     
  1182.77        2500.00                 NaN            NaN   11.7371       0.478940                 NaN            NaN            NaN            NaN   8.66992       0.629933        46.2272        32.2569     
  1181.61        2500.00                 NaN            NaN   11.7998       0.108664       0.305124                 NaN            NaN            NaN   8.66817       0.630459        46.2304        32.2574     
  1180.45        2500.00                 NaN            NaN   11.8451       0.740871E-001  0.293414                 NaN            NaN            NaN   8.66745       0.630778        46.2308        32.2583     
  1179.29        2500.00                 NaN            NaN   11.8899       0.200403       0.120034                 NaN            NaN            NaN   8.66571       0.631209        46.2340        32.2587     
  1178.14        2500.00                 NaN            NaN   11.8914       0.249475       0.688047E-001            NaN            NaN            NaN   8.66557       0.631206        46.2342        32.2594     
  1176.98        2500.00                 NaN            NaN   11.9052       0.270644       0.329718E-001            NaN            NaN            NaN   8.66512       0.631335        46.2346        32.2600     
  1175.82        2500.00                 NaN            NaN   11.9107       0.280579       0.171128E-001            NaN            NaN            NaN   8.66495       0.631370        46.2345        32.2608     
  1174.67        2500.00                 NaN            NaN   11.9132       0.285786       0.905463E-002            NaN            NaN            NaN   8.66485       0.631382        46.2343        32.2615     
  1173.51        2500.00                 NaN            NaN   11.9146       0.288193       0.492561E-002            NaN            NaN            NaN   8.66480       0.631382        46.2339        32.2622     
  1172.35        2500.00                 NaN            NaN   11.9151       0.289496       0.281271E-002            NaN            NaN            NaN   8.66477       0.631379        46.2335        32.2629     
  1171.20        2500.00                 NaN            NaN   11.9144       0.292896                 NaN            NaN            NaN            NaN   8.66484       0.631341        46.2328        32.2637     
  1170.04        2500.00                 NaN            NaN   11.9143       0.292665                 NaN            NaN            NaN            NaN   8.66482       0.631336        46.2324        32.2644     
  1168.88        2500.00                 NaN            NaN   11.7525       0.461067                 NaN            NaN            NaN            NaN   8.67065       0.629689        46.2203        32.2658     
  1167.73        2500.00                 NaN            NaN   11.7542       0.459163                 NaN            NaN            NaN            NaN   8.67069       0.629671        46.2198        32.2665     
  1166.57        2500.00                 NaN            NaN   9.78861        2.44668                 NaN            NaN            NaN            NaN   8.81185       0.599549        46.0961        32.2572     
  1165.41        2500.00                 NaN            NaN   9.81595        2.41901                 NaN            NaN            NaN            NaN   8.81197       0.599566        46.0955        32.2580     
  1164.26        2500.00                 NaN            NaN   9.84242        2.39222                 NaN            NaN            NaN            NaN   8.81208       0.599584        46.0949        32.2588     
  1163.10        2500.00                 NaN            NaN   9.86804        2.36628                 NaN            NaN            NaN            NaN   8.81218       0.599601        46.0943        32.2597     
  1161.94        2500.00                 NaN            NaN   9.89278        2.34122                 NaN            NaN            NaN            NaN   8.81227       0.599619        46.0937        32.2605     
  1160.79        2500.00                 NaN            NaN   9.91667        2.31701                 NaN            NaN            NaN            NaN   8.81236       0.599636        46.0931        32.2613     
  1159.63        2500.00                 NaN            NaN   9.93973        2.29364                 NaN            NaN            NaN            NaN   8.81245       0.599653        46.0925        32.2621     
  1158.47        2500.00                 NaN            NaN   9.96198        2.27108                 NaN            NaN            NaN            NaN   8.81253       0.599669        46.0919        32.2629     
  1157.32        2500.00                 NaN            NaN   9.98346        2.24930                 NaN            NaN            NaN            NaN   8.81261       0.599684        46.0913        32.2637     
  1156.16        2500.00                 NaN            NaN   10.0041        2.22838                 NaN            NaN            NaN            NaN   8.81269       0.599698        46.0907        32.2645     
  1155.00        2500.00                 NaN            NaN   10.0221        2.21011                 NaN            NaN            NaN            NaN   8.81280       0.599699        46.0900        32.2653     
  1153.85        2500.00                 NaN            NaN  0.936664        10.3150       0.962048       0.114022E-005            NaN            NaN   8.79853       0.603150        46.1200        32.2646     
  1152.69        2500.00                 NaN            NaN   1.64716        10.5915                 NaN            NaN            NaN            NaN   8.88888       0.592689        46.0167        32.2631     
  1151.53        2500.00                 NaN            NaN   1.64712        10.5912                 NaN            NaN            NaN            NaN   8.88887       0.592680        46.0163        32.2638     
  1150.38        2500.00                 NaN            NaN   1.64708        10.5910                 NaN            NaN            NaN            NaN   8.88887       0.592671        46.0159        32.2645     
  1149.22        2500.00                 NaN            NaN   1.64704        10.5908                 NaN            NaN            NaN            NaN   8.88886       0.592662        46.0155        32.2652     
  1148.06        2500.00                 NaN            NaN   1.64700        10.5905                 NaN            NaN            NaN            NaN   8.88885       0.592652        46.0150        32.2659     
  1146.91        2500.00                 NaN            NaN   1.64697        10.5903                 NaN            NaN            NaN            NaN   8.88884       0.592643        46.0146        32.2667     
  1145.75        2500.00                 NaN            NaN   1.62334        10.6153       0.171616E-003            NaN            NaN            NaN   8.89091       0.592333        46.0100        32.2680     
  1144.59        2500.00                 NaN            NaN   7.47183        4.83477                 NaN            NaN            NaN            NaN   8.92885       0.578020        45.9110        32.2756     
  1143.44        2500.00                 NaN            NaN   6.98809        5.32271                 NaN            NaN            NaN            NaN   8.93187       0.576961        45.9035        32.2769     
  1142.28        2500.00                 NaN            NaN   6.65900        5.65483                 NaN            NaN            NaN            NaN   8.93440       0.576173        45.8975        32.2781     
  1141.12        2500.00                 NaN            NaN   6.36870        5.94790                 NaN            NaN            NaN            NaN   8.93688       0.575442        45.8918        32.2793     
  1139.97        2500.00                 NaN            NaN   6.09566        6.22363                 NaN            NaN            NaN            NaN   8.93940       0.574731        45.8862        32.2804     
  1138.81        2500.00                 NaN            NaN   5.83100        6.49095                 NaN            NaN            NaN            NaN   8.94200       0.574024        45.8804        32.2816     
  1137.65        2500.00                 NaN            NaN   5.56993        6.75469                 NaN            NaN            NaN            NaN   8.94469       0.573310        45.8746        32.2828     
  1136.50        2500.00                 NaN            NaN   10.3536        1.92821                 NaN            NaN            NaN            NaN   8.90541       0.584883        45.9444        32.2835     
  1135.34        2500.00                 NaN            NaN   9.00007        1.50144        1.78368                 NaN            NaN            NaN   8.91958       0.582839        45.9308        32.2816     
  1134.18        2500.00                 NaN            NaN   10.5896        1.68725                 NaN            NaN            NaN            NaN   8.92158       0.585303        45.9302        32.2860     
  1133.03        2500.00                 NaN            NaN   10.5642        1.71225                 NaN            NaN            NaN            NaN   8.92017       0.585359        45.9314        32.2866     
  1131.87        2500.00                 NaN            NaN   10.5849        1.69132                 NaN            NaN            NaN            NaN   8.92139       0.585300        45.9297        32.2874     
  1130.71        2500.00                 NaN            NaN   10.5875        1.68854                 NaN            NaN            NaN            NaN   8.92150       0.585280        45.9291        32.2882     
  1129.56        2500.00                 NaN            NaN   12.3365                 NaN            NaN            NaN            NaN            NaN   8.96875       0.569613        45.8368        32.2884     
  1128.40        2500.00                 NaN            NaN   12.3487                 NaN            NaN            NaN            NaN            NaN   8.97109       0.566878        45.8209        32.2925     
  1127.24        2500.00                 NaN            NaN   10.5880        1.68718                 NaN            NaN            NaN            NaN   8.92153       0.585250        45.9277        32.2903     
  1126.08        2500.00                 NaN            NaN   10.5879        1.68705                 NaN            NaN            NaN            NaN   8.92152       0.585238        45.9272        32.2911     
  1124.93        2500.00                 NaN            NaN   10.5877        1.68700                 NaN            NaN            NaN            NaN   8.92151       0.585229        45.9268        32.2918     
  1123.77        2500.00                 NaN            NaN   10.5875        1.68695                 NaN            NaN            NaN            NaN   8.92150       0.585220        45.9264        32.2925     
  1122.61        2500.00                 NaN            NaN   10.5872        1.68691                 NaN            NaN            NaN            NaN   8.92149       0.585211        45.9259        32.2932     
  1121.46        2500.00                 NaN            NaN   10.5213        1.78724                 NaN            NaN            NaN            NaN   8.98891       0.574907        45.8308        32.2969     
  1120.30        2500.00                 NaN            NaN   10.5211        1.78718                 NaN            NaN            NaN            NaN   8.98890       0.574898        45.8304        32.2976     
  1119.14        2500.00                 NaN            NaN   10.5208        1.78714                 NaN            NaN            NaN            NaN   8.98890       0.574889        45.8299        32.2983     
  1117.99        2500.00                 NaN            NaN   12.3874                 NaN            NaN            NaN            NaN            NaN   9.01787       0.556545        45.7331        32.3051     
  1116.83        2500.00                 NaN            NaN   12.3761       0.142876E-001            NaN            NaN            NaN            NaN   9.02130       0.555761        45.7262        32.3064     
  1115.67        2500.00                 NaN            NaN  0.248017E-004   12.3890                 NaN            NaN            NaN            NaN   9.02887       0.555515        45.7200        32.3066     
  1114.52        2500.00                 NaN            NaN   10.4657        1.84185                 NaN            NaN            NaN            NaN   8.98155       0.574714        45.8375        32.2987     
  1113.36        2500.00                 NaN            NaN   12.3849       0.520515E-004            NaN            NaN            NaN            NaN   9.02188       0.558755        45.7280        32.3064     
  1112.20        2500.00                 NaN            NaN  0.229258        12.1629                 NaN            NaN            NaN            NaN   9.03582       0.554527        45.7079        32.3096     
  1111.05        2500.00                 NaN            NaN   12.0738       0.320043                 NaN            NaN            NaN            NaN   9.03310       0.554480        45.7070        32.3116     
  1109.89        2500.00                 NaN            NaN   10.5216        1.78425                 NaN            NaN            NaN            NaN   8.98856       0.574848        45.8266        32.3041     
  1108.73        2500.00                 NaN            NaN   10.5209        1.78472                 NaN            NaN            NaN            NaN   8.98858       0.574836        45.8262        32.3048     
  1107.58        2500.00                 NaN            NaN   1.49842        10.9067                 NaN            NaN            NaN            NaN   9.08600       0.550893        45.6371        32.3208     
  1106.42        2500.00                 NaN            NaN   1.49871        10.9062                 NaN            NaN            NaN            NaN   9.08603       0.550881        45.6366        32.3216     
  1105.26        2500.00                 NaN            NaN   1.49841        10.9062                 NaN            NaN            NaN            NaN   9.08599       0.550875        45.6362        32.3223     
  1104.11        2500.00                 NaN            NaN   1.49840        10.9060                 NaN            NaN            NaN            NaN   9.08599       0.550867        45.6358        32.3230     
  1102.95        2500.00                 NaN            NaN   1.49840        10.9057                 NaN            NaN            NaN            NaN   9.08598       0.550858        45.6354        32.3237     
  1101.79        2500.00                 NaN            NaN  0.672207        11.7289                 NaN            NaN            NaN            NaN   9.05339       0.551957        45.6735        32.3201     
  1100.64        2500.00                 NaN            NaN   11.6940       0.708116                 NaN            NaN            NaN            NaN   9.05602       0.551611        45.6691        32.3212     
  1099.48        2500.00                 NaN            NaN   11.6604       0.742662                 NaN            NaN            NaN            NaN   9.05865       0.551265        45.6647        32.3223     
  1098.32        2500.00                 NaN            NaN  0.776730        11.6274                 NaN            NaN            NaN            NaN   9.06129       0.550915        45.6603        32.3233     
  1097.17        2500.00                 NaN            NaN   11.5949       0.810266                 NaN            NaN            NaN            NaN   9.06391       0.550570        45.6560        32.3244     
  1096.01        2500.00                 NaN            NaN   11.5635       0.842640                 NaN            NaN            NaN            NaN   9.06654       0.550219        45.6516        32.3255     
  1094.85        2500.00                 NaN            NaN   11.5330       0.874241                 NaN            NaN            NaN            NaN   9.06917       0.549867        45.6472        32.3266     
  1093.70        2500.00                 NaN            NaN   11.5032       0.905081                 NaN            NaN            NaN            NaN   9.07182       0.549515        45.6427        32.3276     
  1092.54        2500.00                 NaN            NaN   11.4744       0.934997                 NaN            NaN            NaN            NaN   9.07446       0.549159        45.6383        32.3287     
  1091.38        2500.00                 NaN            NaN   11.4460       0.964426                 NaN            NaN            NaN            NaN   9.07711       0.548806        45.6338        32.3298     
  1090.23        2500.00                 NaN            NaN   1.49586        10.9053                 NaN            NaN            NaN            NaN   9.08566       0.550790        45.6308        32.3316     
  1089.07        2500.00                 NaN            NaN   11.3933        1.01932                 NaN            NaN            NaN            NaN   9.08247       0.548094        45.6248        32.3320     
  1087.91        2500.00                 NaN            NaN   11.3664        1.04746                 NaN            NaN            NaN            NaN   9.08508       0.547721        45.6203        32.3331     
  1086.76        2500.00                 NaN            NaN  0.151372        11.3677       0.828953                 NaN            NaN            NaN   9.07013       0.555455        45.7077        32.3187     
  1085.60        2500.00                 NaN            NaN   1.10017        11.3176                 NaN            NaN            NaN            NaN   9.09068       0.546899        45.6095        32.3352     
  1084.44        2500.00                 NaN            NaN   1.12688        11.2920                 NaN            NaN            NaN            NaN   9.09327       0.546541        45.6051        32.3363     
  1083.29        2500.00                 NaN            NaN   11.2672        1.15275                 NaN            NaN            NaN            NaN   9.09589       0.546186        45.6006        32.3374     
  1082.13        2500.00                 NaN            NaN   1.47071        10.9294                 NaN            NaN            NaN            NaN   9.08293       0.551033        45.6290        32.3369     
  1080.97        2500.00                 NaN            NaN   1.20275        11.2194                 NaN            NaN            NaN            NaN   9.10116       0.545466        45.5916        32.3396     
  1079.82        2500.00                 NaN            NaN   11.1968        1.22653                 NaN            NaN            NaN            NaN   9.10383       0.545109        45.5870        32.3407     
  1078.66        2500.00                 NaN            NaN   11.1741        1.25030                 NaN            NaN            NaN            NaN   9.10647       0.544744        45.5825        32.3419     
  1077.50        2500.00                 NaN            NaN   11.1873        1.23783                 NaN            NaN            NaN            NaN   9.11031       0.544028        45.5775        32.3430     
  1076.34        2500.00                 NaN            NaN   11.4121       0.158753E-001  0.914119                 NaN            NaN            NaN   9.06884       0.556065        45.7081        32.3249     
  1075.19        2500.00                 NaN            NaN   11.1091        1.31886                 NaN            NaN            NaN            NaN   9.11436       0.543644        45.5688        32.3452     
  1074.03        2500.00                 NaN            NaN   11.0885        1.34060                 NaN            NaN            NaN            NaN   9.11700       0.543278        45.5643        32.3464     
  1072.87        2500.00                 NaN            NaN   1.34383        11.0853                 NaN            NaN            NaN            NaN   9.12010       0.542783        45.5604        32.3476     
  1071.72        2500.00                 NaN            NaN   1.21838        11.2176                 NaN            NaN            NaN            NaN   9.12884       0.540578        45.5463        32.3483     
  1070.56        2500.00                 NaN            NaN   1.40357        11.0291                 NaN            NaN            NaN            NaN   9.12498       0.542148        45.5504        32.3498     
  1069.40        2500.00                 NaN            NaN   11.0109        1.42289                 NaN            NaN            NaN            NaN   9.12764       0.541787        45.5459        32.3509     
  1068.25        2500.00                 NaN            NaN   1.38914        11.0369                 NaN            NaN            NaN            NaN   9.13339       0.542621        45.5495        32.3485     
  1067.09        2500.00                 NaN            NaN   10.9292        1.50345                 NaN            NaN            NaN            NaN   9.13086       0.541665        45.5412        32.3536     
  1065.93        2500.00                 NaN            NaN   11.4147       0.240831E-001  0.906186                 NaN            NaN            NaN   9.07085       0.555549        45.6957        32.3329     
  1064.78        2500.00                 NaN            NaN   10.9176        1.52049                 NaN            NaN            NaN            NaN   9.13736       0.540528        45.5285        32.3556     
  1063.62        2500.00                 NaN            NaN   10.8943        1.54482                 NaN            NaN            NaN            NaN   9.13977       0.540220        45.5241        32.3568     
  1062.46        2500.00                 NaN            NaN   1.56981        10.8703                 NaN            NaN            NaN            NaN   9.14224       0.539906        45.5198        32.3580     
  1061.31        2500.00                 NaN            NaN   1.59376        10.8472                 NaN            NaN            NaN            NaN   9.14447       0.539652        45.5158        32.3591     
  1060.15        2500.00                 NaN            NaN   1.61705        10.8250                 NaN            NaN            NaN            NaN   9.14683       0.539354        45.5115        32.3603     
  1058.99        2500.00                 NaN            NaN   1.64063        10.8025                 NaN            NaN            NaN            NaN   9.14932       0.539044        45.5070        32.3615     
  1057.84        2500.00                 NaN            NaN   10.7824        1.66180                 NaN            NaN            NaN            NaN   9.15170       0.538733        45.5027        32.3627     
  1056.68        2500.00                 NaN            NaN   1.68383        10.7614                 NaN            NaN            NaN            NaN   9.15405       0.538435        45.4984        32.3639     
  1055.52        2500.00                 NaN            NaN   1.70517        10.7411                 NaN            NaN            NaN            NaN   9.15646       0.538119        45.4940        32.3651     
  1054.37        2500.00                 NaN            NaN   1.72588        10.7215                 NaN            NaN            NaN            NaN   9.15888       0.537803        45.4897        32.3662     
  1053.21        2500.00                 NaN            NaN   10.7023        1.74619                 NaN            NaN            NaN            NaN   9.16134       0.537477        45.4852        32.3675     
  1052.05        2500.00                 NaN            NaN   1.76636        10.6833                 NaN            NaN            NaN            NaN   9.16371       0.537168        45.4808        32.3687     
  1050.90        2500.00                 NaN            NaN   1.78615        10.6646                 NaN            NaN            NaN            NaN   9.16616       0.536853        45.4764        32.3698     
  1049.74        2500.00                 NaN            NaN   1.80506        10.6468                 NaN            NaN            NaN            NaN   9.16863       0.536527        45.4719        32.3711     
  1048.58        2500.00                 NaN            NaN   10.6292        1.82382                 NaN            NaN            NaN            NaN   9.17105       0.536201        45.4674        32.3723     
  1047.43        2500.00                 NaN            NaN   1.84227        10.6120                 NaN            NaN            NaN            NaN   9.17353       0.535875        45.4629        32.3735     
  1046.27        2500.00                 NaN            NaN   10.5944        1.86102                 NaN            NaN            NaN            NaN   9.17595       0.535551        45.4584        32.3747     
  1045.11        2500.00                 NaN            NaN   1.88092        10.5756                 NaN            NaN            NaN            NaN   9.17828       0.535257        45.4541        32.3759     
  1043.96        2500.00                 NaN            NaN   1.90048        10.5571                 NaN            NaN            NaN            NaN   9.18063       0.534955        45.4497        32.3771     
  1042.80        2500.00                 NaN            NaN   1.91950        10.5392                 NaN            NaN            NaN            NaN   9.18299       0.534649        45.4453        32.3784     
  1041.64        2500.00                 NaN            NaN   1.93822        10.5216                 NaN            NaN            NaN            NaN   9.18536       0.534343        45.4409        32.3796     
  1040.49        2500.00                 NaN            NaN   11.1123        1.28268                 NaN            NaN            NaN            NaN   9.08985       0.550399        45.5984        32.3664     
  1039.33        2500.00                 NaN            NaN   11.1120        1.28265                 NaN            NaN            NaN            NaN   9.08984       0.550390        45.5980        32.3671     
  1038.17        2500.00                 NaN            NaN   9.40880        2.93230                 NaN            NaN            NaN            NaN   9.07063       0.567850        45.6426        32.3778     
  1037.02        2500.00                 NaN            NaN   9.40859        2.93224                 NaN            NaN            NaN            NaN   9.07062       0.567841        45.6422        32.3785     
  1035.86        2500.00                 NaN            NaN   9.40839        2.93219                 NaN            NaN            NaN            NaN   9.07062       0.567833        45.6417        32.3792     
  1034.70        2500.00                 NaN            NaN   9.40819        2.93212                 NaN            NaN            NaN            NaN   9.07061       0.567824        45.6413        32.3799     
  1033.55        2500.00                 NaN            NaN   9.40839        2.93168                 NaN            NaN            NaN            NaN   9.07063       0.567808        45.6408        32.3806     
  1032.39        2500.00                 NaN            NaN   9.38921        2.98402                 NaN            NaN            NaN            NaN   9.13033       0.557870        45.5539        32.3847     
  1031.23        2500.00                 NaN            NaN   9.38893        2.98403                 NaN            NaN            NaN            NaN   9.13032       0.557863        45.5535        32.3854     
  1030.08        2500.00                 NaN            NaN   9.38867        2.98403                 NaN            NaN            NaN            NaN   9.13031       0.557855        45.5530        32.3861     
  1028.92        2500.00                 NaN            NaN   9.38842        2.98401                 NaN            NaN            NaN            NaN   9.13031       0.557847        45.5526        32.3868     
  1027.76        2500.00                 NaN            NaN   10.3986        2.07889                 NaN            NaN            NaN            NaN   9.21817       0.529226        45.3804        32.3948     
  1026.61        2500.00                 NaN            NaN   9.38783        2.98406                 NaN            NaN            NaN            NaN   9.13029       0.557832        45.5518        32.3882     
  1025.45        2500.00                 NaN            NaN   2.98401        9.38762                 NaN            NaN            NaN            NaN   9.13028       0.557823        45.5513        32.3889     
  1024.29        2500.00                 NaN            NaN   2.98395        9.38742                 NaN            NaN            NaN            NaN   9.13028       0.557815        45.5509        32.3896     
  1023.13        2500.00                 NaN            NaN   9.43284        2.94039                 NaN            NaN            NaN            NaN   9.13375       0.558768        45.5401        32.3942     
  1021.98        2500.00                 NaN            NaN   9.43264        2.94034                 NaN            NaN            NaN            NaN   9.13374       0.558760        45.5397        32.3949     
  1020.82        2500.00                 NaN            NaN   9.43244        2.94028                 NaN            NaN            NaN            NaN   9.13374       0.558751        45.5392        32.3956     
  1019.66        2500.00                 NaN            NaN   9.43223        2.94022                 NaN            NaN            NaN            NaN   9.13373       0.558743        45.5388        32.3963     
  1018.51        2500.00                 NaN            NaN   9.43202        2.94016                 NaN            NaN            NaN            NaN   9.13373       0.558734        45.5384        32.3970     
  1017.35        2500.00                 NaN            NaN   9.43182        2.94010                 NaN            NaN            NaN            NaN   9.13372       0.558726        45.5380        32.3977     
  1016.19        2500.00                 NaN            NaN   9.43162        2.94004                 NaN            NaN            NaN            NaN   9.13371       0.558718        45.5375        32.3984     
  1015.04        2500.00                 NaN            NaN   9.43141        2.93999                 NaN            NaN            NaN            NaN   9.13371       0.558709        45.5371        32.3991     
  1013.88        2500.00                 NaN            NaN   9.43121        2.93993                 NaN            NaN            NaN            NaN   9.13370       0.558701        45.5367        32.3998     
  1012.72        2500.00                 NaN            NaN   9.43100        2.93987                 NaN            NaN            NaN            NaN   9.13370       0.558692        45.5363        32.4005     
  1011.57        2500.00                 NaN            NaN   9.43080        2.93981                 NaN            NaN            NaN            NaN   9.13369       0.558684        45.5358        32.4012     
  1010.41        2500.00                 NaN            NaN   9.43060        2.93975                 NaN            NaN            NaN            NaN   9.13369       0.558675        45.5354        32.4019     
  1009.25        2500.00                 NaN            NaN   9.43039        2.93969                 NaN            NaN            NaN            NaN   9.13368       0.558667        45.5350        32.4026     
  1008.10        2500.00                 NaN            NaN   9.43019        2.93964                 NaN            NaN            NaN            NaN   9.13367       0.558659        45.5346        32.4033     
  1006.94        2500.00                 NaN            NaN   9.42998        2.93958                 NaN            NaN            NaN            NaN   9.13367       0.558650        45.5341        32.4040     
  1005.78        2500.00                 NaN            NaN   9.42978        2.93952                 NaN            NaN            NaN            NaN   9.13366       0.558642        45.5337        32.4047     
  1004.63        2500.00                 NaN            NaN   9.42957        2.93946                 NaN            NaN            NaN            NaN   9.13366       0.558633        45.5333        32.4054     
  1003.47        2500.00                 NaN            NaN   9.42937        2.93940                 NaN            NaN            NaN            NaN   9.13365       0.558625        45.5329        32.4061     
