|6.6.6
Archiving\03_Data\fracLP/QFM_m3.75/TIS/TIS_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1526.32        500.000        99.5510                 NaN            NaN  0.659083E-002  0.442407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.6743                 NaN            NaN  0.478592E-002  0.320912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.4379                 NaN            NaN  0.827625E-002  0.553835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.5610                 NaN            NaN  0.646724E-002  0.432557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.5390                 NaN            NaN  0.679789E-002  0.454162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.7200                 NaN            NaN  0.412354E-002  0.275897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.4521                 NaN            NaN  0.809298E-002  0.539814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.5782                 NaN            NaN  0.623766E-002  0.415603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.5817                 NaN            NaN  0.619126E-002  0.412118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.5854                 NaN            NaN  0.613233E-002  0.408501                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.4156                 NaN            NaN  0.418514E-003  0.241697       0.342317                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1603                 NaN            NaN            NaN  0.491327E-002  0.834826                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1682                 NaN            NaN            NaN  0.374502E-002  0.828044                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1783                 NaN            NaN            NaN  0.418845E-002  0.817464                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.6026                 NaN            NaN            NaN  0.831445E-001            NaN  0.314288                 NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.7059                 NaN            NaN            NaN            NaN   1.20653       0.875825E-001            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.9371                 NaN            NaN            NaN            NaN  0.288694E-002   1.06006                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.4850                 NaN            NaN            NaN  0.167440                 NaN  0.347609                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.4741                 NaN            NaN            NaN            NaN            NaN   1.52585                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.9082                 NaN            NaN  0.903587E-004            NaN            NaN   1.09175                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.8792                 NaN            NaN  0.585095E-002            NaN            NaN   1.11499                 NaN            NaN            NaN            NaN            NaN
