|6.6.6
Archiving\03_Data\fracLP/QFM_m3.75/TIS/TIS_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1844.61        500.000        99.0003       0.983931       0.157965E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.0003       0.983930       0.157965E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.0003       0.983930       0.157965E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.0003       0.983929       0.157965E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.0003       0.983928       0.157965E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.0003       0.983928       0.157964E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.0003       0.983927       0.157964E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.0003       0.983926       0.157964E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.0003       0.983925       0.157964E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.0003       0.983925       0.157964E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.0003       0.983924       0.157964E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.0003       0.983923       0.157964E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.0003       0.983922       0.157964E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.0003       0.983921       0.157963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.0003       0.983921       0.157963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.0003       0.983920       0.157963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.0003       0.983919       0.157963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.0003       0.983918       0.157963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.0003       0.983918       0.157963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.0003       0.983916       0.157963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.0003       0.983916       0.157963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.0003       0.983915       0.157962E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.0003       0.983914       0.157962E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.0003       0.983913       0.157962E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.0003       0.983912       0.157962E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.0003       0.983911       0.157962E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.0003       0.983910       0.157962E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.0003       0.983910       0.157962E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.0003       0.983909       0.157961E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.0003       0.983908       0.157961E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.0003       0.983907       0.157961E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.0003       0.983906       0.157961E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.0003       0.983905       0.157961E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.0003       0.983904       0.157961E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.0003       0.983903       0.157960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.0003       0.983902       0.157960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.0003       0.983901       0.157960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.0003       0.983900       0.157960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.0003       0.983899       0.157960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.0003       0.983898       0.157960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.0003       0.983897       0.157960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.0003       0.983896       0.157959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.0003       0.983895       0.157959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.0003       0.983894       0.157959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.0003       0.983893       0.157959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.0003       0.983892       0.157959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.0003       0.983891       0.157959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.0003       0.983890       0.157958E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.0003       0.983889       0.157958E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.0003       0.983888       0.157958E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.0003       0.983887       0.157958E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.0003       0.983886       0.157958E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.0003       0.983884       0.157957E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.0003       0.983883       0.157957E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.0003       0.983882       0.157957E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.0003       0.983881       0.157957E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.0003       0.983880       0.157957E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.0003       0.983879       0.157957E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.0003       0.983878       0.157956E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.0003       0.983876       0.157956E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.0003       0.983875       0.157956E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.0003       0.983874       0.157956E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.0003       0.983873       0.157956E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.0003       0.983872       0.157955E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.0003       0.983870       0.157955E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.0003       0.983869       0.157955E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.0003       0.983868       0.157955E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.0003       0.983867       0.157955E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        98.9996       0.983865       0.157954E-001  0.703160E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.0002       0.983871       0.157955E-001  0.179501E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        98.9876       0.983871       0.157955E-001  0.126850E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        98.9876       0.983995       0.157975E-001  0.125911E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        98.9876       0.984117       0.157995E-001  0.124927E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        98.9876       0.984239       0.158014E-001  0.123410E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        98.9876       0.984359       0.158034E-001  0.122632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        98.9875       0.984478       0.158053E-001  0.121764E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        98.5429       0.984596       0.141480E-001  0.127770E-001  0.445618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.9879                 NaN            NaN  0.121338E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.4520                 NaN            NaN  0.128348E-001  0.535153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3095                 NaN            NaN  0.132374E-001  0.677293                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3330                 NaN            NaN  0.127243E-001  0.654305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3200                 NaN            NaN  0.129359E-001  0.667035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3231                 NaN            NaN  0.128835E-001  0.664045                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3227                 NaN            NaN  0.128649E-001  0.664452                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3229                 NaN            NaN  0.128247E-001  0.664310                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3238                 NaN            NaN  0.127932E-001  0.663433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3257                 NaN            NaN  0.127422E-001  0.661600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2804                 NaN            NaN  0.135758E-001  0.706009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3711                 NaN            NaN  0.118697E-001  0.617034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.5491                 NaN            NaN  0.982621E-002  0.441072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.1119                 NaN            NaN  0.153615E-001  0.872734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3323                 NaN            NaN  0.125256E-001  0.655187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3327                 NaN            NaN  0.125033E-001  0.654789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.8256                 NaN            NaN  0.232000E-001   1.15116                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.8490                 NaN            NaN  0.160712E-002  0.149394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3398                 NaN            NaN  0.123680E-001  0.647868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3408                 NaN            NaN  0.123381E-001  0.646866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3442                 NaN            NaN  0.122606E-001  0.643579                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3472                 NaN            NaN  0.121965E-001  0.640567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3498                 NaN            NaN  0.121528E-001  0.638012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3521                 NaN            NaN  0.121172E-001  0.635761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3534                 NaN            NaN  0.121093E-001  0.634532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3607                 NaN            NaN  0.119375E-001  0.627381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.3540                 NaN            NaN  0.120766E-001  0.633954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.3714                 NaN            NaN  0.117712E-001  0.616834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.3668                 NaN            NaN  0.118552E-001  0.621363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.3524                 NaN            NaN  0.119426E-001  0.635706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.3949                 NaN            NaN  0.115383E-001  0.593584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.3769                 NaN            NaN  0.116533E-001  0.611482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.2256                 NaN            NaN  0.297276E-001   1.74469                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.9972                 NaN            NaN  0.282454E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.9307                 NaN            NaN  0.192122E-002  0.674095E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.3934                 NaN            NaN  0.114037E-001  0.595214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.3965                 NaN            NaN  0.113391E-001  0.592119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.4017                 NaN            NaN  0.112545E-001  0.587089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.4053                 NaN            NaN  0.111868E-001  0.583487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.7083                 NaN            NaN  0.548989E-002  0.286181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.1095                 NaN            NaN  0.167345E-001  0.873802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.4186                 NaN            NaN  0.109550E-001  0.570458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.4206                 NaN            NaN  0.109276E-001  0.568499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.4235                 NaN            NaN  0.108513E-001  0.565622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.4290                 NaN            NaN  0.107694E-001  0.560201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.4338                 NaN            NaN  0.107133E-001  0.555532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.3075                 NaN            NaN  0.130525E-001  0.679420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.7228                 NaN            NaN  0.524936E-002  0.271930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.2939                 NaN            NaN  0.133558E-001  0.692793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.4500                 NaN            NaN  0.104255E-001  0.539560                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.4551                 NaN            NaN  0.103297E-001  0.534594                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.6041                 NaN            NaN  0.750607E-002  0.388434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.3162                 NaN            NaN  0.129827E-001  0.670810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.4652                 NaN            NaN  0.101568E-001  0.524692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.4377                 NaN            NaN  0.106798E-001  0.551585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.6578                 NaN            NaN  0.648419E-002  0.335691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.3303                 NaN            NaN  0.127284E-001  0.657015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.4835                 NaN            NaN  0.981862E-002  0.506651                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.4872                 NaN            NaN  0.975206E-002  0.503025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.4911                 NaN            NaN  0.966596E-002  0.499247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.3075                 NaN            NaN  0.659706E-003  0.295608       0.396190                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0276                 NaN            NaN            NaN  0.601411E-002  0.966409                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0363                 NaN            NaN            NaN  0.458910E-002  0.959131                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0475                 NaN            NaN            NaN  0.513792E-002  0.947373                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.5351                 NaN            NaN            NaN  0.101774                 NaN  0.363149                 NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.5000                 NaN            NaN            NaN            NaN   1.39888       0.101084                 NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.7718                 NaN            NaN            NaN            NaN  0.335109E-002   1.22483                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.3926                 NaN            NaN            NaN  0.206676                 NaN  0.400675                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.2351                 NaN            NaN            NaN            NaN            NaN   1.76487                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.7349                 NaN            NaN  0.142495E-003            NaN            NaN   1.26498                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.6988                 NaN            NaN  0.922491E-002            NaN            NaN   1.29202                 NaN            NaN            NaN            NaN            NaN
