|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1/T13/T13_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             Sp(TH)         San(TH)        pxmn           ilm            q             
  1324.34        2500.00        99.0715                 NaN  0.209311                 NaN  0.400110                 NaN            NaN  0.319054                 NaN            NaN            NaN            NaN            NaN
  1322.76        2500.00        99.0803                 NaN  0.206395                 NaN  0.397783                 NaN            NaN  0.315539                 NaN            NaN            NaN            NaN            NaN
  1321.19        2500.00        99.0900                 NaN  0.202752                 NaN  0.395741                 NaN            NaN  0.311526                 NaN            NaN            NaN            NaN            NaN
  1319.62        2500.00        99.0960                 NaN  0.201080                 NaN  0.393601                 NaN            NaN  0.309294                 NaN            NaN            NaN            NaN            NaN
  1318.04        2500.00        99.1102                 NaN  0.196963                 NaN  0.389466                 NaN            NaN  0.303401                 NaN            NaN            NaN            NaN            NaN
  1316.47        2500.00        99.1145                 NaN  0.194652                 NaN  0.389056                 NaN            NaN  0.301830                 NaN            NaN            NaN            NaN            NaN
  1314.89        2500.00        99.1256                 NaN  0.191336                 NaN  0.386002                 NaN            NaN  0.297062                 NaN            NaN            NaN            NaN            NaN
  1313.32        2500.00        99.1329                 NaN  0.187749                 NaN  0.385472                 NaN            NaN  0.293913                 NaN            NaN            NaN            NaN            NaN
  1311.74        2500.00        99.1375                 NaN  0.183340                 NaN  0.387364                 NaN            NaN  0.291793                 NaN            NaN            NaN            NaN            NaN
  1310.17        2500.00        99.1530                 NaN  0.181815                 NaN  0.379261                 NaN            NaN  0.285922                 NaN            NaN            NaN            NaN            NaN
  1308.59        2500.00        99.1578                 NaN  0.178135                 NaN  0.380086                 NaN            NaN  0.284001                 NaN            NaN            NaN            NaN            NaN
  1307.02        2500.00        99.1659                 NaN  0.176162                 NaN  0.377004                 NaN            NaN  0.280915                 NaN            NaN            NaN            NaN            NaN
  1305.45        2500.00        99.1730                 NaN  0.172436                 NaN  0.376820                 NaN            NaN  0.277783                 NaN            NaN            NaN            NaN            NaN
  1303.87        2500.00        99.1810                 NaN  0.168668                 NaN  0.375782                 NaN            NaN  0.274540                 NaN            NaN            NaN            NaN            NaN
  1302.30        2500.00        99.1887                 NaN  0.166697                 NaN  0.372945                 NaN            NaN  0.271685                 NaN            NaN            NaN            NaN            NaN
  1300.72        2500.00        99.1926                 NaN  0.161357                 NaN  0.376443                 NaN            NaN  0.269596                 NaN            NaN            NaN            NaN            NaN
  1299.15        2500.00        99.2039                 NaN  0.157668                 NaN  0.373716                 NaN            NaN  0.264751                 NaN            NaN            NaN            NaN            NaN
  1297.57        2500.00        99.2096                 NaN  0.155051                 NaN  0.372617                 NaN            NaN  0.262732                 NaN            NaN            NaN            NaN            NaN
  1296.00        2500.00        99.1587                 NaN  0.102202                 NaN  0.392275       0.340657E-001            NaN  0.268687       0.440455E-001            NaN            NaN            NaN            NaN
  1294.42        2500.00        99.1432                 NaN  0.749661E-001            NaN  0.388401       0.625562E-001            NaN  0.268874       0.619849E-001            NaN            NaN            NaN            NaN
  1292.85        2500.00        99.1271                 NaN  0.498734E-001            NaN  0.276652       0.218922                 NaN  0.271152       0.562621E-001            NaN            NaN            NaN            NaN
  1291.28        2500.00        84.5876                 NaN  0.289609                 NaN  0.891448        2.53211                 NaN   2.15434       0.646314        8.89855                 NaN            NaN            NaN
  1289.70        2500.00        83.1076                 NaN  0.213728                 NaN   1.45672        2.42514                 NaN   2.34114       0.676553        9.77908                 NaN            NaN            NaN
  1288.13        2500.00        85.3028                 NaN  0.136516                 NaN   1.95866        1.53582                 NaN   2.04990       0.572613        8.44372                 NaN            NaN            NaN
  1286.55        2500.00        86.9919                 NaN  0.792865E-001            NaN   1.64031        1.54888                 NaN   1.82513       0.493394        7.42107                 NaN            NaN            NaN
  1284.98        2500.00        88.3006                 NaN  0.366641E-001            NaN   1.26259        1.68940                 NaN   1.64989       0.432377        6.62852                 NaN            NaN            NaN
  1283.40        2500.00        47.2535                 NaN  0.802618E-006  0.415888        12.6357        1.54731                 NaN   7.83831        1.45023        28.8590       0.117622E-014            NaN            NaN
  1281.83        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1280.25        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1278.68        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1277.11        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1275.53        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1273.96        2500.00       100.0000                 NaN  0.102947E-005            NaN            NaN            NaN            NaN  0.290347E-005  0.272626E-005            NaN            NaN            NaN            NaN
  1272.38        2500.00        99.9999                 NaN            NaN            NaN  0.208269E-004  0.411862E-005            NaN  0.119553E-004  0.400766E-005  0.567701E-004            NaN            NaN            NaN
  1270.81        2500.00        99.9997                 NaN  0.859022E-005            NaN  0.859634E-004            NaN            NaN  0.429754E-004            NaN  0.167190E-003            NaN  0.281529E-005            NaN
  1269.23        2500.00        81.7740                 NaN            NaN            NaN   1.41575        3.19356                 NaN   2.63449       0.565766        10.3226                 NaN  0.938442E-001            NaN
  1267.66        2500.00        98.5739                 NaN            NaN            NaN  0.653315E-001  0.340973                 NaN  0.206617                 NaN  0.788090                 NaN  0.250735E-001            NaN
  1266.08        2500.00        99.8980                 NaN            NaN            NaN  0.186973E-005  0.239920E-001            NaN  0.148853E-001            NaN  0.614074E-001            NaN  0.171577E-002            NaN
  1264.51        2500.00        99.9915                 NaN            NaN            NaN  0.134898E-002  0.577591E-002            NaN  0.111818E-002  0.258758E-003            NaN            NaN            NaN            NaN
  1262.94        2500.00        88.4837                 NaN            NaN            NaN   2.78544       0.647514                 NaN   1.68069       0.678204E-001   6.17872                 NaN  0.156146                 NaN
  1261.36        2500.00        95.6946                 NaN            NaN            NaN   1.27071                 NaN            NaN  0.638522                 NaN   2.32838                 NaN  0.678066E-001            NaN
  1259.79        2500.00        95.6149                 NaN            NaN            NaN   1.27257                 NaN            NaN  0.652724                 NaN   2.39074                 NaN  0.690953E-001            NaN
  1258.21        2500.00        94.7647                 NaN            NaN            NaN   1.28343       0.186927E-001            NaN  0.771858                 NaN   3.07001                 NaN  0.913241E-001            NaN
  1256.64        2500.00        97.9668                 NaN            NaN            NaN  0.639072                 NaN            NaN  0.293614                 NaN   1.06560                 NaN  0.348808E-001            NaN
  1255.06        2500.00        91.4230                 NaN            NaN            NaN   1.35817        1.40476                 NaN   1.31118                 NaN   4.39043                 NaN  0.112482                 NaN
  1253.49        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.169693E-005            NaN            NaN            NaN
  1251.91        2500.00        98.9761                 NaN            NaN            NaN  0.216810       0.647640E-001            NaN  0.148683                 NaN  0.577937                 NaN  0.157007E-001            NaN
  1250.34        2500.00        98.7230                 NaN            NaN            NaN  0.375896                 NaN            NaN  0.188765                 NaN  0.691718                 NaN  0.206295E-001            NaN
  1248.76        2500.00        90.5223                 NaN            NaN            NaN   2.77991                 NaN            NaN   1.33637                 NaN   5.19534                 NaN  0.166069                 NaN
  1247.19        2500.00        96.2268                 NaN            NaN            NaN   1.02231                 NaN            NaN  0.616511                 NaN   2.09650                 NaN  0.378563E-001            NaN
  1245.62        2500.00        99.6684                 NaN            NaN            NaN  0.282887E-001            NaN            NaN  0.149272E-001            NaN  0.283180                 NaN  0.516681E-002            NaN
  1244.04        2500.00        94.4570                 NaN            NaN            NaN   1.88405                 NaN            NaN  0.883781                 NaN   2.68473                 NaN  0.904539E-001            NaN
  1242.47        2500.00        97.0927                 NaN            NaN            NaN  0.756180                 NaN            NaN  0.379731                 NaN   1.74469                 NaN  0.266710E-001            NaN
  1240.89        2500.00        98.0965                 NaN            NaN            NaN  0.565543                 NaN            NaN  0.264482                 NaN   1.04320                 NaN  0.302637E-001            NaN
  1239.32        2500.00        97.8167                 NaN            NaN            NaN  0.621906                 NaN            NaN  0.322146                 NaN   1.20973                 NaN  0.295105E-001            NaN
  1237.74        2500.00        94.2467                 NaN            NaN            NaN  0.737961       0.873636                 NaN  0.842177                 NaN   3.20061                 NaN  0.989133E-001            NaN
  1236.17        2500.00        97.1852                 NaN  0.310165                 NaN            NaN            NaN            NaN  0.329126                 NaN   1.63126                 NaN  0.348931E-001  0.509334     
  1234.59        2500.00        99.4364                 NaN            NaN            NaN  0.180255       0.675087E-001            NaN  0.115879                 NaN  0.200001                 NaN            NaN            NaN
  1233.02        2500.00        99.9489                 NaN            NaN            NaN            NaN            NaN            NaN  0.536913E-002            NaN  0.426286E-001            NaN  0.306852E-002            NaN
  1231.45        2500.00        99.4083                 NaN            NaN            NaN  0.123542       0.117862E-005            NaN  0.555767E-001            NaN  0.266459                 NaN  0.785057E-002  0.138265     
  1229.87        2500.00        93.7273                 NaN            NaN            NaN   1.73219       0.999530E-001            NaN  0.877034                 NaN   3.47560                 NaN  0.879108E-001            NaN
  1228.30        2500.00        97.2008                 NaN            NaN            NaN  0.334203                 NaN            NaN  0.278755                 NaN   1.56355                 NaN  0.500721E-001  0.572582     
  1226.72        2500.00        79.8810                 NaN            NaN            NaN   3.12581                 NaN            NaN   1.93587                 NaN   8.88165                 NaN  0.113937        6.06176     
  1225.15        2500.00                 NaN            NaN            NaN            NaN   12.7434                 NaN            NaN   8.72073                 NaN   46.1204                 NaN  0.639560        31.7760     
  1223.57        2500.00                 NaN            NaN            NaN            NaN   9.18347        3.55492                 NaN   8.71911                 NaN   46.1260                 NaN  0.640687        31.7758     
  1222.00        2500.00                 NaN            NaN            NaN            NaN   12.7321                 NaN            NaN   8.72204                 NaN   46.1301                 NaN  0.641387        31.7743     
  1220.42        2500.00                 NaN            NaN            NaN            NaN   12.7354                 NaN            NaN   8.73512                 NaN   46.1153                 NaN  0.639933        31.7743     
  1218.85        2500.00                 NaN            NaN            NaN            NaN   10.3101        2.42976                 NaN   8.72516                 NaN   46.1198                 NaN  0.638365        31.7768     
  1217.28        2500.00                 NaN            NaN            NaN            NaN   12.7355                 NaN            NaN   8.74207                 NaN   46.1070                 NaN  0.639481        31.7759     
  1215.70        2500.00                 NaN            NaN            NaN            NaN   12.7433                 NaN            NaN   8.75744                 NaN   46.0854                 NaN  0.637081        31.7767     
  1214.13        2500.00                 NaN            NaN            NaN            NaN   12.7383                 NaN            NaN   8.75728                 NaN   46.0897                 NaN  0.637999        31.7768     
  1212.55        2500.00                 NaN            NaN            NaN            NaN   4.02326        8.63675                 NaN   8.51680                 NaN   46.3416                 NaN  0.663428        31.8181     
  1210.98        2500.00                 NaN            NaN            NaN            NaN   4.01604        8.64384                 NaN   8.52189                 NaN   46.3366                 NaN  0.663102        31.8185     
  1209.40        2500.00                 NaN            NaN            NaN            NaN   4.00883        8.65093                 NaN   8.52697                 NaN   46.3316                 NaN  0.662773        31.8189     
  1207.83        2500.00                 NaN            NaN            NaN            NaN   4.00162        8.65803                 NaN   8.53207                 NaN   46.3266                 NaN  0.662441        31.8193     
  1206.25        2500.00                 NaN            NaN            NaN            NaN   3.99443        8.66513                 NaN   8.53717                 NaN   46.3215                 NaN  0.662105        31.8197     
  1204.68        2500.00                 NaN            NaN            NaN            NaN   10.8296        1.80506       0.275172E-005   8.74329                 NaN   46.2068                 NaN  0.651693        31.7635     
  1203.11        2500.00                 NaN            NaN            NaN            NaN   4.10952        8.57065       0.277596E-005   8.53719                 NaN   46.2898                 NaN  0.661165        31.8316     
  1201.53        2500.00                 NaN            NaN            NaN            NaN   4.10246        8.57760       0.142124E-004   8.54215                 NaN   46.2849                 NaN  0.660828        31.8320     
  1199.96        2500.00                 NaN            NaN            NaN            NaN   4.09179        8.58391       0.282929E-005   8.55345                 NaN   46.2798                 NaN  0.660696        31.8303     
  1198.38        2500.00                 NaN            NaN            NaN            NaN   8.44003        4.18348       0.158172E-004   8.61633                 NaN   46.2672                 NaN  0.674928        31.8180     
  1196.81        2500.00                 NaN            NaN            NaN            NaN   4.07761        8.59799       0.288258E-005   8.56344                 NaN   46.2698                 NaN  0.660001        31.8311     
  1195.23        2500.00                 NaN            NaN            NaN            NaN   4.07055        8.60503       0.290921E-005   8.56844                 NaN   46.2648                 NaN  0.659649        31.8315     
  1193.66        2500.00                 NaN            NaN            NaN            NaN   8.46126        4.16348       0.149833E-004   8.62979                 NaN   46.2516                 NaN  0.673876        31.8199     
  1192.08        2500.00                 NaN            NaN            NaN            NaN   8.46709        4.15622       0.147766E-004   8.63627                 NaN   46.2472                 NaN  0.673533        31.8196     
  1190.51        2500.00                 NaN            NaN            NaN            NaN   8.47404        4.14930       0.145145E-004   8.64124                 NaN   46.2422                 NaN  0.673172        31.8201     
  1188.94        2500.00                 NaN            NaN            NaN            NaN   8.48099        4.14240       0.142618E-004   8.64621                 NaN   46.2371                 NaN  0.672807        31.8205     
  1187.36        2500.00                 NaN            NaN            NaN            NaN   8.48793        4.13552       0.140169E-004   8.65119                 NaN   46.2319                 NaN  0.672438        31.8210     
  1185.79        2500.00                 NaN            NaN            NaN            NaN   12.3906       0.365548                 NaN   8.86405                 NaN   45.9634                 NaN  0.627466        31.7889     
  1184.21        2500.00                 NaN            NaN            NaN            NaN   12.3175       0.440346                 NaN   8.87014                 NaN   45.9558                 NaN  0.626802        31.7894     
  1182.64        2500.00                 NaN            NaN   1.33218                 NaN   5.05093        5.28256                 NaN   8.60314                 NaN   46.6048                 NaN  0.750257        32.3761     
  1181.06        2500.00                 NaN            NaN            NaN            NaN   12.1928       0.566736                 NaN   8.87944                 NaN   45.9437                 NaN  0.625917        31.7914     
  1179.49        2500.00                 NaN            NaN            NaN            NaN   12.1365       0.623910                 NaN   8.88407                 NaN   45.9376                 NaN  0.625477        31.7925     
  1177.91        2500.00                 NaN            NaN            NaN            NaN   12.0945       0.663235                 NaN   8.88628                 NaN   45.9365                 NaN  0.625846        31.7937     
  1176.34        2500.00                 NaN            NaN            NaN            NaN  0.624429        12.1391                 NaN   8.89642                 NaN   45.9223                 NaN  0.624046        31.7937     
  1174.77        2500.00                 NaN            NaN            NaN            NaN  0.669895        12.0946                 NaN   8.90142                 NaN   45.9159                 NaN  0.623083        31.7950     
  1173.19        2500.00                 NaN            NaN            NaN            NaN   3.93528        8.73615                 NaN   8.69087                 NaN   46.1348                 NaN  0.666829        31.8361     
  1171.62        2500.00                 NaN            NaN            NaN            NaN   12.1338       0.636447                 NaN   8.91206                 NaN   45.8983                 NaN  0.621755        31.7977     
  1170.04        2500.00                 NaN            NaN            NaN            NaN   12.0748       0.696074                 NaN   8.91647                 NaN   45.8925                 NaN  0.621363        31.7988     
  1168.47        2500.00                 NaN            NaN            NaN            NaN  0.912986        11.8545                 NaN   8.91826                 NaN   45.8929                 NaN  0.621982        31.7994     
  1166.89        2500.00                 NaN            NaN            NaN            NaN  0.954921        11.8133                 NaN   8.92274                 NaN   45.8869                 NaN  0.621566        31.8005     
  1165.32        2500.00                 NaN            NaN            NaN            NaN  0.997519        11.7715                 NaN   8.92718                 NaN   45.8809                 NaN  0.621152        31.8016     
  1163.74        2500.00                 NaN            NaN            NaN            NaN   1.03827        11.7316                 NaN   8.93162                 NaN   45.8750                 NaN  0.620735        31.8028     
  1162.17        2500.00                 NaN            NaN            NaN            NaN   1.05894        11.7116                 NaN   8.93637                 NaN   45.8689                 NaN  0.620338        31.8038     
  1160.60        2500.00                 NaN            NaN            NaN            NaN   1.11473        11.6568                 NaN   8.94051                 NaN   45.8630                 NaN  0.619893        31.8051     
  1159.02        2500.00                 NaN            NaN            NaN            NaN   1.15061        11.6218                 NaN   8.94495                 NaN   45.8570                 NaN  0.619467        31.8062     
  1157.45        2500.00                 NaN            NaN            NaN            NaN   1.18502        11.5883                 NaN   8.94940                 NaN   45.8509                 NaN  0.619038        31.8074     
  1155.87        2500.00                 NaN            NaN            NaN            NaN   1.21686        11.5574                 NaN   8.95388                 NaN   45.8448                 NaN  0.618597        31.8085     
  1154.30        2500.00                 NaN            NaN            NaN            NaN   1.24970        11.5254                 NaN   8.95831                 NaN   45.8387                 NaN  0.618167        31.8097     
  1152.72        2500.00                 NaN            NaN            NaN            NaN   1.28011        11.4959                 NaN   8.96277                 NaN   45.8326                 NaN  0.617727        31.8109     
  1151.15        2500.00                 NaN            NaN            NaN            NaN   1.30930        11.4677                 NaN   8.96724                 NaN   45.8265                 NaN  0.617282        31.8120     
  1149.57        2500.00                 NaN            NaN            NaN            NaN   1.33730        11.4406                 NaN   8.97171                 NaN   45.8203                 NaN  0.616831        31.8132     
  1148.00        2500.00                 NaN            NaN            NaN            NaN   1.36419        11.4147                 NaN   8.97620                 NaN   45.8141                 NaN  0.616377        31.8144     
  1146.42        2500.00                 NaN            NaN   1.66290                 NaN   5.22045        4.61993                 NaN   8.65241                 NaN   46.5283                 NaN  0.762141        32.5539     
  1144.85        2500.00                 NaN            NaN            NaN            NaN   1.41475        11.3662                 NaN   8.98518                 NaN   45.8016                 NaN  0.615454        31.8168     
  1143.28        2500.00                 NaN            NaN            NaN            NaN   1.43850        11.3435                 NaN   8.98969                 NaN   45.7953                 NaN  0.614983        31.8180     
  1141.70        2500.00                 NaN            NaN            NaN            NaN   1.46143        11.3217                 NaN   8.99421                 NaN   45.7889                 NaN  0.614506        31.8192     
  1140.13        2500.00                 NaN            NaN            NaN            NaN   2.31573        10.5053                 NaN   8.91178                 NaN   45.7937                 NaN  0.615446        31.8580     
  1138.55        2500.00                 NaN            NaN            NaN            NaN   1.44360        11.3396                 NaN   9.00422                 NaN   45.7776                 NaN  0.613908        31.8210     
  1136.98        2500.00                 NaN            NaN            NaN            NaN   1.49113        11.2929                 NaN   9.00800                 NaN   45.7720                 NaN  0.613574        31.8224     
  1135.40        2500.00                 NaN            NaN            NaN            NaN   1.54041        11.2441                 NaN   9.01163                 NaN   45.7667                 NaN  0.613304        31.8238     
  1133.83        2500.00                 NaN            NaN            NaN            NaN   1.58752        11.1976                 NaN   9.01528                 NaN   45.7613                 NaN  0.613028        31.8252     
  1132.25        2500.00                 NaN            NaN            NaN            NaN   1.63245        11.1533                 NaN   9.01895                 NaN   45.7559                 NaN  0.612743        31.8266     
  1130.68        2500.00                 NaN            NaN            NaN            NaN   1.67536        11.1110                 NaN   9.02264                 NaN   45.7505                 NaN  0.612451        31.8280     
  1129.11        2500.00                 NaN            NaN            NaN            NaN   1.75860        11.0277                 NaN   9.02495                 NaN   45.7466                 NaN  0.612479        31.8297     
  1127.53        2500.00                 NaN            NaN            NaN            NaN   1.79239        10.9947                 NaN   9.02884                 NaN   45.7408                 NaN  0.612125        31.8311     
  1125.96        2500.00                 NaN            NaN            NaN            NaN   1.79279        10.9958                 NaN   9.03385                 NaN   45.7337                 NaN  0.611514        31.8323     
  1124.38        2500.00                 NaN            NaN            NaN            NaN   1.83011        10.9593                 NaN   9.03756                 NaN   45.7282                 NaN  0.611209        31.8337     
  1122.81        2500.00                 NaN            NaN            NaN            NaN   1.88485        10.9049                 NaN   9.04062                 NaN   45.7233                 NaN  0.611046        31.8352     
  1121.23        2500.00                 NaN            NaN            NaN            NaN   1.90038        10.8905                 NaN   9.04502                 NaN   45.7169                 NaN  0.610580        31.8365     
  1119.66        2500.00                 NaN            NaN            NaN            NaN   1.93202        10.8597                 NaN   9.04883                 NaN   45.7112                 NaN  0.610251        31.8380     
  1118.08        2500.00                 NaN            NaN            NaN            NaN   1.96306        10.8295                 NaN   9.05262                 NaN   45.7055                 NaN  0.609926        31.8394     
  1116.51        2500.00                 NaN            NaN            NaN            NaN   1.99350        10.7999                 NaN   9.05640                 NaN   45.6998                 NaN  0.609603        31.8408     
  1114.94        2500.00                 NaN            NaN            NaN            NaN   3.47377        9.27496                 NaN   8.96211                 NaN   45.7771                 NaN  0.638030        31.8740     
  1113.36        2500.00                 NaN            NaN            NaN            NaN   2.04983        10.7453                 NaN   9.06405                 NaN   45.6882                 NaN  0.608919        31.8437     
  1111.79        2500.00                 NaN            NaN            NaN            NaN   3.47227        9.27826                 NaN   8.97155                 NaN   45.7654                 NaN  0.636981        31.8756     
  1110.21        2500.00                 NaN            NaN            NaN            NaN   3.47353        9.27794                 NaN   8.97607                 NaN   45.7596                 NaN  0.636480        31.8764     
  1108.64        2500.00                 NaN            NaN            NaN            NaN   3.47483        9.27758                 NaN   8.98058                 NaN   45.7538                 NaN  0.635976        31.8773     
  1107.06        2500.00                 NaN            NaN            NaN            NaN   3.47619        9.27719                 NaN   8.98508                 NaN   45.7480                 NaN  0.635469        31.8781     
  1105.49        2500.00                 NaN            NaN            NaN            NaN   3.47759        9.27676                 NaN   8.98957                 NaN   45.7421                 NaN  0.634961        31.8790     
  1103.91        2500.00                 NaN            NaN            NaN            NaN   3.47903        9.27631                 NaN   8.99406                 NaN   45.7363                 NaN  0.634449        31.8799     
  1102.34        2500.00                 NaN            NaN            NaN            NaN   3.41770        9.37965                 NaN   8.95401                 NaN   45.7395                 NaN  0.620111        31.8891     
  1100.77        2500.00                 NaN            NaN            NaN            NaN   3.48191        9.27531                 NaN   9.00301                 NaN   45.7247                 NaN  0.633421        31.8816     
  1099.19        2500.00                 NaN            NaN            NaN            NaN   3.48352        9.27471                 NaN   9.00747                 NaN   45.7189                 NaN  0.632903        31.8825     
  1097.62        2500.00                 NaN            NaN            NaN            NaN   3.48521        9.27408                 NaN   9.01192                 NaN   45.7130                 NaN  0.632382        31.8834     
  1096.04        2500.00                 NaN            NaN            NaN            NaN   3.48694        9.27342                 NaN   9.01636                 NaN   45.7071                 NaN  0.631859        31.8843     
  1094.47        2500.00                 NaN            NaN            NaN            NaN   3.48872        9.27273                 NaN   9.02080                 NaN   45.7012                 NaN  0.631333        31.8852     
  1092.89        2500.00                 NaN            NaN            NaN            NaN   3.49054        9.27201                 NaN   9.02522                 NaN   45.6953                 NaN  0.630804        31.8861     
  1091.32        2500.00                 NaN            NaN            NaN            NaN   3.49240        9.27126                 NaN   9.02964                 NaN   45.6894                 NaN  0.630273        31.8870     
  1089.74        2500.00                 NaN            NaN            NaN            NaN   3.49431        9.27048                 NaN   9.03405                 NaN   45.6835                 NaN  0.629740        31.8879     
  1088.17        2500.00                 NaN            NaN            NaN            NaN   3.49626        9.26967                 NaN   9.03845                 NaN   45.6776                 NaN  0.629204        31.8888     
  1086.60        2500.00                 NaN            NaN            NaN            NaN   3.49825        9.26883                 NaN   9.04284                 NaN   45.6716                 NaN  0.628665        31.8898     
  1085.02        2500.00                 NaN            NaN            NaN            NaN   3.50029        9.26797                 NaN   9.04722                 NaN   45.6657                 NaN  0.628124        31.8907     
  1083.45        2500.00                 NaN            NaN            NaN            NaN   3.50236        9.26708                 NaN   9.05160                 NaN   45.6597                 NaN  0.627581        31.8916     
  1081.87        2500.00                 NaN            NaN            NaN            NaN   3.50448        9.26616                 NaN   9.05596                 NaN   45.6538                 NaN  0.627035        31.8926     
  1080.30        2500.00                 NaN            NaN            NaN            NaN   3.50664        9.26522                 NaN   9.06032                 NaN   45.6478                 NaN  0.626486        31.8935     
  1078.72        2500.00                 NaN            NaN            NaN            NaN   3.50883        9.26425                 NaN   9.06467                 NaN   45.6419                 NaN  0.625935        31.8945     
  1077.15        2500.00                 NaN            NaN            NaN            NaN   3.51107        9.26325                 NaN   9.06901                 NaN   45.6359                 NaN  0.625382        31.8954     
  1075.57        2500.00                 NaN            NaN            NaN            NaN   3.51334        9.26223                 NaN   9.07334                 NaN   45.6299                 NaN  0.624826        31.8964     
  1074.00        2500.00                 NaN            NaN            NaN            NaN   3.51565        9.26119                 NaN   9.07766                 NaN   45.6239                 NaN  0.624268        31.8973     
  1072.43        2500.00                 NaN            NaN            NaN            NaN   3.51800        9.26012                 NaN   9.08197                 NaN   45.6179                 NaN  0.623707        31.8983     
  1070.85        2500.00                 NaN            NaN            NaN            NaN   3.52039        9.25903                 NaN   9.08627                 NaN   45.6119                 NaN  0.623143        31.8993     
  1069.28        2500.00                 NaN            NaN            NaN            NaN   3.47144        9.31538                 NaN   9.09318                 NaN   45.5976                 NaN  0.621048        31.9013     
  1067.70        2500.00                 NaN            NaN            NaN            NaN   3.47388        9.31428                 NaN   9.09749                 NaN   45.5916                 NaN  0.620475        31.9023     
  1066.13        2500.00                 NaN            NaN            NaN            NaN   3.47635        9.31315                 NaN   9.10179                 NaN   45.5855                 NaN  0.619900        31.9033     
  1064.55        2500.00                 NaN            NaN            NaN            NaN   3.47887        9.31201                 NaN   9.10609                 NaN   45.5794                 NaN  0.619322        31.9043     
  1062.98        2500.00                 NaN            NaN            NaN            NaN   3.48141        9.31084                 NaN   9.11037                 NaN   45.5733                 NaN  0.618741        31.9053     
  1061.40        2500.00                 NaN            NaN            NaN            NaN   3.48399        9.30966                 NaN   9.11465                 NaN   45.5672                 NaN  0.618158        31.9063     
  1059.83        2500.00                 NaN            NaN            NaN            NaN   3.48660        9.30845                 NaN   9.11892                 NaN   45.5611                 NaN  0.617573        31.9073     
  1058.26        2500.00                 NaN            NaN            NaN            NaN   3.48924        9.30723                 NaN   9.12318                 NaN   45.5550                 NaN  0.616985        31.9083     
  1056.68        2500.00                 NaN            NaN   3.79817                 NaN   6.29799                 NaN            NaN   8.64513                 NaN   46.8389                 NaN  0.868027        33.5518     
  1055.11        2500.00                 NaN            NaN   3.79807                 NaN   6.29781                 NaN            NaN   8.64512                 NaN   46.8382                 NaN  0.868009        33.5528     
  1053.53        2500.00                 NaN            NaN   3.79797                 NaN   6.29764                 NaN            NaN   8.64510                 NaN   46.8376                 NaN  0.867992        33.5537     
  1051.96        2500.00                 NaN            NaN   3.79787                 NaN   6.29746                 NaN            NaN   8.64509                 NaN   46.8369                 NaN  0.867974        33.5547     
  1050.38        2500.00                 NaN            NaN   3.79777                 NaN   6.29728                 NaN            NaN   8.64508                 NaN   46.8362                 NaN  0.867956        33.5557     
  1048.81        2500.00                 NaN            NaN   3.79767                 NaN   6.29711                 NaN            NaN   8.64507                 NaN   46.8356                 NaN  0.867938        33.5566     
  1047.23        2500.00                 NaN            NaN   3.79757                 NaN   6.29693                 NaN            NaN   8.64506                 NaN   46.8349                 NaN  0.867921        33.5576     
  1045.66        2500.00                 NaN            NaN   3.79747                 NaN   6.29675                 NaN            NaN   8.64504                 NaN   46.8343                 NaN  0.867903        33.5586     
  1044.08        2500.00                 NaN            NaN   3.79737                 NaN   6.29658                 NaN            NaN   8.64503                 NaN   46.8336                 NaN  0.867885        33.5595     
  1042.51        2500.00                 NaN            NaN   3.81959                 NaN   6.26414                 NaN            NaN   8.64490                 NaN   46.8323                 NaN  0.867856        33.5712     
  1040.94        2500.00                 NaN            NaN   3.81949                 NaN   6.26396                 NaN            NaN   8.64489                 NaN   46.8317                 NaN  0.867838        33.5722     
  1039.36        2500.00                 NaN            NaN   3.81939                 NaN   6.26379                 NaN            NaN   8.64488                 NaN   46.8310                 NaN  0.867821        33.5731     
  1037.79        2500.00                 NaN            NaN   3.81929                 NaN   6.26361                 NaN            NaN   8.64487                 NaN   46.8303                 NaN  0.867803        33.5741     
  1036.21        2500.00                 NaN            NaN   3.81919                 NaN   6.26344                 NaN            NaN   8.64486                 NaN   46.8297                 NaN  0.867785        33.5750     
  1034.64        2500.00                 NaN            NaN   3.81909                 NaN   6.26326                 NaN            NaN   8.64484                 NaN   46.8290                 NaN  0.867768        33.5760     
  1033.06        2500.00                 NaN            NaN   3.81898                 NaN   6.26309                 NaN            NaN   8.64483                 NaN   46.8284                 NaN  0.867750        33.5770     
