|6.6.6
Archiving\03_Data\Deqfrac/QFM_m0.75/WD94/WD94_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1628.21        2500.00       0.660546E-002   99.0997       0.768039       0.125697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.64        2500.00                 NaN   98.9135       0.939921       0.146583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.06        2500.00       0.790618E-002   98.9557       0.874385       0.162021                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1623.49        2500.00                 NaN   98.9431       0.914030       0.142900                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.91        2500.00                 NaN   98.9507       0.908061       0.141263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1620.34        2500.00                 NaN   98.9616       0.899455       0.138982                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.76        2500.00       0.330563E-002   98.8901       0.984681       0.121961                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1617.19        2500.00                 NaN   99.0822       0.754891       0.162942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.61        2500.00                 NaN   98.9252       0.936602       0.138162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00                 NaN   99.0676       0.809094       0.123341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.47        2500.00                 NaN   99.0128       0.855617       0.131554                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1610.89        2500.00                 NaN   98.0991        1.65707       0.243822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.32        2500.00                 NaN   99.9360       0.548860E-001  0.907056E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1607.74        2500.00                 NaN   99.0723       0.805892       0.121813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.17        2500.00                 NaN   99.0538       0.822750       0.123418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.59        2500.00                 NaN   99.0637       0.814142       0.122157                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1603.02        2500.00                 NaN   99.0004       0.868774       0.130822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.44        2500.00                 NaN   99.1540       0.735330       0.110691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.87        2500.00                 NaN   99.0913       0.791075       0.117591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.30        2500.00                 NaN   99.0980       0.786343       0.115640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.72        2500.00                 NaN   99.1082       0.777742       0.114064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1595.15        2500.00                 NaN   99.4557       0.473310       0.709726E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.57        2500.00                 NaN   98.6811        1.21054       0.108354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1592.00        2500.00                 NaN   99.2332       0.611079       0.155739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.42        2500.00                 NaN   99.1373       0.753669       0.109032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.85        2500.00                 NaN   99.1535       0.740115       0.106395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.27        2500.00                 NaN   99.1552       0.740115       0.104711                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.70        2500.00                 NaN   99.1641       0.730926       0.104983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.13        2500.00                 NaN   99.1733       0.723617       0.103130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.55        2500.00                 NaN   99.1769       0.723378       0.996829E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.98        2500.00                 NaN   99.1853       0.714294       0.100398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.40        2500.00                 NaN   99.1911       0.710088       0.988394E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.83        2500.00                 NaN   99.1977       0.705657       0.966467E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.25        2500.00                 NaN   99.2074       0.696626       0.959965E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.68        2500.00                 NaN   99.2142       0.690827       0.950176E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.10        2500.00                 NaN   99.2201       0.680313       0.995568E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.53        2500.00                 NaN   99.2266       0.688657       0.847088E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.95        2500.00                 NaN   98.8934        1.00457       0.102021                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.38        2500.00                 NaN   99.5628       0.381457       0.557434E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.81        2500.00                 NaN   99.2457       0.665908       0.883775E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.23        2500.00                 NaN   99.2503       0.662411       0.872946E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.66        2500.00                 NaN   99.2592       0.654302       0.864897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.08        2500.00                 NaN   99.2619       0.654465       0.836566E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.51        2500.00                 NaN   99.2691       0.647591       0.833327E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.93        2500.00                 NaN   99.2251       0.688036       0.868154E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.36        2500.00                 NaN   99.3278       0.595728       0.764408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.78        2500.00                 NaN   99.9420       0.120130E-001  0.460197E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.21        2500.00                 NaN   98.6367        1.25275       0.110591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.64        2500.00                 NaN   99.2959       0.626966       0.771545E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.06        2500.00                 NaN   99.3035       0.620101       0.763773E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.49        2500.00                 NaN   99.3063       0.619336       0.743579E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.91        2500.00                 NaN   99.3120       0.614262       0.737170E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.34        2500.00                 NaN   99.3162       0.612322       0.714324E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.76        2500.00                 NaN   99.3220       0.606346       0.716992E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.19        2500.00                 NaN   99.3263       0.602319       0.713454E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.61        2500.00                 NaN   99.3337       0.595977       0.703098E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.04        2500.00                 NaN   99.1376       0.774115       0.882704E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.47        2500.00                 NaN   99.8008       0.177334       0.219092E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.89        2500.00                 NaN   99.0864       0.820366       0.932129E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.32        2500.00                 NaN   99.3453       0.592334       0.623183E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.74        2500.00                 NaN   99.3570       0.579903       0.631041E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.17        2500.00                 NaN   99.3579       0.580421       0.616662E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.59        2500.00                 NaN   99.3618       0.577703       0.605446E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.02        2500.00                 NaN   99.3210       0.628395       0.505726E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.44        2500.00                 NaN   99.4139       0.514381       0.717218E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.87        2500.00                 NaN   99.3750       0.568466       0.565274E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.30        2500.00                 NaN   99.3770       0.567518       0.555091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.72        2500.00                 NaN   99.3807       0.564794       0.545487E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.15        2500.00                 NaN   99.3830       0.563950       0.530523E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.57        2500.00                 NaN   99.3882       0.559770       0.520093E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.00        2500.00                 NaN   99.3919       0.556483       0.515935E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.42        2500.00                 NaN   99.3951       0.550090       0.547957E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.85        2500.00                 NaN   99.3976       0.558040       0.443262E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.27        2500.00                 NaN   99.4015       0.550468       0.480555E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.70        2500.00                 NaN   99.4043       0.549278       0.464474E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.13        2500.00                 NaN   99.4072       0.547462       0.453707E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.55        2500.00                 NaN   99.4107       0.544766       0.445210E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.98        2500.00                 NaN   99.4135       0.543322       0.431957E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.40        2500.00                 NaN   99.4164       0.541623       0.420123E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.83        2500.00                 NaN   99.6294       0.265577       0.105002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.25        2500.00                 NaN   99.2124       0.787607                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.68        2500.00                 NaN   99.4224       0.564860       0.127134E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.10        2500.00                 NaN   99.4264       0.535703       0.378621E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.53        2500.00                 NaN   99.4263       0.537903       0.358138E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.96        2500.00                 NaN   99.4330       0.532706       0.343279E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.38        2500.00                 NaN   99.4338       0.532922       0.332989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.81        2500.00                 NaN   99.4358       0.531437       0.327174E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00                 NaN   99.3672       0.367493       0.253220E-001  0.213439       0.265433E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1489.66        2500.00                 NaN   98.7578       0.725780E-002  0.832660E-001  0.883610       0.268091                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.08        2500.00                 NaN   98.7677                 NaN  0.813947E-001  0.872340       0.278554                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.51        2500.00                 NaN   98.7777       0.216942E-002  0.795585E-001  0.865702       0.274894                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.93        2500.00                 NaN   98.7877                 NaN  0.776845E-001  0.277493       0.857080                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.36        2500.00                 NaN   98.7975                 NaN  0.758904E-001  0.276897       0.849752                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.79        2500.00                 NaN   98.8088       0.324128E-001  0.725834E-001  0.846306       0.239909                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.21        2500.00                 NaN   98.8166                 NaN  0.722879E-001  0.833650       0.277496                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.64        2500.00                 NaN   98.8262                 NaN  0.703792E-001  0.276722       0.826717                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.06        2500.00                 NaN   98.8344                 NaN  0.686611E-001  0.277510       0.819421                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.49        2500.00                 NaN   98.8444                 NaN  0.668633E-001  0.811974       0.276772                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.91        2500.00                 NaN   98.8482                 NaN  0.657017E-001  0.276434       0.809713                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.34        2500.00                 NaN   98.8644                 NaN  0.635247E-001  0.275940       0.796150                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.76        2500.00                 NaN   98.8694                 NaN  0.617047E-001  0.792067       0.276824                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.19        2500.00                 NaN   99.0014                 NaN  0.531356E-001  0.702465       0.243031                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.61        2500.00                 NaN   98.7595                 NaN  0.657474E-001  0.306785       0.867962                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.04        2500.00                 NaN   98.8460       0.404677E-003  0.258431E-001  0.379639       0.748130                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.47        2500.00                 NaN   98.9427                 NaN  0.871163E-001  0.791494       0.178684                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.89        2500.00                 NaN   98.9057                 NaN  0.540813E-001  0.764267       0.275933                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.32        2500.00                 NaN   98.9121                 NaN  0.524561E-001  0.758852       0.276562                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.74        2500.00                 NaN   98.9134                 NaN  0.514908E-001  0.279807       0.755324                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.17        2500.00                 NaN   98.9308                 NaN  0.491602E-001  0.275172       0.744851                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.59        2500.00                 NaN   98.9314                 NaN  0.479836E-001  0.744960       0.275630                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.02        2500.00                 NaN   98.9380                 NaN  0.465275E-001  0.276665       0.738786                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.44        2500.00                 NaN   98.9431                 NaN  0.450648E-001  0.275823       0.736018                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.87        2500.00                 NaN   98.9484                 NaN  0.435923E-001  0.730844       0.277157                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.30        2500.00                 NaN   98.9549                 NaN  0.421235E-001  0.726174       0.276774                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.72        2500.00                 NaN   99.0328                 NaN  0.140992       0.826215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1447.15        2500.00                 NaN   98.9007                 NaN  0.279534E-003  0.472239       0.626811                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.57        2500.00                 NaN   98.9643                 NaN            NaN  0.704098       0.331593                 NaN            NaN            NaN            NaN            NaN            NaN
  1444.00        2500.00                 NaN   98.9699                 NaN  0.108805E-001  0.705083       0.314135                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.42        2500.00                 NaN   98.9780                 NaN  0.351871E-001  0.276859       0.709907                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.85        2500.00                 NaN   98.9819                 NaN  0.337926E-001  0.277122       0.707141                 NaN            NaN            NaN            NaN            NaN            NaN
  1439.27        2500.00                 NaN   98.7322                 NaN  0.854502E-001  0.734215       0.328223                 NaN            NaN  0.119899                 NaN            NaN            NaN
  1437.70        2500.00                 NaN   97.2731                 NaN  0.395622       0.905006       0.614507                 NaN            NaN  0.811757                 NaN            NaN            NaN
  1436.13        2500.00                 NaN   97.3305                 NaN  0.394405       0.890247       0.589769                 NaN            NaN  0.795111                 NaN            NaN            NaN
  1434.55        2500.00                 NaN   97.3786                 NaN  0.394077       0.567039       0.879349                 NaN            NaN  0.780941                 NaN            NaN            NaN
  1432.98        2500.00                 NaN   97.4243                 NaN  0.394386       0.867442       0.546444                 NaN            NaN  0.767474                 NaN            NaN            NaN
  1431.40        2500.00                 NaN   97.4706                 NaN  0.394404       0.855244       0.525880                 NaN            NaN  0.753899                 NaN            NaN            NaN
  1429.83        2500.00                 NaN   97.5125                 NaN  0.394919       0.845244       0.505905                 NaN            NaN  0.741416                 NaN            NaN            NaN
  1428.25        2500.00                 NaN   97.5530                 NaN  0.395553       0.486389       0.835591                 NaN            NaN  0.729487                 NaN            NaN            NaN
  1426.68        2500.00                 NaN   97.5876                 NaN  0.397150       0.467192       0.827877                 NaN            NaN  0.720138                 NaN            NaN            NaN
  1425.10        2500.00                 NaN   97.6637                 NaN  0.390925       0.436274       0.811599                 NaN            NaN  0.697467                 NaN            NaN            NaN
