|6.6.6
Archiving\03_Data\eqLP/QFM_m4.75/LAR/LAR_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1951.92        500.000        96.7085       0.907326        2.38419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        96.6732       0.907416        2.41933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        96.6394       0.907504        2.45312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        96.6055       0.907591        2.48692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        96.5716       0.907679        2.52072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        96.5377       0.907766        2.55453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        96.5038       0.907854        2.58835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        96.4699       0.907941        2.62217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        96.4360       0.908029        2.65600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        96.4020       0.908117        2.68984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        96.3695       0.908201        2.72235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        96.3369       0.908285        2.75486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        96.3042       0.908369        2.78738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        96.2716       0.908453        2.81991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        96.2390       0.908537        2.85244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        96.2064       0.908621        2.88498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        96.1738       0.908706        2.91752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        96.1411       0.908790        2.95007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        96.1098       0.908870        2.98130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        96.0785       0.908951        3.01253                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        96.0472       0.909032        3.04376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        96.0159       0.909113        3.07500                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        95.9846       0.909194        3.10625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        95.9532       0.909274        3.13751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        95.9219       0.909355        3.16876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        95.8905       0.909436        3.20003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        95.8605       0.909514        3.23000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        95.8304       0.909591        3.25997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        95.8004       0.909669        3.28995                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        95.7703       0.909746        3.31993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        95.7403       0.909824        3.34992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        95.7102       0.909901        3.37992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        95.6801       0.909979        3.40992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        95.6500       0.910056        3.43992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        95.6212       0.910131        3.46864                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        95.5924       0.910205        3.49736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        95.5636       0.910279        3.52609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        95.5348       0.910353        3.55482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        95.5060       0.910428        3.58356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        95.4772       0.910502        3.61230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        95.4484       0.910576        3.64104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        95.4196       0.910650        3.66979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        95.3920       0.910721        3.69728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        95.3644       0.910792        3.72478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        95.3369       0.910863        3.75228                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        95.3093       0.910934        3.77979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        95.2817       0.911006        3.80730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        95.2541       0.911077        3.83481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        95.2265       0.911148        3.86233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        95.1989       0.911219        3.88985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        95.1726       0.911287        3.91611                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        95.1463       0.911354        3.94238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        95.1199       0.911422        3.96865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        95.0936       0.911490        3.99492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        95.0672       0.911558        4.02120                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        95.0409       0.911626        4.04748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        95.0145       0.911694        4.07377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        94.9882       0.911761        4.10006                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        94.9631       0.911826        4.12508                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        94.9380       0.911891        4.15011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        94.9129       0.911955        4.17513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        94.8878       0.912020        4.20017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        94.8627       0.912084        4.22520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        94.8376       0.912149        4.25024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        94.8125       0.912214        4.27528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        94.7874       0.912278        4.30033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        94.7635       0.912340        4.32415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        94.7396       0.912401        4.34798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        94.7157       0.912462        4.37182                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        94.6918       0.912524        4.39565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        94.6679       0.912585        4.41949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        94.6440       0.912647        4.44333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        94.6201       0.912708        4.46718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        94.5962       0.912770        4.49103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        94.5735       0.912828        4.51365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        94.5508       0.912886        4.53627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        94.5282       0.912945        4.55890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        94.5055       0.913003        4.58153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        94.4828       0.913061        4.60417                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        94.4601       0.913120        4.62680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        94.4374       0.913178        4.64944                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        94.4147       0.913236        4.67208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        94.3932       0.913291        4.69353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        94.3717       0.913347        4.71498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        94.3502       0.913402        4.73643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        94.3287       0.913457        4.75788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        94.3072       0.913512        4.77934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        94.2856       0.913567        4.80079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        94.2641       0.913623        4.82226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        94.2426       0.913678        4.84372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        94.2224       0.913730        4.86390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        94.2021       0.913782        4.88408                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        94.1819       0.913834        4.90426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        94.1617       0.913885        4.92445                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        94.1414       0.913937        4.94464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        94.1212       0.913989        4.96483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        94.1009       0.914041        4.98502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        94.0807       0.914093        5.00522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        94.0628       0.914136        5.02189       0.115972E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        94.0267       0.914185        5.04103       0.181082E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        93.9948       0.914227        5.05755       0.333890E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        93.9630       0.914269        5.07407       0.486712E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        93.9320       0.914311        5.09019       0.635350E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        93.9009       0.914352        5.10632       0.784000E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        93.8699       0.914393        5.12244       0.932665E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        93.8389       0.914434        5.13857       0.108134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        93.8086       0.914475        5.15428       0.122622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        93.7784       0.914515        5.16998       0.137110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        93.7484       0.914554        5.18552       0.151550                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        93.0408       0.914380        5.11767       0.168269       0.758859                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        92.3007       0.914179        5.03949       0.184999        1.56063                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        91.5609       0.913978        4.96135       0.201721        2.36204                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        90.8214       0.913778        4.88324       0.218436        3.16310                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        90.0823       0.913577        4.80517       0.235144        3.96381                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        89.3822       0.913347        4.71550       0.251005        4.73796                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        88.6824       0.913116        4.62588       0.266858        5.51172                 NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        87.9830       0.912886        4.53630       0.282703        6.28509                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        87.2840       0.912655        4.44677       0.298540        7.05807                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        86.5853       0.912425        4.35728       0.314370        7.83066                 NaN            NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        85.8869       0.912195        4.26784       0.330191        8.60286                 NaN            NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        85.1889       0.911965        4.17844       0.346004        9.37467                 NaN            NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        84.4913       0.911736        4.08909       0.361809        10.1461                 NaN            NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        83.8476       0.911463        3.98314       0.376427        10.8814                 NaN            NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        83.2043       0.911190        3.87726       0.391035        11.6162                 NaN            NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        82.5614       0.910918        3.77144       0.405635        12.3507                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        81.9188       0.910646        3.66568       0.420226        13.0846                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        81.2767       0.910374        3.55999       0.434808        13.8182                 NaN            NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        80.6349       0.910102        3.45436       0.449382        14.5513                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        79.9935       0.909830        3.34879       0.463947        15.2839                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        79.3525       0.909559        3.24329       0.478503        16.0161                 NaN            NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        78.7515       0.909252        3.12403       0.492104        16.7231                 NaN            NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        78.1509       0.908945        3.00485       0.505695        17.4296                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        77.5507       0.908638        2.88576       0.519277        18.1356                 NaN            NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        76.9509       0.908331        2.76674       0.532851        18.8412                 NaN            NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        76.3700       0.908007        2.64064       0.546194        19.5352                 NaN            NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        75.7895       0.907682        2.51463       0.559527        20.2287                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        75.0549       0.907429        2.41628       0.563719        20.6903       0.367369                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        74.0231       0.907331        2.37799       0.551283        20.7142        1.42604                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        73.0771       0.907209        2.33028       0.538014        20.7644        2.38300                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        72.1313       0.907087        2.28258       0.524749        20.8146        3.33969                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        71.1858       0.906965        2.23490       0.511488        20.8647        4.29612                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        70.2405       0.906842        2.18723       0.498229        20.9149        5.25230                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        69.2955       0.906720        2.13958       0.484975        20.9650        6.20822                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        68.3507       0.906598        2.09193       0.471724        21.0152        7.16388                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        67.4062       0.906476        2.04430       0.458477        21.0653        8.11929                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        66.4619       0.906354        1.99668       0.445233        21.1154        9.07444                 NaN            NaN            NaN            NaN            NaN
  1483.97        500.000        65.5881       0.906205        1.93881       0.430799        21.1964        9.93968                 NaN            NaN            NaN            NaN            NaN
  1480.77        500.000        64.5949       0.906052        1.87889       0.440836        21.2343        9.93138        1.01371                 NaN            NaN            NaN            NaN
  1477.56        500.000        63.2836       0.905878        1.81024       0.516537        21.1777        7.71667        4.58933                 NaN            NaN            NaN            NaN
  1474.36        500.000        61.9729       0.905704        1.74161       0.592210        21.1212        5.50282        8.16357                 NaN            NaN            NaN            NaN
  1471.15        500.000        60.6510       0.905518        1.66865       0.668454        21.1002        3.40644        11.5997                 NaN            NaN            NaN            NaN
  1467.95        500.000        59.3296       0.905333        1.59572       0.744666        21.0793        1.31092        15.0345                 NaN            NaN            NaN            NaN
  1464.74        500.000        58.0386       0.905170        1.53141       0.799350        21.0495                 NaN   17.6760                 NaN            NaN            NaN            NaN
  1461.54        500.000        56.8072       0.905073        1.49312       0.812616        20.9465                 NaN   19.0354                 NaN            NaN            NaN            NaN
  1458.33        500.000        55.5494       0.904972        1.45307       0.826365        20.8674                 NaN   20.3988                 NaN            NaN            NaN            NaN
  1455.13        500.000        54.2919       0.904870        1.41303       0.840111        20.7882                 NaN   21.7618                 NaN            NaN            NaN            NaN
  1451.92        500.000        53.0374       0.904749        1.36545       0.853400        20.7500                 NaN   23.0890                 NaN            NaN            NaN            NaN
  1448.72        500.000        51.6283       0.904649        1.32567       0.865868        20.7780                 NaN   23.7183       0.779181                 NaN            NaN            NaN
  1445.51        500.000        51.6283       0.904649        1.32567       0.865868        20.7780                 NaN   23.7183       0.779181                 NaN            NaN            NaN
  1442.31        500.000        51.6283       0.904649        1.32567       0.865868        20.7780                 NaN   23.7183       0.779181                 NaN            NaN            NaN
  1439.10        500.000        51.6283       0.904649        1.32567       0.865868        20.7780                 NaN   23.7183       0.779181                 NaN            NaN            NaN
  1435.90        500.000        46.3512       0.904052        1.09172       0.915467        21.2168                 NaN   24.9055        4.61528                 NaN            NaN            NaN
  1432.69        500.000        46.3512       0.904052        1.09172       0.915467        21.2168                 NaN   24.9055        4.61528                 NaN            NaN            NaN
  1429.49        500.000        46.3512       0.904052        1.09172       0.915467        21.2168                 NaN   24.9055        4.61528                 NaN            NaN            NaN
  1426.28        500.000        46.3512       0.904052        1.09172       0.915467        21.2168                 NaN   24.9055        4.61528                 NaN            NaN            NaN
  1423.08        500.000        46.3512       0.904052        1.09172       0.915467        21.2168                 NaN   24.9055        4.61528                 NaN            NaN            NaN
  1419.87        500.000        46.3512       0.904052        1.09172       0.915467        21.2168                 NaN   24.9055        4.61528                 NaN            NaN            NaN
  1416.67        500.000        46.3512       0.904052        1.09172       0.915467        21.2168                 NaN   24.9055        4.61528                 NaN            NaN            NaN
  1413.46        500.000        46.3512       0.904052        1.09172       0.915467        21.2168                 NaN   24.9055        4.61528                 NaN            NaN            NaN
  1410.26        500.000        37.9758       0.901793       0.213059        1.03114        23.3527                 NaN   25.6349        10.8906                 NaN            NaN            NaN
  1407.05        500.000        37.0883       0.901404       0.621754E-001   1.04803        23.7457                 NaN   25.5702        11.5842                 NaN            NaN            NaN
  1403.85        500.000        36.0457       0.901245                 NaN   1.06425        23.8728                 NaN   12.2531        25.8120       0.509132E-001            NaN            NaN
  1400.64        500.000        36.0457       0.901245                 NaN   1.06425        23.8728                 NaN   12.2531        25.8120       0.509132E-001            NaN            NaN
  1397.44        500.000        31.8872       0.901253                 NaN   1.06180        24.0924                 NaN   13.4868        27.2887        1.28194                 NaN            NaN
  1394.23        500.000        31.8872       0.901253                 NaN   1.06180        24.0924                 NaN   13.4868        27.2887        1.28194                 NaN            NaN
  1391.03        500.000        31.8872       0.901253                 NaN   1.06180        24.0924                 NaN   13.4868        27.2887        1.28194                 NaN            NaN
  1387.82        500.000        31.8872       0.901253                 NaN   1.06180        24.0924                 NaN   13.4868        27.2887        1.28194                 NaN            NaN
  1384.62        500.000        25.4852       0.901265                 NaN   1.05979        24.3998                 NaN   29.6676        15.2416        3.24473                 NaN            NaN
  1381.41        500.000        25.4852       0.901265                 NaN   1.05979        24.3998                 NaN   29.6676        15.2416        3.24473                 NaN            NaN
  1378.21        500.000        25.4852       0.901265                 NaN   1.05979        24.3998                 NaN   29.6676        15.2416        3.24473                 NaN            NaN
  1375.00        500.000        25.4852       0.901265                 NaN   1.05979        24.3998                 NaN   29.6676        15.2416        3.24473                 NaN            NaN
  1371.79        500.000        25.4852       0.901265                 NaN   1.05979        24.3998                 NaN   29.6676        15.2416        3.24473                 NaN            NaN
  1368.59        500.000        25.4852       0.901265                 NaN   1.05979        24.3998                 NaN   29.6676        15.2416        3.24473                 NaN            NaN
  1365.38        500.000        25.4852       0.901265                 NaN   1.05979        24.3998                 NaN   29.6676        15.2416        3.24473                 NaN            NaN
  1362.18        500.000        25.4852       0.901265                 NaN   1.05979        24.3998                 NaN   29.6676        15.2416        3.24473                 NaN            NaN
  1358.97        500.000        17.4181       0.901280                 NaN   1.05779        24.6989                 NaN   32.9714        16.9835        5.96901                 NaN            NaN
  1355.77        500.000        17.4181       0.901280                 NaN   1.05779        24.6989                 NaN   32.9714        16.9835        5.96901                 NaN            NaN
  1352.56        500.000        17.4181       0.901280                 NaN   1.05779        24.6989                 NaN   32.9714        16.9835        5.96901                 NaN            NaN
  1349.36        500.000        17.4181       0.901280                 NaN   1.05779        24.6989                 NaN   32.9714        16.9835        5.96901                 NaN            NaN
  1346.15        500.000        17.4181       0.901280                 NaN   1.05779        24.6989                 NaN   32.9714        16.9835        5.96901                 NaN            NaN
  1342.95        500.000        17.4181       0.901280                 NaN   1.05779        24.6989                 NaN   32.9714        16.9835        5.96901                 NaN            NaN
  1339.74        500.000        17.4181       0.901280                 NaN   1.05779        24.6989                 NaN   32.9714        16.9835        5.96901                 NaN            NaN
  1336.54        500.000        17.4181       0.901280                 NaN   1.05779        24.6989                 NaN   32.9714        16.9835        5.96901                 NaN            NaN
  1333.33        500.000        12.5030       0.901287                 NaN   1.05692        24.7702                 NaN   35.3337        17.5407        7.89412                 NaN            NaN
  1330.13        500.000        12.5030       0.901287                 NaN   1.05692        24.7702                 NaN   35.3337        17.5407        7.89412                 NaN            NaN
  1326.92        500.000        12.5030       0.901287                 NaN   1.05692        24.7702                 NaN   35.3337        17.5407        7.89412                 NaN            NaN
  1323.72        500.000        12.5030       0.901287                 NaN   1.05692        24.7702                 NaN   35.3337        17.5407        7.89412                 NaN            NaN
  1320.51        500.000        12.5030       0.901287                 NaN   1.05692        24.7702                 NaN   35.3337        17.5407        7.89412                 NaN            NaN
  1317.31        500.000        12.5030       0.901287                 NaN   1.05692        24.7702                 NaN   35.3337        17.5407        7.89412                 NaN            NaN
  1314.10        500.000        12.5030       0.901287                 NaN   1.05692        24.7702                 NaN   35.3337        17.5407        7.89412                 NaN            NaN
  1310.90        500.000        12.5030       0.901287                 NaN   1.05692        24.7702                 NaN   35.3337        17.5407        7.89412                 NaN            NaN
  1307.69        500.000        9.17444       0.901291                 NaN   1.05198        24.7130                 NaN   17.5503        37.2234        9.38550                 NaN            NaN
  1304.49        500.000        9.17444       0.901291                 NaN   1.05198        24.7130                 NaN   17.5503        37.2234        9.38550                 NaN            NaN
  1301.28        500.000        8.49577       0.901292                 NaN   1.04981        24.6878                 NaN   37.6411        17.5151        9.70920                 NaN            NaN
  1298.08        500.000        8.17686       0.901292                 NaN   1.04862        24.6693                 NaN   37.8481        17.4923        9.86356                 NaN            NaN
  1294.87        500.000                 NaN  0.901302                 NaN   1.03807        24.4519                 NaN   18.1162        39.8846        10.8681        4.73975                 NaN
  1291.67        500.000                 NaN  0.901302                 NaN   1.03807        24.4519                 NaN   18.1162        39.8846        10.8681        4.73975                 NaN
  1288.46        500.000                 NaN  0.901302                 NaN   1.03807        24.4519                 NaN   18.1162        39.8846        10.8681        4.73975                 NaN
  1285.26        500.000                 NaN  0.901302                 NaN   1.03807        24.4519                 NaN   18.1162        39.8846        10.8681        4.73975                 NaN
  1282.05        500.000                 NaN  0.901302                 NaN   1.04665        24.5019                 NaN   39.6624        18.1991        10.9454        4.74322                 NaN
  1278.85        500.000                 NaN  0.901302                 NaN   1.04665        24.5019                 NaN   39.6624        18.1991        10.9454        4.74322                 NaN
  1275.64        500.000                 NaN  0.901302                 NaN   1.04665        24.5019                 NaN   39.6624        18.1991        10.9454        4.74322                 NaN
