|6.6.6
Archiving\03_Data\eqLP/QFM_m4.75/LAR/LAR_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1625.00        500.000        97.1927       0.746679        2.01879       0.418142E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        97.1763       0.746801        2.02533       0.516091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        97.1598       0.746923        2.03188       0.614074E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        97.1433       0.747045        2.03842       0.712091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        97.1273       0.747165        2.04480       0.807690E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        97.1112       0.747286        2.05118       0.903323E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        97.0952       0.747406        2.05749       0.998964E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        96.4424       0.747515        2.03116       0.110902       0.668039                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        95.7584       0.747613        2.00074       0.121943        1.37132                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        95.0742       0.747708        1.97031       0.132988        2.07477                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        94.3899       0.747800        1.93987       0.144034        2.77836                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        93.7055       0.747890        1.90942       0.155084        3.48209                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        93.0566       0.747954        1.87434       0.165588        4.15555                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        92.4076       0.748015        1.83925       0.176095        4.82909                 NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        91.7585       0.748074        1.80415       0.186603        5.50270                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        91.1093       0.748131        1.76904       0.197112        6.17638                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        90.4601       0.748186        1.73393       0.207623        6.85013                 NaN            NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        89.8109       0.748238        1.69881       0.218134        7.52394                 NaN            NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        89.1616       0.748289        1.66368       0.228647        8.19779                 NaN            NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        88.5123       0.748336        1.62855       0.239161        8.87170                 NaN            NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        87.9117       0.748350        1.58679       0.248895        9.50429                 NaN            NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        87.3111       0.748362        1.54502       0.258629        10.1369                 NaN            NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        86.7106       0.748371        1.50326       0.268363        10.7694                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        86.1101       0.748379        1.46149       0.278097        11.4019                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        85.5096       0.748385        1.41973       0.287831        12.0344                 NaN            NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        84.9092       0.748389        1.37796       0.297565        12.6669                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        84.3088       0.748391        1.33619       0.307298        13.2993                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        83.7085       0.748391        1.29443       0.317030        13.9317                 NaN            NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        83.1438       0.748364        1.24715       0.326134        14.5346                 NaN            NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        82.5791       0.748335        1.19988       0.335236        15.1374                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        82.0146       0.748305        1.15262       0.344337        15.7401                 NaN            NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        81.4502       0.748274        1.10536       0.353437        16.3427                 NaN            NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        80.9023       0.748228        1.05525       0.362415        16.9318                 NaN            NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        80.3545       0.748181        1.00515       0.371392        17.5208                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        79.6630       0.748441       0.966398       0.374429        17.9146       0.333085                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        78.6940       0.749295       0.952230       0.366716        17.9436        1.29412                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        77.8024       0.750056       0.934161       0.358399        17.9929        2.16211                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        76.9090       0.750818       0.916055       0.350065        18.0422        3.03184                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        76.0138       0.751581       0.897913       0.341714        18.0916        3.90330                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        75.1169       0.752344       0.879734       0.333345        18.1411        4.77650                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        74.2182       0.753108       0.861520       0.324959        18.1907        5.65145                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        73.3178       0.753873       0.843269       0.316555        18.2404        6.52814                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        72.4155       0.754639       0.824982       0.308133        18.2901        7.40658                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        71.5115       0.755405       0.806658       0.299695        18.3400        8.28678                 NaN            NaN            NaN            NaN            NaN
  1483.97        500.000        70.6720       0.756087       0.784082       0.290389        18.4141        9.08329                 NaN            NaN            NaN            NaN            NaN
  1480.77        500.000        69.7149       0.756873       0.760734       0.297663        18.4536        9.08343       0.932766                 NaN            NaN            NaN            NaN
  1477.56        500.000        68.4473       0.757932       0.734074       0.349672        18.4178        7.06692        4.22629                 NaN            NaN            NaN            NaN
  1474.36        500.000        67.1763       0.758992       0.707339       0.401828        18.3818        5.04480        7.52894                 NaN            NaN            NaN            NaN
  1471.15        500.000        65.8929       0.760069       0.678780       0.454786        18.3770        3.12743        10.7090                 NaN            NaN            NaN            NaN
  1467.95        500.000        64.6060       0.761148       0.650141       0.507895        18.3722        1.20467        13.8980                 NaN            NaN            NaN            NaN
  1464.74        500.000        63.3468       0.762261       0.624938       0.546646        18.3598                 NaN   16.3596                 NaN            NaN            NaN            NaN
  1461.54        500.000        62.1440       0.763443       0.610295       0.557114        18.2849                 NaN   17.6403                 NaN            NaN            NaN            NaN
  1458.33        500.000        60.9129       0.764654       0.594910       0.568117        18.2312                 NaN   18.9282                 NaN            NaN            NaN            NaN
  1455.13        500.000        59.6781       0.765867       0.579476       0.579155        18.1773                 NaN   20.2202                 NaN            NaN            NaN            NaN
  1451.92        500.000        58.4427       0.767061       0.560889       0.589939        18.1579                 NaN   21.4815                 NaN            NaN            NaN            NaN
  1448.72        500.000        57.0568       0.768418       0.545550       0.600511        18.1984                 NaN   22.0962       0.734132                 NaN            NaN            NaN
  1445.51        500.000        57.0554       0.768452       0.545552       0.600547        18.1990                 NaN   22.0969       0.734154                 NaN            NaN            NaN
  1442.31        500.000        57.0540       0.768486       0.545554       0.600583        18.1996                 NaN   22.0976       0.734175                 NaN            NaN            NaN
  1439.10        500.000        57.0526       0.768520       0.545556       0.600618        18.2002                 NaN   22.0983       0.734197                 NaN            NaN            NaN
  1435.90        500.000        51.8216       0.773285       0.452343       0.643018        18.6320                 NaN   23.3050        4.37272                 NaN            NaN            NaN
  1432.69        500.000        51.8202       0.773316       0.452342       0.643054        18.6325                 NaN   23.3057        4.37283                 NaN            NaN            NaN
  1429.49        500.000        51.8189       0.773347       0.452342       0.643091        18.6331                 NaN   23.3063        4.37295                 NaN            NaN            NaN
  1426.28        500.000        51.8175       0.773378       0.452342       0.643127        18.6336                 NaN   23.3070        4.37306                 NaN            NaN            NaN
  1423.08        500.000        51.8161       0.773409       0.452342       0.643163        18.6341                 NaN   23.3076        4.37317                 NaN            NaN            NaN
  1419.87        500.000        51.8148       0.773440       0.452341       0.643199        18.6347                 NaN   23.3083        4.37328                 NaN            NaN            NaN
  1416.67        500.000        51.8134       0.773470       0.452341       0.643235        18.6352                 NaN   23.3090        4.37340                 NaN            NaN            NaN
  1413.46        500.000        51.8120       0.773501       0.452341       0.643271        18.6358                 NaN   23.3096        4.37351                 NaN            NaN            NaN
  1410.26        500.000        43.3380       0.779777       0.892145E-001  0.740283        20.5360                 NaN   24.1188        10.3979                 NaN            NaN            NaN
  1407.05        500.000        42.4252       0.780317       0.260630E-001  0.754269        20.8784                 NaN   24.0680        11.0678                 NaN            NaN            NaN
  1403.85        500.000        41.3558       0.781245                 NaN  0.768084        21.0000                 NaN   11.7195        24.3160       0.593188E-001            NaN            NaN
  1400.64        500.000        41.3546       0.781270                 NaN  0.768122        21.0005                 NaN   11.7197        24.3165       0.593235E-001            NaN            NaN
  1397.44        500.000        36.9622       0.784473                 NaN  0.769163        21.2391                 NaN   12.9488        25.7964        1.49988                 NaN            NaN
  1394.23        500.000        36.9611       0.784494                 NaN  0.769198        21.2394                 NaN   12.9490        25.7968        1.50000                 NaN            NaN
  1391.03        500.000        36.9600       0.784515                 NaN  0.769232        21.2398                 NaN   12.9492        25.7972        1.50011                 NaN            NaN
  1387.82        500.000        36.9589       0.784536                 NaN  0.769267        21.2401                 NaN   12.9493        25.7976        1.50023                 NaN            NaN
  1384.62        500.000        30.1068       0.789546                 NaN  0.772250        21.5812                 NaN   28.2043        14.7243        3.82163                 NaN            NaN
  1381.41        500.000        30.1059       0.789563                 NaN  0.772280        21.5814                 NaN   28.2046        14.7244        3.82189                 NaN            NaN
  1378.21        500.000        30.1049       0.789579                 NaN  0.772310        21.5816                 NaN   28.2049        14.7245        3.82216                 NaN            NaN
  1375.00        500.000        30.1040       0.789595                 NaN  0.772340        21.5819                 NaN   28.2052        14.7246        3.82242                 NaN            NaN
  1371.79        500.000        30.1031       0.789611                 NaN  0.772370        21.5821                 NaN   28.2055        14.7247        3.82269                 NaN            NaN
  1368.59        500.000        30.1021       0.789628                 NaN  0.772400        21.5823                 NaN   28.2057        14.7248        3.82295                 NaN            NaN
  1365.38        500.000        30.1012       0.789644                 NaN  0.772429        21.5825                 NaN   28.2060        14.7249        3.82322                 NaN            NaN
  1362.18        500.000        30.1003       0.789660                 NaN  0.772459        21.5828                 NaN   28.2063        14.7250        3.82349                 NaN            NaN
  1358.97        500.000        21.2433       0.796169                 NaN  0.777083        21.9480                 NaN   31.5959        16.5477        7.09190                 NaN            NaN
  1355.77        500.000        21.2427       0.796179                 NaN  0.777107        21.9481                 NaN   31.5960        16.5477        7.09233                 NaN            NaN
  1352.56        500.000        21.2421       0.796189                 NaN  0.777131        21.9481                 NaN   31.5961        16.5477        7.09277                 NaN            NaN
  1349.36        500.000        21.2415       0.796199                 NaN  0.777154        21.9482                 NaN   31.5961        16.5476        7.09321                 NaN            NaN
  1346.15        500.000        21.2409       0.796209                 NaN  0.777178        21.9482                 NaN   31.5962        16.5476        7.09364                 NaN            NaN
  1342.95        500.000        21.2403       0.796219                 NaN  0.777202        21.9483                 NaN   31.5963        16.5476        7.09408                 NaN            NaN
  1339.74        500.000        21.2397       0.796228                 NaN  0.777226        21.9483                 NaN   31.5964        16.5476        7.09452                 NaN            NaN
  1336.54        500.000        21.2391       0.796238                 NaN  0.777249        21.9484                 NaN   31.5965        16.5476        7.09495                 NaN            NaN
  1333.33        500.000        15.6513       0.800450                 NaN  0.780765        22.0825                 NaN   34.0595        17.1922        9.43322                 NaN            NaN
  1330.13        500.000        15.6509       0.800457                 NaN  0.780785        22.0825                 NaN   34.0594        17.1922        9.43376                 NaN            NaN
  1326.92        500.000        15.6506       0.800463                 NaN  0.780805        22.0825                 NaN   34.0593        17.1921        9.43429                 NaN            NaN
  1323.72        500.000        15.6502       0.800469                 NaN  0.780825        22.0824                 NaN   34.0593        17.1920        9.43483                 NaN            NaN
  1320.51        500.000        15.6498       0.800475                 NaN  0.780845        22.0824                 NaN   34.0592        17.1919        9.43537                 NaN            NaN
  1317.31        500.000        15.6495       0.800481                 NaN  0.780866        22.0823                 NaN   34.0591        17.1918        9.43590                 NaN            NaN
  1314.10        500.000        15.6491       0.800487                 NaN  0.780886        22.0823                 NaN   34.0591        17.1918        9.43644                 NaN            NaN
  1310.90        500.000        15.6487       0.800493                 NaN  0.780906        22.0822                 NaN   34.0590        17.1917        9.43698                 NaN            NaN
  1307.69        500.000        11.7297       0.803572                 NaN  0.780501        22.0945                 NaN   17.2773        36.0509        11.2635                 NaN            NaN
  1304.49        500.000        11.7295       0.803576                 NaN  0.780519        22.0944                 NaN   17.2771        36.0507        11.2641                 NaN            NaN
  1301.28        500.000        10.9133       0.804251                 NaN  0.779687        22.0837                 NaN   36.4963        17.2599        11.6630                 NaN            NaN
  1298.08        500.000        10.5270       0.804575                 NaN  0.779168        22.0764                 NaN   36.7144        17.2447        11.8537                 NaN            NaN
  1294.87        500.000                 NaN  0.810963                 NaN  0.777364        22.0368                 NaN   18.0104        39.0142        13.1652        6.18512                 NaN
  1291.67        500.000                 NaN  0.810963                 NaN  0.777379        22.0366                 NaN   18.0102        39.0139        13.1658        6.18518                 NaN
  1288.46        500.000                 NaN  0.810963                 NaN  0.777393        22.0364                 NaN   18.0100        39.0136        13.1665        6.18524                 NaN
  1285.26        500.000                 NaN  0.810964                 NaN  0.777407        22.0362                 NaN   18.0098        39.0132        13.1671        6.18530                 NaN
  1282.05        500.000                 NaN  0.810809                 NaN  0.783385        22.0718                 NaN   38.7883        18.0982        13.2589        6.18864                 NaN
  1278.85        500.000                 NaN  0.810809                 NaN  0.783399        22.0716                 NaN   38.7880        18.0980        13.2595        6.18870                 NaN
  1275.64        500.000                 NaN  0.810809                 NaN  0.783413        22.0713                 NaN   38.7876        18.0978        13.2602        6.18876                 NaN
