|6.6.6
Archiving\03_Data\frac/QFM_m5/TAY13/TAY13_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       pxmn           mang           iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ne             ilm            lc            
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.79386        14.6322        10.1133        46.2602        17.3982        2.80229                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.09548        14.1633        10.0982        46.3459        17.4409        2.85622                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.71180        14.7281        10.1859        46.1857        17.3962        2.79224                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.8785        8.60481        10.2484        46.1067        17.3870        2.77456                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.55821        14.9332        10.2875        46.0664        17.3860        2.76874                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.65022        14.8159        10.2981        46.0670        17.3934        2.77533                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9173        8.55894        10.3388        46.0251        17.3905        2.76930                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9916        8.49789        10.3803        45.9804        17.3882        2.76163                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.0665        8.43664        10.4221        45.9351        17.3859        2.75379                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.35339        15.1679        10.4699        45.8821        17.3830        2.74374                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.31147        15.2194        10.5064        45.8437        17.3812        2.73776                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5096        8.03734        10.5892        45.7622        17.3817        2.71999                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5840        7.97961        10.6322        45.7144        17.3786        2.71126                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1753        8.30126        10.7210        45.6784        17.4070        2.71703                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.2122        8.27033        10.7342        45.6630        17.4056        2.71466                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6100        8.00774        10.7252        45.5993        17.3656        2.69218                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8091        7.80491        10.7796        45.5515        17.3693        2.68558                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7877        7.80240        10.8029        45.5387        17.3742        2.69408                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7566        7.77866        10.8241        45.5439        17.3863        2.71044                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8268        7.71420        10.8674        45.4999        17.3855        2.70613                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0737        7.64765        10.9637        45.3303        17.3469        2.63778                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2158        7.50852        11.0198        45.2787        17.3487        2.62850                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.3351        7.41926        11.0744        45.2141        17.3427        2.61444                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.4536        7.33127        11.1290        45.1492        17.3367        2.60020                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.44499        16.3785        11.1482        45.1111        17.3254        2.59171                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.5001        7.31678        11.1909        45.0764        17.3300        2.58587                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.5563        7.30056        11.2404        45.0109        17.3210        2.57086                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.6638        7.21964        11.2916        44.9516        17.3163        2.55700                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.7534        7.15653        11.3403        44.8943        17.3113        2.54422                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.23084        16.6526        11.3409        44.9110        17.3182        2.54648                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.95919        16.9911        11.4485        44.7769        17.3059        2.51842                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.9438        7.03464        11.4691        44.7443        17.2986        2.50955                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.1381        6.86236        11.5346        44.6736        17.2955        2.49573                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.2528        6.80854        11.5997        44.5834        17.2815        2.47403                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.3517        6.74503        11.6521        44.5184        17.2742        2.45853                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.4513        6.65495        11.6951        44.4756        17.2739        2.44916                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.5116        6.63395        11.7426        44.4127        17.2663        2.43290                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.5392        6.58232        11.7425        44.4277        17.2779        2.43043                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.7807        6.45582        11.8680        44.2544        17.2469        2.39426                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.8940        6.38106        11.9239        44.1850        17.2392        2.37687                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.0045        6.30745        11.9790        44.1172        17.2320        2.35990                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.7803        6.46427        11.9347        44.1931        17.2463        2.38124                 NaN
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.1689        6.18777        12.0679        44.0175        17.2247        2.33330                 NaN
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   18.3518        6.08563        12.1534        43.8989        17.2062        2.30414                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.01663        18.4558        12.2085        43.8325        17.1992        2.28729                 NaN
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.92568        18.5662        12.2580        43.7791        17.1973        2.27377                 NaN
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.86933        18.6807        12.3047        43.7071        17.1858        2.25242                 NaN
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.77443        18.8350        12.3798        43.6104        17.1727        2.22764                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.78387        18.8645        12.4213        43.5556        17.1672        2.20766                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.62492        19.0896        12.5027        43.4483        17.1510        2.18358                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.53192        19.2372        12.5680        43.3630        17.1400        2.15988                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   19.3898        5.43478        12.6344        43.2766        17.1288        2.13561                 NaN
