|6.6.6
Archiving\03_Data\frac/QFM_m5/TAY13/TAY13_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       pxmn           mang           iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ne             ilm            lc            
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8710        7.77305        9.88279        49.8009        18.8528        1.65375       0.165695     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8996        7.75358        9.91716        49.8686        18.9009        1.65201       0.812717E-002
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.40954        12.4046        10.0094        49.7034        18.8564        1.61675                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.68121        11.9888        9.99344        49.7901        18.8988        1.64764                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.34144        12.4916        10.0816        49.6238        18.8508        1.61090                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.6185        7.25550        10.1441        49.5413        18.8398        1.60076                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.21723        12.6672        10.1830        49.4982        18.8370        1.59738                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.29923        12.5673        10.1933        49.4967        18.8424        1.60109                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.6583        7.21834        10.2341        49.4536        18.8381        1.59764                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.7243        7.16727        10.2754        49.4059        18.8340        1.59321                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.7908        7.11610        10.3170        49.3577        18.8298        1.58867                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.04826        12.8780        10.3646        49.3013        18.8250        1.58287                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.01167        12.9262        10.4010        49.2603        18.8214        1.57940                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.1718        6.78352        10.4831        49.1725        18.8200        1.56912                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.2381        6.73524        10.5259        49.1216        18.8150        1.56407                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.8693        7.01819        10.6143        49.0861        18.8446        1.56743                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.9026        6.99186        10.6277        49.0702        18.8416        1.56606                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.2725        6.75949        10.6189        48.9998        18.7962        1.55305                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.4456        6.58894        10.6725        48.9462        18.7977        1.54915                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.4305        6.58691        10.6956        48.9320        18.8010        1.55402                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.4053        6.56385        10.7169        48.9381        18.8124        1.56344                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.4672        6.51092        10.7599        48.8912        18.8098        1.56094                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.6801        6.45929        10.8566        48.7140        18.7683        1.52165                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.8033        6.34182        10.9123        48.6581        18.7683        1.51626                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.9089        6.26659        10.9666        48.5894        18.7603        1.50815                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.0137        6.19246        11.0211        48.5205        18.7523        1.49993                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.28506        13.9586        11.0408        48.4814        18.7391        1.49508                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.0612        6.17888        11.0830        48.4433        18.7419        1.49166                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.1113        6.16764        11.1326        48.3744        18.7310        1.48302                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.2065        6.09966        11.1836        48.3110        18.7243        1.47502                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.2861        6.04677        11.2321        48.2500        18.7173        1.46764                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.09378        14.2094        11.2334        48.2706        18.7239        1.46899                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.88083        14.4921        11.3401        48.1256        18.7086        1.45277                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.4578        5.94413        11.3607        48.0907        18.6991        1.44763                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6253        5.80006        11.4259        48.0150        18.6941        1.43965                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.7284        5.75617        11.4909        47.9196        18.6778        1.42716                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.8170        5.70227        11.5432        47.8507        18.6686        1.41822                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9053        5.62517        11.5859        47.8044        18.6664        1.41279                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9577        5.61171        11.6334        47.7373        18.6566        1.40341                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9755        5.56391        11.6340        47.7563        18.6683        1.40203                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1965        5.46034        11.7587        47.5700        18.6333        1.38116                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.2968        5.39762        11.8145        47.4963        18.6236        1.37114                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.3944        5.33603        11.8695        47.4243        18.6144        1.36135                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1938        5.46649        11.8266        47.5099        18.6294        1.37373                 NaN
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5407        5.23263        11.9584        47.3187        18.6036        1.34601                 NaN
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7017        5.14832        12.0440        47.1938        18.5829        1.32925                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.08984        15.7926        12.0993        47.1244        18.5744        1.31955                 NaN
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.01421        15.8878        12.1485        47.0671        18.5706        1.31174                 NaN
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.96771        15.9895        12.1954        46.9909        18.5570        1.29944                 NaN
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.88774        16.1305        12.2699        46.8859        18.5409        1.28511                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.89589        16.1586        12.3113        46.8273        18.5334        1.27357                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.76278        16.3574        12.3925        46.7129        18.5147        1.25970                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.68471        16.4876        12.4578        46.6223        18.5016        1.24604                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.6219        4.60282        12.5242        46.5307        18.4883        1.23206                 NaN
