|6.6.6
Archiving\03_Data\Deqfrac/QFM/WD94/WD94_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             Sp(TH)         Sp(TH)         San(TH)        ilm            q             
  1565.69        2500.00        99.3205       0.598673       0.808377E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.13        2500.00        99.3237       0.596207       0.801366E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.57        2500.00        99.3349       0.588127       0.769980E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.01        2500.00        99.3361       0.587196       0.767011E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.46        2500.00        99.3348       0.590239       0.749293E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.90        2500.00        99.3536       0.573303       0.730883E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.34        2500.00        99.3514       0.576219       0.724289E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.78        2500.00        99.3551       0.574340       0.705510E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.22        2500.00        99.2495       0.667367       0.831341E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.66        2500.00        99.4790       0.464264       0.567698E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.10        2500.00        99.3716       0.560159       0.682819E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.55        2500.00        99.3600       0.580851       0.591611E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.99        2500.00        99.3927       0.534738       0.725748E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.43        2500.00        99.3853       0.550062       0.646807E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.87        2500.00        99.3904       0.545005       0.645825E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.31        2500.00        99.3933       0.543973       0.627622E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.75        2500.00        99.3988       0.545865       0.553146E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.20        2500.00        99.4022       0.529521       0.682635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.64        2500.00        99.4055       0.534771       0.597590E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.08        2500.00        99.4119       0.529484       0.586155E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.52        2500.00        99.4129       0.529336       0.577406E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.96        2500.00        99.5337       0.422275       0.440346E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.40        2500.00        99.2989       0.635990       0.651277E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.85        2500.00        99.4300       0.515614       0.544203E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.29        2500.00        99.3154       0.620361       0.642336E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.73        2500.00        99.7591       0.216171       0.246807E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.17        2500.00        99.2251       0.704357       0.705859E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.61        2500.00        99.4396       0.509875       0.505729E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.05        2500.00        99.4438       0.506321       0.499238E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.50        2500.00        99.4468       0.509229       0.440065E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.94        2500.00        99.4494       0.496962       0.536195E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.38        2500.00        99.4549       0.497985       0.470772E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.82        2500.00        99.3296       0.613186       0.572303E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.26        2500.00        99.5872       0.378457       0.343613E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.70        2500.00        99.4622       0.493670       0.441061E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.15        2500.00        99.4643       0.493184       0.425386E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.59        2500.00        99.4664       0.493353       0.402541E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.03        2500.00        99.4706       0.488725       0.407033E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.47        2500.00        99.4732       0.486647       0.401716E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.91        2500.00        99.4749       0.487093       0.379846E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.35        2500.00        99.4755       0.488371       0.361521E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.80        2500.00        99.4822       0.480619       0.372209E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.24        2500.00        99.4803       0.483594       0.360943E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.68        2500.00        99.4868       0.479198       0.339676E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.12        2500.00        99.3652       0.592638       0.421867E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.56        2500.00        99.7628       0.220898       0.162797E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.00        2500.00        99.5518       0.424619       0.236053E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.45        2500.00        99.2751       0.682777       0.421412E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.89        2500.00        99.4953       0.474650       0.300565E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.33        2500.00        99.4951       0.477756       0.271386E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.77        2500.00        99.4688       0.463423       0.299288E-001  0.378520E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.21        2500.00        98.9706       0.236300       0.848972E-001  0.708251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.65        2500.00        98.9280       0.211124       0.900704E-001  0.770831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.09        2500.00        98.9387       0.210387       0.865398E-001  0.764337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.54        2500.00        98.9470       0.209026       0.851383E-001  0.758862                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.98        2500.00        98.9577       0.204783       0.852796E-001  0.752270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.42        2500.00        98.9647       0.204504       0.838129E-001  0.746966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.86        2500.00        98.9786       0.202061       0.812843E-001  0.738061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.30        2500.00        98.9830       0.201098       0.804601E-001  0.735463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.74        2500.00        98.9930       0.198506       0.793033E-001  0.729197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.19        2500.00        98.9994       0.197000       0.782719E-001  0.725370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.63        2500.00        98.9895       0.219955       0.605031E-001  0.730057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.07        2500.00        99.0345       0.171076       0.904032E-001  0.703977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.51        2500.00        99.0239       0.193039       0.742333E-001  0.708810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.95        2500.00        98.3945       0.323859       0.115083        1.16660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.39        2500.00        99.6735       0.649992E-001  0.242250E-001  0.237307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.84        2500.00        99.0443       0.189210       0.707876E-001  0.695714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.28        2500.00        99.0522       0.187416       0.694999E-001  0.690888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1459.72        2500.00        99.0579       0.186446       0.682259E-001  0.687405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.16        2500.00        99.0640       0.186179       0.667250E-001  0.683083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.60        2500.00        99.0702       0.184830       0.656209E-001  0.679347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.04        2500.00        99.0755       0.184086       0.645372E-001  0.675878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.49        2500.00        99.0800       0.186140       0.614413E-001  0.672417                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.93        2500.00        99.1918       0.159307       0.554261E-001  0.593511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.37        2500.00        99.9048       0.278169E-001  0.161370E-002  0.657418E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.81        2500.00        98.1735       0.361730       0.122364        1.34243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1447.25        2500.00        99.1014       0.184025       0.558861E-001  0.658700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1445.69        2500.00        99.1056       0.183449       0.550439E-001  0.655927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1444.14        2500.00        99.4577       0.113012       0.306180E-001  0.398676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1442.58        2500.00        98.7620       0.258422       0.710896E-001  0.908463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.02        2500.00        99.1167       0.185134       0.493757E-001  0.648750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1439.46        2500.00        99.1205       0.184383       0.486745E-001  0.646464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1437.90        2500.00        99.1240       0.185995       0.458102E-001  0.644230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.34        2500.00        99.1269       0.187251       0.437768E-001  0.642047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1434.79        2500.00        99.1301       0.186880       0.426128E-001  0.640425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.23        2500.00        99.1339       0.185253       0.421467E-001  0.638716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.67        2500.00        99.1359       0.188278       0.390273E-001  0.636760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1430.11        2500.00        99.0425       0.195601       0.591218E-001  0.649723                 NaN  0.530241E-001            NaN            NaN            NaN            NaN            NaN
  1428.55        2500.00        97.8796       0.221795       0.367862       0.800127                 NaN  0.730666                 NaN            NaN            NaN            NaN            NaN
  1426.99        2500.00        97.9378       0.204339       0.363545       0.782776                 NaN  0.711546                 NaN            NaN            NaN            NaN            NaN
  1425.44        2500.00        97.7776                 NaN  0.324382       0.438317       0.706113       0.753604                 NaN            NaN            NaN            NaN            NaN
  1423.88        2500.00        97.8463                 NaN  0.315662       0.681965       0.426084       0.729955                 NaN            NaN            NaN            NaN            NaN
  1422.32        2500.00        97.8593                 NaN  0.321118       0.681800       0.408991       0.728749                 NaN            NaN            NaN            NaN            NaN
  1420.76        2500.00        97.9411                 NaN  0.310350       0.394792       0.656360       0.697398                 NaN            NaN            NaN            NaN            NaN
  1419.20        2500.00        97.9470                 NaN  0.316544       0.657213       0.381679       0.697567                 NaN            NaN            NaN            NaN            NaN
  1417.64        2500.00        97.9804                 NaN  0.316593       0.648039       0.367907       0.687099                 NaN            NaN            NaN            NaN            NaN
  1416.09        2500.00        98.0099                 NaN  0.317310       0.641304       0.354004       0.677471                 NaN            NaN            NaN            NaN            NaN
  1414.53        2500.00        98.0337                 NaN  0.319282       0.636445       0.339974       0.670643                 NaN            NaN            NaN            NaN            NaN
  1412.97        2500.00        98.0746                 NaN  0.316576       0.327937       0.624457       0.656383                 NaN            NaN            NaN            NaN            NaN
  1411.41        2500.00        98.0980                 NaN  0.318563       0.314642       0.619372       0.649425                 NaN            NaN            NaN            NaN            NaN
  1409.85        2500.00        98.1239                 NaN  0.319542       0.613258       0.302246       0.641031                 NaN            NaN            NaN            NaN            NaN
  1408.29        2500.00        98.1513                 NaN  0.319919       0.290472       0.606406       0.631932                 NaN            NaN            NaN            NaN            NaN
  1406.73        2500.00        98.1760                 NaN  0.320800       0.278137       0.600949       0.624088                 NaN            NaN            NaN            NaN            NaN
  1405.18        2500.00        98.2032                 NaN  0.320926       0.593792       0.266806       0.615236                 NaN            NaN            NaN            NaN            NaN
  1403.62        2500.00        98.2268                 NaN  0.321963       0.588132       0.255186       0.607908                 NaN            NaN            NaN            NaN            NaN
  1402.06        2500.00        98.2520                 NaN  0.322413       0.582070       0.243973       0.599557                 NaN            NaN            NaN            NaN            NaN
  1400.50        2500.00        98.2751                 NaN  0.323063       0.576433       0.233233       0.592169                 NaN            NaN            NaN            NaN            NaN
  1398.94        2500.00        98.2974                 NaN  0.323857       0.571771       0.221812       0.585128                 NaN            NaN            NaN            NaN            NaN
  1397.38        2500.00        98.3208                 NaN  0.324342       0.565597       0.211764       0.577493                 NaN            NaN            NaN            NaN            NaN
  1395.83        2500.00        98.3421                 NaN  0.325182       0.201733       0.560370       0.570598                 NaN            NaN            NaN            NaN            NaN
  1394.27        2500.00        98.3637                 NaN  0.325709       0.191147       0.555663       0.563754                 NaN            NaN            NaN            NaN            NaN
  1392.71        2500.00        98.3847                 NaN  0.326279       0.550586       0.181671       0.556728                 NaN            NaN            NaN            NaN            NaN
  1391.15        2500.00        98.4048                 NaN  0.327060       0.172123       0.545777       0.550267                 NaN            NaN            NaN            NaN            NaN
  1389.59        2500.00        98.4230                 NaN  0.327999       0.541630       0.162990       0.544428                 NaN            NaN            NaN            NaN            NaN
  1388.03        2500.00        98.4438                 NaN  0.328158       0.536886       0.153728       0.537427                 NaN            NaN            NaN            NaN            NaN
  1386.48        2500.00        98.4620                 NaN  0.328993       0.532469       0.144951       0.531567                 NaN            NaN            NaN            NaN            NaN
  1384.92        2500.00        98.4814                 NaN  0.329299       0.528081       0.135985       0.525284                 NaN            NaN            NaN            NaN            NaN
  1383.36        2500.00        98.4986                 NaN  0.329971       0.524291       0.127577       0.519514                 NaN            NaN            NaN            NaN            NaN
  1381.80        2500.00        98.5155                 NaN  0.330632       0.520740       0.119158       0.513977                 NaN            NaN            NaN            NaN            NaN
  1380.24        2500.00        98.5303                 NaN  0.331181       0.517716       0.111697       0.509129                 NaN            NaN            NaN            NaN            NaN
  1378.68        2500.00        98.5524                 NaN  0.330607       0.103346       0.511997       0.501608                 NaN            NaN            NaN            NaN            NaN
  1377.13        2500.00        98.5672                 NaN  0.331434       0.959673E-001  0.508573       0.496846                 NaN            NaN            NaN            NaN            NaN
  1375.57        2500.00        98.5826                 NaN  0.331835       0.892435E-001  0.504763       0.491603                 NaN            NaN            NaN            NaN            NaN
  1374.01        2500.00        98.5997                 NaN  0.331657       0.817010E-001  0.501037       0.485909                 NaN            NaN            NaN            NaN            NaN
  1372.45        2500.00        98.5907                 NaN  0.332624       0.505821       0.784436E-001  0.489164       0.326849E-002            NaN            NaN            NaN            NaN
  1370.89        2500.00        97.9531                 NaN            NaN  0.751750       0.478213       0.565795       0.251115                 NaN            NaN            NaN            NaN
  1369.33        2500.00        97.8921                 NaN            NaN  0.784524       0.462816       0.583448       0.277090                 NaN            NaN            NaN            NaN
  1367.78        2500.00        97.9461                 NaN            NaN  0.763794       0.449256       0.570244       0.270566                 NaN            NaN            NaN            NaN
  1366.22        2500.00        97.9991                 NaN            NaN  0.743033       0.436626       0.557571       0.263683                 NaN            NaN            NaN            NaN
  1364.66        2500.00        98.0505                 NaN            NaN  0.723842       0.423263       0.545020       0.257372                 NaN            NaN            NaN            NaN
  1363.10        2500.00        98.1022                 NaN            NaN  0.703183       0.411483       0.532419       0.250730                 NaN            NaN            NaN            NaN
  1361.54        2500.00        98.1506                 NaN            NaN  0.684539       0.399738       0.520557       0.244525                 NaN            NaN            NaN            NaN
  1359.98        2500.00        98.1973                 NaN            NaN  0.666453       0.388748       0.509003       0.238475                 NaN            NaN            NaN            NaN
  1358.43        2500.00        98.2421                 NaN            NaN  0.378487       0.648870       0.498014       0.232543                 NaN            NaN            NaN            NaN
  1356.87        2500.00        98.2866                 NaN            NaN  0.368135       0.631452       0.486992       0.226775                 NaN            NaN            NaN            NaN
  1355.31        2500.00        98.3283                 NaN            NaN  0.615332       0.358334       0.476590       0.221429                 NaN            NaN            NaN            NaN
  1353.75        2500.00        98.3685                 NaN            NaN  0.599471       0.349512       0.466564       0.215983                 NaN            NaN            NaN            NaN
  1352.19        2500.00        98.4079                 NaN            NaN  0.340344       0.584287       0.456748       0.210744                 NaN            NaN            NaN            NaN
  1350.63        2500.00        98.4459                 NaN            NaN  0.331311       0.569756       0.447177       0.205849                 NaN            NaN            NaN            NaN
  1349.08        2500.00        98.4826                 NaN            NaN  0.323827       0.554941       0.437782       0.200822                 NaN            NaN            NaN            NaN
  1347.52        2500.00        98.5174                 NaN            NaN  0.541376       0.315927       0.429139       0.196133                 NaN            NaN            NaN            NaN
  1345.96        2500.00        98.5521                 NaN            NaN  0.308168       0.527944       0.420188       0.191580                 NaN            NaN            NaN            NaN
  1344.40        2500.00        98.5843                 NaN            NaN  0.515127       0.301588       0.411967       0.187048                 NaN            NaN            NaN            NaN
  1342.84        2500.00        98.6166                 NaN            NaN  0.293966       0.502898       0.403757       0.182819                 NaN            NaN            NaN            NaN
  1341.28        2500.00        98.6472                 NaN            NaN  0.490073       0.288348       0.395966       0.178403                 NaN            NaN            NaN            NaN
  1339.72        2500.00        98.6773                 NaN            NaN  0.280765       0.479389       0.388114       0.174452                 NaN            NaN            NaN            NaN
  1338.17        2500.00        98.7059                 NaN            NaN  0.467488       0.275336       0.380797       0.170502                 NaN            NaN            NaN            NaN
  1336.61        2500.00        98.7341                 NaN            NaN  0.456535       0.269460       0.373492       0.166461                 NaN            NaN            NaN            NaN
  1335.05        2500.00        98.7617                 NaN            NaN  0.446144       0.263147       0.366171       0.162850                 NaN            NaN            NaN            NaN
  1333.49        2500.00        98.7875                 NaN            NaN  0.435606       0.258154       0.359571       0.159146                 NaN            NaN            NaN            NaN
  1331.93        2500.00        98.8132                 NaN            NaN  0.425796       0.252456       0.352852       0.155665                 NaN            NaN            NaN            NaN
  1330.37        2500.00        98.8382                 NaN            NaN  0.415881       0.247605       0.346261       0.152066                 NaN            NaN            NaN            NaN
  1328.82        2500.00        98.8622                 NaN            NaN  0.406701       0.242463       0.339867       0.148767                 NaN            NaN            NaN            NaN
  1327.26        2500.00        98.8857                 NaN            NaN  0.397253       0.237930       0.333736       0.145377                 NaN            NaN            NaN            NaN
  1325.70        2500.00        98.9078                 NaN            NaN  0.233402       0.388819       0.327886       0.142112                 NaN            NaN            NaN            NaN
  1324.14        2500.00        98.9305                 NaN            NaN  0.379853       0.228798       0.321719       0.139103                 NaN            NaN            NaN            NaN
  1322.58        2500.00        98.9518                 NaN            NaN  0.224741       0.371316       0.316104       0.136057                 NaN            NaN            NaN            NaN
  1321.02        2500.00        98.9724                 NaN            NaN  0.363512       0.220492       0.310578       0.132998                 NaN            NaN            NaN            NaN
  1319.47        2500.00        98.9928                 NaN            NaN  0.216712       0.355215       0.305135       0.130094                 NaN            NaN            NaN            NaN
  1317.91        2500.00        99.0122                 NaN            NaN  0.347499       0.213037       0.299984       0.127234                 NaN            NaN            NaN            NaN
  1316.35        2500.00        99.0318                 NaN            NaN  0.339882       0.209441       0.294519       0.124394                 NaN            NaN            NaN            NaN
  1314.79        2500.00        99.0502                 NaN            NaN  0.332891       0.205552       0.289650       0.121696                 NaN            NaN            NaN            NaN
  1313.23        2500.00        99.0683                 NaN            NaN  0.202455       0.325464       0.284701       0.119041                 NaN            NaN            NaN            NaN
  1311.67        2500.00        99.0860                 NaN            NaN  0.199052       0.318630       0.279919       0.116398                 NaN            NaN            NaN            NaN
  1310.12        2500.00        99.1020                 NaN            NaN  0.311097       0.197107       0.275765       0.113997                 NaN            NaN            NaN            NaN
  1308.56        2500.00        99.1212                 NaN            NaN  0.191397       0.306094       0.269964       0.111385                 NaN            NaN            NaN            NaN
  1307.00        2500.00        99.1366                 NaN            NaN  0.190428       0.298199       0.265982       0.108744                 NaN            NaN            NaN            NaN
  1305.44        2500.00        99.1523                 NaN            NaN  0.292321       0.186931       0.261771       0.106650                 NaN            NaN            NaN            NaN
  1303.88        2500.00        99.1676                 NaN            NaN  0.286454       0.184341       0.257477       0.104159                 NaN            NaN            NaN            NaN
  1302.32        2500.00        99.1832                 NaN            NaN  0.280228       0.181691       0.253088       0.101771                 NaN            NaN            NaN            NaN
  1300.77        2500.00        99.1971                 NaN            NaN  0.274244       0.179606       0.249310       0.996910E-001            NaN            NaN            NaN            NaN
  1299.21        2500.00        99.2126                 NaN            NaN  0.268370       0.176728       0.245008       0.972623E-001            NaN            NaN            NaN            NaN
  1297.65        2500.00        99.2257                 NaN            NaN  0.263509       0.174153       0.241301       0.953546E-001            NaN            NaN            NaN            NaN
  1296.09        2500.00        99.2399                 NaN            NaN  0.172592       0.257140       0.237392       0.929930E-001            NaN            NaN            NaN            NaN
  1294.53        2500.00        99.2533                 NaN            NaN  0.169260       0.252653       0.233537       0.912186E-001            NaN            NaN            NaN            NaN
  1292.97        2500.00        99.2660                 NaN            NaN  0.168128       0.246988       0.230027       0.888904E-001            NaN            NaN            NaN            NaN
  1291.42        2500.00        90.6733                 NaN            NaN  0.936595        1.33928        1.29421       0.378263                 NaN   5.37832                 NaN            NaN
  1289.86        2500.00        89.3721                 NaN            NaN   1.01133        1.52190        1.44893       0.411761                 NaN   6.23398                 NaN            NaN
  1288.30        2500.00        86.5494                 NaN            NaN   1.64844        1.48396        1.85516       0.550851                 NaN   7.91217                 NaN            NaN
  1286.74        2500.00        94.7847                 NaN            NaN   1.06221       0.274898       0.718148       0.150659                 NaN   3.00935                 NaN            NaN
  1285.18        2500.00        83.8532                 NaN            NaN   2.23240        1.61747        2.24373       0.617831                 NaN   9.43535                 NaN            NaN
  1283.62        2500.00        99.8895                 NaN            NaN  0.480065E-001            NaN  0.512472E-001  0.112049E-001            NaN            NaN            NaN            NaN
  1282.07        2500.00        97.8421                 NaN            NaN  0.284176       0.203912       0.276541       0.100912                 NaN   1.29231                 NaN            NaN
  1280.51        2500.00        92.9181                 NaN            NaN   1.02967       0.663817        1.00388       0.273257                 NaN   4.11127                 NaN            NaN
  1278.95        2500.00        94.9869                 NaN            NaN  0.666294       0.507591       0.709414       0.218057                 NaN   2.91172                 NaN            NaN
