|6.6.6
Archiving\03_Data\Deqfrac/QFM/WD94/WD94_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             Sp(TH)         Sp(TH)         San(TH)        ilm            q             
  1592.18        2500.00        99.1123       0.773088       0.114646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.62        2500.00        99.1273       0.758900       0.113772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1589.06        2500.00        99.1325       0.755089       0.112386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.51        2500.00        99.1397       0.748820       0.111460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.95        2500.00        99.1438       0.746405       0.109822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.39        2500.00        99.1577       0.734836       0.107415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.83        2500.00        99.1631       0.729766       0.107101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.27        2500.00        99.1686       0.715269       0.116143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.71        2500.00        99.1752       0.731055       0.937872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.16        2500.00        99.1880       0.709776       0.102216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.60        2500.00        99.1899       0.708748       0.101377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.04        2500.00        99.1993       0.700704       0.100044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.48        2500.00        99.2005       0.701868       0.976595E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.92        2500.00        99.1012       0.787533       0.111288                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.36        2500.00        99.3299       0.588338       0.818114E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.81        2500.00        99.2232       0.682018       0.947572E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.25        2500.00        99.2298       0.678354       0.917974E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.69        2500.00        99.2369       0.669591       0.935059E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.13        2500.00        99.2404       0.666923       0.926910E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.57        2500.00        99.2528       0.658065       0.891249E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.01        2500.00        99.2539       0.657209       0.888425E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.46        2500.00        99.2526       0.660639       0.867817E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.90        2500.00        99.2734       0.641924       0.847205E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.34        2500.00        99.2707       0.645324       0.839815E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.78        2500.00        99.2748       0.643320       0.818356E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.22        2500.00        99.1559       0.747665       0.964770E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.66        2500.00        99.4137       0.520377       0.659172E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.10        2500.00        99.2927       0.627973       0.793120E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.55        2500.00        99.2802       0.651113       0.687292E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.99        2500.00        99.3158       0.599842       0.843783E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.43        2500.00        99.3077       0.617097       0.752128E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.87        2500.00        99.3133       0.611522       0.751405E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.31        2500.00        99.3164       0.610533       0.730691E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.75        2500.00        99.3228       0.612827       0.644233E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.20        2500.00        99.3258       0.594646       0.795509E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.64        2500.00        99.3298       0.600536       0.696452E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.08        2500.00        99.3368       0.594836       0.683547E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.52        2500.00        99.3378       0.594871       0.673575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.96        2500.00        99.4738       0.474748       0.514113E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.40        2500.00        99.2089       0.714997       0.760644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.85        2500.00        99.3566       0.579844       0.635718E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.29        2500.00        99.2272       0.697757       0.750699E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.73        2500.00        99.7277       0.243416       0.288976E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.17        2500.00        99.1249       0.792515       0.825499E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.61        2500.00        99.3668       0.573979       0.591832E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.05        2500.00        99.3714       0.570097       0.584595E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.50        2500.00        99.3749       0.573538       0.515457E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.94        2500.00        99.3772       0.559952       0.628375E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.38        2500.00        99.3837       0.561120       0.551995E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.82        2500.00        99.2418       0.691098       0.671416E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.26        2500.00        99.5329       0.426778       0.403341E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.70        2500.00        99.3916       0.556643       0.517852E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.15        2500.00        99.3937       0.556316       0.499732E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.59        2500.00        99.3962       0.556493       0.473010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.03        2500.00        99.4006       0.551535       0.478579E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.47        2500.00        99.4034       0.549340       0.472657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.91        2500.00        99.4054       0.549907       0.446988E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.35        2500.00        99.4059       0.551491       0.425625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.80        2500.00        99.4133       0.542872       0.438452E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.24        2500.00        99.4110       0.546396       0.425558E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.68        2500.00        99.4184       0.541521       0.400522E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.12        2500.00        99.2804       0.669796       0.497569E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.56        2500.00        99.7309       0.249855       0.192146E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.00        2500.00        99.4919       0.480187       0.278878E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.45        2500.00        99.1780       0.772186       0.497765E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.89        2500.00        99.4274       0.537090       0.355268E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.33        2500.00        99.4272       0.540694       0.320950E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.77        2500.00        99.3977       0.524630       0.354126E-001  0.422753E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.21        2500.00        98.8413       0.267472       0.100449       0.790774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.65        2500.00        98.7934       0.239070       0.106666       0.860884                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.09        2500.00        98.8052       0.238351       0.102555       0.853930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.54        2500.00        98.8141       0.236898       0.100990       0.848023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.98        2500.00        98.8256       0.232226       0.101220       0.841003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.42        2500.00        98.8331       0.232036       0.995357E-001  0.835371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.86        2500.00        98.8483       0.229374       0.966485E-001  0.825706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.30        2500.00        98.8528       0.228374       0.957607E-001  0.823041                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.74        2500.00        98.8636       0.225568       0.944524E-001  0.816368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.19        2500.00        98.8703       0.223989       0.933353E-001  0.812398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.63        2500.00        98.8599       0.250103       0.721899E-001  0.817773                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.07        2500.00        98.9083       0.194722       0.107960       0.789056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.51        2500.00        98.8968       0.219805       0.887193E-001  0.794700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.95        2500.00        98.1857       0.368797       0.137672        1.30780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.39        2500.00        99.6303       0.741601E-001  0.290229E-001  0.266503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.84        2500.00        98.9184       0.215805       0.848097E-001  0.780948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.28        2500.00        98.9269       0.213877       0.833497E-001  0.775850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1459.72        2500.00        98.9330       0.212892       0.818866E-001  0.772270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.16        2500.00        98.9394       0.212700       0.801600E-001  0.767706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.60        2500.00        98.9460       0.211277       0.788958E-001  0.763829                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.04        2500.00        98.9516       0.210512       0.776519E-001  0.760274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.49        2500.00        98.9563       0.213018       0.740091E-001  0.756697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.93        2500.00        99.0823       0.182480       0.668483E-001  0.668376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.37        2500.00        99.8920       0.319306E-001  0.195258E-002  0.741466E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.81        2500.00        97.9272       0.414225       0.147640        1.51090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1447.25        2500.00        98.9788       0.211094       0.675601E-001  0.742557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1445.69        2500.00        98.9831       0.210560       0.666065E-001  0.739754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1444.14        2500.00        99.3831       0.129859       0.370932E-001  0.449998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1442.58        2500.00        98.5920       0.296827       0.861316E-001   1.02504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.02        2500.00        98.9945       0.212883       0.599108E-001  0.732695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1439.46        2500.00        98.9983       0.212141       0.591196E-001  0.730477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1437.90        2500.00        99.0019       0.214140       0.556848E-001  0.728294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.34        2500.00        99.0049       0.215711       0.532708E-001  0.726159                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1434.79        2500.00        99.0080       0.215426       0.518990E-001  0.724688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.23        2500.00        99.0118       0.213692       0.513968E-001  0.723105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.67        2500.00        99.0138       0.217319       0.476232E-001  0.721266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1430.11        2500.00        98.9165       0.225880       0.721980E-001  0.736262                 NaN  0.491896E-001            NaN            NaN            NaN            NaN            NaN
  1428.55        2500.00        97.7092       0.256294       0.449980       0.906982                 NaN  0.677516                 NaN            NaN            NaN            NaN            NaN
  1426.99        2500.00        97.7701       0.236376       0.445556       0.888103                 NaN  0.659825                 NaN            NaN            NaN            NaN            NaN
  1425.44        2500.00        97.5975                 NaN  0.398230       0.504129       0.801444       0.698735                 NaN            NaN            NaN            NaN            NaN
  1423.88        2500.00        97.6697                 NaN  0.388302       0.774592       0.490547       0.676845                 NaN            NaN            NaN            NaN            NaN
  1422.32        2500.00        97.6826                 NaN  0.395637       0.774831       0.471223       0.675750                 NaN            NaN            NaN            NaN            NaN
  1420.76        2500.00        97.7680                 NaN  0.383321       0.455374       0.746586       0.646740                 NaN            NaN            NaN            NaN            NaN
  1419.20        2500.00        97.7726                 NaN  0.391715       0.748108       0.440636       0.646939                 NaN            NaN            NaN            NaN            NaN
  1417.64        2500.00        97.8069                 NaN  0.392510       0.738150       0.425147       0.637298                 NaN            NaN            NaN            NaN            NaN
  1416.09        2500.00        97.8368                 NaN  0.394178       0.731096       0.409506       0.628444                 NaN            NaN            NaN            NaN            NaN
  1414.53        2500.00        97.8605                 NaN  0.397508       0.726099       0.393650       0.622197                 NaN            NaN            NaN            NaN            NaN
  1412.97        2500.00        97.9030                 NaN  0.394841       0.380087       0.712974       0.609070                 NaN            NaN            NaN            NaN            NaN
  1411.41        2500.00        97.9263                 NaN  0.398144       0.365048       0.707741       0.602720                 NaN            NaN            NaN            NaN            NaN
  1409.85        2500.00        97.9523                 NaN  0.400188       0.701381       0.351054       0.595047                 NaN            NaN            NaN            NaN            NaN
  1408.29        2500.00        97.9799                 NaN  0.401528       0.337746       0.694107       0.586730                 NaN            NaN            NaN            NaN            NaN
  1406.73        2500.00        98.0047                 NaN  0.403439       0.323763       0.688523       0.579584                 NaN            NaN            NaN            NaN            NaN
  1405.18        2500.00        98.0323                 NaN  0.404406       0.680872       0.310874       0.571512                 NaN            NaN            NaN            NaN            NaN
  1403.62        2500.00        98.0559                 NaN  0.406599       0.674982       0.297676       0.564861                 NaN            NaN            NaN            NaN            NaN
  1402.06        2500.00        98.0812                 NaN  0.407983       0.668641       0.284911       0.557266                 NaN            NaN            NaN            NaN            NaN
  1400.50        2500.00        98.1043                 NaN  0.409665       0.662770       0.272681       0.550572                 NaN            NaN            NaN            NaN            NaN
  1398.94        2500.00        98.1266                 NaN  0.411549       0.658044       0.259620       0.544206                 NaN            NaN            NaN            NaN            NaN
  1397.38        2500.00        98.1500                 NaN  0.413035       0.651545       0.248134       0.537295                 NaN            NaN            NaN            NaN            NaN
  1395.83        2500.00        98.1711                 NaN  0.414996       0.236652       0.646143       0.531075                 NaN            NaN            NaN            NaN            NaN
  1394.27        2500.00        98.1927                 NaN  0.416519       0.224509       0.641341       0.524910                 NaN            NaN            NaN            NaN            NaN
  1392.71        2500.00        98.2135                 NaN  0.418156       0.636157       0.213633       0.518579                 NaN            NaN            NaN            NaN            NaN
  1391.15        2500.00        98.2333                 NaN  0.420062       0.202644       0.631227       0.512779                 NaN            NaN            NaN            NaN            NaN
  1389.59        2500.00        98.2510                 NaN  0.422241       0.627068       0.192138       0.507562                 NaN            NaN            NaN            NaN            NaN
  1388.03        2500.00        98.2717                 NaN  0.423307       0.622257       0.181438       0.501269                 NaN            NaN            NaN            NaN            NaN
  1386.48        2500.00        98.2895                 NaN  0.425305       0.617822       0.171299       0.496041                 NaN            NaN            NaN            NaN            NaN
  1384.92        2500.00        98.3087                 NaN  0.426606       0.613375       0.160901       0.490423                 NaN            NaN            NaN            NaN            NaN
  1383.36        2500.00        98.3255                 NaN  0.428438       0.609637       0.151145       0.485287                 NaN            NaN            NaN            NaN            NaN
  1381.80        2500.00        98.3418                 NaN  0.430238       0.606238       0.141354       0.480371                 NaN            NaN            NaN            NaN            NaN
  1380.24        2500.00        98.3558                 NaN  0.431915       0.603470       0.132667       0.476103                 NaN            NaN            NaN            NaN            NaN
  1378.68        2500.00        98.3783                 NaN  0.432117       0.122918       0.597365       0.469341                 NaN            NaN            NaN            NaN            NaN
  1377.13        2500.00        98.3923                 NaN  0.434140       0.114297       0.594077       0.465159                 NaN            NaN            NaN            NaN            NaN
  1375.57        2500.00        98.4071                 NaN  0.435645       0.106424       0.590285       0.460528                 NaN            NaN            NaN            NaN            NaN
  1374.01        2500.00        98.4240                 NaN  0.436355       0.975672E-001  0.586649       0.455479                 NaN            NaN            NaN            NaN            NaN
  1372.45        2500.00        98.4105                 NaN  0.438574       0.592963       0.938012E-001  0.458815       0.535167E-002            NaN            NaN            NaN            NaN
  1370.89        2500.00        97.6042                 NaN            NaN  0.881563       0.572129       0.530698       0.411400                 NaN            NaN            NaN            NaN
  1369.33        2500.00        97.5201                 NaN            NaN  0.921899       0.554877       0.548198       0.454907                 NaN            NaN            NaN            NaN
  1367.78        2500.00        97.5782                 NaN            NaN  0.899611       0.539955       0.536868       0.445333                 NaN            NaN            NaN            NaN
  1366.22        2500.00        97.6356                 NaN            NaN  0.877257       0.526088       0.525993       0.435079                 NaN            NaN            NaN            NaN
  1364.66        2500.00        97.6914                 NaN            NaN  0.856535       0.511198       0.515186       0.425678                 NaN            NaN            NaN            NaN
  1363.10        2500.00        97.7478                 NaN            NaN  0.834014       0.498165       0.504286       0.415720                 NaN            NaN            NaN            NaN
  1361.54        2500.00        97.8007                 NaN            NaN  0.813751       0.485099       0.494037       0.406400                 NaN            NaN            NaN            NaN
  1359.98        2500.00        97.8517                 NaN            NaN  0.794077       0.472898       0.484034       0.397274                 NaN            NaN            NaN            NaN
  1358.43        2500.00        97.9008                 NaN            NaN  0.461518       0.774892       0.474525       0.388291                 NaN            NaN            NaN            NaN
  1356.87        2500.00        97.9498                 NaN            NaN  0.449940       0.755762       0.464942       0.379546                 NaN            NaN            NaN            NaN
  1355.31        2500.00        97.9955                 NaN            NaN  0.738112       0.438974       0.455908       0.371474                 NaN            NaN            NaN            NaN
  1353.75        2500.00        98.0397                 NaN            NaN  0.720713       0.429180       0.447192       0.363177                 NaN            NaN            NaN            NaN
  1352.19        2500.00        98.0833                 NaN            NaN  0.418891       0.704019       0.438640       0.355150                 NaN            NaN            NaN            NaN
  1350.63        2500.00        98.1254                 NaN            NaN  0.408692       0.687997       0.430283       0.347668                 NaN            NaN            NaN            NaN
  1349.08        2500.00        98.1660                 NaN            NaN  0.400382       0.671574       0.422057       0.339976                 NaN            NaN            NaN            NaN
  1347.52        2500.00        98.2046                 NaN            NaN  0.656577       0.391492       0.414520       0.332798                 NaN            NaN            NaN            NaN
  1345.96        2500.00        98.2432                 NaN            NaN  0.382720       0.641636       0.406650       0.325770                 NaN            NaN            NaN            NaN
  1344.40        2500.00        98.2789                 NaN            NaN  0.627418       0.375406       0.399451       0.318778                 NaN            NaN            NaN            NaN
  1342.84        2500.00        98.3150                 NaN            NaN  0.366715       0.613819       0.392230       0.312256                 NaN            NaN            NaN            NaN
  1341.28        2500.00        98.3493                 NaN            NaN  0.599412       0.360526       0.385384       0.305377                 NaN            NaN            NaN            NaN
  1339.72        2500.00        98.3830                 NaN            NaN  0.351774       0.587580       0.378446       0.299230                 NaN            NaN            NaN            NaN
  1338.17        2500.00        98.4150                 NaN            NaN  0.574161       0.345728       0.371999       0.293076                 NaN            NaN            NaN            NaN
  1336.61        2500.00        98.4468                 NaN            NaN  0.561875       0.339077       0.365534       0.286733                 NaN            NaN            NaN            NaN
  1335.05        2500.00        98.4779                 NaN            NaN  0.550181       0.331819       0.359024       0.281098                 NaN            NaN            NaN            NaN
  1333.49        2500.00        98.5070                 NaN            NaN  0.538278       0.326217       0.353192       0.275281                 NaN            NaN            NaN            NaN
  1331.93        2500.00        98.5361                 NaN            NaN  0.527182       0.319663       0.347217       0.269816                 NaN            NaN            NaN            NaN
  1330.37        2500.00        98.5645                 NaN            NaN  0.515928       0.314173       0.341340       0.264088                 NaN            NaN            NaN            NaN
  1328.82        2500.00        98.5917                 NaN            NaN  0.505534       0.308271       0.335631       0.258878                 NaN            NaN            NaN            NaN
  1327.26        2500.00        98.6185                 NaN            NaN  0.494773       0.303115       0.330156       0.253500                 NaN            NaN            NaN            NaN
  1325.70        2500.00        98.6436                 NaN            NaN  0.297957       0.485215       0.324935       0.248280                 NaN            NaN            NaN            NaN
  1324.14        2500.00        98.6696                 NaN            NaN  0.474878       0.292653       0.319375       0.243502                 NaN            NaN            NaN            NaN
  1322.58        2500.00        98.6939                 NaN            NaN  0.288021       0.465069       0.314340       0.238627                 NaN            NaN            NaN            NaN
  1321.02        2500.00        98.7176                 NaN            NaN  0.456173       0.283136       0.309371       0.233703                 NaN            NaN            NaN            NaN
  1319.47        2500.00        98.7411                 NaN            NaN  0.278824       0.446586       0.304463       0.229046                 NaN            NaN            NaN            NaN
  1317.91        2500.00        98.7635                 NaN            NaN  0.437667       0.274606       0.299824       0.224439                 NaN            NaN            NaN            NaN
  1316.35        2500.00        98.7860                 NaN            NaN  0.428841       0.270490       0.294851       0.219835                 NaN            NaN            NaN            NaN
  1314.79        2500.00        98.8073                 NaN            NaN  0.420797       0.265956       0.290453       0.215450                 NaN            NaN            NaN            NaN
  1313.23        2500.00        98.8283                 NaN            NaN  0.262435       0.412143       0.285956       0.211136                 NaN            NaN            NaN            NaN
  1311.67        2500.00        98.8489                 NaN            NaN  0.258503       0.404202       0.281607       0.206824                 NaN            NaN            NaN            NaN
  1310.12        2500.00        98.8675                 NaN            NaN  0.395317       0.256426       0.277871       0.202911                 NaN            NaN            NaN            NaN
  1308.56        2500.00        98.8898                 NaN            NaN  0.249445       0.389637       0.272458       0.198618                 NaN            NaN            NaN            NaN
  1307.00        2500.00        98.9080                 NaN            NaN  0.248639       0.380255       0.268860       0.194258                 NaN            NaN            NaN            NaN
  1305.44        2500.00        98.9263                 NaN            NaN  0.373368       0.244490       0.265015       0.190840                 NaN            NaN            NaN            NaN
  1303.88        2500.00        98.9442                 NaN            NaN  0.366492       0.241528       0.261069       0.186711                 NaN            NaN            NaN            NaN
  1302.32        2500.00        98.9627                 NaN            NaN  0.359133       0.238452       0.257011       0.182730                 NaN            NaN            NaN            NaN
  1300.77        2500.00        98.9790                 NaN            NaN  0.352032       0.236115       0.253557       0.179289                 NaN            NaN            NaN            NaN
  1299.21        2500.00        98.9974                 NaN            NaN  0.345069       0.232734       0.249554       0.175228                 NaN            NaN            NaN            NaN
  1297.65        2500.00        99.0127                 NaN            NaN  0.339340       0.229706       0.246142       0.172079                 NaN            NaN            NaN            NaN
  1296.09        2500.00        99.0297                 NaN            NaN  0.228027       0.331681       0.242509       0.168098                 NaN            NaN            NaN            NaN
  1294.53        2500.00        99.0456                 NaN            NaN  0.223987       0.326382       0.238917       0.165131                 NaN            NaN            NaN            NaN
  1292.97        2500.00        99.0607                 NaN            NaN  0.222846       0.319582       0.235664       0.161186                 NaN            NaN            NaN            NaN
  1291.42        2500.00        89.9208                 NaN            NaN   1.20699        1.76854        1.31953       0.682412                 NaN   5.10170                 NaN            NaN
  1289.86        2500.00        88.5442                 NaN            NaN   1.30538        2.01340        1.47803       0.742909                 NaN   5.91611                 NaN            NaN
  1288.30        2500.00        85.5075                 NaN            NaN   2.18650        1.91648        1.89138       0.994213                 NaN   7.50394                 NaN            NaN
  1286.74        2500.00        94.3261                 NaN            NaN   1.42354       0.359045       0.738223       0.275413                 NaN   2.87768                 NaN            NaN
  1285.18        2500.00        82.5582                 NaN            NaN   2.97649        2.10171        2.29044        1.11268                 NaN   8.96051                 NaN            NaN
  1283.62        2500.00        99.8615                 NaN            NaN  0.648462E-001            NaN  0.531289E-001  0.205180E-001            NaN            NaN            NaN            NaN
  1282.07        2500.00        97.6332                 NaN            NaN  0.383595       0.268117       0.286323       0.184169                 NaN   1.24455                 NaN            NaN
  1280.51        2500.00        92.2571                 NaN            NaN   1.38788       0.872276        1.03623       0.499180                 NaN   3.94739                 NaN            NaN
  1278.95        2500.00        94.4921                 NaN            NaN  0.901172       0.668862       0.734843       0.397838                 NaN   2.80518                 NaN            NaN
