|6.6.6
Archiving\03_Data\fracLP/QFM_m2.5/ALH/ALH_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1877.19        500.000        99.4197                 NaN            NaN  0.580305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.2897                 NaN            NaN  0.710288                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.3588                 NaN            NaN  0.641226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3616                 NaN            NaN  0.638422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.3630                 NaN            NaN  0.637023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.3683                 NaN            NaN  0.631676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.3684                 NaN            NaN  0.631629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3726                 NaN            NaN  0.627413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.3743                 NaN            NaN  0.625690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.3275                 NaN            NaN  0.672455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4295                 NaN            NaN  0.570525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.3799                 NaN            NaN  0.620142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.3809                 NaN            NaN  0.619065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.3850                 NaN            NaN  0.615034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.3855                 NaN            NaN  0.614518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.3332                 NaN            NaN  0.666789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4431                 NaN            NaN  0.556853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.3847                 NaN            NaN  0.615256                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.3974                 NaN            NaN  0.602626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.3926                 NaN            NaN  0.607373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.3927                 NaN            NaN  0.607304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.8871                 NaN            NaN  0.112903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        98.9030                 NaN            NaN   1.09698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.3950                 NaN            NaN  0.605033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.3881                 NaN            NaN  0.602793       0.906714E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.3822                 NaN            NaN  0.603557       0.142515E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.3825                 NaN            NaN  0.603256       0.142130E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.3831                 NaN            NaN  0.602762       0.141798E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.3829                 NaN            NaN  0.603001       0.141431E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.3829                 NaN            NaN  0.602922       0.141478E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.3822                 NaN            NaN  0.603689       0.141043E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.3817                 NaN            NaN  0.604180       0.140865E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.3823                 NaN            NaN  0.603680       0.140349E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.3818                 NaN            NaN  0.604197       0.140388E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.3815                 NaN            NaN  0.604477       0.139853E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.3802                 NaN            NaN  0.605819       0.139970E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.3797                 NaN            NaN  0.606386       0.139342E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.3777                 NaN            NaN  0.608356       0.139561E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.3786                 NaN            NaN  0.607553       0.138720E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.3768                 NaN            NaN  0.609285       0.138937E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.3753                 NaN            NaN  0.610807       0.138810E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.3691                 NaN            NaN  0.616903       0.140205E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.3786                 NaN            NaN  0.607717       0.136577E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.3721                 NaN            NaN  0.614101       0.137811E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.3698                 NaN            NaN  0.616455       0.137672E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3689                 NaN            NaN  0.617396       0.137332E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3670                 NaN            NaN  0.619290       0.137363E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.3616                 NaN            NaN  0.624606       0.137763E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.3643                 NaN            NaN  0.622034       0.136324E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3603                 NaN            NaN  0.626040       0.136791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3587                 NaN            NaN  0.627630       0.136582E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3556                 NaN            NaN  0.630809       0.136394E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.3543                 NaN            NaN  0.632123       0.136153E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3514                 NaN            NaN  0.635023       0.135967E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3494                 NaN            NaN  0.637003       0.135794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3472                 NaN            NaN  0.639192       0.135653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3436                 NaN            NaN  0.642871       0.135385E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.8396                 NaN            NaN  0.157098       0.333475E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        98.8422                 NaN            NaN   1.13413       0.236522E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3376                 NaN            NaN  0.648935       0.134779E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3332                 NaN            NaN  0.653261       0.135069E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3310                 NaN            NaN  0.655549       0.134716E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3286                 NaN            NaN  0.657960       0.134447E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3253                 NaN            NaN  0.661261       0.134151E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3235                 NaN            NaN  0.663125       0.134045E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3198                 NaN            NaN  0.666771       0.134020E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3119                 NaN            NaN  0.674498       0.135947E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3196                 NaN            NaN  0.667128       0.132511E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3142                 NaN            NaN  0.672471       0.132993E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3104                 NaN            NaN  0.676271       0.133064E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3075                 NaN            NaN  0.679222       0.133187E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3038                 NaN            NaN  0.682947       0.132986E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3010                 NaN            NaN  0.685712       0.133212E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3003                 NaN            NaN  0.686465       0.132356E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2971                 NaN            NaN  0.689664       0.132428E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2953                 NaN            NaN  0.691504       0.132300E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2915                 NaN            NaN  0.695264       0.132226E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2911                 NaN            NaN  0.695692       0.131895E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2880                 NaN            NaN  0.698824       0.131966E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2873                 NaN            NaN  0.699533       0.131487E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2854                 NaN            NaN  0.701486       0.131221E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.5770                 NaN            NaN  0.415288       0.774597E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        98.9862                 NaN            NaN  0.995314       0.184688E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2761                 NaN            NaN  0.710752       0.131412E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2834                 NaN            NaN  0.703589       0.129842E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2779                 NaN            NaN  0.709098       0.130374E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2776                 NaN            NaN  0.709405       0.129967E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2758                 NaN            NaN  0.711213       0.129669E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2691                 NaN            NaN  0.717826       0.130639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2806                 NaN            NaN  0.706591       0.128435E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.1224                 NaN            NaN  0.861882       0.157222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.4258                 NaN            NaN  0.564111       0.101023E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2743                 NaN            NaN  0.712847       0.128235E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2746                 NaN            NaN  0.712566       0.128195E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2747                 NaN            NaN  0.712562       0.127729E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2758                 NaN            NaN  0.711428       0.127257E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2757                 NaN            NaN  0.711590       0.127112E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2765                 NaN            NaN  0.710841       0.126821E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2746                 NaN            NaN  0.712743       0.127013E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2838                 NaN            NaN  0.703645       0.125218E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2670                 NaN            NaN  0.720172       0.127941E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2960                 NaN            NaN  0.691681       0.122718E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2840                 NaN            NaN  0.703569       0.124749E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2862                 NaN            NaN  0.701341       0.124346E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2837                 NaN            NaN  0.703904       0.124337E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.2912                 NaN            NaN  0.696432       0.123281E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.2948                 NaN            NaN  0.692939       0.122620E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.2953                 NaN            NaN  0.692496       0.122518E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.2985                 NaN            NaN  0.689318       0.121959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3004                 NaN            NaN  0.687422       0.121571E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3042                 NaN            NaN  0.683702       0.120950E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.7008                 NaN            NaN   1.27660       0.226286E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.9129                 NaN            NaN  0.857278E-001  0.142129E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3140                 NaN            NaN  0.674055       0.119284E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3165                 NaN            NaN  0.671592       0.118861E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3139                 NaN            NaN  0.674144       0.119403E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.3301                 NaN            NaN  0.658282       0.116509E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.3291                 NaN            NaN  0.659184       0.117009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.3324                 NaN            NaN  0.655919       0.116599E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.3360                 NaN            NaN  0.652377       0.115886E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.3401                 NaN            NaN  0.648325       0.115341E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.3453                 NaN            NaN  0.643184       0.114719E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.3443                 NaN            NaN  0.644150       0.115316E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.3586                 NaN            NaN  0.630186       0.112406E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.1719                 NaN            NaN  0.813692       0.144083E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.8700                 NaN            NaN  0.127626       0.241031E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.0354                 NaN            NaN  0.947586       0.169883E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.3767                 NaN            NaN  0.612360       0.109685E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.3756                 NaN            NaN  0.613342       0.110146E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.3804                 NaN            NaN  0.608700       0.109412E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.3847                 NaN            NaN  0.604439       0.108844E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.3900                 NaN            NaN  0.599180       0.107979E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.3942                 NaN            NaN  0.595114       0.107251E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.3988                 NaN            NaN  0.590523       0.106593E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.4038                 NaN            NaN  0.585604       0.105967E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.4086                 NaN            NaN  0.580844       0.105141E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.4125                 NaN            NaN  0.577042       0.104554E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.4184                 NaN            NaN  0.571229       0.103802E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.4229                 NaN            NaN  0.566807       0.102973E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.4267                 NaN            NaN  0.563019       0.102672E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.4340                 NaN            NaN  0.555885       0.101236E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.4346                 NaN            NaN  0.555256       0.101259E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.4435                 NaN            NaN  0.546563       0.996726E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.4469                 NaN            NaN  0.543174       0.992294E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.4107                 NaN            NaN  0.578699       0.105911E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0968                 NaN            NaN  0.428102E-001            NaN  0.860363                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0261                 NaN            NaN  0.331469E-001            NaN  0.940781                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0353                 NaN            NaN  0.299154E-001            NaN  0.934798                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0476                 NaN            NaN  0.288640E-001            NaN  0.923510                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0657                 NaN            NaN  0.283534E-001            NaN  0.905988                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0638                 NaN            NaN  0.297204E-001            NaN  0.906509                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0784                 NaN            NaN  0.273891E-001            NaN  0.894210                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0902                 NaN            NaN  0.255803E-001            NaN  0.884185                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0993                 NaN            NaN  0.244113E-001            NaN  0.876259                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.9680                 NaN            NaN            NaN            NaN  0.288740       0.743293                 NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.9207                 NaN            NaN            NaN            NaN  0.527746E-001   1.02650                 NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.9257                 NaN            NaN            NaN            NaN  0.469434E-001   1.02736                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.9310                 NaN            NaN            NaN            NaN  0.400557E-001   1.02890                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.9340                 NaN            NaN            NaN            NaN  0.328055E-001   1.03323                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.9379                 NaN            NaN            NaN            NaN  0.268780E-001   1.03521                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.9418                 NaN            NaN            NaN            NaN  0.185309E-001   1.03968                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.9436                 NaN            NaN            NaN            NaN  0.117820E-001   1.04463                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.9434                 NaN            NaN            NaN            NaN  0.463820E-002   1.05195                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.9326                 NaN            NaN            NaN  0.778154E-002            NaN   1.05961                 NaN            NaN            NaN            NaN            NaN
