|6.6.6
Archiving\03_Data\fracLP/QFM_m2.5/ALH/ALH_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1761.90        500.000        99.4273                 NaN            NaN  0.563472       0.921352E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4231                 NaN            NaN  0.567674       0.923609E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4259                 NaN            NaN  0.564974       0.913279E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4226                 NaN            NaN  0.568223       0.916069E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4216                 NaN            NaN  0.569299       0.914373E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4192                 NaN            NaN  0.571654       0.912270E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4185                 NaN            NaN  0.572436       0.910614E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4164                 NaN            NaN  0.574515       0.908648E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4150                 NaN            NaN  0.575936       0.907262E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4134                 NaN            NaN  0.577521       0.906082E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4109                 NaN            NaN  0.580094       0.903368E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.8561                 NaN            NaN  0.141680       0.222527E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        98.9617                 NaN            NaN   1.02249       0.157739E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4067                 NaN            NaN  0.584350       0.898267E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4033                 NaN            NaN  0.587696       0.899738E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4019                 NaN            NaN  0.589179       0.896916E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4002                 NaN            NaN  0.590871       0.894721E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3979                 NaN            NaN  0.593217       0.892049E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3966                 NaN            NaN  0.594479       0.890922E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3940                 NaN            NaN  0.597094       0.890338E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3873                 NaN            NaN  0.603683       0.903119E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3947                 NaN            NaN  0.596509       0.879516E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3906                 NaN            NaN  0.600567       0.882268E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3878                 NaN            NaN  0.603391       0.882270E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3856                 NaN            NaN  0.605602       0.882660E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3829                 NaN            NaN  0.608250       0.880612E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3810                 NaN            NaN  0.610160       0.882133E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3811                 NaN            NaN  0.610154       0.875449E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3788                 NaN            NaN  0.612425       0.875640E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3777                 NaN            NaN  0.613553       0.874365E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3751                 NaN            NaN  0.616154       0.873029E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3753                 NaN            NaN  0.616033       0.870763E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3732                 NaN            NaN  0.618128       0.870762E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3731                 NaN            NaN  0.618186       0.867159E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3721                 NaN            NaN  0.619236       0.864771E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.6289                 NaN            NaN  0.366042       0.509996E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.1108                 NaN            NaN  0.876996       0.121627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3661                 NaN            NaN  0.625284       0.864783E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3729                 NaN            NaN  0.618608       0.853948E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3687                 NaN            NaN  0.622757       0.856852E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3692                 NaN            NaN  0.622284       0.853620E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3684                 NaN            NaN  0.623139       0.850971E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3633                 NaN            NaN  0.628176       0.856955E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3736                 NaN            NaN  0.617944       0.842305E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2373                 NaN            NaN  0.752379       0.103099E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.5014                 NaN            NaN  0.492020       0.661376E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3705                 NaN            NaN  0.621095       0.839184E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3714                 NaN            NaN  0.620210       0.838512E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3722                 NaN            NaN  0.619412       0.834701E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3740                 NaN            NaN  0.617731       0.831160E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3746                 NaN            NaN  0.617124       0.829769E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3758                 NaN            NaN  0.615882       0.827268E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3750                 NaN            NaN  0.616672       0.828120E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3835                 NaN            NaN  0.608378       0.815901E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3700                 NaN            NaN  0.621688       0.833049E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3956                 NaN            NaN  0.596459       0.798318E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3860                 NaN            NaN  0.605868       0.811228E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3886                 NaN            NaN  0.603329       0.808121E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3876                 NaN            NaN  0.604299       0.807510E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3943                 NaN            NaN  0.597667       0.800010E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3981                 NaN            NaN  0.593907       0.795265E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3992                 NaN            NaN  0.592827       0.794101E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.4027                 NaN            NaN  0.589423       0.789932E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.4051                 NaN            NaN  0.587002       0.786938E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.4091                 NaN            NaN  0.583108       0.782412E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.8995                 NaN            NaN   1.08583       0.146343E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.9262                 NaN            NaN  0.728629E-001  0.917234E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.4196                 NaN            NaN  0.572711       0.769898E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.4225                 NaN            NaN  0.569783       0.766774E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.4211                 NaN            NaN  0.571171       0.769377E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.4352                 NaN            NaN  0.557308       0.750428E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.4352                 NaN            NaN  0.557311       0.753329E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.4386                 NaN            NaN  0.553899       0.750227E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.4425                 NaN            NaN  0.550047       0.745002E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.4466                 NaN            NaN  0.545947       0.741094E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.4515                 NaN            NaN  0.541172       0.736634E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.4512                 NaN            NaN  0.541350       0.740315E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.4641                 NaN            NaN  0.528680       0.720709E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.3099                 NaN            NaN  0.680895       0.922823E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.8918                 NaN            NaN  0.106658       0.154150E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.1968                 NaN            NaN  0.792353       0.108806E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.4819                 NaN            NaN  0.511086       0.701362E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.4817                 NaN            NaN  0.511270       0.703881E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.4862                 NaN            NaN  0.506779       0.698643E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.4904                 NaN            NaN  0.502655       0.694526E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.4956                 NaN            NaN  0.497564       0.688613E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.4996                 NaN            NaN  0.493557       0.683357E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.5042                 NaN            NaN  0.488991       0.678760E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.5088                 NaN            NaN  0.484436       0.674494E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.5135                 NaN            NaN  0.479850       0.668701E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.5174                 NaN            NaN  0.475927       0.664580E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.5227                 NaN            NaN  0.470736       0.659380E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.5270                 NaN            NaN  0.466424       0.653569E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.5306                 NaN            NaN  0.462891       0.651312E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.5373                 NaN            NaN  0.456279       0.641731E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.5385                 NaN            NaN  0.455076       0.641489E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.5463                 NaN            NaN  0.447383       0.630955E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.5496                 NaN            NaN  0.444098       0.627757E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.5208                 NaN            NaN  0.472508       0.669641E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.2239                 NaN            NaN  0.349225E-001            NaN  0.741199                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1628                 NaN            NaN  0.270170E-001            NaN  0.810179                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1713                 NaN            NaN  0.243521E-001            NaN  0.804389                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1824                 NaN            NaN  0.234715E-001            NaN  0.794165                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1981                 NaN            NaN  0.230370E-001            NaN  0.778832                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1974                 NaN            NaN  0.241069E-001            NaN  0.778533                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.2104                 NaN            NaN  0.221937E-001            NaN  0.767446                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.2209                 NaN            NaN  0.207048E-001            NaN  0.758434                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.2291                 NaN            NaN  0.197343E-001            NaN  0.751155                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1126                 NaN            NaN            NaN            NaN  0.247363       0.640052                 NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0716                 NaN            NaN            NaN            NaN  0.451818E-001  0.883219                 NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0766                 NaN            NaN            NaN            NaN  0.401496E-001  0.883216                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0820                 NaN            NaN            NaN            NaN  0.342277E-001  0.883779                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0852                 NaN            NaN            NaN            NaN  0.280138E-001  0.886817                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0894                 NaN            NaN            NaN            NaN  0.229283E-001  0.887708                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0933                 NaN            NaN            NaN            NaN  0.157944E-001  0.890899                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0957                 NaN            NaN            NaN            NaN  0.100338E-001  0.894308                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0964                 NaN            NaN            NaN            NaN  0.394601E-002  0.899686                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.0895                 NaN            NaN            NaN  0.491076E-002            NaN  0.905552                 NaN            NaN            NaN            NaN            NaN
