|6.6.6
Archiving\03_Data\frac/QFM_m4.75/WD94/WD94_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          18
T(K)           P(bar)         melt(TH)       mang           iron           pxmn           O(HP)          O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm           
  1581.45        2500.00        98.9167                 NaN            NaN            NaN  0.914807E-001            NaN            NaN            NaN  0.991849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        99.0738                 NaN            NaN            NaN  0.891231E-001            NaN            NaN            NaN  0.837044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.0184                 NaN            NaN            NaN  0.884303E-001            NaN            NaN            NaN  0.893128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.3358                 NaN            NaN            NaN  0.610418E-001            NaN            NaN            NaN  0.603113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.7402                 NaN            NaN            NaN  0.108988                 NaN            NaN            NaN   1.15080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.0599                 NaN            NaN            NaN  0.809061E-001            NaN            NaN            NaN  0.859239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.0712                 NaN            NaN            NaN  0.781335E-001            NaN            NaN            NaN  0.850636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.0850                 NaN            NaN            NaN  0.757254E-001            NaN            NaN            NaN  0.839304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.0930                 NaN            NaN            NaN  0.712980E-001            NaN            NaN            NaN  0.835739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.1114                 NaN            NaN            NaN  0.720824E-001            NaN            NaN            NaN  0.816484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.1211                 NaN            NaN            NaN  0.692445E-001            NaN            NaN            NaN  0.809628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1322                 NaN            NaN            NaN  0.668644E-001            NaN            NaN            NaN  0.800937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.1438                 NaN            NaN            NaN  0.659041E-001            NaN            NaN            NaN  0.790262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.1529                 NaN            NaN            NaN  0.612291E-001            NaN            NaN            NaN  0.785845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.1651                 NaN            NaN            NaN  0.598598E-001            NaN            NaN            NaN  0.774995                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1736                 NaN            NaN            NaN  0.564241E-001            NaN            NaN            NaN  0.770016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1837                 NaN            NaN            NaN  0.585053E-001            NaN            NaN            NaN  0.757757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1985                 NaN            NaN            NaN  0.546333E-001            NaN            NaN            NaN  0.746856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.2044                 NaN            NaN            NaN  0.513453E-001            NaN            NaN            NaN  0.744221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.2138                 NaN            NaN            NaN  0.494763E-001            NaN            NaN            NaN  0.736693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.2217                 NaN            NaN            NaN  0.466331E-001            NaN            NaN            NaN  0.731695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.2307                 NaN            NaN            NaN  0.452728E-001            NaN            NaN            NaN  0.724036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.2393                 NaN            NaN            NaN  0.429838E-001            NaN            NaN            NaN  0.717718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.2459                 NaN            NaN            NaN  0.392692E-001            NaN            NaN            NaN  0.714809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.2165                 NaN            NaN            NaN  0.193363E-001            NaN            NaN            NaN  0.536665       0.227474                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1064                 NaN            NaN            NaN  0.153405E-003            NaN            NaN            NaN  0.665951E-002  0.886765                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.119825E-001  0.875152                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1182                 NaN            NaN            NaN  0.289218E-005            NaN            NaN            NaN            NaN  0.881846                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.239868       0.629026                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.867511                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1326                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.867390                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.864168                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.324273E-001  0.826941                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.858178                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.858390                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.1440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.856018                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.1416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.858356                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.1407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.859265                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.1384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.861647                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.1312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.868838                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.1245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.875482                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.1099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.890148                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.9752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.267169       0.757640                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.7115                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.858771       0.429760                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.7285                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.847487       0.423966                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.7488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.417767       0.833394                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.7655                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.823360       0.411108                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.7822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.404116       0.813653                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.7994                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.400815       0.799827                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.8160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.791501       0.392485                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.8322                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.389233       0.778607                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.8484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.380994       0.770579                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.8626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.376139       0.761244                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.8757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.369778       0.754526                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.8898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.744994       0.365215                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.9040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.735592       0.360433                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.9168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.727977       0.355258                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.9290                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.348935       0.722052                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        97.4718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.751624        1.00759                 NaN            NaN  0.769006                 NaN            NaN
  1433.58        2500.00        97.1194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.738371        1.17164                 NaN            NaN  0.970629                 NaN            NaN
  1431.08        2500.00        97.2108                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.13587       0.713730                 NaN            NaN  0.939589                 NaN            NaN
  1428.57        2500.00        97.2834                 NaN            NaN            NaN  0.923222E-001            NaN            NaN            NaN            NaN  0.961166       0.729866                 NaN            NaN  0.933198                 NaN            NaN
  1426.07        2500.00        97.3370                 NaN            NaN            NaN  0.284241                 NaN            NaN            NaN            NaN  0.792851       0.633975                 NaN            NaN  0.951895                 NaN            NaN
  1423.56        2500.00        97.4202                 NaN            NaN            NaN  0.280829                 NaN            NaN            NaN            NaN  0.603423       0.772115                 NaN            NaN  0.923416                 NaN            NaN
  1421.05        2500.00        97.4977                 NaN            NaN            NaN  0.276881                 NaN            NaN            NaN            NaN  0.752422       0.576139                 NaN            NaN  0.896878                 NaN            NaN
  1418.55        2500.00        97.5730                 NaN            NaN            NaN  0.268159                 NaN            NaN            NaN            NaN  0.557315       0.731827                 NaN            NaN  0.869747                 NaN            NaN
  1416.04        2500.00        97.6339                 NaN            NaN            NaN  0.276516                 NaN            NaN            NaN            NaN  0.719247       0.518862                 NaN            NaN  0.851474                 NaN            NaN
  1413.53        2500.00        97.7255                 NaN            NaN            NaN  0.265425                 NaN            NaN            NaN            NaN  0.694258       0.497612                 NaN            NaN  0.817202                 NaN            NaN
  1411.03        2500.00        97.7806                 NaN            NaN            NaN  0.263394                 NaN            NaN            NaN            NaN  0.680870       0.476538                 NaN            NaN  0.798620                 NaN            NaN
  1408.52        2500.00        97.8436                 NaN            NaN            NaN  0.259615                 NaN            NaN            NaN            NaN  0.664871       0.455249                 NaN            NaN  0.776713                 NaN            NaN
  1406.02        2500.00        97.9021                 NaN            NaN            NaN  0.256766                 NaN            NaN            NaN            NaN  0.434428       0.650427                 NaN            NaN  0.756321                 NaN            NaN
  1403.51        2500.00        97.9586                 NaN            NaN            NaN  0.254317                 NaN            NaN            NaN            NaN  0.411971       0.638610                 NaN            NaN  0.736533                 NaN            NaN
  1401.00        2500.00        98.0170                 NaN            NaN            NaN  0.250276                 NaN            NaN            NaN            NaN  0.621884       0.395105                 NaN            NaN  0.715782                 NaN            NaN
  1398.50        2500.00        98.0674                 NaN            NaN            NaN  0.247512                 NaN            NaN            NaN            NaN  0.609372       0.377513                 NaN            NaN  0.698196                 NaN            NaN
  1395.99        2500.00        98.1189                 NaN            NaN            NaN  0.244202                 NaN            NaN            NaN            NaN  0.596327       0.360795                 NaN            NaN  0.679783                 NaN            NaN
  1393.48        2500.00        98.1669                 NaN            NaN            NaN  0.241507                 NaN            NaN            NaN            NaN  0.343733       0.584978                 NaN            NaN  0.662898                 NaN            NaN
  1390.98        2500.00        98.2145                 NaN            NaN            NaN  0.239062                 NaN            NaN            NaN            NaN  0.572931       0.326991                 NaN            NaN  0.646521                 NaN            NaN
  1388.47        2500.00        98.2611                 NaN            NaN            NaN  0.234496                 NaN            NaN            NaN            NaN  0.559641       0.315709                 NaN            NaN  0.629023                 NaN            NaN
  1385.96        2500.00        98.3024                 NaN            NaN            NaN  0.232339                 NaN            NaN            NaN            NaN  0.299368       0.551319                 NaN            NaN  0.614543                 NaN            NaN
  1383.46        2500.00        98.3436                 NaN            NaN            NaN  0.229162                 NaN            NaN            NaN            NaN  0.541105       0.286564                 NaN            NaN  0.599531                 NaN            NaN
  1380.95        2500.00        98.3855                 NaN            NaN            NaN  0.225864                 NaN            NaN            NaN            NaN  0.274329       0.529742                 NaN            NaN  0.584590                 NaN            NaN
  1378.45        2500.00        98.4240                 NaN            NaN            NaN  0.222868                 NaN            NaN            NaN            NaN  0.519730       0.262670                 NaN            NaN  0.570732                 NaN            NaN
  1375.94        2500.00        98.4622                 NaN            NaN            NaN  0.219809                 NaN            NaN            NaN            NaN  0.509880       0.251278                 NaN            NaN  0.556851                 NaN            NaN
  1373.43        2500.00        98.4969                 NaN            NaN            NaN  0.216718                 NaN            NaN            NaN            NaN  0.501589       0.240526                 NaN            NaN  0.544304                 NaN            NaN
  1370.93        2500.00        98.5321                 NaN            NaN            NaN  0.214276                 NaN            NaN            NaN            NaN  0.492638       0.229292                 NaN            NaN  0.531702                 NaN            NaN
  1368.42        2500.00        98.5677                 NaN            NaN            NaN  0.208191                 NaN            NaN            NaN            NaN  0.481338       0.224997                 NaN            NaN  0.517724                 NaN            NaN
  1365.91        2500.00        98.5997                 NaN            NaN            NaN  0.206495                 NaN            NaN            NaN            NaN  0.213178       0.474188                 NaN            NaN  0.506460                 NaN            NaN
  1363.41        2500.00        98.6257                 NaN            NaN            NaN  0.204972                 NaN            NaN            NaN            NaN  0.463427       0.207678                 NaN            NaN  0.498222                 NaN            NaN
  1360.90        2500.00        98.6691                 NaN            NaN            NaN  0.198094                 NaN            NaN            NaN            NaN  0.196100       0.456903                 NaN            NaN  0.479785                 NaN            NaN
  1358.40        2500.00        98.6913                 NaN            NaN            NaN  0.195839                 NaN            NaN            NaN            NaN  0.449671       0.190825                 NaN            NaN  0.472322                 NaN            NaN
  1355.89        2500.00        98.7193                 NaN            NaN            NaN  0.192177                 NaN            NaN            NaN            NaN  0.441640       0.185013                 NaN            NaN  0.461853                 NaN            NaN
  1353.38        2500.00        98.7474                 NaN            NaN            NaN  0.188507                 NaN            NaN            NaN            NaN  0.178808       0.433999                 NaN            NaN  0.451315                 NaN            NaN
  1350.88        2500.00        98.7726                 NaN            NaN            NaN  0.185119                 NaN            NaN            NaN            NaN  0.427210       0.173025                 NaN            NaN  0.442063                 NaN            NaN
  1348.37        2500.00        98.8010                 NaN            NaN            NaN  0.179774                 NaN            NaN            NaN            NaN  0.418214       0.170435                 NaN            NaN  0.430622                 NaN            NaN
  1345.86        2500.00        98.8244                 NaN            NaN            NaN  0.176292                 NaN            NaN            NaN            NaN  0.165705       0.411617                 NaN            NaN  0.421943                 NaN            NaN
  1343.36        2500.00        98.8451                 NaN            NaN            NaN  0.176629                 NaN            NaN            NaN            NaN  0.151152       0.412133                 NaN            NaN  0.414959                 NaN            NaN
  1340.85        2500.00        98.8778                 NaN            NaN            NaN  0.164799                 NaN            NaN            NaN            NaN  0.164885       0.392030                 NaN            NaN  0.400483                 NaN            NaN
  1338.35        2500.00        98.8953                 NaN            NaN            NaN  0.164498                 NaN            NaN            NaN            NaN  0.389530       0.155945                 NaN            NaN  0.394765                 NaN            NaN
  1335.84        2500.00        98.9171                 NaN            NaN            NaN  0.159904                 NaN            NaN            NaN            NaN  0.382713       0.154054                 NaN            NaN  0.386201                 NaN            NaN
  1333.33        2500.00        98.9383                 NaN            NaN            NaN  0.155246                 NaN            NaN            NaN            NaN  0.152994       0.375698                 NaN            NaN  0.377767                 NaN            NaN
  1330.83        2500.00        98.9594                 NaN            NaN            NaN  0.151061                 NaN            NaN            NaN            NaN  0.151479       0.368433                 NaN            NaN  0.369588                 NaN            NaN
  1328.32        2500.00        98.9790                 NaN            NaN            NaN  0.146736                 NaN            NaN            NaN            NaN  0.361888       0.150454                 NaN            NaN  0.361902                 NaN            NaN
  1325.81        2500.00        98.9986                 NaN            NaN            NaN  0.142102                 NaN            NaN            NaN            NaN  0.354603       0.150592                 NaN            NaN  0.354094                 NaN            NaN
  1323.31        2500.00        99.0174                 NaN            NaN            NaN  0.137486                 NaN            NaN            NaN            NaN  0.347369       0.151061                 NaN            NaN  0.346699                 NaN            NaN
  1320.80        2500.00        99.0358                 NaN            NaN            NaN  0.133031                 NaN            NaN            NaN            NaN  0.150494       0.341334                 NaN            NaN  0.339361                 NaN            NaN
  1318.30        2500.00        99.0529                 NaN            NaN            NaN  0.126916                 NaN            NaN            NaN            NaN  0.156194       0.331678                 NaN            NaN  0.332271                 NaN            NaN
  1315.79        2500.00        95.0792                 NaN            NaN            NaN  0.344956                 NaN            NaN            NaN            NaN  0.238211       0.870864                 NaN            NaN  0.816838        2.64989                 NaN
  1313.28        2500.00        60.5351                 NaN  0.287545                 NaN  0.960471E-001            NaN            NaN            NaN            NaN   4.44980        4.35562                 NaN            NaN   5.15652        25.1194                 NaN
  1310.78        2500.00        62.9611                 NaN  0.366123                 NaN            NaN            NaN            NaN            NaN            NaN   4.64688        3.51879                 NaN            NaN   4.92067        23.5864                 NaN
  1308.27        2500.00        70.3500                 NaN  0.282718                 NaN            NaN            NaN            NaN            NaN            NaN   3.75890        2.80888                 NaN            NaN   3.94029        18.8592                 NaN
  1305.76        2500.00        75.0227                 NaN  0.229371                 NaN            NaN            NaN            NaN            NaN            NaN   3.20800        2.34722                 NaN            NaN   3.32017        15.8725                 NaN
  1303.26        2500.00        78.1591                 NaN  0.192344                 NaN            NaN            NaN            NaN            NaN            NaN   2.87779        1.99876                 NaN            NaN   2.90403        13.8680                 NaN
  1300.75        2500.00        80.3344                 NaN  0.166425                 NaN            NaN            NaN            NaN            NaN            NaN   1.46318        2.93840                 NaN            NaN   2.61472        12.4829                 NaN
  1298.25        2500.00        81.8744                 NaN  0.146521                 NaN            NaN            NaN            NaN            NaN            NaN   4.06458                 NaN            NaN            NaN   2.40796        11.5065                 NaN
  1295.74        2500.00        82.3036                 NaN  0.153141                 NaN            NaN            NaN            NaN            NaN            NaN   3.83244                 NaN            NaN            NaN   2.33338        11.3774                 NaN
  1293.23        2500.00        83.3738                 NaN  0.110040                 NaN            NaN            NaN            NaN            NaN            NaN   2.05875        1.76333                 NaN            NaN   2.22527        10.4688                 NaN
  1290.73        2500.00        78.8882                 NaN  0.130858                 NaN            NaN            NaN            NaN            NaN            NaN   4.39123                 NaN            NaN            NaN   2.68917        13.6602       0.240322     
  1288.22        2500.00                 NaN            NaN  0.406696                 NaN            NaN            NaN            NaN            NaN            NaN  0.257224        5.05291        13.0648       0.284209E-005   11.6428        67.3377        2.23794     
  1285.71        2500.00                 NaN            NaN  0.402870                 NaN            NaN            NaN            NaN            NaN            NaN   4.57396        13.8468       0.196296E-005            NaN   11.6316        67.2988        2.24596     
  1283.21        2500.00                 NaN            NaN  0.397823                 NaN            NaN            NaN            NaN            NaN            NaN   12.4296        6.08101                 NaN            NaN   11.6470        67.2253        2.21934     
  1280.70        2500.00                 NaN            NaN  0.395685                 NaN            NaN            NaN            NaN            NaN            NaN  0.671783        12.7447        5.08509       0.207096E-005   11.6831        67.1817        2.23796     
  1278.20        2500.00                 NaN            NaN  0.395752                 NaN            NaN            NaN            NaN            NaN            NaN  0.513305        13.1229        4.86499       0.199241E-005   11.6929        67.1713        2.23883     
  1275.69        2500.00                 NaN            NaN  0.359598                 NaN            NaN            NaN            NaN            NaN            NaN  0.371121        18.8376                 NaN            NaN   12.0440        66.2607        2.12696     
  1273.18        2500.00                 NaN            NaN  0.354988                 NaN            NaN            NaN            NaN            NaN            NaN   9.40153        9.87748                 NaN            NaN   12.0424        66.2047        2.11886     
  1270.68        2500.00                 NaN            NaN  0.355011                 NaN            NaN            NaN            NaN            NaN            NaN   1.76236        17.5101       0.915506E-006            NaN   12.0454        66.2027        2.12440     
  1268.17        2500.00                 NaN            NaN  0.378320                 NaN            NaN            NaN            NaN            NaN            NaN   13.0699        1.10441        4.68000       0.553578E-005   11.8612        66.7320        2.17412     
  1265.66        2500.00                 NaN            NaN  0.372388                 NaN            NaN            NaN            NaN            NaN            NaN  0.697236E-002   12.7802        6.18277       0.561612E-005   11.9144        66.5888        2.15445     
  1263.16        2500.00                 NaN            NaN  0.351515                 NaN            NaN            NaN            NaN            NaN            NaN   1.10541        18.2360       0.314491E-005            NaN   12.2314        65.9637        2.11203     
  1260.65        2500.00                 NaN            NaN  0.350055                 NaN            NaN            NaN            NaN            NaN            NaN   13.0030        6.35519                 NaN            NaN   12.1044        66.0765        2.11086     
  1258.15        2500.00                 NaN            NaN  0.331501                 NaN  0.300988                 NaN            NaN            NaN            NaN   13.4603        5.15306       0.325509E-005            NaN   11.9350        66.6315        2.18773     
  1255.64        2500.00                 NaN            NaN  0.355143                 NaN            NaN            NaN            NaN            NaN            NaN   9.32821        9.93510                 NaN            NaN   12.0923        66.1660        2.12327     
  1253.13        2500.00                 NaN            NaN  0.342537                 NaN            NaN            NaN            NaN            NaN            NaN   19.0296       0.445668                 NaN            NaN   12.2853        65.7971        2.09981     
  1250.63        2500.00                 NaN            NaN  0.271233                 NaN  0.415929                 NaN            NaN            NaN            NaN   19.2584                 NaN            NaN            NaN   12.1316        65.8277        2.09514     
  1248.12        2500.00                 NaN            NaN            NaN            NaN   2.51292                 NaN            NaN            NaN            NaN   13.9867        2.65899       0.320267E-005            NaN   11.9192        66.6434        2.27877     
  1245.61        2500.00                 NaN            NaN            NaN            NaN   2.54904                 NaN            NaN            NaN            NaN   15.4384        1.08697       0.108265E-005            NaN   11.8943        66.7413        2.28995     
  1243.11        2500.00                 NaN            NaN            NaN            NaN   2.50313                 NaN            NaN            NaN            NaN   10.4460        6.25433                 NaN            NaN   11.8942        66.6506        2.25178     
  1240.60        2500.00                 NaN            NaN            NaN            NaN   2.47243                 NaN            NaN            NaN            NaN   10.4903        6.29920                 NaN            NaN   11.9546        66.5306        2.25295     
  1238.10        2500.00                 NaN            NaN            NaN            NaN   2.56966                 NaN            NaN            NaN            NaN   15.5542       0.912375                 NaN            NaN   11.9189        66.7534        2.29145     
  1235.59        2500.00                 NaN            NaN            NaN            NaN   2.58424                 NaN            NaN            NaN            NaN   15.5583       0.864727                 NaN            NaN   11.9241        66.7758        2.29283     
  1233.08        2500.00                 NaN            NaN            NaN            NaN   2.33701                 NaN            NaN            NaN            NaN   17.2657                 NaN            NaN            NaN   12.0660        66.1292        2.20213     
  1230.58        2500.00                 NaN            NaN            NaN            NaN   2.59465                 NaN            NaN            NaN            NaN   3.42292        8.01070        4.75661                 NaN   11.5570        67.3020        2.35619     
  1228.07        2500.00                 NaN            NaN            NaN            NaN   2.46937                 NaN            NaN            NaN            NaN   9.16729        7.65485                 NaN            NaN   12.0289        66.4298        2.24979     
  1225.56        2500.00                 NaN            NaN            NaN            NaN   2.46864                 NaN            NaN            NaN            NaN   9.13852        7.68914                 NaN            NaN   12.0396        66.4158        2.24830     
  1223.06        2500.00                 NaN            NaN            NaN            NaN   2.41595                 NaN            NaN            NaN            NaN   10.2036        6.79350                 NaN            NaN   12.0497        66.3123        2.22492     
  1220.55        2500.00                 NaN            NaN            NaN            NaN   2.37848                 NaN            NaN            NaN            NaN   15.4785        1.65218                 NaN            NaN   12.0961        66.1802        2.21460     
  1218.05        2500.00                 NaN            NaN            NaN            NaN  0.608708        2.06656                 NaN            NaN            NaN   15.5451       0.609476                 NaN            NaN   11.9246        66.9446        2.30100     
  1215.54        2500.00                 NaN            NaN            NaN            NaN   2.48435                 NaN            NaN            NaN            NaN   10.5282        6.24407                 NaN            NaN   12.0682        66.4194        2.25575     
  1213.03        2500.00                 NaN            NaN            NaN            NaN   1.21636        1.17906                 NaN            NaN            NaN   6.67546        10.3979                 NaN            NaN   12.1265        66.1878        2.21699     
  1210.53        2500.00                 NaN            NaN            NaN            NaN   2.37922                 NaN            NaN            NaN            NaN   17.1649                 NaN            NaN            NaN   12.1515        66.0995        2.20496     
  1208.02        2500.00                 NaN            NaN            NaN            NaN   2.39751                 NaN            NaN            NaN            NaN   16.3892       0.672955                 NaN            NaN   12.1450        66.1717        2.22366     
  1205.51        2500.00                 NaN            NaN            NaN            NaN   2.47107                 NaN            NaN            NaN            NaN   10.3167        6.51327                 NaN            NaN   12.1124        66.3411        2.24544     
  1203.01        2500.00                 NaN            NaN            NaN            NaN   2.60572                 NaN            NaN            NaN            NaN   13.4019        2.95378       0.710609E-004            NaN   11.9833        66.7668        2.28847     
  1200.50        2500.00                 NaN            NaN            NaN            NaN   2.45429                 NaN            NaN            NaN            NaN   6.12435        10.7728                 NaN            NaN   12.1520        66.2689        2.22770     
  1197.99        2500.00                 NaN            NaN            NaN            NaN   2.36335                 NaN            NaN            NaN            NaN   4.30111        12.9102                 NaN            NaN   12.2231        66.0070        2.19521     
  1195.49        2500.00                 NaN            NaN            NaN            NaN   2.35886                 NaN            NaN            NaN            NaN   4.26444        12.9638                 NaN            NaN   12.2376        65.9823        2.19297     
  1192.98        2500.00                 NaN            NaN            NaN            NaN   2.49160                 NaN            NaN            NaN            NaN   12.3356        4.41821                 NaN            NaN   12.1112        66.3969        2.24647     
  1190.48        2500.00                 NaN            NaN            NaN            NaN   2.64485                 NaN            NaN            NaN            NaN   12.7923        3.45127       0.376038E-004            NaN   11.9381        66.8885        2.28499     
  1187.97        2500.00                 NaN            NaN            NaN            NaN   2.37490                 NaN            NaN            NaN            NaN   5.98387        11.1783                 NaN            NaN   12.2461        66.0113        2.20549     
  1185.46        2500.00                 NaN            NaN            NaN            NaN   2.37020                 NaN            NaN            NaN            NaN   7.40039        9.78295                 NaN            NaN   12.2615        65.9837        2.20122     
  1182.96        2500.00                 NaN            NaN            NaN            NaN   2.51408                 NaN            NaN            NaN            NaN   12.4804        4.21053       0.488605E-005            NaN   12.1372        66.4111        2.24662     
  1180.45        2500.00                 NaN            NaN            NaN            NaN  0.614133        2.01645                 NaN            NaN            NaN   12.9260        3.37186                 NaN            NaN   11.9937        66.8018        2.27616     
  1177.94        2500.00                 NaN            NaN            NaN            NaN   2.34873                 NaN            NaN            NaN            NaN   17.2842                 NaN            NaN            NaN   12.3276        65.8584        2.18097     
  1175.44        2500.00                 NaN            NaN            NaN            NaN   2.62833                 NaN            NaN            NaN            NaN   15.3844       0.951318       0.223548E-005            NaN   12.1083        66.6517        2.27583     
  1172.93        2500.00                 NaN            NaN            NaN            NaN   2.52363                 NaN            NaN            NaN            NaN   12.5309        4.13800       0.596448E-005            NaN   12.1678        66.3954        2.24428     
