|6.6.6
Archiving\03_Data\frac/QFM_m4.75/WD94/WD94_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          18
T(K)           P(bar)         melt(TH)       mang           iron           pxmn           O(HP)          O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm           
  1967.42        2500.00        98.1982       0.145384        1.31643       0.340036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.91        2500.00        98.0555       0.839876E-001   1.36203       0.498501                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1962.41        2500.00        98.0458       0.798634E-001   1.36517       0.509198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1959.90        2500.00        98.0360       0.757360E-001   1.36840       0.519904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        2500.00        97.9825       0.527874E-001   1.38552       0.579180                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        2500.00        97.9292       0.299159E-001   1.40259       0.638262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        2500.00        97.8761       0.709375E-002   1.41958       0.697220                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        2500.00        97.8558       0.182424E-002   1.43146       0.710937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        2500.00        97.8419                 NaN   1.44229       0.715773                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        2500.00        97.8315                 NaN   1.45259       0.715906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        2500.00        97.8211                 NaN   1.46286       0.716039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        2500.00        97.8107                 NaN   1.47311       0.716172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        2500.00        97.8004                 NaN   1.48334       0.716305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        2500.00        97.7900                 NaN   1.49356       0.716438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        97.7797                 NaN   1.50373       0.716571                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        97.7694                 NaN   1.51390       0.716703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        97.7292                 NaN   1.55379       0.717039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        97.7489                 NaN   1.53417       0.716967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        97.7227                 NaN   1.56013       0.717207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        97.7284                 NaN   1.55434       0.717230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        97.7182                 NaN   1.56441       0.717362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        97.7081                 NaN   1.57444       0.717493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        97.7165                 NaN   1.56601       0.717498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        97.6878                 NaN   1.59445       0.717755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        97.6798                 NaN   1.60235       0.717871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        97.6682                 NaN   1.61382       0.718012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        97.6576                 NaN   1.62430       0.718146                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        97.6046                 NaN   1.63337       0.718289       0.437476E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.4535                 NaN            NaN            NaN  0.546531                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.4514                 NaN  0.150371E-003            NaN  0.548435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.4553                 NaN            NaN            NaN  0.544720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.4593                 NaN            NaN            NaN  0.540736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.4600                 NaN            NaN            NaN  0.540010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.4646                 NaN            NaN            NaN  0.535382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4659                 NaN            NaN            NaN  0.534141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.4696                 NaN            NaN            NaN  0.530448                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4701                 NaN            NaN            NaN  0.529853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4736                 NaN            NaN            NaN  0.526356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4758                 NaN            NaN            NaN  0.524211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4766                 NaN            NaN            NaN  0.523427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4786                 NaN            NaN            NaN  0.521381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.8220                 NaN  0.171423E-001            NaN  0.160809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.1626                 NaN            NaN            NaN  0.837407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4837                 NaN            NaN            NaN  0.516268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4875                 NaN            NaN            NaN  0.512522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4884                 NaN            NaN            NaN  0.511602                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4909                 NaN            NaN            NaN  0.509084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.4908                 NaN            NaN            NaN  0.509217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4922                 NaN            NaN            NaN  0.507797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4936                 NaN            NaN            NaN  0.506415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4943                 NaN            NaN            NaN  0.505671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4957                 NaN            NaN            NaN  0.504294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4898                 NaN            NaN            NaN  0.502577                 NaN            NaN  0.759945E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.4838                 NaN            NaN            NaN  0.505782                 NaN            NaN  0.103704E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4903                 NaN            NaN            NaN  0.499500                 NaN            NaN  0.101931E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.4825                 NaN            NaN            NaN  0.507166                 NaN            NaN  0.103383E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.4950                 NaN            NaN            NaN  0.494976                 NaN            NaN  0.100646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4887                 NaN            NaN            NaN  0.501142                 NaN            NaN  0.101623E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4894                 NaN            NaN            NaN  0.500426                 NaN            NaN  0.101321E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4887                 NaN            NaN            NaN  0.501222                 NaN            NaN  0.101140E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.4899                 NaN            NaN            NaN  0.500053                 NaN            NaN  0.100540E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4883                 NaN            NaN            NaN  0.501625                 NaN            NaN  0.100586E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4907                 NaN            NaN            NaN  0.499344                 NaN            NaN  0.997061E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4874                 NaN            NaN            NaN  0.502526                 NaN            NaN  0.100420E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4910                 NaN            NaN            NaN  0.499134                 NaN            NaN  0.988430E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4885                 NaN            NaN            NaN  0.501625                 NaN            NaN  0.991872E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4856                 NaN            NaN            NaN  0.504436                 NaN            NaN  0.996379E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4897                 NaN            NaN            NaN  0.500509                 NaN            NaN  0.979028E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.6589                 NaN            NaN            NaN  0.334484                 NaN            NaN  0.660299E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.3158                 NaN            NaN            NaN  0.671166                 NaN            NaN  0.130077E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4845                 NaN            NaN            NaN  0.505742                 NaN            NaN  0.978872E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4528                 NaN            NaN            NaN  0.536888                 NaN            NaN  0.103366E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.5261                 NaN            NaN            NaN  0.464966                 NaN            NaN  0.891287E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        98.9520                 NaN            NaN            NaN   1.02844                 NaN            NaN  0.195309E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4796                 NaN            NaN            NaN  0.510701                 NaN            NaN  0.966389E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4780                 NaN            NaN            NaN  0.512395                 NaN            NaN  0.962470E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4729                 NaN            NaN            NaN  0.517414                 NaN            NaN  0.966797E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4782                 NaN            NaN            NaN  0.512267                 NaN            NaN  0.949926E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4729                 NaN            NaN            NaN  0.517580                 NaN            NaN  0.956527E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4724                 NaN            NaN            NaN  0.518056                 NaN            NaN  0.952173E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4697                 NaN            NaN            NaN  0.520812                 NaN            NaN  0.952501E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4685                 NaN            NaN            NaN  0.521992                 NaN            NaN  0.948721E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4670                 NaN            NaN            NaN  0.523504                 NaN            NaN  0.946543E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4642                 NaN            NaN            NaN  0.526375                 NaN            NaN  0.946094E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4631                 NaN            NaN            NaN  0.527493                 NaN            NaN  0.942406E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4613                 NaN            NaN            NaN  0.529341                 NaN            NaN  0.939007E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4591                 NaN            NaN            NaN  0.531567                 NaN            NaN  0.938114E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4571                 NaN            NaN            NaN  0.533536                 NaN            NaN  0.937228E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4545                 NaN            NaN            NaN  0.536192                 NaN            NaN  0.935227E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4527                 NaN            NaN            NaN  0.538003                 NaN            NaN  0.932479E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4517                 NaN            NaN            NaN  0.539029                 NaN            NaN  0.929856E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4486                 NaN            NaN            NaN  0.542148                 NaN            NaN  0.929367E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.4449                 NaN            NaN            NaN  0.545794                 NaN            NaN  0.929007E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.4464                 NaN            NaN            NaN  0.544337                 NaN            NaN  0.922008E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4422                 NaN            NaN            NaN  0.548565                 NaN            NaN  0.923488E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.5001                 NaN            NaN            NaN  0.491611                 NaN            NaN  0.824819E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.9523                 NaN            NaN            NaN  0.467704E-001            NaN            NaN  0.888759E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        98.8612                 NaN            NaN            NaN   1.12028                 NaN            NaN  0.184936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.4361                 NaN            NaN            NaN  0.554757                 NaN            NaN  0.912739E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.4320                 NaN            NaN            NaN  0.558895                 NaN            NaN  0.914869E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.4299                 NaN            NaN            NaN  0.560930                 NaN            NaN  0.913039E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.4280                 NaN            NaN            NaN  0.562827                 NaN            NaN  0.912546E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.4254                 NaN            NaN            NaN  0.565482                 NaN            NaN  0.911351E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.4383                 NaN            NaN            NaN  0.552819                 NaN            NaN  0.886222E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.4081                 NaN            NaN            NaN  0.582613                 NaN            NaN  0.929291E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.4212                 NaN            NaN            NaN  0.569765                 NaN            NaN  0.904902E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.4187                 NaN            NaN            NaN  0.572234                 NaN            NaN  0.904042E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4170                 NaN            NaN            NaN  0.573943                 NaN            NaN  0.903003E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.4158                 NaN            NaN            NaN  0.575229                 NaN            NaN  0.900476E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.4144                 NaN            NaN            NaN  0.576633                 NaN            NaN  0.898555E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.4127                 NaN            NaN            NaN  0.578366                 NaN            NaN  0.897673E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.4114                 NaN            NaN            NaN  0.579619                 NaN            NaN  0.897138E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.4105                 NaN            NaN            NaN  0.580545                 NaN            NaN  0.894429E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.4089                 NaN            NaN            NaN  0.582148                 NaN            NaN  0.894180E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.4087                 NaN            NaN            NaN  0.582386                 NaN            NaN  0.891714E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.4076                 NaN            NaN            NaN  0.583474                 NaN            NaN  0.888664E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.4069                 NaN            NaN            NaN  0.584196                 NaN            NaN  0.888939E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.4067                 NaN            NaN            NaN  0.584469                 NaN            NaN  0.885896E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.4024                 NaN            NaN            NaN  0.588727                 NaN            NaN  0.890476E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.4093                 NaN            NaN            NaN  0.581966                 NaN            NaN  0.877211E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        98.5677                 NaN            NaN            NaN  0.331204                 NaN            NaN            NaN   1.10108                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        98.1980                 NaN            NaN            NaN  0.205542                 NaN            NaN            NaN   1.59649                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        98.2377                 NaN            NaN            NaN  0.200316                 NaN            NaN            NaN   1.56198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        98.2393                 NaN            NaN            NaN  0.197805                 NaN            NaN            NaN   1.56289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        98.3274                 NaN            NaN            NaN  0.190592                 NaN            NaN            NaN   1.48203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        98.3642                 NaN            NaN            NaN  0.187587                 NaN            NaN            NaN   1.44816                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.3723                 NaN            NaN            NaN  0.182461                 NaN            NaN            NaN   1.44520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        98.4231                 NaN            NaN            NaN  0.180280                 NaN            NaN            NaN   1.39667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.4415                 NaN            NaN            NaN  0.175583                 NaN            NaN            NaN   1.38292                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.4454                 NaN            NaN            NaN  0.174869                 NaN            NaN            NaN   1.37973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.5329                 NaN            NaN            NaN  0.163626                 NaN            NaN            NaN   1.30348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.5097                 NaN            NaN            NaN  0.166037                 NaN            NaN            NaN   1.32424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.5820                 NaN            NaN            NaN  0.158716                 NaN            NaN            NaN   1.25930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.5823                 NaN            NaN            NaN  0.157367                 NaN            NaN            NaN   1.26031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.6191                 NaN            NaN            NaN  0.144768                 NaN            NaN            NaN   1.23614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.6401                 NaN            NaN            NaN  0.154632                 NaN            NaN            NaN   1.20526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.6599                 NaN            NaN            NaN  0.143324                 NaN            NaN            NaN   1.19681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.6870                 NaN            NaN            NaN  0.141043                 NaN            NaN            NaN   1.17194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.7075                 NaN            NaN            NaN  0.137902                 NaN            NaN            NaN   1.15456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.7336                 NaN            NaN            NaN  0.134010                 NaN            NaN            NaN   1.13244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.7527                 NaN            NaN            NaN  0.132328                 NaN            NaN            NaN   1.11497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.7727                 NaN            NaN            NaN  0.129839                 NaN            NaN            NaN   1.09744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.8025                 NaN            NaN            NaN  0.126287                 NaN            NaN            NaN   1.07117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.7462                 NaN            NaN            NaN  0.127120                 NaN            NaN            NaN   1.12672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.9016                 NaN            NaN            NaN  0.111400                 NaN            NaN            NaN  0.986953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.8554                 NaN            NaN            NaN  0.116471                 NaN            NaN            NaN   1.02817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.8724                 NaN            NaN            NaN  0.116157                 NaN            NaN            NaN   1.01147                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.8920                 NaN            NaN            NaN  0.107976                 NaN            NaN            NaN   1.00007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.9062                 NaN            NaN            NaN  0.107217                 NaN            NaN            NaN  0.986610                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.9263                 NaN            NaN            NaN  0.104473                 NaN            NaN            NaN  0.969239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.9378                 NaN            NaN            NaN  0.103146                 NaN            NaN            NaN  0.959098                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.9625                 NaN            NaN            NaN  0.987114E-001            NaN            NaN            NaN  0.938761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.9719                 NaN            NaN            NaN  0.952759E-001            NaN            NaN            NaN  0.932857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
