|6.6.6
Archiving\03_Data\frac/QFM_m4.75/WD94/WD94_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          18
T(K)           P(bar)         melt(TH)       mang           iron           pxmn           O(HP)          O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm           
  1170.43        2500.00                 NaN            NaN            NaN            NaN   3.62790                 NaN            NaN            NaN            NaN   17.3952        3.24838       0.139193E-005            NaN   11.8685        60.1209        3.73911     
  1167.92        2500.00                 NaN            NaN            NaN            NaN   3.83017                 NaN            NaN            NaN            NaN   18.5141        1.56045       0.293848E-005            NaN   11.8657        60.4074        3.82210     
  1165.41        2500.00                 NaN            NaN            NaN            NaN   3.82899                 NaN            NaN            NaN            NaN   18.4296        1.65328       0.295887E-005            NaN   11.8707        60.3977        3.81973     
  1162.91        2500.00                 NaN            NaN            NaN            NaN   3.54036                 NaN            NaN            NaN            NaN   14.7331        6.09602                 NaN            NaN   11.9978        59.8923        3.74035     
  1160.40        2500.00                 NaN            NaN            NaN            NaN   3.55171                 NaN            NaN            NaN            NaN   14.5997        6.29271                 NaN            NaN   12.0366        59.8396        3.67969     
  1157.89        2500.00                 NaN            NaN            NaN            NaN   3.82537                 NaN            NaN            NaN            NaN   18.1674        1.93717       0.304292E-005            NaN   11.8848        60.3717        3.81354     
  1155.39        2500.00                 NaN            NaN            NaN            NaN   1.15594        2.53431                 NaN            NaN            NaN  0.692516        19.5402       0.117090E-005            NaN   11.7307        60.4847        3.86166     
  1152.88        2500.00                 NaN            NaN            NaN            NaN   3.50103                 NaN            NaN            NaN            NaN   13.9376        7.02883                 NaN            NaN   12.1076        59.7294        3.69552     
  1150.38        2500.00                 NaN            NaN            NaN            NaN   3.46802                 NaN            NaN            NaN            NaN   19.8853        1.17959                 NaN            NaN   12.1021        59.6791        3.68597     
  1147.87        2500.00                 NaN            NaN            NaN            NaN   3.41706                 NaN            NaN            NaN            NaN   19.2505        1.97381                 NaN            NaN   12.1962        59.5221        3.64042     
  1145.36        2500.00                 NaN            NaN            NaN            NaN   3.68861                 NaN            NaN            NaN            NaN   12.1869        1.58420        6.69250                 NaN   12.0538        60.0382        3.75578     
  1142.86        2500.00                 NaN            NaN            NaN            NaN   3.65651                 NaN            NaN            NaN            NaN   15.2004        5.35448       0.354041E-004            NaN   12.0421        60.0075        3.73902     
  1140.35        2500.00                 NaN            NaN            NaN            NaN   3.45871                 NaN            NaN            NaN            NaN   17.4804        3.57418                 NaN            NaN   12.1529        59.6478        3.68597     
  1137.84        2500.00                 NaN            NaN            NaN            NaN   3.38249                 NaN            NaN            NaN            NaN   17.9448        3.38942                 NaN            NaN   12.2456        59.4186        3.61912     
  1135.34        2500.00                 NaN            NaN            NaN            NaN   2.70707        1.09545                 NaN            NaN            NaN   16.1884        4.07102                 NaN            NaN   12.0440        60.1311        3.76294     
  1132.83        2500.00                 NaN            NaN            NaN            NaN   3.65684                 NaN            NaN            NaN            NaN   15.2315        5.33202                 NaN            NaN   12.0718        59.9756        3.73216     
  1130.33        2500.00                 NaN            NaN            NaN            NaN   3.71809                 NaN            NaN            NaN            NaN   10.9201        2.34582        6.93369                 NaN   11.5467        60.6280        3.90751     
  1127.82        2500.00                 NaN            NaN            NaN            NaN   2.77134        1.01761                 NaN            NaN            NaN   15.9142        4.38860                 NaN            NaN   12.0700        60.0851        3.75315     
  1125.31        2500.00                 NaN            NaN            NaN            NaN   2.81738       0.968209                 NaN            NaN            NaN   15.9145        4.40247                 NaN            NaN   12.0782        60.0694        3.74978     
  1122.81        2500.00                 NaN            NaN            NaN            NaN   3.39492                 NaN            NaN            NaN            NaN   19.8250        1.47391                 NaN            NaN   12.2880        59.3973        3.62081     
  1120.30        2500.00                 NaN            NaN            NaN            NaN   3.43694                 NaN            NaN            NaN            NaN   17.0053        4.11501                 NaN            NaN   12.2081        59.5644        3.67030     
  1117.79        2500.00                 NaN            NaN            NaN            NaN   3.36952                 NaN            NaN            NaN            NaN   16.3899        4.99362                 NaN            NaN   12.3155        59.3311        3.60028     
  1115.29        2500.00                 NaN            NaN            NaN            NaN   3.36151                 NaN            NaN            NaN            NaN   16.2790        5.12757                 NaN            NaN   12.3276        59.3086        3.59573     
  1112.78        2500.00                 NaN            NaN            NaN            NaN   3.39432                 NaN            NaN            NaN            NaN   4.72877        16.5874                 NaN            NaN   12.2978        59.3749        3.61674     
  1110.28        2500.00                 NaN            NaN            NaN            NaN   3.37186                 NaN            NaN            NaN            NaN   14.9870        6.39400                 NaN            NaN   12.3477        59.3069        3.59245     
  1107.77        2500.00                 NaN            NaN            NaN            NaN   3.34826                 NaN            NaN            NaN            NaN   16.1631        5.26110                 NaN            NaN   12.3432        59.2879        3.59640     
  1105.26        2500.00                 NaN            NaN            NaN            NaN   3.35226                 NaN            NaN            NaN            NaN   16.1930        5.21524                 NaN            NaN   12.3415        59.2973        3.60065     
  1102.76        2500.00                 NaN            NaN            NaN            NaN   2.01227        1.69919       0.946489E-004            NaN            NaN   14.7610        5.59575                 NaN            NaN   12.0360        60.1334        3.76229     
  1100.25        2500.00                 NaN            NaN            NaN            NaN   3.70034                 NaN            NaN            NaN            NaN   2.23545        10.9457        7.06203                 NaN   11.6963        60.4645        3.89571     
  1097.74        2500.00                 NaN            NaN            NaN            NaN   3.33663                 NaN            NaN            NaN            NaN   15.8815        5.57784                 NaN            NaN   12.3741        59.2412        3.58868     
  1095.24        2500.00                 NaN            NaN            NaN            NaN   3.32725                 NaN            NaN            NaN            NaN   15.7640        5.72150                 NaN            NaN   12.3880        59.2162        3.58308     
  1092.73        2500.00                 NaN            NaN            NaN            NaN   3.35353                 NaN            NaN            NaN            NaN   5.64403        15.7771                 NaN            NaN   12.3697        59.2580        3.59765     
  1090.23        2500.00                 NaN            NaN            NaN            NaN   3.66063                 NaN            NaN            NaN            NaN   14.6404        5.84901                 NaN            NaN   12.1522        59.9644        3.73347     
  1087.72        2500.00                 NaN            NaN            NaN            NaN   3.33541                 NaN            NaN            NaN            NaN   5.37686        16.1214                 NaN            NaN   12.4184        59.1774        3.57048     
  1085.21        2500.00                 NaN            NaN            NaN            NaN   3.27794                 NaN            NaN            NaN            NaN   6.56174        15.0965                 NaN            NaN   12.4701        59.0516        3.54220     
  1082.71        2500.00                 NaN            NaN            NaN            NaN   3.29202                 NaN            NaN            NaN            NaN   6.36805        15.2455                 NaN            NaN   12.4570        59.0847        3.55278     
  1080.20        2500.00                 NaN            NaN            NaN            NaN   3.25275                 NaN            NaN            NaN            NaN   14.9205        6.80476                 NaN            NaN   12.5029        58.9906        3.52842     
  1077.69        2500.00                 NaN            NaN            NaN            NaN   3.30044                 NaN            NaN            NaN            NaN   5.99033        15.6172                 NaN            NaN   12.4749        59.0710        3.54616     
  1075.19        2500.00                 NaN            NaN            NaN            NaN   3.28696                 NaN            NaN            NaN            NaN   15.4491        6.19717                 NaN            NaN   12.4930        59.0358        3.53797     
  1072.68        2500.00                 NaN            NaN            NaN            NaN   3.26722                 NaN            NaN            NaN            NaN   14.9705        6.71440                 NaN            NaN   12.4998        59.0101        3.53803     
  1070.18        2500.00                 NaN            NaN            NaN            NaN   3.21743                 NaN            NaN            NaN            NaN   14.5407        7.29710                 NaN            NaN   12.5623        58.8791        3.50334     
  1067.67        2500.00                 NaN            NaN            NaN            NaN   3.20796                 NaN            NaN            NaN            NaN   14.4549        7.40970                 NaN            NaN   12.5763        58.8533        3.49787     
  1065.16        2500.00                 NaN            NaN            NaN            NaN   3.24134                 NaN            NaN            NaN            NaN   14.5882        7.18089                 NaN            NaN   12.5463        58.9245        3.51880     
  1062.66        2500.00                 NaN            NaN            NaN            NaN  0.568250        3.29235                 NaN            NaN            NaN   5.10835        14.7557                 NaN            NaN   11.8562        60.5324        3.88671     
  1060.15        2500.00                 NaN            NaN            NaN            NaN   3.22534                 NaN            NaN            NaN            NaN   14.2856        7.53579                 NaN            NaN   12.5876        58.8675        3.49820     
  1057.64        2500.00                 NaN            NaN            NaN            NaN   3.20898                 NaN            NaN            NaN            NaN   14.3479        7.52140                 NaN            NaN   12.5953        58.8289        3.49741     
  1055.14        2500.00                 NaN            NaN            NaN            NaN   3.22416                 NaN            NaN            NaN            NaN   7.52524        14.2975                 NaN            NaN   12.5959        58.8564        3.50081     
  1052.63        2500.00                 NaN            NaN            NaN            NaN   3.21895                 NaN            NaN            NaN            NaN   7.89092        13.9446                 NaN            NaN   12.6251        58.8297        3.49068     
  1050.13        2500.00                 NaN            NaN            NaN            NaN   3.20131                 NaN            NaN            NaN            NaN   14.3220        7.53586                 NaN            NaN   12.6038        58.8302        3.50673     
  1047.62        2500.00                 NaN            NaN            NaN            NaN   3.27880                 NaN            NaN            NaN            NaN   7.07602        14.5873                 NaN            NaN   12.5301        58.9887        3.53903     
  1045.11        2500.00                 NaN            NaN            NaN            NaN   3.25522                 NaN            NaN            NaN            NaN   7.34754        14.3888                 NaN            NaN   12.5606        58.9238        3.52402     
  1042.61        2500.00                 NaN            NaN            NaN            NaN   3.09908                 NaN            NaN            NaN            NaN   8.51474        13.6836                 NaN            NaN   12.7428        58.5341        3.42578     
  1040.10        2500.00                 NaN            NaN            NaN            NaN   3.16017                 NaN            NaN            NaN            NaN   14.0849        7.91060                 NaN            NaN   12.6694        58.6984        3.47650     
  1037.59        2500.00                 NaN            NaN            NaN            NaN   3.21873                 NaN            NaN            NaN            NaN   7.77247        14.0682                 NaN            NaN   12.6052        58.8302        3.50524     
  1035.09        2500.00                 NaN            NaN            NaN            NaN   3.05432                 NaN            NaN            NaN            NaN   8.81439        13.5044                 NaN            NaN   12.7960        58.4281        3.40268     
  1032.58        2500.00                 NaN            NaN            NaN            NaN   3.13048                 NaN            NaN            NaN            NaN   8.47394        13.6445                 NaN            NaN   12.7426        58.5723        3.43618     
  1030.08        2500.00                 NaN            NaN            NaN            NaN   3.15058                 NaN            NaN            NaN            NaN   8.05645        13.9688                 NaN            NaN   12.6816        58.6694        3.47319     
  1027.57        2500.00                 NaN            NaN            NaN            NaN   3.13357                 NaN            NaN            NaN            NaN   13.9286        8.16206                 NaN            NaN   12.7322        58.5973        3.44633     
  1025.06        2500.00                 NaN            NaN            NaN            NaN   3.07524                 NaN            NaN            NaN            NaN   9.03823        13.2517                 NaN            NaN   12.8197        58.4160        3.39915     
  1022.56        2500.00                 NaN            NaN            NaN            NaN   3.24519                 NaN            NaN            NaN            NaN   13.9755        7.78554                 NaN            NaN   12.5951        58.8777        3.52093     
  1020.05        2500.00                 NaN            NaN            NaN            NaN   3.65090                 NaN            NaN            NaN            NaN   7.54103        10.7242        2.15440                 NaN   11.8993        60.1847        3.84554     
  1017.54        2500.00                 NaN            NaN            NaN            NaN   2.94278                 NaN            NaN            NaN            NaN   13.0531        9.60603                 NaN            NaN   12.9475        58.1189        3.33165     
  1015.04        2500.00                 NaN            NaN            NaN            NaN   2.93106                 NaN            NaN            NaN            NaN   13.0000        9.70312                 NaN            NaN   12.9718        58.0742        3.31982     
  1012.53        2500.00                 NaN            NaN            NaN            NaN   3.66303                 NaN            NaN            NaN            NaN   7.50011        10.5896        2.31435                 NaN   11.9117        60.1811        3.84009     
  1010.03        2500.00                 NaN            NaN            NaN            NaN   2.97757                 NaN            NaN            NaN            NaN   9.52081        13.0434                 NaN            NaN   12.9347        58.1777        3.34587     
  1007.52        2500.00                 NaN            NaN            NaN            NaN   3.48716                 NaN            NaN            NaN            NaN   8.64547        12.2128                 NaN            NaN   12.0301        59.8477        3.77684     
  1005.01        2500.00                 NaN            NaN            NaN            NaN   2.84741                 NaN            NaN            NaN            NaN   12.7204        10.2241                 NaN            NaN   13.0706        57.8648        3.27274     
  1002.51        2500.00                 NaN            NaN            NaN            NaN   2.88732                 NaN            NaN            NaN            NaN   12.8618        9.97735                 NaN            NaN   13.0515        57.9368        3.28523     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   3.53607                 NaN            NaN            NaN            NaN   11.9157        8.47148       0.375283                 NaN   12.0776        59.8671        3.75676     
