|6.6.6
Archiving\03_Data\eq/QFM_m4.5/TAY13/TAY13_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           Ni             iron           O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1381.41        2500.00        7.65434                 NaN            NaN            NaN   59.0135       0.815253        1.02551        19.4888        3.92201        7.02104        1.05948                 NaN            NaN
  1378.21        2500.00        7.65434                 NaN            NaN            NaN   59.0135       0.815253        1.02551        19.4888        3.92201        7.02104        1.05948                 NaN            NaN
  1375.00        2500.00        7.65434                 NaN            NaN            NaN   59.0135       0.815253        1.02551        19.4888        3.92201        7.02104        1.05948                 NaN            NaN
  1371.79        2500.00        7.65434                 NaN            NaN            NaN   59.0135       0.815253        1.02551        19.4888        3.92201        7.02104        1.05948                 NaN            NaN
  1368.59        2500.00        7.65434                 NaN            NaN            NaN   59.0135       0.815253        1.02551        19.4888        3.92201        7.02104        1.05948                 NaN            NaN
  1365.38        2500.00        7.65434                 NaN            NaN            NaN   59.0135       0.815253        1.02551        19.4888        3.92201        7.02104        1.05948                 NaN            NaN
  1362.18        2500.00        7.65434                 NaN            NaN            NaN   59.0135       0.815253        1.02551        19.4888        3.92201        7.02104        1.05948                 NaN            NaN
  1358.97        2500.00        6.10241                 NaN            NaN            NaN   59.1080       0.815256        1.07976        19.0584        7.41000        4.78632        1.63982                 NaN            NaN
  1355.77        2500.00        6.10241                 NaN            NaN            NaN   59.1080       0.815256        1.07976        19.0584        7.41000        4.78632        1.63982                 NaN            NaN
  1352.56        2500.00        6.10241                 NaN            NaN            NaN   59.1080       0.815256        1.07976        19.0584        7.41000        4.78632        1.63982                 NaN            NaN
  1349.36        2500.00        6.10241                 NaN            NaN            NaN   59.1080       0.815256        1.07976        19.0584        7.41000        4.78632        1.63982                 NaN            NaN
  1346.15        2500.00        6.10241                 NaN            NaN            NaN   59.1080       0.815256        1.07976        19.0584        7.41000        4.78632        1.63982                 NaN            NaN
  1342.95        2500.00        6.10241                 NaN            NaN            NaN   59.1080       0.815256        1.07976        19.0584        7.41000        4.78632        1.63982                 NaN            NaN
  1339.74        2500.00        6.10241                 NaN            NaN            NaN   59.1080       0.815256        1.07976        19.0584        7.41000        4.78632        1.63982                 NaN            NaN
  1336.54        2500.00        6.10241                 NaN            NaN            NaN   59.1080       0.815256        1.07976        19.0584        7.41000        4.78632        1.63982                 NaN            NaN
  1333.33        2500.00        4.97917                 NaN            NaN            NaN   59.1312       0.815257        1.12940        18.7772        5.41237        7.67821        2.07719                 NaN            NaN
  1330.13        2500.00        4.97917                 NaN            NaN            NaN   59.1312       0.815257        1.12940        18.7772        5.41237        7.67821        2.07719                 NaN            NaN
  1326.92        2500.00        4.74167                 NaN            NaN            NaN   59.1291       0.815258        1.14109        18.7252        7.73602        5.54149        2.17009                 NaN            NaN
  1323.72        2500.00        4.62782                 NaN            NaN            NaN   59.1238       0.815258        1.14750        18.7025        7.76425        5.60520        2.21362                 NaN            NaN
  1320.51        2500.00        1.20871                 NaN            NaN            NaN   59.5440       0.815261        1.17132        18.2322        6.13070        8.08678        2.64901        2.16205                 NaN
  1317.31        2500.00                 NaN            NaN            NaN            NaN   59.6977       0.815262        1.18083        18.0853        8.19476        6.28308        2.80515        2.93788                 NaN
  1314.10        2500.00                 NaN            NaN            NaN            NaN   59.7003       0.815262        1.18373        18.1202        6.23782        8.19093        2.81154        2.94022                 NaN
  1310.90        2500.00                 NaN            NaN            NaN            NaN   59.7003       0.815262        1.18373        18.1202        6.23782        8.19093        2.81154        2.94022                 NaN
  1307.69        2500.00                 NaN            NaN            NaN            NaN   59.7081       0.815263        1.18897        18.1895        8.18260        6.14573        2.82476        2.94512                 NaN
  1304.49        2500.00                 NaN            NaN            NaN            NaN   59.7081       0.815263        1.18897        18.1895        8.18260        6.14573        2.82476        2.94512                 NaN
  1301.28        2500.00                 NaN            NaN            NaN            NaN   59.7081       0.815263        1.18897        18.1895        8.18260        6.14573        2.82476        2.94512                 NaN
  1298.08        2500.00                 NaN            NaN            NaN            NaN   59.7081       0.815263        1.18897        18.1895        8.18260        6.14573        2.82476        2.94512                 NaN
  1294.87        2500.00                 NaN            NaN            NaN            NaN   59.7081       0.815263        1.18897        18.1895        8.18260        6.14573        2.82476        2.94512                 NaN
  1291.67        2500.00                 NaN            NaN            NaN            NaN   59.7081       0.815263        1.18897        18.1895        8.18260        6.14573        2.82476        2.94512                 NaN
  1288.46        2500.00                 NaN            NaN            NaN            NaN   59.7081       0.815263        1.18897        18.1895        8.18260        6.14573        2.82476        2.94512                 NaN
  1285.26        2500.00                 NaN            NaN            NaN            NaN   59.7081       0.815263        1.18897        18.1895        8.18260        6.14573        2.82476        2.94512                 NaN
  1282.05        2500.00                 NaN            NaN            NaN            NaN   59.7306       0.815264        1.21295        18.4399        5.81518        8.14927        2.87419        2.96259                 NaN
  1278.85        2500.00                 NaN            NaN            NaN            NaN   59.7306       0.815264        1.21295        18.4399        5.81518        8.14927        2.87419        2.96259                 NaN
  1275.64        2500.00                 NaN            NaN            NaN            NaN   59.7306       0.815264        1.21295        18.4399        5.81518        8.14927        2.87419        2.96259                 NaN
  1272.44        2500.00                 NaN            NaN            NaN            NaN   59.7306       0.815264        1.21295        18.4399        5.81518        8.14927        2.87419        2.96259                 NaN
  1269.23        2500.00                 NaN            NaN            NaN            NaN   59.7306       0.815264        1.21295        18.4399        5.81518        8.14927        2.87419        2.96259                 NaN
  1266.03        2500.00                 NaN            NaN            NaN            NaN   59.7306       0.815264        1.21295        18.4399        5.81518        8.14927        2.87419        2.96259                 NaN
  1262.82        2500.00                 NaN            NaN            NaN            NaN   59.7306       0.815264        1.21295        18.4399        5.81518        8.14927        2.87419        2.96259                 NaN
  1259.62        2500.00                 NaN            NaN            NaN            NaN   59.7306       0.815264        1.21295        18.4399        5.81518        8.14927        2.87419        2.96259                 NaN
  1256.41        2500.00                 NaN            NaN            NaN            NaN   59.7451       0.815264        1.24055        18.6573        5.52793        8.11836        2.91829        2.97721                 NaN
  1253.21        2500.00                 NaN            NaN            NaN            NaN   59.7451       0.815264        1.24055        18.6573        5.52793        8.11836        2.91829        2.97721                 NaN
  1250.00        2500.00                 NaN            NaN            NaN            NaN   59.7451       0.815264        1.24055        18.6573        5.52793        8.11836        2.91829        2.97721                 NaN
  1246.79        2500.00                 NaN            NaN            NaN            NaN   59.7451       0.815264        1.24055        18.6573        5.52793        8.11836        2.91829        2.97721                 NaN
  1243.59        2500.00                 NaN            NaN            NaN            NaN   59.7451       0.815264        1.24055        18.6573        5.52793        8.11836        2.91829        2.97721                 NaN
  1240.38        2500.00                 NaN            NaN            NaN            NaN   59.7451       0.815264        1.24055        18.6573        5.52793        8.11836        2.91829        2.97721                 NaN
  1237.18        2500.00                 NaN            NaN            NaN            NaN   59.7451       0.815264        1.24055        18.6573        5.52793        8.11836        2.91829        2.97721                 NaN
  1233.97        2500.00                 NaN            NaN            NaN            NaN   59.7451       0.815264        1.24055        18.6573        5.52793        8.11836        2.91829        2.97721                 NaN
  1230.77        2500.00                 NaN            NaN            NaN            NaN   59.7529       0.815265        1.27119        18.8492        8.09010        5.27426        2.95758        2.98943                 NaN
  1227.56        2500.00                 NaN            NaN            NaN            NaN   59.7529       0.815265        1.27119        18.8492        8.09010        5.27426        2.95758        2.98943                 NaN
  1224.36        2500.00                 NaN            NaN            NaN            NaN   59.7529       0.815265        1.27119        18.8492        8.09010        5.27426        2.95758        2.98943                 NaN
  1221.15        2500.00                 NaN            NaN            NaN            NaN   59.7529       0.815265        1.27119        18.8492        8.09010        5.27426        2.95758        2.98943                 NaN
  1217.95        2500.00                 NaN            NaN            NaN            NaN   59.7529       0.815265        1.27119        18.8492        8.09010        5.27426        2.95758        2.98943                 NaN
  1214.74        2500.00                 NaN            NaN            NaN            NaN   59.7529       0.815265        1.27119        18.8492        8.09010        5.27426        2.95758        2.98943                 NaN
  1211.54        2500.00                 NaN            NaN            NaN            NaN   59.7529       0.815265        1.27119        18.8492        8.09010        5.27426        2.95758        2.98943                 NaN
  1208.33        2500.00                 NaN            NaN            NaN            NaN   59.7529       0.815265        1.27119        18.8492        8.09010        5.27426        2.95758        2.98943                 NaN
  1205.13        2500.00                 NaN            NaN            NaN            NaN   59.7524       0.815266        1.30522        19.0232        5.04809        8.06479        2.99149        2.99960                 NaN
  1201.92        2500.00                 NaN            NaN            NaN            NaN   59.7524       0.815266        1.30522        19.0232        5.04809        8.06479        2.99149        2.99960                 NaN
  1198.72        2500.00                 NaN            NaN            NaN            NaN   59.7524       0.815266        1.30522        19.0232        5.04809        8.06479        2.99149        2.99960                 NaN
  1195.51        2500.00                 NaN            NaN            NaN            NaN   59.7524       0.815266        1.30522        19.0232        5.04809        8.06479        2.99149        2.99960                 NaN
  1192.31        2500.00                 NaN            NaN            NaN            NaN   59.7524       0.815266        1.30522        19.0232        5.04809        8.06479        2.99149        2.99960                 NaN
  1189.10        2500.00                 NaN            NaN            NaN            NaN   59.7524       0.815266        1.30522        19.0232        5.04809        8.06479        2.99149        2.99960                 NaN
  1185.90        2500.00                 NaN            NaN            NaN            NaN   59.7524       0.815266        1.30522        19.0232        5.04809        8.06479        2.99149        2.99960                 NaN
  1182.69        2500.00                 NaN            NaN            NaN            NaN   59.7524       0.815266        1.30522        19.0232        5.04809        8.06479        2.99149        2.99960                 NaN
  1179.49        2500.00                 NaN            NaN            NaN            NaN   59.7433       0.815267        1.34251        19.1842        8.04403        4.84305        3.01996        3.00765                 NaN
  1176.28        2500.00                 NaN            NaN            NaN            NaN   59.7433       0.815267        1.34251        19.1842        8.04403        4.84305        3.01996        3.00765                 NaN
  1173.08        2500.00                 NaN            NaN            NaN            NaN   59.7433       0.815267        1.34251        19.1842        8.04403        4.84305        3.01996        3.00765                 NaN
  1169.87        2500.00                 NaN            NaN            NaN            NaN   59.7433       0.815267        1.34251        19.1842        8.04403        4.84305        3.01996        3.00765                 NaN
  1166.67        2500.00                 NaN            NaN            NaN            NaN   59.7433       0.815267        1.34251        19.1842        8.04403        4.84305        3.01996        3.00765                 NaN
  1163.46        2500.00                 NaN            NaN            NaN            NaN   59.7433       0.815267        1.34251        19.1842        8.04403        4.84305        3.01996        3.00765                 NaN
  1160.26        2500.00                 NaN            NaN            NaN            NaN   59.7433       0.815267        1.34251        19.1842        8.04403        4.84305        3.01996        3.00765                 NaN
  1157.05        2500.00                 NaN            NaN            NaN            NaN   59.7433       0.815267        1.34251        19.1842        8.04403        4.84305        3.01996        3.00765                 NaN
  1153.85        2500.00                 NaN            NaN            NaN            NaN   59.7264       0.815267        1.38315        19.3366        4.65471        8.02735        3.04280        3.01379                 NaN
  1150.64        2500.00                 NaN            NaN            NaN            NaN   59.7264       0.815267        1.38315        19.3366        4.65471        8.02735        3.04280        3.01379                 NaN
  1147.44        2500.00                 NaN            NaN            NaN            NaN   59.7264       0.815267        1.38315        19.3366        4.65471        8.02735        3.04280        3.01379                 NaN
  1144.23        2500.00                 NaN            NaN            NaN            NaN   59.7264       0.815267        1.38315        19.3366        4.65471        8.02735        3.04280        3.01379                 NaN
  1141.03        2500.00                 NaN            NaN            NaN            NaN   59.7264       0.815267        1.38315        19.3366        4.65471        8.02735        3.04280        3.01379                 NaN
  1137.82        2500.00                 NaN            NaN            NaN            NaN   59.7264       0.815267        1.38315        19.3366        4.65471        8.02735        3.04280        3.01379                 NaN
  1134.62        2500.00                 NaN            NaN            NaN            NaN   59.7264       0.815267        1.38315        19.3366        4.65471        8.02735        3.04280        3.01379                 NaN
  1131.41        2500.00                 NaN            NaN            NaN            NaN   59.7264       0.815267        1.38315        19.3366        4.65471        8.02735        3.04280        3.01379                 NaN
  1128.21        2500.00                 NaN            NaN            NaN            NaN   59.7016       0.815268        1.42729        19.4834        8.01505        4.47978        3.05960        3.01803                 NaN
  1125.00        2500.00                 NaN            NaN            NaN            NaN   59.7016       0.815268        1.42729        19.4834        8.01505        4.47978        3.05960        3.01803                 NaN
  1121.79        2500.00                 NaN            NaN            NaN            NaN   59.7016       0.815268        1.42729        19.4834        8.01505        4.47978        3.05960        3.01803                 NaN
  1118.59        2500.00                 NaN            NaN            NaN            NaN   59.7016       0.815268        1.42729        19.4834        8.01505        4.47978        3.05960        3.01803                 NaN
  1115.38        2500.00                 NaN            NaN            NaN            NaN   59.7016       0.815268        1.42729        19.4834        8.01505        4.47978        3.05960        3.01803                 NaN
  1112.18        2500.00                 NaN            NaN            NaN            NaN   59.7016       0.815268        1.42729        19.4834        8.01505        4.47978        3.05960        3.01803                 NaN
  1108.97        2500.00                 NaN            NaN            NaN            NaN   59.7016       0.815268        1.42729        19.4834        8.01505        4.47978        3.05960        3.01803                 NaN
  1105.77        2500.00                 NaN            NaN            NaN            NaN   59.7016       0.815268        1.42729        19.4834        8.01505        4.47978        3.05960        3.01803                 NaN
  1102.56        2500.00                 NaN            NaN            NaN            NaN   59.6679       0.815268        1.47528        19.6280        8.00750        4.31557        3.07010        3.02036                 NaN
  1099.36        2500.00                 NaN            NaN            NaN            NaN   59.6679       0.815268        1.47528        19.6280        8.00750        4.31557        3.07010        3.02036                 NaN
  1096.15        2500.00                 NaN            NaN            NaN            NaN   59.6679       0.815268        1.47528        19.6280        8.00750        4.31557        3.07010        3.02036                 NaN
  1092.95        2500.00                 NaN            NaN            NaN            NaN   59.6679       0.815268        1.47528        19.6280        8.00750        4.31557        3.07010        3.02036                 NaN
  1089.74        2500.00                 NaN            NaN            NaN            NaN   59.6679       0.815268        1.47528        19.6280        8.00750        4.31557        3.07010        3.02036                 NaN
  1086.54        2500.00                 NaN            NaN            NaN            NaN   59.6679       0.815268        1.47528        19.6280        8.00750        4.31557        3.07010        3.02036                 NaN
  1083.33        2500.00                 NaN            NaN            NaN            NaN   59.6679       0.815268        1.47528        19.6280        8.00750        4.31557        3.07010        3.02036                 NaN
  1080.13        2500.00                 NaN            NaN            NaN            NaN   59.6679       0.815268        1.47528        19.6280        8.00750        4.31557        3.07010        3.02036                 NaN
  1076.92        2500.00                 NaN            NaN            NaN            NaN   59.6241       0.815269        1.52754        19.7728        8.00532        4.16073        3.07373        3.02047                 NaN
  1073.72        2500.00                 NaN            NaN            NaN            NaN   59.6241       0.815269        1.52754        19.7728        8.00532        4.16073        3.07373        3.02047                 NaN
  1070.51        2500.00                 NaN            NaN            NaN            NaN   59.6241       0.815269        1.52754        19.7728        8.00532        4.16073        3.07373        3.02047                 NaN
  1067.31        2500.00                 NaN            NaN            NaN            NaN   59.6241       0.815269        1.52754        19.7728        8.00532        4.16073        3.07373        3.02047                 NaN
  1064.10        2500.00                 NaN            NaN            NaN            NaN   59.6241       0.815269        1.52754        19.7728        8.00532        4.16073        3.07373        3.02047                 NaN
  1060.90        2500.00                 NaN            NaN            NaN            NaN   59.6241       0.815269        1.52754        19.7728        8.00532        4.16073        3.07373        3.02047                 NaN
  1057.69        2500.00                 NaN            NaN            NaN            NaN   59.6241       0.815269        1.52754        19.7728        8.00532        4.16073        3.07373        3.02047                 NaN
  1054.49        2500.00                 NaN            NaN            NaN            NaN   59.6241       0.815269        1.52754        19.7728        8.00532        4.16073        3.07373        3.02047                 NaN
  1051.28        2500.00                 NaN            NaN            NaN            NaN   59.5698       0.815269        1.58453        19.9201        4.01333        8.00885        3.06977        3.01839                 NaN
  1048.08        2500.00                 NaN            NaN            NaN            NaN   59.5698       0.815269        1.58453        19.9201        4.01333        8.00885        3.06977        3.01839                 NaN
  1044.87        2500.00                 NaN            NaN            NaN            NaN   59.5540       0.815269        1.59967        19.9578        8.01049        3.97785        3.06739        3.01754                 NaN
  1041.67        2500.00                 NaN            NaN            NaN            NaN   59.5461       0.815270        1.60730        19.9765        8.01195        3.96000        3.06605        2.98978       0.270468E-001
  1038.46        2500.00                 NaN            NaN            NaN            NaN   59.5342       0.815270        1.61550        19.9944        8.01723        3.94878        3.06513        2.11807       0.891445     
  1035.26        2500.00                 NaN            NaN            NaN            NaN   59.5342       0.815270        1.61550        19.9944        8.01723        3.94878        3.06513        2.11807       0.891445     
  1032.05        2500.00                 NaN            NaN            NaN            NaN   59.5076       0.815270        1.63253        20.0319        8.02939        3.92705        3.06252       0.602360        2.39135     
  1028.85        2500.00                 NaN            NaN            NaN            NaN   59.4935       0.815269        1.64134        20.0515        8.03599        3.91575        3.06057                 NaN   2.98608     
  1025.64        2500.00                 NaN            NaN            NaN            NaN   59.4860       0.815270        1.64925        20.0704        3.89692        8.03673        3.05828                 NaN   2.98721     
  1022.44        2500.00                 NaN            NaN            NaN            NaN   59.4860       0.815270        1.64925        20.0704        3.89692        8.03673        3.05828                 NaN   2.98721     
  1019.23        2500.00                 NaN            NaN            NaN            NaN   59.4860       0.815270        1.64925        20.0704        3.89692        8.03673        3.05828                 NaN   2.98721     
  1016.03        2500.00                 NaN            NaN            NaN            NaN   59.4860       0.815270        1.64925        20.0704        3.89692        8.03673        3.05828                 NaN   2.98721     
  1012.82        2500.00                 NaN            NaN            NaN            NaN   59.4860       0.815270        1.64925        20.0704        3.89692        8.03673        3.05828                 NaN   2.98721     
  1009.62        2500.00                 NaN            NaN            NaN            NaN   59.4860       0.815270        1.64925        20.0704        3.89692        8.03673        3.05828                 NaN   2.98721     
  1006.41        2500.00                 NaN            NaN            NaN            NaN   59.4860       0.815270        1.64925        20.0704        3.89692        8.03673        3.05828                 NaN   2.98721     
  1003.21        2500.00                 NaN            NaN            NaN            NaN   59.4860       0.815270        1.64925        20.0704        3.89692        8.03673        3.05828                 NaN   2.98721     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   59.4142       0.815270        1.71719        20.2262        8.04801        3.75045        3.03244                 NaN   2.99622     
