|6.6.6
Archiving\03_Data\eq/QFM_m4.5/TAY13/TAY13_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           Ni             iron           O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1381.41        2500.00        9.58138                 NaN            NaN            NaN   57.0610       0.735048       0.805671        19.4610        3.95123        7.12008        1.28463                 NaN            NaN
  1378.21        2500.00        9.58114                 NaN            NaN            NaN   57.0610       0.735058       0.805696        19.4610        3.95126        7.12010        1.28471                 NaN            NaN
  1375.00        2500.00        9.58090                 NaN            NaN            NaN   57.0610       0.735068       0.805721        19.4611        3.95129        7.12011        1.28479                 NaN            NaN
  1371.79        2500.00        9.58066                 NaN            NaN            NaN   57.0610       0.735078       0.805747        19.4612        3.95132        7.12013        1.28487                 NaN            NaN
  1368.59        2500.00        9.58042                 NaN            NaN            NaN   57.0610       0.735087       0.805772        19.4613        3.95134        7.12014        1.28495                 NaN            NaN
  1365.38        2500.00        9.58017                 NaN            NaN            NaN   57.0610       0.735097       0.805797        19.4614        3.95137        7.12016        1.28503                 NaN            NaN
  1362.18        2500.00        9.57993                 NaN            NaN            NaN   57.0610       0.735107       0.805823        19.4614        3.95140        7.12017        1.28511                 NaN            NaN
  1358.97        2500.00        7.76991                 NaN            NaN            NaN   57.2255       0.736253       0.850607        19.0587        7.53139        4.83537        1.99224                 NaN            NaN
  1355.77        2500.00        7.76976                 NaN            NaN            NaN   57.2254       0.736262       0.850633        19.0588        7.53139        4.83540        1.99236                 NaN            NaN
  1352.56        2500.00        7.76960                 NaN            NaN            NaN   57.2254       0.736270       0.850658        19.0588        7.53140        4.83543        1.99248                 NaN            NaN
  1349.36        2500.00        7.76945                 NaN            NaN            NaN   57.2253       0.736279       0.850683        19.0589        7.53141        4.83546        1.99260                 NaN            NaN
  1346.15        2500.00        7.76929                 NaN            NaN            NaN   57.2252       0.736287       0.850709        19.0589        7.53141        4.83548        1.99272                 NaN            NaN
  1342.95        2500.00        7.76914                 NaN            NaN            NaN   57.2251       0.736296       0.850734        19.0590        7.53142        4.83551        1.99284                 NaN            NaN
  1339.74        2500.00        7.76898                 NaN            NaN            NaN   57.2250       0.736304       0.850759        19.0590        7.53143        4.83554        1.99296                 NaN            NaN
  1336.54        2500.00        7.76883                 NaN            NaN            NaN   57.2249       0.736313       0.850784        19.0591        7.53143        4.83557        1.99308                 NaN            NaN
  1333.33        2500.00        6.43085                 NaN            NaN            NaN   57.3108       0.737253       0.892226        18.8007        5.48190        7.81823        2.52801                 NaN            NaN
  1330.13        2500.00        6.43075                 NaN            NaN            NaN   57.3107       0.737261       0.892251        18.8008        5.48192        7.81824        2.52816                 NaN            NaN
  1326.92        2500.00        6.14374                 NaN            NaN            NaN   57.3233       0.737486       0.902118        18.7547        7.88025        5.61623        2.64216                 NaN            NaN
  1323.72        2500.00        6.00550                 NaN            NaN            NaN   57.3271       0.737601       0.907487        18.7338        7.91048        5.68230        2.69572                 NaN            NaN
  1320.51        2500.00        1.57486                 NaN            NaN            NaN   57.8772       0.739442       0.928846        18.3076        6.23469        8.26471        3.23412        2.83854                 NaN
  1317.31        2500.00                 NaN            NaN            NaN            NaN   58.0735       0.740071       0.937288        18.1764        8.38589        6.39796        3.42782        3.86111                 NaN
  1314.10        2500.00                 NaN            NaN            NaN            NaN   58.0749       0.740064       0.939533        18.2109        6.35212        8.38255        3.43577        3.86418                 NaN
  1310.90        2500.00                 NaN            NaN            NaN            NaN   58.0746       0.740070       0.939557        18.2109        6.35214        8.38254        3.43596        3.86425                 NaN
  1307.69        2500.00                 NaN            NaN            NaN            NaN   58.0787       0.740050       0.943635        18.2804        8.37537        6.25908        3.45219        3.87061                 NaN
  1304.49        2500.00                 NaN            NaN            NaN            NaN   58.0784       0.740056       0.943659        18.2803        8.37536        6.25910        3.45238        3.87068                 NaN
  1301.28        2500.00                 NaN            NaN            NaN            NaN   58.0781       0.740061       0.943684        18.2803        8.37534        6.25912        3.45258        3.87075                 NaN
  1298.08        2500.00                 NaN            NaN            NaN            NaN   58.0778       0.740067       0.943708        18.2803        8.37533        6.25914        3.45277        3.87083                 NaN
  1294.87        2500.00                 NaN            NaN            NaN            NaN   58.0775       0.740073       0.943732        18.2803        8.37531        6.25916        3.45296        3.87090                 NaN
  1291.67        2500.00                 NaN            NaN            NaN            NaN   58.0772       0.740078       0.943757        18.2803        8.37530        6.25918        3.45316        3.87097                 NaN
  1288.46        2500.00                 NaN            NaN            NaN            NaN   58.0769       0.740084       0.943781        18.2803        8.37528        6.25921        3.45335        3.87105                 NaN
  1285.26        2500.00                 NaN            NaN            NaN            NaN   58.0766       0.740089       0.943805        18.2803        8.37527        6.25923        3.45355        3.87112                 NaN
  1282.05        2500.00                 NaN            NaN            NaN            NaN   58.0886       0.740001       0.962437        18.5303        5.92510        8.34627        3.51374        3.89360                 NaN
  1278.85        2500.00                 NaN            NaN            NaN            NaN   58.0882       0.740007       0.962462        18.5303        5.92512        8.34625        3.51394        3.89367                 NaN
  1275.64        2500.00                 NaN            NaN            NaN            NaN   58.0879       0.740012       0.962486        18.5303        5.92514        8.34624        3.51413        3.89374                 NaN
  1272.44        2500.00                 NaN            NaN            NaN            NaN   58.0876       0.740018       0.962511        18.5303        5.92517        8.34622        3.51433        3.89382                 NaN
  1269.23        2500.00                 NaN            NaN            NaN            NaN   58.0873       0.740023       0.962536        18.5303        5.92519        8.34621        3.51453        3.89389                 NaN
  1266.03        2500.00                 NaN            NaN            NaN            NaN   58.0870       0.740029       0.962560        18.5303        5.92521        8.34619        3.51473        3.89396                 NaN
  1262.82        2500.00                 NaN            NaN            NaN            NaN   58.0867       0.740034       0.962584        18.5303        5.92523        8.34617        3.51492        3.89404                 NaN
  1259.62        2500.00                 NaN            NaN            NaN            NaN   58.0864       0.740039       0.962609        18.5303        5.92525        8.34616        3.51512        3.89411                 NaN
  1256.41        2500.00                 NaN            NaN            NaN            NaN   58.0917       0.739966       0.984206        18.7477        5.63514        8.31958        3.56886        3.91291                 NaN
  1253.21        2500.00                 NaN            NaN            NaN            NaN   58.0914       0.739971       0.984231        18.7477        5.63516        8.31956        3.56906        3.91298                 NaN
  1250.00        2500.00                 NaN            NaN            NaN            NaN   58.0910       0.739977       0.984255        18.7477        5.63518        8.31955        3.56926        3.91305                 NaN
  1246.79        2500.00                 NaN            NaN            NaN            NaN   58.0907       0.739982       0.984280        18.7477        5.63520        8.31953        3.56946        3.91312                 NaN
  1243.59        2500.00                 NaN            NaN            NaN            NaN   58.0904       0.739987       0.984305        18.7477        5.63523        8.31951        3.56966        3.91320                 NaN
  1240.38        2500.00                 NaN            NaN            NaN            NaN   58.0901       0.739992       0.984330        18.7477        5.63525        8.31950        3.56987        3.91327                 NaN
  1237.18        2500.00                 NaN            NaN            NaN            NaN   58.0898       0.739998       0.984354        18.7477        5.63527        8.31948        3.57007        3.91334                 NaN
  1233.97        2500.00                 NaN            NaN            NaN            NaN   58.0895       0.740003       0.984379        18.7477        5.63530        8.31946        3.57027        3.91341                 NaN
  1230.77        2500.00                 NaN            NaN            NaN            NaN   58.0890       0.739942        1.00852        18.9403        8.29550        5.37947        3.61821        3.92911                 NaN
  1227.56        2500.00                 NaN            NaN            NaN            NaN   58.0886       0.739947        1.00855        18.9403        8.29548        5.37949        3.61842        3.92918                 NaN
  1224.36        2500.00                 NaN            NaN            NaN            NaN   58.0883       0.739952        1.00857        18.9403        8.29546        5.37952        3.61862        3.92926                 NaN
  1221.15        2500.00                 NaN            NaN            NaN            NaN   58.0880       0.739958        1.00860        18.9403        8.29545        5.37954        3.61882        3.92933                 NaN
  1217.95        2500.00                 NaN            NaN            NaN            NaN   58.0877       0.739963        1.00862        18.9403        8.29543        5.37956        3.61902        3.92940                 NaN
  1214.74        2500.00                 NaN            NaN            NaN            NaN   58.0874       0.739968        1.00865        18.9403        8.29541        5.37959        3.61923        3.92947                 NaN
  1211.54        2500.00                 NaN            NaN            NaN            NaN   58.0871       0.739973        1.00867        18.9403        8.29539        5.37961        3.61943        3.92954                 NaN
  1208.33        2500.00                 NaN            NaN            NaN            NaN   58.0867       0.739978        1.00870        18.9403        8.29538        5.37963        3.61963        3.92962                 NaN
  1205.13        2500.00                 NaN            NaN            NaN            NaN   58.0799       0.739930        1.03561        19.1147        5.15178        8.27439        3.66107        3.94268                 NaN
  1201.92        2500.00                 NaN            NaN            NaN            NaN   58.0795       0.739935        1.03564        19.1147        5.15180        8.27437        3.66128        3.94275                 NaN
  1198.72        2500.00                 NaN            NaN            NaN            NaN   58.0792       0.739940        1.03566        19.1147        5.15183        8.27436        3.66148        3.94282                 NaN
  1195.51        2500.00                 NaN            NaN            NaN            NaN   58.0789       0.739945        1.03569        19.1147        5.15185        8.27434        3.66169        3.94289                 NaN
  1192.31        2500.00                 NaN            NaN            NaN            NaN   58.0786       0.739950        1.03571        19.1147        5.15188        8.27432        3.66189        3.94296                 NaN
  1189.10        2500.00                 NaN            NaN            NaN            NaN   58.0782       0.739954        1.03574        19.1147        5.15190        8.27430        3.66209        3.94303                 NaN
  1185.90        2500.00                 NaN            NaN            NaN            NaN   58.0779       0.739959        1.03577        19.1147        5.15193        8.27428        3.66230        3.94310                 NaN
  1182.69        2500.00                 NaN            NaN            NaN            NaN   58.0776       0.739964        1.03579        19.1148        5.15195        8.27426        3.66250        3.94318                 NaN
  1179.49        2500.00                 NaN            NaN            NaN            NaN   58.0644       0.739929        1.06539        19.2761        8.25785        4.94542        3.69737        3.95352                 NaN
  1176.28        2500.00                 NaN            NaN            NaN            NaN   58.0640       0.739934        1.06542        19.2762        8.25783        4.94545        3.69757        3.95359                 NaN
  1173.08        2500.00                 NaN            NaN            NaN            NaN   58.0637       0.739938        1.06544        19.2762        8.25781        4.94547        3.69778        3.95367                 NaN
  1169.87        2500.00                 NaN            NaN            NaN            NaN   58.0634       0.739943        1.06547        19.2762        8.25779        4.94550        3.69799        3.95374                 NaN
  1166.67        2500.00                 NaN            NaN            NaN            NaN   58.0631       0.739948        1.06550        19.2762        8.25777        4.94553        3.69819        3.95381                 NaN
  1163.46        2500.00                 NaN            NaN            NaN            NaN   58.0627       0.739953        1.06552        19.2762        8.25776        4.94555        3.69840        3.95388                 NaN
  1160.26        2500.00                 NaN            NaN            NaN            NaN   58.0624       0.739957        1.06555        19.2762        8.25774        4.94558        3.69861        3.95395                 NaN
  1157.05        2500.00                 NaN            NaN            NaN            NaN   58.0621       0.739962        1.06557        19.2762        8.25772        4.94560        3.69881        3.95402                 NaN
  1153.85        2500.00                 NaN            NaN            NaN            NaN   58.0425       0.739940        1.09797        19.4292        4.75616        8.24550        3.72685        3.96191                 NaN
  1150.64        2500.00                 NaN            NaN            NaN            NaN   58.0422       0.739944        1.09800        19.4292        4.75618        8.24548        3.72706        3.96198                 NaN
  1147.44        2500.00                 NaN            NaN            NaN            NaN   58.0418       0.739949        1.09803        19.4292        4.75621        8.24546        3.72727        3.96205                 NaN
  1144.23        2500.00                 NaN            NaN            NaN            NaN   58.0415       0.739953        1.09805        19.4292        4.75623        8.24544        3.72748        3.96212                 NaN
  1141.03        2500.00                 NaN            NaN            NaN            NaN   58.0411       0.739958        1.09808        19.4293        4.75626        8.24542        3.72768        3.96219                 NaN
  1137.82        2500.00                 NaN            NaN            NaN            NaN   58.0408       0.739963        1.09811        19.4293        4.75629        8.24540        3.72789        3.96226                 NaN
  1134.62        2500.00                 NaN            NaN            NaN            NaN   58.0405       0.739967        1.09813        19.4293        4.75631        8.24538        3.72810        3.96233                 NaN
  1131.41        2500.00                 NaN            NaN            NaN            NaN   58.0401       0.739972        1.09816        19.4293        4.75634        8.24536        3.72831        3.96240                 NaN
  1128.21        2500.00                 NaN            NaN            NaN            NaN   58.0139       0.739963        1.13355        19.5773        8.23773        4.58063        3.74903        3.96787                 NaN
  1125.00        2500.00                 NaN            NaN            NaN            NaN   58.0136       0.739968        1.13358        19.5773        8.23771        4.58066        3.74924        3.96794                 NaN
  1121.79        2500.00                 NaN            NaN            NaN            NaN   58.0132       0.739972        1.13361        19.5773        8.23769        4.58068        3.74945        3.96801                 NaN
  1118.59        2500.00                 NaN            NaN            NaN            NaN   58.0129       0.739976        1.13363        19.5774        8.23767        4.58071        3.74965        3.96808                 NaN
  1115.38        2500.00                 NaN            NaN            NaN            NaN   58.0126       0.739981        1.13366        19.5774        8.23765        4.58074        3.74986        3.96815                 NaN
  1112.18        2500.00                 NaN            NaN            NaN            NaN   58.0122       0.739985        1.13369        19.5774        8.23762        4.58076        3.75007        3.96822                 NaN
  1108.97        2500.00                 NaN            NaN            NaN            NaN   58.0119       0.739990        1.13372        19.5774        8.23760        4.58079        3.75028        3.96829                 NaN
  1105.77        2500.00                 NaN            NaN            NaN            NaN   58.0115       0.739994        1.13374        19.5775        8.23758        4.58082        3.75049        3.96836                 NaN
  1102.56        2500.00                 NaN            NaN            NaN            NaN   57.9782       0.740000        1.17235        19.7234        8.23492        4.41608        3.76358        3.97139                 NaN
  1099.36        2500.00                 NaN            NaN            NaN            NaN   57.9779       0.740004        1.17238        19.7235        8.23490        4.41611        3.76379        3.97146                 NaN
  1096.15        2500.00                 NaN            NaN            NaN            NaN   57.9776       0.740008        1.17241        19.7235        8.23488        4.41614        3.76400        3.97153                 NaN
  1092.95        2500.00                 NaN            NaN            NaN            NaN   57.9772       0.740013        1.17243        19.7235        8.23485        4.41617        3.76421        3.97160                 NaN
  1089.74        2500.00                 NaN            NaN            NaN            NaN   57.9769       0.740017        1.17246        19.7235        8.23483        4.41620        3.76441        3.97167                 NaN
  1086.54        2500.00                 NaN            NaN            NaN            NaN   57.9765       0.740021        1.17249        19.7236        8.23481        4.41622        3.76462        3.97174                 NaN
  1083.33        2500.00                 NaN            NaN            NaN            NaN   57.9762       0.740025        1.17252        19.7236        8.23479        4.41625        3.76483        3.97180                 NaN
  1080.13        2500.00                 NaN            NaN            NaN            NaN   57.9758       0.740030        1.17254        19.7236        8.23477        4.41628        3.76504        3.97187                 NaN
  1076.92        2500.00                 NaN            NaN            NaN            NaN   57.9345       0.740051        1.21480        19.8700        8.23768        4.26112        3.76979        3.97207                 NaN
  1073.72        2500.00                 NaN            NaN            NaN            NaN   57.9342       0.740055        1.21483        19.8700        8.23766        4.26114        3.76999        3.97213                 NaN
  1070.51        2500.00                 NaN            NaN            NaN            NaN   57.9338       0.740059        1.21485        19.8700        8.23764        4.26117        3.77020        3.97220                 NaN
  1067.31        2500.00                 NaN            NaN            NaN            NaN   57.9335       0.740063        1.21488        19.8701        8.23762        4.26120        3.77041        3.97227                 NaN
  1064.10        2500.00                 NaN            NaN            NaN            NaN   57.9331       0.740067        1.21491        19.8701        8.23760        4.26123        3.77062        3.97234                 NaN
  1060.90        2500.00                 NaN            NaN            NaN            NaN   57.9328       0.740071        1.21494        19.8701        8.23758        4.26126        3.77083        3.97241                 NaN
  1057.69        2500.00                 NaN            NaN            NaN            NaN   57.9324       0.740075        1.21497        19.8702        8.23755        4.26129        3.77104        3.97248                 NaN
  1054.49        2500.00                 NaN            NaN            NaN            NaN   57.9321       0.740080        1.21500        19.8702        8.23753        4.26132        3.77125        3.97255                 NaN
  1051.28        2500.00                 NaN            NaN            NaN            NaN   57.8821       0.740118        1.26131        20.0195        4.11380        8.24646        3.76677        3.96995                 NaN
  1048.08        2500.00                 NaN            NaN            NaN            NaN   57.8818       0.740122        1.26134        20.0195        4.11383        8.24644        3.76697        3.97001                 NaN
  1044.87        2500.00                 NaN            NaN            NaN            NaN   57.8674       0.740138        1.27368        20.0576        8.24954        4.07833        3.76431        3.96899                 NaN
  1041.67        2500.00                 NaN            NaN            NaN            NaN   57.8598       0.740148        1.27994        20.0768        8.25172        4.06054        3.76292        3.93257       0.355272E-001
  1038.46        2500.00                 NaN            NaN            NaN            NaN   57.8488       0.740164        1.28674        20.0953        8.25921        4.05060        3.76206        2.78622        1.17095     
  1035.26        2500.00                 NaN            NaN            NaN            NaN   57.8485       0.740168        1.28677        20.0953        8.25919        4.05063        3.76227        2.78626        1.17093     
  1032.05        2500.00                 NaN            NaN            NaN            NaN   57.8250       0.740197        1.30081        20.1335        8.27592        4.03145        3.75940       0.792521        3.14115     
  1028.85        2500.00                 NaN            NaN            NaN            NaN   57.8127       0.740214        1.30810        20.1533        8.28472        4.02136        3.75728                 NaN   3.92234     
  1025.64        2500.00                 NaN            NaN            NaN            NaN   57.8054       0.740224        1.31459        20.1726        4.00252        8.28618        3.75470                 NaN   3.92379     
  1022.44        2500.00                 NaN            NaN            NaN            NaN   57.8051       0.740229        1.31463        20.1727        4.00255        8.28617        3.75492                 NaN   3.92372     
  1019.23        2500.00                 NaN            NaN            NaN            NaN   57.8048       0.740234        1.31466        20.1728        4.00259        8.28617        3.75513                 NaN   3.92366     
  1016.03        2500.00                 NaN            NaN            NaN            NaN   57.8045       0.740238        1.31469        20.1728        4.00263        8.28616        3.75534                 NaN   3.92360     
  1012.82        2500.00                 NaN            NaN            NaN            NaN   57.8042       0.740243        1.31472        20.1729        4.00266        8.28615        3.75555                 NaN   3.92354     
  1009.62        2500.00                 NaN            NaN            NaN            NaN   57.8040       0.740248        1.31475        20.1730        4.00270        8.28614        3.75576                 NaN   3.92348     
  1006.41        2500.00                 NaN            NaN            NaN            NaN   57.8037       0.740253        1.31479        20.1730        4.00274        8.28613        3.75598                 NaN   3.92342     
  1003.21        2500.00                 NaN            NaN            NaN            NaN   57.8034       0.740257        1.31482        20.1731        4.00277        8.28612        3.75619                 NaN   3.92336     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   57.7390       0.740314        1.37044        20.3309        8.30333        3.85571        3.72492                 NaN   3.93541     
