|6.6.6
Archiving\03_Data\eq/QFM_m4.5/TAY13/TAY13_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           Ni             iron           O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1884.62        2500.00        88.6392       0.862139E-001  0.330045E-002  0.214780        10.5932       0.463263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        87.3570                 NaN  0.270335E-002  0.230294        11.7238       0.686189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        86.6387                 NaN  0.229390E-002  0.219024        12.4535       0.686489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        85.9245                 NaN  0.187556E-002  0.206499        13.1803       0.686781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        85.2098                 NaN  0.145693E-002  0.193965        13.9077       0.687071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        84.4995                 NaN  0.104197E-002  0.180251        14.6261       0.687358       0.581007E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        83.7774                 NaN  0.609525E-003  0.164336        15.3516       0.687643       0.183526E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        83.0597                 NaN  0.175464E-003  0.147798        16.0736       0.687922       0.308095E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        82.3544                 NaN            NaN  0.130829        16.7835       0.688194       0.431244E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        81.6612                 NaN            NaN  0.112234        17.4829       0.688453       0.551942E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        80.9676                 NaN            NaN  0.936263E-001   18.1828       0.688710       0.672732E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        80.2735                 NaN            NaN  0.750066E-001   18.8832       0.688966       0.793612E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        79.5790                 NaN            NaN  0.563749E-001   19.5840       0.689221       0.914583E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        78.8897                 NaN            NaN  0.354202E-001   20.2821       0.689461       0.103296                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        78.2000                 NaN            NaN  0.144530E-001   20.9807       0.689700       0.115142                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        77.5182                 NaN            NaN            NaN   21.6653       0.689975       0.126537                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        76.8963                 NaN            NaN            NaN   22.2766       0.690303       0.136786                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        76.2707                 NaN            NaN            NaN   22.8917       0.690635       0.146941                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        75.6446                 NaN            NaN            NaN   23.5073       0.690965       0.157106                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        75.0179                 NaN            NaN            NaN   24.1235       0.691295       0.167280                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        74.3907                 NaN            NaN            NaN   24.7402       0.691623       0.177464                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        73.7930                 NaN            NaN            NaN   25.3280       0.691939       0.187000                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        73.1949                 NaN            NaN            NaN   25.9163       0.692254       0.196544                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        72.5962                 NaN            NaN            NaN   26.5051       0.692568       0.206098                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        71.9971                 NaN            NaN            NaN   27.0943       0.692880       0.215659                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        71.3976                 NaN            NaN            NaN   27.6840       0.693191       0.225229                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        70.7976                 NaN            NaN            NaN   28.2741       0.693501       0.234807                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        70.1971                 NaN            NaN            NaN   28.8647       0.693810       0.244393                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        69.5962                 NaN            NaN            NaN   29.4557       0.694117       0.253988                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        69.0308                 NaN            NaN            NaN   30.0120       0.694410       0.262816                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        68.4650                 NaN            NaN            NaN   30.5687       0.694702       0.271651                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        67.8988                 NaN            NaN            NaN   31.1257       0.694992       0.280493                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        67.3322                 NaN            NaN            NaN   31.6832       0.695281       0.289342                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        66.7652                 NaN            NaN            NaN   32.2410       0.695569       0.298198                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        66.1979                 NaN            NaN            NaN   32.7992       0.695856       0.307061                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        65.6302                 NaN            NaN            NaN   33.3577       0.696141       0.315930                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        65.0621                 NaN            NaN            NaN   33.9167       0.696425       0.324807                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        64.5315                 NaN            NaN            NaN   34.4388       0.696692       0.333026                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        64.0005                 NaN            NaN            NaN   34.9613       0.696958       0.341251                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        63.4692                 NaN            NaN            NaN   35.4841       0.697222       0.349483                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        62.9376                 NaN            NaN            NaN   36.0072       0.697486       0.357719                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        62.4057                 NaN            NaN            NaN   36.5306       0.697748       0.365961                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        61.8735                 NaN            NaN            NaN   37.0542       0.698008       0.374209                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        61.3411                 NaN            NaN            NaN   37.5782       0.698267       0.382463                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        60.8083                 NaN            NaN            NaN   38.1025       0.698525       0.390721                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        60.3141                 NaN            NaN            NaN   38.5888       0.698765       0.398355                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        59.8196                 NaN            NaN            NaN   39.0754       0.699004       0.405993                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        59.3249                 NaN            NaN            NaN   39.5622       0.699242       0.413636                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        58.8300                 NaN            NaN            NaN   40.0493       0.699478       0.421283                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        58.3348                 NaN            NaN            NaN   40.5365       0.699713       0.428934                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        57.8394                 NaN            NaN            NaN   41.0241       0.699947       0.436590                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        57.3438                 NaN            NaN            NaN   41.5118       0.700179       0.444250                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        56.8480                 NaN            NaN            NaN   41.9997       0.700409       0.451915                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        56.3923                 NaN            NaN            NaN   42.4479       0.700622       0.459103                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        55.9365                 NaN            NaN            NaN   42.8963       0.700833       0.466295                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        55.4806                 NaN            NaN            NaN   43.3449       0.701043       0.473490                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        55.0245                 NaN            NaN            NaN   43.7936       0.701252       0.480689                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        54.5682                 NaN            NaN            NaN   44.2425       0.701459       0.487892                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        54.1117                 NaN            NaN            NaN   44.6915       0.701665       0.495097                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        53.6551                 NaN            NaN            NaN   45.1407       0.701870       0.502307                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        53.1983                 NaN            NaN            NaN   45.5901       0.702073       0.509519                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        52.7841                 NaN            NaN            NaN   45.9973       0.702257       0.516315                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        52.3698                 NaN            NaN            NaN   46.4046       0.702440       0.523113                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        51.9554                 NaN            NaN            NaN   46.8120       0.702622       0.529914                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        51.5409                 NaN            NaN            NaN   47.2196       0.702802       0.536718                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        51.1263                 NaN            NaN            NaN   47.6272       0.702982       0.543524                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        50.7116                 NaN            NaN            NaN   48.0349       0.703159       0.550333                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        50.2968                 NaN            NaN            NaN   48.4427       0.703336       0.557145                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        49.8819                 NaN            NaN            NaN   48.8507       0.703511       0.563959                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        49.5094                 NaN            NaN            NaN   49.2166       0.703669       0.570328                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        49.1368                 NaN            NaN            NaN   49.5826       0.703825       0.576699                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        48.7643                 NaN            NaN            NaN   49.9487       0.703980       0.583071                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        48.3916                 NaN            NaN            NaN   50.3148       0.704134       0.589446                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        48.0189                 NaN            NaN            NaN   50.6810       0.704287       0.595823                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        47.6461                 NaN            NaN            NaN   51.0473       0.704438       0.602201                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        47.2733                 NaN            NaN            NaN   51.4135       0.704588       0.608581                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        46.9004                 NaN            NaN            NaN   51.7799       0.704737       0.614964                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        46.5587                 NaN            NaN            NaN   52.1152       0.704874       0.621297                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        46.2169                 NaN            NaN            NaN   52.4505       0.705009       0.627632                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        45.8751                 NaN            NaN            NaN   52.7858       0.705143       0.633969                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        45.5332                 NaN            NaN            NaN   53.1212       0.705276       0.640307                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        45.2073                 NaN            NaN            NaN   53.4412       0.705403       0.646102                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        44.8813                 NaN            NaN            NaN   53.7613       0.705528       0.651898                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        44.0789                 NaN            NaN            NaN   53.9028       0.706131       0.650473       0.661670                 NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        43.2577                 NaN            NaN            NaN   54.0215       0.706761       0.647518        1.36653                 NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        42.5473                 NaN            NaN            NaN   54.1176       0.707317       0.644689        1.98308                 NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        41.8359                 NaN            NaN            NaN   54.2138       0.707873       0.641855        2.60057                 NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        41.1235                 NaN            NaN            NaN   54.3101       0.708428       0.639016        3.21902                 NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        40.4100                 NaN            NaN            NaN   54.4064       0.708984       0.636172        3.83841                 NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        39.6955                 NaN            NaN            NaN   54.5029       0.709540       0.633324        4.45875                 NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        38.9800                 NaN            NaN            NaN   54.5994       0.710096       0.630470        5.08004                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        38.2634                 NaN            NaN            NaN   54.6960       0.710651       0.627612        5.70229                 NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        37.5459                 NaN            NaN            NaN   54.7927       0.711207       0.624749        6.32548                 NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        36.9814                 NaN            NaN            NaN   54.8603       0.711660       0.621270        6.82540                 NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        36.4163                 NaN            NaN            NaN   54.9278       0.712112       0.617785        7.32594                 NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        35.8506                 NaN            NaN            NaN   54.9955       0.712564       0.614296        7.82709                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        35.2842                 NaN            NaN            NaN   55.0631       0.713016       0.610803        8.32885                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        34.7172                 NaN            NaN            NaN   55.1308       0.713468       0.607305        8.83123                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        34.1495                 NaN            NaN            NaN   55.1986       0.713921       0.603802        9.33422                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        33.5812                 NaN            NaN            NaN   55.2663       0.714373       0.600294        9.83783                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        33.0122                 NaN            NaN            NaN   55.3341       0.714824       0.596782        10.3421                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        32.5454                 NaN            NaN            NaN   55.3831       0.715208       0.592835        10.7634                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        32.0782                 NaN            NaN            NaN   55.4321       0.715592       0.588884        11.1852                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        31.6106                 NaN            NaN            NaN   55.4810       0.715975       0.584928        11.6075                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        31.1425                 NaN            NaN            NaN   55.5300       0.716359       0.580968        12.0302                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        30.6739                 NaN            NaN            NaN   55.5791       0.716742       0.577004        12.4533                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        30.2049                 NaN            NaN            NaN   55.6281       0.717125       0.573036        12.8768                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        29.7355                 NaN            NaN            NaN   55.6772       0.717508       0.569063        13.3008                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        29.2657                 NaN            NaN            NaN   55.7262       0.717891       0.565086        13.7251                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        28.8634                 NaN            NaN            NaN   55.7638       0.718230       0.560547        14.0940                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        28.4608                 NaN            NaN            NaN   55.8015       0.718569       0.556005        14.4632                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        28.0578                 NaN            NaN            NaN   55.8391       0.718907       0.551458        14.8327                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        27.6546                 NaN            NaN            NaN   55.8768       0.719246       0.546906        15.2025                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        27.2510                 NaN            NaN            NaN   55.9145       0.719585       0.542351        15.5726                 NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        26.8471                 NaN            NaN            NaN   55.9521       0.719923       0.537792        15.9431                 NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00        26.4428                 NaN            NaN            NaN   55.9898       0.720261       0.533228        16.3139                 NaN            NaN            NaN            NaN            NaN
  1512.82        2500.00        26.0382                 NaN            NaN            NaN   56.0275       0.720600       0.528660        16.6850                 NaN            NaN            NaN            NaN            NaN
  1509.62        2500.00        25.6777                 NaN            NaN            NaN   56.0589       0.720910       0.523516        17.0190                 NaN            NaN            NaN            NaN            NaN
  1506.41        2500.00        25.3169                 NaN            NaN            NaN   56.0902       0.721220       0.518368        17.3533                 NaN            NaN            NaN            NaN            NaN
  1503.21        2500.00        24.9559                 NaN            NaN            NaN   56.1216       0.721531       0.513216        17.6878                 NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00        24.5946                 NaN            NaN            NaN   56.1530       0.721841       0.508060        18.0225                 NaN            NaN            NaN            NaN            NaN
  1496.79        2500.00        24.2330                 NaN            NaN            NaN   56.1843       0.722151       0.502899        18.3576                 NaN            NaN            NaN            NaN            NaN
  1493.59        2500.00        23.8712                 NaN            NaN            NaN   56.2157       0.722461       0.497734        18.6929                 NaN            NaN            NaN            NaN            NaN
  1490.38        2500.00        23.5091                 NaN            NaN            NaN   56.2471       0.722772       0.492566        19.0284                 NaN            NaN            NaN            NaN            NaN
  1487.18        2500.00        23.1468                 NaN            NaN            NaN   56.2785       0.723082       0.487393        19.3643                 NaN            NaN            NaN            NaN            NaN
  1483.97        2500.00        22.8056                 NaN            NaN            NaN   56.3077       0.723379       0.482027        19.6814                 NaN            NaN            NaN            NaN            NaN
  1480.77        2500.00        22.4641                 NaN            NaN            NaN   56.3368       0.723676       0.476657        19.9987                 NaN            NaN            NaN            NaN            NaN
  1477.56        2500.00        22.1151                 NaN            NaN            NaN   56.3676       0.723980       0.470466        20.3229                 NaN            NaN            NaN            NaN            NaN
  1474.36        2500.00        21.5172                 NaN            NaN            NaN   56.4218       0.724542       0.477022        20.4084       0.451086                 NaN            NaN            NaN            NaN
  1471.15        2500.00        20.9736                 NaN            NaN            NaN   56.4664       0.725061       0.484007        20.4968       0.854092                 NaN            NaN            NaN            NaN
  1467.95        2500.00        20.4294                 NaN            NaN            NaN   56.5110       0.725579       0.491005        20.5854        1.25766                 NaN            NaN            NaN            NaN
  1464.74        2500.00        19.8844                 NaN            NaN            NaN   56.5557       0.726097       0.498014        20.6740        1.66180                 NaN            NaN            NaN            NaN
  1461.54        2500.00        19.3387                 NaN            NaN            NaN   56.6004       0.726615       0.505035        20.7628        2.06650                 NaN            NaN            NaN            NaN
  1458.33        2500.00        18.8344                 NaN            NaN            NaN   56.6325       0.727105       0.514397        20.8473        2.44427                 NaN            NaN            NaN            NaN
  1455.13        2500.00        18.3296                 NaN            NaN            NaN   56.6646       0.727594       0.523773        20.9319        2.82254                 NaN            NaN            NaN            NaN
  1451.92        2500.00        17.8410                 NaN            NaN            NaN   56.6865       0.728071       0.536373        20.9325       0.106570        3.16898                 NaN            NaN            NaN
  1448.72        2500.00        17.3297                 NaN            NaN            NaN   56.6944       0.728571       0.555086        20.8009        3.49426       0.397034                 NaN            NaN            NaN
  1445.51        2500.00        17.3290                 NaN            NaN            NaN   56.6948       0.728586       0.555107        20.8011        3.49429       0.397039                 NaN            NaN            NaN
  1442.31        2500.00        17.3284                 NaN            NaN            NaN   56.6952       0.728601       0.555128        20.8013        3.49432       0.397044                 NaN            NaN            NaN
  1439.10        2500.00        17.3277                 NaN            NaN            NaN   56.6956       0.728616       0.555148        20.8015        3.49434       0.397048                 NaN            NaN            NaN
  1435.90        2500.00        15.5032                 NaN            NaN            NaN   56.7083       0.730386       0.627171        20.4385        4.66995        1.32250                 NaN            NaN            NaN
  1432.69        2500.00        15.5026                 NaN            NaN            NaN   56.7086       0.730400       0.627193        20.4387        4.66998        1.32251                 NaN            NaN            NaN
  1429.49        2500.00        15.5021                 NaN            NaN            NaN   56.7089       0.730414       0.627216        20.4389        4.67001        1.32253                 NaN            NaN            NaN
  1426.28        2500.00        15.5015                 NaN            NaN            NaN   56.7092       0.730428       0.627239        20.4390        4.67005        1.32254                 NaN            NaN            NaN
  1423.08        2500.00        13.9070                 NaN            NaN            NaN   56.6890       0.732018       0.700878        20.2751        5.70904        1.98697                 NaN            NaN            NaN
  1419.87        2500.00        13.9065                 NaN            NaN            NaN   56.6892       0.732031       0.700902        20.2753        5.70907        1.98699                 NaN            NaN            NaN
  1416.67        2500.00        13.1950                 NaN            NaN            NaN   56.6701       0.732763       0.737549        20.2424        6.17336        2.24888                 NaN            NaN            NaN
  1413.46        2500.00        12.7583                 NaN            NaN            NaN   56.7071       0.733070       0.748009        20.1660        2.44185        6.32620       0.119463                 NaN            NaN
  1410.26        2500.00        12.3089                 NaN            NaN            NaN   56.7603       0.733342       0.754921        20.0692        2.65109        6.44295       0.279362                 NaN            NaN
  1407.05        2500.00        12.3085                 NaN            NaN            NaN   56.7604       0.733354       0.754947        20.0693        2.65111        6.44297       0.279380                 NaN            NaN
  1403.85        2500.00        12.3081                 NaN            NaN            NaN   56.7606       0.733365       0.754972        20.0694        2.65113        6.44300       0.279398                 NaN            NaN
  1400.64        2500.00        12.3077                 NaN            NaN            NaN   56.7607       0.733377       0.754998        20.0696        2.65116        6.44303       0.279416                 NaN            NaN
  1397.44        2500.00        12.3074                 NaN            NaN            NaN   56.7609       0.733389       0.755024        20.0697        2.65118        6.44306       0.279434                 NaN            NaN
  1394.23        2500.00        12.3070                 NaN            NaN            NaN   56.7610       0.733401       0.755050        20.0698        2.65121        6.44309       0.279452                 NaN            NaN
  1391.03        2500.00        12.3066                 NaN            NaN            NaN   56.7612       0.733412       0.755075        20.0699        2.65123        6.44312       0.279470                 NaN            NaN
  1387.82        2500.00        12.3062                 NaN            NaN            NaN   56.7613       0.733424       0.755101        20.0701        2.65126        6.44314       0.279488                 NaN            NaN
  1384.62        2500.00        9.58162                 NaN            NaN            NaN   57.0610       0.735038       0.805645        19.4609        3.95121        7.12007        1.28455                 NaN            NaN
