|6.6.6
Archiving\03_Data\Deq/QFM_m0.25/YM20/YM20_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  1717.95        2500.00        62.6352        36.4248       0.940022                 NaN            NaN            NaN            NaN
  1714.74        2500.00        62.1180        36.9315       0.950526                 NaN            NaN            NaN            NaN
  1711.54        2500.00        61.6008        37.4382       0.961030                 NaN            NaN            NaN            NaN
  1708.33        2500.00        61.0836        37.9449       0.971534                 NaN            NaN            NaN            NaN
  1705.13        2500.00        60.5664        38.4516       0.982039                 NaN            NaN            NaN            NaN
  1701.92        2500.00        60.0492        38.9583       0.992544                 NaN            NaN            NaN            NaN
  1698.72        2500.00        59.5319        39.4650        1.00305                 NaN            NaN            NaN            NaN
  1695.51        2500.00        59.0147        39.9718        1.01355                 NaN            NaN            NaN            NaN
  1692.31        2500.00        58.4974        40.4786        1.02406                 NaN            NaN            NaN            NaN
  1689.10        2500.00        58.0026        40.9634        1.03401                 NaN            NaN            NaN            NaN
  1685.90        2500.00        57.5079        41.4482        1.04397                 NaN            NaN            NaN            NaN
  1682.69        2500.00        57.0131        41.9330        1.05392                 NaN            NaN            NaN            NaN
  1679.49        2500.00        56.5183        42.4178        1.06387                 NaN            NaN            NaN            NaN
  1676.28        2500.00        56.0235        42.9027        1.07383                 NaN            NaN            NaN            NaN
  1673.08        2500.00        55.5286        43.3876        1.08378                 NaN            NaN            NaN            NaN
  1669.87        2500.00        55.0338        43.8725        1.09373                 NaN            NaN            NaN            NaN
  1666.67        2500.00        54.5389        44.3574        1.10369                 NaN            NaN            NaN            NaN
  1663.46        2500.00        54.0656        44.8213        1.11315                 NaN            NaN            NaN            NaN
  1660.26        2500.00        53.5922        45.2852        1.12261                 NaN            NaN            NaN            NaN
  1657.05        2500.00        53.1188        45.7492        1.13207                 NaN            NaN            NaN            NaN
  1653.85        2500.00        52.6454        46.2131        1.14153                 NaN            NaN            NaN            NaN
  1650.64        2500.00        51.7547        46.5622        1.14322       0.539856                 NaN            NaN            NaN
  1647.44        2500.00        50.2830        46.7491        1.13604        1.83190                 NaN            NaN            NaN
  1644.23        2500.00        48.9115        46.9223        1.12825        3.03804                 NaN            NaN            NaN
  1641.03        2500.00        47.5399        47.0954        1.12046        4.24423                 NaN            NaN            NaN
  1637.82        2500.00        46.4221        47.2325        1.11222        5.23321                 NaN            NaN            NaN
  1634.62        2500.00        45.3043        47.3695        1.10398        6.22222                 NaN            NaN            NaN
  1631.41        2500.00        44.1865        47.5065        1.09574        7.21126                 NaN            NaN            NaN
  1628.21        2500.00        43.0686        47.6436        1.08749        8.20034                 NaN            NaN            NaN
  1625.00        2500.00        41.9507        47.7806        1.07925        9.18945                 NaN            NaN            NaN
  1621.79        2500.00        40.8327        47.9177        1.07101        10.1786                 NaN            NaN            NaN
  1618.59        2500.00        39.7147        48.0547        1.06277        11.1678                 NaN            NaN            NaN
  1615.38        2500.00        38.5967        48.1918        1.05453        12.1570                 NaN            NaN            NaN
  1612.18        2500.00        37.7602        48.2871        1.04561        12.9071                 NaN            NaN            NaN
  1608.97        2500.00        36.9237        48.3824        1.03669        13.6572                 NaN            NaN            NaN
  1605.77        2500.00        36.0871        48.4777        1.02777        14.4074                 NaN            NaN            NaN
  1602.56        2500.00        35.2506        48.5730        1.01886        15.1576                 NaN            NaN            NaN
  1599.36        2500.00        34.4140        48.6683        1.00994        15.9078                 NaN            NaN            NaN
  1596.15        2500.00        33.5774        48.7636        1.00102        16.6580                 NaN            NaN            NaN
  1592.95        2500.00        32.7407        48.8589       0.992101        17.4082                 NaN            NaN            NaN
  1589.74        2500.00        31.9041        48.9542       0.983182        18.1585                 NaN            NaN            NaN
  1586.54        2500.00        31.2372        49.0221       0.973268        18.7675                 NaN            NaN            NaN
  1583.33        2500.00        30.5702        49.0900       0.963354        19.3765                 NaN            NaN            NaN
  1580.13        2500.00        29.9032        49.1578       0.953440        19.9855                 NaN            NaN            NaN
  1576.92        2500.00        29.2363        49.2257       0.943526        20.5945                 NaN            NaN            NaN
  1573.72        2500.00        28.5693        49.2936       0.933611        21.2036                 NaN            NaN            NaN
  1570.51        2500.00        27.9023        49.3614       0.923696        21.8126                 NaN            NaN            NaN
  1567.31        2500.00        27.2352        49.4293       0.913782        22.4217                 NaN            NaN            NaN
  1564.10        2500.00        26.5682        49.4972       0.903866        23.0308                 NaN            NaN            NaN
  1560.90        2500.00        26.0006        49.5481       0.892245        23.5591                 NaN            NaN            NaN
  1557.69        2500.00        25.4329        49.5990       0.880623        24.0874                 NaN            NaN            NaN
  1554.49        2500.00        24.8653        49.6499       0.869000        24.6158                 NaN            NaN            NaN
  1551.28        2500.00        24.2976        49.7009       0.857378        25.1442                 NaN            NaN            NaN
  1548.08        2500.00        23.7299        49.7518       0.845756        25.6725                 NaN            NaN            NaN
  1544.87        2500.00        23.1622        49.8027       0.834133        26.2009                 NaN            NaN            NaN
  1541.67        2500.00        22.5946        49.8536       0.822510        26.7293                 NaN            NaN            NaN
  1538.46        2500.00        22.0269        49.9046       0.810887        27.2577                 NaN            NaN            NaN
  1535.26        2500.00        21.5088        49.9447       0.796617        27.7499                 NaN            NaN            NaN
  1532.05        2500.00        20.9907        49.9848       0.782347        28.2421                 NaN            NaN            NaN
  1528.85        2500.00        20.4727        50.0249       0.768076        28.7344                 NaN            NaN            NaN
  1525.64        2500.00        19.9546        50.0650       0.753805        29.2266                 NaN            NaN            NaN
  1522.44        2500.00        19.4365        50.1051       0.739535        29.7188                 NaN            NaN            NaN
  1519.23        2500.00        18.9184        50.1452       0.725264        30.2111                 NaN            NaN            NaN
  1516.03        2500.00        18.4003        50.1854       0.710993        30.7033                 NaN            NaN            NaN
  1512.82        2500.00        17.8823        50.2255       0.696722        31.1955                 NaN            NaN            NaN
  1509.62        2500.00        17.3871        50.2595       0.680638        31.6728                 NaN            NaN            NaN
  1506.41        2500.00        16.8919        50.2934       0.664554        32.1501                 NaN            NaN            NaN
  1503.21        2500.00        16.3967        50.3274       0.648470        32.6274                 NaN            NaN            NaN
  1500.00        2500.00        15.9015        50.3614       0.632386        33.1047                 NaN            NaN            NaN
  1496.79        2500.00        15.1427        50.4018       0.630931        33.3253       0.499255                 NaN            NaN
  1493.59        2500.00        14.3618        50.4368       0.633762        33.4928        1.07489                 NaN            NaN
  1490.38        2500.00        13.6401        50.4619       0.638822        33.6434        1.61577                 NaN            NaN
  1487.18        2500.00        12.9185        50.4870       0.643881        33.7940        2.15664                 NaN            NaN
  1483.97        2500.00        12.3528        50.4849       0.655284        33.9044        2.60259                 NaN            NaN
  1480.77        2500.00        11.7872        50.4829       0.666688        34.0147        3.04854                 NaN            NaN
  1477.56        2500.00        11.2216        50.4808       0.678091        34.1250        3.49449                 NaN            NaN
  1474.36        2500.00        10.6559        50.4788       0.689494        34.2354        3.94044                 NaN            NaN
  1471.15        2500.00        10.0903        50.4767       0.700898        34.3457        4.38640                 NaN            NaN
  1467.95        2500.00        9.52462        50.4747       0.712301        34.4560        4.83236                 NaN            NaN
  1464.74        2500.00        8.95897        50.4726       0.723705        34.5664        5.27832                 NaN            NaN
  1461.54        2500.00        8.39331        50.4706       0.735109        34.6767        5.72428                 NaN            NaN
  1458.33        2500.00        7.95454        50.4517       0.750657        34.7545        6.08859                 NaN            NaN
  1455.13        2500.00        7.51612        50.4256       0.769524        34.7596        6.44017       0.889962E-001            NaN
  1451.92        2500.00        7.51612        50.4256       0.769524        34.7596        6.44017       0.889962E-001            NaN
  1448.72        2500.00        6.67005        50.3470       0.822927        34.4369       0.663311        7.05973                 NaN
  1445.51        2500.00        6.67005        50.3470       0.822927        34.4369       0.663311        7.05973                 NaN
  1442.31        2500.00        6.67005        50.3470       0.822927        34.4369       0.663311        7.05973                 NaN
  1439.10        2500.00        6.67005        50.3470       0.822927        34.4369       0.663311        7.05973                 NaN
  1435.90        2500.00        5.28995        50.1936       0.922359        33.9771        1.52169        8.09528                 NaN
  1432.69        2500.00        5.28995        50.1936       0.922359        33.9771        1.52169        8.09528                 NaN
  1429.49        2500.00        5.28995        50.1936       0.922359        33.9771        1.52169        8.09528                 NaN
  1426.28        2500.00        5.28995        50.1936       0.922359        33.9771        1.52169        8.09528                 NaN
  1423.08        2500.00        4.23009        50.0385        1.01537        33.6721        8.91557        2.12832                 NaN
  1419.87        2500.00        4.23009        50.0385        1.01537        33.6721        8.91557        2.12832                 NaN
  1416.67        2500.00        3.78826        49.9593        1.06034        33.5573        9.26634        2.36842                 NaN
  1413.46        2500.00        3.57420        49.9396        1.07928        33.4800        9.40313        2.49528       0.284951E-001
  1410.26        2500.00        3.34744        49.9666        1.09058        33.3465        9.47645        2.65433       0.118094     
  1407.05        2500.00        3.34744        49.9666        1.09058        33.3465        9.47645        2.65433       0.118094     
  1403.85        2500.00        3.34744        49.9666        1.09058        33.3465        9.47645        2.65433       0.118094     
  1400.64        2500.00        3.34744        49.9666        1.09058        33.3465        9.47645        2.65433       0.118094     
  1397.44        2500.00        3.34744        49.9666        1.09058        33.3465        9.47645        2.65433       0.118094     
  1394.23        2500.00        3.34744        49.9666        1.09058        33.3465        9.47645        2.65433       0.118094     
  1391.03        2500.00        3.34744        49.9666        1.09058        33.3465        9.47645        2.65433       0.118094     
  1387.82        2500.00        3.34744        49.9666        1.09058        33.3465        9.47645        2.65433       0.118094     
  1384.62        2500.00        1.94483        50.1027        1.17647        32.4732        3.65893        9.92469       0.719123     
  1381.41        2500.00        1.94483        50.1027        1.17647        32.4732        3.65893        9.92469       0.719123     
  1378.21        2500.00        1.94483        50.1027        1.17647        32.4732        3.65893        9.92469       0.719123     
  1375.00        2500.00        1.94483        50.1027        1.17647        32.4732        3.65893        9.92469       0.719123     
  1371.79        2500.00        1.94483        50.1027        1.17647        32.4732        3.65893        9.92469       0.719123     
  1368.59        2500.00        1.94483        50.1027        1.17647        32.4732        3.65893        9.92469       0.719123     
  1365.38        2500.00        1.94483        50.1027        1.17647        32.4732        3.65893        9.92469       0.719123     
  1362.18        2500.00        1.94483        50.1027        1.17647        32.4732        3.65893        9.92469       0.719123     
  1358.97        2500.00       0.951401        50.1500        1.25593        31.8475        10.2308        4.36623        1.19824     
  1355.77        2500.00       0.951401        50.1500        1.25593        31.8475        10.2308        4.36623        1.19824     
  1352.56        2500.00       0.951401        50.1500        1.25593        31.8475        10.2308        4.36623        1.19824     
  1349.36        2500.00       0.951401        50.1500        1.25593        31.8475        10.2308        4.36623        1.19824     
  1346.15        2500.00       0.951401        50.1500        1.25593        31.8475        10.2308        4.36623        1.19824     
  1342.95        2500.00       0.951401        50.1500        1.25593        31.8475        10.2308        4.36623        1.19824     
  1339.74        2500.00       0.951401        50.1500        1.25593        31.8475        10.2308        4.36623        1.19824     
  1336.54        2500.00       0.951401        50.1500        1.25593        31.8475        10.2308        4.36623        1.19824     
  1333.33        2500.00       0.153650        50.1281        1.33252        31.4125        10.4828        4.89274        1.59761     
  1330.13        2500.00       0.618398E-001   50.1207        1.34184        31.3702        10.5136        4.94883        1.64308     
  1326.92        2500.00                 NaN   50.1195        1.35011        31.3361        10.5300        4.98417        1.68009     
  1323.72        2500.00                 NaN   50.1195        1.35011        31.3361        10.5300        4.98417        1.68009     
  1320.51        2500.00                 NaN   50.1445        1.36178        31.2990        10.5041        4.97039        1.72018     
  1317.31        2500.00                 NaN   50.1445        1.36178        31.2990        10.5041        4.97039        1.72018     
  1314.10        2500.00                 NaN   50.1445        1.36178        31.2990        10.5041        4.97039        1.72018     
  1310.90        2500.00                 NaN   50.1445        1.36178        31.2990        10.5041        4.97039        1.72018     
  1307.69        2500.00                 NaN   50.1940        1.38548        31.2239        10.4504        4.94597        1.80024     
  1304.49        2500.00                 NaN   50.1940        1.38548        31.2239        10.4504        4.94597        1.80024     
  1301.28        2500.00                 NaN   50.1940        1.38548        31.2239        10.4504        4.94597        1.80024     
  1298.08        2500.00                 NaN   50.1940        1.38548        31.2239        10.4504        4.94597        1.80024     
  1294.87        2500.00                 NaN   50.1940        1.38548        31.2239        10.4504        4.94597        1.80024     
  1291.67        2500.00                 NaN   50.1940        1.38548        31.2239        10.4504        4.94597        1.80024     
  1288.46        2500.00                 NaN   50.1940        1.38548        31.2239        10.4504        4.94597        1.80024     
  1285.26        2500.00                 NaN   50.1940        1.38548        31.2239        10.4504        4.94597        1.80024     
  1282.05        2500.00                 NaN   50.2834        1.43408        31.0858        10.3581        4.88872        1.94996     
  1278.85        2500.00                 NaN   50.2834        1.43408        31.0858        10.3581        4.88872        1.94996     
  1275.64        2500.00                 NaN   50.2834        1.43408        31.0858        10.3581        4.88872        1.94996     
  1272.44        2500.00                 NaN   50.2834        1.43408        31.0858        10.3581        4.88872        1.94996     
  1269.23        2500.00                 NaN   50.2834        1.43408        31.0858        10.3581        4.88872        1.94996     
  1266.03        2500.00                 NaN   50.2834        1.43408        31.0858        10.3581        4.88872        1.94996     
  1262.82        2500.00                 NaN   50.2834        1.43408        31.0858        10.3581        4.88872        1.94996     
  1259.62        2500.00                 NaN   50.2834        1.43408        31.0858        10.3581        4.88872        1.94996     
  1256.41        2500.00                 NaN   50.3615        1.48438        30.9606        10.2781        4.82799        2.08740     
  1253.21        2500.00                 NaN   50.3615        1.48438        30.9606        10.2781        4.82799        2.08740     
  1250.00        2500.00                 NaN   50.3615        1.48438        30.9606        10.2781        4.82799        2.08740     
  1246.79        2500.00                 NaN   50.3615        1.48438        30.9606        10.2781        4.82799        2.08740     
  1243.59        2500.00                 NaN   50.3615        1.48438        30.9606        10.2781        4.82799        2.08740     
  1240.38        2500.00                 NaN   50.3615        1.48438        30.9606        10.2781        4.82799        2.08740     
  1237.18        2500.00                 NaN   50.3615        1.48438        30.9606        10.2781        4.82799        2.08740     
  1233.97        2500.00                 NaN   50.3615        1.48438        30.9606        10.2781        4.82799        2.08740     
  1230.77        2500.00                 NaN   50.4259        1.53687        30.8531        10.2125        4.76049        2.21116     
  1227.56        2500.00                 NaN   50.4259        1.53687        30.8531        10.2125        4.76049        2.21116     
  1224.36        2500.00                 NaN   50.4259        1.53687        30.8531        10.2125        4.76049        2.21116     
  1221.15        2500.00                 NaN   50.4259        1.53687        30.8531        10.2125        4.76049        2.21116     
  1217.95        2500.00                 NaN   50.4259        1.53687        30.8531        10.2125        4.76049        2.21116     
  1214.74        2500.00                 NaN   50.4259        1.53687        30.8531        10.2125        4.76049        2.21116     
  1211.54        2500.00                 NaN   50.4259        1.53687        30.8531        10.2125        4.76049        2.21116     
  1208.33        2500.00                 NaN   50.4259        1.53687        30.8531        10.2125        4.76049        2.21116     
  1205.13        2500.00                 NaN   50.4797        1.59148        30.7627        10.1542        4.68798        2.32400     
  1201.92        2500.00                 NaN   50.4797        1.59148        30.7627        10.1542        4.68798        2.32400     
  1198.72        2500.00                 NaN   50.4797        1.59148        30.7627        10.1542        4.68798        2.32400     
  1195.51        2500.00                 NaN   50.4797        1.59148        30.7627        10.1542        4.68798        2.32400     
  1192.31        2500.00                 NaN   50.4797        1.59148        30.7627        10.1542        4.68798        2.32400     
  1189.10        2500.00                 NaN   50.4797        1.59148        30.7627        10.1542        4.68798        2.32400     
  1185.90        2500.00                 NaN   50.4797        1.59148        30.7627        10.1542        4.68798        2.32400     
  1182.69        2500.00                 NaN   50.4797        1.59148        30.7627        10.1542        4.68798        2.32400     
  1179.49        2500.00                 NaN   50.5199        1.64955        30.6877        10.1049        4.61444        2.42357     
  1176.28        2500.00                 NaN   50.5199        1.64955        30.6877        10.1049        4.61444        2.42357     
  1173.08        2500.00                 NaN   50.5199        1.64955        30.6877        10.1049        4.61444        2.42357     
  1169.87        2500.00                 NaN   50.5199        1.64955        30.6877        10.1049        4.61444        2.42357     
  1166.67        2500.00                 NaN   50.5199        1.64955        30.6877        10.1049        4.61444        2.42357     
  1163.46        2500.00                 NaN   50.5199        1.64955        30.6877        10.1049        4.61444        2.42357     
  1160.26        2500.00                 NaN   50.5199        1.64955        30.6877        10.1049        4.61444        2.42357     
  1157.05        2500.00                 NaN   50.5199        1.64955        30.6877        10.1049        4.61444        2.42357     
  1153.85        2500.00                 NaN   50.5470        1.71073        30.6302        4.53640        10.0650        2.51074     
  1150.64        2500.00                 NaN   50.5470        1.71073        30.6302        4.53640        10.0650        2.51074     
  1147.44        2500.00                 NaN   50.5470        1.71073        30.6302        4.53640        10.0650        2.51074     
  1144.23        2500.00                 NaN   50.5470        1.71073        30.6302        4.53640        10.0650        2.51074     
  1141.03        2500.00                 NaN   50.5470        1.71073        30.6302        4.53640        10.0650        2.51074     
  1137.82        2500.00                 NaN   50.5470        1.71073        30.6302        4.53640        10.0650        2.51074     
  1134.62        2500.00                 NaN   50.5470        1.71073        30.6302        4.53640        10.0650        2.51074     
  1131.41        2500.00                 NaN   50.5470        1.71073        30.6302        4.53640        10.0650        2.51074     
  1128.21        2500.00                 NaN   50.5626        1.77487        30.5910        10.0326        4.45256        2.58637     
  1125.00        2500.00                 NaN   50.5626        1.77487        30.5910        10.0326        4.45256        2.58637     
  1121.79        2500.00                 NaN   50.5626        1.77487        30.5910        10.0326        4.45256        2.58637     
  1118.59        2500.00                 NaN   50.5626        1.77487        30.5910        10.0326        4.45256        2.58637     
  1115.38        2500.00                 NaN   50.5626        1.77487        30.5910        10.0326        4.45256        2.58637     
  1112.18        2500.00                 NaN   50.5626        1.77487        30.5910        10.0326        4.45256        2.58637     
  1108.97        2500.00                 NaN   50.5626        1.77487        30.5910        10.0326        4.45256        2.58637     
  1105.77        2500.00                 NaN   50.5626        1.77487        30.5910        10.0326        4.45256        2.58637     
  1102.56        2500.00                 NaN   50.5631        1.84375        30.5691        10.0082        4.36749        2.64834     
  1099.36        2500.00                 NaN   50.5631        1.84375        30.5691        10.0082        4.36749        2.64834     
  1096.15        2500.00                 NaN   50.5631        1.84375        30.5691        10.0082        4.36749        2.64834     
  1092.95        2500.00                 NaN   50.5631        1.84375        30.5691        10.0082        4.36749        2.64834     
  1089.74        2500.00                 NaN   50.5631        1.84375        30.5691        10.0082        4.36749        2.64834     
  1086.54        2500.00                 NaN   50.5631        1.84375        30.5691        10.0082        4.36749        2.64834     
  1083.33        2500.00                 NaN   50.5631        1.84375        30.5691        10.0082        4.36749        2.64834     
  1080.13        2500.00                 NaN   50.5631        1.84375        30.5691        10.0082        4.36749        2.64834     
  1076.92        2500.00                 NaN   50.5463        1.91818        30.5678        9.99729        4.27678        2.69358     
  1073.72        2500.00                 NaN   50.5463        1.91818        30.5678        9.99729        4.27678        2.69358     
  1070.51        2500.00                 NaN   50.5463        1.91818        30.5678        9.99729        4.27678        2.69358     
  1067.31        2500.00                 NaN   50.5463        1.91818        30.5678        9.99729        4.27678        2.69358     
  1064.10        2500.00                 NaN   50.5463        1.91818        30.5678        9.99729        4.27678        2.69358     
  1060.90        2500.00                 NaN   50.5463        1.91818        30.5678        9.99729        4.27678        2.69358     
  1057.69        2500.00                 NaN   50.5463        1.91818        30.5678        9.99729        4.27678        2.69358     
  1054.49        2500.00                 NaN   50.5463        1.91818        30.5678        9.99729        4.27678        2.69358     
  1051.28        2500.00                 NaN   50.5171        1.99732        30.5834        9.98951        4.18386        2.72872     
  1048.08        2500.00                 NaN   50.5171        1.99732        30.5834        9.98951        4.18386        2.72872     
  1044.87        2500.00                 NaN   50.5171        1.99732        30.5834        9.98951        4.18386        2.72872     
  1041.67        2500.00                 NaN   50.5171        1.99732        30.5834        9.98951        4.18386        2.72872     
  1038.46        2500.00                 NaN   50.5171        1.99732        30.5834        9.98951        4.18386        2.72872     
  1035.26        2500.00                 NaN   50.5171        1.99732        30.5834        9.98951        4.18386        2.72872     
  1032.05        2500.00                 NaN   50.5171        1.99732        30.5834        9.98951        4.18386        2.72872     
  1028.85        2500.00                 NaN   50.5171        1.99732        30.5834        9.98951        4.18386        2.72872     
  1025.64        2500.00                 NaN   50.4710        2.08283        30.6183        9.99021        4.08858        2.74905     
