|6.6.6
Archiving\03_Data\Deq/QFM_m0.25/YM20/YM20_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           9
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  1599.36        2500.00        37.4996        46.3113       0.720880        15.4682                 NaN            NaN            NaN
  1596.15        2500.00        36.6377        46.4361       0.715557        16.2107                 NaN            NaN            NaN
  1592.95        2500.00        35.7742        46.5611       0.710224        16.9545                 NaN            NaN            NaN
  1589.74        2500.00        34.9093        46.6862       0.704880        17.6996                 NaN            NaN            NaN
  1586.54        2500.00        34.2183        46.7787       0.698712        18.3043                 NaN            NaN            NaN
  1583.33        2500.00        33.5264        46.8713       0.692534        18.9098                 NaN            NaN            NaN
  1580.13        2500.00        32.8335        46.9640       0.686345        19.5162                 NaN            NaN            NaN
  1576.92        2500.00        32.1396        47.0568       0.680147        20.1235                 NaN            NaN            NaN
  1573.72        2500.00        31.4447        47.1496       0.673939        20.7317                 NaN            NaN            NaN
  1570.51        2500.00        30.7489        47.2426       0.667720        21.3408                 NaN            NaN            NaN
  1567.31        2500.00        30.0521        47.3356       0.661492        21.9508                 NaN            NaN            NaN
  1564.10        2500.00        29.3543        47.4287       0.655254        22.5617                 NaN            NaN            NaN
  1560.90        2500.00        28.7589        47.5020       0.647722        23.0914                 NaN            NaN            NaN
  1557.69        2500.00        28.1628        47.5753       0.640180        23.6217                 NaN            NaN            NaN
  1554.49        2500.00        27.5660        47.6486       0.632627        24.1527                 NaN            NaN            NaN
  1551.28        2500.00        26.9685        47.7221       0.625065        24.6844                 NaN            NaN            NaN
  1548.08        2500.00        26.3702        47.7955       0.617491        25.2168                 NaN            NaN            NaN
  1544.87        2500.00        25.7712        47.8691       0.609908        25.7498                 NaN            NaN            NaN
  1541.67        2500.00        25.1715        47.9427       0.602314        26.2835                 NaN            NaN            NaN
  1538.46        2500.00        24.5711        48.0163       0.594710        26.8179                 NaN            NaN            NaN
  1535.26        2500.00        24.0209        48.0784       0.585132        27.3155                 NaN            NaN            NaN
  1532.05        2500.00        23.4702        48.1406       0.575542        27.8137                 NaN            NaN            NaN
  1528.85        2500.00        22.9188        48.2028       0.565940        28.3125                 NaN            NaN            NaN
  1525.64        2500.00        22.3669        48.2650       0.556325        28.8118                 NaN            NaN            NaN
  1522.44        2500.00        21.8143        48.3273       0.546699        29.3117                 NaN            NaN            NaN
  1519.23        2500.00        21.2611        48.3896       0.537061        29.8122                 NaN            NaN            NaN
  1516.03        2500.00        20.7073        48.4520       0.527410        30.3133                 NaN            NaN            NaN
  1512.82        2500.00        20.1529        48.5145       0.517748        30.8149                 NaN            NaN            NaN
  1509.62        2500.00        19.6213        48.5707       0.506695        31.3013                 NaN            NaN            NaN
  1506.41        2500.00        19.0891        48.6270       0.495629        31.7883                 NaN            NaN            NaN
  1503.21        2500.00        18.5563        48.6834       0.484550        32.2757                 NaN            NaN            NaN
  1500.00        2500.00        18.0230        48.7398       0.473457        32.7637                 NaN            NaN            NaN
  1496.79        2500.00        17.2019        48.8185       0.473810        33.0065       0.499348                 NaN            NaN
  1493.59        2500.00        16.3546        48.8938       0.477489        33.1980        1.07603                 NaN            NaN
  1490.38        2500.00        15.5699        48.9573       0.482775        33.3713        1.61870                 NaN            NaN
  1487.18        2500.00        14.7837        49.0208       0.488073        33.5449        2.16245                 NaN            NaN
  1483.97        2500.00        14.1644        49.0516       0.498152        33.6749        2.61094                 NaN            NaN
  1480.77        2500.00        13.5442        49.0823       0.508250        33.8051        3.06017                 NaN            NaN
  1477.56        2500.00        12.9231        49.1130       0.518365        33.9354        3.51012                 NaN            NaN
  1474.36        2500.00        12.3011        49.1437       0.528499        34.0660        3.96080                 NaN            NaN
  1471.15        2500.00        11.6781        49.1744       0.538651        34.1967        4.41221                 NaN            NaN
  1467.95        2500.00        11.0542        49.2050       0.548820        34.3276        4.86434                 NaN            NaN
  1464.74        2500.00        10.4294        49.2357       0.559008        34.4587        5.31721                 NaN            NaN
  1461.54        2500.00        9.80366        49.2663       0.569213        34.5900        5.77080                 NaN            NaN
  1458.33        2500.00        9.31542        49.2751       0.582561        34.6853        6.14161                 NaN            NaN
  1455.13        2500.00        8.82687        49.2769       0.598492        34.7081        6.50000       0.895577E-001            NaN
  1451.92        2500.00        8.82638        49.2771       0.598511        34.7084        6.50004       0.895587E-001            NaN
  1448.72        2500.00        7.88000        49.2541       0.642745        34.4211       0.668291        7.13383                 NaN
  1445.51        2500.00        7.87957        49.2542       0.642765        34.4213       0.668298        7.13387                 NaN
  1442.31        2500.00        7.87915        49.2543       0.642784        34.4216       0.668305        7.13391                 NaN
  1439.10        2500.00        7.87872        49.2544       0.642804        34.4218       0.668313        7.13394                 NaN
  1435.90        2500.00        6.32309        49.1944       0.725831        34.0223        1.53650        8.19779                 NaN
  1432.69        2500.00        6.32278        49.1945       0.725853        34.0225        1.53651        8.19783                 NaN
  1429.49        2500.00        6.32246        49.1945       0.725874        34.0227        1.53653        8.19786                 NaN
  1426.28        2500.00        6.32214        49.1946       0.725896        34.0229        1.53654        8.19790                 NaN
  1423.08        2500.00        5.11256        49.1171       0.804119        33.7679        9.04529        2.15310                 NaN
  1419.87        2500.00        5.11232        49.1171       0.804142        33.7680        9.04532        2.15311                 NaN
  1416.67        2500.00        4.60283        49.0731       0.842051        33.6749        9.40888        2.39816                 NaN
  1413.46        2500.00        4.35417        49.0678       0.857941        33.6066        9.55127        2.52762       0.345410E-001
  1410.26        2500.00        4.08931        49.1017       0.867216        33.4800        9.62890        2.68975       0.143190     
  1407.05        2500.00        4.08914        49.1016       0.867240        33.4801        9.62893        2.68977       0.143199     
  1403.85        2500.00        4.08896        49.1016       0.867265        33.4802        9.62895        2.68979       0.143208     
  1400.64        2500.00        4.08879        49.1016       0.867289        33.4804        9.62898        2.68981       0.143217     
  1397.44        2500.00        4.08862        49.1015       0.867314        33.4805        9.62901        2.68983       0.143226     
  1394.23        2500.00        4.08844        49.1015       0.867338        33.4806        9.62903        2.68986       0.143234     
  1391.03        2500.00        4.08827        49.1014       0.867362        33.4808        9.62906        2.68988       0.143243     
  1387.82        2500.00        4.08809        49.1014       0.867387        33.4809        9.62908        2.68990       0.143252     
  1384.62        2500.00        2.42375        49.2893       0.937981        32.6504        3.71808        10.1070       0.873614     
  1381.41        2500.00        2.42366        49.2891       0.938006        32.6504        3.71810        10.1070       0.873666     
  1378.21        2500.00        2.42358        49.2890       0.938031        32.6505        3.71813        10.1070       0.873718     
  1375.00        2500.00        2.42349        49.2889       0.938056        32.6506        3.71815        10.1070       0.873770     
  1371.79        2500.00        2.42341        49.2888       0.938081        32.6507        3.71818        10.1070       0.873822     
  1368.59        2500.00        2.42332        49.2886       0.938105        32.6508        3.71820        10.1070       0.873874     
  1365.38        2500.00        2.42324        49.2885       0.938130        32.6509        3.71823        10.1071       0.873926     
  1362.18        2500.00        2.42315        49.2884       0.938155        32.6510        3.71825        10.1071       0.873979     
  1358.97        2500.00        1.20585        49.3848        1.00406        32.0606        10.4382        4.44843        1.45805     
  1355.77        2500.00        1.20582        49.3846        1.00409        32.0607        10.4382        4.44845        1.45814     
  1352.56        2500.00        1.20579        49.3844        1.00411        32.0608        10.4382        4.44848        1.45822     
  1349.36        2500.00        1.20575        49.3843        1.00414        32.0608        10.4382        4.44851        1.45831     
  1346.15        2500.00        1.20572        49.3841        1.00417        32.0609        10.4382        4.44853        1.45840     
  1342.95        2500.00        1.20568        49.3839        1.00419        32.0610        10.4382        4.44856        1.45848     
  1339.74        2500.00        1.20565        49.3837        1.00422        32.0611        10.4382        4.44859        1.45857     
  1336.54        2500.00        1.20561        49.3835        1.00424        32.0611        10.4382        4.44862        1.45865     
  1333.33        2500.00       0.197562        49.4144        1.06862        31.6612        10.7131        4.99800        1.94712     
  1330.13        2500.00       0.796436E-001   49.4141        1.07653        31.6235        10.7464        5.05688        2.00293     
  1326.92        2500.00                 NaN   49.4166        1.08346        31.5925        10.7648        5.09428        2.04834     
  1323.72        2500.00                 NaN   49.4164        1.08349        31.5926        10.7648        5.09431        2.04846     
  1320.51        2500.00                 NaN   49.4362        1.09268        31.5542        10.7392        5.08045        2.09730     
  1317.31        2500.00                 NaN   49.4360        1.09271        31.5542        10.7392        5.08048        2.09742     
  1314.10        2500.00                 NaN   49.4357        1.09274        31.5543        10.7392        5.08051        2.09755     
  1310.90        2500.00                 NaN   49.4355        1.09277        31.5543        10.7392        5.08054        2.09767     
  1307.69        2500.00                 NaN   49.4747        1.11139        31.4765        10.6862        5.05610        2.19511     
  1304.49        2500.00                 NaN   49.4745        1.11142        31.4766        10.6862        5.05613        2.19524     
  1301.28        2500.00                 NaN   49.4742        1.11145        31.4766        10.6862        5.05616        2.19536     
  1298.08        2500.00                 NaN   49.4740        1.11147        31.4767        10.6862        5.05619        2.19549     
  1294.87        2500.00                 NaN   49.4737        1.11150        31.4768        10.6862        5.05622        2.19561     
  1291.67        2500.00                 NaN   49.4735        1.11153        31.4768        10.6862        5.05625        2.19574     
  1288.46        2500.00                 NaN   49.4733        1.11155        31.4769        10.6862        5.05628        2.19587     
  1285.26        2500.00                 NaN   49.4730        1.11158        31.4769        10.6862        5.05631        2.19599     
  1282.05        2500.00                 NaN   49.5435        1.14987        31.3345        10.5951        4.99899        2.37813     
  1278.85        2500.00                 NaN   49.5432        1.14990        31.3345        10.5951        4.99902        2.37826     
  1275.64        2500.00                 NaN   49.5430        1.14993        31.3346        10.5951        4.99905        2.37840     
  1272.44        2500.00                 NaN   49.5427        1.14996        31.3347        10.5951        4.99907        2.37853     
  1269.23        2500.00                 NaN   49.5425        1.14999        31.3347        10.5951        4.99910        2.37867     
  1266.03        2500.00                 NaN   49.5422        1.15001        31.3348        10.5951        4.99913        2.37881     
  1262.82        2500.00                 NaN   49.5420        1.15004        31.3348        10.5951        4.99916        2.37894     
  1259.62        2500.00                 NaN   49.5417        1.15007        31.3349        10.5951        4.99920        2.37908     
  1256.41        2500.00                 NaN   49.6026        1.18985        31.2062        10.5168        4.93833        2.54629     
  1253.21        2500.00                 NaN   49.6023        1.18988        31.2063        10.5168        4.93836        2.54643     
  1250.00        2500.00                 NaN   49.6020        1.18991        31.2063        10.5168        4.93839        2.54658     
  1246.79        2500.00                 NaN   49.6018        1.18993        31.2064        10.5168        4.93842        2.54672     
  1243.59        2500.00                 NaN   49.6015        1.18996        31.2065        10.5168        4.93845        2.54687     
  1240.38        2500.00                 NaN   49.6013        1.18999        31.2065        10.5167        4.93848        2.54701     
  1237.18        2500.00                 NaN   49.6010        1.19002        31.2066        10.5167        4.93851        2.54716     
  1233.97        2500.00                 NaN   49.6007        1.19005        31.2066        10.5167        4.93854        2.54730     
  1230.77        2500.00                 NaN   49.6505        1.23163        31.0962        10.4531        4.87075        2.69792     
  1227.56        2500.00                 NaN   49.6502        1.23166        31.0962        10.4531        4.87078        2.69807     
  1224.36        2500.00                 NaN   49.6499        1.23169        31.0963        10.4531        4.87081        2.69822     
  1221.15        2500.00                 NaN   49.6496        1.23172        31.0963        10.4531        4.87084        2.69838     
  1217.95        2500.00                 NaN   49.6494        1.23175        31.0964        10.4531        4.87087        2.69853     
  1214.74        2500.00                 NaN   49.6491        1.23178        31.0965        10.4531        4.87090        2.69868     
  1211.54        2500.00                 NaN   49.6488        1.23180        31.0965        10.4531        4.87093        2.69884     
  1208.33        2500.00                 NaN   49.6486        1.23183        31.0966        10.4530        4.87096        2.69899     
  1205.13        2500.00                 NaN   49.6891        1.27532        31.0040        10.3970        4.79827        2.83635     
  1201.92        2500.00                 NaN   49.6888        1.27535        31.0040        10.3970        4.79830        2.83651     
  1198.72        2500.00                 NaN   49.6885        1.27538        31.0041        10.3970        4.79833        2.83667     
  1195.51        2500.00                 NaN   49.6883        1.27541        31.0042        10.3970        4.79836        2.83683     
  1192.31        2500.00                 NaN   49.6880        1.27544        31.0042        10.3970        4.79839        2.83699     
  1189.10        2500.00                 NaN   49.6877        1.27547        31.0043        10.3970        4.79843        2.83715     
  1185.90        2500.00                 NaN   49.6874        1.27550        31.0044        10.3969        4.79846        2.83731     
  1182.69        2500.00                 NaN   49.6871        1.27553        31.0044        10.3969        4.79849        2.83747     
  1179.49        2500.00                 NaN   49.7163        1.32200        30.9278        10.3502        4.72491        2.95873     
  1176.28        2500.00                 NaN   49.7161        1.32203        30.9279        10.3502        4.72494        2.95889     
  1173.08        2500.00                 NaN   49.7158        1.32206        30.9280        10.3502        4.72498        2.95906     
  1169.87        2500.00                 NaN   49.7155        1.32209        30.9280        10.3501        4.72501        2.95923     
  1166.67        2500.00                 NaN   49.7152        1.32212        30.9281        10.3501        4.72504        2.95939     
  1163.46        2500.00                 NaN   49.7149        1.32215        30.9282        10.3501        4.72507        2.95956     
  1160.26        2500.00                 NaN   49.7146        1.32218        30.9283        10.3501        4.72510        2.95973     
  1157.05        2500.00                 NaN   49.7143        1.32221        30.9283        10.3501        4.72514        2.95989     
  1153.85        2500.00                 NaN   49.7327        1.37131        30.8701        4.64688        10.3129        3.06610     
  1150.64        2500.00                 NaN   49.7324        1.37134        30.8702        4.64692        10.3129        3.06627     
  1147.44        2500.00                 NaN   49.7321        1.37137        30.8703        4.64695        10.3129        3.06645     
  1144.23        2500.00                 NaN   49.7318        1.37140        30.8703        4.64698        10.3129        3.06662     
  1141.03        2500.00                 NaN   49.7315        1.37143        30.8704        4.64701        10.3128        3.06679     
  1137.82        2500.00                 NaN   49.7312        1.37146        30.8705        4.64705        10.3128        3.06696     
  1134.62        2500.00                 NaN   49.7309        1.37149        30.8706        4.64708        10.3128        3.06713     
  1131.41        2500.00                 NaN   49.7306        1.37152        30.8707        4.64711        10.3128        3.06731     
  1128.21        2500.00                 NaN   49.7391        1.42323        30.8315        10.2836        4.56311        3.15954     
  1125.00        2500.00                 NaN   49.7388        1.42326        30.8315        10.2835        4.56314        3.15972     
  1121.79        2500.00                 NaN   49.7385        1.42330        30.8316        10.2835        4.56318        3.15989     
  1118.59        2500.00                 NaN   49.7382        1.42333        30.8317        10.2835        4.56321        3.16007     
  1115.38        2500.00                 NaN   49.7379        1.42336        30.8318        10.2835        4.56324        3.16025     
  1112.18        2500.00                 NaN   49.7376        1.42339        30.8319        10.2835        4.56328        3.16042     
  1108.97        2500.00                 NaN   49.7373        1.42342        30.8319        10.2835        4.56331        3.16060     
  1105.77        2500.00                 NaN   49.7370        1.42345        30.8320        10.2835        4.56334        3.16078     
  1102.56        2500.00                 NaN   49.7330        1.47929        30.8106        10.2626        4.47813        3.23642     
  1099.36        2500.00                 NaN   49.7327        1.47932        30.8107        10.2625        4.47817        3.23660     
  1096.15        2500.00                 NaN   49.7324        1.47935        30.8108        10.2625        4.47820        3.23678     
  1092.95        2500.00                 NaN   49.7321        1.47939        30.8108        10.2625        4.47823        3.23696     
  1089.74        2500.00                 NaN   49.7318        1.47942        30.8109        10.2625        4.47827        3.23714     
  1086.54        2500.00                 NaN   49.7314        1.47945        30.8110        10.2625        4.47830        3.23732     
  1083.33        2500.00                 NaN   49.7311        1.47949        30.8111        10.2625        4.47834        3.23750     
  1080.13        2500.00                 NaN   49.7308        1.47952        30.8112        10.2624        4.47837        3.23768     
  1076.92        2500.00                 NaN   49.7121        1.54013        30.8118        10.2554        4.38753        3.29303     
  1073.72        2500.00                 NaN   49.7118        1.54016        30.8119        10.2554        4.38757        3.29322     
  1070.51        2500.00                 NaN   49.7115        1.54020        30.8120        10.2554        4.38760        3.29340     
  1067.31        2500.00                 NaN   49.7111        1.54023        30.8121        10.2553        4.38764        3.29358     
  1064.10        2500.00                 NaN   49.7108        1.54026        30.8122        10.2553        4.38767        3.29377     
  1060.90        2500.00                 NaN   49.7105        1.54030        30.8122        10.2553        4.38770        3.29395     
  1057.69        2500.00                 NaN   49.7102        1.54033        30.8123        10.2553        4.38774        3.29413     
  1054.49        2500.00                 NaN   49.7099        1.54037        30.8124        10.2553        4.38777        3.29432     
  1051.28        2500.00                 NaN   49.6807        1.60521        30.8301        10.2517        4.29479        3.33741     
  1048.08        2500.00                 NaN   49.6804        1.60525        30.8302        10.2517        4.29483        3.33760     
  1044.87        2500.00                 NaN   49.6801        1.60528        30.8303        10.2517        4.29486        3.33778     
  1041.67        2500.00                 NaN   49.6798        1.60532        30.8304        10.2517        4.29490        3.33797     
  1038.46        2500.00                 NaN   49.6794        1.60535        30.8305        10.2517        4.29493        3.33815     
  1035.26        2500.00                 NaN   49.6791        1.60539        30.8306        10.2516        4.29496        3.33834     
  1032.05        2500.00                 NaN   49.6788        1.60542        30.8307        10.2516        4.29500        3.33852     
  1028.85        2500.00                 NaN   49.6785        1.60546        30.8307        10.2516        4.29503        3.33870     
