|6.6.6
Archiving\03_Data\eqLP/QFM_m3.75/YM20/YM20_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.5899       0.370770       0.393716E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.5899       0.370770       0.393716E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.5899       0.370770       0.393715E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.5899       0.370769       0.393715E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.5899       0.370769       0.393715E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.5899       0.370769       0.393715E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.5899       0.370769       0.393714E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.5899       0.370768       0.393714E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.5899       0.370768       0.393714E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.5899       0.370768       0.393714E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.5899       0.370768       0.393713E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.5899       0.370767       0.393713E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.5899       0.370767       0.393713E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.5899       0.370767       0.393713E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.5899       0.370767       0.393712E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.5899       0.370766       0.393712E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.5899       0.370766       0.393712E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.5899       0.370766       0.393711E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.5899       0.370765       0.393711E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.5899       0.370765       0.393711E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.5899       0.370765       0.393710E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.5899       0.370765       0.393710E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.5899       0.370764       0.393710E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.5899       0.370764       0.393710E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.5899       0.370764       0.393709E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.5899       0.370763       0.393709E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.5899       0.370763       0.393709E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.5899       0.370763       0.393708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.5899       0.370762       0.393708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.5899       0.370762       0.393708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.5899       0.370762       0.393707E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.5899       0.370762       0.393707E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.5899       0.370761       0.393707E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.5899       0.370761       0.393706E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.3800       0.370760       0.387717E-001  0.210423                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        98.6014       0.370759       0.365270E-001  0.991282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        97.8228       0.370757       0.342824E-001   1.77213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        97.0560       0.370756       0.320276E-001   2.54126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        96.2980       0.370431       0.297791E-001   3.30119       0.596858E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        94.0627                 NaN  0.242032E-001   5.22835       0.684778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        93.3288                 NaN  0.219740E-001   5.96449       0.684775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        92.6050                 NaN  0.197337E-001   6.69052       0.684773                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        91.8812                 NaN  0.174933E-001   7.41654       0.684770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        91.1624                 NaN  0.151826E-001   8.13375       0.684767       0.385554E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        90.4374                 NaN  0.129538E-001   8.84192       0.684765       0.229448E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        89.7295                 NaN  0.106756E-001   9.53346       0.684762       0.415743E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        89.0217                 NaN  0.839737E-002   10.2250       0.684759       0.602036E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        88.3138                 NaN  0.611919E-002   10.9165       0.684757       0.788329E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        87.6059                 NaN  0.384102E-002   11.6080       0.684754       0.974619E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        86.9128                 NaN  0.149810E-002   12.2854       0.684751       0.115602                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        86.2380                 NaN            NaN   12.9437       0.684750       0.133629                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        85.5856                 NaN            NaN   13.5784       0.684751       0.151268                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        84.9333                 NaN            NaN   14.2131       0.684753       0.168907                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        84.2951                 NaN            NaN   14.8342       0.684754       0.185950                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        83.6570                 NaN            NaN   15.4553       0.684756       0.202993                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        83.0188                 NaN            NaN   16.0764       0.684757       0.220037                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        82.3807                 NaN            NaN   16.6975       0.684759       0.237080                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        81.7600                 NaN            NaN   17.3020       0.684761       0.253335                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        81.1392                 NaN            NaN   17.9064       0.684762       0.269589                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        80.5185                 NaN            NaN   18.5109       0.684764       0.285844                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        79.8977                 NaN            NaN   19.1154       0.684765       0.302099                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        79.2770                 NaN            NaN   19.7199       0.684767       0.318353                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        78.6562                 NaN            NaN   20.3244       0.684769       0.334608                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        78.0355                 NaN            NaN   20.9289       0.684770       0.350863                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        77.4147                 NaN            NaN   21.5334       0.684772       0.367118                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        76.8199                 NaN            NaN   22.1132       0.684774       0.382107                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        76.2252                 NaN            NaN   22.6930       0.684775       0.397095                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        75.6304                 NaN            NaN   23.2728       0.684777       0.412083                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        75.0356                 NaN            NaN   23.8526       0.684779       0.427072                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        74.4408                 NaN            NaN   24.4324       0.684781       0.442060                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        73.8460                 NaN            NaN   25.0122       0.684782       0.457049                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        73.2512                 NaN            NaN   25.5920       0.684784       0.472038                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        72.6564                 NaN            NaN   26.1718       0.684786       0.487026                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        72.0873                 NaN            NaN   26.7270       0.684787       0.500920                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        71.5181                 NaN            NaN   27.2823       0.684789       0.514815                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        70.9490                 NaN            NaN   27.8375       0.684791       0.528709                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        70.3799                 NaN            NaN   28.3928       0.684793       0.542603                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        69.8107                 NaN            NaN   28.9480       0.684794       0.556498                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        69.2416                 NaN            NaN   29.5032       0.684796       0.570392                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        68.6724                 NaN            NaN   30.0585       0.684798       0.584287                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        68.1033                 NaN            NaN   30.6137       0.684800       0.598181                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        67.5597                 NaN            NaN   31.1443       0.684801       0.611194                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        67.0161                 NaN            NaN   31.6749       0.684803       0.624206                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        66.4725                 NaN            NaN   32.2055       0.684805       0.637218                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        65.9289                 NaN            NaN   32.7361       0.684807       0.650231                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        65.3853                 NaN            NaN   33.2667       0.684808       0.663244                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        64.8417                 NaN            NaN   33.7973       0.684810       0.676256                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        64.2981                 NaN            NaN   34.3279       0.684812       0.689269                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        63.7544                 NaN            NaN   34.8585       0.684814       0.702282                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        63.2385                 NaN            NaN   35.3623       0.684815       0.714378                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        62.7226                 NaN            NaN   35.8662       0.684817       0.726474                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        62.2066                 NaN            NaN   36.3700       0.684819       0.738570                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        61.6907                 NaN            NaN   36.8739       0.684821       0.750666                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        61.1747                 NaN            NaN   37.3777       0.684822       0.762762                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        60.6587                 NaN            NaN   37.8816       0.684824       0.774859                 NaN            NaN            NaN            NaN            NaN            NaN
