|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3/ALH/ALH_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             ilm            San(TH)        q             
  1489.09        500.000        99.4685                 NaN  0.142683E-001  0.517247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.76        500.000        99.4736                 NaN            NaN  0.526405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.44        500.000        99.3750                 NaN            NaN  0.624973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.11        500.000        99.8365                 NaN  0.142784E-001  0.149224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.79        500.000        99.2113       0.700332E-004  0.163329       0.625289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.46        500.000        99.4712                 NaN            NaN  0.528843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.13        500.000        99.4655                 NaN            NaN  0.534523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.81        500.000        99.4724       0.205083E-004            NaN  0.527557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.48        500.000        99.4678                 NaN  0.230988E-001  0.509142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.16        500.000        99.4668                 NaN  0.232651E-001  0.509938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.83        500.000        99.4269                 NaN            NaN  0.573109                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.51        500.000        99.6783                 NaN            NaN  0.321669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.18        500.000        99.2708                 NaN            NaN  0.729244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.86        500.000        99.4525                 NaN            NaN  0.547517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.53        500.000        99.3723                 NaN            NaN  0.500669       0.126998                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.21        500.000        99.1273                 NaN            NaN  0.328150       0.544245                 NaN  0.265746E-003            NaN            NaN            NaN            NaN
  1467.88        500.000        99.2839                 NaN  0.618562E-001  0.653566                 NaN            NaN  0.646348E-003            NaN            NaN            NaN            NaN
  1466.55        500.000        99.0014                 NaN            NaN  0.424328       0.573203                 NaN  0.107789E-002            NaN            NaN            NaN            NaN
  1465.23        500.000        99.1521                 NaN            NaN  0.321019       0.524769                 NaN  0.211041E-002            NaN            NaN            NaN            NaN
  1463.90        500.000        99.1599                 NaN            NaN  0.317626       0.520418                 NaN  0.205114E-002            NaN            NaN            NaN            NaN
  1462.58        500.000        99.1681                 NaN            NaN  0.515376       0.314506                 NaN  0.199898E-002            NaN            NaN            NaN            NaN
  1461.25        500.000        99.1768                 NaN            NaN  0.510234       0.311023                 NaN  0.192785E-002            NaN            NaN            NaN            NaN
  1459.93        500.000        99.1853                 NaN            NaN  0.307931       0.504893                 NaN  0.187634E-002            NaN            NaN            NaN            NaN
  1458.60        500.000        99.1924                 NaN            NaN  0.500881       0.304885                 NaN  0.181749E-002            NaN            NaN            NaN            NaN
  1457.28        500.000        99.1983                 NaN            NaN  0.497313       0.302660                 NaN  0.176439E-002            NaN            NaN            NaN            NaN
  1455.95        500.000        99.2095                 NaN            NaN  0.298845       0.489975                 NaN  0.170512E-002            NaN            NaN            NaN            NaN
  1454.63        500.000        99.2151                 NaN            NaN  0.296067       0.487214                 NaN  0.165787E-002            NaN            NaN            NaN            NaN
  1453.30        500.000        99.2228                 NaN            NaN  0.293262       0.482339                 NaN  0.160380E-002            NaN            NaN            NaN            NaN
  1451.97        500.000        99.2278                 NaN            NaN  0.479833       0.290837                 NaN  0.155774E-002            NaN            NaN            NaN            NaN
  1450.65        500.000        99.2371                 NaN            NaN  0.473693       0.287747                 NaN  0.149710E-002            NaN            NaN            NaN            NaN
  1449.32        500.000        99.2447                 NaN            NaN  0.284881       0.468993                 NaN  0.145620E-002            NaN            NaN            NaN            NaN
  1448.00        500.000        99.2505                 NaN            NaN  0.282477       0.465643                 NaN  0.141002E-002            NaN            NaN            NaN            NaN
  1446.67        500.000        99.2568                 NaN            NaN  0.279753       0.462056                 NaN  0.135739E-002            NaN            NaN            NaN            NaN
  1445.35        500.000        99.2645                 NaN            NaN  0.276929       0.457237                 NaN  0.131101E-002            NaN            NaN            NaN            NaN
  1444.02        500.000        98.9899                 NaN            NaN  0.627701       0.380671                 NaN  0.171618E-002            NaN            NaN            NaN            NaN
  1442.70        500.000        99.5586                 NaN            NaN  0.167368       0.273245                 NaN  0.745057E-003            NaN            NaN            NaN            NaN
  1441.37        500.000        99.2834                 NaN            NaN  0.445968       0.269476                 NaN  0.117937E-002            NaN            NaN            NaN            NaN
  1440.05        500.000        99.2888                 NaN            NaN  0.267069       0.442976                 NaN  0.113727E-002            NaN            NaN            NaN            NaN
  1438.72        500.000        99.2955                 NaN            NaN  0.264457       0.438954                 NaN  0.109448E-002            NaN            NaN            NaN            NaN
  1437.39        500.000        99.3022                 NaN            NaN  0.262160       0.434555                 NaN  0.105696E-002            NaN            NaN            NaN            NaN
  1436.07        500.000        99.3062                 NaN            NaN  0.432681       0.260121                 NaN  0.102180E-002            NaN            NaN            NaN            NaN
  1434.74        500.000        99.3137                 NaN            NaN  0.257636       0.427689                 NaN  0.977204E-003            NaN            NaN            NaN            NaN
  1433.42        500.000        99.3202                 NaN            NaN  0.423850       0.255022                 NaN  0.933569E-003            NaN            NaN            NaN            NaN
  1432.09        500.000        99.3250                 NaN            NaN  0.421383       0.252720                 NaN  0.897096E-003            NaN            NaN            NaN            NaN
  1430.77        500.000        99.3300                 NaN            NaN  0.418414       0.250679                 NaN  0.862825E-003            NaN            NaN            NaN            NaN
  1429.44        500.000        99.3364                 NaN            NaN  0.414425       0.248361                 NaN  0.820974E-003            NaN            NaN            NaN            NaN
  1428.12        500.000        99.3413                 NaN            NaN  0.246508       0.411455                 NaN  0.780940E-003            NaN            NaN            NaN            NaN
  1426.79        500.000        99.3460                 NaN            NaN  0.244392       0.408871                 NaN  0.753340E-003            NaN            NaN            NaN            NaN
  1425.47        500.000        99.3520                 NaN            NaN  0.242128       0.405191                 NaN  0.716843E-003            NaN            NaN            NaN            NaN
  1424.14        500.000        99.3565                 NaN            NaN  0.402401       0.240371                 NaN  0.679606E-003            NaN            NaN            NaN            NaN
  1422.81        500.000        99.3627                 NaN            NaN  0.398620       0.237994                 NaN  0.642043E-003            NaN            NaN            NaN            NaN
  1421.49        500.000        99.3672                 NaN            NaN  0.235962       0.396223                 NaN  0.612258E-003            NaN            NaN            NaN            NaN
  1420.16        500.000        99.3720                 NaN            NaN  0.234288       0.393095                 NaN  0.576518E-003            NaN            NaN            NaN            NaN
  1418.84        500.000        99.3773                 NaN            NaN  0.390161       0.232027                 NaN  0.546995E-003            NaN            NaN            NaN            NaN
  1417.51        500.000        99.2131                 NaN            NaN  0.493455       0.292791                 NaN  0.643375E-003            NaN            NaN            NaN            NaN
  1416.19        500.000        99.5030                 NaN            NaN  0.185787       0.284875                 NaN  0.292678E-003  0.260439E-001            NaN            NaN            NaN
  1414.86        500.000        98.3249                 NaN            NaN  0.637739       0.507366                 NaN            NaN  0.529980                 NaN            NaN            NaN
  1413.54        500.000        98.3409                 NaN            NaN  0.630623       0.502953                 NaN            NaN  0.525536                 NaN            NaN            NaN
  1412.21        500.000        98.3952                 NaN            NaN  0.610495       0.486471                 NaN            NaN  0.507785                 NaN            NaN            NaN
  1410.89        500.000        98.4083                 NaN            NaN  0.483071       0.604608                 NaN            NaN  0.504035                 NaN            NaN            NaN
  1409.56        500.000        98.4350                 NaN            NaN  0.594363       0.474869                 NaN            NaN  0.495746                 NaN            NaN            NaN
  1408.24        500.000        98.4625                 NaN            NaN  0.583225       0.467247                 NaN            NaN  0.487047                 NaN            NaN            NaN
  1406.91        500.000        98.4876                 NaN            NaN  0.459650       0.573582                 NaN            NaN  0.479149                 NaN            NaN            NaN
  1405.58        500.000        98.5116                 NaN            NaN  0.564026       0.452567                 NaN            NaN  0.471842                 NaN            NaN            NaN
  1404.26        500.000        98.5339                 NaN            NaN  0.446284       0.554949                 NaN            NaN  0.464840                 NaN            NaN            NaN
  1402.93        500.000        98.5603                 NaN            NaN  0.545234       0.438056                 NaN            NaN  0.456433                 NaN            NaN            NaN
  1401.61        500.000        98.5815                 NaN            NaN  0.537029       0.431745                 NaN            NaN  0.449748                 NaN            NaN            NaN
  1400.28        500.000        98.6041                 NaN            NaN  0.528290       0.424885                 NaN            NaN  0.442710                 NaN            NaN            NaN
  1398.96        500.000        98.6252                 NaN            NaN  0.418668       0.520204                 NaN            NaN  0.435917                 NaN            NaN            NaN
  1397.63        500.000        98.6457                 NaN            NaN  0.512091       0.412671                 NaN            NaN  0.429530                 NaN            NaN            NaN
  1396.31        500.000        98.6663                 NaN            NaN  0.406092       0.504392                 NaN            NaN  0.423180                 NaN            NaN            NaN
  1394.98        500.000        98.6859                 NaN            NaN  0.496847       0.400473                 NaN            NaN  0.416791                 NaN            NaN            NaN
  1393.66        500.000        98.7051                 NaN            NaN  0.489613       0.394575                 NaN            NaN  0.410687                 NaN            NaN            NaN
  1392.33        500.000        98.7232                 NaN            NaN  0.389420       0.482302                 NaN            NaN  0.405081                 NaN            NaN            NaN
  1391.00        500.000        98.7421                 NaN            NaN  0.475451       0.383520                 NaN            NaN  0.398978                 NaN            NaN            NaN
  1389.68        500.000        98.7445                 NaN            NaN  0.383503       0.473276                 NaN            NaN  0.398751                 NaN            NaN            NaN
  1388.35        500.000        98.7932                 NaN            NaN  0.457118       0.367444                 NaN            NaN  0.382251                 NaN            NaN            NaN
  1387.03        500.000        98.7934                 NaN            NaN  0.456046       0.367819                 NaN            NaN  0.382695                 NaN            NaN            NaN
  1385.70        500.000        98.8103                 NaN            NaN  0.362630       0.449793                 NaN            NaN  0.377306                 NaN            NaN            NaN
  1384.38        500.000        98.8631                 NaN            NaN  0.427368       0.348411                 NaN            NaN  0.361120                 NaN            NaN            NaN
  1383.05        500.000        98.8044                 NaN            NaN  0.364164       0.452743                 NaN            NaN  0.378701                 NaN            NaN            NaN
  1381.73        500.000        98.8561                 NaN            NaN  0.348269       0.433103                 NaN            NaN  0.362533                 NaN            NaN            NaN
  1380.40        500.000        98.8732                 NaN            NaN  0.343149       0.426514                 NaN            NaN  0.357155                 NaN            NaN            NaN
  1379.08        500.000        98.8871                 NaN            NaN  0.421252       0.338891                 NaN            NaN  0.352713                 NaN            NaN            NaN
  1377.75        500.000        98.9010                 NaN            NaN  0.416168       0.334627                 NaN            NaN  0.348220                 NaN            NaN            NaN
  1376.42        500.000        98.9142                 NaN            NaN  0.330519       0.411345                 NaN            NaN  0.343980                 NaN            NaN            NaN
  1375.10        500.000        98.9293                 NaN            NaN  0.405888       0.325664                 NaN            NaN  0.339154                 NaN            NaN            NaN
  1373.77        500.000        98.9424                 NaN            NaN  0.321577       0.401013                 NaN            NaN  0.335023                 NaN            NaN            NaN
  1372.45        500.000        98.9557                 NaN            NaN  0.396602       0.317013                 NaN            NaN  0.330683                 NaN            NaN            NaN
  1371.12        500.000        98.9680                 NaN            NaN  0.391891       0.313437                 NaN            NaN  0.326643                 NaN            NaN            NaN
  1369.80        500.000        98.9798                 NaN            NaN  0.309531       0.387844                 NaN            NaN  0.322858                 NaN            NaN            NaN
  1368.47        500.000        98.9921                 NaN            NaN  0.305909       0.383153                 NaN            NaN  0.318864                 NaN            NaN            NaN
  1367.15        500.000        99.0049                 NaN            NaN  0.301719       0.378618                 NaN            NaN  0.314768                 NaN            NaN            NaN
  1365.82        500.000        99.0152                 NaN            NaN  0.298309       0.375130                 NaN            NaN  0.311354                 NaN            NaN            NaN
  1364.50        500.000        99.0279                 NaN            NaN  0.294395       0.370367                 NaN            NaN  0.307290                 NaN            NaN            NaN
  1363.17        500.000        99.0387                 NaN            NaN  0.366863       0.290605                 NaN            NaN  0.303812                 NaN            NaN            NaN
  1361.84        500.000        99.0493                 NaN            NaN  0.363055       0.287293                 NaN            NaN  0.300324                 NaN            NaN            NaN
  1360.52        500.000        99.0598                 NaN            NaN  0.283984       0.359275                 NaN            NaN  0.296957                 NaN            NaN            NaN
  1359.19        500.000        99.0708                 NaN            NaN  0.355347       0.280540                 NaN            NaN  0.293333                 NaN            NaN            NaN
  1357.87        500.000        99.0805                 NaN            NaN  0.277190       0.352047                 NaN            NaN  0.290223                 NaN            NaN            NaN
  1356.54        500.000        99.0899                 NaN            NaN  0.348811       0.274201                 NaN            NaN  0.287078                 NaN            NaN            NaN
  1355.22        500.000        99.1011                 NaN            NaN  0.345196       0.270099                 NaN            NaN  0.283651                 NaN            NaN            NaN
  1353.89        500.000        99.1104                 NaN            NaN  0.267491       0.341643                 NaN            NaN  0.280434                 NaN            NaN            NaN
  1352.57        500.000        99.1200                 NaN            NaN  0.264057       0.338608                 NaN            NaN  0.277372                 NaN            NaN            NaN
  1351.24        500.000        99.1280                 NaN            NaN  0.336086       0.261223                 NaN            NaN  0.274673                 NaN            NaN            NaN
  1349.92        500.000        99.1374                 NaN            NaN  0.332686       0.258313                 NaN            NaN  0.271602                 NaN            NaN            NaN
  1348.59        500.000        99.1466                 NaN            NaN  0.329376       0.255374                 NaN            NaN  0.268632                 NaN            NaN            NaN
  1347.26        500.000        99.1550                 NaN            NaN  0.326919       0.252164                 NaN            NaN  0.265918                 NaN            NaN            NaN
  1345.94        500.000        99.1632                 NaN            NaN  0.249372       0.324203                 NaN            NaN  0.263244                 NaN            NaN            NaN
  1344.61        500.000        99.1717                 NaN            NaN  0.321425       0.246460                 NaN            NaN  0.260388                 NaN            NaN            NaN
  1343.29        500.000        99.1797                 NaN            NaN  0.243788       0.318672                 NaN            NaN  0.257831                 NaN            NaN            NaN
  1341.96        500.000        99.1880                 NaN            NaN  0.240932       0.316041                 NaN            NaN  0.255062                 NaN            NaN            NaN
  1340.64        500.000        99.1959                 NaN            NaN  0.238016       0.313529                 NaN            NaN  0.252530                 NaN            NaN            NaN
  1339.31        500.000        99.2032                 NaN            NaN  0.311058       0.235683                 NaN            NaN  0.250086                 NaN            NaN            NaN
  1337.99        500.000        99.2102                 NaN            NaN  0.308707       0.233303                 NaN            NaN  0.247750                 NaN            NaN            NaN
  1336.66        500.000        99.2182                 NaN            NaN  0.306327       0.230286                 NaN            NaN  0.245172                 NaN            NaN            NaN
  1335.34        500.000        99.2245                 NaN            NaN  0.304256       0.228217                 NaN            NaN  0.243032                 NaN            NaN            NaN
  1334.01        500.000        99.2315                 NaN            NaN  0.302365       0.225415                 NaN            NaN  0.240738                 NaN            NaN            NaN
  1332.69        500.000        99.2384                 NaN            NaN  0.222576       0.300543                 NaN            NaN  0.238486                 NaN            NaN            NaN
  1331.36        500.000        99.2457                 NaN            NaN  0.298134       0.219999                 NaN            NaN  0.236126                 NaN            NaN            NaN
  1330.03        500.000        99.2519                 NaN            NaN  0.217856       0.296143                 NaN            NaN  0.234062                 NaN            NaN            NaN
  1328.71        500.000        99.2577                 NaN            NaN  0.215467       0.294691                 NaN            NaN  0.232113                 NaN            NaN            NaN
  1327.38        500.000        99.2650                 NaN            NaN  0.292615       0.212574                 NaN            NaN  0.229816                 NaN            NaN            NaN
  1326.06        500.000        99.2712                 NaN            NaN  0.210436       0.290597                 NaN            NaN  0.227790                 NaN            NaN            NaN
  1324.73        500.000        99.2763                 NaN            NaN  0.289210       0.208421                 NaN            NaN  0.226053                 NaN            NaN            NaN
  1323.41        500.000        99.2832                 NaN            NaN  0.205687       0.287313                 NaN            NaN  0.223801                 NaN            NaN            NaN
  1322.08        500.000        99.2891                 NaN            NaN  0.203379       0.285590                 NaN            NaN  0.221944                 NaN            NaN            NaN
  1320.76        500.000        99.2939                 NaN            NaN  0.284855       0.200958                 NaN            NaN  0.220310                 NaN            NaN            NaN
  1319.43        500.000        99.2999                 NaN            NaN  0.198730       0.282961                 NaN            NaN  0.218385                 NaN            NaN            NaN
  1318.11        500.000        99.3058                 NaN            NaN  0.281768       0.195892                 NaN            NaN  0.216566                 NaN            NaN            NaN
  1316.78        500.000        99.3112                 NaN            NaN  0.280054       0.193995                 NaN            NaN  0.214730                 NaN            NaN            NaN
  1315.45        500.000        99.3165                 NaN            NaN  0.191995       0.278407                 NaN            NaN  0.213057                 NaN            NaN            NaN
  1314.13        500.000        99.3218                 NaN            NaN  0.189049       0.277889                 NaN            NaN  0.211274                 NaN            NaN            NaN
  1312.80        500.000        99.3270                 NaN            NaN  0.186763       0.276578                 NaN            NaN  0.209618                 NaN            NaN            NaN
  1311.48        500.000        99.3318                 NaN            NaN  0.184597       0.275496                 NaN            NaN  0.208111                 NaN            NaN            NaN
  1310.15        500.000        99.3356                 NaN            NaN  0.182850       0.274666                 NaN            NaN  0.206849                 NaN            NaN            NaN
  1308.83        500.000        99.3405                 NaN            NaN  0.179502       0.274647                 NaN            NaN  0.205326                 NaN            NaN            NaN
  1307.50        500.000        99.3461                 NaN            NaN  0.176986       0.273421                 NaN            NaN  0.203454                 NaN            NaN            NaN
  1306.18        500.000        99.3508                 NaN            NaN  0.175180       0.272037                 NaN            NaN  0.202002                 NaN            NaN            NaN
  1304.85        500.000        99.3542                 NaN            NaN  0.272690       0.172201                 NaN            NaN  0.200891                 NaN            NaN            NaN
  1303.53        500.000        99.3595                 NaN            NaN  0.169516       0.271730                 NaN            NaN  0.199270                 NaN            NaN            NaN
  1302.20        500.000        99.3618                 NaN            NaN  0.270932       0.168672                 NaN            NaN  0.198565                 NaN            NaN            NaN
  1300.87        500.000        99.3682                 NaN            NaN  0.166312       0.268257                 NaN            NaN  0.196353       0.832909E-003            NaN            NaN
  1299.55        500.000        99.3382                 NaN            NaN  0.216031       0.219445                 NaN            NaN  0.205136       0.212383E-001            NaN            NaN
  1298.22        500.000        99.3337                 NaN            NaN  0.231986       0.199745                 NaN            NaN  0.206402       0.281684E-001            NaN            NaN
  1296.90        500.000        99.3400                 NaN            NaN  0.199626       0.228269                 NaN            NaN  0.204545       0.275581E-001            NaN            NaN
  1295.57        500.000        99.3469                 NaN            NaN  0.224649       0.198801                 NaN            NaN  0.202630       0.270209E-001            NaN            NaN
  1294.25        500.000        99.3539                 NaN            NaN  0.198386       0.220936                 NaN            NaN  0.200436       0.263787E-001            NaN            NaN
  1292.92        500.000        99.3595                 NaN            NaN  0.198450       0.217340                 NaN            NaN  0.198884       0.258272E-001            NaN            NaN
  1291.60        500.000        99.3656                 NaN            NaN  0.198711       0.213291                 NaN            NaN  0.197111       0.252524E-001            NaN            NaN
  1290.27        500.000        99.3714                 NaN            NaN  0.199125       0.209397                 NaN            NaN  0.195370       0.246793E-001            NaN            NaN
  1288.95        500.000        99.3780                 NaN            NaN  0.199182       0.205147                 NaN            NaN  0.193505       0.241534E-001            NaN            NaN
  1287.62        500.000        99.3835                 NaN            NaN  0.203181       0.197729                 NaN            NaN  0.191957       0.236582E-001            NaN            NaN
  1286.29        500.000        99.3895                 NaN            NaN  0.201079       0.196243                 NaN            NaN  0.190159       0.230334E-001            NaN            NaN
  1284.97        500.000        99.3950                 NaN            NaN  0.200618       0.193166                 NaN            NaN  0.188630       0.225811E-001            NaN            NaN
  1283.64        500.000        99.4049       0.102685E-001            NaN  0.161905       0.213446                 NaN            NaN  0.187067       0.224305E-001            NaN            NaN
  1282.32        500.000        99.4249       0.599020E-001            NaN  0.303650                 NaN            NaN            NaN  0.188039       0.234793E-001            NaN            NaN
  1280.99        500.000        99.4321       0.603644E-001            NaN  0.298603                 NaN            NaN            NaN  0.185810       0.231153E-001            NaN            NaN
  1279.67        500.000        99.4375       0.567976E-001            NaN  0.299583                 NaN            NaN            NaN  0.183555       0.225228E-001            NaN            NaN
  1278.34        500.000        98.8884       0.606058E-001            NaN  0.412664                 NaN            NaN            NaN  0.247470       0.327867E-001  0.358081                 NaN
  1277.02        500.000        89.2757       0.217473                 NaN   2.30274                 NaN            NaN            NaN   1.36432       0.218380        6.62136                 NaN
  1275.69        500.000        90.3247       0.159025                 NaN   2.14523                 NaN            NaN            NaN   1.23920       0.192762        5.93913                 NaN
  1274.37        500.000        91.2446       0.129100                 NaN   1.97575                 NaN            NaN            NaN   1.12780       0.172016        5.35077                 NaN
  1273.04        500.000        92.0216       0.976057E-001            NaN   1.83934                 NaN            NaN            NaN   1.03355       0.154201        4.85367                 NaN
  1271.71        500.000        92.6771       0.805972E-001            NaN   1.71028                 NaN            NaN            NaN  0.953375       0.139914        4.43871                 NaN
  1270.39        500.000        93.2479       0.782831E-001            NaN   1.57948                 NaN            NaN            NaN  0.883075       0.128416        4.08287                 NaN
  1269.06        500.000        93.7274       0.586498E-001            NaN   1.49375                 NaN            NaN            NaN  0.823982       0.117544        3.77864                 NaN
  1267.74        500.000        94.1571       0.548362E-001            NaN   1.39724                 NaN            NaN            NaN  0.770519       0.108807        3.51147                 NaN
  1266.41        500.000        94.5280       0.526117E-001            NaN   1.31257                 NaN            NaN            NaN  0.724108       0.101313        3.28145                 NaN
  1265.09        500.000        94.8591       0.432697E-001            NaN   1.24604                 NaN            NaN            NaN  0.682639       0.941552E-001   3.07482                 NaN
  1263.76        500.000        95.1531       0.522939E-001            NaN   1.16413                 NaN            NaN            NaN  0.645084       0.889213E-001   2.89649                 NaN
  1262.44        500.000        95.4187       0.404483E-001            NaN   1.11593                 NaN            NaN            NaN  0.611564       0.829123E-001   2.73040                 NaN
  1261.11        500.000        95.6653       0.392074E-001            NaN   1.05703                 NaN            NaN            NaN  0.580165       0.780008E-001   2.58031                 NaN
  1259.79        500.000        95.8719       0.362704E-001            NaN   1.01309                 NaN            NaN            NaN  0.553300       0.736359E-001   2.45180                 NaN
  1258.46        500.000        96.0731       0.321793E-001            NaN  0.968608                 NaN            NaN            NaN  0.527397       0.694150E-001   2.32928                 NaN
  1257.14        500.000        96.2559       0.302353E-001            NaN  0.926424                 NaN            NaN            NaN  0.503576       0.656671E-001   2.21817                 NaN
  1255.81        500.000        96.4183       0.332598E-001            NaN  0.883726                 NaN            NaN            NaN  0.482090       0.625683E-001   2.12005                 NaN
  1254.48        500.000        96.5727       0.293061E-001            NaN  0.850718                 NaN            NaN            NaN  0.461745       0.592377E-001   2.02627                 NaN
  1253.16        500.000        96.7149       0.264926E-001            NaN  0.819316                 NaN            NaN            NaN  0.442965       0.562176E-001   1.94007                 NaN
  1251.83        500.000        96.8472       0.255725E-001            NaN  0.787867                 NaN            NaN            NaN  0.425204       0.534873E-001   1.86064                 NaN
  1250.51        500.000        96.9702       0.252227E-001            NaN  0.757892                 NaN            NaN            NaN  0.408619       0.509864E-001   1.78704                 NaN
  1249.18        500.000        97.0837       0.232025E-001            NaN  0.732890                 NaN            NaN            NaN  0.393276       0.485328E-001   1.71839                 NaN
  1247.86        500.000        97.1904       0.214843E-001            NaN  0.708489                 NaN            NaN            NaN  0.378737       0.462641E-001   1.65468                 NaN
  1246.53        500.000        97.2908       0.217228E-001            NaN  0.683452                 NaN            NaN            NaN  0.364899       0.442123E-001   1.59489                 NaN
  1245.21        500.000        97.3857       0.194115E-001            NaN  0.662637                 NaN            NaN            NaN  0.351885       0.421322E-001   1.53827                 NaN
  1243.88        500.000        97.4743       0.151970E-001            NaN  0.645442                 NaN            NaN            NaN  0.339762       0.401018E-001   1.48524                 NaN
  1242.56        500.000        97.5585       0.143723E-001            NaN  0.626532                 NaN            NaN            NaN  0.327712       0.382644E-001   1.43458                 NaN
  1241.23        500.000        97.6386       0.106540E-001            NaN  0.610665                 NaN            NaN            NaN  0.316834       0.364308E-001   1.38684                 NaN
  1239.90        500.000        97.7131       0.956008E-002            NaN  0.593233                 NaN            NaN            NaN  0.306241       0.348093E-001   1.34306                 NaN
