|6.6.6
Archiving\03_Data\eqLP/QFM_m2.25/ALH/ALH_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.7284       0.271605                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.7284       0.271626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.7284       0.271648                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.7283       0.271669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.7283       0.271691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.7283       0.271712                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.7283       0.271734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.7282       0.271756                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.7282       0.271778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.7282       0.271799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.7282       0.271821                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.7282       0.271843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.7281       0.271865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.7281       0.271886                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.7281       0.271908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.7281       0.271930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.7280       0.271952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.7280       0.271974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.7280       0.271996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.7280       0.272018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.7280       0.272040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.7279       0.272062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.7279       0.272084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.7279       0.272106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.7279       0.272129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.7278       0.272151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.7278       0.272173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.7278       0.272195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.7278       0.272217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.7278       0.272239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.7277       0.272262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.7277       0.272284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.7277       0.272306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.7277       0.272329                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.7276       0.272351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        99.7276       0.272373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        99.5720       0.272424       0.155614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        98.8098       0.272585       0.917608                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        98.0467       0.272746        1.68055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        97.2827       0.272906        2.44443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        96.5177       0.273066        3.20924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        95.7966       0.273220        3.93022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        95.0746       0.273373        4.65205                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        94.3517       0.273527        5.37473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        93.6281       0.273679        6.09824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        92.9036       0.273831        6.82259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        92.1782       0.273983        7.54777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
