|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1.75/K22/K22_3.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1596.15        500.000        99.4644       0.535645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1594.66        500.000        99.1390       0.861011       0.167419E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.16        500.000        99.1491       0.848497       0.239071E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.67        500.000        99.1584       0.814911       0.267283E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.17        500.000        99.1627       0.810524       0.267284E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.68        500.000        99.1829       0.791048       0.260194E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.19        500.000        99.1843       0.791086       0.246485E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.69        500.000        99.1938       0.782988       0.232541E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.20        500.000        99.1869       0.787395       0.256585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.70        500.000        99.2262       0.750124       0.236707E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.21        500.000        99.2179       0.760332       0.218064E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.71        500.000        99.2294       0.748843       0.218038E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.22        500.000        99.2342       0.744532       0.212205E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.73        500.000        99.2416       0.739177       0.192322E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.23        500.000        99.2489       0.732363       0.187214E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
