|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.25/Y98/Y98_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         O(HP)          an             ilm            San(TH)        q             
  1212.51        500.000        89.9868       0.755675       0.395423                 NaN            NaN            NaN            NaN  0.800092       0.454624E-001   3.93966        4.07693     
  1211.36        500.000        96.7001                 NaN            NaN            NaN            NaN            NaN  0.173198       0.286622       0.168880E-001   1.34040        1.48277     
  1210.21        500.000        76.7188        3.06573       0.878698E-004            NaN            NaN            NaN  0.402641E-002   1.93568       0.805101E-001   9.00429        9.19090     
  1209.06        500.000        89.7048        1.19160                 NaN            NaN            NaN            NaN            NaN  0.840408       0.408314E-001   4.04088        4.18153     
  1207.91        500.000        67.6456        3.55778                 NaN            NaN            NaN            NaN  0.207806        2.64430       0.123362        12.6532        13.1680     
  1206.77        500.000       100.0000                 NaN            NaN            NaN            NaN            NaN  0.700084E-006            NaN            NaN            NaN            NaN
  1205.62        500.000        91.6834       0.974850                 NaN            NaN            NaN            NaN            NaN  0.680734       0.299866E-001   3.25950        3.37157     
  1204.47        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1203.32        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1202.17        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1201.02        500.000        82.1373        2.04933                 NaN            NaN            NaN            NaN            NaN   1.46125       0.591982E-001   7.04996        7.24300     
  1199.87        500.000        91.8351       0.363247E-001  0.830396                 NaN            NaN            NaN            NaN  0.670899       0.259957E-001   3.23540        3.36590     
  1198.72        500.000        94.9220       0.583726                 NaN            NaN            NaN            NaN            NaN  0.373900       0.238386E-001   2.05003        2.04652     
  1197.58        500.000        85.9883        1.33568                 NaN            NaN            NaN            NaN  0.147265        1.15115       0.466354E-001   5.68679        5.64414     
  1196.43        500.000        97.5959       0.233168                 NaN            NaN            NaN            NaN            NaN  0.149889       0.134099E-001  0.901526        1.10611     
  1195.28        500.000        89.6084        1.13494       0.288178E-004            NaN            NaN            NaN            NaN  0.809802       0.342839E-001   4.18521        4.22730     
  1194.13        500.000        94.6107       0.552237                 NaN            NaN            NaN            NaN            NaN  0.407273       0.195875E-001   2.21796        2.19224     
  1192.98        500.000        95.5028       0.451513                 NaN            NaN            NaN            NaN            NaN  0.335205       0.156946E-001   1.86197        1.83283     
  1191.83        500.000        61.8100        2.78197       0.813541                 NaN            NaN            NaN            NaN   2.85769       0.126877        15.6462        15.9638     
  1190.68        500.000        74.0406        2.11632                 NaN            NaN            NaN            NaN            NaN   1.74391       0.818558E-001   11.9450        10.0723     
  1189.53        500.000                 NaN   6.46877        1.86658                 NaN            NaN            NaN            NaN   7.00738       0.322788        43.0844        41.2501     
  1188.39        500.000                 NaN   6.66443        1.67200                 NaN            NaN            NaN            NaN   7.00907       0.322429        43.0810        41.2510     
  1187.24        500.000                 NaN   6.80584        1.53197                 NaN            NaN            NaN            NaN   7.01082       0.322059        43.0772        41.2521     
  1186.09        500.000                 NaN   7.02945        1.30955                 NaN            NaN            NaN            NaN   7.01257       0.321648        43.0737        41.2531     
  1184.94        500.000                 NaN   8.33713                 NaN            NaN            NaN            NaN            NaN   7.01296       0.322017        43.0745        41.2534     
  1183.79        500.000                 NaN   2.40338        5.90315       0.476261E-004            NaN            NaN            NaN   7.00043       0.325982        43.1159        41.2512     
  1182.64        500.000                 NaN   7.92411       0.417499       0.909415E-004            NaN            NaN            NaN   7.01710       0.320677        43.0647        41.2558     
  1181.49        500.000                 NaN   8.02230       0.320995       0.122511E-003            NaN            NaN            NaN   7.01924       0.320186        43.0602        41.2569     
  1180.35        500.000                 NaN   8.11547       0.229517       0.171499E-003            NaN            NaN            NaN   7.02136       0.319692        43.0558        41.2580     
  1179.20        500.000                 NaN   8.20985       0.136855       0.307490E-003            NaN            NaN            NaN   7.02360       0.319164        43.0511        41.2591     
  1178.05        500.000                 NaN   8.29973       0.486563E-001  0.597766E-003            NaN            NaN            NaN   7.02583       0.318636        43.0463        41.2603     
  1176.90        500.000                 NaN   8.35066                 NaN            NaN            NaN            NaN            NaN   7.02780       0.318171        43.0420        41.2614     
  1175.75        500.000                 NaN   8.35223                 NaN            NaN            NaN            NaN            NaN   7.02957       0.317721        43.0379        41.2625     
  1174.60        500.000                 NaN   8.35009                 NaN            NaN            NaN            NaN            NaN   7.02913       0.318162        43.0398        41.2628     
  1173.45        500.000                 NaN  0.461094        7.89165                 NaN            NaN            NaN            NaN   7.03019       0.317525        43.0353        41.2642     
  1172.30        500.000                 NaN  0.598538        7.75497                 NaN            NaN            NaN            NaN   7.03109       0.317289        43.0330        41.2651     
  1171.16        500.000                 NaN  0.736906        7.61736                 NaN            NaN            NaN            NaN   7.03202       0.317050        43.0306        41.2661     
  1170.01        500.000                 NaN  0.877212        7.47781                 NaN            NaN            NaN            NaN   7.03290       0.316822        43.0282        41.2670     
  1168.86        500.000                 NaN   1.01834        7.33742                 NaN            NaN            NaN            NaN   7.03381       0.316588        43.0259        41.2680     
  1167.71        500.000                 NaN   6.18324        2.17634                 NaN            NaN            NaN            NaN   7.03890       0.315457        43.0165        41.2696     
  1166.56        500.000                 NaN   1.30060        7.05664                 NaN            NaN            NaN            NaN   7.03563       0.316125        43.0211        41.2699     
  1165.41        500.000                 NaN   5.65432        2.70768                 NaN            NaN            NaN            NaN   7.04189       0.314726        43.0098        41.2716     
  1164.26        500.000                 NaN   1.58407        6.77466                 NaN            NaN            NaN            NaN   7.03747       0.315663        43.0164        41.2718     
  1163.11        500.000                 NaN   5.12451        3.23998                 NaN            NaN            NaN            NaN   7.04498       0.313974        43.0029        41.2737     
  1161.97        500.000                 NaN   4.85997        3.50580                 NaN            NaN            NaN            NaN   7.04656       0.313588        42.9993        41.2747     
  1160.82        500.000                 NaN   4.59550        3.77162                 NaN            NaN            NaN            NaN   7.04818       0.313193        42.9957        41.2758     
  1159.67        500.000                 NaN   4.33232        4.03616                 NaN            NaN            NaN            NaN   7.04983       0.312789        42.9921        41.2768     
  1158.52        500.000                 NaN   2.04164        6.31050                 NaN            NaN            NaN            NaN   7.03640       0.316971        43.0203        41.2742     
  1157.37        500.000                 NaN   1.76620        6.61976                 NaN            NaN            NaN            NaN   7.00422       0.316406        43.0084        41.2850     
  1156.22        500.000                 NaN   2.54788        5.81523       0.822059E-003            NaN            NaN            NaN   7.04431       0.314003        42.9994        41.2784     
  1155.07        500.000                 NaN   2.68382        5.68087       0.125266E-004            NaN            NaN            NaN   7.04533       0.313760        42.9969        41.2793     
  1153.93        500.000                 NaN   2.81774        5.54774                 NaN            NaN            NaN            NaN   7.04638       0.313514        42.9944        41.2803     
  1152.78        500.000                 NaN   2.94981        5.41644       0.129403E-004            NaN            NaN            NaN   7.04744       0.313264        42.9918        41.2812     
  1151.63        500.000                 NaN   3.07998        5.28708       0.131938E-004            NaN            NaN            NaN   7.04853       0.313009        42.9892        41.2822     
  1150.48        500.000                 NaN   3.20817        5.15972                 NaN            NaN            NaN            NaN   7.04965       0.312750        42.9866        41.2831     
  1149.33        500.000                 NaN   3.33425        5.03445       0.137441E-004            NaN            NaN            NaN   7.05079       0.312486        42.9839        41.2841     
  1148.18        500.000                 NaN   3.45811        4.91146                 NaN            NaN            NaN            NaN   7.05195       0.312216        42.9812        41.2850     
  1147.03        500.000                 NaN   3.57968        4.79075                 NaN            NaN            NaN            NaN   7.05315       0.311940        42.9785        41.2860     
  1145.88        500.000                 NaN   3.69901        4.67230       0.118628E-004            NaN            NaN            NaN   7.05438       0.311657        42.9757        41.2869     
  1144.74        500.000                 NaN   3.81437        4.55475       0.312267E-002            NaN            NaN            NaN   7.05564       0.311365        42.9729        41.2879     
  1143.59        500.000                 NaN   4.44197        3.93007       0.112739E-002            NaN            NaN            NaN   7.05692       0.311069        42.9700        41.2889     
  1142.44        500.000                 NaN   4.33057        4.04250       0.105988E-002            NaN            NaN            NaN   7.05825       0.310764        42.9670        41.2898     
  1141.29        500.000                 NaN   4.22202        4.15310                 NaN            NaN            NaN            NaN   7.05960       0.310451        42.9640        41.2908     
  1140.14        500.000                 NaN  0.508049E-001   8.34710                 NaN            NaN            NaN            NaN   7.08345       0.304271        42.9186        41.2958     
  1138.99        500.000                 NaN  0.207988        8.19116                 NaN            NaN            NaN            NaN   7.08470       0.303932        42.9154        41.2968     
  1137.84        500.000                 NaN  0.465276        7.93472                 NaN            NaN            NaN            NaN   7.08567       0.303673        42.9129        41.2978     
  1136.69        500.000                 NaN  0.718809        7.68211                 NaN            NaN            NaN            NaN   7.08667       0.303406        42.9103        41.2987     
  1135.55        500.000                 NaN  0.968606        7.43325                 NaN            NaN            NaN            NaN   7.08770       0.303134        42.9076        41.2997     
  1134.40        500.000                 NaN   1.21472        7.18808                 NaN            NaN            NaN            NaN   7.08874       0.302860        42.9050        41.3006     
  1133.25        500.000                 NaN   1.45646        6.94724                 NaN            NaN            NaN            NaN   7.08979       0.302584        42.9023        41.3016     
  1132.10        500.000                 NaN   1.69441        6.71033                 NaN            NaN            NaN            NaN   7.09089       0.302296        42.8995        41.3026     
  1130.95        500.000                 NaN   1.92819        6.47755                 NaN            NaN            NaN            NaN   7.09201       0.302007        42.8967        41.3035     
  1129.80        500.000                 NaN   2.15767        6.24908                 NaN            NaN            NaN            NaN   7.09315       0.301712        42.8939        41.3045     
  1128.65        500.000                 NaN   2.38285        6.02494                 NaN            NaN            NaN            NaN   7.09431       0.301411        42.8910        41.3055     
  1127.51        500.000                 NaN   2.60396        5.80483                 NaN            NaN            NaN            NaN   7.09551       0.301105        42.8881        41.3065     
  1126.36        500.000                 NaN   2.82056        5.58931                 NaN            NaN            NaN            NaN   7.09674       0.300790        42.8852        41.3074     
  1125.21        500.000                 NaN   3.03300        5.37802                 NaN            NaN            NaN            NaN   7.09801       0.300463        42.8821        41.3084     
  1124.06        500.000                 NaN   3.24079        5.17132                 NaN            NaN            NaN            NaN   7.09930       0.300134        42.8790        41.3094     
  1122.91        500.000                 NaN   3.44442        4.96889                 NaN            NaN            NaN            NaN   7.10065       0.299790        42.8758        41.3104     
  1121.76        500.000                 NaN   3.64364        4.77083                 NaN            NaN            NaN            NaN   7.10202       0.299440        42.8726        41.3114     
  1120.61        500.000                 NaN   3.83906        4.57670                 NaN            NaN            NaN            NaN   7.10345       0.299074        42.8693        41.3124     
  1119.46        500.000                 NaN   4.03006        4.38692                 NaN            NaN            NaN            NaN   7.10491       0.298703        42.8660        41.3134     
  1118.32        500.000                 NaN   4.21749        4.20081                 NaN            NaN            NaN            NaN   7.10641       0.298315        42.8625        41.3145     
  1117.17        500.000                 NaN   4.40131        4.01838                 NaN            NaN            NaN            NaN   7.10798       0.297912        42.8589        41.3155     
  1116.02        500.000                 NaN   4.58192        3.83918                 NaN            NaN            NaN            NaN   7.10958       0.297500        42.8553        41.3165     
  1114.87        500.000                 NaN   4.75937        3.66316                 NaN            NaN            NaN            NaN   7.11123       0.297074        42.8516        41.3175     
  1113.72        500.000                 NaN   4.93450        3.48955                 NaN            NaN            NaN            NaN   7.11293       0.296631        42.8478        41.3186     
  1112.57        500.000                 NaN   5.10447        3.32118                 NaN            NaN            NaN            NaN   7.11472       0.296164        42.8438        41.3197     
  1111.42        500.000                 NaN  0.238451E-001   6.52562        1.86437                 NaN            NaN            NaN   7.10766       0.298563        42.8619        41.3180     
  1110.27        500.000                 NaN   5.44902        2.97989                 NaN            NaN            NaN            NaN   7.11836       0.295209        42.8357        41.3218     
  1109.13        500.000                 NaN   5.61689        2.81378                 NaN            NaN            NaN            NaN   7.12030       0.294693        42.8315        41.3229     
  1107.98        500.000                 NaN   5.67709        2.75031                 NaN            NaN            NaN            NaN   7.11872       0.295452        42.8355        41.3229     
  1106.83        500.000                 NaN   5.94925        2.48465                 NaN            NaN            NaN            NaN   7.12399       0.293741        42.8233        41.3250     
  1105.68        500.000                 NaN   5.99704        2.43367                 NaN            NaN            NaN            NaN   7.12298       0.294155        42.8275        41.3247     
  1104.53        500.000                 NaN   6.21882        2.21523                 NaN            NaN            NaN            NaN   7.12566       0.293515        42.8203        41.3265     
  1103.38        500.000                 NaN   6.40450        2.03204                 NaN            NaN            NaN            NaN   7.12815       0.292812        42.8148        41.3277     
  1102.23        500.000                 NaN  0.371281E-004  0.738825        7.67027       0.217300E-004            NaN            NaN   7.12075       0.295633        42.8536        41.3208     
  1101.09        500.000                 NaN  0.371268E-004  0.677934        7.73668       0.240208E-004            NaN            NaN   7.12452       0.294489        42.8435        41.3228     
  1099.94        500.000                 NaN   6.89231        1.55309                 NaN            NaN            NaN            NaN   7.13656       0.290388        42.7961        41.3315     
  1098.79        500.000                 NaN   7.07659        1.37200                 NaN            NaN            NaN            NaN   7.13954       0.289516        42.7895        41.3329     
  1097.64        500.000                 NaN   7.27824        1.17369                 NaN            NaN            NaN            NaN   7.14262       0.288606        42.7826        41.3342     
  1096.49        500.000                 NaN   7.84531       0.605674                 NaN            NaN            NaN            NaN   7.14352       0.288484        42.7824        41.3346     
  1095.34        500.000                 NaN   8.03367       0.423582       0.483672E-003            NaN            NaN            NaN   7.14885       0.286778        42.7700        41.3367     
  1094.19        500.000                 NaN   8.20163       0.260645                 NaN            NaN            NaN            NaN   7.15250       0.285658        42.7613        41.3383     
  1093.04        500.000                 NaN   8.39051       0.765787E-001            NaN            NaN            NaN            NaN   7.15627       0.284489        42.7523        41.3399     
  1091.90        500.000                 NaN   8.45907                 NaN            NaN            NaN            NaN            NaN   7.15093       0.286524        42.7646        41.3389     
  1090.75        500.000                 NaN   8.36642       0.102701E-004            NaN            NaN            NaN  0.522097E-001   7.13879       0.290852        42.7910        41.3607     
  1089.60        500.000                 NaN   8.24228       0.782994E-005            NaN            NaN            NaN  0.125250        7.12546       0.295548        42.8192        41.3922     
  1088.45        500.000                 NaN   8.11210       0.105899E-004            NaN            NaN            NaN  0.201608        7.11112       0.300571        42.8496        41.4250     
  1087.30        500.000                 NaN   7.97854       0.109952E-004            NaN            NaN            NaN  0.279719        7.09607       0.305821        42.8813        41.4585     
  1086.15        500.000                 NaN   7.84513       0.114315E-004            NaN            NaN            NaN  0.357545        7.08075       0.311148        42.9136        41.4918     
  1085.00        500.000                 NaN   5.22766        3.23764                 NaN            NaN            NaN            NaN   7.15615       0.284941        42.7480        41.3456     
  1083.85        500.000                 NaN   7.59330       0.997177E-005            NaN            NaN            NaN  0.503975        7.05119       0.321395        42.9756        41.5545     
  1082.71        500.000                 NaN   7.47966       0.107697E-004            NaN            NaN            NaN  0.569887        7.03764       0.326084        43.0039        41.5828     
  1081.56        500.000                 NaN   7.37524       0.116466E-004            NaN            NaN            NaN  0.630376        7.02511       0.330420        43.0301        41.6088     
  1080.41        500.000                 NaN   7.27979       0.125673E-004            NaN            NaN            NaN  0.685621        7.01360       0.334402        43.0540        41.6326     
  1079.26        500.000                 NaN   7.19247       0.135434E-004            NaN            NaN            NaN  0.736128        7.00303       0.338056        43.0759        41.6544     
  1078.11        500.000                 NaN   7.11250       0.110926E-005            NaN            NaN            NaN  0.782368        6.99334       0.341411        43.0959        41.6745     
  1076.96        500.000                 NaN   7.04645       0.111016E-005            NaN            NaN            NaN  0.819975        6.98541       0.344166        43.1129        41.6911     
  1075.81        500.000                 NaN   6.97767                 NaN            NaN            NaN            NaN  0.859723        6.97706       0.347059        43.1300        41.7085     
  1074.67        500.000                 NaN   6.91394       0.111236E-005            NaN            NaN            NaN  0.896547        6.96932       0.349740        43.1458        41.7246     
  1073.52        500.000                 NaN   6.85468                 NaN            NaN            NaN            NaN  0.930785        6.96214       0.352232        43.1605        41.7397     
  1072.37        500.000                 NaN   6.79928       0.110386E-005            NaN            NaN            NaN  0.962793        6.95544       0.354560        43.1741        41.7539     
  1071.22        500.000                 NaN   6.74739       0.110498E-005            NaN            NaN            NaN  0.992782        6.94917       0.356739        43.1868        41.7672     
  1070.07        500.000                 NaN   6.63407       0.110647E-005            NaN            NaN            NaN   1.06567        6.94309       0.358777        43.1975        41.8009     
  1068.92        500.000                 NaN   6.58843       0.110768E-005            NaN            NaN            NaN   1.09200        6.93755       0.360707        43.2086        41.8127     
  1067.77        500.000                 NaN   6.54526       0.110894E-005            NaN            NaN            NaN   1.11692        6.93232       0.362529        43.2190        41.8239     
  1066.62        500.000                 NaN   6.50428       0.111025E-005            NaN            NaN            NaN   1.14057        6.92736       0.364258        43.2289        41.8346     
  1065.48        500.000                 NaN   6.46526       0.111162E-005            NaN            NaN            NaN   1.16310        6.92267       0.365899        43.2382        41.8448     
  1064.33        500.000                 NaN   6.42809       0.111306E-005            NaN            NaN            NaN   1.18457        6.91820       0.367460        43.2471        41.8546     
  1063.18        500.000                 NaN   6.39257       0.111461E-005            NaN            NaN            NaN   1.20510        6.91395       0.368949        43.2554        41.8640     
  1062.03        500.000                 NaN   6.35859       0.111674E-005            NaN            NaN            NaN   1.22474        6.90989       0.370368        43.2634        41.8730     
  1060.88        500.000                 NaN   6.32598       0.111862E-005            NaN            NaN            NaN   1.24359        6.90601       0.371729        43.2709        41.8817     
  1059.73        500.000                 NaN   6.29478       0.112070E-005            NaN            NaN            NaN   1.26165        6.90229       0.373026        43.2781        41.8901     
  1058.58        500.000                 NaN   6.26456       0.112307E-005            NaN            NaN            NaN   1.27914        6.89874       0.374282        43.2850        41.8983     
  1057.43        500.000                 NaN   6.23554       0.112585E-005            NaN            NaN            NaN   1.29594        6.89532       0.375485        43.2916        41.9061     
  1056.29        500.000                 NaN   6.20756       0.112923E-005            NaN            NaN            NaN   1.31215        6.89204       0.376640        43.2979        41.9138     
  1055.14        500.000                 NaN   6.18054       0.113367E-005            NaN            NaN            NaN   1.32780        6.88888       0.377754        43.3039        41.9211     
  1053.99        500.000                 NaN   6.15444       0.114041E-005            NaN            NaN            NaN   1.34294        6.88584       0.378826        43.3096        41.9283     
  1052.84        500.000                 NaN   6.12919       0.120756E-005            NaN            NaN            NaN   1.35759        6.88292       0.379860        43.3151        41.9353     
  1051.69        500.000                 NaN   6.10471       0.122234E-005            NaN            NaN            NaN   1.37179        6.88009       0.380860        43.3204        41.9421     
  1050.54        500.000                 NaN   6.08096       0.123119E-005            NaN            NaN            NaN   1.38558        6.87735       0.381830        43.3255        41.9487     
  1049.39        500.000                 NaN   6.05794       0.123792E-005            NaN            NaN            NaN   1.39896        6.87472       0.382765        43.3304        41.9552     
  1048.25        500.000                 NaN   6.03558       0.124346E-005            NaN            NaN            NaN   1.41196        6.87216       0.383671        43.3351        41.9615     
  1047.10        500.000                 NaN   6.01385       0.124823E-005            NaN            NaN            NaN   1.42460        6.86969       0.384549        43.3397        41.9676     
  1045.95        500.000                 NaN   5.99272       0.125245E-005            NaN            NaN            NaN   1.43690        6.86730       0.385400        43.3440        41.9737     
  1044.80        500.000                 NaN   5.97211       0.545206E-004            NaN            NaN            NaN   1.44887        6.86499       0.386225        43.3482        41.9795     
  1043.65        500.000                 NaN   5.95209       0.549975E-004            NaN            NaN            NaN   1.46054        6.86275       0.387026        43.3522        41.9853     
  1042.50        500.000                 NaN   5.93262       0.126290E-005            NaN            NaN            NaN   1.47192        6.86056       0.387807        43.3561        41.9909     
  1041.35        500.000                 NaN   5.91355       0.563993E-004            NaN            NaN            NaN   1.48302        6.85845       0.388562        43.3599        41.9965     
  1040.20        500.000                 NaN   5.89498       0.573192E-004            NaN            NaN            NaN   1.49386        6.85639       0.389299        43.3635        42.0019     
  1039.06        500.000                 NaN   5.87687       0.583641E-004            NaN            NaN            NaN   1.50444        6.85440       0.390016        43.3670        42.0072     
  1037.91        500.000                 NaN   5.85922                 NaN            NaN            NaN            NaN   1.51479        6.85246       0.390713        43.3704        42.0124     
  1036.76        500.000                 NaN   6.18706                 NaN            NaN            NaN            NaN   1.34039        6.90695       0.372125        43.2476        41.9459     
  1035.61        500.000                 NaN   6.44514                 NaN            NaN            NaN            NaN   1.20392        6.95043       0.357290        43.1490        41.8943     
  1034.46        500.000                 NaN   6.27521                 NaN            NaN            NaN            NaN   1.29590        6.92379       0.366424        43.2074        41.9313     
  1033.31        500.000                 NaN   6.38835                 NaN            NaN            NaN            NaN   1.23710        6.94370       0.359636        43.1613        41.9100     
  1032.16        500.000                 NaN   5.77658                 NaN            NaN            NaN            NaN   1.56320        6.84354       0.393937        43.3856        42.0371     
  1031.01        500.000                 NaN   6.33643                 NaN            NaN            NaN            NaN   1.26753        6.93766       0.361749        43.1721        41.9246     
  1029.87        500.000                 NaN   5.74588                 NaN            NaN            NaN            NaN   1.58123        6.84029       0.395118        43.3910        42.0465     
  1028.72        500.000                 NaN   6.28859                 NaN            NaN            NaN            NaN   1.29567        6.93219       0.363669        43.1817        41.9382     
  1027.57        500.000                 NaN   6.26600                 NaN            NaN            NaN            NaN   1.30900        6.92965       0.364566        43.1861        41.9447     
  1026.42        500.000                 NaN   6.24421                 NaN            NaN            NaN            NaN   1.32187        6.92721       0.365425        43.1902        41.9511     
  1025.27        500.000                 NaN   6.22317                 NaN            NaN            NaN            NaN   1.33432        6.92488       0.366247        43.1941        41.9573     
  1024.12        500.000                 NaN   6.20284                 NaN            NaN            NaN            NaN   1.34637        6.92266       0.367036        43.1978        41.9633     
  1022.97        500.000                 NaN   6.18253                 NaN            NaN            NaN            NaN   1.35840        6.92041       0.367830        43.2016        41.9693     
  1021.83        500.000                 NaN   6.16454                 NaN            NaN            NaN            NaN   1.36917        6.91855       0.368497        43.2045        41.9748     
  1020.68        500.000                 NaN   6.14704                 NaN            NaN            NaN            NaN   1.37966        6.91675       0.369140        43.2073        41.9802     
  1019.53        500.000                 NaN   6.13001                 NaN            NaN            NaN            NaN   1.38990        6.91501       0.369762        43.2099        41.9854     
  1018.38        500.000                 NaN   6.11343                 NaN            NaN            NaN            NaN   1.39988        6.91334       0.370362        43.2124        41.9906     
  1017.23        500.000                 NaN   6.09727                 NaN            NaN            NaN            NaN   1.40962        6.91173       0.370943        43.2147        41.9957     
  1016.08        500.000                 NaN   6.08154                 NaN            NaN            NaN            NaN   1.41913        6.91018       0.371503        43.2169        42.0007     
  1014.93        500.000                 NaN   6.06616                 NaN            NaN            NaN            NaN   1.42844        6.90868       0.372047        43.2191        42.0056     
  1013.78        500.000                 NaN   6.05116                 NaN            NaN            NaN            NaN   1.43754        6.90723       0.372572        43.2211        42.0104     
  1012.64        500.000                 NaN   6.03652                 NaN            NaN            NaN            NaN   1.44644        6.90583       0.373080        43.2230        42.0152     
  1011.49        500.000                 NaN   6.02223                 NaN            NaN            NaN            NaN   1.45514        6.90448       0.373572        43.2247        42.0198     
  1010.34        500.000                 NaN   6.00824                 NaN            NaN            NaN            NaN   1.46367        6.90318       0.374049        43.2264        42.0244     
  1009.19        500.000                 NaN   5.99457                 NaN            NaN            NaN            NaN   1.47203        6.90192       0.374512        43.2280        42.0290     
  1008.04        500.000                 NaN   5.98120                 NaN            NaN            NaN            NaN   1.48021        6.90070       0.374959        43.2295        42.0334     
  1006.89        500.000                 NaN   5.96813                 NaN            NaN            NaN            NaN   1.48824        6.89952       0.375393        43.2309        42.0378     
  1005.74        500.000                 NaN   5.95533                 NaN            NaN            NaN            NaN   1.49611        6.89839       0.375813        43.2322        42.0422     
  1004.59        500.000                 NaN   5.55902                 NaN            NaN            NaN            NaN   1.69996        6.82866       0.399836        43.3934        42.1191     
  1003.45        500.000                 NaN   5.93053                 NaN            NaN            NaN            NaN   1.51141        6.89623       0.376616        43.2346        42.0507     
  1002.30        500.000                 NaN   5.91851                 NaN            NaN            NaN            NaN   1.51885        6.89520       0.376999        43.2356        42.0548     
  1001.15        500.000                 NaN   5.90628                 NaN            NaN            NaN            NaN   1.52634        6.89413       0.377400        43.2369        42.0590     
  1000.00        500.000                 NaN   5.89474                 NaN            NaN            NaN            NaN   1.53351        6.89317       0.377759        43.2378        42.0631     
