|6.6.6
Archiving\03_Data\eqLP/QFM_m2.25/KHA22/KHA22_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1782.05        500.000        72.0057                 NaN            NaN   26.8817                 NaN  0.672916       0.439637                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        71.4445                 NaN            NaN   27.4287                 NaN  0.672919       0.453883                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        70.8833                 NaN            NaN   27.9757                 NaN  0.672923       0.468128                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        70.3220                 NaN            NaN   28.5227                 NaN  0.672926       0.482374                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        69.7608                 NaN            NaN   29.0697                 NaN  0.672929       0.496620                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        69.2266                 NaN            NaN   29.5907                 NaN  0.672933       0.509766                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        68.6925                 NaN            NaN   30.1117                 NaN  0.672936       0.522912                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        68.1584                 NaN            NaN   30.6327                 NaN  0.672940       0.536058                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        67.6242                 NaN            NaN   31.1537                 NaN  0.672943       0.549205                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        67.0900                 NaN            NaN   31.6747                 NaN  0.672947       0.562351                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        66.5559                 NaN            NaN   32.1957                 NaN  0.672950       0.575498                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        66.0217                 NaN            NaN   32.7167                 NaN  0.672953       0.588645                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        65.4875                 NaN            NaN   33.2377                 NaN  0.672957       0.601792                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        64.9812                 NaN            NaN   33.7317                 NaN  0.672960       0.614086                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        64.4749                 NaN            NaN   34.2258                 NaN  0.672964       0.626381                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        63.9685                 NaN            NaN   34.7198                 NaN  0.672967       0.638676                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        63.4622                 NaN            NaN   35.2139                 NaN  0.672971       0.650970                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        62.9558                 NaN            NaN   35.7079                 NaN  0.672974       0.663265                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        62.4495                 NaN            NaN   36.2020                 NaN  0.672977       0.675560                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        61.9431                 NaN            NaN   36.6961                 NaN  0.672981       0.687856                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        61.4367                 NaN            NaN   37.1901                 NaN  0.672984       0.700151                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        60.9562                 NaN            NaN   37.6593                 NaN  0.672988       0.711486                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        60.4757                 NaN            NaN   38.1285                 NaN  0.672991       0.722821                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        59.9952                 NaN            NaN   38.5976                 NaN  0.672994       0.734156                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        59.5147                 NaN            NaN   39.0668                 NaN  0.672998       0.745491                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        59.0342                 NaN            NaN   39.5360                 NaN  0.673001       0.756826                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        58.5537                 NaN            NaN   40.0052                 NaN  0.673005       0.768161                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        58.0731                 NaN            NaN   40.4743                 NaN  0.673008       0.779497                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        57.5926                 NaN            NaN   40.9435                 NaN  0.673011       0.790833                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        57.1420                 NaN            NaN   41.3835                 NaN  0.673015       0.801447                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        56.6915                 NaN            NaN   41.8234                 NaN  0.673018       0.812062                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        56.2409                 NaN            NaN   42.2634                 NaN  0.673021       0.822677                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        55.7903                 NaN            NaN   42.7034                 NaN  0.673024       0.833292                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        55.3397                 NaN            NaN   43.1433                 NaN  0.673027       0.843907                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        54.8891                 NaN            NaN   43.5833                 NaN  0.673031       0.854523                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        54.4385                 NaN            NaN   44.0233                 NaN  0.673034       0.865138                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        53.9879                 NaN            NaN   44.4633                 NaN  0.673037       0.875754                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        53.5681                 NaN            NaN   44.8731                 NaN  0.673040       0.885763                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        53.1482                 NaN            NaN   45.2830                 NaN  0.673043       0.895772                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        52.7283                 NaN            NaN   45.6929                 NaN  0.673046       0.905781                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        52.3084                 NaN            NaN   46.1028                 NaN  0.673049       0.915791                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        51.8884                 NaN            NaN   46.5127                 NaN  0.673052       0.925800                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        51.4685                 NaN            NaN   46.9226                 NaN  0.673055       0.935810                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        51.0486                 NaN            NaN   47.3325                 NaN  0.673058       0.945819                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        50.6287                 NaN            NaN   47.7424                 NaN  0.673061       0.955829                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        50.2418                 NaN            NaN   48.1199                 NaN  0.673064       0.965275                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        49.8549                 NaN            NaN   48.4973                 NaN  0.673067       0.974721                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        49.4679                 NaN            NaN   48.8748                 NaN  0.673070       0.984168                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        49.0810                 NaN            NaN   49.2523                 NaN  0.673073       0.993614                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        48.6941                 NaN            NaN   49.6298                 NaN  0.673076        1.00306                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        48.3072                 NaN            NaN   50.0073                 NaN  0.673078        1.01251                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        47.9202                 NaN            NaN   50.3847                 NaN  0.673081        1.02195                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        47.5333                 NaN            NaN   50.7622                 NaN  0.673084        1.03140                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        47.1721                 NaN            NaN   51.1143                 NaN  0.673087        1.04051                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        46.8109                 NaN            NaN   51.4664                 NaN  0.673089        1.04963                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        46.4496                 NaN            NaN   51.8185                 NaN  0.673092        1.05874                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        46.0884                 NaN            NaN   52.1706                 NaN  0.673095        1.06786                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        45.7404                 NaN            NaN   52.5098                 NaN  0.673097        1.07668                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        45.3923                 NaN            NaN   52.8491                 NaN  0.673100        1.08550                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        45.0500                 NaN            NaN   53.1819                 NaN  0.673102        1.09499                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        44.3144                 NaN            NaN   53.2867                 NaN  0.673105        1.09168       0.634154                 NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        43.5177                 NaN            NaN   53.2769                 NaN  0.673108        1.08255        1.44975                 NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        42.7210                 NaN            NaN   53.2671                 NaN  0.673110        1.07342        2.26536                 NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        41.9243                 NaN            NaN   53.2574                 NaN  0.673113        1.06429        3.08097                 NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        41.1275                 NaN            NaN   53.2476                 NaN  0.673115        1.05516        3.89659                 NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        40.3308                 NaN            NaN   53.2378                 NaN  0.673118        1.04603        4.71221                 NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        39.5341                 NaN            NaN   53.2281                 NaN  0.673121        1.03689        5.52785                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        38.7373                 NaN            NaN   53.2183                 NaN  0.673123        1.02776        6.34348                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        37.9406                 NaN            NaN   53.2085                 NaN  0.673126        1.01863        7.15913                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        37.3192                 NaN            NaN   53.1897                 NaN  0.673128        1.00895        7.80906                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        36.6978                 NaN            NaN   53.1708                 NaN  0.673130       0.999274        8.45900                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        36.0763                 NaN            NaN   53.1520                 NaN  0.673131       0.989594        9.10895                 NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        35.4549                 NaN            NaN   53.1332                 NaN  0.673133       0.979914        9.75889                 NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        34.8335                 NaN            NaN   53.1143                 NaN  0.673135       0.970234        10.4088                 NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        34.2120                 NaN            NaN   53.0955                 NaN  0.673137       0.960554        11.0588                 NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        33.5906                 NaN            NaN   53.0767                 NaN  0.673139       0.950874        11.7088                 NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        32.9691                 NaN            NaN   53.0578                 NaN  0.673141       0.941194        12.3587                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        32.4626                 NaN            NaN   53.0346                 NaN  0.673143       0.930934        12.8987                 NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        31.9561                 NaN            NaN   53.0113                 NaN  0.673144       0.920675        13.4387                 NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        31.4496                 NaN            NaN   52.9881                 NaN  0.673146       0.910415        13.9788                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        30.9431                 NaN            NaN   52.9649                 NaN  0.673147       0.900155        14.5188                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        30.4365                 NaN            NaN   52.9416                 NaN  0.673149       0.889895        15.0588                 NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        29.9300                 NaN            NaN   52.9184                 NaN  0.673150       0.879635        15.5988                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        29.4235                 NaN            NaN   52.8951                 NaN  0.673152       0.869375        16.1389                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        28.9170                 NaN            NaN   52.8719                 NaN  0.673153       0.859115        16.6789                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        28.4870                 NaN            NaN   52.8478                 NaN  0.673154       0.847935        17.1441                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        28.0569                 NaN            NaN   52.8238                 NaN  0.673155       0.836755        17.6093                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        27.6269                 NaN            NaN   52.7998                 NaN  0.673156       0.825576        18.0746                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        27.1969                 NaN            NaN   52.7757                 NaN  0.673158       0.814396        18.5398                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        26.7669                 NaN            NaN   52.7517                 NaN  0.673159       0.803216        19.0051                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        26.3369                 NaN            NaN   52.7276                 NaN  0.673160       0.792035        19.4703                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        25.9069                 NaN            NaN   52.7036                 NaN  0.673161       0.780855        19.9355                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        25.4769                 NaN            NaN   52.6795                 NaN  0.673162       0.769675        20.4008                 NaN            NaN            NaN            NaN            NaN
  1483.97        500.000        25.0993                 NaN            NaN   52.6577                 NaN  0.673163       0.757486        20.8124                 NaN            NaN            NaN            NaN            NaN
  1480.77        500.000        24.7218                 NaN            NaN   52.6358                 NaN  0.673164       0.745296        21.2240                 NaN            NaN            NaN            NaN            NaN
  1477.56        500.000        24.3442                 NaN            NaN   52.6139                 NaN  0.673165       0.733107        21.6356                 NaN            NaN            NaN            NaN            NaN
  1474.36        500.000        23.9667                 NaN            NaN   52.5920                 NaN  0.673165       0.720917        22.0472                 NaN            NaN            NaN            NaN            NaN
  1471.15        500.000        23.5891                 NaN            NaN   52.5701                 NaN  0.673166       0.708728        22.4589                 NaN            NaN            NaN            NaN            NaN
  1467.95        500.000        23.2116                 NaN            NaN   52.5482                 NaN  0.673167       0.696538        22.8705                 NaN            NaN            NaN            NaN            NaN
  1464.74        500.000        22.8341                 NaN            NaN   52.5263                 NaN  0.673168       0.684349        23.2821                 NaN            NaN            NaN            NaN            NaN
  1461.54        500.000        22.4565                 NaN            NaN   52.5044                 NaN  0.673169       0.672159        23.6937                 NaN            NaN            NaN            NaN            NaN
  1458.33        500.000        22.1101                 NaN            NaN   52.4856                 NaN  0.673169       0.659397        24.0717                 NaN            NaN            NaN            NaN            NaN
  1455.13        500.000        21.7637                 NaN            NaN   52.4668                 NaN  0.673170       0.646635        24.4497                 NaN            NaN            NaN            NaN            NaN
  1451.92        500.000        21.4173                 NaN            NaN   52.4480                 NaN  0.673170       0.633873        24.8276                 NaN            NaN            NaN            NaN            NaN
  1448.72        500.000        21.0709                 NaN            NaN   52.4293                 NaN  0.673171       0.621110        25.2056                 NaN            NaN            NaN            NaN            NaN
  1445.51        500.000        20.5886                 NaN            NaN   52.4117                 NaN  0.673172       0.616761        25.4367       0.273205                 NaN            NaN            NaN            NaN
  1442.31        500.000        20.0902                 NaN            NaN   52.3961                 NaN  0.673173       0.616434        25.5988       0.625246                 NaN            NaN            NaN            NaN
  1439.10        500.000        19.6120                 NaN            NaN   52.3770                 NaN  0.673173       0.617411        25.7549       0.965459                 NaN            NaN            NaN            NaN
  1435.90        500.000        19.1337                 NaN            NaN   52.3580                 NaN  0.673174       0.618388        25.9111        1.30567                 NaN            NaN            NaN            NaN
  1432.69        500.000        18.7273                 NaN            NaN   52.3316                 NaN  0.673175       0.623452        26.0414        1.60316                 NaN            NaN            NaN            NaN
  1429.49        500.000        18.3209                 NaN            NaN   52.3051                 NaN  0.673175       0.628515        26.1717        1.90064                 NaN            NaN            NaN            NaN
  1426.28        500.000        17.9144                 NaN            NaN   52.2787                 NaN  0.673176       0.633579        26.3020        2.19812                 NaN            NaN            NaN            NaN
  1423.08        500.000        17.5080                 NaN            NaN   52.2523                 NaN  0.673176       0.638642        26.4323        2.49560                 NaN            NaN            NaN            NaN
  1419.87        500.000        17.1016                 NaN            NaN   52.2258                 NaN  0.673177       0.643706        26.5626        2.79309                 NaN            NaN            NaN            NaN
  1416.67        500.000        16.6951                 NaN            NaN   52.1994                 NaN  0.673177       0.648769        26.6929        3.09057                 NaN            NaN            NaN            NaN
  1413.46        500.000        16.2887                 NaN            NaN   52.1730                 NaN  0.673178       0.653832        26.8232        3.38806                 NaN            NaN            NaN            NaN
  1410.26        500.000        15.8823                 NaN            NaN   52.1466                 NaN  0.673179       0.658896        26.9535        3.68554                 NaN            NaN            NaN            NaN
  1407.05        500.000        15.5090                 NaN            NaN   52.1019                 NaN  0.673179       0.673483        26.9308       0.168841        3.94273                 NaN            NaN            NaN
  1403.85        500.000        15.0250                 NaN            NaN   52.0878                 NaN  0.673181       0.687938        26.7950        4.16007       0.480514       0.904580E-001            NaN            NaN
  1400.64        500.000        15.0250                 NaN            NaN   52.0878                 NaN  0.673181       0.687938        26.7950        4.16007       0.480514       0.904580E-001            NaN            NaN
  1397.44        500.000        13.9720                 NaN            NaN   52.1249                 NaN  0.673185       0.709309        26.4646        1.15104        4.49822       0.406746                 NaN            NaN
  1394.23        500.000        13.9720                 NaN            NaN   52.1249                 NaN  0.673185       0.709309        26.4646        1.15104        4.49822       0.406746                 NaN            NaN
  1391.03        500.000        13.9720                 NaN            NaN   52.1249                 NaN  0.673185       0.709309        26.4646        1.15104        4.49822       0.406746                 NaN            NaN
  1387.82        500.000        13.9720                 NaN            NaN   52.1249                 NaN  0.673185       0.709309        26.4646        1.15104        4.49822       0.406746                 NaN            NaN
  1384.62        500.000        12.2695                 NaN            NaN   52.1827                 NaN  0.673192       0.747677        25.8958        2.25964        5.03420       0.937358                 NaN            NaN
  1381.41        500.000        12.2695                 NaN            NaN   52.1827                 NaN  0.673192       0.747677        25.8958        2.25964        5.03420       0.937358                 NaN            NaN
  1378.21        500.000        12.2695                 NaN            NaN   52.1827                 NaN  0.673192       0.747677        25.8958        2.25964        5.03420       0.937358                 NaN            NaN
  1375.00        500.000        12.2695                 NaN            NaN   52.1827                 NaN  0.673192       0.747677        25.8958        2.25964        5.03420       0.937358                 NaN            NaN
