|6.6.6
Archiving\03_Data\eqLP/QFM_m2.25/KHA22/KHA22_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1891.03        500.000        94.8492       0.211947                 NaN   4.93888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        94.2965       0.212035                 NaN   5.49150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        93.2547       0.131660                 NaN   6.40580                 NaN  0.207846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        91.8814                 NaN            NaN   7.57042                 NaN  0.548194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        91.2834                 NaN            NaN   8.16812                 NaN  0.548464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        90.6864                 NaN            NaN   8.76487                 NaN  0.548734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        90.0888                 NaN            NaN   9.36217                 NaN  0.549003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        89.4845                 NaN            NaN   9.96493                 NaN  0.549276       0.133248E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        88.8876                 NaN            NaN   10.5510                 NaN  0.549550       0.118169E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        88.2790                 NaN            NaN   11.1469                 NaN  0.549832       0.242746E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        87.6697                 NaN            NaN   11.7434                 NaN  0.550113       0.367452E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        87.0733                 NaN            NaN   12.3275                 NaN  0.550389       0.488074E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        86.4764                 NaN            NaN   12.9121                 NaN  0.550665       0.608818E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        85.8789                 NaN            NaN   13.4972                 NaN  0.550939       0.729683E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        85.2808                 NaN            NaN   14.0829                 NaN  0.551213       0.850669E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        84.7093                 NaN            NaN   14.6429                 NaN  0.551477       0.963920E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        84.1372                 NaN            NaN   15.2033                 NaN  0.551741       0.107728                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        83.5647                 NaN            NaN   15.7642                 NaN  0.552003       0.119075                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        82.9917                 NaN            NaN   16.3256                 NaN  0.552265       0.130432                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        82.4182                 NaN            NaN   16.8875                 NaN  0.552526       0.141800                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        81.8442                 NaN            NaN   17.4499                 NaN  0.552786       0.153179                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        81.2697                 NaN            NaN   18.0127                 NaN  0.553046       0.164568                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        80.6947                 NaN            NaN   18.5760                 NaN  0.553304       0.175968                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        80.1532                 NaN            NaN   19.1069                 NaN  0.553550       0.186418                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        79.6112                 NaN            NaN   19.6381                 NaN  0.553796       0.196877                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        79.0688                 NaN            NaN   20.1698                 NaN  0.554041       0.207346                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        78.5260                 NaN            NaN   20.7019                 NaN  0.554285       0.217823                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        77.9828                 NaN            NaN   21.2344                 NaN  0.554528       0.228309                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        77.4391                 NaN            NaN   21.7673                 NaN  0.554770       0.238804                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        76.8951                 NaN            NaN   22.3006                 NaN  0.555011       0.249309                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        76.3506                 NaN            NaN   22.8343                 NaN  0.555252       0.259821                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        75.8353                 NaN            NaN   23.3397                 NaN  0.555481       0.269523                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        75.3196                 NaN            NaN   23.8454                 NaN  0.555710       0.279232                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        74.8036                 NaN            NaN   24.3515                 NaN  0.555937       0.288948                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        74.2872                 NaN            NaN   24.8580                 NaN  0.556164       0.298672                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        73.7705                 NaN            NaN   25.3647                 NaN  0.556390       0.308404                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        73.2534                 NaN            NaN   25.8719                 NaN  0.556615       0.318143                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        72.7359                 NaN            NaN   26.3793                 NaN  0.556840       0.327889                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        72.2181                 NaN            NaN   26.8872                 NaN  0.557063       0.337643                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        71.7273                 NaN            NaN   27.3688                 NaN  0.557275       0.346633                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        71.2362                 NaN            NaN   27.8507                 NaN  0.557486       0.355628                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        70.7448                 NaN            NaN   28.3329                 NaN  0.557697       0.364630                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        70.2531                 NaN            NaN   28.8153                 NaN  0.557906       0.373639                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        69.7611                 NaN            NaN   29.2981                 NaN  0.558115       0.382653                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        69.2688                 NaN            NaN   29.7812                 NaN  0.558322       0.391674                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        68.7762                 NaN            NaN   30.2645                 NaN  0.558529       0.400700                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        68.2834                 NaN            NaN   30.7482                 NaN  0.558735       0.409733                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        67.8173                 NaN            NaN   31.2055                 NaN  0.558928       0.418207                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        67.3511                 NaN            NaN   31.6631                 NaN  0.559121       0.426686                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        66.8845                 NaN            NaN   32.1210                 NaN  0.559313       0.435171                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        66.4178                 NaN            NaN   32.5791                 NaN  0.559505       0.443660                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        65.9508                 NaN            NaN   33.0374                 NaN  0.559695       0.452155                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        65.4835                 NaN            NaN   33.4959                 NaN  0.559884       0.460654                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        65.0161                 NaN            NaN   33.9547                 NaN  0.560072       0.469159                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        64.5484                 NaN            NaN   34.4137                 NaN  0.560259       0.477669                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        64.1056                 NaN            NaN   34.8484                 NaN  0.560435       0.485517                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        63.6627                 NaN            NaN   35.2834                 NaN  0.560610       0.493370                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        63.2195                 NaN            NaN   35.7185                 NaN  0.560785       0.501227                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        62.7762                 NaN            NaN   36.1538                 NaN  0.560958       0.509087                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        62.3327                 NaN            NaN   36.5892                 NaN  0.561130       0.516952                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        61.8890                 NaN            NaN   37.0249                 NaN  0.561302       0.524821                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        61.4451                 NaN            NaN   37.4607                 NaN  0.561472       0.532694                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        61.0011                 NaN            NaN   37.8967                 NaN  0.561641       0.540570                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        60.5849                 NaN            NaN   38.3053                 NaN  0.561798       0.547987                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        60.1686                 NaN            NaN   38.7140                 NaN  0.561954       0.555407                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        59.7522                 NaN            NaN   39.1229                 NaN  0.562109       0.562830                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        59.3356                 NaN            NaN   39.5318                 NaN  0.562263       0.570256                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        58.9189                 NaN            NaN   39.9410                 NaN  0.562416       0.577685                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        58.5021                 NaN            NaN   40.3502                 NaN  0.562568       0.585118                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        58.0851                 NaN            NaN   40.7596                 NaN  0.562719       0.592553                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        57.6680                 NaN            NaN   41.1691                 NaN  0.562869       0.599992                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        57.2795                 NaN            NaN   41.5505                 NaN  0.563007       0.607047                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        56.8908                 NaN            NaN   41.9319                 NaN  0.563144       0.614104                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        56.5021                 NaN            NaN   42.3135                 NaN  0.563280       0.621164                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        56.1133                 NaN            NaN   42.6951                 NaN  0.563416       0.628226                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        55.7243                 NaN            NaN   43.0768                 NaN  0.563550       0.635290                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        55.3353                 NaN            NaN   43.4586                 NaN  0.563683       0.642357                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        54.9462                 NaN            NaN   43.8405                 NaN  0.563815       0.649426                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        54.5570                 NaN            NaN   44.2225                 NaN  0.563946       0.656498                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        54.1983                 NaN            NaN   44.5744                 NaN  0.564066       0.663215                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        53.8396                 NaN            NaN   44.9263                 NaN  0.564185       0.669935                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        53.4808                 NaN            NaN   45.2782                 NaN  0.564302       0.676656                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        53.1219                 NaN            NaN   45.6303                 NaN  0.564419       0.683379                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        52.7630                 NaN            NaN   45.9823                 NaN  0.564535       0.690103                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        52.4041                 NaN            NaN   46.3344                 NaN  0.564649       0.696829                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        52.0451                 NaN            NaN   46.6866                 NaN  0.564763       0.703557                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        51.6860                 NaN            NaN   47.0388                 NaN  0.564876       0.710287                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        51.3507                 NaN            NaN   47.3675                 NaN  0.564980       0.716821                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        51.0154                 NaN            NaN   47.6962                 NaN  0.565083       0.723357                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        50.6800                 NaN            NaN   48.0249                 NaN  0.565186       0.729894                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        50.3446                 NaN            NaN   48.3537                 NaN  0.565287       0.736432                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        50.0213                 NaN            NaN   48.6705                 NaN  0.565384       0.742759                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        49.6981                 NaN            NaN   48.9874                 NaN  0.565480       0.749087                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        49.3802                 NaN            NaN   49.2983                 NaN  0.565574       0.756008                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        48.6504                 NaN            NaN   49.4284                 NaN  0.566027       0.754611       0.600527                 NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        47.8497                 NaN            NaN   49.4607                 NaN  0.566575       0.749397        1.37353                 NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        47.0476                 NaN            NaN   49.4931                 NaN  0.567124       0.744172        2.14801                 NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        46.2440                 NaN            NaN   49.5254                 NaN  0.567673       0.738936        2.92396                 NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        45.4389                 NaN            NaN   49.5578                 NaN  0.568223       0.733689        3.70139                 NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        44.6323                 NaN            NaN   49.5902                 NaN  0.568773       0.728432        4.48029                 NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        43.8243                 NaN            NaN   49.6226                 NaN  0.569323       0.723164        5.26068                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        43.0147                 NaN            NaN   49.6549                 NaN  0.569874       0.717885        6.04256                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        42.2037                 NaN            NaN   49.6873                 NaN  0.570425       0.712596        6.82592                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        41.5695                 NaN            NaN   49.7026                 NaN  0.570870       0.706728        7.45030                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        40.9344                 NaN            NaN   49.7178                 NaN  0.571315       0.700851        8.07562                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        40.2984                 NaN            NaN   49.7330                 NaN  0.571760       0.694965        8.70190                 NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        39.6614                 NaN            NaN   49.7482                 NaN  0.572206       0.689068        9.32912                 NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        39.0235                 NaN            NaN   49.7634                 NaN  0.572651       0.683163        9.95730                 NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        38.3847                 NaN            NaN   49.7786                 NaN  0.573097       0.677248        10.5864                 NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        37.7449                 NaN            NaN   49.7937                 NaN  0.573543       0.671323        11.2165                 NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        37.1042                 NaN            NaN   49.8088                 NaN  0.573989       0.665388        11.8476                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        36.5805                 NaN            NaN   49.8142                 NaN  0.574365       0.658933        12.3719                 NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        36.0562                 NaN            NaN   49.8196                 NaN  0.574741       0.652469        12.8970                 NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        35.5312                 NaN            NaN   49.8249                 NaN  0.575118       0.645996        13.4227                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        35.0057                 NaN            NaN   49.8303                 NaN  0.575494       0.639515        13.9491                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        34.4794                 NaN            NaN   49.8356                 NaN  0.575870       0.633025        14.4761                 NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        33.9526                 NaN            NaN   49.8409                 NaN  0.576247       0.626526        15.0038                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        33.4251                 NaN            NaN   49.8461                 NaN  0.576624       0.620018        15.5321                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        32.8970                 NaN            NaN   49.8513                 NaN  0.577001       0.613502        16.0612                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        32.4473                 NaN            NaN   49.8522                 NaN  0.577330       0.606250        16.5170                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        31.9971                 NaN            NaN   49.8530                 NaN  0.577660       0.598989        16.9733                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        31.5464                 NaN            NaN   49.8538                 NaN  0.577989       0.591719        17.4300                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        31.0953                 NaN            NaN   49.8546                 NaN  0.578319       0.584442        17.8873                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        30.6437                 NaN            NaN   49.8554                 NaN  0.578649       0.577155        18.3451                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        30.1917                 NaN            NaN   49.8561                 NaN  0.578979       0.569861        18.8034                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        29.7392                 NaN            NaN   49.8568                 NaN  0.579309       0.562558        19.2621                 NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        29.2862                 NaN            NaN   49.8575                 NaN  0.579639       0.555247        19.7214                 NaN            NaN            NaN            NaN            NaN
  1483.97        500.000        28.8873                 NaN            NaN   49.8578                 NaN  0.579937       0.547144        20.1278                 NaN            NaN            NaN            NaN            NaN
  1480.77        500.000        28.4881                 NaN            NaN   49.8581                 NaN  0.580234       0.539033        20.5346                 NaN            NaN            NaN            NaN            NaN
  1477.56        500.000        28.0884                 NaN            NaN   49.8584                 NaN  0.580531       0.530914        20.9417                 NaN            NaN            NaN            NaN            NaN
  1474.36        500.000        27.6885                 NaN            NaN   49.8586                 NaN  0.580829       0.522787        21.3493                 NaN            NaN            NaN            NaN            NaN
  1471.15        500.000        27.2881                 NaN            NaN   49.8589                 NaN  0.581126       0.514651        21.7572                 NaN            NaN            NaN            NaN            NaN
  1467.95        500.000        26.8874                 NaN            NaN   49.8591                 NaN  0.581424       0.506507        22.1656                 NaN            NaN            NaN            NaN            NaN
  1464.74        500.000        26.4864                 NaN            NaN   49.8593                 NaN  0.581722       0.498355        22.5743                 NaN            NaN            NaN            NaN            NaN
  1461.54        500.000        26.0849                 NaN            NaN   49.8594                 NaN  0.582019       0.490194        22.9834                 NaN            NaN            NaN            NaN            NaN
  1458.33        500.000        25.7158                 NaN            NaN   49.8611                 NaN  0.582297       0.481557        23.3592                 NaN            NaN            NaN            NaN            NaN
  1455.13        500.000        25.3464                 NaN            NaN   49.8628                 NaN  0.582575       0.472912        23.7354                 NaN            NaN            NaN            NaN            NaN
  1451.92        500.000        24.9767                 NaN            NaN   49.8644                 NaN  0.582853       0.464258        24.1118                 NaN            NaN            NaN            NaN            NaN
  1448.72        500.000        24.6066                 NaN            NaN   49.8660                 NaN  0.583130       0.455597        24.4886                 NaN            NaN            NaN            NaN            NaN
  1445.51        500.000        24.0903                 NaN            NaN   49.8782                 NaN  0.583539       0.453445        24.7263       0.268188                 NaN            NaN            NaN            NaN
  1442.31        500.000        23.5564                 NaN            NaN   49.8931                 NaN  0.583967       0.454248        24.8981       0.614174                 NaN            NaN            NaN            NaN
  1439.10        500.000        23.0429                 NaN            NaN   49.9043                 NaN  0.584382       0.456028        25.0634       0.948931                 NaN            NaN            NaN            NaN
  1435.90        500.000        22.5289                 NaN            NaN   49.9154                 NaN  0.584798       0.457812        25.2290        1.28415                 NaN            NaN            NaN            NaN
  1432.69        500.000        22.0907                 NaN            NaN   49.9162                 NaN  0.585162       0.462604        25.3679        1.57749                 NaN            NaN            NaN            NaN
  1429.49        500.000        21.6520                 NaN            NaN   49.9170                 NaN  0.585527       0.467404        25.5070        1.87119                 NaN            NaN            NaN            NaN
  1426.28        500.000        21.2128                 NaN            NaN   49.9177                 NaN  0.585891       0.472211        25.6462        2.16524                 NaN            NaN            NaN            NaN
  1423.08        500.000        20.7731                 NaN            NaN   49.9183                 NaN  0.586256       0.477025        25.7856        2.45965                 NaN            NaN            NaN            NaN
  1419.87        500.000        20.3330                 NaN            NaN   49.9190                 NaN  0.586620       0.481846        25.9252        2.75442                 NaN            NaN            NaN            NaN
  1416.67        500.000        19.8923                 NaN            NaN   49.9196                 NaN  0.586984       0.486674        26.0649        3.04955                 NaN            NaN            NaN            NaN
  1413.46        500.000        19.4512                 NaN            NaN   49.9201                 NaN  0.587349       0.491509        26.2048        3.34503                 NaN            NaN            NaN            NaN
  1410.26        500.000        19.0096                 NaN            NaN   49.9207                 NaN  0.587713       0.496350        26.3448        3.64087                 NaN            NaN            NaN            NaN
  1407.05        500.000        18.6026                 NaN            NaN   49.9022                 NaN  0.588056       0.508438        26.3351       0.166450        3.89708                 NaN            NaN            NaN
  1403.85        500.000        18.0693                 NaN            NaN   49.9127                 NaN  0.588400       0.519976        26.2151        4.11431       0.473983       0.106269                 NaN            NaN
  1400.64        500.000        18.0688                 NaN            NaN   49.9129                 NaN  0.588411       0.519995        26.2153        4.11433       0.473988       0.106276                 NaN            NaN
  1397.44        500.000        16.9004                 NaN            NaN   49.9888                 NaN  0.589024       0.536658        25.9160        1.13679        4.45387       0.478389                 NaN            NaN
  1394.23        500.000        16.8999                 NaN            NaN   49.9890                 NaN  0.589034       0.536676        25.9162        1.13680        4.45390       0.478421                 NaN            NaN
  1391.03        500.000        16.8995                 NaN            NaN   49.9892                 NaN  0.589044       0.536694        25.9164        1.13682        4.45392       0.478453                 NaN            NaN
  1387.82        500.000        16.8990                 NaN            NaN   49.9894                 NaN  0.589055       0.536712        25.9166        1.13683        4.45395       0.478485                 NaN            NaN
  1384.62        500.000        14.9994                 NaN            NaN   50.1105                 NaN  0.590041       0.566626        25.3981        2.23648        4.99426        1.10457                 NaN            NaN
  1381.41        500.000        14.9990                 NaN            NaN   50.1106                 NaN  0.590051       0.566645        25.3982        2.23650        4.99428        1.10464                 NaN            NaN
  1378.21        500.000        14.9986                 NaN            NaN   50.1107                 NaN  0.590060       0.566663        25.3984        2.23652        4.99430        1.10471                 NaN            NaN
  1375.00        500.000        14.9982                 NaN            NaN   50.1108                 NaN  0.590069       0.566681        25.3985        2.23654        4.99432        1.10478                 NaN            NaN
