|6.6.6
Archiving\03_Data\Dfrac/QFM_m1.75/T13/T13_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       Ni             O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             pxmn           q              ilm            San(TH)       
  1561.40        2500.00        98.8621                 NaN            NaN  0.167438                 NaN            NaN  0.970414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.8830                 NaN            NaN  0.165113                 NaN            NaN  0.951878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.8768                 NaN            NaN  0.167890                 NaN            NaN  0.955291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9246                 NaN            NaN  0.154622                 NaN            NaN  0.920779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9192                 NaN            NaN  0.155121                 NaN            NaN  0.925667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.5130                 NaN            NaN  0.203687                 NaN            NaN   1.28331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.3590                 NaN            NaN  0.904491E-001            NaN            NaN  0.550561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.9567                 NaN            NaN  0.138729                 NaN            NaN  0.904564                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9672                 NaN            NaN  0.151061                 NaN            NaN  0.881783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.9790                 NaN            NaN  0.139243                 NaN            NaN  0.881713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.9894                 NaN            NaN  0.138385                 NaN            NaN  0.872191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0001                 NaN            NaN  0.132440                 NaN            NaN  0.867435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0141                 NaN            NaN  0.135715                 NaN            NaN  0.850199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0220                 NaN            NaN  0.129792                 NaN            NaN  0.848198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.0318                 NaN            NaN  0.126314                 NaN            NaN  0.841935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.0394                 NaN            NaN  0.122730                 NaN            NaN  0.837861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.0518                 NaN            NaN  0.122052                 NaN            NaN  0.826126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0624                 NaN            NaN  0.123176                 NaN            NaN  0.814418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0700                 NaN            NaN  0.117416                 NaN            NaN  0.812620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0855                 NaN            NaN  0.110008                 NaN            NaN  0.804501                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.0777                 NaN            NaN  0.112145                 NaN            NaN  0.810172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.0941                 NaN            NaN  0.111376                 NaN            NaN  0.794556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.0956                 NaN            NaN  0.101487                 NaN            NaN  0.802952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1177                 NaN            NaN  0.102866                 NaN            NaN  0.779394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1183                 NaN            NaN  0.102242                 NaN            NaN  0.779426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1243                 NaN            NaN  0.964081E-001            NaN            NaN  0.779309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1321                 NaN            NaN  0.961053E-001            NaN            NaN  0.771761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.9463                 NaN            NaN  0.166997E-002            NaN            NaN  0.217121E-001   1.03033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.8916                 NaN            NaN            NaN            NaN            NaN            NaN   1.10842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.8877                 NaN            NaN            NaN            NaN            NaN            NaN   1.11227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.8815                 NaN            NaN            NaN            NaN            NaN            NaN   1.11850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.8763                 NaN            NaN            NaN            NaN            NaN            NaN   1.12365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.8669                 NaN            NaN            NaN            NaN            NaN            NaN   1.13312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.8539                 NaN            NaN            NaN            NaN            NaN            NaN   1.14605                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.8369                 NaN            NaN            NaN            NaN            NaN            NaN   1.16313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.8134                 NaN            NaN            NaN            NaN            NaN            NaN   1.18661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.7820                 NaN            NaN            NaN            NaN            NaN            NaN   1.21804                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.7438                 NaN            NaN            NaN            NaN            NaN            NaN   1.25619                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.6384                 NaN            NaN            NaN            NaN            NaN            NaN   1.23990       0.121730                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.2652                 NaN            NaN            NaN            NaN            NaN            NaN   1.47854       0.256244                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.2829                 NaN            NaN            NaN            NaN            NaN            NaN   1.45832       0.258766                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.2993                 NaN            NaN            NaN            NaN            NaN            NaN  0.254710        1.44603                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.3151                 NaN            NaN            NaN            NaN            NaN            NaN  0.257350        1.42751                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.3298                 NaN            NaN            NaN            NaN            NaN            NaN   1.41560       0.254576                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.3442                 NaN            NaN  0.257449E-003            NaN            NaN            NaN  0.253059        1.40244                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.3592                 NaN            NaN  0.205285E-005            NaN            NaN            NaN  0.257290        1.38347                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.3771                 NaN            NaN  0.515990E-001            NaN            NaN            NaN  0.151241        1.42005                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.3991                 NaN            NaN  0.125924                 NaN            NaN            NaN   1.46474       0.102152E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.4092                 NaN            NaN  0.126557                 NaN            NaN            NaN   1.46424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.4229                 NaN            NaN  0.123637                 NaN            NaN            NaN   1.45346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.4305                 NaN            NaN  0.117616                 NaN            NaN            NaN   1.44103       0.108207E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.4387                 NaN            NaN  0.113595                 NaN            NaN            NaN  0.172724E-001   1.43044                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.4487                 NaN            NaN  0.109099                 NaN            NaN            NaN   1.41383       0.283907E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.4570                 NaN            NaN  0.105438                 NaN            NaN            NaN   1.40347       0.340811E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        96.4447                 NaN            NaN  0.624212                 NaN            NaN            NaN   1.72790       0.247402                 NaN  0.955748                 NaN            NaN            NaN            NaN
  1423.56        2500.00        95.7892                 NaN            NaN  0.824364                 NaN            NaN            NaN   1.81381       0.287007                 NaN   1.28563                 NaN            NaN            NaN            NaN
  1421.05        2500.00        95.8831                 NaN            NaN  0.825907                 NaN            NaN            NaN  0.187785        1.84730                 NaN   1.25591                 NaN            NaN            NaN            NaN
  1418.55        2500.00        95.9708                 NaN            NaN  0.832462                 NaN            NaN            NaN   1.84799       0.119401                 NaN   1.22934                 NaN            NaN            NaN            NaN
  1416.04        2500.00        96.0609                 NaN            NaN  0.836323                 NaN            NaN            NaN   1.86307       0.379731E-001            NaN   1.20172                 NaN            NaN            NaN            NaN
  1413.53        2500.00        96.1477                 NaN            NaN  0.829547                 NaN            NaN            NaN  0.115845E-001   1.83726                 NaN   1.17392                 NaN            NaN            NaN            NaN
  1411.03        2500.00        96.2308                 NaN            NaN  0.823764                 NaN            NaN            NaN   1.79832                 NaN            NaN   1.14709                 NaN            NaN            NaN            NaN
  1408.52        2500.00        96.3061                 NaN            NaN  0.815356                 NaN            NaN            NaN   1.75632                 NaN            NaN   1.12222                 NaN            NaN            NaN            NaN
  1406.02        2500.00        96.3875                 NaN            NaN  0.815377                 NaN            NaN            NaN   1.70003                 NaN            NaN   1.09711                 NaN            NaN            NaN            NaN
  1403.51        2500.00        96.4563                 NaN            NaN  0.836079                 NaN            NaN            NaN   1.63124                 NaN            NaN   1.07637                 NaN            NaN            NaN            NaN
  1401.00        2500.00        96.5349                 NaN            NaN  0.800258                 NaN            NaN            NaN   1.61632                 NaN            NaN   1.04851                 NaN            NaN            NaN            NaN
  1398.50        2500.00        96.5825                 NaN            NaN  0.782401                 NaN            NaN            NaN   1.60481                 NaN            NaN   1.03025                 NaN            NaN            NaN            NaN
  1395.99        2500.00        96.6621                 NaN            NaN  0.789223                 NaN            NaN            NaN   1.54325                 NaN            NaN   1.00545                 NaN            NaN            NaN            NaN
  1393.48        2500.00        85.3004       0.108828E-001            NaN   3.09759       0.586428                 NaN            NaN   6.46561                 NaN            NaN   4.20755       0.730186E-015  0.310659       0.208985E-001            NaN
  1390.98        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1388.47        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1385.96        2500.00        97.9452                 NaN            NaN  0.495355                 NaN            NaN            NaN  0.947691                 NaN            NaN  0.611736                 NaN            NaN            NaN            NaN
  1383.46        2500.00        97.0377                 NaN            NaN  0.734085                 NaN            NaN            NaN   1.34556                 NaN            NaN  0.882700                 NaN            NaN            NaN            NaN
  1380.95        2500.00        97.0724                 NaN            NaN  0.728099                 NaN            NaN            NaN   1.32859                 NaN            NaN  0.870940                 NaN            NaN            NaN            NaN
  1378.45        2500.00        97.1184                 NaN            NaN  0.724819                 NaN            NaN            NaN   1.30190                 NaN            NaN  0.854837                 NaN            NaN            NaN            NaN
  1375.94        2500.00        97.1655                 NaN            NaN  0.714247                 NaN            NaN            NaN   1.28229                 NaN            NaN  0.837969                 NaN            NaN            NaN            NaN
  1373.43        2500.00        97.2168                 NaN            NaN  0.708164                 NaN            NaN            NaN   1.25458                 NaN            NaN  0.820464                 NaN            NaN            NaN            NaN
  1370.93        2500.00        97.2587                 NaN            NaN  0.706069                 NaN            NaN            NaN   1.22941                 NaN            NaN  0.805791                 NaN            NaN            NaN            NaN
  1368.42        2500.00        97.3054                 NaN            NaN  0.698087                 NaN            NaN            NaN   1.20711                 NaN            NaN  0.789382                 NaN            NaN            NaN            NaN
  1365.91        2500.00        97.3475                 NaN            NaN  0.690107                 NaN            NaN            NaN   1.18773                 NaN            NaN  0.774642                 NaN            NaN            NaN            NaN
  1363.41        2500.00        97.3881                 NaN            NaN  0.684980                 NaN            NaN            NaN   1.16693                 NaN            NaN  0.760039                 NaN            NaN            NaN            NaN
  1360.90        2500.00        97.4237                 NaN            NaN  0.671574                 NaN            NaN            NaN   1.15840                 NaN            NaN  0.746325                 NaN            NaN            NaN            NaN
  1358.40        2500.00        97.4697                 NaN            NaN  0.667400                 NaN            NaN            NaN   1.13182                 NaN            NaN  0.731044                 NaN            NaN            NaN            NaN
  1355.89        2500.00        97.5081                 NaN            NaN  0.654790                 NaN            NaN            NaN   1.12027                 NaN            NaN  0.716855                 NaN            NaN            NaN            NaN
  1353.38        2500.00        97.5451                 NaN            NaN  0.644756                 NaN            NaN            NaN   1.10666                 NaN            NaN  0.703503                 NaN            NaN            NaN            NaN
  1350.88        2500.00        97.5805                 NaN            NaN  0.632273                 NaN            NaN            NaN   1.09710                 NaN            NaN  0.690108                 NaN            NaN            NaN            NaN
  1348.37        2500.00        97.6126                 NaN            NaN  0.630878                 NaN            NaN            NaN   1.07765                 NaN            NaN  0.678905                 NaN            NaN            NaN            NaN
  1345.86        2500.00        97.6558                 NaN            NaN  0.613789                 NaN            NaN            NaN   1.06682                 NaN            NaN  0.663625                 NaN            NaN            NaN            NaN
  1343.36        2500.00        97.6860                 NaN            NaN  0.605286                 NaN            NaN            NaN   1.05622                 NaN            NaN  0.652494                 NaN            NaN            NaN            NaN
  1340.85        2500.00        97.7174                 NaN            NaN  0.592523                 NaN            NaN            NaN   1.04908                 NaN            NaN  0.640981                 NaN            NaN            NaN            NaN
  1338.35        2500.00        97.7513                 NaN            NaN  0.585909                 NaN            NaN            NaN   1.03421                 NaN            NaN  0.628560                 NaN            NaN            NaN            NaN
  1335.84        2500.00        97.7838                 NaN            NaN  0.569987                 NaN            NaN            NaN   1.02942                 NaN            NaN  0.616834                 NaN            NaN            NaN            NaN
  1333.33        2500.00        97.8167                 NaN            NaN  0.560845                 NaN            NaN            NaN   1.01702                 NaN            NaN  0.605466                 NaN            NaN            NaN            NaN
  1330.83        2500.00        97.8472                 NaN            NaN  0.550862                 NaN            NaN            NaN   1.00716                 NaN            NaN  0.594753                 NaN            NaN            NaN            NaN
  1328.32        2500.00        97.8788                 NaN            NaN  0.538666                 NaN            NaN            NaN  0.998934                 NaN            NaN  0.583621                 NaN            NaN            NaN            NaN
  1325.81        2500.00        96.2391                 NaN            NaN  0.982031                 NaN            NaN            NaN   1.73772                 NaN            NaN   1.04117                 NaN            NaN            NaN            NaN
  1323.31        2500.00        99.6381                 NaN            NaN  0.866365E-001            NaN            NaN            NaN  0.187558                 NaN            NaN  0.877161E-001            NaN            NaN            NaN            NaN
  1320.80        2500.00        97.9689                 NaN            NaN  0.496496                 NaN            NaN            NaN  0.982892                 NaN            NaN  0.551668                 NaN            NaN            NaN            NaN
  1318.30        2500.00        97.9966                 NaN            NaN  0.485012                 NaN            NaN            NaN  0.976461                 NaN            NaN  0.541948                 NaN            NaN            NaN            NaN
  1315.79        2500.00        98.0257                 NaN            NaN  0.473092                 NaN            NaN            NaN  0.968952                 NaN            NaN  0.532275                 NaN            NaN            NaN            NaN
  1313.28        2500.00        98.0550                 NaN            NaN  0.459810                 NaN            NaN            NaN  0.962975                 NaN            NaN  0.522214                 NaN            NaN            NaN            NaN
  1310.78        2500.00        98.0834                 NaN            NaN  0.442991                 NaN            NaN            NaN  0.960946                 NaN            NaN  0.512693                 NaN            NaN            NaN            NaN
  1308.27        2500.00        98.1103                 NaN            NaN  0.430894                 NaN            NaN            NaN  0.955405                 NaN            NaN  0.503402                 NaN            NaN            NaN            NaN
  1305.76        2500.00        98.1301                 NaN            NaN  0.415147                 NaN            NaN            NaN  0.958598                 NaN            NaN  0.496184                 NaN            NaN            NaN            NaN
  1303.26        2500.00        98.1639                 NaN            NaN  0.402016                 NaN            NaN            NaN  0.949012                 NaN            NaN  0.485118                 NaN            NaN            NaN            NaN
  1300.75        2500.00        98.1865                 NaN            NaN  0.387795                 NaN            NaN            NaN  0.948028                 NaN            NaN  0.477641                 NaN            NaN            NaN            NaN
  1298.25        2500.00        98.2139                 NaN            NaN  0.369511                 NaN            NaN            NaN  0.947804                 NaN            NaN  0.468756                 NaN            NaN            NaN            NaN
  1295.74        2500.00        98.2361                 NaN            NaN  0.352881                 NaN            NaN            NaN  0.950001                 NaN            NaN  0.461011                 NaN            NaN            NaN            NaN
  1293.23        2500.00        98.1482                 NaN            NaN  0.327396                 NaN            NaN            NaN  0.977173                 NaN            NaN  0.477393                 NaN            NaN  0.698116E-001            NaN
  1290.73        2500.00        98.1635                 NaN            NaN  0.317268                 NaN            NaN            NaN  0.968082                 NaN            NaN  0.471919                 NaN            NaN  0.792023E-001            NaN
  1288.22        2500.00        98.1907                 NaN            NaN  0.294164                 NaN            NaN            NaN  0.975605                 NaN            NaN  0.463743                 NaN            NaN  0.758149E-001            NaN
  1285.71        2500.00        81.6440                 NaN            NaN   1.34533                 NaN            NaN            NaN   4.87589                 NaN            NaN   2.54810                 NaN            NaN  0.574953        9.01172     
  1283.21        2500.00        83.7482                 NaN            NaN  0.997727                 NaN            NaN            NaN   4.62924                 NaN            NaN   2.25928                 NaN            NaN  0.488441        7.87712     
  1280.70        2500.00        85.4631                 NaN            NaN  0.609068                 NaN            NaN            NaN   4.56532                 NaN            NaN   2.02015                 NaN            NaN  0.410378        6.93197     
  1278.20        2500.00        86.6594                 NaN            NaN  0.232775                 NaN            NaN            NaN   4.66270                 NaN            NaN   1.84597                 NaN            NaN  0.347899        6.25122     
  1275.69        2500.00        82.2911                 NaN            NaN            NaN            NaN            NaN            NaN   6.59977                 NaN            NaN   2.47738                 NaN            NaN  0.459670        8.17210     
  1273.18        2500.00        76.0441                 NaN            NaN   1.37496                 NaN            NaN            NaN   7.14511       0.152567E-005            NaN   3.44168                 NaN            NaN  0.639349        11.3548     
  1270.68        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1268.17        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1265.66        2500.00        93.7735                 NaN            NaN            NaN            NaN            NaN            NaN  0.437531E-001   1.63188                 NaN  0.637102                 NaN            NaN  0.216788        3.69702     
  1263.16        2500.00        93.9231                 NaN            NaN            NaN            NaN            NaN            NaN   3.08391                 NaN            NaN  0.920043                 NaN            NaN  0.713028E-001   2.00162     
  1260.65        2500.00        92.5366                 NaN            NaN            NaN            NaN            NaN            NaN   3.01082                 NaN            NaN   1.03603                 NaN            NaN  0.159167        3.25739     
  1258.15        2500.00        92.3897                 NaN            NaN            NaN            NaN            NaN            NaN   2.47028                 NaN            NaN   1.01122                 NaN            NaN  0.260429        3.86833     
  1255.64        2500.00        94.2682                 NaN            NaN            NaN            NaN            NaN            NaN   2.69335                 NaN            NaN  0.824653                 NaN            NaN  0.432081E-001   2.17061     
  1253.13        2500.00        83.5258                 NaN            NaN   2.94660                 NaN            NaN            NaN   1.95331       0.449269E-005            NaN   2.41815                 NaN            NaN  0.553314        8.60284     
  1250.63        2500.00        99.4872                 NaN            NaN            NaN            NaN            NaN            NaN  0.318451       0.881575E-001            NaN  0.106146                 NaN            NaN            NaN            NaN
  1248.12        2500.00        99.8071                 NaN            NaN            NaN            NaN            NaN            NaN  0.159902                 NaN            NaN  0.330119E-001            NaN            NaN            NaN            NaN
  1245.61        2500.00        62.6050                 NaN            NaN            NaN            NaN            NaN            NaN   5.82211        2.85558                 NaN   4.05108                 NaN   9.84095       0.451333        14.3739     
  1243.11        2500.00        99.2394                 NaN            NaN            NaN            NaN            NaN            NaN  0.338233                 NaN            NaN            NaN            NaN            NaN            NaN  0.422387     
  1240.60        2500.00        97.7816                 NaN            NaN            NaN            NaN            NaN            NaN  0.591346                 NaN            NaN  0.141909                 NaN            NaN  0.731983E-001   1.41191     
  1238.10        2500.00        96.7800                 NaN            NaN            NaN            NaN            NaN            NaN  0.101913E-001   1.24227                 NaN  0.433427                 NaN            NaN  0.266210E-001   1.50746     
  1235.59        2500.00        81.3071                 NaN            NaN            NaN            NaN            NaN            NaN   3.77563                 NaN            NaN   1.77020                 NaN   5.74284       0.217000        7.18720     
  1233.08        2500.00        87.7274                 NaN            NaN  0.180958E-005            NaN            NaN            NaN   1.35144        1.20815                 NaN   1.15806                 NaN   3.46700       0.159928        4.92801     
  1230.58        2500.00        75.0296                 NaN            NaN            NaN            NaN            NaN            NaN   4.96842                 NaN            NaN   2.39261                 NaN   7.31408       0.260718        10.0346     
  1228.07        2500.00        57.8340                 NaN            NaN            NaN            NaN            NaN            NaN   6.29713       0.999291       0.369339E-003   3.84841                 NaN   12.6963       0.435013        17.8896     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.4738        5.84715       0.182812E-005   8.47625                 NaN   30.7606        1.15255        43.2897     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.4613        3.74992                 NaN   8.43261                 NaN   30.7467        1.17626        43.4332     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6153        5.70865       0.123663E-004   8.49227                 NaN   30.7604        1.15012        43.2733     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1514        4.06722                 NaN   8.44087                 NaN   30.7507        1.17644        43.4134     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.5265        3.69730                 NaN   8.46009                 NaN   30.7480        1.17122        43.3969     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.7165        5.61460                 NaN   8.51496                 NaN   30.7608        1.14607        43.2471     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2191        5.12027                 NaN   8.52955                 NaN   30.7609        1.14140        43.2288     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.3184        4.04119                 NaN   8.54499                 NaN   30.7624        1.15698        43.1761     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2328        5.06889       0.371120E-001   8.52637                 NaN   30.7611        1.14268        43.2311     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.3669        4.98016                 NaN   8.55414                 NaN   30.7614        1.13711        43.2003     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.6630        3.57539                 NaN   8.51050                 NaN   30.7480        1.16144        43.3417     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.4089        4.94408                 NaN   8.56730                 NaN   30.7618        1.13390        43.1840     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2365        5.12051                 NaN   8.57110                 NaN   30.7629        1.13281        43.1761     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2577        5.10230                 NaN   8.57860                 NaN   30.7632        1.13129        43.1669     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.28515        12.9434                 NaN   8.55260                 NaN   30.7394        1.15229        43.3271     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.27207        12.9593                 NaN   8.56103                 NaN   30.7395        1.15074        43.3173     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.25453        12.9805                 NaN   8.56891                 NaN   30.7398        1.14895        43.3073     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.4140        4.95762       0.377128E-003   8.60876                 NaN   30.7642        1.12495        43.1301     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.5455        4.83240                 NaN   8.60851                 NaN   30.7671        1.12246        43.1241     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.38490        12.8786                 NaN   8.58197                 NaN   30.7489        1.14690        43.2588     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.18958        13.0596                 NaN   8.60088                 NaN   30.7409        1.14171        43.2673     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7682        4.60883                 NaN   8.64525                 NaN   30.7631        1.11941        43.0952     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.17149        13.0839                 NaN   8.61613                 NaN   30.7415        1.13840        43.2486     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7695        4.61435       0.138822E-005   8.65706                 NaN   30.7642        1.11648        43.0784     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8123        4.57556                 NaN   8.66641                 NaN   30.7644        1.11417        43.0671     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8319        4.55918                 NaN   8.67238                 NaN   30.7650        1.11278        43.0588     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8433        4.55145                 NaN   8.67958                 NaN   30.7655        1.11096        43.0492     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9046        4.49364                 NaN   8.68793                 NaN   30.7659        1.10925        43.0387     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9313        4.47105       0.162920E-005   8.69583                 NaN   30.7664        1.10723        43.0283     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9631        4.44327       0.159465E-005   8.70350                 NaN   30.7668        1.10526        43.0180     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9948        4.41522                 NaN   8.71140                 NaN   30.7673        1.10331        43.0079     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9992        4.41484                 NaN   8.71665                 NaN   30.7681        1.10181        42.9994     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.0211        4.39694                 NaN   8.72408                 NaN   30.7686        1.09989        42.9894     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.0171        4.40472                 NaN   8.73102                 NaN   30.7693        1.09820        42.9797     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.0697        4.35633                 NaN   8.73876                 NaN   30.7698        1.09611        42.9693     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.0808        4.34934                 NaN   8.74670                 NaN   30.7704        1.09421        42.9585     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.0762        4.35822                 NaN   8.75317                 NaN   30.7712        1.09232        42.9488     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.0602        4.37800                 NaN   8.75890                 NaN   30.7720        1.09092        42.9400     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8357        4.60455                 NaN   8.76004                 NaN   30.7736        1.09085        42.9353     
