|6.6.6
Archiving\03_Data\Dfrac/QFM_m1.75/T13/T13_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       Ni             O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             pxmn           q              ilm            San(TH)       
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.51117        9.64878                 NaN   8.61482                 NaN   32.5288       0.638393        46.0580     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.75031        3.51224                 NaN   8.65522                 NaN   32.5527       0.625064        45.9045     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.52298        9.64132                 NaN   8.62644                 NaN   32.5319       0.636410        46.0410     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.53082        2.78954                 NaN   8.65079                 NaN   32.5682       0.626621        45.8340     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.78591        2.55039                 NaN   8.67739                 NaN   32.5717       0.618012        45.7966     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.00963        3.26994                 NaN   8.69053                 NaN   32.5605       0.619247        45.8502     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.99317        3.29080                 NaN   8.69612                 NaN   32.5633       0.618154        45.8384     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.99365        3.29404                 NaN   8.70269                 NaN   32.5656       0.616977        45.8271     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.97616        3.31504                 NaN   8.70860                 NaN   32.5682       0.615971        45.8160     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.79963        3.49305                 NaN   8.70903                 NaN   32.5717       0.616223        45.8104     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.80418        3.49219                 NaN   8.71564                 NaN   32.5741       0.615089        45.7988     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.80685        3.49338                 NaN   8.72222                 NaN   32.5766       0.613959        45.7870     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.80538        3.49894                 NaN   8.72851                 NaN   32.5792       0.612881        45.7751     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.96900        3.34007                 NaN   8.74523                 NaN   32.5809       0.611597        45.7532     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.48227        2.89990                 NaN   8.71055                 NaN   32.6055       0.609761        45.6921     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.55241        2.83442                 NaN   8.71996                 NaN   32.6060       0.603949        45.6833     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.97151        3.35107                 NaN   8.76450                 NaN   32.5883       0.607140        45.7175     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.97633        3.35091                 NaN   8.76993                 NaN   32.5913       0.605764        45.7057     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.97485        3.35642                 NaN   8.77560                 NaN   32.5936       0.604609        45.6949     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.85369        4.52773                 NaN   8.80249                 NaN   32.5960       0.593754        45.6263     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.99335        4.38475                 NaN   8.80667                 NaN   32.5969       0.593341        45.6249     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.06951        4.31440                 NaN   8.80566                 NaN   32.6019       0.592957        45.6156     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.15587        4.22964                 NaN   8.81101                 NaN   32.6048       0.592467        45.6062     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.23122        4.15668                 NaN   8.81624                 NaN   32.6073       0.591674        45.5969     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.24992        4.14080                 NaN   8.82120                 NaN   32.6101       0.591020        45.5869     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.31807        4.07562                 NaN   8.82716                 NaN   32.6128       0.590164        45.5762     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.40836        3.98742                 NaN   8.83760                 NaN   32.6151       0.588904        45.5626     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.43377        3.96627                 NaN   8.84140                 NaN   32.6186       0.588849        45.5511     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.48672        3.91710                 NaN   8.84753                 NaN   32.6214       0.587791        45.5395     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.48686        3.92015                 NaN   8.85331                 NaN   32.6237       0.586347        45.5296     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.51716        3.89502                 NaN   8.85904                 NaN   32.6276       0.585792        45.5154     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.48684        3.92761                 NaN   8.86369                 NaN   32.6297       0.584623        45.5076     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.53239        3.88561                 NaN   8.87015                 NaN   32.6326       0.583664        45.4956     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.46523        3.95672                 NaN   8.87374                 NaN   32.6359       0.582888        45.4855     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.49994        3.92652                 NaN   8.87903                 NaN   32.6387       0.581601        45.4742     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.6053        1.87342                 NaN   8.94936                 NaN   32.6302       0.559435        45.3823     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.49842        3.93636                 NaN   8.89022                 NaN   32.6450       0.579649        45.4504     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.37406        4.06449                 NaN   8.89268                 NaN   32.6486       0.579397        45.4407     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.57297        3.87263                 NaN   8.90595                 NaN   32.6509       0.576807        45.4208     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.63147        3.81577                 NaN   8.91155                 NaN   32.6547       0.576947        45.4095     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.54247        3.90878                 NaN   8.91436                 NaN   32.6569       0.575439        45.4021     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.42344        4.03094                 NaN   8.91714                 NaN   32.6605       0.575331        45.3926     
  1022.56        2500.00                 NaN            NaN            NaN   3.70067                 NaN            NaN            NaN  0.150012E-003   5.66141                 NaN   8.14484                 NaN   34.1549       0.890108        47.4480     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.24338        9.23272                 NaN   8.95895                 NaN   32.6629       0.565319        45.3367     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.56413        3.90887                 NaN   8.94216                 NaN   32.6712       0.570398        45.3433     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.69140        3.78728                 NaN   8.95293                 NaN   32.6739       0.568261        45.3263     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.56078        3.92030                 NaN   8.95173                 NaN   32.6774       0.568877        45.3209     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.55214        3.93575                 NaN   8.95684                 NaN   32.6806       0.567728        45.3069     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.45472        4.03169                 NaN   8.95857                 NaN   32.6827       0.567787        45.3045     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.56779        3.92416                 NaN   8.96932                 NaN   32.6850       0.565561        45.2882     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.03425        8.46173                 NaN   8.97063                 NaN   32.6891       0.565609        45.2786     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.46477        4.03608                 NaN   8.97670                 NaN   32.6924       0.564481        45.2656     
