|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4/TAY13/TAY13_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1199.06        500.000        99.2600                 NaN            NaN  0.200654                 NaN  0.952001E-001            NaN  0.120519E-001  0.432082     
  1197.63        500.000        98.8351                 NaN            NaN  0.297899                 NaN            NaN  0.637396       0.102130E-001  0.219367     
  1196.21        500.000        98.1014                 NaN            NaN  0.513345E-005            NaN  0.793701E-001  0.924323       0.438573E-001  0.850996     
  1194.79        500.000        94.8611                 NaN            NaN  0.880409                 NaN  0.442379        1.88394       0.159278E-001   1.91623     
  1193.37        500.000        96.0072                 NaN            NaN  0.462489       0.464281E-001  0.303905        1.58502       0.255634E-001   1.56935     
  1191.95        500.000        64.9535                 NaN            NaN   4.48909                 NaN   2.67871        13.9656       0.207025        13.7060     
  1190.53        500.000                 NaN            NaN            NaN   11.3259                 NaN   7.24580        41.0529       0.613475        39.7620     
  1189.10        500.000                 NaN            NaN            NaN   11.3150                 NaN   7.24137        41.0663       0.617088        39.7602     
  1187.68        500.000                 NaN            NaN            NaN   11.3166                 NaN   7.24333        41.0632       0.616414        39.7604     
  1186.26        500.000                 NaN            NaN            NaN   11.3197                 NaN   7.24663        41.0579       0.615002        39.7607     
  1184.84        500.000                 NaN            NaN            NaN   11.3398                 NaN   7.25750        41.0307       0.607868        39.7642     
  1183.42        500.000                 NaN            NaN            NaN   11.3222                 NaN   7.24950        41.0531       0.614000        39.7612     
  1181.99        500.000                 NaN            NaN            NaN   11.3342                 NaN   7.25415        41.0389       0.609649        39.7631     
  1180.57        500.000                 NaN            NaN            NaN   11.3299                 NaN   7.24739        41.0484       0.611649        39.7627     
  1179.15        500.000                 NaN            NaN            NaN   10.3102        1.03168        7.26310        41.0246       0.606033        39.7643     
  1177.73        500.000                 NaN            NaN            NaN   11.1483       0.184670        7.25914        41.0350       0.609951        39.7629     
  1176.31        500.000                 NaN            NaN            NaN   11.3455                 NaN   7.26733        41.0174       0.604795        39.7650     
  1174.89        500.000                 NaN            NaN            NaN   11.3536                 NaN   7.27223        41.0058       0.602013        39.7663     
  1173.46        500.000                 NaN            NaN            NaN   11.3528                 NaN   7.27320        41.0060       0.601871        39.7661     
  1172.04        500.000                 NaN            NaN            NaN   9.13165        2.21657        7.27145        41.0115       0.603369        39.7655     
  1170.62        500.000                 NaN            NaN            NaN   9.22410        2.11839        7.26921        41.0183       0.605483        39.7645     
  1169.20        500.000                 NaN            NaN            NaN   8.40435        2.95194        7.27728        40.9993       0.600277        39.7668     
  1167.78        500.000                 NaN            NaN            NaN   10.7716       0.573342        7.27269        41.0130       0.604557        39.7648     
  1166.35        500.000                 NaN            NaN            NaN   7.81189        3.54810        7.28079        40.9930       0.598715        39.7675     
  1164.93        500.000                 NaN            NaN            NaN   8.78295        2.56703        7.27684        41.0051       0.602448        39.7657     
  1163.51        500.000                 NaN            NaN            NaN   10.1604        1.18539        7.27906        41.0077       0.602259        39.7651     
  1162.09        500.000                 NaN            NaN            NaN   8.43404        2.92008        7.28110        40.9978       0.600650        39.7664     
  1160.67        500.000                 NaN            NaN            NaN   9.94356        1.40909        7.28443        40.9969       0.600122        39.7659     
  1159.24        500.000                 NaN            NaN            NaN   9.95945        1.39468        7.28563        40.9945       0.599582        39.7662     
  1157.82        500.000                 NaN            NaN            NaN   9.94302        1.41394        7.28816        40.9898       0.598490        39.7666     
  1156.40        500.000                 NaN            NaN            NaN   9.65933        1.70555        7.29516        40.9766       0.595449        39.7680     
  1154.98        500.000                 NaN            NaN            NaN   8.64522        2.71975        7.29177        40.9790       0.596176        39.7680     
  1153.56        500.000                 NaN            NaN            NaN   9.23034        2.13687        7.29397        40.9752       0.595245        39.7684     
  1152.14        500.000                 NaN            NaN            NaN   9.39708        1.97241        7.29618        40.9713       0.594307        39.7687     
  1150.71        500.000                 NaN            NaN            NaN   9.56641        1.80535        7.29839        40.9674       0.593366        39.7691     
  1149.29        500.000                 NaN            NaN            NaN   9.74324        1.63084        7.30294        40.9616       0.591948        39.7695     
  1147.87        500.000                 NaN            NaN            NaN   9.80404        1.57210        7.30486        40.9581       0.591110        39.7698     
  1146.45        500.000                 NaN            NaN            NaN   9.86725        1.51097        7.30679        40.9546       0.590267        39.7701     
  1145.03        500.000                 NaN            NaN            NaN   9.93298        1.44733        7.30872        40.9511       0.589418        39.7704     
  1143.60        500.000                 NaN            NaN            NaN   10.0014        1.38104        7.31066        40.9476       0.588562        39.7708     
  1142.18        500.000                 NaN            NaN            NaN   10.0726        1.31190        7.31260        40.9440       0.587699        39.7711     
  1140.76        500.000                 NaN            NaN            NaN   10.1469        1.23977        7.31456        40.9405       0.586829        39.7714     
  1139.34        500.000                 NaN            NaN            NaN   10.2244        1.16445        7.31654        40.9369       0.585949        39.7718     
  1137.92        500.000                 NaN            NaN            NaN   10.3644        1.02686        7.31852        40.9331       0.585020        39.7722     
  1136.50        500.000                 NaN            NaN            NaN   10.3079        1.08540        7.32042        40.9296       0.584177        39.7725     
  1135.07        500.000                 NaN            NaN            NaN   10.1965        1.19929        7.32234        40.9258       0.583243        39.7729     
  1133.65        500.000                 NaN            NaN            NaN   10.0579        1.34055        7.32447        40.9216       0.582218        39.7733     
  1132.23        500.000                 NaN            NaN            NaN   9.89132        1.50993        7.32679        40.9171       0.581110        39.7737     
  1130.81        500.000                 NaN            NaN            NaN   11.4132                 NaN   7.33482        40.8999       0.576509        39.7756     
  1129.39        500.000                 NaN            NaN            NaN   11.4078                 NaN   7.33214        40.9067       0.578663        39.7747     
  1127.96        500.000                 NaN            NaN            NaN   11.4105                 NaN   7.33448        40.9023       0.577632        39.7751     
  1126.54        500.000                 NaN            NaN            NaN   9.22434        2.19955        7.34298        40.8834       0.572326        39.7774     
  1125.12        500.000                 NaN            NaN            NaN   8.73444        2.69125        7.34478        40.8802       0.571599        39.7777     
  1123.70        500.000                 NaN            NaN            NaN   11.0368       0.383559        7.34279        40.8867       0.573420        39.7767     
  1122.28        500.000                 NaN            NaN            NaN   9.57268        1.87190        7.36513        40.8468       0.563021        39.7805     
  1120.86        500.000                 NaN            NaN            NaN   1.76141        9.68318        7.36527        40.8465       0.563157        39.7805     
  1119.43        500.000                 NaN            NaN            NaN   10.1195        1.31231        7.35643        40.8649       0.568324        39.7785     
  1118.01        500.000                 NaN            NaN            NaN   7.24486        4.19238        7.35535        40.8609       0.566919        39.7796     
  1116.59        500.000                 NaN            NaN            NaN   11.4497                 NaN   7.36419        40.8426       0.562044        39.7814     
  1115.17        500.000                 NaN            NaN            NaN   11.4519                 NaN   7.36615        40.8390       0.561156        39.7818     
  1113.75        500.000                 NaN            NaN            NaN   6.14930        5.36748        7.43057        40.7263       0.533537        39.7928     
  1112.32        500.000                 NaN            NaN            NaN   11.4556                 NaN   7.36932        40.8331       0.559665        39.7824     
  1110.90        500.000                 NaN            NaN            NaN   11.4607                 NaN   7.37374        40.8248       0.557550        39.7832     
  1109.48        500.000                 NaN            NaN            NaN   2.18527        9.27503        7.37367        40.8252       0.557634        39.7832     
  1108.06        500.000                 NaN            NaN            NaN   2.05047        9.41943        7.38633        40.8061       0.553084        39.7846     
  1106.64        500.000                 NaN            NaN            NaN   11.4690                 NaN   7.38098        40.8113       0.554144        39.7845     
  1105.22        500.000                 NaN            NaN            NaN   1.92327        9.55029        7.38934        40.8004       0.551557        39.7851     
  1103.79        500.000                 NaN            NaN            NaN   1.87029        9.60549        7.39111        40.7970       0.550668        39.7855     
  1102.37        500.000                 NaN            NaN            NaN   1.80050        9.67745        7.39282        40.7936       0.549794        39.7858     
  1100.95        500.000                 NaN            NaN            NaN   11.4794                 NaN   7.38992        40.7945       0.549914        39.7862     
  1099.53        500.000                 NaN            NaN            NaN   2.40805        9.07220        7.40346        40.7820       0.548082        39.7862     
  1098.11        500.000                 NaN            NaN            NaN   5.68268        5.84070        7.43653        40.7153       0.530827        39.7939     
  1096.68        500.000                 NaN            NaN            NaN   5.69158        5.83152        7.43658        40.7155       0.530935        39.7939     
  1095.26        500.000                 NaN            NaN            NaN   5.66662        5.85679        7.43653        40.7153       0.530818        39.7940     
  1093.84        500.000                 NaN            NaN            NaN   5.65389        5.86954        7.43652        40.7153       0.530816        39.7940     
  1092.42        500.000                 NaN            NaN            NaN   5.63725        5.88619        7.43650        40.7153       0.530816        39.7940     
  1091.00        500.000                 NaN            NaN            NaN   5.61485        5.90860        7.43646        40.7153       0.530819        39.7939     
  1089.58        500.000                 NaN            NaN            NaN   6.08686        5.43658        7.43641        40.7154       0.530825        39.7939     
  1088.15        500.000                 NaN            NaN            NaN   6.13301        5.39044        7.43632        40.7155       0.530836        39.7939     
  1086.73        500.000                 NaN            NaN            NaN   6.20510        5.31833        7.43618        40.7156       0.530859        39.7939     
  1085.31        500.000                 NaN            NaN            NaN   6.33628        5.18711        7.43590        40.7159       0.530905        39.7939     
  1083.89        500.000                 NaN            NaN            NaN   11.5116                 NaN   7.41858        40.7418       0.536648        39.7914     
  1082.47        500.000                 NaN            NaN            NaN   11.5205                 NaN   7.42425        40.7292       0.533188        39.7928     
  1081.04        500.000                 NaN            NaN            NaN   5.95891        5.58075        7.44302        40.6959       0.524697        39.7967     
  1079.62        500.000                 NaN            NaN            NaN   6.19289        5.34646        7.44261        40.6966       0.524860        39.7966     
  1078.20        500.000                 NaN            NaN            NaN   11.5198       0.839053E-002   7.43064        40.7170       0.530073        39.7941     
  1076.78        500.000                 NaN            NaN            NaN   11.5304                 NaN   7.43289        40.7131       0.529095        39.7946     
  1075.36        500.000                 NaN            NaN            NaN   5.67135        5.86969        7.44432        40.6936       0.524098        39.7970     
  1073.94        500.000                 NaN            NaN            NaN   5.62051        5.92068        7.44447        40.6933       0.524031        39.7970     
  1072.51        500.000                 NaN            NaN            NaN   5.58554        5.95575        7.44457        40.6931       0.523987        39.7970     
  1071.09        500.000                 NaN            NaN            NaN   5.57211        5.96741        7.44438        40.6947       0.524653        39.7967     
  1069.67        500.000                 NaN            NaN            NaN   5.53997        6.00142        7.44469        40.6929       0.523936        39.7971     
  1068.25        500.000                 NaN            NaN            NaN   5.53777        6.00368        7.44474        40.6928       0.523909        39.7971     
  1066.83        500.000                 NaN            NaN            NaN   5.47457        6.06664        7.44459        40.6932       0.523996        39.7970     
  1065.40        500.000                 NaN            NaN            NaN   5.52406        6.01752        7.44485        40.6926       0.523858        39.7971     
  1063.98        500.000                 NaN            NaN            NaN   5.51762        6.02402        7.44490        40.6925       0.523834        39.7971     
  1062.56        500.000                 NaN            NaN            NaN   5.51414        6.02758        7.44497        40.6924       0.523797        39.7971     
  1061.14        500.000                 NaN            NaN            NaN   5.50430        6.03746        7.44500        40.6923       0.523785        39.7971     
  1059.72        500.000                 NaN            NaN            NaN   5.49862        6.04319        7.44505        40.6922       0.523764        39.7971     
  1058.30        500.000                 NaN            NaN            NaN   5.49328        6.04858        7.44509        40.6922       0.523743        39.7971     
  1056.87        500.000                 NaN            NaN            NaN   5.48833        6.05356        7.44512        40.6921       0.523730        39.7972     
  1055.45        500.000                 NaN            NaN            NaN   5.48333        6.05860        7.44516        40.6920       0.523711        39.7972     
  1054.03        500.000                 NaN            NaN            NaN   5.47855        6.06342        7.44520        40.6920       0.523694        39.7972     
  1052.61        500.000                 NaN            NaN            NaN   5.46589        6.07581        7.44503        40.6923       0.523800        39.7971     
  1051.19        500.000                 NaN            NaN            NaN   5.46260        6.07914        7.44508        40.6923       0.523781        39.7971     
  1049.76        500.000                 NaN            NaN            NaN   6.68321        4.85610        7.44340        40.6949       0.525067        39.7973     
  1048.34        500.000                 NaN            NaN            NaN   6.66601        4.87282        7.44312        40.6955       0.525252        39.7973     
  1046.92        500.000                 NaN  0.167836E-004            NaN   6.65809        4.88084        7.44324        40.6953       0.525199        39.7973     
  1045.50        500.000                 NaN            NaN            NaN   6.37717        5.20579        7.47610        40.6278       0.508469        39.8047     
  1044.08        500.000                 NaN            NaN            NaN   4.83506        6.75297        7.48020        40.6199       0.506363        39.8055     
  1042.65        500.000                 NaN  0.819367                 NaN   7.11817        3.21366        7.34856        40.8985       0.584588        40.0171     
  1041.23        500.000                 NaN  0.752864                 NaN   3.47239        6.96074        7.35912        40.8766       0.578377        39.9999     
  1039.81        500.000                 NaN  0.596424                 NaN   6.49666        4.19563        7.39653        40.7953       0.556819        39.9627     
  1038.39        500.000                 NaN   1.57574                 NaN   9.21261                 NaN   7.25132        41.0981       0.643222        40.2190     
  1036.97        500.000                 NaN   1.54944                 NaN  0.331824        8.92171        7.25540        41.0886       0.640574        40.2125     
  1035.55        500.000                 NaN   1.68018                 NaN   9.05608                 NaN   7.23633        41.1279       0.652333        40.2472     
  1034.12        500.000                 NaN   1.68509                 NaN   9.05168                 NaN   7.23730        41.1255       0.651661        40.2488     
  1032.70        500.000                 NaN   1.76782                 NaN   8.92582                 NaN   7.22576        41.1515       0.658670        40.2704     
  1031.28        500.000                 NaN   1.81701                 NaN   8.84791                 NaN   7.21616        41.1712       0.664598        40.2831     
  1029.86        500.000                 NaN   1.84159                 NaN   8.80669                 NaN   7.21072        41.1840       0.668066        40.2889     
  1028.44        500.000                 NaN   1.85772                 NaN   8.78804                 NaN   7.21198        41.1805       0.667649        40.2941     
  1027.01        500.000                 NaN   1.88434                 NaN   8.74557                 NaN   7.20709        41.1915       0.670674        40.3008     
  1025.59        500.000                 NaN   1.93209                 NaN   8.68125                 NaN   7.20466        41.1944       0.672593        40.3151     
  1024.17        500.000                 NaN   1.84177                 NaN   8.82542                 NaN   7.22292        41.1557       0.661716        40.2925     
  1022.75        500.000                 NaN   2.07330                 NaN   8.45968                 NaN   7.18003        41.2479       0.687663        40.3514     
  1021.33        500.000                 NaN   1.93704                 NaN   8.67027                 NaN   7.18766        41.2042       0.681988        40.3189     
  1019.91        500.000                 NaN   2.07676                 NaN   8.45751                 NaN   7.18136        41.2444       0.687046        40.3530     
  1018.48        500.000                 NaN   2.10009                 NaN   8.42214                 NaN   7.17794        41.2513       0.689205        40.3594     
  1017.06        500.000                 NaN   2.07546                 NaN   8.45517                 NaN   7.17905        41.2508       0.688125        40.3514     
  1015.64        500.000                 NaN   2.07546                 NaN   8.45517                 NaN   7.17905        41.2508       0.688125        40.3514     
  1014.22        500.000                 NaN   2.07546                 NaN   8.45517                 NaN   7.17905        41.2508       0.688125        40.3514     
  1012.80        500.000                 NaN   2.07546                 NaN   8.45517                 NaN   7.17905        41.2508       0.688125        40.3514     
  1011.37        500.000                 NaN   2.07546                 NaN   8.45517                 NaN   7.17905        41.2508       0.688125        40.3514     
  1009.95        500.000                 NaN   2.09542                 NaN  0.517313E-004   8.42910        7.17886        41.2507       0.688519        40.3574     
  1008.53        500.000                 NaN   2.09807                 NaN   8.42341                 NaN   7.17730        41.2537       0.689440        40.3581     
  1007.11        500.000                 NaN   2.23537                 NaN   8.23837                 NaN   7.17145        41.2604       0.694817        40.3996     
  1005.69        500.000                 NaN   2.29591                 NaN   8.13951                 NaN   7.15904        41.2889       0.702327        40.4143     
  1004.27        500.000                 NaN   2.29591                 NaN   8.13951                 NaN   7.15904        41.2889       0.702327        40.4143     
  1002.84        500.000                 NaN   2.29591                 NaN   8.13951                 NaN   7.15904        41.2889       0.702327        40.4143     
  1001.42        500.000                 NaN   2.29591                 NaN   8.13951                 NaN   7.15904        41.2889       0.702327        40.4143     
  1000.00        500.000                 NaN   2.29591                 NaN   8.13951                 NaN   7.15904        41.2889       0.702327        40.4143     
