|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4/TAY13/TAY13_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1201.90        500.000        67.2526                 NaN            NaN   3.48999                 NaN   2.63613        13.1450       0.880621E-001   13.3882     
  1200.48        500.000        98.1610                 NaN            NaN  0.237580                 NaN  0.143556       0.732566       0.701788E-002  0.718236     
  1199.06        500.000        99.3649                 NaN            NaN  0.133310                 NaN  0.845047E-001            NaN  0.623552E-002  0.411022     
  1197.63        500.000        98.9699                 NaN            NaN  0.204981                 NaN            NaN  0.611140       0.528346E-002  0.208660     
  1196.21        500.000        98.2098                 NaN            NaN  0.345962E-005            NaN  0.704689E-001  0.887254       0.226955E-001  0.809749     
  1194.79        500.000        95.3557                 NaN            NaN  0.596151                 NaN  0.394096        1.81620       0.827011E-002   1.82958     
  1193.37        500.000        96.3484                 NaN            NaN  0.312614       0.321552E-001  0.270267        1.52747       0.132499E-001   1.49583     
  1191.95        500.000        67.0571                 NaN            NaN   3.12534                 NaN   2.44725        13.8391       0.110232        13.4210     
  1190.53        500.000                 NaN            NaN            NaN   8.33283                 NaN   7.00334        43.1256       0.345573        41.1927     
  1189.10        500.000                 NaN            NaN            NaN   8.32268                 NaN   6.99900        43.1389       0.347600        41.1918     
  1187.68        500.000                 NaN            NaN            NaN   8.32389                 NaN   7.00087        43.1351       0.347211        41.1930     
  1186.26        500.000                 NaN            NaN            NaN   8.32632                 NaN   7.00403        43.1289       0.346408        41.1944     
  1184.84        500.000                 NaN            NaN            NaN   8.34453                 NaN   7.01451        43.0996       0.342383        41.1990     
  1183.42        500.000                 NaN            NaN            NaN   8.32839                 NaN   7.00671        43.1223       0.345827        41.1968     
  1181.99        500.000                 NaN            NaN            NaN   8.33896                 NaN   7.01117        43.1068       0.343368        41.1997     
  1180.57        500.000                 NaN            NaN            NaN   8.33444                 NaN   7.00461        43.1161       0.344487        41.2003     
  1179.15        500.000                 NaN            NaN            NaN   7.58925       0.755226        7.01982        43.0909       0.341319        41.2035     
  1177.73        500.000                 NaN            NaN            NaN   8.20323       0.135005        7.01583        43.1002       0.343511        41.2022     
  1176.31        500.000                 NaN            NaN            NaN   8.34806                 NaN   7.02380        43.0817       0.340603        41.2059     
  1174.89        500.000                 NaN            NaN            NaN   8.35591                 NaN   7.02847        43.0685       0.339027        41.2081     
  1173.46        500.000                 NaN            NaN            NaN   8.35418                 NaN   7.02941        43.0684       0.338940        41.2091     
  1172.04        500.000                 NaN            NaN            NaN   6.72653        1.62326        7.02767        43.0734       0.339776        41.2093     
  1170.62        500.000                 NaN            NaN            NaN   6.79326        1.55146        7.02544        43.0797       0.340956        41.2091     
  1169.20        500.000                 NaN            NaN            NaN   6.19500        2.16170        7.03323        43.0593       0.338019        41.2127     
  1167.78        500.000                 NaN            NaN            NaN   7.92735       0.419840        7.02869        43.0725       0.340417        41.2112     
  1166.35        500.000                 NaN            NaN            NaN   5.76089        2.59890        7.03654        43.0512       0.337123        41.2153     
  1164.93        500.000                 NaN            NaN            NaN   6.47098        1.88019        7.03263        43.0628       0.339214        41.2141     
  1163.51        500.000                 NaN            NaN            NaN   7.48176       0.865096        7.03472        43.0649       0.339098        41.2144     
  1162.09        500.000                 NaN            NaN            NaN   6.21566        2.13880        7.03668        43.0538       0.338185        41.2168     
  1160.67        500.000                 NaN            NaN            NaN   7.32423        1.02829        7.03986        43.0523       0.337880        41.2174     
  1159.24        500.000                 NaN            NaN            NaN   7.33593        1.01774        7.04099        43.0491       0.337568        41.2186     
  1157.82        500.000                 NaN            NaN            NaN   7.32435        1.03176        7.04340        43.0435       0.336945        41.2201     
  1156.40        500.000                 NaN            NaN            NaN   7.11894        1.24451        7.05011        43.0288       0.335225        41.2224     
  1154.98        500.000                 NaN            NaN            NaN   6.37110        1.99236        7.04679        43.0307       0.335626        41.2234     
  1153.56        500.000                 NaN            NaN            NaN   6.79998        1.56534        7.04888        43.0259       0.335094        41.2248     
  1152.14        500.000                 NaN            NaN            NaN   6.92232        1.44490        7.05098        43.0211       0.334558        41.2261     
  1150.71        500.000                 NaN            NaN            NaN   7.04657        1.32254        7.05308        43.0163       0.334020        41.2275     
  1149.29        500.000                 NaN            NaN            NaN   7.18007        1.19086        7.05744        43.0096       0.333214        41.2288     
  1147.87        500.000                 NaN            NaN            NaN   7.22479        1.14783        7.05926        43.0052       0.332734        41.2301     
  1146.45        500.000                 NaN            NaN            NaN   7.27127        1.10305        7.06108        43.0009       0.332252        41.2315     
  1145.03        500.000                 NaN            NaN            NaN   7.31959        1.05644        7.06291        42.9965       0.331766        41.2328     
  1143.60        500.000                 NaN            NaN            NaN   7.36986        1.00791        7.06474        42.9921       0.331276        41.2341     
  1142.18        500.000                 NaN            NaN            NaN   7.42223       0.957295        7.06659        42.9877       0.330783        41.2354     
  1140.76        500.000                 NaN            NaN            NaN   7.47679       0.904498        7.06844        42.9832       0.330285        41.2367     
  1139.34        500.000                 NaN            NaN            NaN   7.53370       0.849384        7.07031        42.9788       0.329782        41.2381     
  1137.92        500.000                 NaN            NaN            NaN   7.63609       0.748977        7.07219        42.9741       0.329251        41.2394     
  1136.50        500.000                 NaN            NaN            NaN   7.59495       0.791831        7.07398        42.9697       0.328769        41.2407     
  1135.07        500.000                 NaN            NaN            NaN   7.51297       0.875906        7.07580        42.9650       0.328235        41.2421     
  1133.65        500.000                 NaN            NaN            NaN   7.41096       0.980197        7.07782        42.9599       0.327651        41.2435     
  1132.23        500.000                 NaN            NaN            NaN   7.28834        1.10526        7.08002        42.9545       0.327019        41.2449     
  1130.81        500.000                 NaN            NaN            NaN   8.40425                 NaN   7.08775        42.9357       0.324423        41.2479     
  1129.39        500.000                 NaN            NaN            NaN   8.39979                 NaN   7.08508        42.9418       0.325625        41.2477     
  1127.96        500.000                 NaN            NaN            NaN   8.40220                 NaN   7.08730        42.9365       0.325037        41.2490     
  1126.54        500.000                 NaN            NaN            NaN   6.78928        1.62431        7.09552        42.9162       0.322046        41.2526     
  1125.12        500.000                 NaN            NaN            NaN   6.42745        1.98774        7.09721        42.9121       0.321628        41.2538     
  1123.70        500.000                 NaN            NaN            NaN   8.13046       0.279675        7.09525        42.9182       0.322645        41.2538     
  1122.28        500.000                 NaN            NaN            NaN   7.05860        1.37323        7.11683        42.8758       0.316788        41.2588     
  1120.86        500.000                 NaN            NaN            NaN   1.29213        7.13980        7.11690        42.8746       0.316856        41.2597     
  1119.43        500.000                 NaN            NaN            NaN   7.45802       0.962647        7.10827        42.8930       0.319754        41.2583     
  1118.01        500.000                 NaN            NaN            NaN   5.32765        3.09786        7.10718        42.8880       0.318955        41.2604     
  1116.59        500.000                 NaN            NaN            NaN   8.43634                 NaN   7.11572        42.8683       0.316207        41.2634     
  1115.17        500.000                 NaN            NaN            NaN   8.43813                 NaN   7.11758        42.8639       0.315699        41.2647     
  1113.75        500.000                 NaN            NaN            NaN   4.56111        3.93686        7.17981        42.7448       0.300155        41.2773     
  1112.32        500.000                 NaN            NaN            NaN   8.44116                 NaN   7.12056        42.8562       0.314845        41.2673     
  1110.90        500.000                 NaN            NaN            NaN   8.44563                 NaN   7.12480        42.8468       0.313649        41.2691     
  1109.48        500.000                 NaN            NaN            NaN   1.60178        6.84339        7.12468        42.8465       0.313687        41.2700     
  1108.06        500.000                 NaN            NaN            NaN   1.50376        6.95017        7.13688        42.8257       0.311120        41.2724     
  1106.64        500.000                 NaN            NaN            NaN   8.45269                 NaN   7.13168        42.8306       0.311710        41.2733     
  1105.22        500.000                 NaN            NaN            NaN   1.41038        7.04651        7.13970        42.8183       0.310247        41.2748     
  1103.79        500.000                 NaN            NaN            NaN   1.37149        7.08724        7.14137        42.8140       0.309739        41.2762     
  1102.37        500.000                 NaN            NaN            NaN   1.32027        7.14025        7.14299        42.8098       0.309240        41.2775     
  1100.95        500.000                 NaN            NaN            NaN   8.46144                 NaN   7.14017        42.8101       0.309301        41.2789     
  1099.53        500.000                 NaN            NaN            NaN   1.76567        6.69697        7.15319        42.7961       0.308263        41.2798     
  1098.11        500.000                 NaN            NaN            NaN   4.16666        4.33466        7.18518        42.7258       0.298554        41.2892     
  1096.68        500.000                 NaN            NaN            NaN   4.17305        4.32776        7.18518        42.7253       0.298607        41.2901     
  1095.26        500.000                 NaN            NaN            NaN   4.15463        4.34620        7.18511        42.7244       0.298535        41.2911     
  1093.84        500.000                 NaN            NaN            NaN   4.14516        4.35542        7.18506        42.7238       0.298527        41.2921     
  1092.42        500.000                 NaN            NaN            NaN   4.13284        4.36750        7.18500        42.7231       0.298520        41.2930     
  1091.00        500.000                 NaN            NaN            NaN   4.11629        4.38380        7.18493        42.7225       0.298514        41.2940     
  1089.58        500.000                 NaN            NaN            NaN   4.46442        4.03542        7.18484        42.7218       0.298511        41.2950     
  1088.15        500.000                 NaN            NaN            NaN   4.49854        4.00104        7.18472        42.7213       0.298510        41.2959     
  1086.73        500.000                 NaN            NaN            NaN   4.55193        3.94740        7.18455        42.7207       0.298516        41.2969     
  1085.31        500.000                 NaN            NaN            NaN   4.64917        3.84989        7.18424        42.7204       0.298535        41.2978     
  1083.89        500.000                 NaN            NaN            NaN   8.48887                 NaN   7.16739        42.7463       0.301754        41.2957     
  1082.47        500.000                 NaN            NaN            NaN   8.49675                 NaN   7.17283        42.7324       0.299801        41.2982     
  1081.04        500.000                 NaN            NaN            NaN   4.37110        4.14169        7.19103        42.6974       0.295024        41.3037     
  1079.62        500.000                 NaN            NaN            NaN   4.54463        3.96769        7.19059        42.6974       0.295109        41.3046     
  1078.20        500.000                 NaN            NaN            NaN   8.49703       0.616796E-002   7.17890        42.7175       0.298029        41.3024     
  1076.78        500.000                 NaN            NaN            NaN   8.50486                 NaN   7.18105        42.7127       0.297472        41.3039     
  1075.36        500.000                 NaN            NaN            NaN   4.15738        4.35560        7.19215        42.6923       0.294660        41.3079     
  1073.94        500.000                 NaN            NaN            NaN   4.11955        4.39331        7.19226        42.6914       0.294616        41.3089     
  1072.51        500.000                 NaN            NaN            NaN   4.09348        4.41920        7.19232        42.6905       0.294584        41.3099     
  1071.09        500.000                 NaN            NaN            NaN   4.08315        4.42772        7.19210        42.6915       0.294952        41.3106     
  1069.67        500.000                 NaN            NaN            NaN   4.05943        4.45283        7.19236        42.6890       0.294542        41.3119     
  1068.25        500.000                 NaN            NaN            NaN   4.05768        4.45437        7.19238        42.6882       0.294520        41.3128     
  1066.83        500.000                 NaN            NaN            NaN   4.01058        4.50095        7.19221        42.6879       0.294563        41.3138     
  1065.40        500.000                 NaN            NaN            NaN   4.04729        4.46437        7.19241        42.6867       0.294478        41.3148     
  1063.98        500.000                 NaN            NaN            NaN   4.04240        4.46906        7.19243        42.6859       0.294457        41.3158     
  1062.56        500.000                 NaN            NaN            NaN   4.03972        4.47157        7.19246        42.6851       0.294430        41.3167     
  1061.14        500.000                 NaN            NaN            NaN   4.03232        4.47876        7.19245        42.6843       0.294416        41.3177     
  1059.72        500.000                 NaN            NaN            NaN   4.02800        4.48288        7.19246        42.6836       0.294398        41.3187     
  1058.30        500.000                 NaN            NaN            NaN   4.02392        4.48674        7.19247        42.6828       0.294379        41.3196     
  1056.87        500.000                 NaN            NaN            NaN   4.02013        4.49030        7.19247        42.6821       0.294365        41.3206     
  1055.45        500.000                 NaN            NaN            NaN   4.01631        4.49391        7.19247        42.6814       0.294348        41.3216     
  1054.03        500.000                 NaN            NaN            NaN   4.01265        4.49735        7.19247        42.6806       0.294331        41.3226     
  1052.61        500.000                 NaN            NaN            NaN   4.00310        4.50640        7.19228        42.6804       0.294384        41.3235     
  1051.19        500.000                 NaN            NaN            NaN   4.00056        4.50874        7.19228        42.6796       0.294367        41.3244     
  1049.76        500.000                 NaN            NaN            NaN   4.89455        3.61281        7.19060        42.6815       0.295082        41.3254     
  1048.34        500.000                 NaN            NaN            NaN   4.88153        3.62515        7.19030        42.6815       0.295178        41.3263     
  1046.92        500.000                 NaN  0.102949E-004            NaN   4.87553        3.63101        7.19038        42.6806       0.295142        41.3273     
  1045.50        500.000                 NaN            NaN            NaN   4.67460        3.87592        7.22187        42.6072       0.285725        41.3347     
  1044.08        500.000                 NaN            NaN            NaN   3.60130        4.95363        7.22579        42.5983       0.284535        41.3365     
  1042.65        500.000                 NaN  0.502375                 NaN   5.30310        2.35287        7.09604        42.8750       0.328366        41.5423     
  1041.23        500.000                 NaN  0.461562                 NaN   2.54207        5.18582        7.10642        42.8526       0.324879        41.5266     
  1039.81        500.000                 NaN  0.365666                 NaN   4.84272        3.07578        7.14293        42.7688       0.312781        41.4913     
  1038.39        500.000                 NaN  0.965770                 NaN   6.86627                 NaN   6.99959        43.0671       0.361149        41.7401     
  1036.97        500.000                 NaN  0.949663                 NaN  0.243105        6.65238        7.00356        43.0569       0.359658        41.7348     
  1035.55        500.000                 NaN   1.02966                 NaN   6.75536                 NaN   6.98471        43.0949       0.366230        41.7692     
  1034.12        500.000                 NaN   1.03264                 NaN   6.75265                 NaN   6.98559        43.0915       0.365843        41.7717     
  1032.70        500.000                 NaN   1.08330                 NaN   6.66316                 NaN   6.97412        43.1163       0.369754        41.7934     
  1031.28        500.000                 NaN   1.11339                 NaN   6.60672                 NaN   6.96468        43.1355       0.373066        41.8066     
  1029.86        500.000                 NaN   1.12848                 NaN   6.57599                 NaN   6.95933        43.1479       0.375000        41.8133     
  1028.44        500.000                 NaN   1.13815                 NaN   6.56441                 NaN   6.96045        43.1430       0.374754        41.8192     
  1027.01        500.000                 NaN   1.15443                 NaN   6.53369                 NaN   6.95559        43.1533       0.376438        41.8265     
  1025.59        500.000                 NaN   1.18362                 NaN   6.49029                 NaN   6.95303        43.1544       0.377497        41.8412     
  1024.17        500.000                 NaN   1.12834                 NaN   6.59315                 NaN   6.97097        43.1154       0.371402        41.8207     
  1022.75        500.000                 NaN   1.27003                 NaN   6.33008                 NaN   6.92879        43.2069       0.385915        41.8783     
  1021.33        500.000                 NaN   1.18667                 NaN   6.47930                 NaN   6.93681        43.1648       0.382759        41.8497     
  1019.91        500.000                 NaN   1.27216                 NaN   6.32909                 NaN   6.92997        43.2015       0.385549        41.8817     
  1018.48        500.000                 NaN   1.28658                 NaN   6.30376                 NaN   6.92656        43.2075       0.386747        41.8888     
  1017.06        500.000                 NaN   1.27089                 NaN   6.32572                 NaN   6.92772        43.2072       0.386139        41.8823     
  1015.64        500.000                 NaN   1.27085                 NaN   6.32554                 NaN   6.92769        43.2066       0.386130        41.8832     
  1014.22        500.000                 NaN   1.27081                 NaN   6.32535                 NaN   6.92766        43.2059       0.386121        41.8842     
  1012.80        500.000                 NaN   1.27078                 NaN   6.32516                 NaN   6.92762        43.2052       0.386112        41.8851     
  1011.37        500.000                 NaN   1.27074                 NaN   6.32497                 NaN   6.92759        43.2045       0.386103        41.8861     
  1009.95        500.000                 NaN   1.28268                 NaN  0.377572E-004   6.30761        6.92730        43.2033       0.386312        41.8928     
  1008.53        500.000                 NaN   1.28467                 NaN   6.30283                 NaN   6.92574        43.2056       0.386818        41.8944     
  1007.11        500.000                 NaN   1.36896                 NaN   6.17851                 NaN   6.91950        43.2082       0.389795        41.9351     
  1005.69        500.000                 NaN   1.40564                 NaN   6.10582                 NaN   6.90736        43.2368       0.393992        41.9504     
  1004.27        500.000                 NaN   1.40560                 NaN   6.10564                 NaN   6.90733        43.2361       0.393983        41.9514     
  1002.84        500.000                 NaN   1.40556                 NaN   6.10546                 NaN   6.90729        43.2354       0.393974        41.9523     
  1001.42        500.000                 NaN   1.40552                 NaN   6.10528                 NaN   6.90726        43.2347       0.393965        41.9533     
  1000.00        500.000                 NaN   1.40548                 NaN   6.10510                 NaN   6.90723        43.2340       0.393956        41.9542     
