|6.6.6
Archiving\03_Data\eqfrac/QFM_m3/YM20/YM20_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1542.33        2500.00                 NaN   99.3989                 NaN  0.540327       0.607481E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.87        2500.00                 NaN   99.6725                 NaN  0.297638       0.298588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.42        2500.00                 NaN   99.5382                 NaN  0.416005       0.458250E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.97        2500.00                 NaN   99.5399                 NaN  0.423395       0.366971E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.51        2500.00                 NaN   99.5455                 NaN  0.413868       0.406144E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.06        2500.00                 NaN   99.5473                 NaN  0.413290       0.394081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.60        2500.00                 NaN   99.5503                 NaN  0.410976       0.386791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.15        2500.00                 NaN   99.5526                 NaN  0.410029       0.373473E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.70        2500.00                 NaN   99.5568                 NaN  0.405665       0.375276E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.24        2500.00                 NaN   99.5601                 NaN  0.402530       0.373945E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.79        2500.00                 NaN   99.4957                 NaN  0.460526       0.437890E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.33        2500.00                 NaN   99.6351                 NaN  0.320161       0.446904E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.88        2500.00                 NaN   99.5676                 NaN  0.412681       0.197269E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.43        2500.00                 NaN   99.5717                 NaN  0.393996       0.342777E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.97        2500.00                 NaN   99.5745                 NaN  0.391879       0.335816E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.52        2500.00                 NaN   99.5767                 NaN  0.390653       0.326652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.06        2500.00                 NaN   99.5095                 NaN  0.455015       0.355021E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.61        2500.00                 NaN   99.6526                 NaN  0.317663       0.297053E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.16        2500.00                 NaN   99.4617                 NaN  0.501177       0.371132E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.70        2500.00                 NaN   99.7092                 NaN  0.268881       0.219126E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.25        2500.00                 NaN   99.5879                 NaN  0.383914       0.281718E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.79        2500.00                 NaN   99.5942                 NaN  0.374989       0.308510E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.34        2500.00                 NaN   99.5963                 NaN  0.375354       0.283446E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.89        2500.00                 NaN   99.5961                 NaN  0.376903       0.269796E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.43        2500.00                 NaN   99.6001                 NaN  0.372998       0.269362E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.98        2500.00                 NaN   99.6022                 NaN  0.370875       0.268793E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.52        2500.00                 NaN   99.6040                 NaN  0.370953       0.250725E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.07        2500.00                 NaN   99.6061                 NaN  0.369425       0.245004E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.62        2500.00                 NaN   99.6070                 NaN  0.369031       0.239228E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.16        2500.00                 NaN   99.5348                 NaN  0.953772E-001  0.355122E-001            NaN  0.334299                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.71        2500.00                 NaN   99.4819                 NaN  0.319471E-001            NaN            NaN  0.486106                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.25        2500.00                 NaN   99.4803                 NaN            NaN            NaN            NaN  0.519717                 NaN            NaN            NaN            NaN            NaN            NaN
  1495.80        2500.00                 NaN   99.4796                 NaN            NaN            NaN            NaN  0.520423                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.35        2500.00                 NaN   99.4778                 NaN            NaN            NaN            NaN  0.522197                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.89        2500.00                 NaN   99.2734                 NaN  0.337255       0.357598E-005            NaN  0.389304                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.44        2500.00                 NaN   99.9304                 NaN            NaN            NaN            NaN  0.696291E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1489.98        2500.00                 NaN   99.2412                 NaN            NaN            NaN            NaN  0.758846                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.53        2500.00                 NaN   99.4733                 NaN            NaN            NaN            NaN  0.526654                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.08        2500.00                 NaN   99.4672                 NaN            NaN            NaN            NaN  0.532758                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.62        2500.00                 NaN   99.4546                 NaN            NaN            NaN            NaN  0.203497E-001  0.525079                 NaN            NaN            NaN            NaN            NaN
  1484.17        2500.00                 NaN   99.2268                 NaN            NaN            NaN            NaN  0.432300       0.340939                 NaN            NaN            NaN            NaN            NaN
  1482.71        2500.00                 NaN   99.1999                 NaN            NaN            NaN            NaN  0.488114       0.311983                 NaN            NaN            NaN            NaN            NaN
  1481.26        2500.00                 NaN   99.2088                 NaN            NaN            NaN            NaN  0.481938       0.309241                 NaN            NaN            NaN            NaN            NaN
  1479.81        2500.00                 NaN   99.2150                 NaN            NaN            NaN            NaN  0.305733       0.479243                 NaN            NaN            NaN            NaN            NaN
  1478.35        2500.00                 NaN   99.2199                 NaN            NaN            NaN            NaN  0.476503       0.303568                 NaN            NaN            NaN            NaN            NaN
  1476.90        2500.00                 NaN   99.2305                 NaN            NaN            NaN            NaN  0.470680       0.298801                 NaN            NaN            NaN            NaN            NaN
  1475.44        2500.00                 NaN   99.2359                 NaN            NaN            NaN            NaN  0.466737       0.297391                 NaN            NaN            NaN            NaN            NaN
  1473.99        2500.00                 NaN   99.2648                 NaN            NaN            NaN            NaN  0.449132       0.286117                 NaN            NaN            NaN            NaN            NaN
  1472.54        2500.00                 NaN   99.2242                 NaN            NaN            NaN            NaN  0.302066       0.473694                 NaN            NaN            NaN            NaN            NaN
  1471.08        2500.00                 NaN   99.2573                 NaN            NaN  0.925823E-004            NaN  0.454021       0.288635                 NaN            NaN            NaN            NaN            NaN
  1469.63        2500.00                 NaN   99.2617                 NaN            NaN  0.783771E-006            NaN  0.451839       0.286427                 NaN            NaN            NaN            NaN            NaN
  1468.18        2500.00                 NaN   99.2667                 NaN            NaN            NaN            NaN  0.284056       0.449260                 NaN            NaN            NaN            NaN            NaN
  1466.72        2500.00                 NaN   99.2749                 NaN            NaN            NaN            NaN  0.280574       0.444575                 NaN            NaN            NaN            NaN            NaN
  1465.27        2500.00                 NaN   99.2795                 NaN            NaN            NaN            NaN  0.278917       0.441599                 NaN            NaN            NaN            NaN            NaN
  1463.81        2500.00                 NaN   99.2863                 NaN            NaN            NaN            NaN  0.275642       0.438068                 NaN            NaN            NaN            NaN            NaN
  1462.36        2500.00                 NaN   99.3026                 NaN            NaN            NaN            NaN  0.428640       0.268746                 NaN            NaN            NaN            NaN            NaN
  1460.91        2500.00                 NaN   99.2855                 NaN            NaN            NaN            NaN  0.275116       0.439395                 NaN            NaN            NaN            NaN            NaN
  1459.45        2500.00                 NaN   99.3016                 NaN            NaN            NaN            NaN  0.268089       0.430291                 NaN            NaN            NaN            NaN            NaN
  1458.00        2500.00                 NaN   99.3099                 NaN            NaN            NaN            NaN  0.265256       0.424841                 NaN            NaN            NaN            NaN            NaN
  1456.54        2500.00                 NaN   99.3137                 NaN            NaN            NaN            NaN  0.263993       0.422265                 NaN            NaN            NaN            NaN            NaN
  1455.09        2500.00                 NaN   99.3178                 NaN            NaN            NaN            NaN  0.261765       0.420387                 NaN            NaN            NaN            NaN            NaN
  1453.64        2500.00                 NaN   99.3253                 NaN            NaN            NaN            NaN  0.258204       0.416497                 NaN            NaN            NaN            NaN            NaN
  1452.18        2500.00                 NaN   99.3292                 NaN            NaN            NaN            NaN  0.414451       0.256330                 NaN            NaN            NaN            NaN            NaN
  1450.73        2500.00                 NaN   99.3349                 NaN            NaN            NaN            NaN  0.410930       0.254175                 NaN            NaN            NaN            NaN            NaN
  1449.27        2500.00                 NaN   99.3390                 NaN            NaN            NaN            NaN  0.252193       0.408831                 NaN            NaN            NaN            NaN            NaN
  1447.82        2500.00                 NaN   99.3443                 NaN            NaN            NaN            NaN  0.250861       0.404881                 NaN            NaN            NaN            NaN            NaN
  1446.37        2500.00                 NaN   99.3492                 NaN            NaN  0.880028E-006            NaN  0.247785       0.403031                 NaN            NaN            NaN            NaN            NaN
  1444.91        2500.00                 NaN   99.3536                 NaN            NaN  0.100901E-005            NaN  0.245982       0.400463                 NaN            NaN            NaN            NaN            NaN
  1443.46        2500.00                 NaN   99.3583                 NaN            NaN            NaN            NaN  0.398633       0.243095                 NaN            NaN            NaN            NaN            NaN
  1442.00        2500.00                 NaN   99.0250                 NaN            NaN            NaN            NaN  0.413492       0.386417       0.175101                 NaN            NaN            NaN            NaN
  1440.55        2500.00                 NaN   98.2803                 NaN            NaN            NaN            NaN  0.446560       0.705953       0.567175                 NaN            NaN            NaN            NaN
  1439.10        2500.00                 NaN   98.3026                 NaN            NaN  0.523195E-001            NaN  0.452082       0.622611       0.570424                 NaN            NaN            NaN            NaN
  1437.64        2500.00                 NaN   98.3169                 NaN            NaN  0.150450                 NaN  0.474997       0.472680       0.585003                 NaN            NaN            NaN            NaN
  1436.19        2500.00                 NaN   98.3500                 NaN            NaN  0.148864                 NaN  0.463543       0.463518       0.574040                 NaN            NaN            NaN            NaN
  1434.73        2500.00                 NaN   98.3817                 NaN            NaN  0.147509                 NaN  0.455600       0.451890       0.563280                 NaN            NaN            NaN            NaN
  1433.28        2500.00                 NaN   98.4127                 NaN            NaN  0.146081                 NaN  0.440900       0.447395       0.552903                 NaN            NaN            NaN            NaN
  1431.83        2500.00                 NaN   98.4429                 NaN            NaN  0.144689                 NaN  0.439478       0.430122       0.542773                 NaN            NaN            NaN            NaN
  1430.37        2500.00                 NaN   98.4717                 NaN            NaN  0.143440                 NaN  0.431982       0.419816       0.533082                 NaN            NaN            NaN            NaN
  1428.92        2500.00                 NaN   98.5005                 NaN            NaN  0.142175                 NaN  0.424061       0.409891       0.523418                 NaN            NaN            NaN            NaN
  1427.46        2500.00                 NaN   98.5247                 NaN            NaN  0.141842                 NaN  0.399608       0.418345       0.515504                 NaN            NaN            NaN            NaN
  1426.01        2500.00                 NaN   98.5571                 NaN            NaN  0.138472                 NaN  0.391331       0.409145       0.503997                 NaN            NaN            NaN            NaN
  1424.56        2500.00                 NaN   98.5807                 NaN            NaN  0.138183                 NaN  0.402990       0.381785       0.496374                 NaN            NaN            NaN            NaN
  1423.10        2500.00                 NaN   98.6063                 NaN            NaN  0.137012                 NaN  0.396252       0.372575       0.487884                 NaN            NaN            NaN            NaN
  1421.65        2500.00                 NaN   98.6733                 NaN            NaN  0.132086                 NaN  0.351527       0.378425       0.464665                 NaN            NaN            NaN            NaN
  1420.19        2500.00                 NaN   98.6126                 NaN            NaN  0.138309                 NaN  0.395071       0.368269       0.485759                 NaN            NaN            NaN            NaN
  1418.74        2500.00                 NaN   98.6751                 NaN            NaN  0.133979                 NaN  0.378001       0.348107       0.464764                 NaN            NaN            NaN            NaN
  1417.29        2500.00                 NaN   98.6939                 NaN            NaN  0.131430                 NaN  0.345230       0.371207       0.458265                 NaN            NaN            NaN            NaN
  1415.83        2500.00                 NaN   98.7290                 NaN            NaN  0.131651                 NaN  0.328803       0.364916       0.445678                 NaN            NaN            NaN            NaN
  1414.38        2500.00                 NaN   98.7431                 NaN            NaN  0.130721                 NaN  0.360437       0.324557       0.441224                 NaN            NaN            NaN            NaN
  1412.92        2500.00                 NaN   98.7644                 NaN            NaN  0.128840                 NaN  0.354076       0.318758       0.433944                 NaN            NaN            NaN            NaN
  1411.47        2500.00                 NaN   98.7834                 NaN            NaN  0.128042                 NaN  0.311865       0.348898       0.427843                 NaN            NaN            NaN            NaN
  1410.02        2500.00                 NaN   98.8061                 NaN            NaN  0.126398                 NaN  0.343320       0.304730       0.419463                 NaN            NaN            NaN            NaN
  1408.56        2500.00                 NaN   98.8225                 NaN            NaN  0.125937                 NaN  0.298509       0.338855       0.414190                 NaN            NaN            NaN            NaN
  1407.11        2500.00                 NaN   98.8438                 NaN            NaN  0.124697                 NaN  0.333336       0.291437       0.406775                 NaN            NaN            NaN            NaN
  1405.65        2500.00                 NaN   98.8606                 NaN            NaN  0.123862                 NaN  0.328809       0.285668       0.401021                 NaN            NaN            NaN            NaN
  1404.20        2500.00                 NaN   98.8778                 NaN            NaN  0.122922                 NaN  0.279768       0.324410       0.395103                 NaN            NaN            NaN            NaN
  1402.75        2500.00                 NaN   98.8827                 NaN            NaN  0.123100                 NaN  0.274777       0.325176       0.394220                 NaN            NaN            NaN            NaN
  1401.29        2500.00                 NaN   98.9226                 NaN            NaN  0.120512                 NaN  0.264336       0.313359       0.379209                 NaN            NaN            NaN            NaN
  1399.84        2500.00                 NaN   98.9301                 NaN            NaN  0.119487                 NaN  0.263647       0.309871       0.376932                 NaN            NaN            NaN            NaN
  1398.39        2500.00                 NaN   98.9453                 NaN            NaN  0.118706                 NaN  0.306322       0.257999       0.371649                 NaN            NaN            NaN            NaN
  1396.93        2500.00                 NaN   98.9619                 NaN            NaN  0.120843                 NaN  0.248110       0.302429       0.366740                 NaN            NaN            NaN            NaN
  1395.48        2500.00                 NaN   98.9771                 NaN            NaN  0.114408                 NaN  0.296382       0.251739       0.360345                 NaN            NaN            NaN            NaN
  1394.02        2500.00                 NaN   98.9914                 NaN            NaN  0.116221                 NaN  0.242620       0.293976       0.355764                 NaN            NaN            NaN            NaN
  1392.57        2500.00                 NaN   99.0074                 NaN            NaN  0.115112                 NaN  0.237681       0.289721       0.350118                 NaN            NaN            NaN            NaN
  1391.12        2500.00                 NaN   99.0209                 NaN            NaN  0.114399                 NaN  0.286056       0.233042       0.345567                 NaN            NaN            NaN            NaN
  1389.66        2500.00                 NaN   99.0349                 NaN            NaN  0.113432                 NaN  0.282528       0.228569       0.340583                 NaN            NaN            NaN            NaN
  1388.21        2500.00                 NaN   99.0485                 NaN            NaN  0.112566                 NaN  0.278770       0.224314       0.335841                 NaN            NaN            NaN            NaN
  1386.75        2500.00                 NaN   99.0627                 NaN            NaN  0.111518                 NaN  0.220004       0.274905       0.330909                 NaN            NaN            NaN            NaN
  1385.30        2500.00                 NaN   99.0752                 NaN            NaN  0.110040                 NaN  0.271339       0.217017       0.326384                 NaN            NaN            NaN            NaN
  1383.85        2500.00                 NaN   99.0668                 NaN            NaN  0.101996                 NaN  0.267175       0.235192       0.328868                 NaN            NaN            NaN            NaN
  1382.39        2500.00                 NaN   99.1201                 NaN            NaN  0.116576                 NaN  0.186107       0.266022       0.311164                 NaN            NaN            NaN            NaN
  1380.94        2500.00                 NaN   99.1134                 NaN            NaN  0.107740                 NaN  0.261120       0.204710       0.313031                 NaN            NaN            NaN            NaN
  1379.48        2500.00                 NaN   99.1255                 NaN            NaN  0.106794                 NaN  0.201109       0.257778       0.308802                 NaN            NaN            NaN            NaN
  1378.03        2500.00                 NaN   99.1368                 NaN            NaN  0.106038                 NaN  0.197305       0.255029       0.304862                 NaN            NaN            NaN            NaN
  1376.58        2500.00                 NaN   99.1500                 NaN            NaN  0.104994                 NaN  0.251417       0.193552       0.300065                 NaN            NaN            NaN            NaN
  1375.12        2500.00                 NaN   99.1602                 NaN            NaN  0.103846                 NaN  0.248718       0.190890       0.296369                 NaN            NaN            NaN            NaN
  1373.67        2500.00                 NaN   99.1716                 NaN            NaN  0.103079                 NaN  0.244662       0.188085       0.292602                 NaN            NaN            NaN            NaN
  1372.21        2500.00                 NaN   99.1841                 NaN            NaN  0.102278                 NaN  0.183832       0.241881       0.287875                 NaN            NaN            NaN            NaN
  1370.76        2500.00                 NaN   99.1933                 NaN            NaN  0.101255                 NaN  0.239198       0.181591       0.284704                 NaN            NaN            NaN            NaN
  1369.31        2500.00                 NaN   99.2042                 NaN            NaN  0.100126                 NaN  0.178660       0.236273       0.280775                 NaN            NaN            NaN            NaN
  1367.85        2500.00                 NaN   99.2137                 NaN            NaN  0.992016E-001            NaN  0.176088       0.233673       0.277298                 NaN            NaN            NaN            NaN
  1366.40        2500.00                 NaN   99.2236                 NaN            NaN  0.986443E-001            NaN  0.231222       0.172627       0.273953                 NaN            NaN            NaN            NaN
  1364.94        2500.00                 NaN   99.2341                 NaN            NaN  0.970444E-001            NaN  0.228099       0.170899       0.269826                 NaN            NaN            NaN            NaN
  1363.49        2500.00                 NaN   99.2409                 NaN            NaN  0.805443E-001            NaN  0.217985       0.195808       0.264781                 NaN            NaN            NaN            NaN
  1362.04        2500.00                 NaN   99.2556                 NaN            NaN  0.110786                 NaN  0.229888       0.138678       0.265030                 NaN            NaN            NaN            NaN
  1360.58        2500.00                 NaN   99.2625                 NaN            NaN  0.943325E-001            NaN  0.220026       0.163403       0.259735                 NaN            NaN            NaN            NaN
  1359.13        2500.00                 NaN   99.2717                 NaN            NaN  0.933516E-001            NaN  0.217055       0.161473       0.256401                 NaN            NaN            NaN            NaN
  1357.67        2500.00                 NaN   99.2807                 NaN            NaN  0.922933E-001            NaN  0.214723       0.159211       0.253120                 NaN            NaN            NaN            NaN
  1356.22        2500.00                 NaN   99.2891                 NaN            NaN  0.916021E-001            NaN  0.156225       0.212923       0.250125                 NaN            NaN            NaN            NaN
  1354.77        2500.00                 NaN   99.2983                 NaN            NaN  0.900720E-001            NaN  0.209566       0.155428       0.246608                 NaN            NaN            NaN            NaN
  1353.31        2500.00                 NaN   99.3068                 NaN            NaN  0.896925E-001            NaN  0.207532       0.152316       0.243639                 NaN            NaN            NaN            NaN
  1351.86        2500.00                 NaN   99.3147                 NaN            NaN  0.879656E-001            NaN  0.151962       0.204781       0.240567                 NaN            NaN            NaN            NaN
  1350.40        2500.00                 NaN   99.3227                 NaN            NaN  0.858365E-001            NaN  0.201894       0.152077       0.237486                 NaN            NaN            NaN            NaN
  1348.95        2500.00                 NaN   99.3310                 NaN            NaN  0.874184E-001            NaN  0.201030       0.145657       0.234910                 NaN            NaN            NaN            NaN
  1347.50        2500.00                 NaN   99.3390                 NaN            NaN  0.850084E-001            NaN  0.197430       0.146709       0.231860                 NaN            NaN            NaN            NaN
  1346.04        2500.00                 NaN   99.3465                 NaN            NaN  0.840562E-001            NaN  0.195471       0.145076       0.228894                 NaN            NaN            NaN            NaN
  1344.59        2500.00                 NaN   99.3539                 NaN            NaN  0.830711E-001            NaN  0.193196       0.143547       0.226243                 NaN            NaN            NaN            NaN
  1343.13        2500.00                 NaN   99.3613                 NaN            NaN  0.814620E-001            NaN  0.190964       0.142928       0.223325                 NaN            NaN            NaN            NaN
  1341.68        2500.00                 NaN   99.3687                 NaN            NaN  0.805932E-001            NaN  0.141389       0.188658       0.220699                 NaN            NaN            NaN            NaN
  1340.23        2500.00                 NaN   99.3758                 NaN            NaN  0.798727E-001            NaN  0.186670       0.139516       0.218155                 NaN            NaN            NaN            NaN
  1338.77        2500.00                 NaN   99.3820                 NaN            NaN  0.787523E-001            NaN  0.139170       0.184146       0.215903                 NaN            NaN            NaN            NaN
  1337.32        2500.00                 NaN   99.3904                 NaN            NaN  0.765567E-001            NaN  0.181955       0.138792       0.212299                 NaN            NaN            NaN            NaN
  1335.86        2500.00                 NaN   99.3965                 NaN            NaN  0.759461E-001            NaN  0.179624       0.137689       0.210236                 NaN            NaN            NaN            NaN
  1334.41        2500.00                 NaN   99.4027                 NaN            NaN  0.746935E-001            NaN  0.177528       0.137082       0.207953                 NaN            NaN            NaN            NaN
  1332.96        2500.00                 NaN   99.4097                 NaN            NaN  0.738239E-001            NaN  0.175859       0.135364       0.205301                 NaN            NaN            NaN            NaN
  1331.50        2500.00                 NaN   99.4157                 NaN            NaN  0.724057E-001            NaN  0.135416       0.173499       0.203026                 NaN            NaN            NaN            NaN
  1330.05        2500.00                 NaN   99.4226                 NaN            NaN  0.725417E-001            NaN  0.172315       0.131722       0.200812                 NaN            NaN            NaN            NaN
  1328.59        2500.00                 NaN   99.4281                 NaN            NaN  0.692839E-001            NaN  0.168900       0.135703       0.198011                 NaN            NaN            NaN            NaN
  1327.14        2500.00                 NaN   99.4348                 NaN            NaN  0.686178E-001            NaN  0.134486       0.166198       0.195869                 NaN            NaN            NaN            NaN
  1325.69        2500.00                 NaN   99.4404                 NaN            NaN  0.675673E-001            NaN  0.164923       0.133472       0.193598                 NaN            NaN            NaN            NaN
  1324.23        2500.00                 NaN   99.4465                 NaN            NaN  0.667738E-001            NaN  0.132444       0.162846       0.191440                 NaN            NaN            NaN            NaN
  1322.78        2500.00                 NaN   99.4517                 NaN            NaN  0.650917E-001            NaN  0.161063       0.132913       0.189187                 NaN            NaN            NaN            NaN
  1321.33        2500.00                 NaN   99.4570                 NaN            NaN  0.640789E-001            NaN  0.132342       0.159305       0.187231                 NaN            NaN            NaN            NaN
  1319.87        2500.00                 NaN   99.4631                 NaN            NaN  0.627678E-001            NaN  0.156898       0.132245       0.184954                 NaN            NaN            NaN            NaN
  1318.42        2500.00                 NaN   99.4684                 NaN            NaN  0.614828E-001            NaN  0.155186       0.132086       0.182822                 NaN            NaN            NaN            NaN
  1316.96        2500.00                 NaN   99.4737                 NaN            NaN  0.605185E-001            NaN  0.131679       0.153195       0.180882                 NaN            NaN            NaN            NaN
  1315.51        2500.00                 NaN   89.6866                 NaN            NaN  0.788328                 NaN   1.33756       0.210462        1.37113        6.60591                 NaN            NaN            NaN
  1314.06        2500.00                 NaN   82.4544                 NaN            NaN   1.34285                 NaN   2.29047       0.157803        2.24757        11.5069                 NaN            NaN            NaN
  1312.60        2500.00                 NaN   84.5704                 NaN            NaN   1.21366                 NaN   2.11283       0.912001E-002   1.98688        10.1071                 NaN            NaN            NaN
  1311.15        2500.00                 NaN   86.2547                 NaN            NaN   1.07717                 NaN   1.91201                 NaN   1.77899        8.97713                 NaN            NaN            NaN
  1309.69        2500.00                 NaN   87.6345                 NaN            NaN  0.962159                 NaN   1.74494                 NaN   1.60851        8.04989                 NaN            NaN            NaN
  1308.24        2500.00                 NaN   88.8091                 NaN            NaN  0.884198                 NaN   1.56994                 NaN   1.46189        7.27484                 NaN            NaN            NaN
  1306.79        2500.00                 NaN   89.7787                 NaN            NaN  0.790076                 NaN   1.47359                 NaN   1.34249        6.61518                 NaN            NaN            NaN
  1305.33        2500.00                 NaN   90.6995                 NaN            NaN  0.721294                 NaN   1.35145                 NaN   1.22760        6.00017                 NaN            NaN            NaN
