|6.6.6
Archiving\03_Data\eq/QFM_m3/WD94/WD94_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.7265       0.273509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.7265       0.273528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.7265       0.273547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.7264       0.273566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.7264       0.273586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.7264       0.273605                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.7264       0.273624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.7264       0.273643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.7263       0.273663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.7263       0.273682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.7263       0.273701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.7263       0.273721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.7263       0.273740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.7262       0.273760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.7262       0.273779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.7262       0.273799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.7262       0.273818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.7262       0.273838                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.7261       0.273858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.7261       0.273877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.7261       0.273897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.7261       0.273917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.7261       0.273936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.7260       0.273956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.7260       0.273976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.7260       0.273996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.7260       0.274016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.7260       0.274036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.7259       0.274056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.7259       0.274076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.6191       0.274114       0.106775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        98.8502       0.274262       0.875575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        98.0803       0.274410        1.64525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        97.3173       0.274557        2.40814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        96.2009       0.221220        3.43987       0.138005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        93.9380                 NaN   5.35273       0.709247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        93.2032                 NaN   6.08712       0.709646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        92.4905                 NaN   6.79949       0.710036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        91.7770                 NaN   7.51261       0.710424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        91.0627                 NaN   8.22646       0.710812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        90.3478                 NaN   8.94104       0.711198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        89.6517                 NaN   9.63677       0.711576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        88.9369                 NaN   10.3441       0.711972       0.712043E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        88.2472                 NaN   11.0216       0.712356       0.188032E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        87.5569                 NaN   11.6998       0.712740       0.304987E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        86.8743                 NaN   12.3707       0.713123       0.419018E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        86.1910                 NaN   13.0422       0.713504       0.533171E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        85.5070                 NaN   13.7144       0.713884       0.647447E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        84.8223                 NaN   14.3873       0.714263       0.761845E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        84.1688                 NaN   15.0297       0.714629       0.868841E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        83.5147                 NaN   15.6727       0.714995       0.975947E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        82.8600                 NaN   16.3163       0.715359       0.108316                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        82.2047                 NaN   16.9605       0.715722       0.119048                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        81.5488                 NaN   17.6053       0.716083       0.129791                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        80.8923                 NaN   18.2507       0.716444       0.140545                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        80.2352                 NaN   18.8967       0.716803       0.151309                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        79.5775                 NaN   19.5433       0.717161       0.162084                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        78.9548                 NaN   20.1557       0.717505       0.171992                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        78.3315                 NaN   20.7687       0.717847       0.181908                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        77.7077                 NaN   21.3822       0.718188       0.191834                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        77.0834                 NaN   21.9963       0.718528       0.201769                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        76.4586                 NaN   22.6108       0.718867       0.211713                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        75.8333                 NaN   23.2258       0.719204       0.221666                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        75.2075                 NaN   23.8414       0.719540       0.231628                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        74.5811                 NaN   24.4574       0.719875       0.241599                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        73.9846                 NaN   25.0444       0.720197       0.250767                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        73.3877                 NaN   25.6319       0.720517       0.259943                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        72.7903                 NaN   26.2198       0.720836       0.269126                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        72.1924                 NaN   26.8081       0.721154       0.278318                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        71.5941                 NaN   27.3969       0.721470       0.287517                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        70.9954                 NaN   27.9861       0.721785       0.296723                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        70.3962                 NaN   28.5757       0.722098       0.305937                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        69.7966                 NaN   29.1658       0.722410       0.315158                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        69.2277                 NaN   29.7259       0.722708       0.323699                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        68.6585                 NaN   30.2863       0.723004       0.332247                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        68.0888                 NaN   30.8471       0.723299       0.340800                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        67.5188                 NaN   31.4083       0.723592       0.349360                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        66.9484                 NaN   31.9698       0.723884       0.357927                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        66.3777                 NaN   32.5317       0.724174       0.366499                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        65.8065                 NaN   33.0939       0.724463       0.375078                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        65.2351                 NaN   33.6565       0.724750       0.383662                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        64.6975                 NaN   34.1858       0.725021       0.391630                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        64.1597                 NaN   34.7154       0.725290       0.399603                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        63.6215                 NaN   35.2454       0.725557       0.407581                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        63.0830                 NaN   35.7756       0.725823       0.415564                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        62.5443                 NaN   36.3061       0.726088       0.423551                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        62.0053                 NaN   36.8368       0.726351       0.431544                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        61.4660                 NaN   37.3679       0.726612       0.439542                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        60.9264                 NaN   37.8992       0.726872       0.447545                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        60.4261                 NaN   38.3918       0.727112       0.454980                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        59.9256                 NaN   38.8846       0.727351       0.462419                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        59.4249                 NaN   39.3776       0.727588       0.469862                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        58.9240                 NaN   39.8708       0.727824       0.477309                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        58.4229                 NaN   40.3643       0.728058       0.484760                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        57.9216                 NaN   40.8579       0.728291       0.492215                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        57.4200                 NaN   41.3518       0.728522       0.499673                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        56.9183                 NaN   41.8458       0.728751       0.507135                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        56.4577                 NaN   42.2989       0.728962       0.514492                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        55.9969                 NaN   42.7521       0.729171       0.521851                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        55.5360                 NaN   43.2054       0.729379       0.529214                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        55.0750                 NaN   43.6589       0.729586       0.536580                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        54.6138                 NaN   44.1125       0.729791       0.543949                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        54.1524                 NaN   44.5663       0.729994       0.551321                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        53.6909                 NaN   45.0202       0.730195       0.558697                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        53.2293                 NaN   45.4742       0.730395       0.566075                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        52.8144                 NaN   45.8827       0.730574       0.572384                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        52.3993                 NaN   46.2912       0.730752       0.578695                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        51.9842                 NaN   46.6999       0.730927       0.585008                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        51.5689                 NaN   47.1086       0.731102       0.591323                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        51.1536                 NaN   47.5175       0.731275       0.597640                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        50.7382                 NaN   47.9264       0.731446       0.603958                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        50.3227                 NaN   48.3354       0.731616       0.610279                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        49.9072                 NaN   48.7444       0.731784       0.616601                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        49.2222                 NaN   49.0328       0.732237       0.619784       0.392953                 NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        48.1640                 NaN   49.2000       0.733075       0.617362        1.28557                 NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        47.1710                 NaN   49.3521       0.733863       0.614622        2.12837                 NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        46.1761                 NaN   49.5044       0.734651       0.611875        2.97295                 NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        45.2865                 NaN   49.6374       0.735363       0.608643        3.73213                 NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        44.3953                 NaN   49.7705       0.736075       0.605404        4.49275                 NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        43.5024                 NaN   49.9038       0.736788       0.602158        5.25482                 NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        42.6080                 NaN   50.0373       0.737501       0.598905        6.01833                 NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        41.8781                 NaN   50.1373       0.738098       0.595284        6.65123                 NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        41.1471                 NaN   50.2374       0.738694       0.591658        7.28513                 NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        40.4150                 NaN   50.3376       0.739290       0.588025        7.92001                 NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        39.6819                 NaN   50.4380       0.739887       0.584386        8.55590                 NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        38.9476                 NaN   50.5384       0.740483       0.580741        9.19278                 NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        38.2123                 NaN   50.6389       0.741080       0.577090        9.83066                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        37.4758                 NaN   50.7395       0.741677       0.573432        10.4695                 NaN            NaN            NaN            NaN            NaN
