|6.6.6
Archiving\03_Data\Deq/QFM_m3.25/K22/K22_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        2500.00        99.9607       0.392771E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.9607       0.392771E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.9607       0.392770E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.9607       0.392770E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.9607       0.392770E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.9607       0.392769E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.9607       0.392769E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.9607       0.392769E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.9607       0.392768E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.9607       0.392768E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.9607       0.392768E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.9607       0.392767E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.9607       0.392767E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.4351       0.366397E-001  0.528309                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        98.5309       0.320500E-001   1.43708                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        97.6499       0.274896E-001   2.32257                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        96.7690       0.229293E-001   3.20805                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        95.9315       0.184083E-001   4.05014                 NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        95.0939       0.138873E-001   4.89221                 NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        94.2564       0.936645E-002   5.73426                 NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        93.4189       0.484566E-002   6.57630                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        92.6047       0.302830E-003   7.39503                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        91.9061                 NaN   8.09391                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        91.2121                 NaN   8.78789                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        90.5181                 NaN   9.48187                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        89.8331                 NaN   10.1669                 NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        89.1480                 NaN   10.8520                 NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        88.4525                 NaN   11.5472       0.281833E-003            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        87.7611                 NaN   12.2259       0.130325E-001            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        87.0721                 NaN   12.8969       0.309475E-001            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        86.3832                 NaN   13.5680       0.488626E-001            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        85.6942                 NaN   14.2390       0.667778E-001            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        85.0053                 NaN   14.9100       0.846930E-001            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        84.3534                 NaN   15.5451       0.101483                 NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        83.7015                 NaN   16.1803       0.118272                 NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        83.0496                 NaN   16.8154       0.135062                 NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        82.3976                 NaN   17.4505       0.151852                 NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        81.7457                 NaN   18.0856       0.168642                 NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        81.0938                 NaN   18.7208       0.185432                 NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        80.4419                 NaN   19.3559       0.202222                 NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        79.7899                 NaN   19.9910       0.219012                 NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        79.1814                 NaN   20.5841       0.234430                 NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        78.5729                 NaN   21.1772       0.249848                 NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        77.9644                 NaN   21.7703       0.265266                 NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        77.3559                 NaN   22.3634       0.280684                 NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        76.7474                 NaN   22.9565       0.296102                 NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        76.1389                 NaN   23.5496       0.311521                 NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        75.5303                 NaN   24.1427       0.326939                 NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        74.9218                 NaN   24.7358       0.342358                 NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        74.3510                 NaN   25.2923       0.356629                 NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        73.7802                 NaN   25.8489       0.370901                 NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        73.2095                 NaN   26.4054       0.385173                 NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        72.6387                 NaN   26.9619       0.399445                 NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        72.0679                 NaN   27.5184       0.413717                 NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        71.4971                 NaN   28.0749       0.427989                 NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        70.9263                 NaN   28.6314       0.442261                 NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        70.3555                 NaN   29.1879       0.456533                 NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        69.8138                 NaN   29.7164       0.469770                 NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        69.2721                 NaN   30.2449       0.483007                 NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        68.7304                 NaN   30.7734       0.496244                 NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        68.1887                 NaN   31.3019       0.509482                 NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        67.6469                 NaN   31.8304       0.522719                 NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        67.1052                 NaN   32.3588       0.535956                 NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        66.5635                 NaN   32.8873       0.549194                 NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        66.0217                 NaN   33.4158       0.562431                 NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        65.5059                 NaN   33.9194       0.574710                 NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        64.9901                 NaN   34.4229       0.586989                 NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        64.4743                 NaN   34.9264       0.599268                 NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        63.9585                 NaN   35.4299       0.611547                 NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        63.4427                 NaN   35.9335       0.623827                 NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        62.9269                 NaN   36.4370       0.636106                 NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        62.4111                 NaN   36.9405       0.648385                 NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        61.8952                 NaN   37.4441       0.660665                 NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        61.4027                 NaN   37.9252       0.672099                 NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        60.9101                 NaN   38.4064       0.683534                 NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        60.4175                 NaN   38.8875       0.694969                 NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        59.9249                 NaN   39.3687       0.706403                 NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        59.4323                 NaN   39.8498       0.717838                 NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        58.9397                 NaN   40.3310       0.729273                 NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        58.4472                 NaN   40.8121       0.740708                 NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        57.9546                 NaN   41.2933       0.752143                 NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        57.4871                 NaN   41.7501       0.762858                 NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        57.0195                 NaN   42.2069       0.773574                 NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        56.5520                 NaN   42.6637       0.784289                 NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        56.0845                 NaN   43.1205       0.795005                 NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        55.6170                 NaN   43.5773       0.805720                 NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        55.1495                 NaN   44.0341       0.816436                 NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        54.6820                 NaN   44.4909       0.827152                 NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        54.2144                 NaN   44.9477       0.837868                 NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        53.7710                 NaN   45.3810       0.847913                 NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        53.3277                 NaN   45.8144       0.857959                 NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        52.8843                 NaN   46.2477       0.868004                 NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        52.4409                 NaN   46.6811       0.878050                 NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        51.9975                 NaN   47.1144       0.888095                 NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        51.5541                 NaN   47.5478       0.898141                 NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        51.1107                 NaN   47.9811       0.908187                 NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        50.6673                 NaN   48.4145       0.918233                 NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        50.2514                 NaN   48.8208       0.927747                 NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        49.8356                 NaN   49.2272       0.937262                 NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        49.4197                 NaN   49.6335       0.946777                 NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        49.0038                 NaN   50.0399       0.956292                 NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        48.5880                 NaN   50.4462       0.965807                 NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        48.1721                 NaN   50.8526       0.975322                 NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        47.7562                 NaN   51.2589       0.984837                 NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        47.3403                 NaN   51.6653       0.994352                 NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        46.9393                 NaN   52.0571        1.00356                 NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        46.5383                 NaN   52.4490        1.01277                 NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        45.2725                 NaN   52.5882        1.00767        1.13155                 NaN            NaN            NaN            NaN
  1653.85        2500.00        44.0277                 NaN   52.7098        1.00126        2.26124                 NaN            NaN            NaN            NaN
  1650.64        2500.00        42.9126                 NaN   52.8154       0.994511        3.27744                 NaN            NaN            NaN            NaN
  1647.44        2500.00        41.7976                 NaN   52.9210       0.987759        4.29363                 NaN            NaN            NaN            NaN
  1644.23        2500.00        40.6825                 NaN   53.0266       0.981007        5.30984                 NaN            NaN            NaN            NaN
  1641.03        2500.00        39.5675                 NaN   53.1322       0.974254        6.32605                 NaN            NaN            NaN            NaN
  1637.82        2500.00        38.6887                 NaN   53.2085       0.966720        7.13601                 NaN            NaN            NaN            NaN
  1634.62        2500.00        37.8100                 NaN   53.2848       0.959185        7.94597                 NaN            NaN            NaN            NaN
  1631.41        2500.00        36.9313                 NaN   53.3611       0.951651        8.75594                 NaN            NaN            NaN            NaN
  1628.21        2500.00        36.0526                 NaN   53.4374       0.944116        9.56592                 NaN            NaN            NaN            NaN
  1625.00        2500.00        35.1739                 NaN   53.5136       0.936582        10.3759                 NaN            NaN            NaN            NaN
  1621.79        2500.00        34.2952                 NaN   53.5899       0.929047        11.1859                 NaN            NaN            NaN            NaN
  1618.59        2500.00        33.4164                 NaN   53.6662       0.921512        11.9959                 NaN            NaN            NaN            NaN
  1615.38        2500.00        32.5377                 NaN   53.7425       0.913978        12.8059                 NaN            NaN            NaN            NaN
  1612.18        2500.00        31.8684                 NaN   53.7927       0.905442        13.4335                 NaN            NaN            NaN            NaN
  1608.97        2500.00        31.1990                 NaN   53.8428       0.896907        14.0612                 NaN            NaN            NaN            NaN
  1605.77        2500.00        30.5297                 NaN   53.8930       0.888372        14.6889                 NaN            NaN            NaN            NaN
  1602.56        2500.00        29.8603                 NaN   53.9432       0.879837        15.3166                 NaN            NaN            NaN            NaN
  1599.36        2500.00        29.1910                 NaN   53.9934       0.871301        15.9443                 NaN            NaN            NaN            NaN
  1596.15        2500.00        28.5217                 NaN   54.0435       0.862766        16.5721                 NaN            NaN            NaN            NaN
  1592.95        2500.00        27.8523                 NaN   54.0937       0.854231        17.1998                 NaN            NaN            NaN            NaN
  1589.74        2500.00        27.1830                 NaN   54.1439       0.845695        17.8275                 NaN            NaN            NaN            NaN
  1586.54        2500.00        26.6432                 NaN   54.1786       0.835777        18.3425                 NaN            NaN            NaN            NaN
  1583.33        2500.00        26.1034                 NaN   54.2132       0.825859        18.8575                 NaN            NaN            NaN            NaN
  1580.13        2500.00        25.5636                 NaN   54.2479       0.815940        19.3726                 NaN            NaN            NaN            NaN
  1576.92        2500.00        25.0238                 NaN   54.2826       0.806022        19.8876                 NaN            NaN            NaN            NaN
  1573.72        2500.00        24.4840                 NaN   54.3173       0.796104        20.4026                 NaN            NaN            NaN            NaN
  1570.51        2500.00        23.9442                 NaN   54.3520       0.786185        20.9177                 NaN            NaN            NaN            NaN
  1567.31        2500.00        23.4044                 NaN   54.3867       0.776267        21.4327                 NaN            NaN            NaN            NaN
  1564.10        2500.00        22.8646                 NaN   54.4213       0.766348        21.9477                 NaN            NaN            NaN            NaN
  1560.90        2500.00        22.4023                 NaN   54.4476       0.754672        22.3954                 NaN            NaN            NaN            NaN
  1557.69        2500.00        21.9400                 NaN   54.4739       0.742996        22.8431                 NaN            NaN            NaN            NaN
  1554.49        2500.00        21.4777                 NaN   54.5002       0.731319        23.2908                 NaN            NaN            NaN            NaN
  1551.28        2500.00        21.0154                 NaN   54.5264       0.719643        23.7385                 NaN            NaN            NaN            NaN
  1548.08        2500.00        20.5532                 NaN   54.5527       0.707966        24.1862                 NaN            NaN            NaN            NaN
  1544.87        2500.00        20.0909                 NaN   54.5790       0.696290        24.6339                 NaN            NaN            NaN            NaN
  1541.67        2500.00        19.6286                 NaN   54.6052       0.684613        25.0816                 NaN            NaN            NaN            NaN
  1538.46        2500.00        19.1663                 NaN   54.6315       0.672937        25.5293                 NaN            NaN            NaN            NaN
  1535.26        2500.00        18.7583                 NaN   54.6537       0.659095        25.9289                 NaN            NaN            NaN            NaN
  1532.05        2500.00        18.3504                 NaN   54.6758       0.645253        26.3286                 NaN            NaN            NaN            NaN
  1528.85        2500.00        17.9424                 NaN   54.6980       0.631410        26.7282                 NaN            NaN            NaN            NaN
  1525.64        2500.00        17.5345                 NaN   54.7201       0.617568        27.1279                 NaN            NaN            NaN            NaN
  1522.44        2500.00        17.1265                 NaN   54.7423       0.603726        27.5275                 NaN            NaN            NaN            NaN
  1519.23        2500.00        16.7185                 NaN   54.7644       0.589884        27.9272                 NaN            NaN            NaN            NaN
  1516.03        2500.00        16.3106                 NaN   54.7866       0.576042        28.3268                 NaN            NaN            NaN            NaN
  1512.82        2500.00        15.9026                 NaN   54.8087       0.562200        28.7265                 NaN            NaN            NaN            NaN
  1509.62        2500.00        15.5150                 NaN   54.8294       0.547271        29.1084                 NaN            NaN            NaN            NaN
  1506.41        2500.00        15.1273                 NaN   54.8501       0.532342        29.4903                 NaN            NaN            NaN            NaN
  1503.21        2500.00        14.4190                 NaN   54.8748       0.536794        29.5017       0.667699                 NaN            NaN            NaN
  1500.00        2500.00        13.8349                 NaN   54.8933       0.536949        29.6098        1.12498                 NaN            NaN            NaN
  1496.79        2500.00        13.3108                 NaN   54.9009       0.540085        29.7021        1.54615                 NaN            NaN            NaN
  1493.59        2500.00        12.7866                 NaN   54.9084       0.543221        29.7944        1.96733                 NaN            NaN            NaN
  1490.38        2500.00        12.2625                 NaN   54.9160       0.546356        29.8867        2.38850                 NaN            NaN            NaN
  1487.18        2500.00        11.7384                 NaN   54.9235       0.549492        29.9789        2.80967                 NaN            NaN            NaN
  1483.97        2500.00        11.2787                 NaN   54.9198       0.555922        30.0537        3.19188                 NaN            NaN            NaN
  1480.77        2500.00        10.8191                 NaN   54.9160       0.562353        30.1285        3.57409                 NaN            NaN            NaN
  1477.56        2500.00        10.2086                 NaN   54.8378       0.610096        29.2627        3.87055        1.21021                 NaN            NaN
  1474.36        2500.00        9.75352                 NaN   54.8063       0.629846        29.0794        1.53654        4.19436                 NaN            NaN
  1471.15        2500.00        9.75352                 NaN   54.8063       0.629846        29.0794        1.53654        4.19436                 NaN            NaN
  1467.95        2500.00        9.75352                 NaN   54.8063       0.629846        29.0794        1.53654        4.19436                 NaN            NaN
  1464.74        2500.00        9.75352                 NaN   54.8063       0.629846        29.0794        1.53654        4.19436                 NaN            NaN
  1461.54        2500.00        8.17086                 NaN   54.6771       0.706984        28.5595        5.34576        2.53975                 NaN            NaN
  1458.33        2500.00        8.17086                 NaN   54.6771       0.706984        28.5595        5.34576        2.53975                 NaN            NaN
  1455.13        2500.00        8.17086                 NaN   54.6771       0.706984        28.5595        5.34576        2.53975                 NaN            NaN
  1451.92        2500.00        8.17086                 NaN   54.6771       0.706984        28.5595        5.34576        2.53975                 NaN            NaN
  1448.72        2500.00        8.17086                 NaN   54.6771       0.706984        28.5595        5.34576        2.53975                 NaN            NaN
  1445.51        2500.00        8.17086                 NaN   54.6771       0.706984        28.5595        5.34576        2.53975                 NaN            NaN
  1442.31        2500.00        8.17086                 NaN   54.6771       0.706984        28.5595        5.34576        2.53975                 NaN            NaN
  1439.10        2500.00        8.17086                 NaN   54.6771       0.706984        28.5595        5.34576        2.53975                 NaN            NaN
  1435.90        2500.00        5.85202                 NaN   54.3991       0.854997        28.0967        3.69424        7.10294                 NaN            NaN
  1432.69        2500.00        5.85202                 NaN   54.3991       0.854997        28.0967        3.69424        7.10294                 NaN            NaN
  1429.49        2500.00        5.85202                 NaN   54.3991       0.854997        28.0967        3.69424        7.10294                 NaN            NaN
  1426.28        2500.00        5.85202                 NaN   54.3991       0.854997        28.0967        3.69424        7.10294                 NaN            NaN
  1423.08        2500.00        5.85202                 NaN   54.3991       0.854997        28.0967        3.69424        7.10294                 NaN            NaN
  1419.87        2500.00        5.85202                 NaN   54.3991       0.854997        28.0967        3.69424        7.10294                 NaN            NaN
  1416.67        2500.00        5.85202                 NaN   54.3991       0.854997        28.0967        3.69424        7.10294                 NaN            NaN
  1413.46        2500.00        5.85202                 NaN   54.3991       0.854997        28.0967        3.69424        7.10294                 NaN            NaN
  1410.26        2500.00        4.28743                 NaN   54.1106       0.998713        27.9525        8.32744        4.32336                 NaN            NaN
  1407.05        2500.00        4.12142                 NaN   54.0860        1.01429        27.9298        4.39453        8.43833       0.156724E-001            NaN
  1403.85        2500.00        3.93736                 NaN   54.0927        1.02364        27.8560        8.49266        4.50950       0.881473E-001            NaN
  1400.64        2500.00        3.93736                 NaN   54.0927        1.02364        27.8560        8.49266        4.50950       0.881473E-001            NaN
  1397.44        2500.00        3.59481                 NaN   54.1053        1.04162        27.7187        4.72299        8.59074       0.225818                 NaN
  1394.23        2500.00        3.59481                 NaN   54.1053        1.04162        27.7187        4.72299        8.59074       0.225818                 NaN
  1391.03        2500.00        3.59481                 NaN   54.1053        1.04162        27.7187        4.72299        8.59074       0.225818                 NaN
