|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.75/TIS/TIS_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             ilm            San(TH)        q             
  1200.12        2500.00                 NaN            NaN   7.51242        8.59273                 NaN            NaN   8.68909        1.07790        43.2560        30.8719     
  1198.96        2500.00                 NaN            NaN   7.47372        8.63242                 NaN            NaN   8.69024        1.07753        43.2540        30.8721     
  1197.80        2500.00                 NaN            NaN   7.43585        8.67113                 NaN            NaN   8.69143        1.07720        43.2522        30.8722     
  1196.65        2500.00                 NaN            NaN   5.58248        10.5961                 NaN            NaN   8.82413        1.04978        43.0638        30.8838     
  1195.49        2500.00                 NaN            NaN   5.54035        10.6388                 NaN            NaN   8.82561        1.04945        43.0620        30.8838     
  1194.33        2500.00                 NaN            NaN   5.49780        10.6820                 NaN            NaN   8.82708        1.04911        43.0602        30.8838     
  1193.18        2500.00                 NaN            NaN   5.45360        10.7268                 NaN            NaN   8.82855        1.04877        43.0585        30.8838     
  1192.02        2500.00                 NaN            NaN   5.40522        10.7757                 NaN            NaN   8.83004        1.04843        43.0569        30.8837     
  1190.86        2500.00                 NaN            NaN   5.38382        10.7984                 NaN            NaN   8.83100        1.04817        43.0546        30.8840     
  1189.71        2500.00                 NaN            NaN   5.36436        10.8183                 NaN            NaN   8.83234        1.04786        43.0531        30.8840     
  1188.55        2500.00                 NaN            NaN   5.32909        10.8543                 NaN            NaN   8.83369        1.04753        43.0514        30.8840     
  1187.39        2500.00                 NaN            NaN   5.29547        10.8884                 NaN            NaN   8.83487        1.04722        43.0500        30.8840     
  1186.24        2500.00                 NaN            NaN   10.9498        5.23533                 NaN            NaN   8.83689        1.04669        43.0472        30.8841     
  1185.08        2500.00                 NaN            NaN   4.74776        11.4373                 NaN            NaN   8.83985        1.04705        43.0426        30.8854     
  1183.92        2500.00                 NaN            NaN   10.9915        5.19473                 NaN            NaN   8.83843        1.04625        43.0449        30.8842     
  1182.77        2500.00                 NaN            NaN   11.0164        5.17035                 NaN            NaN   8.83936        1.04599        43.0438        30.8842     
  1181.61        2500.00                 NaN            NaN  0.265701        15.9318                 NaN            NaN   8.75182        1.04552        43.1214        30.8837     
  1180.45        2500.00                 NaN            NaN   11.0410        5.14692                 NaN            NaN   8.84123        1.04542        43.0412        30.8843     
  1179.29        2500.00                 NaN            NaN   4.57265        11.6141                 NaN            NaN   8.84329        1.04635        43.0377        30.8859     
  1178.14        2500.00                 NaN            NaN   4.47537        11.7129                 NaN            NaN   8.84625        1.04572        43.0336        30.8862     
  1176.98        2500.00                 NaN            NaN   4.46138        11.7277                 NaN            NaN   8.84712        1.04547        43.0320        30.8863     
  1175.82        2500.00                 NaN            NaN   4.43806        11.7513                 NaN            NaN   8.84791        1.04527        43.0311        30.8864     
  1174.67        2500.00                 NaN            NaN   4.41913        11.7709                 NaN            NaN   8.84874        1.04505        43.0298        30.8865     
  1173.51        2500.00                 NaN            NaN   4.39928        11.7913                 NaN            NaN   8.84956        1.04482        43.0285        30.8866     
  1172.35        2500.00                 NaN            NaN   4.37825        11.8129                 NaN            NaN   8.85037        1.04460        43.0272        30.8867     
  1171.20        2500.00                 NaN            NaN   4.35477        11.8369                 NaN            NaN   8.85118        1.04439        43.0259        30.8868     
  1170.04        2500.00                 NaN            NaN   11.1166        5.07843                 NaN            NaN   8.85020        1.04274        43.0266        30.8854     
  1168.88        2500.00                 NaN            NaN   11.1250        5.07119                 NaN            NaN   8.85089        1.04248        43.0248        30.8856     
  1167.73        2500.00                 NaN            NaN   4.27710        11.9163                 NaN            NaN   8.85357        1.04375        43.0221        30.8871     
  1166.57        2500.00                 NaN            NaN   4.24769        11.9462                 NaN            NaN   8.85438        1.04357        43.0210        30.8872     
  1165.41        2500.00                 NaN            NaN   11.1566        5.04114                 NaN            NaN   8.85395        1.04159        43.0209        30.8858     
  1164.26        2500.00                 NaN            NaN   4.19150        12.0035                 NaN            NaN   8.85584        1.04319        43.0185        30.8875     
  1163.10        2500.00                 NaN            NaN   4.16304        12.0324                 NaN            NaN   8.85657        1.04301        43.0173        30.8876     
  1161.94        2500.00                 NaN            NaN   4.13172        12.0642                 NaN            NaN   8.85727        1.04284        43.0162        30.8877     
  1160.79        2500.00                 NaN            NaN   4.09784        12.0986                 NaN            NaN   8.85796        1.04268        43.0151        30.8879     
  1159.63        2500.00                 NaN            NaN   4.06492        12.1320                 NaN            NaN   8.85863        1.04252        43.0140        30.8880     
  1158.47        2500.00                 NaN            NaN   4.02964        12.1677                 NaN            NaN   8.85927        1.04237        43.0129        30.8881     
  1157.32        2500.00                 NaN            NaN   3.99310        12.2046                 NaN            NaN   8.85993        1.04223        43.0119        30.8882     
  1156.16        2500.00                 NaN            NaN   3.95556        12.2426                 NaN            NaN   8.86053        1.04210        43.0109        30.8884     
  1155.00        2500.00                 NaN            NaN   3.80219        12.4023                 NaN            NaN   8.86368        1.03985        43.0026        30.8894     
  1153.85        2500.00                 NaN            NaN   12.6728        3.52222                 NaN            NaN   8.86060        1.04326        43.0126        30.8885     
  1152.69        2500.00                 NaN            NaN   3.47047        12.7258                 NaN            NaN   8.86154        1.04287        43.0102        30.8891     
  1151.53        2500.00                 NaN            NaN   12.7073        3.48947                 NaN            NaN   8.86224        1.04277        43.0093        30.8889     
  1150.38        2500.00                 NaN            NaN   5.51697        10.7025                 NaN            NaN   8.85523        1.03489        43.0000        30.8904     
  1149.22        2500.00                 NaN            NaN   3.50792        12.6897                 NaN            NaN   8.86256        1.04242        43.0086        30.8888     
  1148.06        2500.00                 NaN            NaN   3.48675        12.7112                 NaN            NaN   8.86295        1.04242        43.0077        30.8890     
  1146.91        2500.00                 NaN            NaN   3.42872        12.7697                 NaN            NaN   8.86332        1.04246        43.0063        30.8895     
  1145.75        2500.00                 NaN            NaN   12.7965        3.40110                 NaN            NaN   8.86360        1.04260        43.0069        30.8893     
  1144.59        2500.00                 NaN            NaN   3.43351        12.7727                 NaN            NaN   8.86757        1.03946        42.9962        30.8906     
  1143.44        2500.00                 NaN            NaN   3.33003        12.8694                 NaN            NaN   8.86490        1.04204        43.0036        30.8901     
  1142.28        2500.00                 NaN            NaN   3.30926        12.8907                 NaN            NaN   8.86551        1.04186        43.0025        30.8902     
  1141.12        2500.00                 NaN            NaN   3.30289        12.8974                 NaN            NaN   8.86587        1.04176        43.0018        30.8903     
  1139.97        2500.00                 NaN            NaN   3.27574        12.9247                 NaN            NaN   8.86609        1.04172        43.0014        30.8904     
  1138.81        2500.00                 NaN            NaN   3.25538        12.9452                 NaN            NaN   8.86549        1.04194        43.0019        30.8901     
  1137.65        2500.00                 NaN            NaN   3.29538        12.9065                 NaN            NaN   8.86725        1.04124        42.9991        30.8906     
  1136.50        2500.00                 NaN            NaN   1.59393        14.7273                 NaN            NaN   8.99854       0.980424        42.8041        30.8957     
  1135.34        2500.00                 NaN            NaN   1.59395        14.7246                 NaN            NaN   8.99742       0.981457        42.8072        30.8954     
  1134.18        2500.00                 NaN            NaN   1.58406        14.7346                 NaN            NaN   8.99761       0.981412        42.8069        30.8954     
  1133.03        2500.00                 NaN            NaN   1.56577        14.7532                 NaN            NaN   8.99800       0.981299        42.8062        30.8955     
  1131.87        2500.00                 NaN            NaN   14.8153        1.50663                 NaN            NaN   8.99966       0.980177        42.8023        30.8960     
  1130.71        2500.00                 NaN            NaN   14.8295        1.49255                 NaN            NaN   8.99989       0.980121        42.8019        30.8960     
  1129.56        2500.00                 NaN            NaN   4.50090        11.8230                 NaN            NaN   8.99004       0.980393        42.8111        30.8945     
  1128.40        2500.00                 NaN            NaN   16.3232                 NaN            NaN            NaN   8.98741       0.980896        42.8141        30.8944     
  1127.24        2500.00                 NaN            NaN   16.3228                 NaN            NaN            NaN   8.98567       0.981199        42.8160        30.8943     
  1126.08        2500.00                 NaN            NaN   16.3226                 NaN            NaN            NaN   8.98420       0.981437        42.8175        30.8943     
  1124.93        2500.00                 NaN            NaN   16.3224                 NaN            NaN            NaN   8.98282       0.981646        42.8188        30.8943     
  1123.77        2500.00                 NaN            NaN   16.3223                 NaN            NaN            NaN   8.98150       0.981832        42.8201        30.8943     
  1122.61        2500.00                 NaN            NaN   16.3223                 NaN            NaN            NaN   8.98019       0.982006        42.8213        30.8943     
  1121.46        2500.00                 NaN            NaN   16.3222                 NaN            NaN            NaN   8.97887       0.982170        42.8224        30.8943     
  1120.30        2500.00                 NaN            NaN   16.3223                 NaN            NaN            NaN   8.97751       0.982327        42.8236        30.8943     
  1119.14        2500.00                 NaN            NaN   16.3223                 NaN            NaN            NaN   8.97609       0.982478        42.8247        30.8944     
  1117.99        2500.00                 NaN            NaN   16.3225                 NaN            NaN            NaN   8.97458       0.982627        42.8259        30.8944     
  1116.83        2500.00                 NaN            NaN   16.3226                 NaN            NaN            NaN   8.97295       0.982773        42.8271        30.8945     
  1115.67        2500.00                 NaN            NaN   16.3229                 NaN            NaN            NaN   8.97117       0.982919        42.8284        30.8946     
  1114.52        2500.00                 NaN            NaN   16.1656       0.164537                 NaN            NaN   8.95170       0.983863        42.8357        30.8985     
  1113.36        2500.00                 NaN            NaN   16.1001       0.232832                 NaN            NaN   8.95439       0.982783        42.8307        30.8992     
  1112.20        2500.00                 NaN            NaN   15.3908       0.933697                 NaN            NaN   8.99186       0.980462        42.8067        30.8965     
  1111.05        2500.00                 NaN            NaN   15.1136        1.21111                 NaN            NaN   9.00023       0.979544        42.7985        30.8970     
  1109.89        2500.00                 NaN            NaN   15.8630       0.466821                 NaN            NaN   8.97600       0.980578        42.8164        30.8972     
  1108.73        2500.00                 NaN            NaN   15.7219       0.604455                 NaN            NaN   8.97637       0.981679        42.8190        30.8966     
  1107.58        2500.00                 NaN            NaN   15.6071       0.720543                 NaN            NaN   8.97903       0.980918        42.8153        30.8971     
  1106.42        2500.00                 NaN            NaN   15.3141        1.01103                 NaN            NaN   8.97807       0.982164        42.8171        30.8976     
  1105.26        2500.00                 NaN            NaN   15.4300       0.898106                 NaN            NaN   8.98706       0.980250        42.8063        30.8983     
  1104.11        2500.00                 NaN            NaN   15.1832        1.14224                 NaN            NaN   9.00515       0.979003        42.7924        30.8980     
  1102.95        2500.00                 NaN            NaN   15.1780        1.14738                 NaN            NaN   9.00508       0.979014        42.7926        30.8979     
  1101.79        2500.00                 NaN            NaN   1.22043        15.1107                 NaN            NaN   8.98878       0.979308        42.8016        30.8992     
  1100.64        2500.00                 NaN            NaN   15.1831        1.14231                 NaN            NaN   9.00515       0.979003        42.7924        30.8980     
  1099.48        2500.00                 NaN            NaN   15.1832        1.14224                 NaN            NaN   9.00515       0.979003        42.7924        30.8980     
  1098.32        2500.00                 NaN            NaN   15.1832        1.14224                 NaN            NaN   9.00515       0.979003        42.7924        30.8980     
  1097.17        2500.00                 NaN            NaN   15.1832        1.14222                 NaN            NaN   9.00515       0.979003        42.7924        30.8980     
  1096.01        2500.00                 NaN            NaN   15.1832        1.14223                 NaN            NaN   9.00515       0.979003        42.7924        30.8980     
  1094.85        2500.00                 NaN            NaN   15.1832        1.14224                 NaN            NaN   9.00515       0.979003        42.7924        30.8980     
  1093.70        2500.00                 NaN            NaN   15.1832        1.14223                 NaN            NaN   9.00515       0.979003        42.7924        30.8980     
  1092.54        2500.00                 NaN            NaN   2.14210        14.2006                 NaN            NaN   9.02135       0.972561        42.7586        30.9048     
  1091.38        2500.00                 NaN            NaN   2.14210        14.2006                 NaN            NaN   9.02135       0.972561        42.7586        30.9048     
  1090.23        2500.00                 NaN            NaN   2.14195        14.2008                 NaN            NaN   9.02134       0.972562        42.7586        30.9048     
  1089.07        2500.00                 NaN            NaN   2.14210        14.2006                 NaN            NaN   9.02135       0.972561        42.7586        30.9048     
  1087.91        2500.00                 NaN            NaN   2.14210        14.2006                 NaN            NaN   9.02135       0.972561        42.7586        30.9048     
  1086.76        2500.00                 NaN            NaN   2.14211        14.2006                 NaN            NaN   9.02135       0.972561        42.7586        30.9048     
  1085.60        2500.00                 NaN            NaN   2.14209        14.2006                 NaN            NaN   9.02135       0.972561        42.7586        30.9048     
  1084.44        2500.00                 NaN            NaN   2.14210        14.2006                 NaN            NaN   9.02135       0.972560        42.7586        30.9048     
  1083.29        2500.00                 NaN            NaN   2.14211        14.2006                 NaN            NaN   9.02135       0.972561        42.7586        30.9048     
  1082.13        2500.00                 NaN            NaN   2.14210        14.2006                 NaN            NaN   9.02135       0.972561        42.7586        30.9048     
  1080.97        2500.00                 NaN            NaN   2.14210        14.2006                 NaN            NaN   9.02135       0.972561        42.7586        30.9048     
  1079.82        2500.00                 NaN            NaN   2.14210        14.2006                 NaN            NaN   9.02135       0.972561        42.7586        30.9048     
  1078.66        2500.00                 NaN            NaN   2.14210        14.2006                 NaN            NaN   9.02135       0.972561        42.7586        30.9048     
  1077.50        2500.00                 NaN            NaN   14.3416        2.00433                 NaN            NaN   9.02825       0.971287        42.7477        30.9068     
  1076.34        2500.00                 NaN            NaN   14.3416        2.00429                 NaN            NaN   9.02825       0.971287        42.7477        30.9068     
  1075.19        2500.00                 NaN            NaN   14.3416        2.00429                 NaN            NaN   9.02825       0.971287        42.7477        30.9068     
  1074.03        2500.00                 NaN            NaN   14.3416        2.00428                 NaN            NaN   9.02825       0.971287        42.7477        30.9068     
  1072.87        2500.00                 NaN            NaN   14.3416        2.00431                 NaN            NaN   9.02825       0.971287        42.7477        30.9068     
  1071.72        2500.00                 NaN            NaN   14.3415        2.00437                 NaN            NaN   9.02824       0.971286        42.7477        30.9068     
  1070.56        2500.00                 NaN            NaN   14.3416        2.00428                 NaN            NaN   9.02825       0.971287        42.7477        30.9068     
  1069.40        2500.00                 NaN            NaN   14.3416        2.00428                 NaN            NaN   9.02825       0.971287        42.7477        30.9068     
  1068.25        2500.00                 NaN            NaN   2.00428        14.3416                 NaN            NaN   9.02825       0.971286        42.7477        30.9068     
  1067.09        2500.00                 NaN            NaN   13.6779        2.68808                 NaN            NaN   9.05763       0.963442        42.7000        30.9130     
  1065.93        2500.00                 NaN            NaN   14.3324        2.01396                 NaN            NaN   9.02843       0.971186        42.7470        30.9070     
  1064.78        2500.00                 NaN            NaN   14.3415        2.00436                 NaN            NaN   9.02826       0.971286        42.7477        30.9068     
  1063.62        2500.00                 NaN            NaN   14.3415        2.00435                 NaN            NaN   9.02826       0.971287        42.7477        30.9068     
  1062.46        2500.00                 NaN            NaN   14.3416        2.00432                 NaN            NaN   9.02825       0.971287        42.7477        30.9068     
  1061.31        2500.00                 NaN            NaN   14.3416        2.00428                 NaN            NaN   9.02825       0.971287        42.7477        30.9068     
  1060.15        2500.00                 NaN            NaN   14.3416        2.00428                 NaN            NaN   9.02825       0.971287        42.7477        30.9068     
  1058.99        2500.00                 NaN            NaN   14.2905        2.05646                 NaN            NaN   9.03065       0.970743        42.7444        30.9073     
  1057.84        2500.00                 NaN            NaN   14.3417        2.00424                 NaN            NaN   9.02825       0.971288        42.7477        30.9068     
  1056.68        2500.00                 NaN            NaN   14.3416        2.00425                 NaN            NaN   9.02825       0.971287        42.7477        30.9068     
  1055.52        2500.00                 NaN            NaN   14.3416        2.00425                 NaN            NaN   9.02825       0.971287        42.7477        30.9068     
  1054.37        2500.00                 NaN            NaN   14.3416        2.00427                 NaN            NaN   9.02825       0.971287        42.7477        30.9068     
  1053.21        2500.00                 NaN            NaN   14.3417        2.00425                 NaN            NaN   9.02825       0.971287        42.7477        30.9068     
  1052.05        2500.00                 NaN            NaN   14.3416        2.00425                 NaN            NaN   9.02825       0.971287        42.7477        30.9068     
  1050.90        2500.00                 NaN            NaN   14.3416        2.00427                 NaN            NaN   9.02825       0.971287        42.7477        30.9068     
  1049.74        2500.00                 NaN            NaN   14.3416        2.00427                 NaN            NaN   9.02825       0.971287        42.7477        30.9068     
  1048.58        2500.00                 NaN            NaN   2.06976        14.3176                 NaN            NaN   9.04327       0.967115        42.6782        30.9241     
  1047.43        2500.00                 NaN            NaN   13.2372        3.15148                 NaN            NaN   9.09718       0.953833        42.6384        30.9219     
  1046.27        2500.00                 NaN            NaN   14.3416        2.00429                 NaN            NaN   9.02825       0.971287        42.7477        30.9068     
  1045.11        2500.00                 NaN            NaN   14.3416        2.00429                 NaN            NaN   9.02825       0.971287        42.7477        30.9068     
  1043.96        2500.00                 NaN            NaN   14.3416        2.00429                 NaN            NaN   9.02825       0.971287        42.7477        30.9068     
  1042.80        2500.00                 NaN            NaN   14.3416        2.00429                 NaN            NaN   9.02825       0.971287        42.7477        30.9068     
  1041.64        2500.00                 NaN            NaN   14.3416        2.00429                 NaN            NaN   9.02825       0.971287        42.7477        30.9068     
  1040.49        2500.00                 NaN            NaN   14.3416        2.00429                 NaN            NaN   9.02825       0.971287        42.7477        30.9068     
  1039.33        2500.00                 NaN            NaN   14.3416        2.00429                 NaN            NaN   9.02825       0.971287        42.7477        30.9068     
  1038.17        2500.00                 NaN            NaN   14.3416        2.00429                 NaN            NaN   9.02825       0.971287        42.7477        30.9068     
  1037.02        2500.00                 NaN            NaN   14.3416        2.00429                 NaN            NaN   9.02825       0.971287        42.7477        30.9068     
  1035.86        2500.00                 NaN            NaN   14.3416        2.00429                 NaN            NaN   9.02825       0.971287        42.7477        30.9068     
  1034.70        2500.00                 NaN            NaN   5.25261        11.0525                 NaN            NaN   9.05425       0.987451        42.7295        30.9237     
  1033.55        2500.00                 NaN            NaN   5.25258        11.0526                 NaN            NaN   9.05425       0.987450        42.7295        30.9237     
  1032.39        2500.00                 NaN            NaN   5.25258        11.0526                 NaN            NaN   9.05425       0.987450        42.7295        30.9237     
  1031.23        2500.00                 NaN            NaN   5.25261        11.0525                 NaN            NaN   9.05425       0.987451        42.7295        30.9237     
  1030.08        2500.00                 NaN            NaN   5.25258        11.0526                 NaN            NaN   9.05425       0.987450        42.7295        30.9237     
  1028.92        2500.00                 NaN            NaN   5.25261        11.0525                 NaN            NaN   9.05425       0.987451        42.7295        30.9237     
  1027.76        2500.00                 NaN            NaN   5.25261        11.0525                 NaN            NaN   9.05425       0.987451        42.7295        30.9237     
  1026.61        2500.00                 NaN            NaN   5.25259        11.0525                 NaN            NaN   9.05425       0.987451        42.7295        30.9237     
  1025.45        2500.00                 NaN            NaN   5.25261        11.0525                 NaN            NaN   9.05425       0.987451        42.7295        30.9237     
  1024.29        2500.00                 NaN            NaN   5.25261        11.0525                 NaN            NaN   9.05425       0.987451        42.7295        30.9237     
  1023.13        2500.00                 NaN            NaN   4.63881        11.6194                 NaN            NaN   9.03284       0.999572        42.7911        30.9182     
  1021.98        2500.00                 NaN            NaN   4.63881        11.6194                 NaN            NaN   9.03284       0.999572        42.7911        30.9182     
  1020.82        2500.00                 NaN            NaN   4.63881        11.6194                 NaN            NaN   9.03284       0.999572        42.7911        30.9182     
  1019.66        2500.00                 NaN            NaN   4.63881        11.6194                 NaN            NaN   9.03284       0.999572        42.7911        30.9182     
  1018.51        2500.00                 NaN            NaN   4.63881        11.6194                 NaN            NaN   9.03284       0.999572        42.7911        30.9182     
  1017.35        2500.00                 NaN            NaN   4.63881        11.6194                 NaN            NaN   9.03284       0.999572        42.7911        30.9182     
  1016.19        2500.00                 NaN            NaN   4.63881        11.6194                 NaN            NaN   9.03284       0.999572        42.7911        30.9182     
  1015.04        2500.00                 NaN            NaN   4.63881        11.6194                 NaN            NaN   9.03284       0.999572        42.7911        30.9182     
  1013.88        2500.00                 NaN            NaN   4.63881        11.6194                 NaN            NaN   9.03284       0.999572        42.7911        30.9182     
  1012.72        2500.00                 NaN            NaN   4.60745        11.6541                 NaN            NaN   9.03580       0.998094        42.7862        30.9183     
  1011.57        2500.00                 NaN            NaN   4.60620        11.6556                 NaN            NaN   9.03602       0.997995        42.7858        30.9184     
  1010.41        2500.00                 NaN            NaN   4.63878        11.6195                 NaN            NaN   9.03285       0.999571        42.7911        30.9182     
  1009.25        2500.00                 NaN            NaN   4.60159        11.6609                 NaN            NaN   9.03670       0.997679        42.7847        30.9184     
  1008.10        2500.00                 NaN            NaN   4.63881        11.6194                 NaN            NaN   9.03284       0.999572        42.7911        30.9182     
  1006.94        2500.00                 NaN            NaN   4.63881        11.6194                 NaN            NaN   9.03284       0.999572        42.7911        30.9182     
  1005.78        2500.00                 NaN            NaN   4.63881        11.6194                 NaN            NaN   9.03284       0.999572        42.7911        30.9182     
  1004.63        2500.00                 NaN            NaN   4.63881        11.6194                 NaN            NaN   9.03284       0.999572        42.7911        30.9182     
  1003.47        2500.00                 NaN            NaN   4.63881        11.6194                 NaN            NaN   9.03284       0.999572        42.7911        30.9182     
  1002.31        2500.00                 NaN            NaN   4.63881        11.6194                 NaN            NaN   9.03284       0.999572        42.7911        30.9182     
  1001.16        2500.00                 NaN            NaN   4.63881        11.6194                 NaN            NaN   9.03284       0.999572        42.7911        30.9182     
  1000.00        2500.00                 NaN            NaN   4.63881        11.6194                 NaN            NaN   9.03284       0.999572        42.7911        30.9182     
