|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.75/TIS/TIS_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             ilm            San(TH)        q             
  1202.43        2500.00                 NaN            NaN   5.67530        6.28461                 NaN            NaN   8.56316       0.620254        46.2757        32.5810     
  1201.27        2500.00                 NaN            NaN   5.64580        6.31317                 NaN            NaN   8.56383       0.620246        46.2756        32.5814     
  1200.12        2500.00                 NaN            NaN   5.62845        6.33164                 NaN            NaN   8.56542       0.619971        46.2722        32.5823     
  1198.96        2500.00                 NaN            NaN   5.60003        6.36074                 NaN            NaN   8.56655       0.619750        46.2696        32.5833     
  1197.80        2500.00                 NaN            NaN   5.57217        6.38912                 NaN            NaN   8.56772       0.619548        46.2673        32.5842     
  1196.65        2500.00                 NaN            NaN   4.18284        7.85345                 NaN            NaN   8.69846       0.603767        46.0645        32.5969     
  1195.49        2500.00                 NaN            NaN   4.15172        7.88495                 NaN            NaN   8.69991       0.603563        46.0622        32.5977     
  1194.33        2500.00                 NaN            NaN   4.12027        7.91676                 NaN            NaN   8.70134       0.603361        46.0599        32.5984     
  1193.18        2500.00                 NaN            NaN   4.08761        7.94977                 NaN            NaN   8.70277       0.603157        46.0576        32.5991     
  1192.02        2500.00                 NaN            NaN   4.05182        7.98583                 NaN            NaN   8.70423       0.602950        46.0554        32.5998     
  1190.86        2500.00                 NaN            NaN   4.03618        8.00249                 NaN            NaN   8.70517       0.602791        46.0525        32.6009     
  1189.71        2500.00                 NaN            NaN   4.02184        8.01705                 NaN            NaN   8.70648       0.602601        46.0505        32.6015     
  1188.55        2500.00                 NaN            NaN   3.99581        8.04352                 NaN            NaN   8.70779       0.602404        46.0482        32.6023     
  1187.39        2500.00                 NaN            NaN   3.97094        8.06863                 NaN            NaN   8.70895       0.602214        46.0463        32.6030     
  1186.24        2500.00                 NaN            NaN   8.11393        3.92663                 NaN            NaN   8.71092       0.601901        46.0428        32.6038     
  1185.08        2500.00                 NaN            NaN   3.56600        8.47497                 NaN            NaN   8.71380       0.602096        46.0373        32.6058     
  1183.92        2500.00                 NaN            NaN   8.14447        3.89668                 NaN            NaN   8.71241       0.601627        46.0395        32.6053     
  1182.77        2500.00                 NaN            NaN   8.16272        3.87868                 NaN            NaN   8.71331       0.601469        46.0378        32.6060     
  1181.61        2500.00                 NaN            NaN  0.199709        11.8393                 NaN            NaN   8.62757       0.601223        46.1238        32.6084     
  1180.45        2500.00                 NaN            NaN   8.18058        3.86143                 NaN            NaN   8.71513       0.601117        46.0342        32.6076     
  1179.29        2500.00                 NaN            NaN   3.43640        8.60502                 NaN            NaN   8.71713       0.601644        46.0299        32.6099     
  1178.14        2500.00                 NaN            NaN   3.36478        8.67802                 NaN            NaN   8.72003       0.601269        46.0250        32.6109     
  1176.98        2500.00                 NaN            NaN   3.35450        8.68881                 NaN            NaN   8.72088       0.601115        46.0229        32.6118     
  1175.82        2500.00                 NaN            NaN   3.33730        8.70611                 NaN            NaN   8.72164       0.600994        46.0214        32.6126     
  1174.67        2500.00                 NaN            NaN   3.32336        8.72039                 NaN            NaN   8.72244       0.600854        46.0196        32.6134     
  1173.51        2500.00                 NaN            NaN   3.30873        8.73534                 NaN            NaN   8.72324       0.600715        46.0177        32.6142     
  1172.35        2500.00                 NaN            NaN   3.29323        8.75115                 NaN            NaN   8.72403       0.600579        46.0159        32.6151     
  1171.20        2500.00                 NaN            NaN   3.27591        8.76875                 NaN            NaN   8.72482       0.600448        46.0142        32.6159     
  1170.04        2500.00                 NaN            NaN   8.23501        3.81156                 NaN            NaN   8.72388       0.599492        46.0147        32.6154     
  1168.88        2500.00                 NaN            NaN   8.24100        3.80631                 NaN            NaN   8.72456       0.599333        46.0124        32.6164     
  1167.73        2500.00                 NaN            NaN   3.21863        8.82696                 NaN            NaN   8.72714       0.600051        46.0088        32.6185     
  1166.57        2500.00                 NaN            NaN   3.19691        8.84887                 NaN            NaN   8.72793       0.599934        46.0071        32.6193     
  1165.41        2500.00                 NaN            NaN   8.26386        3.78422                 NaN            NaN   8.72754       0.598790        46.0069        32.6187     
  1164.26        2500.00                 NaN            NaN   3.15547        8.89091                 NaN            NaN   8.72934       0.599698        46.0036        32.6210     
  1163.10        2500.00                 NaN            NaN   3.13446        8.91217                 NaN            NaN   8.73005       0.599583        46.0019        32.6219     
  1161.94        2500.00                 NaN            NaN   3.11134        8.93553                 NaN            NaN   8.73073       0.599475        46.0002        32.6227     
  1160.79        2500.00                 NaN            NaN   3.08632        8.96076                 NaN            NaN   8.73139       0.599374        45.9986        32.6236     
  1159.63        2500.00                 NaN            NaN   3.06202        8.98528                 NaN            NaN   8.73204       0.599274        45.9970        32.6244     
  1158.47        2500.00                 NaN            NaN   3.03597        9.01153                 NaN            NaN   8.73266       0.599181        45.9954        32.6253     
  1157.32        2500.00                 NaN            NaN   3.00898        9.03870                 NaN            NaN   8.73329       0.599087        45.9938        32.6261     
  1156.16        2500.00                 NaN            NaN   2.98124        9.06660                 NaN            NaN   8.73388       0.599003        45.9923        32.6270     
  1155.00        2500.00                 NaN            NaN   2.86841        9.18470                 NaN            NaN   8.73701       0.597704        45.9832        32.6290     
  1153.85        2500.00                 NaN            NaN   9.38471        2.66021                 NaN            NaN   8.73389       0.599650        45.9931        32.6285     
  1152.69        2500.00                 NaN            NaN   2.62215        9.42381                 NaN            NaN   8.73480       0.599416        45.9900        32.6298     
  1151.53        2500.00                 NaN            NaN   9.40987        2.63639                 NaN            NaN   8.73547       0.599346        45.9887        32.6302     
  1150.38        2500.00                 NaN            NaN   4.13816        7.92531                 NaN            NaN   8.72878       0.594825        45.9795        32.6335     
  1149.22        2500.00                 NaN            NaN   2.64986        9.39646                 NaN            NaN   8.73578       0.599126        45.9871        32.6317     
  1148.06        2500.00                 NaN            NaN   2.63424        9.41216                 NaN            NaN   8.73616       0.599117        45.9857        32.6326     
  1146.91        2500.00                 NaN            NaN   2.59147        9.45528                 NaN            NaN   8.73651       0.599132        45.9838        32.6338     
  1145.75        2500.00                 NaN            NaN   9.47488        2.57097                 NaN            NaN   8.73676       0.599202        45.9839        32.6343     
  1144.59        2500.00                 NaN            NaN   2.59585        9.45712                 NaN            NaN   8.74072       0.597390        45.9723        32.6366     
  1143.44        2500.00                 NaN            NaN   2.51858        9.52842                 NaN            NaN   8.73803       0.598863        45.9795        32.6366     
  1142.28        2500.00                 NaN            NaN   2.50330        9.54395                 NaN            NaN   8.73862       0.598747        45.9780        32.6374     
  1141.12        2500.00                 NaN            NaN   2.49860        9.54873                 NaN            NaN   8.73897       0.598683        45.9768        32.6383     
  1139.97        2500.00                 NaN            NaN   2.47853        9.56873                 NaN            NaN   8.73917       0.598649        45.9759        32.6391     
  1138.81        2500.00                 NaN            NaN   2.46359        9.58367                 NaN            NaN   8.73856       0.598762        45.9759        32.6395     
  1137.65        2500.00                 NaN            NaN   2.49323        9.55482                 NaN            NaN   8.74030       0.598356        45.9725        32.6408     
  1136.50        2500.00                 NaN            NaN   1.20731        10.9458                 NaN            NaN   8.87003       0.563417        45.7653        32.6481     
  1135.34        2500.00                 NaN            NaN   1.20706        10.9435                 NaN            NaN   8.86889       0.564000        45.7681        32.6484     
  1134.18        2500.00                 NaN            NaN   1.19973        10.9507                 NaN            NaN   8.86906       0.563965        45.7673        32.6492     
  1133.03        2500.00                 NaN            NaN   1.18618        10.9643                 NaN            NaN   8.86944       0.563891        45.7662        32.6500     
  1131.87        2500.00                 NaN            NaN   11.0102        1.14259                 NaN            NaN   8.87108       0.563239        45.7616        32.6512     
  1130.71        2500.00                 NaN            NaN   11.0205        1.13212                 NaN            NaN   8.87130       0.563197        45.7608        32.6520     
  1129.56        2500.00                 NaN            NaN   3.36652        8.78619                 NaN            NaN   8.86167       0.563351        45.7707        32.6515     
  1128.40        2500.00                 NaN            NaN   12.1516                 NaN            NaN            NaN   8.85909       0.563632        45.7736        32.6521     
  1127.24        2500.00                 NaN            NaN   12.1509                 NaN            NaN            NaN   8.85737       0.563797        45.7752        32.6528     
  1126.08        2500.00                 NaN            NaN   12.1503                 NaN            NaN            NaN   8.85591       0.563925        45.7764        32.6535     
  1124.93        2500.00                 NaN            NaN   12.1498                 NaN            NaN            NaN   8.85454       0.564037        45.7774        32.6542     
  1123.77        2500.00                 NaN            NaN   12.1494                 NaN            NaN            NaN   8.85324       0.564135        45.7783        32.6549     
  1122.61        2500.00                 NaN            NaN   12.1490                 NaN            NaN            NaN   8.85194       0.564226        45.7792        32.6557     
  1121.46        2500.00                 NaN            NaN   12.1486                 NaN            NaN            NaN   8.85062       0.564311        45.7800        32.6564     
  1120.30        2500.00                 NaN            NaN   12.1483                 NaN            NaN            NaN   8.84928       0.564392        45.7808        32.6572     
  1119.14        2500.00                 NaN            NaN   12.1481                 NaN            NaN            NaN   8.84787       0.564471        45.7816        32.6579     
  1117.99        2500.00                 NaN            NaN   12.1479                 NaN            NaN            NaN   8.84637       0.564547        45.7825        32.6587     
  1116.83        2500.00                 NaN            NaN   12.1477                 NaN            NaN            NaN   8.84476       0.564622        45.7834        32.6595     
  1115.67        2500.00                 NaN            NaN   12.1476                 NaN            NaN            NaN   8.84300       0.564698        45.7843        32.6604     
  1114.52        2500.00                 NaN            NaN   12.0279       0.125155                 NaN            NaN   8.82390       0.565237        45.7921        32.6656     
  1113.36        2500.00                 NaN            NaN   11.9786       0.177149                 NaN            NaN   8.82651       0.564606        45.7862        32.6670     
  1112.20        2500.00                 NaN            NaN   11.4396       0.710497                 NaN            NaN   8.86326       0.563253        45.7593        32.6641     
  1111.05        2500.00                 NaN            NaN   11.2290       0.921762                 NaN            NaN   8.87146       0.562714        45.7499        32.6652     
  1109.89        2500.00                 NaN            NaN   11.7979       0.355377                 NaN            NaN   8.84769       0.563306        45.7691        32.6666     
  1108.73        2500.00                 NaN            NaN   11.6901       0.460222                 NaN            NaN   8.84799       0.563927        45.7712        32.6666     
  1107.58        2500.00                 NaN            NaN   11.6027       0.548709                 NaN            NaN   8.85059       0.563480        45.7668        32.6677     
  1106.42        2500.00                 NaN            NaN   11.3793       0.769892                 NaN            NaN   8.84961       0.564185        45.7681        32.6689     
  1105.26        2500.00                 NaN            NaN   11.4661       0.686053                 NaN            NaN   8.85846       0.563076        45.7561        32.6703     
  1104.11        2500.00                 NaN            NaN   11.2777       0.872521                 NaN            NaN   8.87623       0.562348        45.7407        32.6705     
  1102.95        2500.00                 NaN            NaN   11.2736       0.876311                 NaN            NaN   8.87616       0.562346        45.7404        32.6712     
  1101.79        2500.00                 NaN            NaN  0.930219        11.2243                 NaN            NaN   8.86009       0.562506        45.7496        32.6733     
  1100.64        2500.00                 NaN            NaN   11.2769       0.872518                 NaN            NaN   8.87620       0.562322        45.7394        32.6727     
  1099.48        2500.00                 NaN            NaN   11.2767       0.872451                 NaN            NaN   8.87619       0.562313        45.7390        32.6734     
  1098.32        2500.00                 NaN            NaN   11.2764       0.872429                 NaN            NaN   8.87618       0.562304        45.7386        32.6741     
  1097.17        2500.00                 NaN            NaN   11.2762       0.872398                 NaN            NaN   8.87618       0.562295        45.7381        32.6748     
  1096.01        2500.00                 NaN            NaN   11.2760       0.872385                 NaN            NaN   8.87617       0.562286        45.7377        32.6755     
  1094.85        2500.00                 NaN            NaN   11.2757       0.872377                 NaN            NaN   8.87616       0.562277        45.7373        32.6762     
  1093.70        2500.00                 NaN            NaN   11.2755       0.872352                 NaN            NaN   8.87615       0.562268        45.7368        32.6769     
  1092.54        2500.00                 NaN            NaN   1.63593        10.5290                 NaN            NaN   8.89205       0.558556        45.6998        32.6847     
  1091.38        2500.00                 NaN            NaN   1.63589        10.5287                 NaN            NaN   8.89204       0.558548        45.6994        32.6854     
  1090.23        2500.00                 NaN            NaN   1.63575        10.5286                 NaN            NaN   8.89203       0.558540        45.6990        32.6861     
  1089.07        2500.00                 NaN            NaN   1.63583        10.5283                 NaN            NaN   8.89202       0.558530        45.6985        32.6868     
  1087.91        2500.00                 NaN            NaN   1.63579        10.5280                 NaN            NaN   8.89201       0.558521        45.6981        32.6875     
  1086.76        2500.00                 NaN            NaN   1.63577        10.5278                 NaN            NaN   8.89200       0.558512        45.6977        32.6882     
  1085.60        2500.00                 NaN            NaN   1.63572        10.5276                 NaN            NaN   8.89199       0.558504        45.6973        32.6890     
  1084.44        2500.00                 NaN            NaN   1.63569        10.5273                 NaN            NaN   8.89199       0.558494        45.6968        32.6897     
  1083.29        2500.00                 NaN            NaN   1.63566        10.5271                 NaN            NaN   8.89198       0.558486        45.6964        32.6904     
  1082.13        2500.00                 NaN            NaN   1.63562        10.5269                 NaN            NaN   8.89197       0.558477        45.6960        32.6911     
  1080.97        2500.00                 NaN            NaN   1.63559        10.5266                 NaN            NaN   8.89196       0.558469        45.6955        32.6918     
  1079.82        2500.00                 NaN            NaN   1.63555        10.5264                 NaN            NaN   8.89195       0.558460        45.6951        32.6925     
  1078.66        2500.00                 NaN            NaN   1.63552        10.5262                 NaN            NaN   8.89194       0.558451        45.6947        32.6932     
  1077.50        2500.00                 NaN            NaN   10.6304        1.53515                 NaN            NaN   8.89866       0.557707        45.6822        32.6959     
  1076.34        2500.00                 NaN            NaN   10.6301        1.53509                 NaN            NaN   8.89866       0.557698        45.6818        32.6966     
  1075.19        2500.00                 NaN            NaN   10.6299        1.53505                 NaN            NaN   8.89865       0.557689        45.6814        32.6973     
  1074.03        2500.00                 NaN            NaN   10.6297        1.53501                 NaN            NaN   8.89864       0.557681        45.6810        32.6980     
  1072.87        2500.00                 NaN            NaN   10.6294        1.53500                 NaN            NaN   8.89863       0.557672        45.6805        32.6987     
  1071.72        2500.00                 NaN            NaN   10.6292        1.53502                 NaN            NaN   8.89861       0.557663        45.6801        32.6994     
  1070.56        2500.00                 NaN            NaN   10.6290        1.53491                 NaN            NaN   8.89861       0.557655        45.6797        32.7001     
  1069.40        2500.00                 NaN            NaN   10.6288        1.53488                 NaN            NaN   8.89860       0.557646        45.6792        32.7009     
  1068.25        2500.00                 NaN            NaN   1.53486        10.6285                 NaN            NaN   8.89859       0.557637        45.6788        32.7016     
  1067.09        2500.00                 NaN            NaN   10.1268        2.05911                 NaN            NaN   8.92730       0.553109        45.6258        32.7079     
  1065.93        2500.00                 NaN            NaN   10.6211        1.54220                 NaN            NaN   8.89875       0.557561        45.6772        32.7032     
  1064.78        2500.00                 NaN            NaN   10.6278        1.53481                 NaN            NaN   8.89857       0.557611        45.6775        32.7037     
  1063.62        2500.00                 NaN            NaN   10.6276        1.53478                 NaN            NaN   8.89856       0.557602        45.6771        32.7044     
  1062.46        2500.00                 NaN            NaN   10.6273        1.53472                 NaN            NaN   8.89855       0.557593        45.6767        32.7051     
  1061.31        2500.00                 NaN            NaN   10.6271        1.53466                 NaN            NaN   8.89854       0.557585        45.6762        32.7058     
  1060.15        2500.00                 NaN            NaN   10.6269        1.53462                 NaN            NaN   8.89853       0.557576        45.6758        32.7065     
  1058.99        2500.00                 NaN            NaN   10.5880        1.57455                 NaN            NaN   8.90086       0.557254        45.6717        32.7076     
  1057.84        2500.00                 NaN            NaN   10.6265        1.53454                 NaN            NaN   8.89851       0.557559        45.6750        32.7080     
  1056.68        2500.00                 NaN            NaN   10.6262        1.53451                 NaN            NaN   8.89851       0.557550        45.6745        32.7087     
  1055.52        2500.00                 NaN            NaN   10.6260        1.53448                 NaN            NaN   8.89850       0.557542        45.6741        32.7094     
  1054.37        2500.00                 NaN            NaN   10.6258        1.53446                 NaN            NaN   8.89849       0.557533        45.6737        32.7101     
  1053.21        2500.00                 NaN            NaN   10.6255        1.53441                 NaN            NaN   8.89848       0.557524        45.6733        32.7108     
  1052.05        2500.00                 NaN            NaN   10.6253        1.53438                 NaN            NaN   8.89847       0.557516        45.6728        32.7115     
  1050.90        2500.00                 NaN            NaN   10.6251        1.53437                 NaN            NaN   8.89846       0.557507        45.6724        32.7122     
  1049.74        2500.00                 NaN            NaN   10.6248        1.53434                 NaN            NaN   8.89846       0.557498        45.6720        32.7129     
  1048.58        2500.00                 NaN            NaN   1.58955        10.6099                 NaN            NaN   8.91358       0.555116        45.5988        32.7331     
  1047.43        2500.00                 NaN            NaN   9.78676        2.41991                 NaN            NaN   8.96593       0.547435        45.5514        32.7286     
  1046.27        2500.00                 NaN            NaN   10.6241        1.53425                 NaN            NaN   8.89843       0.557472        45.6707        32.7150     
  1045.11        2500.00                 NaN            NaN   10.6239        1.53422                 NaN            NaN   8.89842       0.557464        45.6703        32.7157     
  1043.96        2500.00                 NaN            NaN   10.6237        1.53419                 NaN            NaN   8.89841       0.557455        45.6698        32.7164     
  1042.80        2500.00                 NaN            NaN   10.6234        1.53416                 NaN            NaN   8.89841       0.557446        45.6694        32.7171     
  1041.64        2500.00                 NaN            NaN   10.6232        1.53413                 NaN            NaN   8.89840       0.557438        45.6690        32.7179     
  1040.49        2500.00                 NaN            NaN   10.6230        1.53410                 NaN            NaN   8.89839       0.557429        45.6686        32.7186     
  1039.33        2500.00                 NaN            NaN   10.6227        1.53406                 NaN            NaN   8.89838       0.557421        45.6681        32.7193     
  1038.17        2500.00                 NaN            NaN   10.6225        1.53403                 NaN            NaN   8.89837       0.557412        45.6677        32.7200     
  1037.02        2500.00                 NaN            NaN   10.6223        1.53400                 NaN            NaN   8.89837       0.557403        45.6673        32.7207     
  1035.86        2500.00                 NaN            NaN   10.6220        1.53397                 NaN            NaN   8.89836       0.557395        45.6669        32.7214     
  1034.70        2500.00                 NaN            NaN   4.01942        8.11571                 NaN            NaN   8.92278       0.566586        45.6400        32.7355     
  1033.55        2500.00                 NaN            NaN   4.01931        8.11556                 NaN            NaN   8.92277       0.566577        45.6396        32.7362     
  1032.39        2500.00                 NaN            NaN   4.01923        8.11539                 NaN            NaN   8.92276       0.566568        45.6392        32.7369     
  1031.23        2500.00                 NaN            NaN   4.01917        8.11518                 NaN            NaN   8.92275       0.566560        45.6387        32.7376     
  1030.08        2500.00                 NaN            NaN   4.01906        8.11503                 NaN            NaN   8.92275       0.566551        45.6383        32.7383     
  1028.92        2500.00                 NaN            NaN   4.01900        8.11483                 NaN            NaN   8.92274       0.566543        45.6379        32.7390     
  1027.76        2500.00                 NaN            NaN   4.01892        8.11465                 NaN            NaN   8.92273       0.566534        45.6374        32.7397     
  1026.61        2500.00                 NaN            NaN   4.01882        8.11449                 NaN            NaN   8.92272       0.566525        45.6370        32.7404     
  1025.45        2500.00                 NaN            NaN   4.01875        8.11430                 NaN            NaN   8.92271       0.566516        45.6366        32.7411     
  1024.29        2500.00                 NaN            NaN   4.01867        8.11412                 NaN            NaN   8.92271       0.566508        45.6362        32.7418     
  1023.13        2500.00                 NaN            NaN   3.56024        8.52978                 NaN            NaN   8.90124       0.573430        45.6998        32.7355     
  1021.98        2500.00                 NaN            NaN   3.56016        8.52960                 NaN            NaN   8.90123       0.573421        45.6994        32.7362     
  1020.82        2500.00                 NaN            NaN   3.56009        8.52941                 NaN            NaN   8.90122       0.573412        45.6990        32.7369     
  1019.66        2500.00                 NaN            NaN   3.56002        8.52922                 NaN            NaN   8.90122       0.573403        45.6986        32.7376     
  1018.51        2500.00                 NaN            NaN   3.55994        8.52904                 NaN            NaN   8.90121       0.573395        45.6981        32.7383     
  1017.35        2500.00                 NaN            NaN   3.55987        8.52885                 NaN            NaN   8.90120       0.573386        45.6977        32.7390     
  1016.19        2500.00                 NaN            NaN   3.55979        8.52867                 NaN            NaN   8.90119       0.573377        45.6973        32.7397     
  1015.04        2500.00                 NaN            NaN   3.55972        8.52848                 NaN            NaN   8.90119       0.573368        45.6969        32.7404     
  1013.88        2500.00                 NaN            NaN   3.55965        8.52830                 NaN            NaN   8.90118       0.573359        45.6964        32.7411     
  1012.72        2500.00                 NaN            NaN   3.53551        8.55512                 NaN            NaN   8.90410       0.572504        45.6908        32.7420     
  1011.57        2500.00                 NaN            NaN   3.53448        8.55609                 NaN            NaN   8.90431       0.572438        45.6900        32.7427     
  1010.41        2500.00                 NaN            NaN   3.55940        8.52776                 NaN            NaN   8.90116       0.573332        45.6951        32.7432     
  1009.25        2500.00                 NaN            NaN   3.53080        8.55989                 NaN            NaN   8.90497       0.572240        45.6880        32.7441     
  1008.10        2500.00                 NaN            NaN   3.55928        8.52737                 NaN            NaN   8.90114       0.573316        45.6943        32.7446     
  1006.94        2500.00                 NaN            NaN   3.55920        8.52718                 NaN            NaN   8.90113       0.573307        45.6939        32.7453     
  1005.78        2500.00                 NaN            NaN   3.55913        8.52700                 NaN            NaN   8.90113       0.573298        45.6935        32.7460     
  1004.63        2500.00                 NaN            NaN   3.55905        8.52681                 NaN            NaN   8.90112       0.573289        45.6930        32.7467     
  1003.47        2500.00                 NaN            NaN   3.55898        8.52663                 NaN            NaN   8.90111       0.573281        45.6926        32.7474     
  1002.31        2500.00                 NaN            NaN   3.55891        8.52644                 NaN            NaN   8.90111       0.573272        45.6922        32.7481     
  1001.16        2500.00                 NaN            NaN   3.55883        8.52626                 NaN            NaN   8.90110       0.573263        45.6917        32.7488     
  1000.00        2500.00                 NaN            NaN   3.55876        8.52607                 NaN            NaN   8.90109       0.573255        45.6913        32.7495     
