|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.75/TIS/TIS_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             ilm            San(TH)        q             
  1336.61        2500.00                 NaN   99.3010       0.314978                 NaN            NaN  0.141903       0.242163                 NaN            NaN            NaN
  1335.46        2500.00                 NaN   99.3020       0.315594                 NaN            NaN  0.140615       0.241811                 NaN            NaN            NaN
  1334.30        2500.00                 NaN   99.3070       0.313134                 NaN            NaN  0.139875       0.239957                 NaN            NaN            NaN
  1333.14        2500.00                 NaN   99.3131       0.312358                 NaN            NaN  0.137340       0.237172                 NaN            NaN            NaN
  1331.98        2500.00                 NaN   99.3182       0.309553                 NaN            NaN  0.136824       0.235464                 NaN            NaN            NaN
  1330.83        2500.00                 NaN   99.3224       0.311143                 NaN            NaN  0.133300       0.233174                 NaN            NaN            NaN
  1329.67        2500.00                 NaN   99.3273       0.309347                 NaN            NaN  0.132074       0.231264                 NaN            NaN            NaN
  1328.51        2500.00                 NaN   99.3323       0.307644                 NaN            NaN  0.130666       0.229350                 NaN            NaN            NaN
  1327.36        2500.00                 NaN   99.3370       0.306175                 NaN            NaN  0.129488       0.227381                 NaN            NaN            NaN
  1326.20        2500.00                 NaN   99.3416       0.305164                 NaN            NaN  0.127862       0.225382                 NaN            NaN            NaN
  1325.04        2500.00                 NaN   99.3449       0.304865                 NaN            NaN  0.126310       0.223921                 NaN            NaN            NaN
  1323.89        2500.00                 NaN   99.3485       0.298953                 NaN            NaN  0.128397       0.224109                 NaN            NaN            NaN
  1322.73        2500.00                 NaN   99.3568       0.305748                 NaN            NaN  0.120011       0.217472                 NaN            NaN            NaN
  1321.57        2500.00                 NaN   99.3590       0.302639                 NaN            NaN  0.120244       0.218089                 NaN            NaN            NaN
  1320.42        2500.00                 NaN   99.3621       0.305392                 NaN            NaN  0.116572       0.215918                 NaN            NaN            NaN
  1319.26        2500.00                 NaN   99.3668       0.303629                 NaN            NaN  0.115306       0.214309                 NaN            NaN            NaN
  1318.10        2500.00                 NaN   99.3705       0.302058                 NaN            NaN  0.114495       0.212945                 NaN            NaN            NaN
  1316.95        2500.00                 NaN   99.3755       0.299461                 NaN            NaN  0.113997       0.211066                 NaN            NaN            NaN
  1315.79        2500.00                 NaN   99.3802       0.300350                 NaN            NaN  0.110701       0.208770                 NaN            NaN            NaN
  1314.63        2500.00                 NaN   99.3838       0.299455                 NaN            NaN  0.109312       0.207393                 NaN            NaN            NaN
  1313.48        2500.00                 NaN   99.3854       0.303176                 NaN            NaN  0.105419       0.205977                 NaN            NaN            NaN
  1312.32        2500.00                 NaN   99.3896       0.301304                 NaN            NaN  0.104685       0.204421                 NaN            NaN            NaN
  1311.16        2500.00                 NaN   99.3910       0.303233                 NaN            NaN  0.102292       0.203458                 NaN            NaN            NaN
  1310.01        2500.00                 NaN   99.3977       0.301576                 NaN            NaN  0.999811E-001  0.200737                 NaN            NaN            NaN
  1308.85        2500.00                 NaN   99.3998       0.302791                 NaN            NaN  0.976472E-001  0.199792                 NaN            NaN            NaN
  1307.69        2500.00                 NaN   99.4017       0.305060                 NaN            NaN  0.949164E-001  0.198364                 NaN            NaN            NaN
  1306.54        2500.00                 NaN   99.4082       0.298019                 NaN            NaN  0.968153E-001  0.196949                 NaN            NaN            NaN
  1305.38        2500.00                 NaN   99.4084       0.306243                 NaN            NaN  0.901771E-001  0.195180                 NaN            NaN            NaN
  1304.22        2500.00                 NaN   99.4112       0.305049                 NaN            NaN  0.894654E-001  0.194265                 NaN            NaN            NaN
  1303.07        2500.00                 NaN   99.4124       0.310542                 NaN            NaN  0.840934E-001  0.192963                 NaN            NaN            NaN
  1301.91        2500.00                 NaN   99.4090       0.581569E-001  0.271095                 NaN  0.698312E-001  0.191965                 NaN            NaN            NaN
  1300.75        2500.00                 NaN   99.4162       0.316466                 NaN            NaN  0.768968E-001  0.190455                 NaN            NaN            NaN
  1299.60        2500.00                 NaN   99.4185       0.313151                 NaN            NaN  0.773312E-001  0.189734       0.126613E-002            NaN            NaN
  1298.44        2500.00                 NaN   88.5874        2.11528                 NaN            NaN  0.692101        1.67129       0.262207        6.67174                 NaN
  1297.28        2500.00                 NaN   77.2123        3.95949                 NaN            NaN   1.42905        3.23036       0.513443        13.6554                 NaN
  1296.13        2500.00                 NaN   79.3944        3.58795                 NaN            NaN   1.34033        2.93802       0.458582        12.2807                 NaN
  1294.97        2500.00                 NaN   81.5228        3.25440                 NaN            NaN   1.22144        2.64943       0.405230        10.9467                 NaN
  1293.81        2500.00                 NaN   83.4454        2.95283                 NaN            NaN   1.10579        2.38661       0.358261        9.75115                 NaN
  1292.66        2500.00                 NaN   85.1556        2.68533                 NaN            NaN  0.996257        2.15093       0.317244        8.69459                 NaN
  1291.50        2500.00                 NaN   86.6680        2.44783                 NaN            NaN  0.894607        1.94080       0.281666        7.76706                 NaN
  1290.34        2500.00                 NaN   87.9660        2.24245                 NaN            NaN  0.805438        1.75947       0.251642        6.97502                 NaN
  1289.19        2500.00                 NaN   89.1151        2.05777                 NaN            NaN  0.724314        1.59815       0.225581        6.27906                 NaN
  1288.03        2500.00                 NaN   90.0437        1.91128                 NaN            NaN  0.658100        1.46725       0.204427        5.71523                 NaN
  1286.87        2500.00                 NaN   87.7104        2.22753                 NaN            NaN  0.829693        1.82768       0.258582        7.14612                 NaN
  1285.72        2500.00                 NaN   94.6838        1.30042                 NaN            NaN  0.138256       0.727614       0.120337        3.02960                 NaN
  1284.56        2500.00                 NaN   89.8173        1.46286                 NaN            NaN   1.04768        1.56269       0.202713        5.90671                 NaN
  1283.40        2500.00                 NaN   95.3721        1.38743                 NaN            NaN  0.138858       0.700383       0.745455E-001   2.32663                 NaN
  1282.25        2500.00       0.538042        77.5443        4.63568        1.90293                 NaN            NaN   3.28760       0.570344E-001   12.0344                 NaN
  1281.09        2500.00                 NaN   99.7956                 NaN            NaN            NaN  0.476929E-001  0.244621E-001  0.420644E-002  0.128071                 NaN
  1279.93        2500.00                 NaN   99.9270       0.474282E-001            NaN            NaN            NaN  0.168677E-001  0.865962E-002            NaN            NaN
  1278.77        2500.00                 NaN   98.2280       0.478891                 NaN            NaN            NaN  0.252820       0.195167E-001   1.02080                 NaN
  1277.62        2500.00                 NaN   82.1064        4.24377        1.14890                 NaN  0.833311E-001   2.65439       0.276956        9.48622                 NaN
  1276.46        2500.00                 NaN   97.9928       0.294572       0.222574                 NaN  0.563453E-001  0.300389       0.353463E-001   1.09795                 NaN
  1275.30        2500.00                 NaN   99.9587       0.108244E-001            NaN            NaN  0.104701E-003  0.440189E-002  0.327302E-003  0.256682E-001            NaN
  1274.15        2500.00                 NaN   99.7373       0.593855E-001            NaN            NaN  0.138196E-001  0.403103E-001  0.495646E-002  0.144192                 NaN
  1272.99        2500.00                 NaN   98.9082       0.311364                 NaN            NaN  0.334153E-002  0.163508       0.173813E-001  0.596159                 NaN
  1271.83        2500.00                 NaN   85.1790        4.32602                 NaN            NaN            NaN   2.21422       0.231812        8.04899                 NaN
  1270.68        2500.00                 NaN   99.7606       0.742258E-001            NaN            NaN            NaN  0.355946E-001  0.341134E-002  0.126123                 NaN
  1269.52        2500.00                 NaN   99.7013       0.783348E-001            NaN            NaN            NaN  0.377909E-001  0.584486E-002  0.176771                 NaN
  1268.36        2500.00                 NaN   93.2669        2.08511                 NaN            NaN  0.124685E-001   1.01680       0.927528E-001   3.52601                 NaN
  1267.21        2500.00                 NaN   90.7350        2.90770                 NaN            NaN            NaN   1.38460       0.127154        4.84560                 NaN
  1266.05        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1264.89        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1263.74        2500.00                 NaN   94.0554        1.82165                 NaN            NaN            NaN  0.896471       0.820421E-001   3.14439                 NaN
  1262.58        2500.00                 NaN   96.6844        1.01572                 NaN            NaN            NaN  0.499876       0.458105E-001   1.75421                 NaN
  1261.42        2500.00                 NaN   96.9100       0.906465                 NaN            NaN            NaN  0.467319       0.448920E-001   1.67137                 NaN
  1260.27        2500.00                 NaN   96.7643       0.832297                 NaN            NaN            NaN  0.484152       0.461144E-001   1.87314                 NaN
  1259.11        2500.00                 NaN   97.0432       0.958460                 NaN            NaN            NaN  0.411653       0.607510E-001   1.52590                 NaN
  1257.95        2500.00                 NaN   97.3397       0.948418                 NaN            NaN            NaN  0.411149       0.229866E-001   1.27774                 NaN
  1256.80        2500.00                 NaN   96.0280        1.13407                 NaN            NaN            NaN  0.613563       0.458004E-001   2.17853                 NaN
  1255.64        2500.00                 NaN   98.9263       0.117796       0.184926                 NaN            NaN  0.215468       0.253867E-001  0.530082                 NaN
  1254.48        2500.00                 NaN   97.0488       0.995687                 NaN            NaN            NaN  0.388820       0.302630E-001   1.53642                 NaN
  1253.33        2500.00                 NaN   97.5611       0.720545                 NaN            NaN            NaN  0.364525       0.345856E-001   1.31927                 NaN
  1252.17        2500.00                 NaN   96.9873       0.871671                 NaN            NaN            NaN  0.450942       0.445019E-001   1.64559                 NaN
  1251.01        2500.00                 NaN   98.7105       0.395300                 NaN            NaN            NaN  0.196671       0.146995E-001  0.682838                 NaN
  1249.86        2500.00                 NaN   97.5121       0.295529       0.462740                 NaN            NaN  0.360251       0.364013E-001   1.33294                 NaN
  1248.70        2500.00                 NaN   97.8218       0.608376E-001  0.593634                 NaN            NaN  0.320614       0.299554E-001   1.17316                 NaN
  1247.54        2500.00                 NaN   97.9482       0.614138                 NaN            NaN            NaN  0.309174       0.253866E-001   1.10310                 NaN
  1246.39        2500.00                 NaN   97.0381       0.933128E-001  0.516622       0.256649E-001            NaN  0.435689       0.497402E-001   1.84086                 NaN
  1245.23        2500.00                 NaN  100.0000       0.224983E-005  0.181555E-005  0.944072E-006            NaN  0.323692E-005            NaN  0.132482E-004            NaN
  1244.07        2500.00                 NaN   94.6006       0.492955        1.29921                 NaN            NaN  0.767952       0.794314E-001   2.75987                 NaN
  1242.92        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1241.76        2500.00                 NaN   99.8990       0.598277E-001            NaN            NaN            NaN  0.791677E-002            NaN  0.332781E-001            NaN
  1240.60        2500.00                 NaN   99.7152                 NaN            NaN            NaN            NaN  0.564172E-001  0.113834E-001  0.216993                 NaN
  1239.45        2500.00                 NaN  100.0000                 NaN            NaN            NaN            NaN            NaN            NaN  0.253614E-005            NaN
  1238.29        2500.00                 NaN   95.7551       0.195331       0.512206                 NaN            NaN  0.696368       0.117661        2.72335                 NaN
  1237.13        2500.00                 NaN   96.8896       0.759184E-001  0.463036                 NaN            NaN  0.321828       0.169683E-001   1.22623        1.00645     
  1235.98        2500.00                 NaN   99.9996       0.874828E-004  0.352803E-004            NaN            NaN  0.443919E-004            NaN  0.178294E-003  0.896115E-004
  1234.82        2500.00                 NaN   80.3772        2.21588        1.55004                 NaN            NaN   1.97848       0.715276E-001   8.68596        5.12090     
  1233.66        2500.00                 NaN   99.2739       0.939921E-001  0.291433                 NaN            NaN  0.663452E-001            NaN  0.925859E-001  0.181764     
  1232.51        2500.00                 NaN   90.6031        1.49514                 NaN            NaN            NaN  0.939160       0.463683E-001   4.01046        2.90579     
  1231.35        2500.00                 NaN   86.9882       0.204428       0.558787        1.21744                 NaN   1.26934       0.724847E-001   5.61473        4.07457     
  1230.19        2500.00                 NaN   93.6787       0.454832       0.392547                 NaN            NaN  0.558318       0.547494E-001   2.81945        2.04136     
  1229.03        2500.00                 NaN   87.1832       0.548017        1.21037                 NaN            NaN   1.17320       0.821146E-001   5.75115        4.05190     
  1227.88        2500.00                 NaN   60.1458        5.04878                 NaN            NaN            NaN   3.47502       0.250240        18.2571        12.8230     
  1226.72        2500.00                 NaN            NaN   1.77152        10.2197                 NaN            NaN   8.48148       0.619049        46.3294        32.5788     
  1225.56        2500.00                 NaN            NaN   2.68780        9.30232                 NaN            NaN   8.48087       0.620533        46.3280        32.5805     
  1224.41        2500.00                 NaN            NaN   2.60610        9.38506                 NaN            NaN   8.48469       0.620078        46.3229        32.5812     
  1223.25        2500.00                 NaN            NaN   2.52784        9.46433                 NaN            NaN   8.48862       0.619617        46.3178        32.5818     
  1222.09        2500.00                 NaN            NaN   6.14542        5.80220                 NaN            NaN   8.51983       0.625729        46.3385        32.5683     
  1220.94        2500.00                 NaN            NaN   2.29346        9.70097                 NaN            NaN   8.49640       0.618637        46.3073        32.5833     
  1219.78        2500.00                 NaN            NaN   2.24268        9.75291                 NaN            NaN   8.50028       0.618181        46.3020        32.5840     
  1218.62        2500.00                 NaN            NaN   2.31262        9.68348                 NaN            NaN   8.50355       0.617878        46.2979        32.5846     
  1217.47        2500.00                 NaN            NaN   5.97445        5.98060                 NaN            NaN   8.54534       0.623054        46.3055        32.5710     
  1216.31        2500.00                 NaN            NaN   5.93774        6.01733                 NaN            NaN   8.54538       0.622685        46.3051        32.5717     
  1215.15        2500.00                 NaN            NaN   2.10097        9.89863                 NaN            NaN   8.51517       0.616446        46.2821        32.5867     
  1214.00        2500.00                 NaN            NaN   5.89727        6.05880                 NaN            NaN   8.54847       0.622268        46.2999        32.5733     
  1212.84        2500.00                 NaN            NaN   5.87429        6.08202                 NaN            NaN   8.54981       0.622068        46.2978        32.5741     
  1211.68        2500.00                 NaN            NaN   5.85255        6.10415                 NaN            NaN   8.55137       0.621867        46.2953        32.5748     
  1210.53        2500.00                 NaN            NaN   5.82254        6.13419                 NaN            NaN   8.55342       0.621673        46.2928        32.5754     
  1209.37        2500.00                 NaN            NaN   5.81099        6.14656                 NaN            NaN   8.55423       0.621486        46.2903        32.5764     
  1208.21        2500.00                 NaN            NaN   5.78901        6.16894                 NaN            NaN   8.55565       0.621290        46.2879        32.5772     
  1207.06        2500.00                 NaN            NaN   5.76689        6.19141                 NaN            NaN   8.55705       0.621093        46.2856        32.5780     
  1205.90        2500.00                 NaN            NaN   5.74469        6.21407                 NaN            NaN   8.55843       0.620894        46.2832        32.5788     
  1204.74        2500.00                 NaN            NaN   5.71952        6.23968                 NaN            NaN   8.55986       0.620692        46.2807        32.5796     
  1203.59        2500.00                 NaN            NaN   5.69048        6.26894                 NaN            NaN   8.56128       0.620485        46.2785        32.5803     
