|6.6.6
Archiving\03_Data\eqfrac/QFM_m1/Y98/Y98_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             San(TH)        ilm            q             
  1439.12        2500.00        99.9094                 NaN            NaN            NaN            NaN  0.575553E-002  0.257363E-002  0.822652E-001            NaN            NaN            NaN
  1437.95        2500.00        97.1575       0.833141        1.15896                 NaN            NaN  0.264515                 NaN  0.585894                 NaN            NaN            NaN
  1436.79        2500.00        98.1106       0.643481       0.430666                 NaN            NaN  0.266291                 NaN  0.548959                 NaN            NaN            NaN
  1435.62        2500.00        98.1362       0.635871       0.420083                 NaN            NaN  0.266138                 NaN  0.541683                 NaN            NaN            NaN
  1434.46        2500.00        98.1621       0.629127       0.408812                 NaN            NaN  0.265892                 NaN  0.534089                 NaN            NaN            NaN
  1433.29        2500.00        98.1853       0.398242       0.622867                 NaN            NaN  0.266009                 NaN  0.527618                 NaN            NaN            NaN
  1432.13        2500.00        98.2086       0.616183       0.388134                 NaN            NaN  0.265955                 NaN  0.521080                 NaN            NaN            NaN
  1430.96        2500.00        98.2309       0.611038       0.377796                 NaN            NaN  0.266036                 NaN  0.514262                 NaN            NaN            NaN
  1429.80        2500.00        98.2538       0.604734       0.367902                 NaN            NaN  0.265709                 NaN  0.507854                 NaN            NaN            NaN
  1428.63        2500.00        98.2748       0.599258       0.357603                 NaN            NaN  0.266315                 NaN  0.502017                 NaN            NaN            NaN
  1427.47        2500.00        98.2957       0.594032       0.348348                 NaN            NaN  0.266132                 NaN  0.495829                 NaN            NaN            NaN
  1426.30        2500.00        98.2214       0.359637       0.618216                 NaN            NaN  0.280595                 NaN  0.520192                 NaN            NaN            NaN
  1425.14        2500.00        98.4380       0.552825       0.307158                 NaN            NaN  0.250492                 NaN  0.451557                 NaN            NaN            NaN
  1423.97        2500.00        98.3535       0.577441       0.322457                 NaN            NaN  0.267202                 NaN  0.479419                 NaN            NaN            NaN
  1422.81        2500.00        98.3785       0.311420       0.572016                 NaN            NaN  0.266116                 NaN  0.471967                 NaN            NaN            NaN
  1421.64        2500.00        98.3910       0.569938       0.301453                 NaN            NaN  0.268564                 NaN  0.469093                 NaN            NaN            NaN
  1420.48        2500.00        98.4137       0.562347       0.297459                 NaN            NaN  0.265008                 NaN  0.461515                 NaN            NaN            NaN
  1419.31        2500.00        98.4288       0.284690       0.560166                 NaN            NaN  0.268611                 NaN  0.457748                 NaN            NaN            NaN
  1418.15        2500.00        98.4443       0.278145       0.555650                 NaN            NaN  0.268604                 NaN  0.453345                 NaN            NaN            NaN
  1416.98        2500.00        98.4648       0.550331       0.269748                 NaN            NaN  0.267778                 NaN  0.447295                 NaN            NaN            NaN
  1415.82        2500.00        98.4788       0.262208       0.547185                 NaN            NaN  0.268658                 NaN  0.443134                 NaN            NaN            NaN
  1414.66        2500.00        98.4953       0.254177       0.543084                 NaN            NaN  0.268946                 NaN  0.438444                 NaN            NaN            NaN
  1413.49        2500.00        98.5112       0.538978       0.246525                 NaN            NaN  0.269338                 NaN  0.433959                 NaN            NaN            NaN
  1412.33        2500.00        99.3037       0.255367       0.109177                 NaN            NaN  0.127914                 NaN  0.203878                 NaN            NaN            NaN
  1411.16        2500.00        97.7275       0.826968       0.362481                 NaN            NaN  0.421252                 NaN  0.661752                 NaN            NaN            NaN
  1410.00        2500.00        98.5780       0.518531       0.226412                 NaN            NaN  0.263602                 NaN  0.413451                 NaN            NaN            NaN
  1408.83        2500.00        98.5726       0.217360       0.523675                 NaN            NaN  0.270320                 NaN  0.415998                 NaN            NaN            NaN
  1407.67        2500.00        98.5848       0.210359       0.521198                 NaN            NaN  0.271066                 NaN  0.412573                 NaN            NaN            NaN
  1406.50        2500.00        98.6000       0.517388       0.203451                 NaN            NaN  0.271031                 NaN  0.408084                 NaN            NaN            NaN
  1405.34        2500.00        98.6119       0.514830       0.196397                 NaN            NaN  0.272138                 NaN  0.404773                 NaN            NaN            NaN
  1404.17        2500.00        98.6264       0.511100       0.190515                 NaN            NaN  0.271685                 NaN  0.400294                 NaN            NaN            NaN
  1403.01        2500.00        98.6396       0.183962       0.507824                 NaN            NaN  0.272142                 NaN  0.396468                 NaN            NaN            NaN
  1401.84        2500.00        98.6510       0.504909       0.177667                 NaN            NaN  0.273232                 NaN  0.393205                 NaN            NaN            NaN
  1400.68        2500.00        98.6641       0.170761       0.502793                 NaN            NaN  0.272945                 NaN  0.389389                 NaN            NaN            NaN
  1399.51        2500.00        98.6768       0.500159       0.164281                 NaN            NaN  0.273257                 NaN  0.385539                 NaN            NaN            NaN
  1398.35        2500.00        98.6890       0.158761       0.496620                 NaN            NaN  0.273602                 NaN  0.382025                 NaN            NaN            NaN
  1397.18        2500.00        98.7001       0.494182       0.152826                 NaN            NaN  0.274198                 NaN  0.378737                 NaN            NaN            NaN
  1396.02        2500.00        98.7074       0.493225       0.147365                 NaN            NaN  0.275623                 NaN  0.376366                 NaN            NaN            NaN
  1394.85        2500.00        98.7249       0.141977       0.488176                 NaN            NaN  0.273807                 NaN  0.371093                 NaN            NaN            NaN
  1393.69        2500.00        98.7351       0.486350       0.135536                 NaN            NaN  0.274769                 NaN  0.368270                 NaN            NaN            NaN
  1392.52        2500.00        98.7453       0.483888       0.130135                 NaN            NaN  0.275232                 NaN  0.365405                 NaN            NaN            NaN
  1391.36        2500.00        98.7566       0.124141       0.481929                 NaN            NaN  0.275338                 NaN  0.362017                 NaN            NaN            NaN
  1390.20        2500.00        98.7673       0.479270       0.119248                 NaN            NaN  0.275442                 NaN  0.358704                 NaN            NaN            NaN
  1389.03        2500.00        98.7774       0.113951       0.477062                 NaN            NaN  0.275887                 NaN  0.355713                 NaN            NaN            NaN
  1387.87        2500.00        98.7854       0.476063       0.107779                 NaN            NaN  0.276989                 NaN  0.353788                 NaN            NaN            NaN
  1386.70        2500.00        98.7917       0.472663       0.104767                 NaN            NaN  0.278879                 NaN  0.351998                 NaN            NaN            NaN
  1385.54        2500.00        98.8162       0.100649       0.467724                 NaN            NaN  0.272323                 NaN  0.343106                 NaN            NaN            NaN
  1384.37        2500.00        98.8166       0.468989       0.940926E-001            NaN            NaN  0.276561                 NaN  0.343794                 NaN            NaN            NaN
  1383.21        2500.00        98.8259       0.467020       0.895646E-001            NaN            NaN  0.276546                 NaN  0.340954                 NaN            NaN            NaN
  1382.04        2500.00        98.8323       0.466830       0.842540E-001            NaN            NaN  0.277554                 NaN  0.339113                 NaN            NaN            NaN
  1380.88        2500.00        98.8463       0.815556E-001  0.462202                 NaN            NaN  0.275405                 NaN  0.334569                 NaN            NaN            NaN
  1379.71        2500.00        98.8529       0.462093       0.758253E-001            NaN            NaN  0.276650                 NaN  0.332483                 NaN            NaN            NaN
  1378.55        2500.00        98.8493       0.432054       0.150031                 NaN            NaN  0.239218                 NaN  0.329390                 NaN            NaN            NaN
  1377.38        2500.00        98.8802       0.483136       0.111466E-002            NaN            NaN  0.309201                 NaN  0.326382                 NaN            NaN            NaN
  1376.22        2500.00        98.8827       0.460314       0.516651E-001            NaN            NaN  0.280836                 NaN  0.324445                 NaN            NaN            NaN
  1375.05        2500.00        98.8884       0.599505E-001  0.454231                 NaN            NaN  0.275857                 NaN  0.321609                 NaN            NaN            NaN
  1373.89        2500.00        98.8958       0.453069       0.557273E-001            NaN            NaN  0.276097                 NaN  0.319282                 NaN            NaN            NaN
  1372.72        2500.00        98.9042       0.451547       0.524744E-001            NaN            NaN  0.275290                 NaN  0.316457                 NaN            NaN            NaN
  1371.56        2500.00        98.9118       0.489760E-001  0.449747                 NaN            NaN  0.275359                 NaN  0.314108                 NaN            NaN            NaN
  1370.39        2500.00        98.9199       0.448256       0.454240E-001            NaN            NaN  0.274897                 NaN  0.311536                 NaN            NaN            NaN
  1369.23        2500.00        98.9268       0.447149       0.420940E-001            NaN            NaN  0.274715                 NaN  0.309210                 NaN            NaN            NaN
  1368.06        2500.00        98.9313       0.447165       0.392651E-001            NaN            NaN  0.274573                 NaN  0.307697                 NaN            NaN            NaN
  1366.90        2500.00        98.9427       0.346842E-001  0.443551                 NaN            NaN  0.274544                 NaN  0.304554                 NaN            NaN            NaN
  1365.74        2500.00        98.9513       0.442999       0.330430E-001            NaN            NaN  0.271740                 NaN  0.300928                 NaN            NaN            NaN
  1364.57        2500.00        98.9563       0.441403       0.297410E-001            NaN            NaN  0.272804                 NaN  0.299761                 NaN            NaN            NaN
  1363.41        2500.00        98.9647       0.439695       0.267931E-001            NaN            NaN  0.271773                 NaN  0.297018                 NaN            NaN            NaN
  1362.24        2500.00        98.9697       0.242310E-001  0.439405                 NaN            NaN  0.271562                 NaN  0.295113                 NaN            NaN            NaN
  1361.08        2500.00        98.9778       0.225185E-001  0.437253                 NaN            NaN  0.270075                 NaN  0.292366                 NaN            NaN            NaN
  1359.91        2500.00        98.9838       0.436563       0.196303E-001            NaN            NaN  0.269699                 NaN  0.290348                 NaN            NaN            NaN
  1358.75        2500.00        98.9902       0.434985       0.175437E-001            NaN            NaN  0.268994                 NaN  0.288311                 NaN            NaN            NaN
  1357.58        2500.00        98.9638       0.450445       0.225517E-001            NaN            NaN  0.254833       0.182493E-001  0.290080                 NaN            NaN            NaN
  1356.42        2500.00        98.7117       0.734760E-001  0.580900                 NaN            NaN  0.153749       0.158849       0.321292                 NaN            NaN            NaN
  1355.25        2500.00        98.7212       0.579451       0.697401E-001            NaN            NaN  0.151918       0.159028       0.318694                 NaN            NaN            NaN
  1354.09        2500.00        98.7286       0.579782       0.669989E-001            NaN            NaN  0.149000       0.159566       0.316041                 NaN            NaN            NaN
  1352.92        2500.00        98.7371       0.578669       0.638821E-001            NaN            NaN  0.147233       0.159428       0.313706                 NaN            NaN            NaN
  1351.76        2500.00        98.7513       0.597095E-001  0.574480                 NaN            NaN  0.146321       0.157999       0.310215                 NaN            NaN            NaN
  1350.59        2500.00        98.7633       0.571071E-001  0.569713                 NaN            NaN  0.145723       0.156599       0.307509                 NaN            NaN            NaN
  1349.43        2500.00        98.7737       0.568128       0.549561E-001            NaN            NaN  0.142966       0.155901       0.304326                 NaN            NaN            NaN
  1348.26        2500.00        98.7853       0.517863E-001  0.564473                 NaN            NaN  0.142445       0.154350       0.301659                 NaN            NaN            NaN
  1347.10        2500.00        98.7993       0.491105E-001  0.558887                 NaN            NaN  0.141789       0.152397       0.298507                 NaN            NaN            NaN
  1345.93        2500.00        98.8114       0.554934       0.468362E-001            NaN            NaN  0.140600       0.150771       0.295495                 NaN            NaN            NaN
  1344.77        2500.00        98.8241       0.452036E-001  0.549706                 NaN            NaN  0.139672       0.148821       0.292533                 NaN            NaN            NaN
  1343.60        2500.00        98.8350       0.443191E-001  0.545107                 NaN            NaN  0.138398       0.147247       0.289909                 NaN            NaN            NaN
  1342.44        2500.00        98.8495       0.411208E-001  0.540399                 NaN            NaN  0.137609       0.144915       0.286412                 NaN            NaN            NaN
  1341.28        2500.00        98.8610       0.402295E-001  0.535437                 NaN            NaN  0.136313       0.143378       0.283692                 NaN            NaN            NaN
  1340.11        2500.00        98.8729       0.530763       0.385950E-001            NaN            NaN  0.135378       0.141477       0.280897                 NaN            NaN            NaN
  1338.95        2500.00        98.8851       0.525443       0.375727E-001            NaN            NaN  0.134400       0.139497       0.278034                 NaN            NaN            NaN
  1337.78        2500.00        98.8975       0.367282E-001  0.519916                 NaN            NaN  0.133153       0.137552       0.275111                 NaN            NaN            NaN
  1336.62        2500.00        98.9089       0.515283       0.359730E-001            NaN            NaN  0.131826       0.135722       0.272308                 NaN            NaN            NaN
  1335.45        2500.00        98.9203       0.509273       0.363810E-001            NaN            NaN  0.130663       0.133683       0.269679                 NaN            NaN            NaN
  1334.29        2500.00        98.9322       0.505371       0.343621E-001            NaN            NaN  0.129347       0.131964       0.266766                 NaN            NaN            NaN
  1333.12        2500.00        98.9442       0.333923E-001  0.499878                 NaN            NaN  0.128350       0.130171       0.263997                 NaN            NaN            NaN
  1331.96        2500.00        98.9545       0.494290       0.356680E-001            NaN            NaN  0.125810       0.128362       0.261350                 NaN            NaN            NaN
  1330.79        2500.00        98.9656       0.490427       0.324138E-001            NaN            NaN  0.126299       0.126336       0.258880                 NaN            NaN            NaN
  1329.63        2500.00        98.9765       0.344182E-001  0.484297                 NaN            NaN  0.123928       0.124622       0.256207                 NaN            NaN            NaN
  1328.46        2500.00        98.9869       0.345392E-001  0.479695                 NaN            NaN  0.122232       0.123049       0.253602                 NaN            NaN            NaN
  1327.30        2500.00        98.9978       0.474704       0.340492E-001            NaN            NaN  0.121229       0.121180       0.251003                 NaN            NaN            NaN
  1326.13        2500.00        99.0077       0.469768       0.350233E-001            NaN            NaN  0.119343       0.119558       0.248601                 NaN            NaN            NaN
  1324.97        2500.00        99.0177       0.464866       0.358347E-001            NaN            NaN  0.117658       0.117817       0.246107                 NaN            NaN            NaN
  1323.80        2500.00        99.0278       0.459576       0.367148E-001            NaN            NaN  0.116114       0.116085       0.243672                 NaN            NaN            NaN
  1322.64        2500.00        99.0378       0.373574E-001  0.454739                 NaN            NaN  0.114464       0.114448       0.241232                 NaN            NaN            NaN
  1321.47        2500.00        99.0477       0.387722E-001  0.449179                 NaN            NaN  0.112748       0.112781       0.238811                 NaN            NaN            NaN
  1320.31        2500.00        99.0555       0.446461       0.382173E-001            NaN            NaN  0.111576       0.111284       0.237003                 NaN            NaN            NaN
  1319.14        2500.00        99.0665       0.438300       0.436600E-001            NaN            NaN  0.108078       0.109525       0.233914                 NaN            NaN            NaN
  1317.98        2500.00        99.0754       0.424739E-001  0.434812                 NaN            NaN  0.107362       0.107958       0.231962                 NaN            NaN            NaN
  1316.82        2500.00        99.0842       0.435907E-001  0.430374                 NaN            NaN  0.105547       0.106571       0.229723                 NaN            NaN            NaN
  1315.65        2500.00        99.0932       0.440396E-001  0.425872                 NaN            NaN  0.104321       0.104927       0.227591                 NaN            NaN            NaN
  1314.49        2500.00        99.1016       0.419539       0.492608E-001            NaN            NaN  0.100822       0.103446       0.225284                 NaN            NaN            NaN
  1313.32        2500.00        99.1114       0.515736E-001  0.411720                 NaN            NaN  0.100274       0.101687       0.223389                 NaN            NaN            NaN
  1312.16        2500.00        99.1189       0.411548       0.505925E-001            NaN            NaN  0.975378E-001  0.100564       0.220827                 NaN            NaN            NaN
  1310.99        2500.00        99.1276       0.405775       0.525780E-001            NaN            NaN  0.960253E-001  0.990461E-001  0.218953                 NaN            NaN            NaN
  1309.83        2500.00        99.1356       0.545542E-001  0.401483                 NaN            NaN  0.938262E-001  0.976449E-001  0.216863                 NaN            NaN            NaN
  1308.66        2500.00        99.1436       0.576795E-001  0.395894                 NaN            NaN  0.917586E-001  0.961684E-001  0.214861                 NaN            NaN            NaN
  1307.50        2500.00        99.1490       0.393235       0.585781E-001            NaN            NaN  0.904165E-001  0.950460E-001  0.213684                 NaN            NaN            NaN
  1306.33        2500.00        99.1610       0.384626       0.645955E-001            NaN            NaN  0.863988E-001  0.931248E-001  0.210234                 NaN            NaN            NaN
  1305.17        2500.00        99.1670       0.381394       0.653217E-001            NaN            NaN  0.853482E-001  0.919974E-001  0.208981                 NaN            NaN            NaN
  1304.00        2500.00        99.1747       0.376509       0.674552E-001            NaN            NaN  0.836990E-001  0.906106E-001  0.207056                 NaN            NaN            NaN
  1302.84        2500.00        99.1822       0.696274E-001  0.371942                 NaN            NaN  0.816637E-001  0.893891E-001  0.205213                 NaN            NaN            NaN
  1301.67        2500.00        99.1893       0.366717       0.739994E-001            NaN            NaN  0.788261E-001  0.879244E-001  0.203272                 NaN            NaN            NaN
  1300.51        2500.00        99.1961       0.774867E-001  0.361408                 NaN            NaN  0.768039E-001  0.866175E-001  0.201611                 NaN            NaN            NaN
  1299.34        2500.00        99.1970       0.121934       0.334553                 NaN            NaN  0.613095E-001  0.849738E-001  0.200223                 NaN            NaN            NaN
  1298.18        2500.00        99.2163       0.407290E-001  0.375177                 NaN            NaN  0.858257E-001  0.844179E-001  0.197515                 NaN            NaN            NaN
  1297.01        2500.00        99.2173       0.346298       0.865819E-001            NaN            NaN  0.707450E-001  0.826881E-001  0.196369                 NaN            NaN            NaN
  1295.85        2500.00        84.3364        3.37301       0.430073                 NaN            NaN  0.634736        1.14243        2.04618        8.03721                 NaN            NaN
  1294.68        2500.00        75.3824        1.06395        5.00408                 NaN            NaN  0.836847        1.72550        3.15709        12.8302                 NaN            NaN
  1293.52        2500.00        79.7221        3.99093        1.21485                 NaN            NaN  0.592479        1.38799        2.61450        10.4772                 NaN            NaN
  1292.36        2500.00        82.7361        1.30269        3.28437                 NaN            NaN  0.435198        1.15484        2.23731        8.84948                 NaN            NaN
  1291.19        2500.00        84.9564        2.74701        1.37961                 NaN            NaN  0.320202       0.984457        1.95913        7.65322                 NaN            NaN
  1290.03        2500.00        86.6526        2.32819        1.43886                 NaN            NaN  0.236441       0.855170        1.74592        6.74284                 NaN            NaN
  1288.86        2500.00        87.8101        2.33610       0.954150                 NaN            NaN  0.397715       0.750377        1.62015        6.13136                 NaN            NaN
  1287.70        2500.00        86.3258        1.82810        2.40958                 NaN            NaN            NaN  0.746051        1.79444        6.89605                 NaN            NaN
  1286.53        2500.00        93.2291        1.08854       0.999807                 NaN            NaN            NaN  0.531659       0.887640        3.26329                 NaN            NaN
  1285.37        2500.00        89.7759        1.66844        1.23605                 NaN            NaN  0.239644       0.596453        1.37387        5.10969                 NaN            NaN
  1284.20        2500.00        92.4899        1.32063       0.876969                 NaN            NaN  0.208780       0.438386        1.01352        3.65184                 NaN            NaN
  1283.04        2500.00        90.2765        1.81858        1.15640                 NaN            NaN            NaN  0.619389        1.29872        4.83044                 NaN            NaN
  1281.87        2500.00        94.5985        1.83420       0.384594E-001            NaN            NaN            NaN  0.249435       0.725923        2.55346                 NaN            NaN
  1280.71        2500.00        90.6239        1.75059       0.861138                 NaN            NaN            NaN  0.644962        1.30104        4.81838                 NaN            NaN
  1279.54        2500.00        94.0092        1.76808       0.204336E-001            NaN            NaN  0.469720       0.189826       0.813215        2.72954                 NaN            NaN
  1278.38        2500.00        96.1366       0.589970       0.695823                 NaN            NaN            NaN  0.239756       0.517111        1.82074                 NaN            NaN
  1277.21        2500.00        93.4698        1.91965       0.226104                 NaN            NaN            NaN  0.336053       0.897982        3.15045                 NaN            NaN
  1276.05        2500.00        94.8126        1.51584                 NaN            NaN            NaN  0.575261E-001  0.392618       0.680722        2.54073                 NaN            NaN
  1274.88        2500.00        94.4504        2.08833                 NaN            NaN            NaN            NaN  0.201199       0.758425        2.50168                 NaN            NaN
  1273.72        2500.00        94.1958       0.383779        1.58189                 NaN            NaN            NaN  0.252375       0.809168        2.77695                 NaN            NaN
  1272.55        2500.00        91.5844        2.64705                 NaN            NaN            NaN            NaN  0.473043        1.23328        4.06228                 NaN            NaN
  1271.39        2500.00        99.1518       0.446508                 NaN            NaN            NaN            NaN            NaN  0.616980E-001  0.340039                 NaN            NaN
  1270.22        2500.00        96.7642       0.926172                 NaN            NaN            NaN            NaN  0.219298       0.432469        1.65782                 NaN            NaN
  1269.06        2500.00        95.3893        1.00221       0.695969                 NaN            NaN            NaN  0.200979       0.627201        2.08430                 NaN            NaN
  1267.90        2500.00        93.7167        1.77484                 NaN            NaN            NaN            NaN  0.473669       0.782043        3.25279                 NaN            NaN
  1266.73        2500.00        96.7004       0.772492       0.837925                 NaN            NaN            NaN            NaN  0.556370        1.13283                 NaN            NaN
  1265.57        2500.00        92.5842        1.70542       0.698762                 NaN            NaN            NaN  0.421441        1.02194        3.56822                 NaN            NaN
  1264.40        2500.00        99.5779       0.292636                 NaN            NaN            NaN            NaN            NaN  0.707253E-001  0.586900E-001            NaN            NaN
  1263.24        2500.00        92.4873        2.60384       0.214710                 NaN            NaN            NaN            NaN   1.08471        3.49143       0.117987                 NaN
  1262.07        2500.00        97.4583       0.887820                 NaN            NaN            NaN            NaN            NaN  0.324566        1.28277       0.465734E-001            NaN
  1260.91        2500.00        89.7723        3.94840       0.376167E-001  0.195178E-004            NaN            NaN            NaN   1.45252        4.56625       0.222885                 NaN
  1259.74        2500.00        99.9688       0.205105E-001            NaN            NaN            NaN            NaN            NaN  0.329749E-002  0.742782E-002            NaN            NaN
  1258.58        2500.00        99.8345       0.113767                 NaN            NaN            NaN            NaN            NaN            NaN  0.447104E-001  0.704688E-002            NaN
  1257.41        2500.00        99.7152       0.142013                 NaN            NaN            NaN            NaN            NaN  0.531593E-001  0.853418E-001  0.425970E-002            NaN
  1256.25        2500.00        95.4274        1.87623                 NaN            NaN            NaN            NaN            NaN  0.609374        1.99231       0.946808E-001            NaN
  1255.08        2500.00        99.5909                 NaN            NaN            NaN            NaN            NaN            NaN  0.366585E-001  0.340028       0.324356E-001            NaN
  1253.92        2500.00        97.2396       0.987503                 NaN            NaN            NaN            NaN            NaN  0.389541        1.27790       0.105441                 NaN
  1252.75        2500.00        92.8897       0.745757        2.17234                 NaN            NaN            NaN            NaN  0.957441        3.08040       0.154416                 NaN
  1251.59        2500.00        97.2203       0.612914                 NaN            NaN            NaN  0.114664                 NaN  0.398213        1.49080       0.163130                 NaN
  1250.42        2500.00        94.7764        2.25446                 NaN            NaN            NaN            NaN            NaN  0.909840        2.05925                 NaN            NaN
  1249.26        2500.00        98.1714       0.598066                 NaN            NaN            NaN            NaN            NaN            NaN   1.14266       0.878498E-001            NaN
  1248.09        2500.00        92.0821        2.89337                 NaN            NaN            NaN            NaN            NaN   1.00238        3.84763       0.174506                 NaN
  1246.93        2500.00        99.6688       0.539225E-001            NaN            NaN            NaN            NaN            NaN  0.212319                 NaN  0.649952E-001            NaN
  1245.76        2500.00        97.9387       0.253914       0.501595                 NaN            NaN            NaN            NaN  0.338136       0.967680                 NaN            NaN
  1244.60        2500.00        98.7960       0.623378                 NaN            NaN            NaN            NaN            NaN  0.166283       0.414343                 NaN            NaN
  1243.44        2500.00        99.1279       0.505336                 NaN            NaN            NaN            NaN            NaN  0.130949       0.235819                 NaN            NaN
  1242.27        2500.00        97.5931       0.394038       0.492529                 NaN            NaN            NaN            NaN  0.308815        1.20195       0.957241E-002            NaN
  1241.11        2500.00        98.6982       0.502658                 NaN            NaN            NaN            NaN            NaN  0.175866       0.594313       0.289905E-001            NaN
  1239.94        2500.00        96.1723        1.35424       0.123163                 NaN            NaN            NaN            NaN  0.590197        1.65385       0.106275                 NaN
  1238.78        2500.00        94.4093        1.27345       0.596011                 NaN            NaN            NaN            NaN  0.661718        2.90399       0.155546                 NaN
  1237.61        2500.00        99.8179       0.487014E-001  0.140210E-005            NaN            NaN            NaN            NaN  0.961960E-002  0.115805       0.801926E-002            NaN
  1236.45        2500.00        98.7033       0.308828                 NaN            NaN            NaN            NaN            NaN  0.125310       0.565731       0.119990E-001  0.284860     
  1235.28        2500.00        99.4035       0.170301E-001  0.140845                 NaN            NaN            NaN            NaN  0.498404E-001  0.373890       0.149389E-001            NaN
  1234.12        2500.00        90.1171        2.23130                 NaN            NaN            NaN            NaN            NaN   1.06240        3.60892       0.916874E-001   2.88857     
  1232.95        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.124997E-004
  1231.79        2500.00        96.4876        1.25621                 NaN            NaN            NaN            NaN            NaN  0.455598        1.74046       0.601530E-001            NaN
  1230.62        2500.00        95.9095       0.932307                 NaN            NaN            NaN            NaN            NaN  0.443488        1.78659       0.664286E-001  0.861648     
  1229.46        2500.00        94.1361       0.309697       0.868916                 NaN            NaN            NaN            NaN  0.584852        2.36466       0.592275E-001   1.67657     
  1228.29        2500.00        86.4747        2.77929                 NaN            NaN            NaN            NaN            NaN   1.32331        5.43855       0.148502        3.83566     
  1227.13        2500.00        59.2470        5.12562       0.527310        1.90431                 NaN            NaN            NaN   3.86283        16.6352       0.457426        12.2403     
  1225.96        2500.00        97.8843       0.684118                 NaN            NaN            NaN            NaN            NaN  0.710285E-001   1.35454       0.605061E-002            NaN
  1224.80        2500.00                 NaN   16.5858                 NaN            NaN            NaN            NaN            NaN   8.65402        43.3952        1.12678        30.2382     
  1223.63        2500.00                 NaN   3.03992        13.6173                 NaN            NaN            NaN            NaN   8.51417        43.4353        1.11278        30.2805     
  1222.47        2500.00                 NaN   12.8819        3.54798                 NaN            NaN            NaN            NaN   8.58867        43.5645        1.17903        30.2379     
  1221.30        2500.00                 NaN   12.6255        3.82349                 NaN            NaN            NaN            NaN   8.57247        43.5550        1.17837        30.2452     
  1220.14        2500.00                 NaN   12.6328        3.76785       0.458666E-001            NaN            NaN            NaN   8.58086        43.5512        1.17800        30.2435     
