|6.6.6
Archiving\03_Data\eqfrac/QFM_m1/Y98/Y98_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             San(TH)        ilm            q             
  1392.52        2500.00        98.8748       0.415036       0.109566                 NaN            NaN  0.212052                 NaN  0.388511                 NaN            NaN            NaN
  1391.36        2500.00        98.8860       0.104431       0.413014                 NaN            NaN  0.211828                 NaN  0.384762                 NaN            NaN            NaN
  1390.20        2500.00        98.8967       0.410398       0.100223                 NaN            NaN  0.211559                 NaN  0.381093                 NaN            NaN            NaN
  1389.03        2500.00        98.9068       0.956852E-001  0.408178                 NaN            NaN  0.211568                 NaN  0.377764                 NaN            NaN            NaN
  1387.87        2500.00        98.9149       0.406991       0.904226E-001            NaN            NaN  0.212139                 NaN  0.375568                 NaN            NaN            NaN
  1386.70        2500.00        98.9218       0.403797       0.878042E-001            NaN            NaN  0.213099                 NaN  0.373514                 NaN            NaN            NaN
  1385.54        2500.00        98.9448       0.842750E-001  0.399144                 NaN            NaN  0.207824                 NaN  0.363921                 NaN            NaN            NaN
  1384.37        2500.00        98.9462       0.399908       0.787160E-001            NaN            NaN  0.210690                 NaN  0.364497                 NaN            NaN            NaN
  1383.21        2500.00        98.9555       0.397895       0.748608E-001            NaN            NaN  0.210376                 NaN  0.361328                 NaN            NaN            NaN
  1382.04        2500.00        98.9624       0.397295       0.703533E-001            NaN            NaN  0.210777                 NaN  0.359217                 NaN            NaN            NaN
  1380.88        2500.00        98.9758       0.680438E-001  0.393141                 NaN            NaN  0.208810                 NaN  0.354242                 NaN            NaN            NaN
  1379.71        2500.00        98.9829       0.392634       0.631908E-001            NaN            NaN  0.209415                 NaN  0.351871                 NaN            NaN            NaN
  1378.55        2500.00        98.9790       0.366800       0.124910                 NaN            NaN  0.180833                 NaN  0.348446                 NaN            NaN            NaN
  1377.38        2500.00        99.0109       0.409800       0.927266E-003            NaN            NaN  0.233331                 NaN  0.345091                 NaN            NaN            NaN
  1376.22        2500.00        99.0125       0.390129       0.429395E-001            NaN            NaN  0.211573                 NaN  0.342873                 NaN            NaN            NaN
  1375.05        2500.00        99.0184       0.497737E-001  0.384598                 NaN            NaN  0.207498                 NaN  0.339711                 NaN            NaN            NaN
  1373.89        2500.00        99.0261       0.383260       0.462222E-001            NaN            NaN  0.207337                 NaN  0.337085                 NaN            NaN            NaN
  1372.72        2500.00        99.0346       0.381623       0.434821E-001            NaN            NaN  0.206395                 NaN  0.333934                 NaN            NaN            NaN
  1371.56        2500.00        99.0423       0.405439E-001  0.379753                 NaN            NaN  0.206102                 NaN  0.331285                 NaN            NaN            NaN
  1370.39        2500.00        99.0505       0.378153       0.375661E-001            NaN            NaN  0.205428                 NaN  0.328403                 NaN            NaN            NaN
  1369.23        2500.00        99.0576       0.376845       0.347775E-001            NaN            NaN  0.204956                 NaN  0.325780                 NaN            NaN            NaN
  1368.06        2500.00        99.0626       0.376468       0.324057E-001            NaN            NaN  0.204464                 NaN  0.324014                 NaN            NaN            NaN
  1366.90        2500.00        99.0736       0.286015E-001  0.373132                 NaN            NaN  0.204177                 NaN  0.320530                 NaN            NaN            NaN
  1365.74        2500.00        99.0822       0.372273       0.272207E-001            NaN            NaN  0.201777                 NaN  0.316541                 NaN            NaN            NaN
  1364.57        2500.00        99.0876       0.370591       0.244749E-001            NaN            NaN  0.202222                 NaN  0.315140                 NaN            NaN            NaN
  1363.41        2500.00        99.0959       0.368812       0.220279E-001            NaN            NaN  0.201151                 NaN  0.312083                 NaN            NaN            NaN
  1362.24        2500.00        99.1014       0.198987E-001  0.368162                 NaN            NaN  0.200646                 NaN  0.309907                 NaN            NaN            NaN
  1361.08        2500.00        99.1094       0.184758E-001  0.366044                 NaN            NaN  0.199223                 NaN  0.306846                 NaN            NaN            NaN
  1359.91        2500.00        99.1156       0.365095       0.160900E-001            NaN            NaN  0.198629                 NaN  0.304554                 NaN            NaN            NaN
  1358.75        2500.00        99.1222       0.363434       0.143656E-001            NaN            NaN  0.197794                 NaN  0.302241                 NaN            NaN            NaN
  1357.58        2500.00        99.1032       0.375949       0.184475E-001            NaN            NaN  0.187083       0.114193E-001  0.303922                 NaN            NaN            NaN
  1356.42        2500.00        98.9070       0.600580E-001  0.484485                 NaN            NaN  0.112714       0.993381E-001  0.336453                 NaN            NaN            NaN
  1355.25        2500.00        98.9166       0.482565       0.569206E-001            NaN            NaN  0.111183       0.993118E-001  0.333372                 NaN            NaN            NaN
  1354.09        2500.00        98.9247       0.482142       0.546045E-001            NaN            NaN  0.108809       0.995143E-001  0.330235                 NaN            NaN            NaN
  1352.92        2500.00        98.9335       0.480496       0.519912E-001            NaN            NaN  0.107302       0.992879E-001  0.327434                 NaN            NaN            NaN
  1351.76        2500.00        98.9470       0.485245E-001  0.476359                 NaN            NaN  0.106448       0.982643E-001  0.323428                 NaN            NaN            NaN
  1350.59        2500.00        98.9586       0.463424E-001  0.471733                 NaN            NaN  0.105794       0.972573E-001  0.320249                 NaN            NaN            NaN
  1349.43        2500.00        98.9689       0.469722       0.445328E-001            NaN            NaN  0.103586       0.966863E-001  0.316579                 NaN            NaN            NaN
  1348.26        2500.00        98.9800       0.419026E-001  0.466008                 NaN            NaN  0.103002       0.955918E-001  0.313450                 NaN            NaN            NaN
  1347.10        2500.00        98.9932       0.396809E-001  0.460733                 NaN            NaN  0.102345       0.942468E-001  0.309823                 NaN            NaN            NaN
  1345.93        2500.00        99.0047       0.456807       0.377888E-001            NaN            NaN  0.101275       0.931098E-001  0.306350                 NaN            NaN            NaN
  1344.77        2500.00        99.0166       0.364184E-001  0.451834                 NaN            NaN  0.100412       0.917744E-001  0.302934                 NaN            NaN            NaN
  1343.60        2500.00        99.0271       0.356532E-001  0.447385                 NaN            NaN  0.992896E-001  0.906691E-001  0.299876                 NaN            NaN            NaN
  1342.44        2500.00        99.0405       0.330331E-001  0.442878                 NaN            NaN  0.985537E-001  0.891087E-001  0.295921                 NaN            NaN            NaN
  1341.28        2500.00        99.0513       0.322717E-001  0.438193                 NaN            NaN  0.974270E-001  0.880385E-001  0.292776                 NaN            NaN            NaN
  1340.11        2500.00        99.0625       0.433724       0.309162E-001            NaN            NaN  0.965754E-001  0.867483E-001  0.289561                 NaN            NaN            NaN
  1338.95        2500.00        99.0738       0.428758       0.300548E-001            NaN            NaN  0.956831E-001  0.854137E-001  0.286284                 NaN            NaN            NaN
  1337.78        2500.00        99.0854       0.293376E-001  0.423635                 NaN            NaN  0.946227E-001  0.840993E-001  0.282951                 NaN            NaN            NaN
  1336.62        2500.00        99.0960       0.419228       0.286921E-001            NaN            NaN  0.935065E-001  0.828641E-001  0.279750                 NaN            NaN            NaN
  1335.45        2500.00        99.1066       0.413752       0.289773E-001            NaN            NaN  0.924809E-001  0.815046E-001  0.276734                 NaN            NaN            NaN
  1334.29        2500.00        99.1175       0.409975       0.273312E-001            NaN            NaN  0.914093E-001  0.803462E-001  0.273433                 NaN            NaN            NaN
  1333.12        2500.00        99.1285       0.265228E-001  0.404960                 NaN            NaN  0.905453E-001  0.791451E-001  0.270288                 NaN            NaN            NaN
  1331.96        2500.00        99.1381       0.399839       0.282896E-001            NaN            NaN  0.885792E-001  0.779311E-001  0.267276                 NaN            NaN            NaN
  1330.79        2500.00        99.1484       0.396126       0.256736E-001            NaN            NaN  0.887571E-001  0.765905E-001  0.264450                 NaN            NaN            NaN
  1329.63        2500.00        99.1583       0.272227E-001  0.390640                 NaN            NaN  0.869270E-001  0.754485E-001  0.261424                 NaN            NaN            NaN
  1328.46        2500.00        99.1679       0.272810E-001  0.386381                 NaN            NaN  0.855836E-001  0.743936E-001  0.258474                 NaN            NaN            NaN
  1327.30        2500.00        99.1779       0.381827       0.268572E-001            NaN            NaN  0.847229E-001  0.731616E-001  0.255538                 NaN            NaN            NaN
  1326.13        2500.00        99.1870       0.377313       0.275876E-001            NaN            NaN  0.832572E-001  0.720790E-001  0.252809                 NaN            NaN            NaN
  1324.97        2500.00        99.1961       0.372842       0.281879E-001            NaN            NaN  0.819312E-001  0.709346E-001  0.249992                 NaN            NaN            NaN
  1323.80        2500.00        99.2053       0.368083       0.288412E-001            NaN            NaN  0.807105E-001  0.697963E-001  0.247242                 NaN            NaN            NaN
  1322.64        2500.00        99.2144       0.293063E-001  0.363696                 NaN            NaN  0.794220E-001  0.687168E-001  0.244494                 NaN            NaN            NaN
  1321.47        2500.00        99.2234       0.303768E-001  0.358763                 NaN            NaN  0.780910E-001  0.676245E-001  0.241771                 NaN            NaN            NaN
  1320.31        2500.00        99.2306       0.356051       0.298985E-001            NaN            NaN  0.771363E-001  0.666318E-001  0.239676                 NaN            NaN            NaN
  1319.14        2500.00        99.2404       0.349084       0.341135E-001            NaN            NaN  0.745961E-001  0.654920E-001  0.236290                 NaN            NaN            NaN
  1317.98        2500.00        99.2485       0.331407E-001  0.345828                 NaN            NaN  0.739700E-001  0.644692E-001  0.234061                 NaN            NaN            NaN
  1316.82        2500.00        99.2565       0.339705E-001  0.341839                 NaN            NaN  0.725943E-001  0.635555E-001  0.231547                 NaN            NaN            NaN
  1315.65        2500.00        99.2647       0.342754E-001  0.337792                 NaN            NaN  0.716239E-001  0.624921E-001  0.229148                 NaN            NaN            NaN
  1314.49        2500.00        99.2722       0.332293       0.382887E-001            NaN            NaN  0.691048E-001  0.615257E-001  0.226578                 NaN            NaN            NaN
  1313.32        2500.00        99.2808       0.400390E-001  0.325710                 NaN            NaN  0.685925E-001  0.604020E-001  0.224428                 NaN            NaN            NaN
  1312.16        2500.00        99.2878       0.325094       0.392230E-001            NaN            NaN  0.666311E-001  0.596524E-001  0.221615                 NaN            NaN            NaN
  1310.99        2500.00        99.2955       0.320120       0.407128E-001            NaN            NaN  0.654875E-001  0.586758E-001  0.219497                 NaN            NaN            NaN
  1309.83        2500.00        99.3027       0.421889E-001  0.316303                 NaN            NaN  0.638772E-001  0.577713E-001  0.217169                 NaN            NaN            NaN
  1308.66        2500.00        99.3099       0.445486E-001  0.311473                 NaN            NaN  0.623670E-001  0.568202E-001  0.214935                 NaN            NaN            NaN
  1307.50        2500.00        99.3149       0.308932       0.451866E-001            NaN            NaN  0.613566E-001  0.560812E-001  0.213531                 NaN            NaN            NaN
  1306.33        2500.00        99.3252       0.301801       0.497660E-001            NaN            NaN  0.585307E-001  0.548787E-001  0.209859                 NaN            NaN            NaN
  1305.17        2500.00        99.3306       0.298865       0.502649E-001            NaN            NaN  0.577242E-001  0.541438E-001  0.208390                 NaN            NaN            NaN
  1304.00        2500.00        99.3375       0.294667       0.518443E-001            NaN            NaN  0.565103E-001  0.532605E-001  0.206254                 NaN            NaN            NaN
  1302.84        2500.00        99.3441       0.534506E-001  0.290721                 NaN            NaN  0.550515E-001  0.524765E-001  0.204204                 NaN            NaN            NaN
  1301.67        2500.00        99.3504       0.286238       0.567340E-001            NaN            NaN  0.530499E-001  0.515484E-001  0.202063                 NaN            NaN            NaN
  1300.51        2500.00        99.3564       0.593391E-001  0.281741                 NaN            NaN  0.516018E-001  0.507179E-001  0.200204                 NaN            NaN            NaN
  1299.34        2500.00        99.3569       0.932501E-001  0.260417                 NaN            NaN  0.411267E-001  0.496898E-001  0.198624                 NaN            NaN            NaN
  1298.18        2500.00        99.3746       0.311170E-001  0.291734                 NaN            NaN  0.574884E-001  0.493065E-001  0.195734                 NaN            NaN            NaN
  1297.01        2500.00        99.3751       0.268917       0.660694E-001            NaN            NaN  0.473100E-001  0.482340E-001  0.194400                 NaN            NaN            NaN
  1295.85        2500.00        85.2626        2.63876       0.330701                 NaN            NaN  0.427171       0.671805        2.04359        8.62537                 NaN            NaN
  1294.68        2500.00        76.6514       0.820983        3.92738                 NaN            NaN  0.563782        1.01913        3.17068        13.8466                 NaN            NaN
  1293.52        2500.00        80.8467        3.11605       0.932910                 NaN            NaN  0.396482       0.816492        2.61781        11.2736                 NaN            NaN
  1292.36        2500.00        83.7477       0.996483        2.55341                 NaN            NaN  0.289585       0.677178        2.23497        9.50067                 NaN            NaN
  1291.19        2500.00        85.8784        2.12757        1.05178                 NaN            NaN  0.212007       0.575720        1.95336        8.20113                 NaN            NaN
  1290.03        2500.00        87.5026        1.79708        1.09374                 NaN            NaN  0.155860       0.498936        1.73789        7.21394                 NaN            NaN
  1288.86        2500.00        88.6215        1.79693       0.723170                 NaN            NaN  0.261105       0.436816        1.61027        6.55022                 NaN            NaN
  1287.70        2500.00        87.1821        1.40924        1.81934                 NaN            NaN            NaN  0.434914        1.78421        7.37019                 NaN            NaN
  1286.53        2500.00        93.7611       0.830893       0.752779                 NaN            NaN            NaN  0.307714       0.877944        3.46961                 NaN            NaN
  1285.37        2500.00        90.4929        1.27794       0.927636                 NaN            NaN  0.155652       0.345415        1.36059        5.43991                 NaN            NaN
  1284.20        2500.00        93.0728        1.00317       0.658008                 NaN            NaN  0.134969       0.253095        1.00089        3.87705                 NaN            NaN
  1283.04        2500.00        90.9808        1.38143       0.865912                 NaN            NaN            NaN  0.358222        1.28304        5.13065                 NaN            NaN
  1281.87        2500.00        95.0414        1.37004       0.290416E-001            NaN            NaN            NaN  0.143458       0.714359        2.70166                 NaN            NaN
  1280.71        2500.00        91.2855        1.30109       0.654614                 NaN            NaN            NaN  0.371271        1.28211        5.10540                 NaN            NaN
  1279.54        2500.00        94.5561        1.33583       0.156139E-001            NaN            NaN  0.300337       0.108870       0.799004        2.88424                 NaN            NaN
  1278.38        2500.00        96.4788       0.438417       0.521197                 NaN            NaN            NaN  0.137209       0.506496        1.91787                 NaN            NaN
  1277.21        2500.00        94.0133        1.42252       0.169756                 NaN            NaN            NaN  0.192495       0.880411        3.32148                 NaN            NaN
  1276.05        2500.00        95.2625        1.13854                 NaN            NaN            NaN  0.366264E-001  0.224085       0.665888        2.67240                 NaN            NaN
  1274.88        2500.00        94.9740        1.53978                 NaN            NaN            NaN            NaN  0.114825       0.741358        2.63007                 NaN            NaN
  1273.72        2500.00        94.7078       0.288291        1.15484                 NaN            NaN            NaN  0.143800       0.789749        2.91549                 NaN            NaN
  1272.55        2500.00        92.3205        1.94083                 NaN            NaN            NaN            NaN  0.269633        1.20392        4.26511                 NaN            NaN
  1271.39        2500.00        99.2541       0.331723                 NaN            NaN            NaN            NaN            NaN  0.597877E-001  0.354418                 NaN            NaN
  1270.22        2500.00        97.0379       0.688253                 NaN            NaN            NaN            NaN  0.124140       0.419561        1.73014                 NaN            NaN
  1269.06        2500.00        95.8562       0.731988       0.513144                 NaN            NaN            NaN  0.113809       0.608763        2.17614                 NaN            NaN
  1267.90        2500.00        94.2893        1.29100                 NaN            NaN            NaN            NaN  0.268385       0.758380        3.39295                 NaN            NaN
  1266.73        2500.00        97.1060       0.561724       0.616649                 NaN            NaN            NaN            NaN  0.537661        1.17798                 NaN            NaN
  1265.57        2500.00        93.3091        1.23815       0.512270                 NaN            NaN            NaN  0.237771       0.988407        3.71435                 NaN            NaN
  1264.40        2500.00        99.6597       0.211775                 NaN            NaN            NaN            NaN            NaN  0.678909E-001  0.606159E-001            NaN            NaN
  1263.24        2500.00        93.2309        1.87486       0.158605                 NaN            NaN            NaN            NaN   1.04612        3.62310       0.664482E-001            NaN
  1262.07        2500.00        97.7047       0.635321                 NaN            NaN            NaN            NaN            NaN  0.311068        1.32288       0.260651E-001            NaN
  1260.91        2500.00        90.8825        2.83897       0.267861E-001  0.138181E-004            NaN            NaN            NaN   1.39875        4.72764       0.125332                 NaN
  1259.74        2500.00        99.9748       0.144270E-001            NaN            NaN            NaN            NaN            NaN  0.313679E-002  0.759810E-002            NaN            NaN
  1258.58        2500.00        99.8664       0.839666E-001            NaN            NaN            NaN            NaN            NaN            NaN  0.457636E-001  0.391479E-002            NaN
  1257.41        2500.00        99.7594       0.100326                 NaN            NaN            NaN            NaN            NaN  0.505710E-001  0.873506E-001  0.236617E-002            NaN
  1256.25        2500.00        95.9748        1.34513                 NaN            NaN            NaN            NaN            NaN  0.581384        2.04594       0.527446E-001            NaN
  1255.08        2500.00        99.6001                 NaN            NaN            NaN            NaN            NaN            NaN  0.347840E-001  0.347175       0.179704E-001            NaN
  1253.92        2500.00        97.5481       0.715570                 NaN            NaN            NaN            NaN            NaN  0.370349        1.30740       0.585317E-001            NaN
  1252.75        2500.00        93.7660       0.525222        1.55199                 NaN            NaN            NaN            NaN  0.912046        3.15883       0.858843E-001            NaN
  1251.59        2500.00        97.5180       0.430043                 NaN            NaN            NaN  0.690642E-001            NaN  0.376395        1.51651       0.900272E-001            NaN
  1250.42        2500.00        95.4505        1.59176                 NaN            NaN            NaN            NaN            NaN  0.860532        2.09725                 NaN            NaN
  1249.26        2500.00        98.3755       0.418902                 NaN            NaN            NaN            NaN            NaN            NaN   1.15733       0.482352E-001            NaN
  1248.09        2500.00        93.0240        2.02636                 NaN            NaN            NaN            NaN            NaN  0.945778        3.90777       0.961302E-001            NaN
  1246.93        2500.00        99.7290       0.372471E-001            NaN            NaN            NaN            NaN            NaN  0.198308                 NaN  0.354419E-001            NaN
  1245.76        2500.00        98.1869       0.177159       0.345659                 NaN            NaN            NaN            NaN  0.316062       0.974180                 NaN            NaN
  1244.60        2500.00        98.9917       0.436692                 NaN            NaN            NaN            NaN            NaN  0.155180       0.416452                 NaN            NaN
  1243.44        2500.00        99.2921       0.349042                 NaN            NaN            NaN            NaN            NaN  0.122049       0.236799                 NaN            NaN
  1242.27        2500.00        97.8854       0.271458       0.343431                 NaN            NaN            NaN            NaN  0.287813        1.20671       0.520823E-002            NaN
  1241.11        2500.00        98.8752       0.350094                 NaN            NaN            NaN            NaN            NaN  0.163563       0.595396       0.157402E-001            NaN
  1239.94        2500.00        96.7163       0.931690       0.865896E-001            NaN            NaN            NaN            NaN  0.549340        1.65829       0.577455E-001            NaN
  1238.78        2500.00        95.0796       0.904892       0.410923                 NaN            NaN            NaN            NaN  0.614755        2.90546       0.843578E-001            NaN
  1237.61        2500.00        99.8385       0.333053E-001  0.948690E-006            NaN            NaN            NaN            NaN  0.887508E-002  0.115035       0.431897E-002            NaN
  1236.45        2500.00        98.8164       0.217502                 NaN            NaN            NaN            NaN            NaN  0.115704       0.562523       0.646740E-002  0.281392     
  1235.28        2500.00        99.4656       0.119972E-001  0.966082E-001            NaN            NaN            NaN            NaN  0.459851E-001  0.371809       0.804586E-002            NaN
  1234.12        2500.00        90.9336        1.54368                 NaN            NaN            NaN            NaN            NaN  0.987396        3.61328       0.497420E-001   2.87226     
  1232.95        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.123180E-004
  1231.79        2500.00        96.9491       0.865298                 NaN            NaN            NaN            NaN            NaN  0.420587        1.73256       0.324138E-001            NaN
  1230.62        2500.00        96.2871       0.643047                 NaN            NaN            NaN            NaN            NaN  0.408705        1.77575       0.357335E-001  0.849628     
  1229.46        2500.00        94.6158       0.213439       0.592072                 NaN            NaN            NaN            NaN  0.539329        2.35316       0.318799E-001   1.65429     
  1228.29        2500.00        87.5106        1.93011                 NaN            NaN            NaN            NaN            NaN   1.22708        5.44603       0.803752E-001   3.80578     
  1227.13        2500.00        61.3159        3.60943       0.386668        1.36265                 NaN            NaN            NaN   3.65474        17.0260       0.252606        12.3921     
  1225.96        2500.00        98.1016       0.484364                 NaN            NaN            NaN            NaN            NaN  0.650249E-001   1.34582       0.323304E-002            NaN
  1224.80        2500.00                 NaN   12.3238                 NaN            NaN            NaN            NaN            NaN   8.54663        46.5238       0.649491        31.9562     
