|6.6.6
Archiving\03_Data\Deq/QFM_m1.5/YM20/YM20_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.9859       0.141425E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.9859       0.141429E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.9859       0.141432E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.9859       0.141436E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.9859       0.141440E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.9859       0.141444E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.9859       0.141448E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.9859       0.141451E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.9859       0.141455E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.9859       0.141459E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.9859       0.141463E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.9859       0.141467E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.9859       0.141471E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.9859       0.141475E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.9859       0.141479E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.9648       0.138176E-001  0.213714E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.0875                 NaN  0.912525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        98.9221                 NaN   1.07788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        98.7567                 NaN   1.24331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        98.5912                 NaN   1.40880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        98.4256                 NaN   1.57436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        98.2600                 NaN   1.73999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        98.0943                 NaN   1.90568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        97.9286                 NaN   2.07144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        97.7627                 NaN   2.23726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        97.3627                 NaN   2.63733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
