|6.6.6
Archiving\03_Data\frac/QFM_m1.75/GRV/GRV_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1533.83        2500.00        97.3038                 NaN  0.117929E-001  0.300990                 NaN   2.38344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        97.3620                 NaN  0.112212E-001  0.300760                 NaN   2.32607                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        97.4176                 NaN  0.107627E-001  0.293785                 NaN   2.27785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        97.4655                 NaN  0.103225E-001  0.283348                 NaN   2.24082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        97.5311                 NaN  0.970659E-002  0.290716                 NaN   2.16851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        97.5833                 NaN  0.917220E-002  0.297216                 NaN   2.11031                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        97.6302                 NaN  0.877094E-002  0.285343                 NaN   2.07571                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        97.6772                 NaN  0.831762E-002  0.283806                 NaN   2.03071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        97.7103                 NaN  0.812175E-002  0.254646                 NaN   2.02695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        97.7592                 NaN  0.749467E-002  0.287806                 NaN   1.94548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        97.8188                 NaN  0.706682E-002  0.269650                 NaN   1.90452                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        97.8463                 NaN  0.673839E-002  0.263488                 NaN   1.88346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        97.8860                 NaN  0.633260E-002  0.265412                 NaN   1.84230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        97.9214                 NaN  0.600340E-002  0.257745                 NaN   1.81489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        97.9500                 NaN  0.568658E-002  0.256355                 NaN   1.78793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        97.9931                 NaN  0.532411E-002  0.244157                 NaN   1.75746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.0263                 NaN  0.495650E-002  0.250429                 NaN   1.71835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.0504                 NaN  0.476302E-002  0.236058                 NaN   1.70882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.0846                 NaN  0.442396E-002  0.236701                 NaN   1.67426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.1110                 NaN  0.413519E-002  0.233731                 NaN   1.65116                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.1367                 NaN  0.385444E-002  0.227885                 NaN   1.63160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.1694                 NaN  0.363540E-002  0.219453                 NaN   1.60751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.1859                 NaN  0.331597E-002  0.232027                 NaN   1.57872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.2261                 NaN  0.306473E-002  0.220586                 NaN   1.55028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.2425                 NaN  0.283806E-002  0.216124                 NaN   1.53853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.2630                 NaN  0.263336E-002  0.209251                 NaN   1.52507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.2860                 NaN  0.237086E-002  0.219864                 NaN   1.49177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.3076                 NaN  0.216565E-002  0.195247                 NaN   1.49496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.3290                 NaN  0.195281E-002  0.202336                 NaN   1.46671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.3449                 NaN  0.175915E-002  0.198212                 NaN   1.45513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.3665                 NaN  0.157289E-002  0.193093                 NaN   1.43887                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.3807                 NaN  0.134125E-002  0.195714                 NaN   1.42220                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.4014                 NaN  0.120068E-002  0.186845                 NaN   1.41059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.4167                 NaN  0.101406E-002  0.184846                 NaN   1.39743                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.4265                 NaN  0.917034E-003  0.170989                 NaN  0.204789E-001   1.38107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.4295                 NaN  0.929014E-003  0.138754                 NaN  0.122864        1.30796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.4343                 NaN  0.763131E-003  0.135078                 NaN  0.128127        1.30170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.4622                 NaN  0.618610E-003  0.130825                 NaN  0.137939        1.26839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.4680                 NaN  0.457935E-003  0.127859                 NaN  0.144556        1.25911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.4794                 NaN  0.305906E-003  0.124499                 NaN  0.149938        1.24583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.4909                 NaN  0.169378E-003  0.121530                 NaN   1.23001       0.157407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.5005                 NaN  0.382571E-004  0.118532                 NaN  0.157713        1.22325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.5114                 NaN  0.145441E-002  0.111883                 NaN   1.19515       0.180069                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.5210                 NaN            NaN  0.110574                 NaN  0.174882        1.19354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.5294                 NaN            NaN  0.107076                 NaN   1.18398       0.179554                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.5376                 NaN  0.587249E-004  0.103810                 NaN   1.16991       0.188570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.5444                 NaN            NaN  0.100379                 NaN  0.192498        1.16277                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.5511                 NaN            NaN  0.971053E-001            NaN  0.199604        1.15222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.5568                 NaN            NaN  0.937188E-001            NaN   1.14587       0.203584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.5603                 NaN            NaN  0.900160E-001            NaN  0.209957        1.13978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        96.6178                 NaN            NaN  0.735940                 NaN   1.47757       0.174443                 NaN            NaN  0.994209                 NaN            NaN            NaN            NaN
  1406.02        2500.00        96.5717                 NaN            NaN  0.775932                 NaN   1.49340       0.127101                 NaN            NaN   1.03191                 NaN            NaN            NaN            NaN
  1403.51        2500.00        96.6422                 NaN            NaN  0.777616                 NaN   1.48771       0.821536E-001            NaN            NaN   1.01033                 NaN            NaN            NaN            NaN
  1401.00        2500.00        96.6109                 NaN            NaN  0.785916                 NaN  0.517823E-001   1.52485                 NaN            NaN   1.02657                 NaN            NaN            NaN            NaN
  1398.50        2500.00        96.8619                 NaN            NaN  0.749878                 NaN  0.239341E-001   1.42803                 NaN            NaN  0.936274                 NaN            NaN            NaN            NaN
  1395.99        2500.00        96.8215                 NaN            NaN  0.760150                 NaN   1.44628       0.213656E-001            NaN            NaN  0.950752                 NaN            NaN            NaN            NaN
  1393.48        2500.00        96.8810                 NaN            NaN  0.747344                 NaN  0.121642E-001   1.42915                 NaN            NaN  0.930327                 NaN            NaN            NaN            NaN
  1390.98        2500.00        96.9386                 NaN            NaN  0.745485                 NaN   1.40424                 NaN            NaN            NaN  0.911725                 NaN            NaN            NaN            NaN
  1388.47        2500.00        96.9932                 NaN            NaN  0.743546                 NaN   1.36924                 NaN            NaN            NaN  0.894052                 NaN            NaN            NaN            NaN
  1385.96        2500.00        97.0441                 NaN            NaN  0.732974                 NaN   1.34674                 NaN            NaN            NaN  0.876202                 NaN            NaN            NaN            NaN
  1383.46        2500.00        97.0888                 NaN            NaN  0.718626                 NaN   1.33296                 NaN            NaN            NaN  0.859606                 NaN            NaN            NaN            NaN
  1380.95        2500.00        97.1368                 NaN            NaN  0.714604                 NaN   1.30532                 NaN            NaN            NaN  0.843295                 NaN            NaN            NaN            NaN
  1378.45        2500.00        97.1867                 NaN            NaN  0.710375                 NaN   1.27654                 NaN            NaN            NaN  0.826418                 NaN            NaN            NaN            NaN
  1375.94        2500.00        97.2323                 NaN            NaN  0.704282                 NaN   1.25256                 NaN            NaN            NaN  0.810838                 NaN            NaN            NaN            NaN
  1373.43        2500.00        97.2769                 NaN            NaN  0.694196                 NaN   1.23365                 NaN            NaN            NaN  0.795264                 NaN            NaN            NaN            NaN
  1370.93        2500.00        97.3174                 NaN            NaN  0.688405                 NaN   1.21345                 NaN            NaN            NaN  0.780719                 NaN            NaN            NaN            NaN
  1368.42        2500.00        97.3571                 NaN            NaN  0.668506                 NaN   1.20885                 NaN            NaN            NaN  0.765534                 NaN            NaN            NaN            NaN
  1365.91        2500.00        97.3984                 NaN            NaN  0.669849                 NaN   1.18025                 NaN            NaN            NaN  0.751508                 NaN            NaN            NaN            NaN
  1363.41        2500.00        97.4345                 NaN            NaN  0.660457                 NaN   1.16696                 NaN            NaN            NaN  0.738106                 NaN            NaN            NaN            NaN
  1360.90        2500.00        97.4708                 NaN            NaN  0.650859                 NaN   1.15349                 NaN            NaN            NaN  0.724868                 NaN            NaN            NaN            NaN
  1358.40        2500.00        97.5031                 NaN            NaN  0.646972                 NaN   1.13705                 NaN            NaN            NaN  0.712888                 NaN            NaN            NaN            NaN
  1355.89        2500.00        97.5422                 NaN            NaN  0.632700                 NaN   1.12644                 NaN            NaN            NaN  0.698611                 NaN            NaN            NaN            NaN
  1353.38        2500.00        97.5751                 NaN            NaN  0.625769                 NaN   1.11202                 NaN            NaN            NaN  0.687113                 NaN            NaN            NaN            NaN
  1350.88        2500.00        97.6092                 NaN            NaN  0.615648                 NaN   1.10118                 NaN            NaN            NaN  0.674003                 NaN            NaN            NaN            NaN
  1348.37        2500.00        97.6381                 NaN            NaN  0.609379                 NaN   1.08907                 NaN            NaN            NaN  0.663447                 NaN            NaN            NaN            NaN
  1345.86        2500.00        97.6743                 NaN            NaN  0.594728                 NaN   1.08026                 NaN            NaN            NaN  0.650712                 NaN            NaN            NaN            NaN
  1343.36        2500.00        97.7040                 NaN            NaN  0.582144                 NaN   1.07464                 NaN            NaN            NaN  0.639177                 NaN            NaN            NaN            NaN
  1340.85        2500.00        97.7328                 NaN            NaN  0.572200                 NaN   1.06650                 NaN            NaN            NaN  0.628508                 NaN            NaN            NaN            NaN
  1338.35        2500.00        97.7592                 NaN            NaN  0.565920                 NaN   1.05617                 NaN            NaN            NaN  0.618709                 NaN            NaN            NaN            NaN
  1335.84        2500.00        97.6659                 NaN            NaN  0.551212                 NaN   1.10052                 NaN            NaN            NaN  0.632875       0.494954E-001            NaN            NaN            NaN
  1333.33        2500.00        97.4667                 NaN            NaN  0.542765                 NaN   1.17494                 NaN            NaN            NaN  0.669908       0.145718                 NaN            NaN            NaN
  1330.83        2500.00        97.5172                 NaN            NaN  0.534476                 NaN   1.15112                 NaN            NaN            NaN  0.656013       0.141191                 NaN            NaN            NaN
  1328.32        2500.00        97.5667                 NaN            NaN  0.529520                 NaN   1.12397                 NaN            NaN            NaN  0.642817       0.136953                 NaN            NaN            NaN
  1325.81        2500.00        97.6089                 NaN            NaN  0.517403                 NaN   1.10959                 NaN            NaN            NaN  0.631099       0.133010                 NaN            NaN            NaN
  1323.31        2500.00        97.6694                 NaN            NaN  0.502152                 NaN   1.08770                 NaN            NaN            NaN  0.613183       0.127609                 NaN            NaN            NaN
  1320.80        2500.00        97.7067                 NaN            NaN  0.496224                 NaN   1.06960                 NaN            NaN            NaN  0.603313       0.124157                 NaN            NaN            NaN
  1318.30        2500.00        97.7521                 NaN            NaN  0.484857                 NaN   1.05235                 NaN            NaN            NaN  0.590603       0.120075                 NaN            NaN            NaN
  1315.79        2500.00        97.7966                 NaN            NaN  0.474739                 NaN   1.03410                 NaN            NaN            NaN  0.578338       0.116235                 NaN            NaN            NaN
  1313.28        2500.00        97.8410                 NaN            NaN  0.462070                 NaN   1.01869                 NaN            NaN            NaN  0.565946       0.112292                 NaN            NaN            NaN
  1310.78        2500.00        97.8843                 NaN            NaN  0.451305                 NaN   1.00175                 NaN            NaN            NaN  0.554045       0.108558                 NaN            NaN            NaN
  1308.27        2500.00        97.9283                 NaN            NaN  0.438311                 NaN  0.986617                 NaN            NaN            NaN  0.541950       0.104855                 NaN            NaN            NaN
  1305.76        2500.00        97.9689                 NaN            NaN  0.428951                 NaN  0.970064                 NaN            NaN            NaN  0.530745       0.101366                 NaN            NaN            NaN
  1303.26        2500.00        98.0105                 NaN            NaN  0.416944                 NaN  0.955407                 NaN            NaN            NaN  0.519279       0.978658E-001            NaN            NaN            NaN
  1300.75        2500.00        98.0533                 NaN            NaN  0.405342                 NaN  0.939030                 NaN            NaN            NaN  0.507856       0.944840E-001            NaN            NaN            NaN
  1298.25        2500.00        98.0927                 NaN            NaN  0.390528                 NaN  0.928851                 NaN            NaN            NaN  0.496892       0.910255E-001            NaN            NaN            NaN
  1295.74        2500.00        98.1345                 NaN            NaN  0.379002                 NaN  0.913063                 NaN            NaN            NaN  0.485656       0.877453E-001            NaN            NaN            NaN
  1293.23        2500.00        96.4139                 NaN            NaN  0.526536                 NaN   1.26859                 NaN            NaN            NaN  0.704702       0.143393       0.942930                 NaN            NaN
  1290.73        2500.00        72.0026                 NaN            NaN   2.58809                 NaN   6.61132                 NaN            NaN            NaN   3.85949       0.925451        14.0131                 NaN            NaN
  1288.22        2500.00        77.6088                 NaN            NaN   1.96734                 NaN   5.55317                 NaN            NaN            NaN   3.10617       0.721888        11.0426                 NaN            NaN
  1285.71        2500.00        81.3708                 NaN            NaN   1.49657                 NaN   4.89449                 NaN            NaN            NaN   2.59671       0.583622        9.05776                 NaN            NaN
  1283.21        2500.00        83.9520                 NaN            NaN   1.08537                 NaN   4.54613                 NaN            NaN            NaN   2.24272       0.483005        7.69077                 NaN            NaN
  1280.70        2500.00        85.6155                 NaN            NaN  0.660357                 NaN   4.53964                 NaN            NaN            NaN   2.00710       0.405223        6.77221                 NaN            NaN
  1278.20        2500.00        86.8415                 NaN            NaN  0.548952                 NaN   3.52629       0.756608                 NaN            NaN   1.83604       0.363383        6.12723                 NaN            NaN
  1275.69        2500.00        87.9791                 NaN            NaN  0.203566                 NaN   4.17185                 NaN            NaN            NaN   1.62391       0.327565        5.69405                 NaN            NaN
  1273.18        2500.00        88.9528                 NaN            NaN            NaN            NaN   4.44776                 NaN            NaN            NaN   1.61049       0.218914        4.77000                 NaN            NaN
  1270.68        2500.00        87.9594                 NaN            NaN            NaN            NaN   2.09502        2.40439                 NaN            NaN   1.69289       0.289387        5.55890                 NaN            NaN
  1268.17        2500.00        91.7324                 NaN            NaN            NaN            NaN   2.06677        1.02875                 NaN            NaN   1.13878       0.206159        3.82718                 NaN            NaN
  1265.66        2500.00        90.9347                 NaN            NaN            NaN            NaN   3.50978                 NaN            NaN            NaN   1.21164       0.194727        4.14912                 NaN            NaN
  1263.16        2500.00        94.7115                 NaN            NaN            NaN            NaN   2.26211                 NaN            NaN            NaN  0.791974       0.108807        2.12566                 NaN            NaN
  1260.65        2500.00        92.0089                 NaN            NaN            NaN            NaN   2.16915       0.844915                 NaN            NaN   1.13409       0.172456        3.67050                 NaN            NaN
  1258.15        2500.00        94.4270                 NaN            NaN            NaN            NaN  0.375573        1.78306                 NaN            NaN  0.772654       0.136795        2.50496                 NaN            NaN
  1255.64        2500.00        94.0627                 NaN            NaN            NaN            NaN  0.735156        1.57746                 NaN            NaN  0.827101       0.121188        2.67644                 NaN            NaN
  1253.13        2500.00        95.3238                 NaN            NaN            NaN            NaN   1.33751                 NaN            NaN            NaN  0.646067       0.192711        2.49988                 NaN            NaN
  1250.63        2500.00        93.8710                 NaN            NaN            NaN            NaN   2.39317       0.489799                 NaN            NaN  0.793279       0.546320E-001   2.39816                 NaN            NaN
  1248.12        2500.00        94.8389                 NaN            NaN            NaN            NaN  0.480511E-001   1.57709       0.487110E-004            NaN  0.723241       0.123985        2.68870                 NaN            NaN
  1245.61        2500.00        72.2624                 NaN            NaN            NaN            NaN   1.49546        4.66247                 NaN            NaN   2.86642       0.306686        10.6520        7.75455                 NaN
  1243.11        2500.00        69.2761                 NaN            NaN            NaN            NaN   4.30423        2.71810       0.751886E-005            NaN   3.00341       0.352906        11.4639        8.88134                 NaN
  1240.60        2500.00        78.2580                 NaN            NaN            NaN            NaN  0.403929        4.08627                 NaN            NaN   2.22779       0.233047        8.49977        6.29124                 NaN
  1238.10        2500.00        69.5015                 NaN            NaN            NaN            NaN   6.75767                 NaN            NaN            NaN   3.02882       0.351617        11.7246        8.63584                 NaN
  1235.59        2500.00        83.3757                 NaN            NaN            NaN            NaN   3.27400       0.221116                 NaN            NaN   1.62711       0.164914        6.44260        4.89456                 NaN
  1233.08        2500.00        76.2919                 NaN            NaN            NaN            NaN   4.84148                 NaN            NaN            NaN   2.32861       0.249167        9.35307        6.93582                 NaN
  1230.58        2500.00        78.2041                 NaN            NaN            NaN            NaN   2.54648        1.73031                 NaN            NaN   2.12364       0.221756        8.80057        6.37310                 NaN
  1228.07        2500.00        49.0512                 NaN            NaN            NaN            NaN   8.86965                 NaN            NaN            NaN   4.56051       0.548436        21.5803        15.3899                 NaN
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN   16.2475                 NaN            NaN            NaN   8.61960        1.07606        43.2312        30.8256                 NaN
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN   16.2051                 NaN            NaN            NaN   8.63954        1.08350        43.2576        30.8142                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN   16.2435                 NaN            NaN            NaN   8.63203        1.07623        43.2261        30.8221                 NaN
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN   6.29959        9.95787                 NaN            NaN   8.71205        1.06996        43.1342        30.8263                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN   6.38898        9.87078                 NaN            NaN   8.71757        1.06883        43.1273        30.8265                 NaN
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN   6.50914        9.75292                 NaN            NaN   8.72283        1.06776        43.1206        30.8267                 NaN
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN   16.2793                 NaN            NaN            NaN   8.69861        1.06916        43.1249        30.8280                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN   16.2916                 NaN            NaN            NaN   8.69760        1.06545        43.1162        30.8291                 NaN
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN   16.2605                 NaN            NaN            NaN   8.73901        1.06670        43.1077        30.8261                 NaN
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN   16.2592                 NaN            NaN            NaN   8.73001        1.06533        43.1219        30.8236                 NaN
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN   16.2773                 NaN            NaN            NaN   8.74682        1.06074        43.0883        30.8269                 NaN
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN   16.2528                 NaN            NaN            NaN   8.74289        1.05431        43.1311        30.8188                 NaN
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN   6.28431        10.0175                 NaN            NaN   8.76404        1.05003        43.0514        30.8327                 NaN
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN   6.15199        10.1375                 NaN            NaN   8.76716        1.05283        43.0592        30.8314                 NaN
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN   5.79290        10.4743                 NaN            NaN   8.77049        1.05654        43.0817        30.8241                 NaN
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN   7.32448        8.96431                 NaN            NaN   8.78242        1.05179        43.0482        30.8288                 NaN
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN   8.42933        7.87010                 NaN            NaN   8.77839        1.05088        43.0393        30.8320                 NaN
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN   5.69571        10.5836                 NaN            NaN   8.78866        1.05191        43.0541        30.8260                 NaN
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN   5.97857        10.3223                 NaN            NaN   8.79936        1.04488        43.0236        30.8313                 NaN
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN   6.64827        9.65821                 NaN            NaN   8.79944        1.04543        43.0176        30.8310                 NaN
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN   7.53985        8.79034                 NaN            NaN   8.81052        1.04040        42.9808        30.8381                 NaN
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN   8.46677        7.83307                 NaN            NaN   8.78995        1.05203        43.0264        30.8318                 NaN
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN   6.40663        9.89568                 NaN            NaN   8.80454        1.04949        43.0137        30.8300                 NaN
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN   5.47599        10.8417                 NaN            NaN   8.81361        1.04142        42.9968        30.8305                 NaN
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN   16.3186                 NaN            NaN            NaN   8.81653        1.04004        42.9950        30.8298                 NaN
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN   16.3093                 NaN            NaN            NaN   8.78654        1.03894        43.0391        30.8261                 NaN
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN   8.27576        8.04457                 NaN            NaN   8.80638        1.04304        42.9975        30.8327                 NaN
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN   9.34827        6.98668                 NaN            NaN   8.91203        1.02646        42.8981        30.8284                 NaN
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN   9.20396        7.13099                 NaN            NaN   8.91478        1.02580        42.8964        30.8280                 NaN
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0515       0.496060E-005   6.28778                 NaN   8.92401        1.02422        42.8826        30.8299                 NaN
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN   1.91611        14.4023       0.226883E-003            NaN   8.92824        1.03527        42.8820        30.8358                 NaN
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN   2.96774        13.3630                 NaN            NaN   8.92455        1.03024        42.8830        30.8314                 NaN
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3456        1.99227                 NaN            NaN   8.94050        1.02801        42.8576        30.8360                 NaN
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3456        1.99227                 NaN            NaN   8.94050        1.02801        42.8576        30.8360                 NaN
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN  0.442622E-005   14.3456        1.99226                 NaN   8.94050        1.02801        42.8576        30.8360                 NaN
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3441        1.99382                 NaN            NaN   8.94047        1.02801        42.8576        30.8360                 NaN
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3453        1.99257                 NaN            NaN   8.94049        1.02801        42.8576        30.8360                 NaN
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3456        1.99233                 NaN            NaN   8.94050        1.02801        42.8576        30.8360                 NaN
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3456        1.99228                 NaN            NaN   8.94050        1.02801        42.8576        30.8360                 NaN
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3456        1.99227                 NaN            NaN   8.94050        1.02801        42.8576        30.8360                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3456        1.99226                 NaN            NaN   8.94050        1.02801        42.8576        30.8360                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3456        1.99227                 NaN            NaN   8.94050        1.02801        42.8576        30.8360                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3456        1.99227                 NaN            NaN   8.94050        1.02801        42.8576        30.8360                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3456        1.99227                 NaN            NaN   8.94050        1.02801        42.8576        30.8360                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3456        1.99227                 NaN            NaN   8.94050        1.02801        42.8576        30.8360                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3456        1.99227                 NaN            NaN   8.94050        1.02801        42.8576        30.8360                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN   14.1844        2.26343                 NaN            NaN   9.05183       0.968540        42.6850        30.8469                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN   14.1844        2.26344                 NaN            NaN   9.05183       0.968540        42.6850        30.8469                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN   14.1844        2.26344                 NaN            NaN   9.05183       0.968540        42.6850        30.8469                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN   14.1844        2.26344                 NaN            NaN   9.05183       0.968540        42.6850        30.8469                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN   14.1844        2.26344                 NaN            NaN   9.05183       0.968540        42.6850        30.8469                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN   14.1844        2.26344                 NaN            NaN   9.05183       0.968540        42.6850        30.8469                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN  0.124833        14.7178        1.58512                 NaN   9.04471       0.973865        42.7075        30.8461                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN  0.124834        14.7271        1.58088                 NaN   9.04659       0.972544        42.7013        30.8468                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN   2.05831        14.3954                 NaN            NaN   9.05142       0.967505        42.6785        30.8488                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN  0.124834        15.1427        1.12736       0.380663E-004   9.03958       0.975199        42.7532        30.8370                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN  0.124836        15.1430        1.12734                 NaN   9.03969       0.975448        42.7522        30.8375                 NaN
