|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.5/GRV/GRV_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1303.30        2500.00        99.2006                 NaN  0.900107E-001            NaN  0.422019                 NaN            NaN            NaN  0.261169       0.262041E-001            NaN            NaN
  1301.81        2500.00        76.2665                 NaN   1.08729                 NaN   4.62631                 NaN            NaN            NaN   3.33742       0.481054        14.2014                 NaN
  1300.32        2500.00        73.3676                 NaN   1.19559                 NaN   5.28628                 NaN            NaN            NaN   3.72331       0.521856        15.9054                 NaN
  1298.82        2500.00        76.3590                 NaN   1.07182                 NaN   4.78590                 NaN            NaN            NaN   3.31936       0.452080        14.0119                 NaN
  1297.33        2500.00        79.1696                 NaN  0.937812                 NaN   4.31276                 NaN            NaN            NaN   2.93743       0.389305        12.2531                 NaN
  1295.83        2500.00        81.6464                 NaN  0.791218                 NaN   3.91119                 NaN            NaN            NaN   2.59983       0.335262        10.7161                 NaN
  1294.34        2500.00        83.3773                 NaN  0.733769                 NaN   3.56473                 NaN            NaN            NaN   2.35873       0.301804        9.66371                 NaN
  1292.85        2500.00        85.2493                 NaN  0.675980                 NaN   3.23733                 NaN            NaN            NaN   2.11027       0.258360        8.46875                 NaN
  1291.35        2500.00        87.7921                 NaN  0.514790                 NaN   2.61686                 NaN            NaN            NaN   1.76520       0.218451        7.09262                 NaN
  1289.86        2500.00        87.5791                 NaN  0.407709                 NaN   3.05526                 NaN            NaN            NaN   1.77144       0.208472        6.97803                 NaN
  1288.36        2500.00        91.3044                 NaN  0.405508                 NaN   1.85623                 NaN            NaN            NaN   1.26795       0.154205        5.01171                 NaN
  1286.87        2500.00        89.9876                 NaN  0.274602                 NaN   2.59276                 NaN            NaN            NaN   1.43232       0.161333        5.55143                 NaN
  1285.38        2500.00        90.5430                 NaN  0.427877                 NaN   1.96990                 NaN            NaN            NaN   1.39704       0.165221        5.49700                 NaN
  1283.88        2500.00        92.9451                 NaN  0.719039E-001            NaN   2.17976                 NaN            NaN            NaN  0.994123       0.103992        3.70516                 NaN
  1282.39        2500.00        87.5483                 NaN  0.713357                 NaN   1.92504                 NaN            NaN            NaN   1.94227       0.253383        7.61760                 NaN
  1280.89        2500.00        94.0599                 NaN  0.387026E-002            NaN   1.41639                 NaN            NaN            NaN  0.769014       0.120170        3.63065                 NaN
  1279.40        2500.00        90.7787                 NaN  0.385060                 NaN   2.25489                 NaN            NaN            NaN   1.51519       0.119856        4.94629                 NaN
  1277.90        2500.00        99.0697                 NaN  0.556120E-001            NaN  0.390991                 NaN            NaN            NaN  0.137022       0.525773E-002  0.341441                 NaN
  1276.41        2500.00        94.3837                 NaN  0.295182E-005            NaN   1.46249                 NaN            NaN            NaN  0.814846       0.877927E-001   3.25118                 NaN
  1274.92        2500.00        97.3513                 NaN  0.285593E-002            NaN  0.776926                 NaN            NaN            NaN  0.382711       0.452196E-001   1.44095                 NaN
  1273.42        2500.00        96.0949                 NaN            NaN            NaN   1.53159                 NaN            NaN            NaN  0.566944       0.268878E-001   1.77966                 NaN
  1271.93        2500.00        96.0709                 NaN  0.243660E-001            NaN   1.04654                 NaN            NaN            NaN  0.516387       0.601017E-001   2.28168                 NaN
  1270.43        2500.00        96.9731                 NaN            NaN            NaN  0.274457                 NaN            NaN            NaN  0.749947       0.237669E-001   1.97874                 NaN
  1268.94        2500.00        97.8081                 NaN  0.952106                 NaN            NaN            NaN            NaN            NaN  0.182720       0.407485E-001   1.01636                 NaN
  1267.45        2500.00        96.4637                 NaN            NaN            NaN   1.11243                 NaN            NaN            NaN  0.433614       0.620927E-001   1.92821                 NaN
  1265.95        2500.00        89.2379                 NaN            NaN            NaN   4.26905                 NaN            NaN            NaN   1.43903       0.991736E-001   4.95484                 NaN
  1264.46        2500.00        97.9186                 NaN            NaN            NaN  0.826511                 NaN            NaN            NaN  0.283464       0.373503E-001  0.934036                 NaN
  1262.96        2500.00        97.1439                 NaN            NaN            NaN  0.813615                 NaN            NaN            NaN  0.378654       0.529657E-001   1.61087                 NaN
  1261.47        2500.00        95.8841                 NaN            NaN            NaN  0.648844                 NaN            NaN            NaN  0.562793       0.979039E-001   2.80640                 NaN
  1259.98        2500.00        98.4238                 NaN            NaN            NaN  0.866857                 NaN            NaN            NaN  0.169119       0.174910E-001  0.522711                 NaN
  1258.48        2500.00        96.4826                 NaN            NaN            NaN   1.18032                 NaN            NaN            NaN  0.536006       0.354566E-001   1.76567                 NaN
  1256.99        2500.00        97.1249                 NaN            NaN            NaN  0.852205                 NaN            NaN            NaN  0.412355       0.403782E-001   1.57013                 NaN
  1255.49        2500.00        97.2105                 NaN            NaN            NaN  0.811942                 NaN            NaN            NaN  0.400528       0.395926E-001   1.53740                 NaN
  1254.00        2500.00        97.3019                 NaN            NaN            NaN  0.782355                 NaN            NaN            NaN  0.394647       0.357479E-001   1.48534                 NaN
  1252.50        2500.00        95.8064                 NaN            NaN            NaN   1.13562                 NaN            NaN            NaN  0.620419       0.836516E-001   2.35394                 NaN
  1251.01        2500.00        98.6229                 NaN            NaN            NaN  0.158626       0.320110                 NaN            NaN  0.157292       0.200296E-002  0.739055                 NaN
  1249.52        2500.00        98.3108                 NaN            NaN            NaN  0.467404                 NaN            NaN            NaN  0.233526       0.206896E-001  0.967596                 NaN
  1248.02        2500.00        97.1426                 NaN            NaN            NaN  0.315354       0.359778                 NaN            NaN  0.307899       0.584231E-001   1.81590                 NaN
  1246.53        2500.00        97.8946                 NaN            NaN            NaN  0.601019       0.118707                 NaN            NaN  0.427792                 NaN  0.957906                 NaN
  1245.03        2500.00        98.3381                 NaN            NaN            NaN  0.360509                 NaN            NaN            NaN  0.225092       0.507362E-001   1.02556                 NaN
  1243.54        2500.00        97.6497                 NaN            NaN            NaN  0.416114                 NaN            NaN            NaN  0.336232       0.292775E-001   1.56871                 NaN
  1242.05        2500.00        98.3277                 NaN            NaN            NaN  0.875653                 NaN            NaN            NaN  0.245640                 NaN  0.551021                 NaN
  1240.55        2500.00        98.0009                 NaN            NaN            NaN  0.179375E-002            NaN            NaN            NaN  0.217255       0.434848E-001   1.38679       0.349818     
  1239.06        2500.00        89.1186                 NaN            NaN            NaN   1.05017       0.116192                 NaN            NaN  0.887344       0.111596        4.92691        3.78916     
  1237.56        2500.00        92.4286                 NaN            NaN            NaN   1.17314                 NaN            NaN            NaN  0.759621       0.510233E-001   3.01868        2.56898     
  1236.07        2500.00        87.4000                 NaN            NaN            NaN   1.78754                 NaN            NaN            NaN   1.18377       0.670939E-001   5.91795        3.64367     
  1234.58        2500.00        92.2001                 NaN            NaN            NaN   1.36457       0.655396                 NaN            NaN  0.949223                 NaN   2.79547        2.03529     
  1233.08        2500.00        87.2331                 NaN            NaN            NaN  0.492854        1.29220       0.581334E-004            NaN   1.14399       0.498831E-001   5.62998        4.15793     
  1231.59        2500.00        56.1025                 NaN            NaN            NaN   5.11616       0.467815                 NaN            NaN   3.75985       0.252225        19.8712        14.4303     
  1230.09        2500.00                 NaN            NaN            NaN            NaN   4.59919        6.41070                 NaN            NaN   7.85402       0.688968        46.9634        33.4838     
  1228.60        2500.00                 NaN            NaN            NaN            NaN   3.13757        6.10748        1.83243                 NaN   7.90279       0.685954        46.8279        33.5059     
  1227.10        2500.00                 NaN            NaN   2.30140                 NaN   6.98590       0.299765E-002            NaN            NaN   7.63262       0.826117        47.8598        34.3912     
  1225.61        2500.00                 NaN            NaN            NaN            NaN   11.2397                 NaN            NaN            NaN   8.05851       0.643716        46.5196        33.5385     
  1224.12        2500.00                 NaN            NaN            NaN            NaN   5.28555        5.81452                 NaN            NaN   7.89393       0.690475        46.8028        33.5128     
  1222.62        2500.00                 NaN            NaN            NaN            NaN   4.72136        6.36087       0.125838E-003            NaN   7.88247       0.690367        46.8283        33.5165     
  1221.13        2500.00                 NaN            NaN            NaN            NaN   4.15287        6.90287       0.126436E-005            NaN   7.88110       0.690776        46.8657        33.5067     
  1219.63        2500.00                 NaN            NaN            NaN            NaN   3.88436        7.28334                 NaN            NaN   7.99956       0.658040        46.6488        33.5259     
  1218.14        2500.00                 NaN            NaN            NaN            NaN   4.35214        6.62869                 NaN            NaN   7.89499       0.684760        46.9645        33.4749     
  1216.65        2500.00                 NaN            NaN            NaN            NaN   4.34251        6.63970                 NaN            NaN   7.89801       0.684086        46.9600        33.4757     
  1215.15        2500.00                 NaN            NaN            NaN            NaN   4.26001        6.75538                 NaN            NaN   7.82765       0.696205        46.9630        33.4978     
  1213.66        2500.00                 NaN            NaN            NaN            NaN   4.31481        6.67262                 NaN            NaN   7.90446       0.683256        46.9455        33.4793     
  1212.16        2500.00                 NaN            NaN            NaN            NaN   3.95924        7.20453       0.137009E-004            NaN   8.01407       0.658735        46.6340        33.5294     
  1210.67        2500.00                 NaN            NaN            NaN            NaN   3.96786        7.19601                 NaN            NaN   8.01465       0.658158        46.6330        33.5303     
  1209.18        2500.00                 NaN            NaN            NaN            NaN   4.00284        7.16247                 NaN            NaN   8.01735       0.657700        46.6281        33.5316     
  1207.68        2500.00                 NaN            NaN            NaN            NaN   4.24246        6.75105                 NaN            NaN   7.91986       0.681049        46.9212        33.4844     
  1206.19        2500.00                 NaN            NaN            NaN            NaN   4.06882        7.09935                 NaN            NaN   8.02261       0.656813        46.6183        33.5341     
  1204.69        2500.00                 NaN            NaN            NaN            NaN   4.10138        7.06805                 NaN            NaN   8.02562       0.656301        46.6133        33.5353     
  1203.20        2500.00                 NaN            NaN            NaN            NaN   4.20068        6.79784                 NaN            NaN   7.92977       0.679541        46.9040        33.4881     
  1201.70        2500.00                 NaN            NaN            NaN            NaN   4.17378        6.99817                 NaN            NaN   8.03188       0.655598        46.6029        33.5377     
  1200.21        2500.00                 NaN            NaN            NaN            NaN   4.11369        6.92157                 NaN            NaN   7.88582       0.681739        46.8925        33.5046     
  1198.72        2500.00                 NaN            NaN            NaN            NaN   4.11319        6.92389                 NaN            NaN   7.88858       0.681323        46.8868        33.5063     
  1197.22        2500.00                 NaN            NaN            NaN            NaN   4.10624        6.93344                 NaN            NaN   7.89235       0.681449        46.8781        33.5084     
  1195.73        2500.00                 NaN            NaN            NaN            NaN   4.58936        6.61615       0.128270E-005            NaN   8.00995       0.656592        46.5713        33.5566     
  1194.23        2500.00                 NaN            NaN            NaN            NaN   4.69059        6.51962                 NaN            NaN   8.01428       0.656600        46.5606        33.5583     
  1192.74        2500.00                 NaN            NaN            NaN            NaN   4.10037        6.91103                 NaN            NaN   7.95452       0.675882        46.8606        33.4976     
  1191.25        2500.00                 NaN            NaN            NaN            NaN   4.41059        6.77282                 NaN            NaN   8.05077       0.652296        46.5665        33.5470     
  1189.75        2500.00                 NaN            NaN            NaN            NaN   4.98498        6.21873                 NaN            NaN   8.06276       0.656823        46.5189        33.5578     
  1188.26        2500.00                 NaN            NaN            NaN            NaN   5.31202        5.89194                 NaN            NaN   8.05432       0.658701        46.5223        33.5607     
  1186.76        2500.00                 NaN            NaN            NaN            NaN   5.36352        5.84664                 NaN            NaN   8.05808       0.655773        46.5164        33.5596     
  1185.27        2500.00                 NaN            NaN            NaN            NaN   5.21405        5.98692                 NaN            NaN   8.06362       0.655890        46.5215        33.5581     
  1183.78        2500.00                 NaN            NaN            NaN            NaN   5.56347        5.65408                 NaN            NaN   8.07345       0.651627        46.4935        33.5639     
  1182.28        2500.00                 NaN            NaN            NaN            NaN   5.57705        5.64023                 NaN            NaN   8.07350       0.651529        46.4930        33.5647     
  1180.79        2500.00                 NaN            NaN            NaN            NaN   5.50542        5.70411                 NaN            NaN   8.06878       0.653260        46.5050        33.5634     
  1179.29        2500.00                 NaN            NaN            NaN            NaN   5.62621        5.59401                 NaN            NaN   8.07846       0.649914        46.4844        33.5670     
  1177.80        2500.00                 NaN            NaN            NaN            NaN   5.66644        5.56409                 NaN            NaN   8.08659       0.647914        46.4641        33.5709     
  1176.31        2500.00                 NaN            NaN            NaN            NaN   5.75358        5.48444                 NaN            NaN   8.08861       0.645887        46.4561        33.5714     
  1174.81        2500.00                 NaN            NaN            NaN            NaN   5.44949        5.76834                 NaN            NaN   8.07410       0.652667        46.4866        33.5688     
  1173.32        2500.00                 NaN            NaN            NaN            NaN   5.35259        5.86679                 NaN            NaN   8.07989       0.651177        46.4796        33.5699     
  1171.82        2500.00                 NaN            NaN            NaN            NaN   4.75122        6.45560                 NaN            NaN   8.08485       0.645747        46.4990        33.5635     
  1170.33        2500.00                 NaN            NaN            NaN            NaN   4.80505        6.40193                 NaN            NaN   8.08863       0.645222        46.4936        33.5656     
  1168.83        2500.00                 NaN            NaN            NaN            NaN   5.51071        5.71800                 NaN            NaN   8.08065       0.650858        46.4639        33.5759     
  1167.34        2500.00                 NaN            NaN            NaN            NaN   4.87654        6.33264                 NaN            NaN   8.09562       0.644544        46.4827        33.5679     
  1165.85        2500.00                 NaN            NaN            NaN            NaN   4.91621        6.29564                 NaN            NaN   8.09871       0.643834        46.4762        33.5694     
  1164.35        2500.00                 NaN            NaN            NaN            NaN   4.95422        6.25944                 NaN            NaN   8.10200       0.643015        46.4705        33.5709     
  1162.86        2500.00                 NaN            NaN            NaN            NaN   5.47622        5.76267                 NaN            NaN   8.08293       0.649668        46.4457        33.5828     
  1161.36        2500.00                 NaN            NaN            NaN            NaN   4.96425        6.25524                 NaN            NaN   8.10740       0.641549        46.4588        33.5727     
  1159.87        2500.00                 NaN            NaN            NaN            NaN   5.67899        5.57304                 NaN            NaN   8.10025       0.644397        46.4159        33.5874     
  1158.38        2500.00                 NaN            NaN            NaN            NaN   5.00381        6.21970                 NaN            NaN   8.11040       0.640805        46.4497        33.5755     
  1156.88        2500.00                 NaN            NaN            NaN            NaN   5.92489        5.33413                 NaN            NaN   8.09504       0.644853        46.4095        33.5916     
  1155.39        2500.00                 NaN            NaN            NaN            NaN   5.93403        5.32796                 NaN            NaN   8.09768       0.643997        46.4031        33.5932     
  1153.89        2500.00                 NaN            NaN            NaN            NaN   5.68383        5.57425                 NaN            NaN   8.10145       0.644000        46.4029        33.5935     
  1152.40        2500.00                 NaN            NaN            NaN            NaN   5.76094        5.49711                 NaN            NaN   8.10137       0.644537        46.3997        33.5963     
  1150.91        2500.00                 NaN            NaN            NaN            NaN   5.78788        5.47240                 NaN            NaN   8.10245       0.644050        46.3954        33.5978     
  1149.41        2500.00                 NaN            NaN            NaN            NaN   5.80846        5.45437                 NaN            NaN   8.10514       0.643295        46.3893        33.5994     
  1147.92        2500.00                 NaN            NaN            NaN            NaN   5.23556        5.99683                 NaN            NaN   8.14265       0.637062        46.4027        33.5852     
  1146.42        2500.00                 NaN            NaN            NaN            NaN   5.19121        6.04188                 NaN            NaN   8.14169       0.637513        46.4002        33.5875     
  1144.93        2500.00                 NaN            NaN            NaN            NaN   5.27800        5.95852                 NaN            NaN   8.14749       0.635972        46.3919        33.5881     
  1143.43        2500.00                 NaN            NaN            NaN            NaN   5.94654        5.33638                 NaN            NaN   8.12534       0.636874        46.3473        33.6076     
  1141.94        2500.00                 NaN            NaN            NaN            NaN   6.01787        5.26877                 NaN            NaN   8.12645       0.635354        46.3425        33.6091     
  1140.45        2500.00                 NaN            NaN            NaN            NaN   6.01781        5.27136                 NaN            NaN   8.12753       0.634751        46.3381        33.6105     
  1138.95        2500.00                 NaN            NaN            NaN            NaN   6.03958        5.25397                 NaN            NaN   8.13153       0.633829        46.3285        33.6125     
  1137.46        2500.00                 NaN            NaN            NaN            NaN   6.01256        5.27962                 NaN            NaN   8.14314       0.633882        46.3170        33.6138     
  1135.96        2500.00                 NaN            NaN            NaN            NaN   5.89602        5.38736                 NaN            NaN   8.12898       0.635466        46.3406        33.6116     
  1134.47        2500.00                 NaN            NaN            NaN            NaN   5.39076        5.86714                 NaN            NaN   8.16263       0.629747        46.3534        33.5963     
  1132.98        2500.00                 NaN            NaN            NaN            NaN   5.40481        5.85351                 NaN            NaN   8.16907       0.631220        46.3407        33.6007     
  1131.48        2500.00                 NaN            NaN            NaN            NaN   5.42935        5.82825                 NaN            NaN   8.17105       0.630834        46.3391        33.6014     
  1129.99        2500.00                 NaN            NaN            NaN            NaN   5.42906        5.83520                 NaN            NaN   8.16861       0.628537        46.3378        33.6008     
  1128.49        2500.00                 NaN            NaN            NaN            NaN   5.47285        5.78933                 NaN            NaN   8.17710       0.629439        46.3269        33.6044     
  1127.00        2500.00                 NaN            NaN            NaN            NaN   5.47026        5.79857                 NaN            NaN   8.17243       0.627527        46.3276        33.6036     
  1125.51        2500.00                 NaN            NaN            NaN            NaN   5.56282        5.70733                 NaN            NaN   8.18701       0.626920        46.3077        33.6083     
  1124.01        2500.00                 NaN            NaN            NaN            NaN   6.13259        5.17087                 NaN            NaN   8.15453       0.628212        46.2908        33.6230     
  1122.52        2500.00                 NaN            NaN            NaN            NaN   5.60753        5.66667                 NaN            NaN   8.19166       0.625838        46.2974        33.6109     
  1121.02        2500.00                 NaN            NaN            NaN            NaN   6.11990        5.19347                 NaN            NaN   8.15750       0.628081        46.2727        33.6283     
  1119.53        2500.00                 NaN            NaN            NaN            NaN   6.12698        5.19021                 NaN            NaN   8.15301       0.627582        46.2720        33.6302     
  1118.03        2500.00                 NaN            NaN            NaN            NaN   6.14510        5.17449                 NaN            NaN   8.16121       0.626812        46.2604        33.6320     
  1116.54        2500.00                 NaN            NaN            NaN            NaN   6.01638        5.31208                 NaN            NaN   8.15880       0.624272        46.2576        33.6308     
  1115.05        2500.00                 NaN            NaN            NaN            NaN   5.65944        5.62531                 NaN            NaN   8.20338       0.623209        46.2707        33.6180     
  1113.55        2500.00                 NaN            NaN            NaN            NaN   5.66432        5.62494                 NaN            NaN   8.20590       0.622547        46.2622        33.6201     
  1112.06        2500.00                 NaN            NaN            NaN            NaN   5.65219        5.64003                 NaN            NaN   8.20571       0.619825        46.2645        33.6177     
  1110.56        2500.00                 NaN            NaN            NaN            NaN   5.70646        5.58818                 NaN            NaN   8.21196       0.621129        46.2490        33.6233     
  1109.07        2500.00                 NaN            NaN            NaN            NaN   5.72982        5.56871       0.442791E-005            NaN   8.21424       0.620444        46.2416        33.6251     
  1107.58        2500.00                 NaN            NaN            NaN            NaN   6.22883        5.10741                 NaN            NaN   8.16934       0.623506        46.2275        33.6435     
  1106.08        2500.00                 NaN            NaN            NaN            NaN   6.22345        5.12940                 NaN            NaN   8.17842       0.620990        46.1988        33.6489     
  1104.59        2500.00                 NaN            NaN            NaN            NaN   5.77501        5.53439                 NaN            NaN   8.22330       0.617914        46.2189        33.6305     
  1103.09        2500.00                 NaN            NaN            NaN            NaN   6.20327        5.14499                 NaN            NaN   8.18019       0.620036        46.2030        33.6485     
  1101.60        2500.00                 NaN            NaN            NaN            NaN   6.10294        5.25602                 NaN            NaN   8.18020       0.617016        46.1963        33.6475     
  1100.11        2500.00                 NaN            NaN            NaN            NaN   5.82493        5.48840                 NaN            NaN   8.23161       0.616273        46.2046        33.6342     
  1098.61        2500.00                 NaN            NaN            NaN            NaN   6.11189        5.25347                 NaN            NaN   8.18431       0.615537        46.1841        33.6507     
  1097.12        2500.00                 NaN            NaN            NaN            NaN   6.12314        5.24679                 NaN            NaN   8.18732       0.614337        46.1757        33.6527     
  1095.62        2500.00                 NaN            NaN            NaN            NaN   9.67849        1.77781                 NaN            NaN   8.34067       0.583786        45.9502        33.6690     
  1094.13        2500.00                 NaN            NaN            NaN            NaN   6.28208        5.08779                 NaN            NaN   8.19365       0.615007        46.1607        33.6607     
  1092.63        2500.00                 NaN            NaN            NaN            NaN  0.334855E-003   5.91017        5.41644                 NaN   8.24809       0.612641        46.1707        33.6416     
  1091.14        2500.00                 NaN            NaN            NaN            NaN  0.146057E-002   5.92344        5.40517                 NaN   8.24967       0.611623        46.1651        33.6436     
  1089.65        2500.00                 NaN            NaN            NaN            NaN  0.327983E-003   5.94261        5.39103                 NaN   8.25292       0.610994        46.1566        33.6456     
  1088.15        2500.00                 NaN            NaN            NaN            NaN   6.32332        5.05932                 NaN            NaN   8.20530       0.612001        46.1324        33.6676     
  1086.66        2500.00                 NaN            NaN   2.65213                 NaN   6.46699                 NaN            NaN            NaN   7.63728       0.827480        47.7567        34.6595     
  1085.16        2500.00                 NaN            NaN            NaN            NaN  0.137838E-002   5.97651        5.36462                 NaN   8.25978       0.608467        46.1388        33.6504     
  1083.67        2500.00                 NaN            NaN            NaN            NaN   6.00032        5.34464                 NaN            NaN   8.26586       0.607927        46.1292        33.6521     
  1082.18        2500.00                 NaN            NaN            NaN            NaN   6.04394        5.30219                 NaN            NaN   8.26651       0.607531        46.1268        33.6530     
  1080.68        2500.00                 NaN            NaN   2.66381                 NaN   6.45328                 NaN            NaN            NaN   7.64046       0.827253        47.7446        34.6706     
  1079.19        2500.00                 NaN            NaN            NaN            NaN  0.936090E-003   6.07329        5.27837                 NaN   8.27322       0.605797        46.1120        33.6564     
  1077.69        2500.00                 NaN            NaN            NaN            NaN   6.06433        5.29030                 NaN            NaN   8.27490       0.605201        46.1074        33.6578     
  1076.20        2500.00                 NaN            NaN            NaN            NaN   6.36199        5.04347                 NaN            NaN   8.22267       0.606390        46.0852        33.6802     
  1074.71        2500.00                 NaN            NaN            NaN            NaN   6.08117        5.28082                 NaN            NaN   8.28152       0.603545        46.0914        33.6615     
  1073.21        2500.00                 NaN            NaN            NaN            NaN  0.253819E-003   6.07616        5.28902                 NaN   8.28376       0.602545        46.0850        33.6633     
  1071.72        2500.00                 NaN            NaN            NaN            NaN   6.13159        5.23635                 NaN            NaN   8.28772       0.601997        46.0776        33.6647     
  1070.22        2500.00                 NaN            NaN            NaN            NaN  0.229364E-003   5.92280        5.44977                 NaN   8.28875       0.601169        46.0701        33.6671     
  1068.73        2500.00                 NaN            NaN            NaN            NaN  0.203007E-003   5.93442        5.44110                 NaN   8.29150       0.600449        46.0635        33.6688     
  1067.23        2500.00                 NaN            NaN            NaN            NaN   6.11474        5.26268                 NaN            NaN   8.29699       0.599607        46.0562        33.6698     
  1065.74        2500.00                 NaN            NaN            NaN            NaN  0.119095E-003   5.92939        5.45257                 NaN   8.29735       0.598942        46.0494        33.6722     
  1064.25        2500.00                 NaN            NaN            NaN            NaN   6.13035        5.25357                 NaN            NaN   8.30279       0.598127        46.0419        33.6733     
  1062.75        2500.00                 NaN            NaN            NaN            NaN  0.173877E-003   6.14789        5.23854                 NaN   8.30624       0.597344        46.0351        33.6747     
  1061.26        2500.00                 NaN            NaN            NaN            NaN  0.323055E-003   6.15203        5.23750                 NaN   8.30882       0.596568        46.0282        33.6765     
  1059.76        2500.00                 NaN            NaN            NaN            NaN   6.18235        5.21069                 NaN            NaN   8.31078       0.595944        46.0218        33.6784     
  1058.27        2500.00                 NaN            NaN            NaN            NaN   6.17651        5.21933                 NaN            NaN   8.31487       0.595011        46.0145        33.6798     
  1056.78        2500.00                 NaN            NaN            NaN            NaN   6.19992        5.19878                 NaN            NaN   8.31763       0.594289        46.0079        33.6815     
  1055.28        2500.00                 NaN            NaN            NaN            NaN  0.143440E-003   6.19535        5.20664                 NaN   8.32086       0.593452        46.0004        33.6832     
  1053.79        2500.00                 NaN            NaN            NaN            NaN  0.197079E-003   6.20577        5.19933                 NaN   8.32384       0.592647        45.9934        33.6849     
  1052.29        2500.00                 NaN            NaN            NaN            NaN   6.30377        5.11418                 NaN            NaN   8.33367       0.589403        45.9703        33.6887     
  1050.80        2500.00                 NaN            NaN            NaN            NaN  0.694811E-003   6.20137        5.20936                 NaN   8.32957       0.591187        45.9796        33.6882     
  1049.31        2500.00                 NaN            NaN            NaN            NaN  0.642347E-003   6.21928        5.19450                 NaN   8.33262       0.590375        45.9727        33.6899     
  1047.81        2500.00                 NaN            NaN            NaN            NaN  0.219587E-002   6.21145        5.20403       0.101036E-005   8.33538       0.589625        45.9657        33.6916     
  1046.32        2500.00                 NaN            NaN            NaN            NaN  0.572379E-003   6.22911        5.19115                 NaN   8.33851       0.588798        45.9586        33.6932     
  1044.82        2500.00                 NaN            NaN            NaN            NaN  0.160086E-003   6.05824        5.36683                 NaN   8.33920       0.588303        45.9517        33.6955     
  1043.33        2500.00                 NaN            NaN            NaN            NaN  0.180225E-003   6.22688        5.20009                 NaN   8.34397       0.587272        45.9449        33.6967     
  1041.84        2500.00                 NaN            NaN            NaN            NaN   6.23430        5.19604                 NaN            NaN   8.34724       0.586508        45.9376        33.6984     
  1040.34        2500.00                 NaN            NaN            NaN            NaN   6.23602        5.19766                 NaN            NaN   8.35020       0.585716        45.9303        33.7001     
  1038.85        2500.00                 NaN            NaN            NaN            NaN   6.24296        5.19403                 NaN            NaN   8.35297       0.584918        45.9233        33.7018     
  1037.35        2500.00                 NaN            NaN            NaN            NaN   6.24214        5.19815                 NaN            NaN   8.35591       0.584144        45.9161        33.7036     
  1035.86        2500.00                 NaN            NaN            NaN            NaN   6.24637        5.19718                 NaN            NaN   8.35891       0.583360        45.9089        33.7053     
  1034.36        2500.00                 NaN            NaN            NaN            NaN   6.25161        5.19526                 NaN            NaN   8.36196       0.582583        45.9016        33.7070     
  1032.87        2500.00                 NaN            NaN            NaN            NaN   6.25783        5.19230                 NaN            NaN   8.36499       0.581781        45.8944        33.7087     
  1031.38        2500.00                 NaN            NaN            NaN            NaN   6.26273        5.19072                 NaN            NaN   8.36806       0.580981        45.8870        33.7105     
  1029.88        2500.00                 NaN            NaN            NaN            NaN   6.26768        5.18905                 NaN            NaN   8.37096       0.580188        45.8799        33.7122     
  1028.39        2500.00                 NaN            NaN            NaN            NaN   6.27036        5.18971                 NaN            NaN   8.37395       0.579404        45.8726        33.7139     
  1026.89        2500.00                 NaN            NaN            NaN            NaN   6.27292        5.19046                 NaN            NaN   8.37693       0.578621        45.8654        33.7157     
  1025.40        2500.00                 NaN            NaN            NaN            NaN   6.27233        5.19464                 NaN            NaN   8.37975       0.577819        45.8579        33.7175     
  1023.91        2500.00                 NaN            NaN            NaN            NaN   6.27786        5.19250                 NaN            NaN   8.38269       0.577039        45.8507        33.7193     
  1022.41        2500.00                 NaN            NaN            NaN            NaN   6.28286        5.19066                 NaN            NaN   8.38594       0.576227        45.8434        33.7209     
  1020.92        2500.00                 NaN            NaN            NaN            NaN   6.28426        5.19278                 NaN            NaN   8.38853       0.575467        45.8362        33.7228     
  1019.42        2500.00                 NaN            NaN            NaN            NaN   6.28873        5.19159                 NaN            NaN   8.39192       0.574631        45.8287        33.7245     
  1017.93        2500.00                 NaN            NaN            NaN            NaN   6.25894        5.23587                 NaN            NaN   8.40033       0.571544        45.8043        33.7290     
  1016.44        2500.00                 NaN            NaN            NaN            NaN   6.30288        5.18423                 NaN            NaN   8.39810       0.572997        45.8139        33.7279     
  1014.94        2500.00                 NaN            NaN            NaN            NaN   6.29905        5.19154                 NaN            NaN   8.40094       0.572223        45.8065        33.7297     
  1013.45        2500.00                 NaN            NaN            NaN            NaN   6.29859        5.19584                 NaN            NaN   8.40355       0.571441        45.7989        33.7317     
  1011.95        2500.00                 NaN            NaN            NaN            NaN   6.30153        5.19604                 NaN            NaN   8.40693       0.570612        45.7916        33.7333     
  1010.46        2500.00                 NaN            NaN            NaN            NaN   6.30514        5.19576                 NaN            NaN   8.40995       0.569811        45.7842        33.7351     
  1008.96        2500.00                 NaN            NaN            NaN            NaN   6.30573        5.19867                 NaN            NaN   8.41289       0.569010        45.7768        33.7369     
  1007.47        2500.00                 NaN            NaN            NaN            NaN   6.30720        5.20062                 NaN            NaN   8.41533       0.568214        45.7700        33.7387     
  1005.98        2500.00                 NaN            NaN            NaN            NaN   6.30797        5.20366                 NaN            NaN   8.41851       0.567333        45.7620        33.7405     
