|6.6.6
Archiving\03_Data\eq/QFM_m4.25/Y98/Y98_3.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.2142       0.777463       0.838106E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.2141       0.777534       0.838105E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.2140       0.777606       0.838104E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.2139       0.777678       0.838104E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.2139       0.777749       0.838104E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.2138       0.777821       0.838104E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.2137       0.777893       0.838104E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.2137       0.777965       0.838104E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.2136       0.778037       0.838105E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.2135       0.778109       0.838106E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.2134       0.778181       0.838107E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.2134       0.778253       0.838108E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.2133       0.778325       0.838110E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.2132       0.778398       0.838111E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.2131       0.778470       0.838113E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.2131       0.778543       0.838115E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.2130       0.778615       0.838117E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.2129       0.778688       0.838120E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.2129       0.778760       0.838123E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.2128       0.778833       0.838125E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.2127       0.778906       0.838128E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.2126       0.778979       0.838132E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.2126       0.779052       0.838135E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.2125       0.779125       0.838139E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.2124       0.779198       0.838142E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.2123       0.779271       0.838146E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.2123       0.779344       0.838151E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.2122       0.779417       0.838155E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.2121       0.779491       0.838160E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.2121       0.779564       0.838164E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.2120       0.779638       0.838169E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.2119       0.779711       0.838174E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.2118       0.779785       0.838180E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.2118       0.779858       0.838185E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.2117       0.779932       0.838191E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.2116       0.780006       0.838197E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.2115       0.780080       0.838203E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.2115       0.780154       0.838209E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.2114       0.780228       0.838216E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.2113       0.780302       0.838222E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.2112       0.780376       0.838229E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.2112       0.780450       0.838236E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.2111       0.780525       0.838243E-002            NaN            NaN            NaN            NaN            NaN            NaN
