|6.6.6
Archiving\03_Data\DfracLP/QFM_m4.25/K22/K22_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1914.79        500.000        99.2601                 NaN            NaN  0.739886                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.4108                 NaN            NaN  0.589207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.4211                 NaN            NaN  0.578912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.5403                 NaN            NaN  0.459698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.3106                 NaN            NaN  0.689403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.4315                 NaN            NaN  0.568535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.4247                 NaN            NaN  0.571018       0.428151E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.4471                 NaN            NaN  0.552879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.4417                 NaN            NaN  0.558251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.4455                 NaN            NaN  0.553251       0.120367E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.4464                 NaN            NaN  0.549078       0.454848E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.4420                 NaN            NaN  0.546943       0.110418E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.4456                 NaN            NaN  0.543458       0.108947E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4517                 NaN            NaN  0.537408       0.109153E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4525                 NaN            NaN  0.536607       0.108742E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4556                 NaN            NaN  0.533598       0.108436E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4582                 NaN            NaN  0.530996       0.107903E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4613                 NaN            NaN  0.527929       0.107656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4639                 NaN            NaN  0.525367       0.107026E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4648                 NaN            NaN  0.524515       0.107029E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4693                 NaN            NaN  0.520102       0.106369E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4714                 NaN            NaN  0.518013       0.105989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4729                 NaN            NaN  0.516506       0.105854E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4744                 NaN            NaN  0.515044       0.105588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4764                 NaN            NaN  0.513056       0.105279E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4794                 NaN            NaN  0.510144       0.104686E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4800                 NaN            NaN  0.509525       0.104735E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4819                 NaN            NaN  0.507718       0.104273E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4838                 NaN            NaN  0.505879       0.103690E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4839                 NaN            NaN  0.505758       0.103755E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4405                 NaN            NaN  0.548278       0.112688E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.5327                 NaN            NaN  0.457908       0.935082E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4887                 NaN            NaN  0.501096       0.102488E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.2666                 NaN            NaN  0.718679       0.147183E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.7099                 NaN            NaN  0.284361       0.578180E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4897                 NaN            NaN  0.500064       0.102009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4907                 NaN            NaN  0.499165       0.101591E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4912                 NaN            NaN  0.498704       0.101156E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4916                 NaN            NaN  0.498335       0.100977E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4912                 NaN            NaN  0.498662       0.100896E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4916                 NaN            NaN  0.498357       0.100543E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4900                 NaN            NaN  0.499936       0.100518E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4919                 NaN            NaN  0.498141       0.997707E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.5858                 NaN            NaN  0.406062       0.812079E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.3960                 NaN            NaN  0.592172       0.118046E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4855                 NaN            NaN  0.504450       0.100535E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4945                 NaN            NaN  0.495702       0.977721E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.5875                 NaN            NaN  0.403775       0.871110E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.3851                 NaN            NaN  0.603846       0.110410E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4842                 NaN            NaN  0.505925       0.991022E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4886                 NaN            NaN  0.501639       0.975601E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4858                 NaN            NaN  0.504439       0.978246E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4834                 NaN            NaN  0.506857       0.978644E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4822                 NaN            NaN  0.508044       0.976973E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4813                 NaN            NaN  0.508970       0.974462E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.5331                 NaN            NaN  0.458170       0.872161E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4212                 NaN            NaN  0.568060       0.107688E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4784                 NaN            NaN  0.511975       0.964608E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4748                 NaN            NaN  0.515579       0.966981E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.4722                 NaN            NaN  0.518194       0.965343E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4702                 NaN            NaN  0.520143       0.964456E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4683                 NaN            NaN  0.522044       0.961556E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4654                 NaN            NaN  0.524930       0.962333E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4632                 NaN            NaN  0.527176       0.960386E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4620                 NaN            NaN  0.528470       0.955305E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4530                 NaN            NaN  0.537343       0.967695E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4609                 NaN            NaN  0.529676       0.945236E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.5400                 NaN            NaN  0.451962       0.807527E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3656                 NaN            NaN  0.623436       0.109904E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4480                 NaN            NaN  0.542479       0.952322E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4463                 NaN            NaN  0.544234       0.948713E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4500                 NaN            NaN  0.540599       0.937450E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4325                 NaN            NaN  0.557878       0.961845E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4363                 NaN            NaN  0.554225       0.949107E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4353                 NaN            NaN  0.555239       0.942139E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4565                 NaN            NaN  0.534523       0.902589E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.6845                 NaN            NaN  0.310287       0.522793E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.1457                 NaN            NaN  0.840319       0.140286E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.2810                 NaN            NaN  0.707264       0.117035E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.5641                 NaN            NaN  0.428851       0.705834E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.7345                 NaN            NaN  0.261118       0.438641E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.0961                 NaN            NaN  0.889508       0.143807E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4104                 NaN            NaN  0.580215       0.938315E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4415                 NaN            NaN  0.549692       0.883597E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3730                 NaN            NaN  0.617160       0.987390E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4022                 NaN            NaN  0.588473       0.936383E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.4004                 NaN            NaN  0.590305       0.932729E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3977                 NaN            NaN  0.593011       0.931204E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3961                 NaN            NaN  0.594595       0.930174E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3926                 NaN            NaN  0.598042       0.931804E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2995                 NaN            NaN  0.689766       0.107009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3981                 NaN            NaN  0.591928       0.100000E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.4667                 NaN            NaN  0.526108       0.718203E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3800                 NaN            NaN  0.610628       0.932930E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3844                 NaN            NaN  0.606345       0.922478E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3803                 NaN            NaN  0.610442       0.925782E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3787                 NaN            NaN  0.612069       0.924595E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3772                 NaN            NaN  0.613529       0.923931E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3753                 NaN            NaN  0.615464       0.923240E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3739                 NaN            NaN  0.616863       0.922369E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3731                 NaN            NaN  0.617712       0.920684E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3710                 NaN            NaN  0.619823       0.921997E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3713                 NaN            NaN  0.619503       0.921224E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3699                 NaN            NaN  0.620952       0.917496E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3706                 NaN            NaN  0.620279       0.916464E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3714                 NaN            NaN  0.619457       0.913524E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        98.9993                 NaN            NaN  0.986023       0.147126E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.7379                 NaN            NaN  0.258468       0.363554E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3756                 NaN            NaN  0.615327       0.902911E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3664                 NaN            NaN  0.624397       0.916831E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        98.8235                 NaN            NaN   1.15951       0.170347E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.9199                 NaN            NaN  0.791836E-001  0.881079E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3774                 NaN            NaN  0.613624       0.897459E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3749                 NaN            NaN  0.616067       0.902992E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3751                 NaN            NaN  0.615869       0.904446E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3265                 NaN            NaN  0.663781       0.974598E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.4309                 NaN            NaN  0.560907       0.823427E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3811                 NaN            NaN  0.609902       0.898066E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3850                 NaN            NaN  0.606047       0.891611E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3837                 NaN            NaN  0.607293       0.895776E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        98.9509                 NaN            NaN  0.357429       0.692993E-003  0.690946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.4426                 NaN            NaN  0.698329E-001            NaN   1.48759                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.4653                 NaN            NaN  0.664455E-001            NaN   1.46822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.5100                 NaN            NaN  0.637058E-001            NaN   1.42632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.5146                 NaN            NaN  0.576458E-001            NaN   1.42776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.5681                 NaN            NaN  0.583165E-001            NaN   1.37361                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.5746                 NaN            NaN  0.598735E-001            NaN   1.36549                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.6192                 NaN            NaN  0.532544E-001            NaN   1.32756                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.6385                 NaN            NaN  0.519302E-001            NaN   1.30960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.6576                 NaN            NaN  0.484198E-001            NaN   1.29397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.6676                 NaN            NaN  0.374501E-001            NaN   1.29496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.7104                 NaN            NaN  0.432590E-001            NaN   1.24629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.7271                 NaN            NaN  0.428242E-001            NaN   1.23006                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.7488                 NaN            NaN  0.377257E-001            NaN   1.21350                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.7661                 NaN            NaN  0.343993E-001            NaN   1.19950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.7877                 NaN            NaN  0.315516E-001            NaN   1.18071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.8070                 NaN            NaN  0.322010E-001            NaN   1.16077                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.8173                 NaN            NaN  0.159122E-001            NaN   1.16683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.8247                 NaN            NaN  0.260889E-001            NaN   1.14917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.8900                 NaN            NaN  0.282440E-001            NaN   1.08175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8828                 NaN            NaN  0.233642E-001            NaN   1.09379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8972                 NaN            NaN  0.179571E-001            NaN   1.08489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.9132                 NaN            NaN  0.110503E-001            NaN   1.07573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.9380                 NaN            NaN  0.721155E-001            NaN  0.989906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.9442                 NaN            NaN            NaN            NaN   1.05583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9567                 NaN            NaN            NaN            NaN   1.04334                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9907                 NaN            NaN  0.961512E-001            NaN  0.913195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9925                 NaN            NaN  0.982900E-002            NaN  0.997623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.0050                 NaN            NaN  0.574069E-002            NaN  0.989289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.0198                 NaN            NaN            NaN            NaN  0.980227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0289                 NaN            NaN            NaN            NaN  0.971114                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.0458                 NaN            NaN  0.568358E-002            NaN  0.948490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0574                 NaN            NaN            NaN            NaN  0.942613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0695                 NaN            NaN            NaN            NaN  0.930500                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0829                 NaN            NaN            NaN            NaN  0.917076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0947                 NaN            NaN            NaN            NaN  0.905262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.1063                 NaN            NaN            NaN            NaN  0.893667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.1178                 NaN            NaN            NaN            NaN  0.882226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.1260                 NaN            NaN            NaN            NaN  0.873962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.1377                 NaN            NaN            NaN            NaN  0.862306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1476                 NaN            NaN            NaN            NaN  0.852381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1573                 NaN            NaN            NaN            NaN  0.842682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1693                 NaN            NaN            NaN            NaN  0.830693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1784                 NaN            NaN            NaN            NaN  0.821596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1002                 NaN            NaN            NaN            NaN  0.386449       0.513362                 NaN            NaN            NaN            NaN            NaN            NaN
