|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m0.25/YM20/YM20_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             Sp(TH)         Sp(TH)         San(TH)        ilm            q             
  1407.75        500.000        97.9822                 NaN  0.165571       0.637340       0.652314       0.562602                 NaN            NaN            NaN            NaN            NaN
  1406.30        500.000        98.0132                 NaN  0.167894       0.635407       0.629423       0.554095                 NaN            NaN            NaN            NaN            NaN
  1404.86        500.000        98.0498                 NaN  0.168764       0.618909       0.618333       0.544216                 NaN            NaN            NaN            NaN            NaN
  1403.41        500.000        98.0809                 NaN  0.171155       0.610421       0.601570       0.535923                 NaN            NaN            NaN            NaN            NaN
  1401.96        500.000        98.1089                 NaN  0.173491       0.586533       0.602556       0.528538                 NaN            NaN            NaN            NaN            NaN
  1400.52        500.000        98.1447                 NaN  0.173810       0.570338       0.592249       0.518858                 NaN            NaN            NaN            NaN            NaN
  1399.07        500.000        98.1657                 NaN  0.177077       0.556633       0.586581       0.513985                 NaN            NaN            NaN            NaN            NaN
  1397.63        500.000        98.2079                 NaN  0.177084       0.575343       0.538255       0.501427                 NaN            NaN            NaN            NaN            NaN
  1396.18        500.000        98.2262                 NaN  0.180267       0.526065       0.570815       0.496642                 NaN            NaN            NaN            NaN            NaN
  1394.73        500.000        98.2544                 NaN  0.182034       0.563068       0.511398       0.489139                 NaN            NaN            NaN            NaN            NaN
  1393.29        500.000        98.2784                 NaN  0.184287       0.497730       0.556675       0.482870                 NaN            NaN            NaN            NaN            NaN
  1391.84        500.000        98.3074                 NaN  0.185521       0.548868       0.483283       0.474901                 NaN            NaN            NaN            NaN            NaN
  1390.40        500.000        98.3313                 NaN  0.187504       0.470495       0.542371       0.468348                 NaN            NaN            NaN            NaN            NaN
  1388.95        500.000        98.3542                 NaN  0.189660       0.457701       0.536286       0.462110                 NaN            NaN            NaN            NaN            NaN
  1387.51        500.000        98.3764                 NaN  0.191809       0.530467       0.445150       0.456157                 NaN            NaN            NaN            NaN            NaN
  1386.06        500.000        98.4025                 NaN  0.193263       0.523658       0.431484       0.449058                 NaN            NaN            NaN            NaN            NaN
  1384.61        500.000        98.4208                 NaN  0.195990       0.519879       0.418999       0.444332                 NaN            NaN            NaN            NaN            NaN
  1383.17        500.000        98.4472                 NaN  0.196640       0.407932       0.511381       0.436852                 NaN            NaN            NaN            NaN            NaN
  1381.72        500.000        98.4666                 NaN  0.199251       0.506481       0.395955       0.431725                 NaN            NaN            NaN            NaN            NaN
  1380.28        500.000        98.4868                 NaN  0.200552       0.500990       0.385524       0.426091                 NaN            NaN            NaN            NaN            NaN
  1378.83        500.000        98.5071                 NaN  0.202879       0.373462       0.495817       0.420762                 NaN            NaN            NaN            NaN            NaN
  1377.38        500.000        98.5266                 NaN  0.204714       0.362178       0.491043       0.415455                 NaN            NaN            NaN            NaN            NaN
  1375.94        500.000        98.5449                 NaN  0.206707       0.486107       0.351923       0.410359                 NaN            NaN            NaN            NaN            NaN
  1374.49        500.000        98.5624                 NaN  0.208445       0.481881       0.341473       0.405756                 NaN            NaN            NaN            NaN            NaN
  1373.05        500.000        98.5617                 NaN  0.214917       0.478961       0.336837       0.407595                 NaN            NaN            NaN            NaN            NaN
  1371.60        500.000        98.6281                 NaN  0.207275       0.313684       0.464508       0.386431                 NaN            NaN            NaN            NaN            NaN
  1370.15        500.000        98.6188                 NaN  0.213599       0.466927       0.310271       0.390373                 NaN            NaN            NaN            NaN            NaN
  1368.71        500.000        98.6342                 NaN  0.215541       0.463344       0.301041       0.385867                 NaN            NaN            NaN            NaN            NaN
  1367.26        500.000        98.6525                 NaN  0.217110       0.458405       0.291005       0.381017                 NaN            NaN            NaN            NaN            NaN
  1365.82        500.000        98.6694                 NaN  0.218956       0.454085       0.281002       0.376506                 NaN            NaN            NaN            NaN            NaN
  1364.37        500.000        98.6847                 NaN  0.220437       0.450298       0.272355       0.372210                 NaN            NaN            NaN            NaN            NaN
  1362.92        500.000        98.7004                 NaN  0.222194       0.446350       0.263042       0.367978                 NaN            NaN            NaN            NaN            NaN
  1361.48        500.000        98.7155                 NaN  0.223960       0.442494       0.254155       0.363843                 NaN            NaN            NaN            NaN            NaN
  1360.03        500.000        98.7308                 NaN  0.225184       0.438793       0.245718       0.359509                 NaN            NaN            NaN            NaN            NaN
  1358.59        500.000        98.7454                 NaN  0.226837       0.435008       0.237189       0.355523                 NaN            NaN            NaN            NaN            NaN
  1357.14        500.000        98.7596                 NaN  0.228237       0.431607       0.228936       0.351586                 NaN            NaN            NaN            NaN            NaN
  1355.70        500.000        98.7733                 NaN  0.229804       0.427929       0.221153       0.347791                 NaN            NaN            NaN            NaN            NaN
  1354.25        500.000        98.7877                 NaN  0.230906       0.424629       0.213081       0.343720                 NaN            NaN            NaN            NaN            NaN
  1352.80        500.000        98.8009                 NaN  0.232768       0.204932       0.421196       0.340183                 NaN            NaN            NaN            NaN            NaN
  1351.36        500.000        98.8128                 NaN  0.233900       0.198116       0.418597       0.336634                 NaN            NaN            NaN            NaN            NaN
  1349.91        500.000        98.8287                 NaN  0.234412       0.414084       0.190464       0.332297                 NaN            NaN            NaN            NaN            NaN
  1348.47        500.000        98.8405                 NaN  0.235808       0.411443       0.183291       0.328957                 NaN            NaN            NaN            NaN            NaN
  1347.02        500.000        98.8525                 NaN  0.237228       0.175850       0.408679       0.325695                 NaN            NaN            NaN            NaN            NaN
  1345.57        500.000        98.8650                 NaN  0.237793       0.169975       0.405191       0.322011                 NaN            NaN            NaN            NaN            NaN
  1344.13        500.000        98.8770                 NaN  0.238769       0.402354       0.163222       0.318622                 NaN            NaN            NaN            NaN            NaN
  1342.68        500.000        98.8888                 NaN  0.239897       0.399429       0.156531       0.315297                 NaN            NaN            NaN            NaN            NaN
  1341.24        500.000        98.8997                 NaN  0.240650       0.150647       0.396829       0.312159                 NaN            NaN            NaN            NaN            NaN
  1339.79        500.000        98.9126                 NaN  0.241487       0.144088       0.393273       0.308579                 NaN            NaN            NaN            NaN            NaN
  1338.34        500.000        98.9228                 NaN  0.241760       0.390883       0.139092       0.305510                 NaN            NaN            NaN            NaN            NaN
  1336.90        500.000        98.9337                 NaN  0.242395       0.388189       0.133367       0.302383                 NaN            NaN            NaN            NaN            NaN
  1335.45        500.000        98.9441                 NaN  0.243018       0.127997       0.385474       0.299379                 NaN            NaN            NaN            NaN            NaN
  1334.01        500.000        98.9544                 NaN  0.243747       0.122657       0.382787       0.296388                 NaN            NaN            NaN            NaN            NaN
  1332.56        500.000        98.9660                 NaN  0.242897       0.379817       0.118429       0.292825                 NaN            NaN            NaN            NaN            NaN
  1331.11        500.000        98.9749                 NaN  0.244129       0.113207       0.377269       0.290472                 NaN            NaN            NaN            NaN            NaN
  1329.67        500.000        98.9815                 NaN  0.247154       0.104748       0.377059       0.289565                 NaN            NaN            NaN            NaN            NaN
  1328.22        500.000        99.0044                 NaN  0.241667       0.102720       0.370127       0.281127                 NaN            NaN            NaN            NaN            NaN
  1326.78        500.000        99.0028                 NaN  0.243958       0.101384       0.369784       0.282074                 NaN            NaN            NaN            NaN            NaN
  1325.33        500.000        99.0144                 NaN  0.243225       0.367197       0.967008E-001  0.278471                 NaN            NaN            NaN            NaN            NaN
  1323.88        500.000        99.0256                 NaN  0.242425       0.934747E-001  0.363394       0.275108                 NaN            NaN            NaN            NaN            NaN
  1322.44        500.000        99.0332                 NaN  0.242143       0.903348E-001  0.361596       0.272770                 NaN            NaN            NaN            NaN            NaN
  1320.99        500.000        99.0426                 NaN  0.242680       0.359260       0.852887E-001  0.270183                 NaN            NaN            NaN            NaN            NaN
  1319.55        500.000        99.0515                 NaN  0.241302       0.356557       0.833790E-001  0.267275                 NaN            NaN            NaN            NaN            NaN
  1318.10        500.000        99.0443                 NaN  0.263138       0.644223E-001  0.352036       0.276079                 NaN            NaN            NaN            NaN            NaN
  1316.66        500.000        99.0884                 NaN  0.219045       0.893548E-001  0.353064       0.250116                 NaN            NaN            NaN            NaN            NaN
  1315.21        500.000        99.0772                 NaN  0.239245       0.349003       0.751380E-001  0.259400                 NaN            NaN            NaN            NaN            NaN
  1313.76        500.000        99.0856                 NaN  0.238272       0.728639E-001  0.346416       0.256821                 NaN            NaN            NaN            NaN            NaN
  1312.32        500.000        99.0945                 NaN  0.237215       0.343663       0.704969E-001  0.254160                 NaN            NaN            NaN            NaN            NaN
  1310.87        500.000        99.1011                 NaN  0.235645       0.341478       0.699736E-001  0.251801                 NaN            NaN            NaN            NaN            NaN
  1309.43        500.000        99.1107                 NaN  0.234863       0.338834       0.665589E-001  0.249075                 NaN            NaN            NaN            NaN            NaN
  1307.98        500.000        99.1182                 NaN  0.233512       0.656238E-001  0.335985       0.246724                 NaN            NaN            NaN            NaN            NaN
  1306.53        500.000        99.1228                 NaN  0.230776       0.680200E-001  0.333650       0.244760                 NaN            NaN            NaN            NaN            NaN
  1305.09        500.000        99.1348                 NaN  0.229960       0.331372       0.626161E-001  0.241284                 NaN            NaN            NaN            NaN            NaN
  1303.64        500.000        99.1327                 NaN  0.199445       0.110278       0.318769       0.238831                 NaN            NaN            NaN            NaN            NaN
  1302.20        500.000        99.1549                 NaN  0.254737       0.336043       0.166468E-001  0.237647                 NaN            NaN            NaN            NaN            NaN
  1300.75        500.000        99.1558                 NaN  0.224647       0.323255       0.617111E-001  0.234586                 NaN            NaN            NaN            NaN            NaN
  1299.30        500.000        99.1623                 NaN  0.225376       0.321676       0.577298E-001  0.232897                 NaN            NaN            NaN            NaN            NaN
  1297.86        500.000        99.1714                 NaN  0.218314       0.640917E-001  0.316937       0.229209                 NaN            NaN            NaN            NaN            NaN
  1296.41        500.000        99.1764                 NaN  0.217777       0.627682E-001  0.315351       0.227717                 NaN            NaN            NaN            NaN            NaN
  1294.97        500.000        99.1833                 NaN  0.215636       0.312652       0.628812E-001  0.225513                 NaN            NaN            NaN            NaN            NaN
  1293.52        500.000        99.1909                 NaN  0.213795       0.622114E-001  0.309919       0.223170                 NaN            NaN            NaN            NaN            NaN
  1292.07        500.000        99.1962                 NaN  0.211169       0.307491       0.639096E-001  0.221236                 NaN            NaN            NaN            NaN            NaN
  1290.63        500.000        99.2036                 NaN  0.208721       0.304832       0.639892E-001  0.218825                 NaN            NaN            NaN            NaN            NaN
  1289.18        500.000        99.2102                 NaN  0.205204       0.301647       0.663777E-001  0.216604                 NaN            NaN            NaN            NaN            NaN
  1287.74        500.000        99.2160                 NaN  0.202518       0.298996       0.678870E-001  0.214590                 NaN            NaN            NaN            NaN            NaN
  1286.29        500.000        99.2224                 NaN  0.200245       0.683319E-001  0.296446       0.212547                 NaN            NaN            NaN            NaN            NaN
  1284.85        500.000        99.2286                 NaN  0.197122       0.703072E-001  0.293518       0.210432                 NaN            NaN            NaN            NaN            NaN
  1283.40        500.000        99.2246                 NaN  0.186062       0.292563       0.806960E-001  0.210178       0.587975E-002            NaN            NaN            NaN            NaN
  1281.95        500.000        99.0755                 NaN            NaN  0.341251       0.201934       0.224014       0.157301                 NaN            NaN            NaN            NaN
  1280.51        500.000        99.0850                 NaN            NaN  0.337342       0.199495       0.222128       0.156052                 NaN            NaN            NaN            NaN
  1279.06        500.000        99.0978                 NaN            NaN  0.197189       0.331916       0.219302       0.153754                 NaN            NaN            NaN            NaN
  1277.62        500.000        99.1102                 NaN            NaN  0.194300       0.327268       0.216574       0.151686                 NaN            NaN            NaN            NaN
  1276.17        500.000        99.1228                 NaN            NaN  0.321832       0.192320       0.213823       0.149227                 NaN            NaN            NaN            NaN
  1274.72        500.000        99.1349                 NaN            NaN  0.317036       0.189965       0.211114       0.146973                 NaN            NaN            NaN            NaN
  1273.28        500.000        99.1477                 NaN            NaN  0.187909       0.311661       0.208324       0.144396                 NaN            NaN            NaN            NaN
  1271.83        500.000        99.1595                 NaN            NaN  0.306683       0.185718       0.205676       0.142406                 NaN            NaN            NaN            NaN
  1270.39        500.000        99.1716                 NaN            NaN  0.184154       0.301436       0.203052       0.139737                 NaN            NaN            NaN            NaN
  1268.94        500.000        97.0527                 NaN            NaN  0.478769       0.555290       0.437086       0.269710                 NaN   1.20641                 NaN            NaN
  1267.49        500.000        89.3355                 NaN            NaN   1.57448        1.46101        1.28896       0.727298                 NaN   5.61269                 NaN            NaN
  1266.05        500.000        90.5201                 NaN            NaN   1.30626        1.39269        1.15234       0.649671                 NaN   4.97898                 NaN            NaN
  1264.60        500.000        91.4701                 NaN            NaN   1.18102        1.24679        1.04231       0.587623                 NaN   4.47212                 NaN            NaN
  1263.16        500.000        92.2454                 NaN            NaN   1.12455        1.08059       0.951856       0.538170                 NaN   4.05945                 NaN            NaN
  1261.71        500.000        92.8887                 NaN            NaN  0.997776        1.02121       0.876920       0.497640                 NaN   3.71776                 NaN            NaN
  1260.26        500.000        93.4358                 NaN            NaN  0.928153       0.930502       0.812523       0.464309                 NaN   3.42873                 NaN            NaN
  1258.82        500.000        93.9017                 NaN            NaN  0.852739       0.869086       0.757441       0.435674                 NaN   3.18339                 NaN            NaN
  1257.37        500.000        94.3020                 NaN            NaN  0.785242       0.818665       0.709932       0.411593                 NaN   2.97259                 NaN            NaN
  1255.93        500.000        94.6563                 NaN            NaN  0.724464       0.774271       0.667530       0.390144                 NaN   2.78726                 NaN            NaN
  1254.48        500.000        94.9695                 NaN            NaN  0.735368       0.669305       0.629919       0.371710                 NaN   2.62419                 NaN            NaN
  1253.04        500.000        95.2454                 NaN            NaN  0.621776       0.700759       0.596588       0.355012                 NaN   2.48043                 NaN            NaN
