|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m4.75/YM20/YM20_3.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q              hed           
  1301.36        500.000                 NaN   99.4640                 NaN            NaN  0.206450       0.146439                 NaN  0.180330       0.279219E-002            NaN            NaN            NaN            NaN
  1299.89        500.000                 NaN   99.4509                 NaN            NaN  0.145962       0.225021                 NaN  0.178095                 NaN            NaN            NaN            NaN            NaN
  1298.42        500.000                 NaN   99.4671                 NaN            NaN  0.136670       0.221597                 NaN  0.174676                 NaN            NaN            NaN            NaN            NaN
  1296.95        500.000                 NaN   99.4727                 NaN            NaN  0.134661       0.219810                 NaN  0.172786                 NaN            NaN            NaN            NaN            NaN
  1295.48        500.000                 NaN   99.4789                 NaN            NaN  0.132676       0.217680                 NaN  0.170716                 NaN            NaN            NaN            NaN            NaN
  1294.01        500.000                 NaN   99.4840                 NaN            NaN  0.216587       0.130512                 NaN  0.168906                 NaN            NaN            NaN            NaN            NaN
  1292.53        500.000                 NaN   99.4886                 NaN            NaN  0.127753       0.216108                 NaN  0.167493                 NaN            NaN            NaN            NaN            NaN
  1291.06        500.000                 NaN   99.4958                 NaN            NaN  0.213019       0.126296                 NaN  0.164847                 NaN            NaN            NaN            NaN            NaN
  1289.59        500.000                 NaN   99.5006                 NaN            NaN  0.123547       0.212498                 NaN  0.163355                 NaN            NaN            NaN            NaN            NaN
  1288.12        500.000                 NaN   99.5056                 NaN            NaN  0.122024       0.210742                 NaN  0.161625                 NaN            NaN            NaN            NaN            NaN
  1286.65        500.000                 NaN   99.5109                 NaN            NaN  0.119909       0.209359                 NaN  0.159864                 NaN            NaN            NaN            NaN            NaN
  1285.18        500.000                 NaN   96.5216                 NaN            NaN  0.611149       0.364565                 NaN  0.481989                 NaN   2.02072                 NaN            NaN            NaN
  1283.71        500.000                 NaN   92.5951                 NaN            NaN   1.13381       0.683449                 NaN  0.903451                 NaN   4.68417                 NaN            NaN            NaN
  1282.24        500.000                 NaN   93.1979                 NaN            NaN  0.653602        1.01107                 NaN  0.837456       0.381281E-002   4.29619                 NaN            NaN            NaN
  1280.77        500.000                 NaN   93.7202                 NaN            NaN  0.887201       0.640726                 NaN  0.780947       0.894918E-002   3.96201                 NaN            NaN            NaN
  1279.30        500.000                 NaN   94.1993                 NaN            NaN  0.581185       0.838367                 NaN  0.723333       0.583520E-002   3.65201                 NaN            NaN            NaN
  1277.83        500.000                 NaN   94.6108                 NaN            NaN  0.526023       0.800296                 NaN  0.673784       0.315450E-002   3.38595                 NaN            NaN            NaN
  1276.36        500.000                 NaN   94.9684                 NaN            NaN  0.475352       0.770080                 NaN  0.630572       0.859294E-003   3.15474                 NaN            NaN            NaN
  1274.89        500.000                 NaN   95.2791                 NaN            NaN  0.437443       0.733708                 NaN  0.593109                 NaN   2.95665                 NaN            NaN            NaN
  1273.42        500.000                 NaN   95.5558                 NaN            NaN  0.399557       0.706780                 NaN  0.561466                 NaN   2.77641                 NaN            NaN            NaN
  1271.95        500.000                 NaN   95.8010                 NaN            NaN  0.684448       0.362291                 NaN  0.532486                 NaN   2.61977                 NaN            NaN            NaN
  1270.48        500.000                 NaN   96.0212                 NaN            NaN  0.690187       0.303421                 NaN  0.506526                 NaN   2.47865                 NaN            NaN            NaN
  1269.01        500.000                 NaN   96.2189                 NaN            NaN  0.946113                 NaN            NaN  0.483211                 NaN   2.35177                 NaN            NaN            NaN
  1267.54        500.000                 NaN   96.4083                 NaN            NaN  0.899783                 NaN            NaN  0.459472                 NaN   2.23244                 NaN            NaN            NaN
  1266.07        500.000                 NaN   96.5788                 NaN            NaN  0.858103                 NaN            NaN  0.438796                 NaN   2.12433                 NaN            NaN            NaN
  1264.60        500.000                 NaN   96.7340                 NaN            NaN  0.820005                 NaN            NaN  0.420128                 NaN   2.02584                 NaN            NaN            NaN
  1263.13        500.000                 NaN   96.8779                 NaN            NaN  0.784951                 NaN            NaN  0.401726                 NaN   1.93539                 NaN            NaN            NaN
  1261.66        500.000                 NaN   97.0115                 NaN            NaN  0.751895                 NaN            NaN  0.385736                 NaN   1.85092                 NaN            NaN            NaN
  1260.19        500.000                 NaN   97.1303                 NaN            NaN  0.722546                 NaN            NaN  0.371933                 NaN   1.77521                 NaN            NaN            NaN
  1258.72        500.000                 NaN   97.2465                 NaN            NaN  0.694677                 NaN            NaN  0.355703                 NaN   1.70317                 NaN            NaN            NaN
  1257.25        500.000                 NaN   97.3496                 NaN            NaN  0.669183                 NaN            NaN  0.343508                 NaN   1.63772                 NaN            NaN            NaN
  1255.78        500.000                 NaN   97.4488                 NaN            NaN  0.645258                 NaN            NaN  0.330347                 NaN   1.57561                 NaN            NaN            NaN
  1254.31        500.000                 NaN   97.5392                 NaN            NaN  0.622896                 NaN            NaN  0.319496                 NaN   1.51838                 NaN            NaN            NaN
  1252.84        500.000                 NaN   97.6264                 NaN            NaN  0.601238                 NaN            NaN  0.308337                 NaN   1.46405                 NaN            NaN            NaN
  1251.37        500.000                 NaN   97.7050                 NaN            NaN  0.582152                 NaN            NaN  0.298669                 NaN   1.41414                 NaN            NaN            NaN
  1249.90        500.000                 NaN   97.7854                 NaN            NaN  0.562070                 NaN            NaN  0.287475                 NaN   1.36503                 NaN            NaN            NaN
  1248.43        500.000                 NaN   97.8554                 NaN            NaN  0.544573                 NaN            NaN  0.279709                 NaN   1.32034                 NaN            NaN            NaN
  1246.96        500.000                 NaN   97.7806                 NaN            NaN  0.542221                 NaN            NaN  0.288245                 NaN   1.37194       0.169939E-001            NaN            NaN
  1245.49        500.000                 NaN   97.6208                 NaN            NaN  0.546374                 NaN            NaN  0.309026                 NaN   1.47932       0.444506E-001            NaN            NaN
  1244.02        500.000                 NaN   97.7030                 NaN            NaN  0.526857                 NaN            NaN  0.294774                 NaN   1.43200       0.433920E-001            NaN            NaN
  1242.55        500.000                 NaN   97.7832                 NaN            NaN  0.508775                 NaN            NaN  0.283089                 NaN   1.38332       0.416275E-001            NaN            NaN
  1241.08        500.000                 NaN   97.8618                 NaN            NaN  0.490627                 NaN            NaN  0.272710                 NaN   1.33523       0.395935E-001            NaN            NaN
  1239.61        500.000                 NaN   97.9350                 NaN            NaN  0.473678                 NaN            NaN  0.261913                 NaN   1.29142       0.380283E-001            NaN            NaN
  1238.14        500.000                 NaN   98.0040                 NaN            NaN  0.457687                 NaN            NaN  0.252174                 NaN   1.24980       0.363712E-001            NaN            NaN
  1236.67        500.000                 NaN   98.0721                 NaN            NaN  0.441561                 NaN            NaN  0.243084                 NaN   1.20859       0.346831E-001            NaN            NaN
  1235.20        500.000                 NaN   98.1333                 NaN            NaN  0.427757                 NaN            NaN  0.233509                 NaN   1.17206       0.334190E-001            NaN            NaN
  1233.73        500.000                 NaN   98.1948                 NaN            NaN  0.413143                 NaN            NaN  0.225119                 NaN   1.13497       0.319134E-001            NaN            NaN
  1232.26        500.000                 NaN   98.2504                 NaN            NaN  0.400652                 NaN            NaN  0.217170                 NaN   1.10119       0.305677E-001            NaN            NaN
  1230.79        500.000                 NaN   98.3047                 NaN            NaN  0.388162                 NaN            NaN  0.209984                 NaN   1.06796       0.291592E-001            NaN            NaN
  1229.32        500.000                 NaN   98.3533                 NaN            NaN  0.378038                 NaN            NaN  0.203317                 NaN   1.03754       0.277788E-001            NaN            NaN
  1227.85        500.000                 NaN   98.4040                 NaN            NaN  0.365800                 NaN            NaN  0.196317                 NaN   1.00727       0.265778E-001            NaN            NaN
  1226.38        500.000                 NaN   98.4504                 NaN            NaN  0.355645                 NaN            NaN  0.191185                 NaN  0.977641       0.250982E-001            NaN            NaN
  1224.91        500.000                 NaN   98.4956                 NaN            NaN  0.345261                 NaN            NaN  0.183829                 NaN  0.951100       0.242348E-001            NaN            NaN
  1223.44        500.000                 NaN   98.5397                 NaN            NaN  0.334512                 NaN            NaN  0.176587                 NaN  0.925722       0.235228E-001            NaN            NaN
  1221.97        500.000                 NaN   98.5813                 NaN            NaN  0.324983                 NaN            NaN  0.171573                 NaN  0.899839       0.222718E-001            NaN            NaN
  1220.50        500.000                 NaN   98.6179                 NaN            NaN  0.317361                 NaN            NaN  0.166447                 NaN  0.877025       0.212947E-001            NaN            NaN
  1219.03        500.000                 NaN   98.6576                 NaN            NaN  0.307699                 NaN            NaN  0.161237                 NaN  0.853065       0.203571E-001            NaN            NaN
  1217.56        500.000                 NaN   75.5505                 NaN  0.577870E-002   3.33442       0.221875E-005            NaN   2.21322                 NaN   11.2921       0.180760        7.42325                 NaN
  1216.09        500.000                 NaN   99.1917                 NaN            NaN            NaN            NaN            NaN  0.503157E-001            NaN  0.344371       0.422740E-002  0.409386                 NaN
  1214.62        500.000                 NaN   99.9705                 NaN            NaN  0.930549E-002            NaN            NaN  0.611183E-002            NaN            NaN  0.541718E-003  0.135859E-001            NaN
  1213.15        500.000                 NaN   99.8617                 NaN            NaN  0.487165E-001  0.568240E-003            NaN  0.690956E-002            NaN  0.821287E-001            NaN            NaN            NaN
  1211.68        500.000                 NaN   99.9354                 NaN            NaN  0.489922E-001            NaN            NaN  0.138815E-001            NaN            NaN  0.169257E-002            NaN            NaN
  1210.21        500.000                 NaN   99.7397                 NaN            NaN  0.709680E-001            NaN            NaN  0.150888                 NaN  0.384745E-001            NaN            NaN            NaN
  1208.74        500.000                 NaN   98.5113                 NaN            NaN  0.705520E-002  0.491328E-001            NaN            NaN            NaN  0.680067       0.114600E-001  0.740952                 NaN
  1207.27        500.000                 NaN   99.3610                 NaN            NaN  0.827232E-001  0.901871E-001            NaN  0.491537E-001            NaN  0.313089                 NaN  0.103878                 NaN
  1205.80        500.000                 NaN   89.8925                 NaN            NaN   1.09986                 NaN            NaN  0.817188                 NaN   4.05790       0.427441E-001   4.08985                 NaN
  1204.33        500.000                 NaN   92.1567                 NaN            NaN  0.747744                 NaN            NaN  0.621347                 NaN   3.19641       0.373620E-001   3.24041                 NaN
  1202.86        500.000                 NaN   92.2254                 NaN            NaN  0.327809       0.389978                 NaN  0.599744                 NaN   3.18917       0.390555E-001   3.22883                 NaN
  1201.39        500.000                 NaN   89.6532                 NaN            NaN   1.19521                 NaN            NaN  0.805596                 NaN   4.13116       0.440118E-001   4.17087                 NaN
  1199.92        500.000                 NaN   68.8925                 NaN  0.109154        3.32480                 NaN            NaN   2.51601                 NaN   12.3803       0.100034        12.6772                 NaN
  1198.45        500.000                 NaN   99.9999                 NaN            NaN  0.403342E-005  0.391214E-005            NaN  0.567058E-005            NaN  0.256640E-004            NaN  0.286556E-004            NaN
  1196.98        500.000                 NaN  100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.617672E-005            NaN  0.311151E-005            NaN
  1195.51        500.000       0.180788E-005  100.0000                 NaN            NaN  0.283677E-005            NaN            NaN            NaN            NaN  0.734879E-005            NaN  0.951831E-005            NaN
  1194.04        500.000                 NaN   99.9994                 NaN  0.146995E-004            NaN            NaN            NaN  0.412797E-004            NaN  0.289723E-003  0.404658E-005  0.268750E-003  0.242934E-004
  1192.57        500.000                 NaN   71.7112                 NaN            NaN   2.56267                 NaN            NaN   2.04377                 NaN   11.9268       0.112707        11.6429                 NaN
  1191.10        500.000                 NaN   40.2616                 NaN            NaN   5.10300                 NaN            NaN   4.22239                 NaN   25.6240       0.200215        24.5888                 NaN
  1189.63        500.000                 NaN            NaN            NaN            NaN   8.24695       0.924836E-006            NaN   6.96521                 NaN   43.1453       0.331410        41.3111                 NaN
  1188.16        500.000                 NaN            NaN            NaN            NaN   5.29391        2.95404                 NaN   6.97881                 NaN   43.1317       0.328440        41.3132                 NaN
  1186.69        500.000                 NaN            NaN            NaN            NaN   5.45681        2.79564                 NaN   6.97733                 NaN   43.1280       0.326931        41.3153                 NaN
  1185.22        500.000                 NaN            NaN            NaN            NaN   7.91135       0.338032       0.147591E-005   6.96830                 NaN   43.1371       0.330701        41.3146                 NaN
  1183.75        500.000                 NaN            NaN            NaN            NaN   7.99121       0.260324                 NaN   6.97023                 NaN   43.1321       0.330257        41.3159                 NaN
  1182.28        500.000                 NaN            NaN            NaN            NaN   8.06018       0.194352                 NaN   6.97388                 NaN   43.1247       0.329445        41.3175                 NaN
  1180.81        500.000                 NaN            NaN            NaN            NaN   5.20321        3.04815                 NaN   6.98181                 NaN   43.1203       0.327379        41.3191                 NaN
  1179.34        500.000                 NaN            NaN            NaN            NaN   8.25760                 NaN            NaN   6.97805                 NaN   43.1158       0.328520        41.3201                 NaN
  1177.87        500.000                 NaN            NaN            NaN            NaN   5.83574        2.44556       0.605887E-003   7.02254                 NaN   43.0507       0.317863        41.3270                 NaN
  1176.40        500.000                 NaN            NaN            NaN            NaN   5.83461        2.44659       0.488849E-003   7.02258                 NaN   43.0499       0.317840        41.3280                 NaN
  1174.93        500.000                 NaN            NaN            NaN            NaN   5.83348        2.44760       0.390076E-003   7.02262                 NaN   43.0491       0.317818        41.3290                 NaN
  1173.46        500.000                 NaN            NaN            NaN            NaN   5.83236        2.44857       0.312048E-003   7.02266                 NaN   43.0483       0.317797        41.3300                 NaN
  1171.99        500.000                 NaN            NaN            NaN            NaN   5.83119        2.44958       0.250824E-003   7.02270                 NaN   43.0475       0.317775        41.3311                 NaN
  1170.52        500.000                 NaN            NaN            NaN            NaN   5.83003        2.45057       0.203826E-003   7.02274                 NaN   43.0466       0.317753        41.3321                 NaN
  1169.05        500.000                 NaN            NaN            NaN            NaN   8.27351                 NaN            NaN   6.99448                 NaN   43.0775       0.324072        41.3304                 NaN
  1167.58        500.000                 NaN            NaN            NaN            NaN   5.82772        2.45264       0.525105E-005   7.02282                 NaN   43.0450       0.317709        41.3341                 NaN
  1166.11        500.000                 NaN            NaN            NaN            NaN   8.28439                 NaN            NaN   7.00338                 NaN   43.0562       0.321272        41.3348                 NaN
  1164.64        500.000                 NaN            NaN            NaN            NaN   8.28298                 NaN            NaN   7.00363                 NaN   43.0564       0.321492        41.3355                 NaN
  1163.17        500.000                 NaN            NaN            NaN            NaN   5.07140        3.19918                 NaN   6.99800                 NaN   43.0737       0.323271        41.3344                 NaN
  1161.70        500.000                 NaN            NaN            NaN            NaN   5.82271        2.45679                 NaN   7.02299                 NaN   43.0417       0.317617        41.3382                 NaN
  1160.23        500.000                 NaN            NaN            NaN            NaN   5.11748        3.15914                 NaN   7.00275                 NaN   43.0611       0.322043        41.3375                 NaN
  1158.76        500.000                 NaN            NaN            NaN            NaN   5.17489        3.10551                 NaN   7.00560                 NaN   43.0536       0.321304        41.3391                 NaN
  1157.29        500.000                 NaN            NaN            NaN            NaN   5.27206        3.01288                 NaN   7.00891                 NaN   43.0449       0.320442        41.3408                 NaN
  1155.82        500.000                 NaN            NaN            NaN            NaN   5.81738        2.46129                 NaN   7.02317                 NaN   43.0384       0.317520        41.3422                 NaN
  1154.35        500.000                 NaN            NaN            NaN            NaN   1.16924        1.43634        5.68556        7.01702                 NaN   43.0291       0.317901        41.3448                 NaN
  1152.88        500.000                 NaN            NaN            NaN            NaN   1.13565        1.40960        5.74744        7.01883                 NaN   43.0249       0.317448        41.3461                 NaN
  1151.41        500.000                 NaN            NaN            NaN            NaN   1.11191        1.38093        5.80122        7.02060                 NaN   43.0209       0.317010        41.3474                 NaN
  1149.94        500.000                 NaN            NaN            NaN            NaN   1.08522        1.34642        5.86401        7.02244                 NaN   43.0166       0.316547        41.3487                 NaN
  1148.47        500.000                 NaN            NaN            NaN            NaN   1.06241        1.30749        5.92736        7.02429                 NaN   43.0123       0.316078        41.3500                 NaN
  1147.00        500.000                 NaN            NaN            NaN            NaN   1.04409        1.26365        5.99115        7.02614                 NaN   43.0080       0.315606        41.3513                 NaN
  1145.53        500.000                 NaN            NaN            NaN            NaN   7.08576        1.21468       0.665122E-004   7.02801                 NaN   43.0037       0.315130        41.3527                 NaN
  1144.06        500.000                 NaN            NaN            NaN            NaN   7.14191        1.16019       0.568062E-004   7.02987                 NaN   42.9994       0.314650        41.3540                 NaN
  1142.59        500.000                 NaN            NaN            NaN            NaN   7.20400        1.09977       0.484909E-004   7.03174                 NaN   42.9950       0.314168        41.3553                 NaN
  1141.12        500.000                 NaN            NaN            NaN            NaN   7.27243        1.03300       0.414323E-004   7.03360                 NaN   42.9907       0.313683        41.3566                 NaN
  1139.65        500.000                 NaN            NaN            NaN            NaN   7.34771       0.959400       0.354565E-004   7.03546                 NaN   42.9863       0.313198        41.3579                 NaN
  1138.18        500.000                 NaN            NaN            NaN            NaN   5.79894        2.47738                 NaN   7.02381                 NaN   43.0282       0.317194        41.3544                 NaN
  1136.71        500.000                 NaN            NaN            NaN            NaN   7.52092       0.789525       0.261370E-004   7.03912                 NaN   42.9777       0.312227        41.3605                 NaN
  1135.24        500.000                 NaN            NaN            NaN            NaN   7.62000       0.692098       0.226164E-004   7.04093                 NaN   42.9734       0.311743        41.3618                 NaN
  1133.77        500.000                 NaN            NaN            NaN            NaN   5.79357        2.48220                 NaN   7.02400                 NaN   43.0256       0.317102        41.3575                 NaN
  1132.30        500.000                 NaN            NaN            NaN            NaN   7.84651       0.468857       0.172605E-004   7.04445                 NaN   42.9649       0.310787        41.3644                 NaN
  1130.83        500.000                 NaN            NaN            NaN            NaN   5.78979        2.48563                 NaN   7.02414                 NaN   43.0239       0.317039        41.3595                 NaN
  1129.36        500.000                 NaN            NaN            NaN            NaN   6.99576        1.33850                 NaN   7.05808                 NaN   42.9311       0.306886        41.3697                 NaN
  1127.89        500.000                 NaN            NaN            NaN            NaN   8.26900       0.510809E-001            NaN   7.04942                 NaN   42.9528       0.309403        41.3683                 NaN
  1126.42        500.000                 NaN            NaN            NaN            NaN   5.78374        2.49117                 NaN   7.02435                 NaN   43.0212       0.316939        41.3626                 NaN
  1124.95        500.000                 NaN            NaN            NaN            NaN   6.43592        1.89989                 NaN   7.06017                 NaN   42.9250       0.306195        41.3728                 NaN
  1123.48        500.000                 NaN            NaN            NaN            NaN   5.77943        2.49515                 NaN   7.02450                 NaN   43.0194       0.316869        41.3646                 NaN
  1122.01        500.000                 NaN            NaN            NaN            NaN   8.33639                 NaN            NaN   7.06282                 NaN   42.9197       0.306054        41.3750                 NaN
  1120.54        500.000                 NaN            NaN            NaN            NaN   8.35009                 NaN            NaN   7.07339                 NaN   42.8949       0.302631        41.3790                 NaN
  1119.07        500.000                 NaN            NaN            NaN            NaN  0.419707        7.91693                 NaN   7.06454                 NaN   42.9161       0.305857        41.3768                 NaN
  1117.60        500.000                 NaN            NaN            NaN            NaN   8.35284                 NaN            NaN   7.07675                 NaN   42.8873       0.301736        41.3814                 NaN
  1116.13        500.000                 NaN            NaN            NaN            NaN   8.35383                 NaN            NaN   7.07794                 NaN   42.8842       0.301415        41.3826                 NaN
  1114.66        500.000                 NaN            NaN            NaN            NaN   6.08778        2.26883                 NaN   7.08054                 NaN   42.8780       0.300682        41.3841                 NaN
  1113.19        500.000                 NaN            NaN            NaN            NaN   8.34964                 NaN            NaN   7.07620                 NaN   42.8882       0.302360        41.3836                 NaN
  1111.72        500.000                 NaN            NaN            NaN            NaN   4.62034        3.73999                 NaN   7.08435                 NaN   42.8688       0.299627        41.3869                 NaN
  1110.25        500.000                 NaN            NaN            NaN            NaN   8.36590                 NaN            NaN   7.08946                 NaN   42.8574       0.298166        41.3890                 NaN
  1108.78        500.000                 NaN            NaN            NaN            NaN   2.69427        5.66268                 NaN   7.08076                 NaN   42.8735       0.300562        41.3882                 NaN
  1107.31        500.000                 NaN            NaN            NaN            NaN   5.42906        2.94060                 NaN   7.09340                 NaN   42.8481       0.297074        41.3917                 NaN
  1105.84        500.000                 NaN            NaN            NaN            NaN   8.37365                 NaN            NaN   7.09696                 NaN   42.8398       0.296040        41.3935                 NaN
  1104.37        500.000                 NaN            NaN            NaN            NaN   8.36572                 NaN            NaN   7.09200                 NaN   42.8516       0.297958        41.3928                 NaN
  1102.90        500.000                 NaN            NaN            NaN            NaN   6.21196        2.14201                 NaN   7.08119                 NaN   42.8725       0.301002        41.3913                 NaN
  1101.43        500.000                 NaN            NaN            NaN            NaN   8.36656                 NaN            NaN   7.09368                 NaN   42.8473       0.297639        41.3949                 NaN
  1099.96        500.000                 NaN            NaN            NaN            NaN   5.66770        2.61166                 NaN   7.03756                 NaN   42.9872       0.314200        41.3817                 NaN
  1098.49        500.000                 NaN            NaN            NaN            NaN   8.37428                 NaN            NaN   7.10042                 NaN   42.8313       0.295562        41.3984                 NaN
  1097.02        500.000                 NaN            NaN            NaN            NaN   8.38393       0.119118E-005            NaN   7.10769                 NaN   42.8138       0.293080        41.4015                 NaN
  1095.55        500.000                 NaN            NaN            NaN            NaN   3.82817        4.54797                 NaN   7.10233                 NaN   42.8259       0.295049        41.4006                 NaN
  1094.08        500.000                 NaN            NaN            NaN            NaN   8.37732                 NaN            NaN   7.10466                 NaN   42.8214       0.294514        41.4021                 NaN
  1092.61        500.000                 NaN            NaN            NaN            NaN   8.39553                 NaN            NaN   7.11804                 NaN   42.7896       0.290005        41.4068                 NaN
  1091.14        500.000                 NaN            NaN            NaN            NaN   8.38016                 NaN            NaN   7.10728                 NaN   42.8142       0.293791        41.4046                 NaN
  1089.67        500.000                 NaN            NaN            NaN            NaN   1.01685        7.36592                 NaN   7.10943                 NaN   42.8086       0.293138        41.4060                 NaN
  1088.20        500.000                 NaN            NaN            NaN            NaN   1.49788        6.89952       0.178375E-004   7.12045                 NaN   42.7827       0.289408        41.4101                 NaN
  1086.73        500.000                 NaN            NaN            NaN            NaN   5.17808        3.20145                 NaN   7.10743                 NaN   42.8120       0.294031        41.4071                 NaN
  1085.26        500.000                 NaN            NaN            NaN            NaN   8.40845                 NaN            NaN   7.13019                 NaN   42.7606       0.286449        41.4143                 NaN
  1083.79        500.000                 NaN            NaN            NaN            NaN   5.44176        2.94214       0.197438E-003   7.11208                 NaN   42.8012       0.292720        41.4099                 NaN
  1082.32        500.000                 NaN            NaN            NaN            NaN   3.89666        4.50844                 NaN   7.12644                 NaN   42.7657       0.287651        41.4151                 NaN
  1080.85        500.000                 NaN            NaN            NaN            NaN   4.02951        4.37820                 NaN   7.12877                 NaN   42.7599       0.286964        41.4166                 NaN
  1079.38        500.000                 NaN            NaN            NaN            NaN   8.41984                 NaN            NaN   7.14073                 NaN   42.7355       0.283374        41.4205                 NaN
  1077.91        500.000                 NaN            NaN            NaN            NaN   4.27244        4.14039                 NaN   7.13348                 NaN   42.7485       0.285601        41.4196                 NaN
  1076.44        500.000                 NaN            NaN            NaN            NaN   2.66348        5.70683       0.987190E-006   7.11206                 NaN   42.8111       0.293503        41.4130                 NaN
  1074.97        500.000                 NaN            NaN            NaN            NaN   8.41389                 NaN            NaN   7.13764                 NaN   42.7416       0.284772        41.4221                 NaN
  1073.50        500.000                 NaN            NaN            NaN            NaN   8.41709                 NaN            NaN   7.14016                 NaN   42.7351       0.283991        41.4237                 NaN
  1072.03        500.000                 NaN            NaN            NaN            NaN   1.91623        6.51587                 NaN   7.15182                 NaN   42.7081       0.280093        41.4279                 NaN
  1070.56        500.000                 NaN            NaN            NaN            NaN   8.43557                 NaN            NaN   7.15507                 NaN   42.7006       0.279128        41.4296                 NaN
  1069.09        500.000                 NaN            NaN            NaN            NaN   2.52145        5.85702                 NaN   7.12068                 NaN   42.7899       0.290877        41.4201                 NaN
  1067.62        500.000                 NaN            NaN            NaN            NaN   1.82486        6.60166                 NaN   7.14914                 NaN   42.7134       0.281383        41.4295                 NaN
  1066.15        500.000                 NaN            NaN            NaN            NaN   2.17775        6.25183                 NaN   7.15176                 NaN   42.7070       0.280579        41.4311                 NaN
  1064.68        500.000                 NaN            NaN            NaN            NaN   2.51996        5.91285                 NaN   7.15445                 NaN   42.7003       0.279745        41.4327                 NaN
  1063.21        500.000                 NaN            NaN            NaN            NaN   2.39028        5.99780                 NaN   7.12909                 NaN   42.7687       0.288285        41.4259                 NaN
  1061.74        500.000                 NaN            NaN            NaN            NaN   6.15682        2.28143                 NaN   7.15977                 NaN   42.6878       0.278151        41.4360                 NaN
  1060.27        500.000                 NaN            NaN            NaN            NaN   2.13125        6.26945                 NaN   7.13914                 NaN   42.7444       0.285221        41.4305                 NaN
  1058.80        500.000                 NaN            NaN            NaN            NaN   2.40915        6.02917                 NaN   7.16161                 NaN   42.6843       0.277519        41.4383                 NaN
  1057.33        500.000                 NaN            NaN            NaN  0.745769        4.89010        2.15985                 NaN   6.93678                 NaN   43.1849       0.352665        41.7300                 NaN
  1055.86        500.000                 NaN            NaN            NaN            NaN   4.72877        3.72821                 NaN   7.17519                 NaN   42.6508       0.273257        41.4437                 NaN
  1054.39        500.000                 NaN            NaN            NaN            NaN   5.52913        2.92891                 NaN   7.17611                 NaN   42.6478       0.273118        41.4450                 NaN
  1052.92        500.000                 NaN            NaN            NaN            NaN   1.80000        6.65802                 NaN   7.17745                 NaN   42.6459       0.272670        41.4459                 NaN
  1051.45        500.000                 NaN            NaN            NaN            NaN   8.47645                 NaN            NaN   7.19141                 NaN   42.6136       0.268178        41.4504                 NaN
  1049.98        500.000                 NaN            NaN            NaN            NaN   8.47950                 NaN            NaN   7.19410                 NaN   42.6071       0.267363        41.4520                 NaN
  1048.51        500.000                 NaN            NaN            NaN            NaN   7.25674        1.21454                 NaN   7.18849                 NaN   42.6198       0.269108        41.4513                 NaN
  1047.04        500.000                 NaN            NaN            NaN            NaN  0.678409       0.156471E-002   7.79002        7.18897                 NaN   42.6200       0.269010        41.4520                 NaN
  1045.57        500.000                 NaN            NaN            NaN            NaN  0.331454        7.56816       0.581394        7.19753                 NaN   42.5998       0.266459        41.4552                 NaN
  1044.10        500.000                 NaN            NaN            NaN            NaN   8.49128                 NaN            NaN   7.20444                 NaN   42.5818       0.264225        41.4582                 NaN
  1042.63        500.000                 NaN            NaN            NaN            NaN   1.86373        6.62862                 NaN   7.20543                 NaN   42.5788       0.263959        41.4595                 NaN
  1041.16        500.000                 NaN            NaN            NaN            NaN   2.72722        5.76414                 NaN   7.20470                 NaN   42.5793       0.264256        41.4604                 NaN
  1039.69        500.000                 NaN            NaN            NaN            NaN   2.71460        5.77828                 NaN   7.20608                 NaN   42.5755       0.263867        41.4617                 NaN
  1038.22        500.000                 NaN            NaN            NaN   1.19680        4.51462        1.78876                 NaN   6.86057                 NaN   43.3243       0.377778        41.9372                 NaN
  1036.75        500.000                 NaN            NaN            NaN            NaN   2.70850        5.78798                 NaN   7.20935                 NaN   42.5668       0.262933        41.4644                 NaN
  1035.28        500.000                 NaN            NaN            NaN            NaN   2.87857        5.62132                 NaN   7.21215                 NaN   42.5598       0.262073        41.4661                 NaN
  1033.81        500.000                 NaN            NaN            NaN  0.908185        6.76673       0.131681                 NaN   6.98415                 NaN   43.0334       0.337329        41.8385                 NaN
  1032.34        500.000                 NaN            NaN            NaN   1.19666        4.51405        1.78853                 NaN   6.86042                 NaN   43.3215       0.377742        41.9411                 NaN
  1030.87        500.000                 NaN            NaN            NaN  0.971629        6.78993                 NaN            NaN   6.97086                 NaN   43.0585       0.341788        41.8673                 NaN
  1029.40        500.000                 NaN            NaN            NaN   1.01604        6.68289       0.285892E-001            NaN   6.95974                 NaN   43.0807       0.345507        41.8866                 NaN
  1027.93        500.000                 NaN            NaN            NaN   1.04719        6.65761                 NaN            NaN   6.95277                 NaN   43.0940       0.347844        41.9006                 NaN
  1026.46        500.000                 NaN            NaN            NaN   1.05414        6.64777                 NaN            NaN   6.95280                 NaN   43.0924       0.347861        41.9050                 NaN
  1024.99        500.000                 NaN            NaN            NaN   1.08771        6.58896                 NaN            NaN   6.94475                 NaN   43.1081       0.350560        41.9199                 NaN
