|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.5/Y98/Y98_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             Sp(TH)         San(TH)        ilm            q             
  1225.61        2500.00        99.9999       0.122826E-004            NaN            NaN            NaN  0.194686E-005  0.107070E-004  0.686029E-005  0.538915E-004            NaN  0.395826E-004
  1224.40        2500.00        99.9996       0.206777E-004  0.295254E-004            NaN            NaN            NaN  0.364478E-004  0.181591E-004  0.181564E-003            NaN  0.132006E-003
  1223.18        2500.00        45.2442        3.61927        3.52801                 NaN            NaN            NaN   4.79327        2.21757        23.6131                 NaN   16.9846     
  1221.97        2500.00                 NaN   6.81110        5.79627                 NaN            NaN            NaN   8.55072        3.93862        43.5210                 NaN   31.3823     
  1220.76        2500.00                 NaN   6.78839        5.84189                 NaN            NaN            NaN   8.55540        3.92283        43.5219                 NaN   31.3696     
  1219.55        2500.00                 NaN   6.94254        5.68739                 NaN            NaN            NaN   8.55734        3.92560        43.5121                 NaN   31.3750     
  1218.33        2500.00                 NaN   6.95737        5.71514                 NaN            NaN            NaN   8.56326        3.90074        43.5042                 NaN   31.3593     
  1217.12        2500.00                 NaN   6.69582        5.95011                 NaN            NaN            NaN   8.57391        3.91138        43.5033                 NaN   31.3655     
  1215.91        2500.00                 NaN   6.71561        5.92714                 NaN            NaN            NaN   8.58062        3.90870        43.5045                 NaN   31.3634     
  1214.69        2500.00                 NaN   7.07570        5.65842                 NaN            NaN            NaN   8.57682        3.86135        43.4937                 NaN   31.3340     
  1213.48        2500.00                 NaN   7.04511        5.69523                 NaN            NaN            NaN   8.57692        3.85829        43.4922                 NaN   31.3323     
  1212.27        2500.00                 NaN   7.11129        5.63991                 NaN            NaN            NaN   8.58017        3.85188        43.4881                 NaN   31.3286     
  1211.05        2500.00                 NaN   12.2611        2.88284                 NaN            NaN            NaN   8.71157        1.94547        43.2493       0.548364        30.4014     
  1209.84        2500.00                 NaN   12.2948        2.85982                 NaN            NaN            NaN   8.71301        1.93803        43.2473       0.549627        30.3974     
  1208.63        2500.00                 NaN   17.5534       0.721928E-001            NaN            NaN            NaN   8.88185                 NaN   42.9562        1.08715        29.4492     
  1207.42        2500.00                 NaN   17.4939       0.117325                 NaN            NaN            NaN   8.86352                 NaN   42.9816        1.09439        29.4493     
  1206.20        2500.00                 NaN   17.3741       0.234677                 NaN            NaN            NaN   8.86154                 NaN   42.9845        1.09551        29.4497     
  1204.99        2500.00                 NaN   17.3482       0.260422                 NaN            NaN            NaN   8.86294                 NaN   42.9834        1.09543        29.4497     
  1203.78        2500.00                 NaN   17.3229       0.285502                 NaN            NaN            NaN   8.86435                 NaN   42.9823        1.09534        29.4497     
  1202.56        2500.00                 NaN   17.2984       0.309785                 NaN            NaN            NaN   8.86576                 NaN   42.9811        1.09526        29.4496     
  1201.35        2500.00                 NaN   17.2746       0.333480                 NaN            NaN            NaN   8.86717                 NaN   42.9800        1.09518        29.4496     
  1200.14        2500.00                 NaN   17.2513       0.356575                 NaN            NaN            NaN   8.86860                 NaN   42.9788        1.09509        29.4496     
  1198.93        2500.00                 NaN   17.2286       0.379114                 NaN            NaN            NaN   8.87003                 NaN   42.9776        1.09500        29.4496     
  1197.71        2500.00                 NaN   16.9413       0.679323                 NaN            NaN            NaN   8.91673                 NaN   42.9288        1.08530        29.4486     
  1196.50        2500.00                 NaN   16.8716       0.748463                 NaN            NaN            NaN   8.92071                 NaN   42.9256        1.08505        29.4486     
  1195.29        2500.00                 NaN   16.8095       0.810022                 NaN            NaN            NaN   8.92448                 NaN   42.9226        1.08486        29.4486     
  1194.07        2500.00                 NaN   16.7490       0.869923                 NaN            NaN            NaN   8.92824                 NaN   42.9196        1.08468        29.4486     
  1192.86        2500.00                 NaN   16.6902       0.928123                 NaN            NaN            NaN   8.93200                 NaN   42.9167        1.08450        29.4486     
  1191.65        2500.00                 NaN   16.6329       0.984767                 NaN            NaN            NaN   8.93574                 NaN   42.9137        1.08431        29.4486     
  1190.43        2500.00                 NaN   16.6091        1.00854                 NaN            NaN            NaN   8.94073                 NaN   42.9096        1.08371        29.4484     
  1189.22        2500.00                 NaN   16.5671        1.05069                 NaN            NaN            NaN   8.94418                 NaN   42.9061        1.08343        29.4485     
  1188.01        2500.00                 NaN   16.5301        1.08750                 NaN            NaN            NaN   8.94827                 NaN   42.9027        1.08307        29.4484     
  1186.80        2500.00                 NaN   16.4776        1.13958                 NaN            NaN            NaN   8.95199                 NaN   42.8995        1.08285        29.4485     
  1185.58        2500.00                 NaN   1.27121        16.3366                 NaN            NaN            NaN   8.95389                 NaN   42.9055        1.08481        29.4479     
  1184.37        2500.00                 NaN   16.3934        1.22322                 NaN            NaN            NaN   8.95981                 NaN   42.8929        1.08225        29.4485     
  1183.16        2500.00                 NaN   16.3676        1.25313                 NaN            NaN            NaN   8.96194                 NaN   42.8853        1.08122        29.4509     
  1181.94        2500.00                 NaN   16.3049        1.31066                 NaN            NaN            NaN   8.96747                 NaN   42.8867        1.08180        29.4485     
  1180.73        2500.00                 NaN   16.1358        1.48314                 NaN            NaN            NaN   8.96898                 NaN   42.8807        1.08001        29.4513     
  1179.52        2500.00                 NaN   16.2077        1.40656                 NaN            NaN            NaN   8.97473                 NaN   42.8810        1.08151        29.4486     
  1178.30        2500.00                 NaN   16.0661        1.55409                 NaN            NaN            NaN   8.97783                 NaN   42.8716        1.07861        29.4517     
  1177.09        2500.00                 NaN   16.0767        1.53501                 NaN            NaN            NaN   8.98085                 NaN   42.8770        1.08170        29.4487     
  1175.88        2500.00                 NaN   16.2642        1.38540                 NaN            NaN            NaN   8.97048                 NaN   42.8613        1.06584        29.4528     
  1174.67        2500.00                 NaN   15.9817        1.62890                 NaN            NaN            NaN   8.98764                 NaN   42.8713        1.08144        29.4490     
  1173.45        2500.00                 NaN   16.0263        1.59048                 NaN            NaN            NaN   8.99667                 NaN   42.8571        1.07962        29.4499     
  1172.24        2500.00                 NaN   15.8892        1.72030                 NaN            NaN            NaN   8.99434                 NaN   42.8657        1.08121        29.4493     
  1171.03        2500.00                 NaN   15.9807        1.63408                 NaN            NaN            NaN   8.98554                 NaN   42.8717        1.07947        29.4485     
  1169.81        2500.00                 NaN   1.78967        15.8204                 NaN            NaN            NaN   9.00226                 NaN   42.8577        1.08038        29.4496     
  1168.60        2500.00                 NaN   15.8985        1.71684                 NaN            NaN            NaN   8.99064                 NaN   42.8681        1.07752        29.4485     
  1167.39        2500.00                 NaN   15.7513        1.85823                 NaN            NaN            NaN   9.00953                 NaN   42.8512        1.07989        29.4498     
  1166.18        2500.00                 NaN   15.7355        1.88345                 NaN            NaN            NaN   9.01134                 NaN   42.8412        1.07624        29.4523     
  1164.96        2500.00                 NaN   1.92045        15.6880                 NaN            NaN            NaN   9.01720                 NaN   42.8450        1.07948        29.4498     
  1163.75        2500.00                 NaN   15.5429        2.06884                 NaN            NaN            NaN   9.00343                 NaN   42.8514        1.08031        29.4532     
  1162.54        2500.00                 NaN   15.6569        1.95181                 NaN            NaN            NaN   9.02461                 NaN   42.8378        1.07874        29.4501     
  1161.32        2500.00                 NaN   2.02840        15.5727                 NaN            NaN            NaN   9.02232                 NaN   42.8454        1.08121        29.4499     
  1160.11        2500.00                 NaN   15.5609        2.04285                 NaN            NaN            NaN   9.02374                 NaN   42.8416        1.08050        29.4504     
  1158.90        2500.00                 NaN   15.5291        2.08060                 NaN            NaN            NaN   9.03485                 NaN   42.8272        1.07746        29.4508     
  1157.68        2500.00                 NaN   15.5020        2.10431                 NaN            NaN            NaN   9.03762                 NaN   42.8269        1.07835        29.4508     
  1156.47        2500.00                 NaN   2.01964        15.5785                 NaN            NaN            NaN   9.04733                 NaN   42.8221        1.08115        29.4514     
  1155.26        2500.00                 NaN   15.4899        2.11784                 NaN            NaN            NaN   9.04658                 NaN   42.8178        1.07709        29.4508     
  1154.05        2500.00                 NaN   2.17505        15.4371                 NaN            NaN            NaN   9.04412                 NaN   42.8149        1.07608        29.4527     
  1152.83        2500.00                 NaN   15.4520        2.15604                 NaN            NaN            NaN   9.05443                 NaN   42.8103        1.07628        29.4510     
  1151.62        2500.00                 NaN   15.3930        2.21457                 NaN            NaN            NaN   9.05764                 NaN   42.8073        1.07621        29.4513     
  1150.41        2500.00                 NaN   2.23243        15.3752                 NaN            NaN            NaN   9.06154                 NaN   42.8036        1.07582        29.4514     
  1149.19        2500.00                 NaN   15.3608        2.24555                 NaN            NaN            NaN   9.06450                 NaN   42.8014        1.07588        29.4519     
  1147.98        2500.00                 NaN   15.3417        2.26624                 NaN            NaN            NaN   9.06943                 NaN   42.7961        1.07496        29.4516     
  1146.77        2500.00                 NaN   15.3266        2.28221                 NaN            NaN            NaN   9.07360                 NaN   42.7913        1.07437        29.4519     
  1145.55        2500.00                 NaN   15.3081        2.30002                 NaN            NaN            NaN   9.07715                 NaN   42.7888        1.07420        29.4517     
  1144.34        2500.00                 NaN   15.3100        2.29841                 NaN            NaN            NaN   9.08160                 NaN   42.7845        1.07364        29.4518     
  1143.13        2500.00                 NaN   2.33303        15.2755                 NaN            NaN            NaN   9.08495                 NaN   42.7810        1.07338        29.4521     
  1141.92        2500.00                 NaN   2.34767        15.2610                 NaN            NaN            NaN   9.08877                 NaN   42.7774        1.07297        29.4522     
  1140.70        2500.00                 NaN   2.36056        15.2484                 NaN            NaN            NaN   9.09282                 NaN   42.7734        1.07253        29.4523     
  1139.49        2500.00                 NaN   15.2399        2.36918                 NaN            NaN            NaN   9.09722                 NaN   42.7691        1.07210        29.4525     
  1138.28        2500.00                 NaN   2.38280        15.2267                 NaN            NaN            NaN   9.10093                 NaN   42.7654        1.07157        29.4525     
  1137.06        2500.00                 NaN   2.39138        15.2187                 NaN            NaN            NaN   9.10520                 NaN   42.7611        1.07102        29.4527     
  1135.85        2500.00                 NaN   2.39989        15.2107                 NaN            NaN            NaN   9.10945                 NaN   42.7567        1.07047        29.4528     
  1134.64        2500.00                 NaN   15.0695        2.51704                 NaN            NaN            NaN   9.10821                 NaN   42.7769        1.07849        29.4499     
  1133.43        2500.00                 NaN   2.52179        15.0653                 NaN            NaN            NaN   9.11233                 NaN   42.7727        1.07793        29.4500     
  1132.21        2500.00                 NaN   15.2047        2.40910                 NaN            NaN            NaN   9.12221                 NaN   42.7426        1.06838        29.4531     
  1131.00        2500.00                 NaN   15.1739        2.43916                 NaN            NaN            NaN   9.12542                 NaN   42.7399        1.06839        29.4533     
  1129.79        2500.00                 NaN   15.1722        2.44217                 NaN            NaN            NaN   9.12977                 NaN   42.7348        1.06754        29.4535     
  1128.57        2500.00                 NaN   15.1599        2.45500                 NaN            NaN            NaN   9.13388                 NaN   42.7306        1.06693        29.4537     
  1127.36        2500.00                 NaN   15.1416        2.47343                 NaN            NaN            NaN   9.13734                 NaN   42.7271        1.06666        29.4539     
  1126.15        2500.00                 NaN   15.1116        2.50271                 NaN            NaN            NaN   9.14040                 NaN   42.7245        1.06670        29.4541     
  1124.93        2500.00                 NaN   15.1028        2.51196                 NaN            NaN            NaN   9.14426                 NaN   42.7204        1.06613        29.4544     
  1123.72        2500.00                 NaN   2.52349        15.0924                 NaN            NaN            NaN   9.14851                 NaN   42.7155        1.06547        29.4546     
  1122.51        2500.00                 NaN   2.53618        15.0801                 NaN            NaN            NaN   9.15240                 NaN   42.7115        1.06500        29.4548     
  1121.30        2500.00                 NaN   15.0548        2.56108                 NaN            NaN            NaN   9.15567                 NaN   42.7085        1.06488        29.4551     
  1120.08        2500.00                 NaN   15.0388        2.57747                 NaN            NaN            NaN   9.15933                 NaN   42.7046        1.06446        29.4554     
  1118.87        2500.00                 NaN   15.0270        2.58972                 NaN            NaN            NaN   9.16318                 NaN   42.7005        1.06398        29.4556     
  1117.66        2500.00                 NaN   15.0154        2.60184                 NaN            NaN            NaN   9.16704                 NaN   42.6964        1.06348        29.4558     
  1116.44        2500.00                 NaN   2.61557        15.0022                 NaN            NaN            NaN   9.17086                 NaN   42.6923        1.06302        29.4561     
  1115.23        2500.00                 NaN   2.62731        14.9909                 NaN            NaN            NaN   9.17464                 NaN   42.6883        1.06255        29.4563     
  1114.02        2500.00                 NaN   2.64487        14.9736                 NaN            NaN            NaN   9.17834                 NaN   42.6844        1.06218        29.4566     
  1112.81        2500.00                 NaN   2.65909        14.9597                 NaN            NaN            NaN   9.18202                 NaN   42.6805        1.06177        29.4569     
  1111.59        2500.00                 NaN   2.67298        14.9462                 NaN            NaN            NaN   9.18571                 NaN   42.6766        1.06135        29.4571     
  1110.38        2500.00                 NaN   14.9306        2.68881                 NaN            NaN            NaN   9.18925                 NaN   42.6729        1.06100        29.4574     
  1109.17        2500.00                 NaN   14.9203        2.69961                 NaN            NaN            NaN   9.19295                 NaN   42.6690        1.06052        29.4576     
  1107.95        2500.00                 NaN   2.71244        14.9079                 NaN            NaN            NaN   9.19677                 NaN   42.6648        1.06007        29.4580     
  1106.74        2500.00                 NaN   2.74085        14.8790                 NaN            NaN            NaN   9.21047                 NaN   42.6507        1.05923        29.4597     
  1105.53        2500.00                 NaN   2.75671        14.8656                 NaN            NaN            NaN   9.21490                 NaN   42.6447        1.05801        29.4601     
  1104.31        2500.00                 NaN   14.8731        2.74899                 NaN            NaN            NaN   9.20824                 NaN   42.6522        1.05862        29.4589     
  1103.10        2500.00                 NaN   2.82215        14.8000                 NaN            NaN            NaN   9.22604                 NaN   42.6346        1.05687        29.4604     
  1101.89        2500.00                 NaN   2.83771        14.7844                 NaN            NaN            NaN   9.22875                 NaN   42.6321        1.05658        29.4605     
  1100.68        2500.00                 NaN   14.7436        2.87782                 NaN            NaN            NaN   9.23243                 NaN   42.6298        1.05628        29.4600     
  1099.46        2500.00                 NaN   14.7419        2.87990                 NaN            NaN            NaN   9.23418                 NaN   42.6277        1.05608        29.4603     
  1098.25        2500.00                 NaN   14.7413        2.88079                 NaN            NaN            NaN   9.23574                 NaN   42.6257        1.05589        29.4605     
  1097.04        2500.00                 NaN   14.7424        2.88000                 NaN            NaN            NaN   9.23713                 NaN   42.6240        1.05575        29.4608     
  1095.82        2500.00                 NaN   14.7429        2.87988                 NaN            NaN            NaN   9.23847                 NaN   42.6221        1.05555        29.4611     
  1094.61        2500.00                 NaN   14.7334        2.88885                 NaN            NaN            NaN   9.23993                 NaN   42.6210        1.05558        29.4612     
  1093.40        2500.00                 NaN   14.7455        2.87801                 NaN            NaN            NaN   9.24093                 NaN   42.6187        1.05524        29.4616     
  1092.18        2500.00                 NaN   14.7473        2.87661                 NaN            NaN            NaN   9.24213                 NaN   42.6170        1.05508        29.4619     
  1090.97        2500.00                 NaN   14.7510        2.87648                 NaN            NaN            NaN   9.24807                 NaN   42.6085        1.05366        29.4622     
  1089.76        2500.00                 NaN   14.7515        2.87328                 NaN            NaN            NaN   9.24458                 NaN   42.6135        1.05474        29.4624     
  1088.55        2500.00                 NaN   14.7526        2.87259                 NaN            NaN            NaN   9.24593                 NaN   42.6116        1.05455        29.4627     
  1087.33        2500.00                 NaN   14.7617        2.86255                 NaN            NaN            NaN   9.24341                 NaN   42.6145        1.05511        29.4628     
  1086.12        2500.00                 NaN   14.7663        2.85820                 NaN            NaN            NaN   9.24396                 NaN   42.6134        1.05503        29.4630     
  1084.91        2500.00                 NaN   14.7710        2.85387                 NaN            NaN            NaN   9.24451                 NaN   42.6124        1.05496        29.4633     
  1083.69        2500.00                 NaN   14.7757        2.84955                 NaN            NaN            NaN   9.24506                 NaN   42.6113        1.05488        29.4635     
  1082.48        2500.00                 NaN   14.7803        2.84524                 NaN            NaN            NaN   9.24560                 NaN   42.6102        1.05481        29.4638     
  1081.27        2500.00                 NaN   14.7849        2.84095                 NaN            NaN            NaN   9.24614                 NaN   42.6092        1.05474        29.4641     
  1080.06        2500.00                 NaN   14.7896        2.83667                 NaN            NaN            NaN   9.24667                 NaN   42.6081        1.05467        29.4643     
  1078.84        2500.00                 NaN   14.7942        2.83241                 NaN            NaN            NaN   9.24719                 NaN   42.6070        1.05460        29.4646     
  1077.63        2500.00                 NaN   14.7987        2.82817                 NaN            NaN            NaN   9.24771                 NaN   42.6060        1.05453        29.4649     
  1076.42        2500.00                 NaN   14.8033        2.82395                 NaN            NaN            NaN   9.24823                 NaN   42.6049        1.05446        29.4651     
  1075.20        2500.00                 NaN   14.8078        2.81976                 NaN            NaN            NaN   9.24875                 NaN   42.6039        1.05439        29.4654     
  1073.99        2500.00                 NaN   14.8123        2.81563                 NaN            NaN            NaN   9.24928                 NaN   42.6028        1.05432        29.4657     
  1072.78        2500.00                 NaN   3.02372        14.6157                 NaN            NaN            NaN   9.30502                 NaN   42.5417        1.04564        29.4682     
  1071.56        2500.00                 NaN   14.6280        3.01124                 NaN            NaN            NaN   9.30389                 NaN   42.5426        1.04586        29.4684     
  1070.35        2500.00                 NaN   14.6009        3.04018                 NaN            NaN            NaN   9.31272                 NaN   42.5326        1.04454        29.4690     
  1069.14        2500.00                 NaN   14.7999        2.82652                 NaN            NaN            NaN   9.24666                 NaN   42.6075        1.05474        29.4647     
  1067.93        2500.00                 NaN   14.8183        2.81079                 NaN            NaN            NaN   9.24991                 NaN   42.6004        1.05427        29.4663     
  1066.71        2500.00                 NaN   14.8274        2.80204                 NaN            NaN            NaN   9.25056                 NaN   42.5991        1.05417        29.4667     
  1065.50        2500.00                 NaN   3.06647        14.5792                 NaN            NaN            NaN   9.32825                 NaN   42.5134        1.04192        29.4708     
  1064.29        2500.00                 NaN   14.5638        3.08190                 NaN            NaN            NaN   9.33173                 NaN   42.5096        1.04173        29.4713     
  1063.07        2500.00                 NaN   3.08588        14.5613                 NaN            NaN            NaN   9.33544                 NaN   42.5048        1.04094        29.4717     
  1061.86        2500.00                 NaN   14.5395        3.10720                 NaN            NaN            NaN   9.33830                 NaN   42.5019        1.04099        29.4722     
  1060.65        2500.00                 NaN   14.5281        3.11928                 NaN            NaN            NaN   9.34182                 NaN   42.4976        1.04054        29.4727     
  1059.43        2500.00                 NaN   14.5202        3.12671                 NaN            NaN            NaN   9.34582                 NaN   42.4941        1.04041        29.4727     
  1058.22        2500.00                 NaN   14.5360        3.11550                 NaN            NaN            NaN   9.35075                 NaN   42.4857        1.03846        29.4735     
  1057.01        2500.00                 NaN   14.5296        3.12297                 NaN            NaN            NaN   9.35437                 NaN   42.4813        1.03788        29.4739     
  1055.80        2500.00                 NaN   14.5446        3.11562                 NaN            NaN            NaN   9.37248                 NaN   42.4594        1.03286        29.4751     
  1054.58        2500.00                 NaN   14.5158        3.13885                 NaN            NaN            NaN   9.36202                 NaN   42.4716        1.03668        29.4750     
  1053.37        2500.00                 NaN   14.5128        3.14181                 NaN            NaN            NaN   9.36712                 NaN   42.4671        1.03619        29.4750     
  1052.16        2500.00                 NaN   14.4531        3.19968                 NaN            NaN            NaN   9.36587                 NaN   42.4675        1.03742        29.4764     
  1050.94        2500.00                 NaN   14.4933        3.16576                 NaN            NaN            NaN   9.37180                 NaN   42.4598        1.03368        29.4757     
  1049.73        2500.00                 NaN   3.18393        14.4747                 NaN            NaN            NaN   9.37645                 NaN   42.4531        1.03462        29.4772     
  1048.52        2500.00                 NaN   14.4680        3.19176                 NaN            NaN            NaN   9.38022                 NaN   42.4483        1.03400        29.4777     
  1047.31        2500.00                 NaN   3.19933        14.4617                 NaN            NaN            NaN   9.38401                 NaN   42.4434        1.03336        29.4782     
  1046.09        2500.00                 NaN   3.19675        14.4679                 NaN            NaN            NaN   9.39335                 NaN   42.4282        1.03238        29.4814     
  1044.88        2500.00                 NaN   3.20764        14.4578                 NaN            NaN            NaN   9.39653                 NaN   42.4246        1.03183        29.4816     
  1043.67        2500.00                 NaN   14.4600        3.20436                 NaN            NaN            NaN   9.39602                 NaN   42.4292        1.03129        29.4791     
  1042.45        2500.00                 NaN   14.4610        3.20585                 NaN            NaN            NaN   9.40017                 NaN   42.4227        1.03020        29.4801     
  1041.24        2500.00                 NaN   14.2423        3.36319                 NaN            NaN            NaN   9.29733                 NaN   42.5555        1.06184        29.4798     
  1040.03        2500.00                 NaN   14.4206        3.24677                 NaN            NaN            NaN   9.40562                 NaN   42.4155        1.03003        29.4816     
  1038.81        2500.00                 NaN   14.4309        3.23800                 NaN            NaN            NaN   9.40959                 NaN   42.4106        1.02917        29.4817     
  1037.60        2500.00                 NaN   3.23162        14.4404                 NaN            NaN            NaN   9.41533                 NaN   42.4029        1.02754        29.4823     
  1036.39        2500.00                 NaN   14.4056        3.26566                 NaN            NaN            NaN   9.41716                 NaN   42.4005        1.02798        29.4832     
  1035.18        2500.00                 NaN   3.27281        14.3997                 NaN            NaN            NaN   9.42088                 NaN   42.3955        1.02735        29.4837     
  1033.96        2500.00                 NaN   3.26585        14.4082                 NaN            NaN            NaN   9.42558                 NaN   42.3900        1.02635        29.4841     
  1032.75        2500.00                 NaN   3.27258        14.4028                 NaN            NaN            NaN   9.42934                 NaN   42.3850        1.02570        29.4846     
  1031.54        2500.00                 NaN   3.27924        14.3974                 NaN            NaN            NaN   9.43309                 NaN   42.3800        1.02505        29.4852     
  1030.32        2500.00                 NaN   3.28577        14.3922                 NaN            NaN            NaN   9.43686                 NaN   42.3750        1.02440        29.4858     
  1029.11        2500.00                 NaN   3.29242        14.3868                 NaN            NaN            NaN   9.44061                 NaN   42.3700        1.02375        29.4864     
  1027.90        2500.00                 NaN   3.29899        14.3816                 NaN            NaN            NaN   9.44436                 NaN   42.3650        1.02309        29.4870     
  1026.69        2500.00                 NaN   3.30555        14.3764                 NaN            NaN            NaN   9.44811                 NaN   42.3600        1.02243        29.4876     
  1025.47        2500.00                 NaN   14.3712        3.31208                 NaN            NaN            NaN   9.45186                 NaN   42.3549        1.02177        29.4882     
  1024.26        2500.00                 NaN   14.3662        3.31843                 NaN            NaN            NaN   9.45562                 NaN   42.3499        1.02111        29.4888     
  1023.05        2500.00                 NaN   3.32475        14.3612                 NaN            NaN            NaN   9.45938                 NaN   42.3448        1.02044        29.4894     
  1021.83        2500.00                 NaN   3.33113        14.3563                 NaN            NaN            NaN   9.46314                 NaN   42.3397        1.01977        29.4900     
  1020.62        2500.00                 NaN   3.33746        14.3513                 NaN            NaN            NaN   9.46689                 NaN   42.3346        1.01910        29.4906     
  1019.41        2500.00                 NaN   14.3086        3.37837                 NaN            NaN            NaN   9.46653                 NaN   42.3357        1.02002        29.4908     
  1018.19        2500.00                 NaN   14.3031        3.38523                 NaN            NaN            NaN   9.47021                 NaN   42.3306        1.01937        29.4914     
  1016.98        2500.00                 NaN   14.2977        3.39203                 NaN            NaN            NaN   9.47388                 NaN   42.3256        1.01872        29.4921     
  1015.77        2500.00                 NaN   14.2924        3.39873                 NaN            NaN            NaN   9.47757                 NaN   42.3205        1.01807        29.4927     
  1014.56        2500.00                 NaN   14.2861        3.40630                 NaN            NaN            NaN   9.48113                 NaN   42.3156        1.01748        29.4934     
  1013.34        2500.00                 NaN   14.2794        3.41421                 NaN            NaN            NaN   9.48466                 NaN   42.3107        1.01692        29.4941     
  1012.13        2500.00                 NaN   14.2728        3.42209                 NaN            NaN            NaN   9.48818                 NaN   42.3058        1.01636        29.4947     
  1010.92        2500.00                 NaN   3.42988        14.2662                 NaN            NaN            NaN   9.49171                 NaN   42.3009        1.01580        29.4954     
  1009.70        2500.00                 NaN   3.43764        14.2597                 NaN            NaN            NaN   9.49523                 NaN   42.2960        1.01522        29.4961     
  1008.49        2500.00                 NaN   14.2535        3.44518                 NaN            NaN            NaN   9.49879                 NaN   42.2911        1.01465        29.4968     
  1007.28        2500.00                 NaN   14.2472        3.45272                 NaN            NaN            NaN   9.50233                 NaN   42.2861        1.01408        29.4976     
  1006.06        2500.00                 NaN   14.2400        3.45914                 NaN            NaN            NaN   9.50605                 NaN   42.2816        1.01417        29.4990     
  1004.85        2500.00                 NaN   14.2350        3.46754                 NaN            NaN            NaN   9.50941                 NaN   42.2762        1.01292        29.4990     
  1003.64        2500.00                 NaN   14.2282        3.47371                 NaN            NaN            NaN   9.51319                 NaN   42.2715        1.01298        29.5005     
  1002.43        2500.00                 NaN   14.2222        3.48091                 NaN            NaN            NaN   9.51673                 NaN   42.2666        1.01242        29.5012     
  1001.21        2500.00                 NaN   14.2163        3.48827                 NaN            NaN            NaN   9.52036                 NaN   42.2614        1.01179        29.5019     
  1000.00        2500.00                 NaN   3.41335        14.3067                 NaN            NaN            NaN   9.53472                 NaN   42.2380        1.00497        29.5022     
