|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.75/WD94/WD94_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1567.31        500.000       0.618883E-002   99.8511       0.752607E-001  0.674441E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.89        500.000                 NaN   99.3793       0.589495       0.312225E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.47        500.000                 NaN   99.3797       0.591475       0.288103E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.04        500.000                 NaN   99.3945       0.573765       0.317796E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.62        500.000                 NaN   99.4005       0.567994       0.314620E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.20        500.000                 NaN   99.4037       0.566984       0.293297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.78        500.000                 NaN   99.4091       0.562051       0.288759E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.36        500.000                 NaN   99.4139       0.557633       0.284344E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.94        500.000                 NaN   99.4184       0.555304       0.262570E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.51        500.000                 NaN   99.6457       0.340242       0.140623E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.09        500.000                 NaN   99.2070       0.755551       0.374547E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.67        500.000                 NaN   99.4344       0.539783       0.258440E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.25        500.000                 NaN   99.4386       0.537537       0.238889E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.83        500.000                 NaN   99.4434       0.532808       0.238241E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.40        500.000                 NaN   99.4429       0.533399       0.236836E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.98        500.000                 NaN   99.1011       0.861839       0.370207E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.56        500.000                 NaN   99.8185       0.173539       0.800794E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.14        500.000                 NaN   99.4623       0.516815       0.209181E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.72        500.000                 NaN   99.4663       0.513982       0.197513E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.30        500.000                 NaN   99.4707       0.509738       0.195624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.87        500.000                 NaN   99.4734       0.509459       0.171780E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.45        500.000                 NaN   99.7105       0.276795       0.127354E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.03        500.000                 NaN   99.2568       0.715940       0.272831E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.61        500.000                 NaN   99.4884       0.493701       0.178857E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.19        500.000                 NaN   99.4740       0.508276       0.177395E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.76        500.000                 NaN   99.5146       0.470379       0.149799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.34        500.000                 NaN   99.4996       0.464682       0.356862E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.92        500.000                 NaN   99.5041       0.495940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.50        500.000                 NaN   99.5058       0.485866       0.835581E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.08        500.000                 NaN   99.5110       0.479086       0.991399E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.66        500.000                 NaN   99.5145       0.473128       0.123725E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.23        500.000                 NaN   99.5184       0.469245       0.123679E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.81        500.000                 NaN   99.4733       0.514929       0.118028E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
