|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.5/TAY13/TAY13_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         Sp(TH)         ilm            q             
  1241.81        500.000        96.5442                 NaN            NaN  0.475996       0.523430       0.440167        1.77931       0.236905                 NaN            NaN            NaN
  1240.41        500.000        96.6705                 NaN            NaN  0.457412       0.503338       0.424325        1.71592       0.228508                 NaN            NaN            NaN
  1239.01        500.000        96.7985                 NaN            NaN  0.435703       0.486152       0.407784        1.65190       0.220010                 NaN            NaN            NaN
  1237.61        500.000        96.9151                 NaN            NaN  0.416619       0.469101       0.392888        1.59395       0.212369                 NaN            NaN            NaN
  1236.21        500.000        97.0268                 NaN            NaN  0.398874       0.453153       0.378385        1.53793       0.204869                 NaN            NaN            NaN
  1234.82        500.000        97.1299                 NaN            NaN  0.437850       0.382951       0.364882        1.48693       0.197524                 NaN            NaN            NaN
  1233.42        500.000        97.1756                 NaN            NaN  0.376962       0.425979       0.359426        1.47012       0.191902                 NaN            NaN            NaN
  1232.02        500.000        97.3178                 NaN            NaN  0.345612       0.413038       0.340365        1.39586       0.187330                 NaN            NaN            NaN
  1230.62        500.000        97.3417                 NaN            NaN  0.324150       0.441417       0.334070        1.37435       0.184312                 NaN            NaN            NaN
  1229.23        500.000        97.6107                 NaN            NaN  0.368029       0.310564       0.305075        1.24836       0.157283                 NaN            NaN            NaN
  1227.83        500.000        96.4811                 NaN            NaN  0.486200       0.508723       0.459752        1.82340       0.240818                 NaN            NaN            NaN
  1226.43        500.000        97.4053                 NaN            NaN  0.332414       0.390118       0.314831        1.37840       0.178928                 NaN            NaN            NaN
  1225.03        500.000        99.3445                 NaN            NaN  0.136074       0.457728E-001  0.751734E-001  0.355342       0.431731E-001            NaN            NaN            NaN
  1223.64        500.000        98.1150                 NaN            NaN  0.208233       0.332994       0.240286       0.984340       0.119109                 NaN            NaN            NaN
  1222.24        500.000        97.0193                 NaN            NaN  0.546561E-001  0.754894       0.355210        1.56231       0.253599                 NaN            NaN            NaN
  1220.84        500.000        96.0424                 NaN            NaN   1.12330                 NaN  0.540622        2.12374       0.169945                 NaN            NaN            NaN
  1219.44        500.000        99.2084                 NaN            NaN  0.325487                 NaN  0.870513E-001  0.345234                 NaN            NaN  0.338248E-001            NaN
  1218.04        500.000        98.5642                 NaN            NaN  0.149589       0.316497       0.154170       0.742784       0.727271E-001            NaN            NaN            NaN
  1216.65        500.000        97.3428                 NaN            NaN  0.295338       0.438436       0.339152        1.42659       0.157688                 NaN            NaN            NaN
  1215.25        500.000        98.0361                 NaN            NaN  0.466595                 NaN  0.233072        1.09336       0.170894                 NaN            NaN            NaN
  1213.85        500.000        99.0562                 NaN            NaN  0.360383                 NaN  0.123907       0.454605       0.489290E-002            NaN            NaN            NaN
  1212.45        500.000        99.8467                 NaN            NaN  0.209425E-001  0.414258E-001  0.148632E-001  0.618699E-001  0.142415E-001            NaN            NaN            NaN
  1211.06        500.000        99.0947                 NaN            NaN  0.791239E-001  0.184901       0.123204       0.462557       0.554792E-001            NaN            NaN            NaN
  1209.66        500.000        95.5750                 NaN            NaN  0.539734       0.613975       0.539919        2.46618       0.265215                 NaN            NaN            NaN
  1208.26        500.000        99.0583                 NaN            NaN  0.167202       0.157048       0.103021       0.453432       0.609966E-001            NaN            NaN            NaN
  1206.86        500.000        96.0672                 NaN            NaN  0.648399       0.385303       0.502998        2.09163       0.304473                 NaN            NaN            NaN
  1205.46        500.000        98.5225                 NaN  0.126647       0.232013       0.151497E-004  0.159161       0.892959       0.666658E-001            NaN            NaN            NaN
  1204.07        500.000        99.8028                 NaN            NaN  0.844779E-001            NaN  0.115718E-001  0.101147                 NaN            NaN            NaN            NaN
  1202.67        500.000        99.6942                 NaN            NaN  0.542938E-001            NaN  0.386887E-001  0.168546       0.443059E-001            NaN            NaN            NaN
  1201.27        500.000        99.6551                 NaN            NaN  0.998458E-001  0.234867E-001  0.413130E-001  0.180297                 NaN            NaN            NaN            NaN
  1199.87        500.000        95.2923                 NaN            NaN  0.713550E-003  0.388274       0.351421        1.61163       0.127155                 NaN            NaN   2.22848     
  1198.48        500.000        90.4581                 NaN  0.760287E-001   1.17709       0.776564       0.998498        4.39434       0.346221                 NaN            NaN   1.77320     
  1197.08        500.000        99.9999                 NaN  0.279251E-004  0.645253E-004            NaN  0.144328E-004  0.283401E-004            NaN            NaN            NaN            NaN
  1195.68        500.000        99.9993                 NaN  0.215833E-004            NaN            NaN  0.570219E-004  0.272501E-003  0.176744E-004  0.333857E-005            NaN  0.301375E-003
  1194.28        500.000        83.5833                 NaN            NaN   1.59728       0.377310        1.34924        6.29363       0.578009                 NaN            NaN   6.22126     
  1192.89        500.000        91.2935                 NaN            NaN  0.269866       0.700681       0.715973        3.35692       0.295577                 NaN            NaN   3.36748     
  1191.49        500.000        91.2171                 NaN  0.149800       0.822044                 NaN  0.720668        3.37792       0.292053                 NaN            NaN   3.42039     
  1190.09        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1188.69        500.000        80.9421                 NaN            NaN  0.860674        1.31073        1.54700        7.42345       0.569016                 NaN            NaN   7.34703     
  1187.29        500.000        88.6880                 NaN            NaN  0.379814       0.767533       0.892953        4.51511       0.347376                 NaN            NaN   4.40919     
  1185.90        500.000        85.4957                 NaN  0.331086        1.10356                 NaN   1.12612        5.82147       0.426307                 NaN            NaN   5.69580     
  1184.50        500.000        57.7050                 NaN  0.810165        2.95843                 NaN   3.15798        17.3828        1.20486                 NaN            NaN   16.7807     
  1183.10        500.000                 NaN            NaN   1.93181        6.59237                 NaN   7.31332        41.4320        2.76913                 NaN            NaN   39.9614     
  1181.70        500.000                 NaN            NaN   1.94576        6.56499                 NaN   7.31400        41.4320        2.77388                 NaN            NaN   39.9694     
  1180.31        500.000                 NaN            NaN   1.96777        6.53566                 NaN   7.31698        41.4319        2.77293                 NaN            NaN   39.9748     
  1178.91        500.000                 NaN            NaN   1.98824        6.52195                 NaN   7.31917        41.4315        2.76453                 NaN            NaN   39.9746     
  1177.51        500.000                 NaN            NaN   2.00806        6.52096                 NaN   7.32170        41.4304        2.74945                 NaN            NaN   39.9694     
  1176.11        500.000                 NaN            NaN   2.03733        6.52525                 NaN   7.32480        41.4295        2.72385                 NaN            NaN   39.9592     
  1174.71        500.000                 NaN            NaN   1.91460        6.52155                 NaN   7.31927        41.4197        2.82446                 NaN            NaN   40.0004     
  1173.32        500.000                 NaN            NaN   2.07181        6.47076                 NaN   7.32824        41.4293        2.72763                 NaN            NaN   39.9723     
  1171.92        500.000                 NaN            NaN   2.08890        6.46429                 NaN   7.33043        41.4284        2.71785                 NaN            NaN   39.9701     
  1170.52        500.000                 NaN            NaN   2.10575        6.46236                 NaN   7.33112        41.4275        2.70602                 NaN            NaN   39.9672     
  1169.12        500.000                 NaN            NaN   2.13578        6.46274                 NaN   7.33552        41.4256        2.68226                 NaN            NaN   39.9581     
  1167.73        500.000                 NaN            NaN   2.14666        6.43465                 NaN   7.33717        41.4260        2.68919                 NaN            NaN   39.9664     
  1166.33        500.000                 NaN            NaN   2.17799        6.43576                 NaN   7.34032        41.4250        2.66386                 NaN            NaN   39.9570     
  1164.93        500.000                 NaN            NaN   2.18933        6.42330                 NaN   7.34173        41.4241        2.66212                 NaN            NaN   39.9594     
  1163.53        500.000                 NaN            NaN   2.21591        6.41302                 NaN   7.34463        41.4234        2.64695                 NaN            NaN   39.9561     
  1162.14        500.000                 NaN            NaN   2.09414        6.41495                 NaN   7.33891        41.4157        2.74274                 NaN            NaN   39.9936     
  1160.74        500.000                 NaN            NaN   2.11501        6.40495                 NaN   7.34172        41.4146        2.73192                 NaN            NaN   39.9918     
  1159.34        500.000                 NaN            NaN   2.26204        6.35924                 NaN   7.35026        41.4212        2.64119                 NaN            NaN   39.9660     
  1157.94        500.000                 NaN            NaN   2.27335        6.34792                 NaN   7.35201        41.4201        2.63874                 NaN            NaN   39.9679     
  1156.54        500.000                 NaN            NaN   2.29186        6.33771                 NaN   7.35421        41.4191        2.63000                 NaN            NaN   39.9671     
  1155.15        500.000                 NaN            NaN   2.31014        6.32767                 NaN   7.35640        41.4181        2.62135                 NaN            NaN   39.9663     
  1153.75        500.000                 NaN            NaN   2.33480        6.31768                 NaN   7.35895        41.4173        2.60762                 NaN            NaN   39.9636     
  1152.35        500.000                 NaN            NaN   2.36324        6.33013                 NaN   7.36270        41.4141        2.57874                 NaN            NaN   39.9511     
  1150.95        500.000                 NaN            NaN   2.37061        6.29909                 NaN   7.36317        41.4158        2.58998                 NaN            NaN   39.9613     
  1149.56        500.000                 NaN            NaN   2.38843        6.28962                 NaN   7.36535        41.4147        2.58138                 NaN            NaN   39.9605     
  1148.16        500.000                 NaN            NaN   2.40571        6.28142                 NaN   7.36751        41.4136        2.57250                 NaN            NaN   39.9592     
  1146.76        500.000                 NaN            NaN   2.42376        6.27107                 NaN   7.36971        41.4125        2.56423                 NaN            NaN   39.9588     
  1145.36        500.000                 NaN            NaN   2.32989        6.29806                 NaN   7.36928        41.3943        2.62653                 NaN            NaN   39.9820     
  1143.97        500.000                 NaN            NaN   2.44899        6.25492                 NaN   7.37352        41.4098        2.55370                 NaN            NaN   39.9590     
  1142.57        500.000                 NaN            NaN   4.41131        6.10216                 NaN   7.46668        41.4755       0.430629                 NaN  0.689098        39.4246     
  1141.17        500.000                 NaN            NaN   4.81549        6.06219                 NaN   7.48594        41.4887                 NaN            NaN  0.829342        39.3183     
  1139.77        500.000                 NaN            NaN   4.82315        6.05130                 NaN   7.48655        41.4883                 NaN            NaN  0.829740        39.3209     
  1138.37        500.000                 NaN            NaN   4.82847        6.04400                 NaN   7.48826        41.4865                 NaN            NaN  0.829978        39.3227     
  1136.98        500.000                 NaN            NaN   4.83605        6.03363                 NaN   7.48792        41.4867                 NaN            NaN  0.830270        39.3254     
  1135.58        500.000                 NaN            NaN   4.83655        6.03409                 NaN   7.49000        41.4831                 NaN            NaN  0.830104        39.3261     
  1134.18        500.000                 NaN            NaN   4.85048        6.01317                 NaN   7.48911        41.4860                 NaN            NaN  0.831001        39.3303     
  1132.78        500.000                 NaN            NaN   4.85795        6.00255                 NaN   7.48978        41.4854                 NaN            NaN  0.831405        39.3329     
  1131.39        500.000                 NaN            NaN   4.85955        6.00129                 NaN   7.49149        41.4824                 NaN            NaN  0.831343        39.3340     
  1129.99        500.000                 NaN            NaN   4.86624        5.99204                 NaN   7.49218        41.4816                 NaN            NaN  0.831631        39.3363     
  1128.59        500.000                 NaN            NaN   4.85934        6.00521                 NaN   7.49354        41.4763                 NaN            NaN  0.830693        39.3350     
  1127.19        500.000                 NaN            NaN   4.87270        5.98472                 NaN   7.49419        41.4774                 NaN            NaN  0.831684        39.3393     
  1125.79        500.000                 NaN            NaN   4.87705        5.97925                 NaN   7.49470        41.4761                 NaN            NaN  0.831806        39.3411     
  1124.40        500.000                 NaN            NaN   4.88390        5.96961                 NaN   7.49534        41.4755                 NaN            NaN  0.832149        39.3435     
  1123.00        500.000                 NaN            NaN   4.89068        5.96010                 NaN   7.49600        41.4748                 NaN            NaN  0.832486        39.3459     
  1121.60        500.000                 NaN            NaN   4.89425        5.95599                 NaN   7.49676        41.4734                 NaN            NaN  0.832467        39.3472     
  1120.20        500.000                 NaN            NaN   4.90397        5.94147                 NaN   7.49732        41.4735                 NaN            NaN  0.833142        39.3506     
  1118.81        500.000                 NaN            NaN   4.91049        5.93234                 NaN   7.49798        41.4728                 NaN            NaN  0.833461        39.3529     
  1117.41        500.000                 NaN            NaN   4.91693        5.92333                 NaN   7.49865        41.4721                 NaN            NaN  0.833774        39.3552     
  1116.01        500.000                 NaN            NaN   4.92330        5.91445                 NaN   7.49933        41.4713                 NaN            NaN  0.834082        39.3575     
  1114.61        500.000                 NaN            NaN   4.92958        5.90568                 NaN   7.50001        41.4706                 NaN            NaN  0.834385        39.3598     
  1113.22        500.000                 NaN            NaN   4.93580        5.89702                 NaN   7.50069        41.4698                 NaN            NaN  0.834682        39.3620     
  1111.82        500.000                 NaN            NaN   4.94194        5.88848                 NaN   7.50138        41.4690                 NaN            NaN  0.834974        39.3643     
  1110.42        500.000                 NaN            NaN   4.94574        5.88394                 NaN   7.50212        41.4675                 NaN            NaN  0.834996        39.3657     
  1109.02        500.000                 NaN            NaN   4.95464        5.87064                 NaN   7.50270        41.4676                 NaN            NaN  0.835614        39.3688     
  1107.62        500.000                 NaN            NaN   4.96010        5.86322                 NaN   7.50345        41.4665                 NaN            NaN  0.835839        39.3709     
  1106.23        500.000                 NaN            NaN   4.96021        5.86452                 NaN   7.50524        41.4619                 NaN            NaN  0.835609        39.3725     
  1104.83        500.000                 NaN            NaN   4.97115        5.84708                 NaN   7.50357        41.4669                 NaN            NaN  0.836416        39.3749     
  1103.43        500.000                 NaN            NaN   4.97692        5.83884                 NaN   7.50492        41.4658                 NaN            NaN  0.836736        39.3768     
  1102.03        500.000                 NaN            NaN   4.98322        5.83012                 NaN   7.50576        41.4647                 NaN            NaN  0.837020        39.3791     
  1100.64        500.000                 NaN            NaN   4.98769        5.82358                 NaN   7.50610        41.4646                 NaN            NaN  0.837260        39.3807     
  1099.24        500.000                 NaN            NaN   5.00267        5.80212                 NaN   7.50661        41.4649                 NaN            NaN  0.838062        39.3857     
  1097.84        500.000                 NaN            NaN   4.99780        5.81019                 NaN   7.50774        41.4619                 NaN            NaN  0.837631        39.3847     
  1096.44        500.000                 NaN            NaN   5.00287        5.80330                 NaN   7.50848        41.4608                 NaN            NaN  0.837839        39.3867     
  1095.04        500.000                 NaN            NaN   5.00785        5.79664                 NaN   7.50926        41.4596                 NaN            NaN  0.838029        39.3886     
  1093.65        500.000                 NaN            NaN   5.01278        5.79005                 NaN   7.51006        41.4583                 NaN            NaN  0.838216        39.3906     
  1092.25        500.000                 NaN            NaN   5.01766        5.78354                 NaN   7.51085        41.4571                 NaN            NaN  0.838400        39.3925     
  1090.85        500.000                 NaN            NaN   5.11534        5.64085                 NaN   7.51791        41.4518                 NaN            NaN  0.845407        39.4287     
  1089.45        500.000                 NaN            NaN   5.03741        5.75564                 NaN   7.51123        41.4569                 NaN            NaN  0.839420        39.3994     
  1088.06        500.000                 NaN            NaN   5.04219        5.74928                 NaN   7.51217        41.4556                 NaN            NaN  0.839521        39.4013     
  1086.66        500.000                 NaN            NaN   5.04679        5.74295                 NaN   7.51365        41.4538                 NaN            NaN  0.839778        39.4030     
  1085.26        500.000                 NaN            NaN   5.05213        5.73557                 NaN   7.51422        41.4530                 NaN            NaN  0.840031        39.4051     
  1083.86        500.000                 NaN            NaN   5.05665        5.72959                 NaN   7.51519        41.4515                 NaN            NaN  0.840192        39.4069     
  1082.47        500.000                 NaN            NaN   5.06101        5.72392                 NaN   7.51603        41.4500                 NaN            NaN  0.840332        39.4087     
  1081.07        500.000                 NaN            NaN   5.06537        5.71824                 NaN   7.51688        41.4485                 NaN            NaN  0.840474        39.4105     
  1079.67        500.000                 NaN            NaN   5.06970        5.71260                 NaN   7.51773        41.4470                 NaN            NaN  0.840614        39.4123     
  1078.27        500.000                 NaN            NaN   5.07399        5.70702                 NaN   7.51858        41.4455                 NaN            NaN  0.840752        39.4141     
  1076.87        500.000                 NaN            NaN   5.07810        5.70156                 NaN   7.51929        41.4443                 NaN            NaN  0.840935        39.4158     
  1075.48        500.000                 NaN            NaN   5.08258        5.69574                 NaN   7.52016        41.4427                 NaN            NaN  0.841085        39.4177     
  1074.08        500.000                 NaN            NaN   5.08763        5.68885                 NaN   7.52102        41.4415                 NaN            NaN  0.841279        39.4197     
  1072.68        500.000                 NaN            NaN   5.09182        5.68342                 NaN   7.52189        41.4400                 NaN            NaN  0.841412        39.4215     
  1071.28        500.000                 NaN            NaN   5.09597        5.67806                 NaN   7.52276        41.4384                 NaN            NaN  0.841542        39.4232     
  1069.89        500.000                 NaN            NaN   5.09931        5.67419                 NaN   7.52375        41.4364                 NaN            NaN  0.841565        39.4248     
  1068.49        500.000                 NaN            NaN   5.10377        5.66872                 NaN   7.52385        41.4356                 NaN            NaN  0.841485        39.4266     
  1067.09        500.000                 NaN            NaN   5.10800        5.66257                 NaN   7.52434        41.4347                 NaN            NaN  0.841975        39.4284     
  1065.69        500.000                 NaN            NaN   5.11498        5.65393                 NaN   7.52596        41.4318                 NaN            NaN  0.841998        39.4314     
  1064.30        500.000                 NaN            NaN   5.11550        5.65337                 NaN   7.52730        41.4299                 NaN            NaN  0.842059        39.4319     
  1062.90        500.000                 NaN            NaN   5.11950        5.64825                 NaN   7.52820        41.4283                 NaN            NaN  0.842179        39.4336     
  1061.50        500.000                 NaN            NaN   5.12367        5.64277                 NaN   7.52902        41.4269                 NaN            NaN  0.842326        39.4353     
  1060.10        500.000                 NaN            NaN   5.11641        5.66091                 NaN   7.53372        41.4124                 NaN            NaN  0.840862        39.4357     
  1058.70        500.000                 NaN            NaN   5.13135        5.63305                 NaN   7.53087        41.4234                 NaN            NaN  0.842538        39.4388     
  1057.31        500.000                 NaN            NaN   5.12618        5.64699                 NaN   7.53504        41.4108                 NaN            NaN  0.841383        39.4396     
  1055.91        500.000                 NaN            NaN   5.13008        5.64205                 NaN   7.53602        41.4090                 NaN            NaN  0.841489        39.4413     
  1054.51        500.000                 NaN            NaN   5.13319        5.63869                 NaN   7.53725        41.4064                 NaN            NaN  0.841504        39.4430     
  1053.11        500.000                 NaN            NaN   5.13705        5.63379                 NaN   7.53818        41.4046                 NaN            NaN  0.841617        39.4447     
  1051.72        500.000                 NaN            NaN   5.14087        5.62895                 NaN   7.53912        41.4029                 NaN            NaN  0.841723        39.4465     
  1050.32        500.000                 NaN            NaN   5.14467        5.62416                 NaN   7.54007        41.4011                 NaN            NaN  0.841828        39.4482     
  1048.92        500.000                 NaN            NaN   5.14813        5.61511                 NaN   7.53803        41.4082                 NaN            NaN  0.842495        39.4481     
  1047.52        500.000                 NaN            NaN   5.15187        5.61026                 NaN   7.53890        41.4066                 NaN            NaN  0.842613        39.4497     
  1046.12        500.000                 NaN            NaN   5.15550        5.60577                 NaN   7.53988        41.4047                 NaN            NaN  0.842700        39.4514     
  1044.73        500.000                 NaN            NaN   5.15909        5.60134                 NaN   7.54087        41.4028                 NaN            NaN  0.842785        39.4531     
  1043.33        500.000                 NaN            NaN   5.16667        5.59001                 NaN   7.54169        41.4023                 NaN            NaN  0.843325        39.4560     
  1041.93        500.000                 NaN            NaN   5.16987        5.58653                 NaN   7.54285        41.3998                 NaN            NaN  0.843342        39.4577     
  1040.53        500.000                 NaN            NaN   5.17301        5.58272                 NaN   7.54378        41.3979                 NaN            NaN  0.843403        39.4592     
  1039.14        500.000                 NaN            NaN   5.17285        5.58528                 NaN   7.54527        41.3936                 NaN            NaN  0.842983        39.4600     
  1037.74        500.000                 NaN            NaN   5.17869        5.57667                 NaN   7.54588        41.3932                 NaN            NaN  0.843330        39.4622     
  1036.34        500.000                 NaN            NaN   5.18260        5.57052                 NaN   7.54628        41.3933                 NaN            NaN  0.843673        39.4637     
  1034.94        500.000                 NaN            NaN   5.18567        5.56687                 NaN   7.54725        41.3913                 NaN            NaN  0.843723        39.4652     
  1033.55        500.000                 NaN            NaN   5.18872        5.56326                 NaN   7.54823        41.3893                 NaN            NaN  0.843771        39.4667     
  1032.15        500.000                 NaN            NaN   5.19070        5.56201                 NaN   7.54896        41.3865                 NaN            NaN  0.843628        39.4682     
  1030.75        500.000                 NaN            NaN   5.19414        5.56298                 NaN   7.55384        41.3744                 NaN            NaN  0.842997        39.4717     
  1029.35        500.000                 NaN            NaN   5.19736        5.55917                 NaN   7.55491        41.3722                 NaN            NaN  0.843048        39.4733     
  1027.95        500.000                 NaN            NaN   5.20063        5.55404                 NaN   7.55515        41.3724                 NaN            NaN  0.843334        39.4744     
  1026.56        500.000                 NaN            NaN   5.20364        5.55051                 NaN   7.55618        41.3703                 NaN            NaN  0.843377        39.4760     
  1025.16        500.000                 NaN            NaN   5.20664        5.54701                 NaN   7.55722        41.3682                 NaN            NaN  0.843418        39.4775     
  1023.76        500.000                 NaN            NaN   5.20962        5.54354                 NaN   7.55827        41.3660                 NaN            NaN  0.843458        39.4791     
  1022.36        500.000                 NaN            NaN   5.21260        5.54008                 NaN   7.55932        41.3639                 NaN            NaN  0.843496        39.4806     
  1020.97        500.000                 NaN            NaN   5.21556        5.53665                 NaN   7.56039        41.3617                 NaN            NaN  0.843532        39.4822     
  1019.57        500.000                 NaN            NaN   5.21851        5.53325                 NaN   7.56147        41.3594                 NaN            NaN  0.843567        39.4838     
  1018.17        500.000                 NaN            NaN   5.22145        5.52987                 NaN   7.56255        41.3572                 NaN            NaN  0.843600        39.4853     
  1016.77        500.000                 NaN            NaN   5.22437        5.52653                 NaN   7.56365        41.3549                 NaN            NaN  0.843631        39.4869     
  1015.37        500.000                 NaN            NaN   5.22789        5.52418                 NaN   7.56610        41.3490                 NaN            NaN  0.843383        39.4894     
  1013.98        500.000                 NaN            NaN   5.23091        5.52068                 NaN   7.56723        41.3467                 NaN            NaN  0.843422        39.4910     
  1012.58        500.000                 NaN            NaN   5.23392        5.51722                 NaN   7.56836        41.3444                 NaN            NaN  0.843459        39.4926     
  1011.18        500.000                 NaN            NaN   5.23689        5.51380                 NaN   7.56950        41.3421                 NaN            NaN  0.843494        39.4943     
  1009.78        500.000                 NaN            NaN   5.23985        5.51042                 NaN   7.57064        41.3397                 NaN            NaN  0.843527        39.4959     
  1008.39        500.000                 NaN            NaN   5.24278        5.50707                 NaN   7.57180        41.3373                 NaN            NaN  0.843558        39.4975     
  1006.99        500.000                 NaN            NaN   5.24570        5.50376                 NaN   7.57296        41.3349                 NaN            NaN  0.843588        39.4991     
  1005.59        500.000                 NaN            NaN   5.24859        5.50048                 NaN   7.57412        41.3325                 NaN            NaN  0.843615        39.5007     
  1004.19        500.000                 NaN            NaN   5.25146        5.49724                 NaN   7.57530        41.3301                 NaN            NaN  0.843641        39.5023     
  1002.80        500.000                 NaN            NaN   5.25300        5.49437                 NaN   7.57519        41.3309                 NaN            NaN  0.843848        39.5027     
  1001.40        500.000                 NaN            NaN   5.25581        5.49129                 NaN   7.57641        41.3283                 NaN            NaN  0.843860        39.5043     
  1000.00        500.000                 NaN            NaN   5.25860        5.48823                 NaN   7.57764        41.3257                 NaN            NaN  0.843871        39.5059     
