|6.6.6
Archiving\03_Data\fracLP/QFM_m4.5/ALH/ALH_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1496.24        500.000        99.0478                 NaN            NaN            NaN            NaN  0.666714E-001  0.885527                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0529                 NaN            NaN            NaN            NaN  0.585923E-001  0.888549                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0550                 NaN            NaN            NaN            NaN  0.513478E-001  0.893650                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0633                 NaN            NaN            NaN            NaN  0.484907E-001  0.888169                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0658                 NaN            NaN            NaN            NaN  0.383808E-001  0.895850                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0700                 NaN            NaN            NaN            NaN  0.284769E-001  0.901543                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0685                 NaN            NaN            NaN            NaN  0.226202E-001  0.908905                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0705                 NaN            NaN            NaN            NaN  0.142402E-001  0.915299                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0689                 NaN            NaN            NaN            NaN  0.486707E-002  0.926232                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0587                 NaN            NaN            NaN  0.512821E-002            NaN  0.936205                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0513                 NaN            NaN            NaN  0.660454E-002            NaN  0.942068                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.0505                 NaN            NaN            NaN  0.648734E-002            NaN  0.943015                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.0392                 NaN            NaN            NaN  0.637187E-002            NaN  0.954429                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.0280                 NaN            NaN            NaN  0.620763E-002            NaN  0.965790                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.0104                 NaN            NaN            NaN  0.605556E-002            NaN  0.983535                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.6442                 NaN            NaN            NaN  0.400135E-002            NaN  0.616362       0.735422                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.5412                 NaN            NaN            NaN  0.314029E-002            NaN  0.978365       0.477275                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.5662                 NaN            NaN            NaN  0.295053E-002            NaN  0.469225       0.961635                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.5945                 NaN            NaN            NaN  0.277696E-002            NaN  0.460213       0.942483                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.6178                 NaN            NaN            NaN  0.261440E-002            NaN  0.926636       0.452921                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.6405                 NaN            NaN            NaN  0.244870E-002            NaN  0.445173       0.911914                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.6638                 NaN            NaN            NaN  0.229725E-002            NaN  0.437933       0.895985                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.6856                 NaN            NaN            NaN  0.214270E-002            NaN  0.881521       0.430755                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.7073                 NaN            NaN            NaN  0.200264E-002            NaN  0.867057       0.423641                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.7283                 NaN            NaN            NaN  0.185434E-002            NaN  0.853390       0.416463                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.7486                 NaN            NaN            NaN  0.171496E-002            NaN  0.410013       0.839671                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.7677                 NaN            NaN            NaN  0.159114E-002            NaN  0.827051       0.403656                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.7874                 NaN            NaN            NaN  0.145621E-002            NaN  0.397182       0.814010                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.8064                 NaN            NaN            NaN  0.133148E-002            NaN  0.390972       0.801304                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.8239                 NaN            NaN            NaN  0.120740E-002            NaN  0.789851       0.385055                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.8416                 NaN            NaN            NaN  0.109368E-002            NaN  0.777943       0.379369                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.8580                 NaN            NaN            NaN  0.980083E-003            NaN  0.373498       0.767552                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        98.8760                 NaN            NaN            NaN  0.874472E-003            NaN  0.369198       0.753923                 NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.8918                 NaN            NaN            NaN  0.767191E-003            NaN  0.362490       0.744911                 NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.9068                 NaN            NaN            NaN  0.664861E-003            NaN  0.735476       0.357107                 NaN            NaN            NaN            NaN            NaN
  1408.52        500.000        97.7175                 NaN            NaN            NaN            NaN            NaN  0.852290       0.821431                 NaN  0.608796                 NaN            NaN            NaN
  1406.02        500.000        97.0860                 NaN            NaN            NaN            NaN            NaN  0.899542        1.06972                 NaN  0.944752                 NaN            NaN            NaN
  1403.51        500.000        97.1757                 NaN            NaN            NaN            NaN            NaN  0.873417        1.03476                 NaN  0.916126                 NaN            NaN            NaN
  1401.00        500.000        97.2605                 NaN            NaN            NaN            NaN            NaN  0.848732        1.00198                 NaN  0.888775                 NaN            NaN            NaN
  1398.50        500.000        97.3408                 NaN            NaN            NaN            NaN            NaN  0.971185       0.824767                 NaN  0.863246                 NaN            NaN            NaN
  1395.99        500.000        97.4171                 NaN            NaN            NaN            NaN            NaN  0.941984       0.802323                 NaN  0.838563                 NaN            NaN            NaN
  1393.48        500.000        97.4879                 NaN            NaN            NaN            NaN            NaN  0.915571       0.780800                 NaN  0.815765                 NaN            NaN            NaN
  1390.98        500.000        97.5600                 NaN            NaN            NaN            NaN            NaN  0.759746       0.887922                 NaN  0.792298                 NaN            NaN            NaN
  1388.47        500.000        97.6248                 NaN            NaN            NaN            NaN            NaN  0.863279       0.740686                 NaN  0.771233                 NaN            NaN            NaN
  1385.96        500.000        97.6871                 NaN            NaN            NaN            NaN            NaN  0.721642       0.840178                 NaN  0.751036                 NaN            NaN            NaN
  1383.46        500.000        97.7478                 NaN            NaN            NaN            NaN            NaN  0.817402       0.703602                 NaN  0.731180                 NaN            NaN            NaN
  1380.95        500.000        97.8045                 NaN            NaN            NaN            NaN            NaN  0.796565       0.686504                 NaN  0.712460                 NaN            NaN            NaN
  1378.45        500.000        97.8572                 NaN            NaN            NaN            NaN            NaN  0.776600       0.671048                 NaN  0.695103                 NaN            NaN            NaN
  1375.94        500.000        97.9123                 NaN            NaN            NaN            NaN            NaN  0.652933       0.757666                 NaN  0.677082                 NaN            NaN            NaN
  1373.43        500.000        97.9600                 NaN            NaN            NaN            NaN            NaN  0.639093       0.739561                 NaN  0.661341                 NaN            NaN            NaN
  1370.93        500.000        98.0096                 NaN            NaN            NaN            NaN            NaN  0.623445       0.722047                 NaN  0.644928                 NaN            NaN            NaN
  1368.42        500.000        98.0560                 NaN            NaN            NaN            NaN            NaN  0.705969       0.608453                 NaN  0.629615                 NaN            NaN            NaN
  1365.91        500.000        98.0993                 NaN            NaN            NaN            NaN            NaN  0.690132       0.595357                 NaN  0.615232                 NaN            NaN            NaN
  1363.41        500.000        98.1411                 NaN            NaN            NaN            NaN            NaN  0.674864       0.582837                 NaN  0.601175                 NaN            NaN            NaN
  1360.90        500.000        98.1821                 NaN            NaN            NaN            NaN            NaN  0.570075       0.660255                 NaN  0.587619                 NaN            NaN            NaN
  1358.40        500.000        98.2205                 NaN            NaN            NaN            NaN            NaN  0.557379       0.647327                 NaN  0.574801                 NaN            NaN            NaN
  1355.89        500.000        98.2582                 NaN            NaN            NaN            NaN            NaN  0.544860       0.634741                 NaN  0.562208                 NaN            NaN            NaN
  1353.38        500.000        98.2932                 NaN            NaN            NaN            NaN            NaN  0.622484       0.533941                 NaN  0.550362                 NaN            NaN            NaN
  1350.88        500.000        98.3272                 NaN            NaN            NaN            NaN            NaN  0.610439       0.523459                 NaN  0.538868                 NaN            NaN            NaN
  1348.37        500.000        98.3605                 NaN            NaN            NaN            NaN            NaN  0.599317       0.512526                 NaN  0.527666                 NaN            NaN            NaN
  1345.86        500.000        98.3920                 NaN            NaN            NaN            NaN            NaN  0.502048       0.588980                 NaN  0.517004                 NaN            NaN            NaN
  1343.36        500.000        98.4230                 NaN            NaN            NaN            NaN            NaN  0.491935       0.578448                 NaN  0.506578                 NaN            NaN            NaN
  1340.85        500.000        98.4507                 NaN            NaN            NaN            NaN            NaN  0.569982       0.482271                 NaN  0.497027                 NaN            NaN            NaN
  1338.35        500.000        98.4789                 NaN            NaN            NaN            NaN            NaN  0.473719       0.559854                 NaN  0.487531                 NaN            NaN            NaN
  1335.84        500.000        98.5067                 NaN            NaN            NaN            NaN            NaN  0.463714       0.551574                 NaN  0.478002                 NaN            NaN            NaN
  1333.33        500.000        98.5331                 NaN            NaN            NaN            NaN            NaN  0.454290       0.543504                 NaN  0.469108                 NaN            NaN            NaN
  1330.83        500.000        98.5587                 NaN            NaN            NaN            NaN            NaN  0.445116       0.535631                 NaN  0.460561                 NaN            NaN            NaN
  1328.32        500.000        98.5817                 NaN            NaN            NaN            NaN            NaN  0.436688       0.529070                 NaN  0.452570                 NaN            NaN            NaN
  1325.81        500.000        98.6054                 NaN            NaN            NaN            NaN            NaN  0.522469       0.427452                 NaN  0.444668                 NaN            NaN            NaN
  1323.31        500.000        98.6280                 NaN            NaN            NaN            NaN            NaN  0.517185       0.418006                 NaN  0.436821                 NaN            NaN            NaN
  1320.80        500.000        98.6482                 NaN            NaN            NaN            NaN            NaN  0.510930       0.410961                 NaN  0.429947                 NaN            NaN            NaN
  1318.30        500.000        98.6707                 NaN            NaN            NaN            NaN            NaN  0.505821       0.401203                 NaN  0.422321                 NaN            NaN            NaN
  1315.79        500.000        98.6878                 NaN            NaN            NaN            NaN            NaN  0.501734       0.393566                 NaN  0.416870                 NaN            NaN            NaN
  1313.28        500.000        98.7125                 NaN            NaN            NaN            NaN            NaN  0.498947       0.380422                 NaN  0.408125                 NaN            NaN            NaN
  1310.78        500.000        98.8826                 NaN            NaN            NaN            NaN            NaN  0.729855                 NaN            NaN  0.387521                 NaN            NaN            NaN
  1308.27        500.000        98.5851                 NaN            NaN            NaN            NaN            NaN   1.00594                 NaN            NaN  0.408961                 NaN            NaN            NaN
  1305.76        500.000        98.7698                 NaN            NaN            NaN            NaN            NaN  0.605931       0.230486                 NaN  0.393787                 NaN            NaN            NaN
  1303.26        500.000        98.6939                 NaN            NaN            NaN            NaN            NaN  0.831522                 NaN            NaN  0.474571                 NaN            NaN            NaN
  1300.75        500.000        98.7671                 NaN            NaN            NaN            NaN            NaN  0.820266                 NaN            NaN  0.327398       0.852293E-001            NaN            NaN
  1298.25        500.000        98.7311                 NaN            NaN            NaN            NaN            NaN  0.193050       0.624690                 NaN  0.400570       0.506376E-001            NaN            NaN
  1295.74        500.000        98.7562                 NaN            NaN            NaN            NaN            NaN  0.559666E-001  0.746499                 NaN  0.392578       0.487678E-001            NaN            NaN
  1293.23        500.000        98.7807                 NaN            NaN            NaN            NaN            NaN  0.787441                 NaN            NaN  0.385203       0.466063E-001            NaN            NaN
  1290.73        500.000        98.8067                 NaN            NaN            NaN            NaN            NaN  0.771439                 NaN            NaN  0.377017       0.448413E-001            NaN            NaN
  1288.22        500.000        98.8277                 NaN            NaN            NaN            NaN            NaN  0.758524                 NaN            NaN  0.371562       0.422135E-001            NaN            NaN
  1285.71        500.000        98.8541                 NaN            NaN            NaN            NaN            NaN  0.742784                 NaN            NaN  0.361929       0.411874E-001            NaN            NaN
  1283.21        500.000        98.8778                 NaN            NaN            NaN            NaN            NaN  0.727863                 NaN            NaN  0.355044       0.392942E-001            NaN            NaN
  1280.70        500.000        98.8997                 NaN            NaN            NaN            NaN            NaN  0.714474                 NaN            NaN  0.348240       0.375491E-001            NaN            NaN
  1278.20        500.000        98.9223                 NaN            NaN            NaN            NaN            NaN  0.700552                 NaN            NaN  0.341278       0.358959E-001            NaN            NaN
  1275.69        500.000        98.9442                 NaN            NaN            NaN            NaN            NaN  0.687136                 NaN            NaN  0.334274       0.344294E-001            NaN            NaN
  1273.18        500.000        98.9681                 NaN            NaN            NaN            NaN            NaN  0.672141                 NaN            NaN  0.326667       0.331383E-001            NaN            NaN
  1270.68        500.000        94.6309                 NaN            NaN            NaN            NaN            NaN   1.55984                 NaN            NaN  0.813051       0.105021        2.89117                 NaN
  1268.17        500.000        90.1262                 NaN            NaN            NaN            NaN            NaN   2.45953                 NaN            NaN   1.30422       0.177709        5.93239                 NaN
  1265.66        500.000        91.2102                 NaN            NaN            NaN            NaN            NaN   2.20479                 NaN            NaN   1.17045       0.155094        5.25951                 NaN
  1263.16        500.000        92.0728                 NaN            NaN            NaN            NaN            NaN   1.99892                 NaN            NaN   1.05699       0.139053        4.73227                 NaN
  1260.65        500.000        92.8031                 NaN            NaN            NaN            NaN            NaN   1.82358                 NaN            NaN  0.962726       0.124453        4.28611                 NaN
  1258.15        500.000        93.4128                 NaN            NaN            NaN            NaN            NaN   1.67643                 NaN            NaN  0.881794       0.112587        3.91641                 NaN
  1255.64        500.000        93.9383                 NaN            NaN            NaN            NaN            NaN   1.54871                 NaN            NaN  0.811498       0.102228        3.59931                 NaN
  1253.13        500.000        94.3971                 NaN            NaN            NaN            NaN            NaN   1.43496                 NaN            NaN  0.746640       0.939986E-001   3.32728                 NaN
  1250.63        500.000        94.7800                 NaN            NaN            NaN            NaN            NaN   1.34544                 NaN            NaN  0.700179       0.842083E-001   3.09021                 NaN
  1248.12        500.000        95.1304                 NaN            NaN            NaN            NaN            NaN   1.25911                 NaN            NaN  0.651024       0.772900E-001   2.88216                 NaN
  1245.61        500.000        95.4521                 NaN            NaN            NaN            NaN            NaN   1.17784                 NaN            NaN  0.605567       0.710840E-001   2.69345                 NaN
  1243.11        500.000        95.7375                 NaN            NaN            NaN            NaN            NaN   1.10550                 NaN            NaN  0.566198       0.651790E-001   2.52557                 NaN
  1240.60        500.000        95.9770                 NaN            NaN            NaN            NaN            NaN   1.05019                 NaN            NaN  0.532619       0.596961E-001   2.38050                 NaN
  1238.10        500.000        96.2144                 NaN            NaN            NaN            NaN            NaN  0.989309                 NaN            NaN  0.499387       0.547153E-001   2.24221                 NaN
  1235.59        500.000        96.4318                 NaN            NaN            NaN            NaN            NaN  0.933347                 NaN            NaN  0.468532       0.502988E-001   2.11599                 NaN
  1233.08        500.000        96.6243                 NaN            NaN            NaN            NaN            NaN  0.884953                 NaN            NaN  0.440323       0.464059E-001   2.00401                 NaN
  1230.58        500.000        96.8055                 NaN            NaN            NaN            NaN            NaN  0.838129                 NaN            NaN  0.413624       0.428609E-001   1.89991                 NaN
  1228.07        500.000        96.9693                 NaN            NaN            NaN            NaN            NaN  0.796928                 NaN            NaN  0.391048       0.391953E-001   1.80355                 NaN
  1225.56        500.000        97.1269                 NaN            NaN            NaN            NaN            NaN  0.755051                 NaN            NaN  0.367917       0.361676E-001   1.71397                 NaN
  1223.06        500.000        97.2708                 NaN            NaN            NaN            NaN            NaN  0.717595                 NaN            NaN  0.346485       0.334332E-001   1.63168                 NaN
  1220.55        500.000        97.4107                 NaN            NaN            NaN            NaN            NaN  0.679638                 NaN            NaN  0.326952       0.307072E-001   1.55203                 NaN
  1218.05        500.000        97.5335                 NaN            NaN            NaN            NaN            NaN  0.647507                 NaN            NaN  0.309026       0.283010E-001   1.48170                 NaN
  1215.54        500.000        97.6549                 NaN            NaN            NaN            NaN            NaN  0.614012                 NaN            NaN  0.290319       0.263766E-001   1.41437                 NaN
  1213.03        500.000        76.1592                 NaN            NaN            NaN            NaN            NaN   2.82982                 NaN            NaN   1.97796       0.100761        9.45228        9.48000     
  1210.53        500.000        74.4791                 NaN            NaN            NaN            NaN            NaN   2.99553                 NaN            NaN   2.10007       0.983531E-001   9.98587        10.3411     
  1208.02        500.000        77.7226                 NaN            NaN            NaN            NaN            NaN   2.61892                 NaN            NaN   1.82646       0.830460E-001   8.71845        9.03055     
  1205.51        500.000        71.5887                 NaN            NaN            NaN            NaN            NaN   3.06574                 NaN            NaN   2.35009       0.104302        11.0554        11.8358     
  1203.01        500.000        92.5387                 NaN            NaN            NaN            NaN            NaN   1.26736                 NaN            NaN  0.612389       0.106962E-001   3.00661        2.56421     
  1200.50        500.000        80.4818                 NaN            NaN            NaN            NaN            NaN   1.45020       0.657277                 NaN   1.56456       0.705573E-001   7.65791        8.11772     
  1197.99        500.000        83.2946                 NaN            NaN            NaN            NaN            NaN   1.92986                 NaN            NaN   1.33815       0.600230E-001   6.92232        6.45505     
  1195.49        500.000        88.3248                 NaN            NaN            NaN            NaN            NaN   1.29429                 NaN            NaN  0.884582       0.356928E-001   4.53572        4.92493     
  1192.98        500.000        78.0920                 NaN            NaN            NaN            NaN            NaN   2.17425                 NaN            NaN   1.65659       0.731357E-001   9.05233        8.95171     
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.43886       0.102974       0.636107E-002   7.07017       0.333352        42.8942        41.1541     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.54858                 NaN            NaN   7.07245       0.333120        42.8900        41.1558     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.18798       0.368909                 NaN   7.07820       0.331264        42.8749        41.1587     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.18026       0.377888                 NaN   7.07911       0.330920        42.8712        41.1607     
  1180.45        500.000                 NaN            NaN            NaN  0.621415E-001            NaN            NaN   8.42423       0.167161E-001            NaN   7.06628       0.337114        42.9075        41.1861     
  1177.94        500.000                 NaN            NaN            NaN  0.992281E-001            NaN            NaN   8.36503       0.160035E-001            NaN   7.06374       0.338546        42.9136        41.2038     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.84484       0.706664       0.698759E-003   7.07915       0.331954        42.8714        41.1653     
  1172.93        500.000                 NaN            NaN            NaN  0.173470                 NaN            NaN   8.24772       0.132140E-001            NaN   7.05826       0.341475        42.9265        41.2394     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.97214        2.61379                 NaN   7.10254       0.324537        42.8107        41.1763     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.81073        3.78534                 NaN   7.05592       0.328814        42.8255        41.1937     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.16345        1.38926       0.108211E-004   7.02153       0.336412        42.9027        41.1866     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.14559        1.40742                 NaN   7.02265       0.336184        42.8997        41.1885     
  1160.40        500.000                 NaN            NaN            NaN  0.259074                 NaN            NaN   8.07773       0.320792E-001            NaN   6.97454       0.353176        43.0047        41.2987     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.99860        4.61885                 NaN   7.12837       0.317168        42.7446        41.1924     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.21535        2.37461       0.148632E-003   7.10961       0.322557        42.7903        41.1874     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.74389        4.86713                 NaN   7.12891       0.317609        42.7488        41.1936     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.41354        5.20206                 NaN   7.13336       0.316416        42.7383        41.1963     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.72653        2.87313                 NaN   7.11961       0.319982        42.7661        41.1947     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.76637        5.85868                 NaN   7.14250       0.313980        42.7167        41.2018     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.67574        5.95365                 NaN   7.14676       0.312845        42.7066        41.2044     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.11780        6.51711                 NaN   7.15187       0.311448        42.6944        41.2073     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.64796                 NaN            NaN   7.16124       0.308641        42.6700        41.2121     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.46874        7.17638                 NaN   7.16150       0.308816        42.6716        41.2129     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.27623        7.37369                 NaN   7.16607       0.307568        42.6608        41.2156     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.73659        3.88821                 NaN   7.14594       0.313217        42.7041        41.2120     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.59175        4.03635       0.490747E-003   7.14989       0.312190        42.6949        41.2145     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.42078        4.21098       0.485360E-003   7.15377       0.311186        42.6858        41.2169     
  1122.81        500.000                 NaN            NaN            NaN  0.899103                 NaN            NaN   7.07129       0.667150E-003            NaN   6.97722       0.375001        43.0902        41.5865     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.32067        4.32066       0.919878E-004   7.16287       0.308761        42.6647        41.2223     
  1117.79        500.000                 NaN            NaN            NaN  0.946992                 NaN            NaN   6.99413       0.246818E-003            NaN   6.97168       0.377243        43.0985        41.6112     
  1115.29        500.000                 NaN            NaN            NaN  0.957087                 NaN            NaN   6.99807                 NaN            NaN   6.98366       0.373135        43.0668        41.6213     
  1112.78        500.000                 NaN            NaN            NaN  0.993954                 NaN            NaN   6.91835       0.337751E-005            NaN   6.96631       0.379295        43.1068        41.6353     
  1110.28        500.000                 NaN            NaN            NaN   1.01828                 NaN            NaN   6.87872       0.339501E-005            NaN   6.96333       0.380421        43.1116        41.6477     
  1107.77        500.000                 NaN            NaN            NaN   1.04084                 NaN            NaN   6.84207       0.102909E-003            NaN   6.96071       0.381419        43.1155        41.6593     
  1105.26        500.000                 NaN            NaN            NaN   1.06287                 NaN            NaN   6.80553       0.982172E-003            NaN   6.95815       0.382391        43.1193        41.6708     
  1102.76        500.000                 NaN            NaN            NaN   1.08479                 NaN            NaN   6.77080       0.203288E-003            NaN   6.95556       0.383368        43.1231        41.6822     
  1100.25        500.000                 NaN            NaN            NaN   1.10565                 NaN            NaN   6.73734       0.215580E-005            NaN   6.95318       0.384271        43.1264        41.6931     
  1097.74        500.000                 NaN            NaN            NaN   1.12589                 NaN            NaN   6.70429       0.434137E-003            NaN   6.95089       0.385138        43.1295        41.7039     
  1095.24        500.000                 NaN            NaN            NaN   1.14578                 NaN            NaN   6.67268       0.794403E-005            NaN   6.94864       0.385989        43.1325        41.7144     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.15970        4.55306                 NaN   7.22670       0.290695        42.5140        41.2558     
  1090.23        500.000                 NaN            NaN            NaN   1.14239                 NaN            NaN   6.68837       0.970562E-005            NaN   6.95568       0.383742        43.1113        41.7185     
  1087.72        500.000                 NaN            NaN            NaN   1.16209                 NaN            NaN   6.65666       0.613393E-005            NaN   6.95341       0.384591        43.1142        41.7290     
  1085.21        500.000                 NaN            NaN            NaN   1.18131                 NaN            NaN   6.62576       0.473185E-005            NaN   6.95122       0.385412        43.1170        41.7393     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.16451        6.55985                 NaN   7.23912       0.286598        42.4843        41.2657     
  1080.20        500.000                 NaN            NaN            NaN   1.25713                 NaN            NaN   6.49355       0.231906E-004            NaN   6.93602       0.390673        43.1482        41.7744     
  1077.69        500.000                 NaN            NaN            NaN   1.27174                 NaN            NaN   6.47113       0.777084E-005            NaN   6.93494       0.391168        43.1481        41.7829     
  1075.19        500.000                 NaN            NaN            NaN   1.28811                 NaN            NaN   6.44511       0.617588E-005            NaN   6.93324       0.391812        43.1497        41.7920     
  1072.68        500.000                 NaN            NaN            NaN   1.30412                 NaN            NaN   6.41969       0.316230E-004            NaN   6.93160       0.392435        43.1511        41.8010     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.61607        7.12642       0.679502E-005   7.25941       0.281766        42.4398        41.2766     
  1067.67        500.000                 NaN            NaN            NaN   1.33479                 NaN            NaN   6.37131       0.999566E-005            NaN   6.92860       0.393584        43.1533        41.8184     
  1065.16        500.000                 NaN            NaN            NaN   1.34968                 NaN            NaN   6.34785       0.758260E-005            NaN   6.92716       0.394135        43.1542        41.8269     
  1062.66        500.000                 NaN            NaN            NaN   1.36468                 NaN            NaN   6.32416       0.157118E-004            NaN   6.92566       0.394705        43.1553        41.8355     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.02188       0.763579                 NaN   7.29268       0.271256        42.3588        41.2919     
  1057.64        500.000                 NaN            NaN            NaN   1.39268                 NaN            NaN   6.28039       0.107240E-004            NaN   6.92314       0.395684        43.1563        41.8518     
  1055.14        500.000                 NaN            NaN            NaN   1.40603                 NaN            NaN   6.25739       0.227653E-002            NaN   6.92202       0.396123        43.1564        41.8597     
  1052.63        500.000                 NaN            NaN            NaN   1.41975                 NaN            NaN   6.23823       0.570053E-005            NaN   6.92077       0.396607        43.1569        41.8678     
  1050.13        500.000                 NaN            NaN            NaN   1.43287                 NaN            NaN   6.21787       0.483222E-005            NaN   6.91967       0.397041        43.1569        41.8756     
  1047.62        500.000                 NaN            NaN            NaN   1.44573                 NaN            NaN   6.19799       0.428601E-005            NaN   6.91862       0.397457        43.1569        41.8833     
  1045.11        500.000                 NaN            NaN            NaN   1.45832                 NaN            NaN   6.17857       0.386377E-005            NaN   6.91762       0.397855        43.1567        41.8909     
  1042.61        500.000                 NaN            NaN            NaN   1.47065                 NaN            NaN   6.15962       0.441434E-005            NaN   6.91667       0.398235        43.1564        41.8984     
  1040.10        500.000                 NaN            NaN            NaN   1.48274                 NaN            NaN   6.14109       0.428674E-005            NaN   6.91578       0.398597        43.1560        41.9058     
  1037.59        500.000                 NaN            NaN            NaN   1.49458                 NaN            NaN   6.12301       0.306573E-005            NaN   6.91494       0.398942        43.1554        41.9131     
  1035.09        500.000                 NaN            NaN            NaN   1.50619                 NaN            NaN   6.10533       0.286649E-005            NaN   6.91415       0.399269        43.1547        41.9203     
  1032.58        500.000                 NaN            NaN            NaN   1.51737                 NaN            NaN   6.08847                 NaN            NaN   6.91347       0.399559        43.1538        41.9274     
  1030.08        500.000                 NaN            NaN            NaN   1.52857                 NaN            NaN   6.07155                 NaN            NaN   6.91277       0.399857        43.1529        41.9344     
  1027.57        500.000                 NaN            NaN            NaN   1.53950                 NaN            NaN   6.05509                 NaN            NaN   6.91213       0.400134        43.1518        41.9414     
  1025.06        500.000                 NaN            NaN            NaN   1.55030                 NaN            NaN   6.03890                 NaN            NaN   6.91152       0.400402        43.1506        41.9483     
  1022.56        500.000                 NaN            NaN            NaN   1.56088                 NaN            NaN   6.02309                 NaN            NaN   6.91095       0.400653        43.1494        41.9551     
  1020.05        500.000                 NaN            NaN            NaN   1.57123                 NaN            NaN   6.00770                 NaN            NaN   6.91045       0.400886        43.1479        41.9618     
  1017.54        500.000                 NaN            NaN            NaN   1.58094                 NaN            NaN   5.99355                 NaN            NaN   6.91015       0.401050        43.1460        41.9683     
  1015.04        500.000                 NaN            NaN            NaN   1.59134                 NaN            NaN   5.97804                 NaN            NaN   6.90959       0.401300        43.1447        41.9750     
