|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.25/TIS/TIS_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          an             ilm            San(TH)        q             
  1164.35        500.000                 NaN            NaN   7.51759                 NaN   3.38460        7.35597       0.822543        41.3725        39.5468     
  1163.29        500.000                 NaN            NaN   7.47930                 NaN   3.41013        7.35459       0.824475        41.3774        39.5541     
  1162.23        500.000                 NaN            NaN   6.98304                 NaN   3.73068        7.30577       0.859767        41.4687        39.6520     
  1161.17        500.000                 NaN            NaN   7.23407                 NaN   3.56770        7.35595       0.839437        41.4034        39.5994     
  1160.11        500.000                 NaN            NaN   6.85132                 NaN   3.79214        7.32350       0.869142        41.5059        39.6580     
  1159.05        500.000                 NaN            NaN   7.34971                 NaN   3.49697        7.35041       0.830879        41.3927        39.5793     
  1157.99        500.000                 NaN            NaN   7.32722                 NaN   3.51228        7.34995       0.831901        41.3948        39.5838     
  1156.93        500.000                 NaN            NaN   7.29566                 NaN   3.53331        7.34889       0.833489        41.3988        39.5899     
  1155.87        500.000                 NaN            NaN   7.09315                 NaN   3.66302        7.33738       0.845560        41.4351        39.6258     
  1154.81        500.000                 NaN            NaN   7.14748                 NaN   3.61902        7.33688       0.846524        41.4373        39.6128     
  1153.75        500.000                 NaN            NaN   7.05136                 NaN   3.69125        7.33645       0.847502        41.4393        39.6342     
  1152.69        500.000                 NaN            NaN   7.18916                 NaN   3.60482        7.34610       0.838636        41.4105        39.6108     
  1151.63        500.000                 NaN            NaN   7.01142                 NaN   3.71829        7.33568       0.849359        41.4431        39.6422     
  1150.57        500.000                 NaN            NaN   6.78780                 NaN   3.85762        7.32417       0.861167        41.4860        39.6833     
  1149.51        500.000                 NaN            NaN   6.77972                 NaN   3.86344        7.32470       0.861623        41.4855        39.6850     
  1148.45        500.000                 NaN            NaN   6.77113                 NaN   3.86954        7.32501       0.862156        41.4854        39.6868     
  1147.39        500.000                 NaN            NaN   6.76154                 NaN   3.87709        7.33060       0.861477        41.4808        39.6885     
  1146.33        500.000                 NaN            NaN   6.74989                 NaN   3.88470        7.32966       0.862161        41.4832        39.6904     
  1145.27        500.000                 NaN            NaN   7.00400                 NaN   3.65587        7.27999       0.869965        41.5883        39.6019     
  1144.21        500.000                 NaN            NaN   6.91036                 NaN   3.78827        7.34559       0.855979        41.4317        39.6681     
  1143.15        500.000                 NaN            NaN   7.02230                 NaN   3.71876        7.34318       0.846197        41.4246        39.6450     
  1142.09        500.000                 NaN            NaN   6.99209                 NaN   3.73864        7.34207       0.847798        41.4286        39.6508     
  1141.03        500.000                 NaN            NaN   6.66192                 NaN   3.93330        7.32204       0.872062        41.5110        39.6997     
  1139.97        500.000                 NaN            NaN   6.86875                 NaN   3.80465        7.33993       0.859449        41.4603        39.6670     
  1138.91        500.000                 NaN            NaN   6.65144                 NaN   3.94319        7.32383       0.872129        41.5048        39.7046     
  1137.85        500.000                 NaN            NaN   6.77434                 NaN   3.86037        7.31069       0.866963        41.5076        39.6800     
  1136.79        500.000                 NaN            NaN   6.89455                 NaN   3.73301        7.28489       0.874959        41.5838        39.6288     
  1135.72        500.000                 NaN            NaN   6.94273                 NaN   3.69823        7.28187       0.873048        41.5876        39.6165     
  1134.66        500.000                 NaN            NaN   6.88164                 NaN   3.81434        7.34098       0.852694        41.4364        39.6739     
  1133.60        500.000                 NaN            NaN   6.86564                 NaN   3.82520        7.34064       0.853446        41.4379        39.6772     
  1132.54        500.000                 NaN            NaN   6.84894                 NaN   3.83655        7.34037       0.854202        41.4393        39.6806     
  1131.48        500.000                 NaN            NaN   6.83455                 NaN   3.84644        7.34025       0.854833        41.4403        39.6837     
  1130.42        500.000                 NaN            NaN   6.82231                 NaN   3.85499        7.34029       0.855327        41.4407        39.6864     
  1129.36        500.000                 NaN            NaN   6.60430                 NaN   3.97937        7.33779       0.870920        41.4889        39.7187     
  1128.30        500.000                 NaN            NaN   6.60668                 NaN   3.97851        7.33832       0.870692        41.4870        39.7188     
  1127.24        500.000                 NaN            NaN   6.78080                 NaN   3.88394        7.34090       0.857004        41.4417        39.6957     
  1126.18        500.000                 NaN            NaN   6.76770                 NaN   3.89296        7.34082       0.857584        41.4425        39.6985     
  1125.12        500.000                 NaN            NaN   6.58578                 NaN   3.99352        7.33910       0.871577        41.4856        39.7244     
  1124.06        500.000                 NaN            NaN   6.58225                 NaN   3.99630        7.33945       0.871756        41.4845        39.7257     
  1123.00        500.000                 NaN            NaN   7.02377                 NaN   3.63960        7.27680       0.869869        41.5940        39.5960     
  1121.94        500.000                 NaN            NaN   6.71657                 NaN   3.92789        7.33985       0.859902        41.4467        39.7091     
  1120.88        500.000                 NaN            NaN   7.02378                 NaN   3.63960        7.27680       0.869869        41.5940        39.5960     
  1119.82        500.000                 NaN            NaN   7.02368                 NaN   3.63967        7.27681       0.869870        41.5940        39.5960     
  1118.76        500.000                 NaN            NaN   6.43411                 NaN   4.10107        7.32611       0.878197        41.5051        39.7554     
  1117.70        500.000                 NaN            NaN   6.42697                 NaN   4.10628        7.32645       0.878340        41.5048        39.7572     
  1116.64        500.000                 NaN            NaN   6.48847                 NaN   4.05848        7.32667       0.878527        41.5045        39.7433     
  1115.58        500.000                 NaN            NaN   6.48723       0.416536        3.71371        7.27064       0.876345        41.6209        39.6147     
  1114.52        500.000                 NaN            NaN   6.62910                 NaN   3.98708        7.33873       0.863871        41.4546        39.7266     
  1113.46        500.000                 NaN            NaN   6.48820       0.415728        3.71362        7.27066       0.876333        41.6208        39.6146     
  1112.40        500.000                 NaN            NaN   6.46307                 NaN   4.08651        7.33148       0.876711        41.4853        39.7569     
  1111.34        500.000                 NaN            NaN   6.45721                 NaN   4.09010        7.33185       0.877741        41.4842        39.7589     
  1110.28        500.000                 NaN            NaN   6.45185                 NaN   4.09326        7.33217       0.878639        41.4835        39.7606     
  1109.22        500.000                 NaN            NaN   6.44597                 NaN   4.09672        7.33225       0.879426        41.4835        39.7621     
  1108.16        500.000                 NaN            NaN   6.43909                 NaN   4.10088        7.33202       0.880113        41.4843        39.7636     
  1107.10        500.000                 NaN            NaN   7.02378                 NaN   3.63959        7.27680       0.869869        41.5940        39.5960     
  1106.04        500.000                 NaN            NaN   7.01404                 NaN   3.64715        7.27767       0.870044        41.5925        39.5986     
  1104.97        500.000                 NaN            NaN   7.02206                 NaN   3.64093        7.27696       0.869900        41.5937        39.5964     
  1103.91        500.000                 NaN            NaN   7.02386                 NaN   3.63953        7.27680       0.869867        41.5940        39.5959     
  1102.85        500.000                 NaN            NaN   6.40491                 NaN   4.12136        7.33018       0.880377        41.4980        39.7652     
  1101.79        500.000                 NaN            NaN   6.39842                 NaN   4.12587        7.33053       0.880570        41.4978        39.7668     
  1100.73        500.000                 NaN            NaN   6.40767                 NaN   4.12227        7.33152       0.881422        41.4876        39.7695     
  1099.67        500.000                 NaN            NaN   6.49511                 NaN   4.08244        7.34156       0.868920        41.4533        39.7586     
  1098.61        500.000                 NaN            NaN   6.38018                 NaN   4.13932        7.33058       0.881183        41.4974        39.7713     
  1097.55        500.000                 NaN            NaN   6.35694                 NaN   4.15521        7.33035       0.882724        41.4979        39.7768     
  1096.49        500.000                 NaN            NaN   6.35081                 NaN   4.15970        7.33060       0.882952        41.4975        39.7785     
  1095.43        500.000                 NaN            NaN   6.34478                 NaN   4.16417        7.33087       0.883141        41.4970        39.7801     
  1094.37        500.000                 NaN            NaN   6.36720                 NaN   4.14794        7.33262       0.881692        41.4966        39.7739     
  1093.31        500.000                 NaN            NaN   7.02373                 NaN   3.63964        7.27681       0.869870        41.5940        39.5960     
  1092.25        500.000                 NaN            NaN   6.32902                 NaN   4.17614        7.33170       0.883503        41.4953        39.7843     
  1091.19        500.000                 NaN            NaN   7.02375                 NaN   3.63961        7.27680       0.869870        41.5940        39.5960     
  1090.13        500.000                 NaN            NaN   6.40874                 NaN   4.14301        7.34542       0.872886        41.4508        39.7791     
  1089.07        500.000                 NaN            NaN   6.26677                 NaN   4.22696        7.33316       0.882135        41.4915        39.7995     
  1088.01        500.000                 NaN            NaN   6.29607                 NaN   4.20083        7.33311       0.883687        41.4938        39.7925     
  1086.95        500.000                 NaN            NaN   6.32040                 NaN   4.18647        7.33390       0.882106        41.4889        39.7883     
  1085.89        500.000                 NaN            NaN   6.31096                 NaN   4.19183        7.33308       0.882789        41.4917        39.7896     
  1084.83        500.000                 NaN            NaN   6.38525                 NaN   4.16245        7.34819       0.872780        41.4444        39.7869     
  1083.77        500.000                 NaN            NaN   6.26604                 NaN   4.22254        7.33354       0.884727        41.4932        39.8000     
  1082.71        500.000                 NaN            NaN   6.30859                 NaN   4.19536        7.33584       0.882118        41.4864        39.7917     
  1081.65        500.000                 NaN            NaN   6.30127                 NaN   4.20054        7.33613       0.882370        41.4862        39.7935     
  1080.59        500.000                 NaN            NaN   6.33203                 NaN   4.19570        7.34576       0.875810        41.4547        39.7960     
  1079.53        500.000                 NaN            NaN   6.21618                 NaN   4.26537        7.33621       0.883782        41.4837        39.8147     
  1078.47        500.000                 NaN            NaN   6.20730                 NaN   4.27165        7.33489       0.883575        41.4877        39.8149     
  1077.41        500.000                 NaN            NaN   6.26863                 NaN   4.22429        7.33514       0.883680        41.4871        39.8012     
  1076.35        500.000                 NaN            NaN   6.26355                 NaN   4.22822        7.33540       0.883783        41.4865        39.8026     
  1075.28        500.000                 NaN            NaN   6.25392                 NaN   4.23356        7.33670       0.884143        41.4872        39.8045     
  1074.22        500.000                 NaN            NaN   6.18228                 NaN   4.28873        7.33702       0.884263        41.4867        39.8210     
  1073.16        500.000                 NaN            NaN   6.17663                 NaN   4.29281        7.33739       0.884399        41.4863        39.8224     
  1072.10        500.000                 NaN            NaN   6.17185                 NaN   4.29667        7.33777       0.884483        41.4855        39.8237     
  1071.04        500.000                 NaN            NaN   6.24135                 NaN   4.24680        7.34415       0.883651        41.4712        39.8128     
  1069.98        500.000                 NaN            NaN   6.15502                 NaN   4.30824        7.34049       0.886250        41.4797        39.8303     
  1068.92        500.000                 NaN            NaN   6.14985                 NaN   4.31275        7.34030       0.886188        41.4794        39.8315     
  1067.86        500.000                 NaN            NaN   6.14425                 NaN   4.31696        7.34038       0.886370        41.4792        39.8329     
  1066.80        500.000                 NaN            NaN   6.14604                 NaN   4.31745        7.34162       0.886001        41.4747        39.8342     
  1065.74        500.000                 NaN            NaN   6.18494                 NaN   4.28103        7.33787       0.889576        41.4831        39.8235     
  1064.68        500.000                 NaN            NaN   6.12909                 NaN   4.32809        7.34098       0.886816        41.4780        39.8370     
  1063.62        500.000                 NaN            NaN   6.12414                 NaN   4.33188        7.34138       0.886940        41.4772        39.8384     
  1062.56        500.000                 NaN            NaN   6.11981                 NaN   4.33550        7.34205       0.886999        41.4757        39.8400     
  1061.50        500.000                 NaN            NaN   6.11489                 NaN   4.33931        7.34236       0.887124        41.4749        39.8414     
  1060.44        500.000                 NaN            NaN   6.15644                 NaN   4.30664        7.34045       0.889147        41.4743        39.8330     
  1059.38        500.000                 NaN            NaN   6.17003                 NaN   4.29626        7.34300       0.887430        41.4740        39.8293     
  1058.32        500.000                 NaN            NaN   6.18836                 NaN   4.28900        7.34870       0.884663        41.4605        39.8288     
  1057.26        500.000                 NaN            NaN   6.20974                 NaN   4.29001        7.35433       0.878719        41.4356        39.8316     
  1056.20        500.000                 NaN            NaN   6.14024                 NaN   4.31782        7.34238       0.889451        41.4729        39.8372     
  1055.14        500.000                 NaN            NaN   6.08636                 NaN   4.36080        7.34459       0.887895        41.4707        39.8497     
  1054.08        500.000                 NaN            NaN   6.13216                 NaN   4.32351        7.34303       0.889745        41.4722        39.8394     
  1053.02        500.000                 NaN            NaN   6.16593                 NaN   4.30626        7.34669       0.887718        41.4569        39.8365     
  1051.96        500.000                 NaN            NaN   6.07258                 NaN   4.37144        7.34590       0.888225        41.4680        39.8538     
  1050.90        500.000                 NaN            NaN   6.12010                 NaN   4.33224        7.34397       0.890195        41.4708        39.8427     
  1049.84        500.000                 NaN            NaN   6.06346                 NaN   4.37850        7.34680       0.888435        41.4662        39.8566     
  1048.78        500.000                 NaN            NaN   6.05894                 NaN   4.38201        7.34725       0.888539        41.4652        39.8580     
  1047.72        500.000                 NaN            NaN   6.05448                 NaN   4.38547        7.34770       0.888641        41.4643        39.8594     
  1046.66        500.000                 NaN            NaN   6.05091                 NaN   4.38822        7.34815       0.888769        41.4634        39.8606     
  1045.60        500.000                 NaN            NaN   6.04566                 NaN   4.39234        7.34863       0.888842        41.4624        39.8622     
  1044.53        500.000                 NaN            NaN   6.09744                 NaN   4.34979        7.34630       0.890911        41.4656        39.8499     
  1043.47        500.000                 NaN            NaN   6.09371                 NaN   4.35275        7.34676       0.890993        41.4646        39.8512     
  1042.41        500.000                 NaN            NaN   6.09000                 NaN   4.35571        7.34723       0.891067        41.4636        39.8524     
  1041.35        500.000                 NaN            NaN   6.09192                 NaN   4.35705        7.35120       0.889234        41.4569        39.8537     
  1040.29        500.000                 NaN            NaN   6.09636                 NaN   4.35648        7.35286       0.889492        41.4490        39.8558     
  1039.23        500.000                 NaN            NaN   6.02019                 NaN   4.41290        7.35197       0.889273        41.4549        39.8707     
  1038.17        500.000                 NaN            NaN   6.07527                 NaN   4.36745        7.34925       0.891298        41.4594        39.8573     
  1037.11        500.000                 NaN            NaN   6.01117                 NaN   4.41927        7.35292       0.889579        41.4540        39.8731     
  1036.05        500.000                 NaN            NaN   6.07017                 NaN   4.37372        7.35332       0.889695        41.4531        39.8600     
  1034.99        500.000                 NaN            NaN   6.00302                 NaN   4.42571        7.35393       0.889746        41.4518        39.8758     
  1033.93        500.000                 NaN            NaN   5.99822                 NaN   4.42966        7.35472       0.889885        41.4498        39.8777     
  1032.87        500.000                 NaN            NaN   5.99356                 NaN   4.43311        7.35485       0.889944        41.4498        39.8787     
  1031.81        500.000                 NaN            NaN   5.99132                 NaN   4.43333        7.35264       0.891596        41.4521        39.8790     
  1030.75        500.000                 NaN            NaN   5.98771                 NaN   4.43625        7.35323       0.891648        41.4509        39.8802     
  1029.69        500.000                 NaN            NaN   6.04822                 NaN   4.38962        7.35380       0.891710        41.4498        39.8669     
  1028.63        500.000                 NaN            NaN   6.06945                 NaN   4.38374        7.35988       0.888671        41.4295        39.8687     
  1027.57        500.000                 NaN            NaN   5.97698                 NaN   4.44496        7.35498       0.891789        41.4474        39.8839     
  1026.51        500.000                 NaN            NaN   5.38427       0.745595E-001   4.60824        7.19828       0.953852        41.9392        39.8416     
  1025.45        500.000                 NaN            NaN   5.96990                 NaN   4.45171        7.35833       0.890650        41.4425        39.8869     
  1024.39        500.000                 NaN            NaN   5.96752                 NaN   4.45303        7.35687       0.891809        41.4432        39.8876     
  1023.33        500.000                 NaN            NaN   6.05048                 NaN   4.41169        7.36932       0.883063        41.4059        39.8795     
  1022.27        500.000                 NaN            NaN   5.96136                 NaN   4.45829        7.35816       0.891806        41.4404        39.8899     
  1021.21        500.000                 NaN            NaN   5.98140                 NaN   4.45075        7.36610       0.888627        41.4221        39.8910     
  1020.15        500.000                 NaN            NaN   5.97517                 NaN   4.45509        7.36569       0.888907        41.4226        39.8925     
  1019.09        500.000                 NaN            NaN   5.94440                 NaN   4.47237        7.36212       0.890900        41.4348        39.8954     
  1018.03        500.000                 NaN            NaN   6.00182                 NaN   4.43928        7.36964       0.890556        41.4070        39.8916     
  1016.97        500.000                 NaN            NaN   5.99825                 NaN   4.44216        7.37021       0.890607        41.4059        39.8929     
  1015.91        500.000                 NaN            NaN   5.99471                 NaN   4.44503        7.37077       0.890657        41.4047        39.8941     
  1014.84        500.000                 NaN            NaN   5.99119                 NaN   4.44788        7.37135       0.890706        41.4035        39.8954     
  1013.78        500.000                 NaN            NaN   5.98769                 NaN   4.45072        7.37192       0.890754        41.4023        39.8966     
  1012.72        500.000                 NaN            NaN   5.98593                 NaN   4.44156        7.36623       0.891160        41.4261        39.8890     
  1011.66        500.000                 NaN            NaN   5.98238                 NaN   4.44447        7.36684       0.891214        41.4248        39.8903     
  1010.60        500.000                 NaN            NaN   5.97884                 NaN   4.44736        7.36745       0.891268        41.4235        39.8916     
  1009.54        500.000                 NaN            NaN   5.97533                 NaN   4.45023        7.36807       0.891320        41.4222        39.8929     
  1008.48        500.000                 NaN            NaN   5.97185                 NaN   4.45309        7.36869       0.891370        41.4209        39.8941     
  1007.42        500.000                 NaN            NaN   5.96840                 NaN   4.45594        7.36932       0.891419        41.4195        39.8954     
  1006.36        500.000                 NaN            NaN   5.96497                 NaN   4.45877        7.36995       0.891467        41.4182        39.8967     
  1005.30        500.000                 NaN            NaN   5.96156                 NaN   4.46158        7.37058       0.891514        41.4168        39.8979     
  1004.24        500.000                 NaN            NaN   5.95818                 NaN   4.46438        7.37122       0.891558        41.4155        39.8992     
  1003.18        500.000                 NaN            NaN   5.95483                 NaN   4.46716        7.37186       0.891602        41.4141        39.9005     
  1002.12        500.000                 NaN            NaN   5.95149                 NaN   4.46993        7.37251       0.891645        41.4127        39.9017     
  1001.06        500.000                 NaN            NaN   5.94819                 NaN   4.47268        7.37316       0.891685        41.4113        39.9030     
