|6.6.6
Archiving\03_Data\Deqfrac/QFM_m0.75/T13/T13_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1305.45        2500.00        98.8204                 NaN  0.113394       0.144311                 NaN  0.522402       0.107253                 NaN  0.292241                 NaN            NaN            NaN
  1303.88        2500.00        98.8345                 NaN  0.105909       0.141929                 NaN  0.508118       0.121129                 NaN  0.288457                 NaN            NaN            NaN
  1302.32        2500.00        98.8499                 NaN  0.102153       0.139518                 NaN  0.498986       0.124733                 NaN  0.284679                 NaN            NaN            NaN
  1300.75        2500.00        98.8652                 NaN  0.982770E-001  0.137059                 NaN  0.129044       0.489573                 NaN  0.280872                 NaN            NaN            NaN
  1299.19        2500.00        98.8797                 NaN  0.938852E-001  0.134750                 NaN  0.479831       0.134570                 NaN  0.277247                 NaN            NaN            NaN
  1297.62        2500.00        98.8939                 NaN  0.898167E-001  0.132222                 NaN  0.469434       0.140899                 NaN  0.273712                 NaN            NaN            NaN
  1296.05        2500.00        98.9091                 NaN  0.882594E-001  0.129868                 NaN  0.141010       0.461374                 NaN  0.270344                 NaN            NaN            NaN
  1294.49        2500.00        98.9222                 NaN  0.783325E-001  0.127929                 NaN  0.448215       0.157049                 NaN  0.266241                 NaN            NaN            NaN
  1292.92        2500.00        98.9357                 NaN  0.780901E-001  0.125391                 NaN  0.155739       0.441592                 NaN  0.263441                 NaN            NaN            NaN
  1291.35        2500.00        90.4389                 NaN  0.616803E-001  0.730742                 NaN   1.63927        1.28631                 NaN   1.29008        4.55307                 NaN            NaN
  1289.79        2500.00        81.6073                 NaN            NaN   1.31215                 NaN   2.71909        2.71877                 NaN   2.35619        9.28656                 NaN            NaN
  1288.22        2500.00        84.1402                 NaN            NaN   1.09889                 NaN   2.26340        2.49692                 NaN   2.04932        7.95122                 NaN            NaN
  1286.65        2500.00        86.0709                 NaN            NaN  0.938559                 NaN   1.91419        2.32471                 NaN   1.81414        6.93751                 NaN            NaN
  1285.09        2500.00        87.5854                 NaN            NaN  0.813358                 NaN   1.63596        2.19075                 NaN   1.62883        6.14572                 NaN            NaN
  1283.52        2500.00        88.7858                 NaN            NaN  0.716628                 NaN   1.40987        2.08061                 NaN   1.48216        5.52489                 NaN            NaN
  1281.95        2500.00        89.7208                 NaN            NaN  0.631465                 NaN   1.20351        2.04383                 NaN   1.36730        5.03313                 NaN            NaN
  1280.39        2500.00        90.3451                 NaN            NaN  0.592983                 NaN   1.98687        1.08265                 NaN   1.29249        4.69992                 NaN            NaN
  1278.82        2500.00        89.0829                 NaN            NaN  0.758500                 NaN   1.57067        1.67811                 NaN   1.47303        5.43679                 NaN            NaN
  1277.26        2500.00        94.7273                 NaN            NaN  0.203600                 NaN  0.194241        1.75280                 NaN  0.708321        2.41369                 NaN            NaN
  1275.69        2500.00        92.6464                 NaN            NaN  0.411145                 NaN   1.72230       0.695768                 NaN  0.995691        3.52874                 NaN            NaN
  1274.12        2500.00        92.8363                 NaN            NaN  0.396234                 NaN  0.665068        1.68845                 NaN  0.976292        3.43763                 NaN            NaN
  1272.56        2500.00        93.3256                 NaN            NaN  0.357856                 NaN   1.66413       0.550976                 NaN  0.912121        3.18928                 NaN            NaN
  1270.99        2500.00        92.6890                 NaN            NaN  0.611123                 NaN  0.429332        1.64310                 NaN  0.986479        3.64096                 NaN            NaN
  1269.42        2500.00        95.1668                 NaN            NaN  0.205175                 NaN   1.49916                 NaN            NaN  0.680422        2.44842                 NaN            NaN
  1267.86        2500.00        94.1531                 NaN            NaN  0.140465                 NaN  0.393615        2.05958                 NaN  0.781030        2.47218                 NaN            NaN
  1266.29        2500.00        94.5729                 NaN            NaN  0.283319                 NaN  0.301219        1.51494                 NaN  0.748231        2.57941                 NaN            NaN
  1264.72        2500.00        94.6791                 NaN            NaN  0.336589                 NaN  0.721294        1.03567                 NaN  0.713650        2.51367                 NaN            NaN
  1263.16        2500.00        94.3297                 NaN            NaN  0.204188                 NaN   2.05237                 NaN            NaN  0.814307        2.59944                 NaN            NaN
  1261.59        2500.00        96.1115                 NaN            NaN  0.133968                 NaN   1.36188                 NaN            NaN  0.526426        1.86623                 NaN            NaN
  1260.03        2500.00        95.4074                 NaN            NaN  0.198861                 NaN   1.60272       0.857855E-002            NaN  0.639508        2.14297                 NaN            NaN
  1258.46        2500.00        95.4074                 NaN            NaN  0.195147                 NaN   1.50773       0.104223                 NaN  0.641000        2.14451                 NaN            NaN
  1256.89        2500.00        95.1485                 NaN            NaN  0.100931                 NaN   1.82369                 NaN            NaN  0.685822        2.24104                 NaN            NaN
  1255.33        2500.00        95.8204                 NaN            NaN  0.327470                 NaN  0.853041       0.291147                 NaN  0.570320        2.13762                 NaN            NaN
  1253.76        2500.00        95.7358                 NaN            NaN  0.151839                 NaN   1.32003       0.273507                 NaN  0.595038        1.92377                 NaN            NaN
  1252.19        2500.00        96.2118                 NaN            NaN  0.159206                 NaN   1.46442                 NaN            NaN  0.562498        1.60207                 NaN            NaN
  1250.63        2500.00        98.0882                 NaN            NaN            NaN            NaN  0.480671                 NaN            NaN  0.212715        1.14824       0.701914E-001            NaN
  1249.06        2500.00        93.0594                 NaN            NaN  0.491120       0.214350E-003   1.55854       0.629722                 NaN   1.00675        3.25427                 NaN            NaN
  1247.49        2500.00        98.9912                 NaN            NaN            NaN            NaN  0.476216       0.907137E-001            NaN  0.803971E-001  0.349707       0.117183E-001            NaN
  1245.93        2500.00        96.9182                 NaN            NaN            NaN            NaN   1.22191                 NaN            NaN  0.426639        1.42082       0.124619E-001            NaN
  1244.36        2500.00        95.0744                 NaN            NaN  0.542535                 NaN  0.822112                 NaN            NaN  0.636082        2.92486                 NaN            NaN
  1242.79        2500.00        95.3957                 NaN            NaN            NaN            NaN  0.146792        1.83674                 NaN  0.660938        1.89713       0.627253E-001            NaN
  1241.23        2500.00        97.2143                 NaN            NaN            NaN            NaN  0.486123       0.498895                 NaN  0.435950        1.30194       0.628128E-001            NaN
  1239.66        2500.00        99.9642                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.193907E-002  0.305539E-001  0.331585E-002            NaN
  1238.10        2500.00        99.9733                 NaN            NaN            NaN            NaN  0.774955E-002  0.112714E-001            NaN            NaN  0.767176E-002            NaN            NaN
  1236.53        2500.00        94.8919                 NaN            NaN            NaN            NaN   2.06423       0.485389E-001            NaN  0.686091        2.20718       0.102043                 NaN
  1234.96        2500.00        95.8492                 NaN            NaN            NaN            NaN  0.143342        1.43850                 NaN  0.600672        1.84206       0.126213                 NaN
  1233.40        2500.00        98.8804                 NaN            NaN            NaN            NaN  0.330984E-001  0.240479                 NaN  0.105874       0.737816       0.228918E-002            NaN
  1231.83        2500.00        97.1273                 NaN            NaN            NaN            NaN   1.17413                 NaN            NaN  0.386061        1.26072       0.517752E-001            NaN
  1230.26        2500.00        91.3141                 NaN            NaN            NaN            NaN   1.31625       0.323124                 NaN  0.829666        3.40512       0.979976E-001   2.71373     
  1228.70        2500.00        84.1328                 NaN            NaN            NaN            NaN   3.97620                 NaN            NaN   1.70424        6.58067       0.214517        3.39154     
  1227.13        2500.00        98.1348                 NaN            NaN            NaN            NaN  0.392806                 NaN            NaN  0.187499       0.752844       0.173511E-001  0.514668     
  1225.56        2500.00        80.8305                 NaN            NaN            NaN            NaN  0.538673E-001   3.64932                 NaN   1.80450        7.92092       0.215575        5.52530     
  1224.00        2500.00        15.8379                 NaN            NaN            NaN            NaN   14.4154       0.550891                 NaN   7.51502        35.9250       0.934118        24.8216     
  1222.43        2500.00                 NaN            NaN            NaN            NaN            NaN   1.32895        15.7325       0.247240E-004   8.71424        43.2693        1.13973        29.8153     
  1220.86        2500.00                 NaN            NaN            NaN            NaN            NaN   1.33606        15.7259       0.254039E-004   8.71965        43.2644        1.13904        29.8150     
  1219.30        2500.00                 NaN            NaN            NaN            NaN            NaN   1.34264        15.7199       0.136862E-004   8.72510        43.2594        1.13825        29.8147     
  1217.73        2500.00                 NaN            NaN            NaN            NaN            NaN   1.34865        15.7144       0.365106E-004   8.73033        43.2547        1.13751        29.8144     
  1216.17        2500.00                 NaN            NaN            NaN            NaN            NaN   1.35562        15.7081       0.382101E-004   8.73597        43.2494        1.13671        29.8142     
  1214.60        2500.00                 NaN            NaN            NaN            NaN            NaN   1.36211        15.7020       0.352973E-004   8.74125        43.2448        1.13595        29.8138     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN   1.36921        15.6955       0.287855E-004   8.74666        43.2398        1.13517        29.8136     
  1211.47        2500.00                 NaN            NaN            NaN            NaN            NaN   1.37572        15.6896       0.447008E-004   8.75208        43.2350        1.13436        29.8132     
  1209.90        2500.00                 NaN            NaN            NaN            NaN            NaN   1.38335        15.6826       0.225752E-004   8.75743        43.2300        1.13361        29.8130     
  1208.33        2500.00                 NaN            NaN            NaN            NaN            NaN   1.39062        15.6759       0.243276E-004   8.76277        43.2251        1.13283        29.8128     
  1206.77        2500.00                 NaN            NaN            NaN            NaN            NaN   1.39812        15.6690       0.575217E-005   8.76810        43.2202        1.13205        29.8125     
  1205.20        2500.00                 NaN            NaN            NaN            NaN            NaN   1.40597        15.6617       0.187882E-004   8.77342        43.2153        1.13128        29.8123     
  1203.63        2500.00                 NaN            NaN            NaN            NaN            NaN   1.41363        15.6547       0.571685E-005   8.77880        43.2105        1.13046        29.8120     
  1202.07        2500.00                 NaN            NaN            NaN            NaN            NaN   1.42179        15.6471       0.176269E-004   8.78415        43.2055        1.12969        29.8118     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN   1.42983        15.6396       0.171664E-004   8.78944        43.2006        1.12890        29.8116     
  1198.93        2500.00                 NaN            NaN            NaN            NaN            NaN   1.43764        15.6324       0.167326E-004   8.79462        43.1958        1.12813        29.8113     
  1197.37        2500.00                 NaN            NaN            NaN            NaN            NaN   1.44556        15.6252       0.163159E-004   8.79993        43.1909        1.12733        29.8111     
  1195.80        2500.00                 NaN            NaN            NaN            NaN            NaN   1.45439        15.6169       0.159626E-004   8.80514        43.1861        1.12654        29.8109     
  1194.24        2500.00                 NaN            NaN            NaN            NaN            NaN   1.46268        15.6092       0.157403E-004   8.81039        43.1813        1.12575        29.8106     
  1192.67        2500.00                 NaN            NaN            NaN            NaN            NaN   1.47137        15.6011       0.153005E-004   8.81562        43.1764        1.12497        29.8104     
  1191.10        2500.00                 NaN            NaN            NaN            NaN            NaN   1.48009        15.5931       0.149831E-004   8.82088        43.1715        1.12417        29.8102     
  1189.54        2500.00                 NaN            NaN            NaN            NaN            NaN   1.48884        15.5849       0.558371E-005   8.82609        43.1667        1.12338        29.8100     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN   1.49758        15.5768       0.143767E-004   8.83121        43.1619        1.12258        29.8098     
  1186.40        2500.00                 NaN            NaN            NaN            NaN            NaN   1.50677        15.5683       0.502792E-005   8.83644        43.1571        1.12177        29.8097     
  1184.84        2500.00                 NaN            NaN            NaN            NaN            NaN   1.51599        15.5597       0.734972E-005   8.84165        43.1522        1.12095        29.8095     
  1183.27        2500.00                 NaN            NaN            NaN            NaN            NaN   15.0668        2.06568       0.194423E-004   8.85529        43.0801        1.11313        29.8190     
  1181.70        2500.00                 NaN            NaN            NaN            NaN            NaN   1.53426        15.5421       0.526069E-003   8.85191        43.1426        1.11938        29.8091     
  1180.14        2500.00                 NaN            NaN            NaN            NaN            NaN   15.0497        2.08529       0.750407E-004   8.86607        43.0685        1.11134        29.8191     
  1178.57        2500.00                 NaN            NaN            NaN            NaN            NaN   1.55355        15.5247       0.551109E-005   8.86216        43.1331        1.11778        29.8088     
  1177.01        2500.00                 NaN            NaN            NaN            NaN            NaN   15.0218        2.11192                 NaN   8.87131        43.0641        1.11106        29.8197     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9985        2.13208                 NaN   8.87462        43.0674        1.11080        29.8166     
  1173.87        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9925        2.14236                 NaN   8.87776        43.0589        1.11069        29.8178     
  1172.31        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2491        2.90930                 NaN   8.89459        43.0161        1.10644        29.8245     
  1170.74        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9845       0.252942E-002   2.15206        8.89288        43.0402        1.10751        29.8203     
  1169.17        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9433       0.132424        2.06237        8.90049        43.0378        1.10617        29.8175     
  1167.61        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9701       0.289465E-002   2.17089        8.90329        43.0272        1.10509        29.8205     
  1166.04        2500.00                 NaN            NaN            NaN            NaN            NaN   14.0138        3.15302                 NaN   8.91989        43.0000        1.09789        29.8154     
  1164.47        2500.00                 NaN            NaN            NaN            NaN            NaN   3.01194        14.1536                 NaN   8.92375        42.9967        1.09796        29.8160     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN   2.95704        14.2087                 NaN   8.92842        42.9919        1.09746        29.8164     
  1161.34        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2466        2.91987                 NaN   8.93325        42.9867        1.09680        29.8168     
  1159.77        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2746        2.89259                 NaN   8.93821        42.9815        1.09613        29.8170     
  1158.21        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2980        2.87007                 NaN   8.94311        42.9762        1.09541        29.8173     
  1156.64        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3163        2.85269                 NaN   8.94810        42.9707        1.09466        29.8176     
  1155.08        2500.00                 NaN            NaN            NaN            NaN            NaN   2.51546        14.6566                 NaN   8.95608        42.9597        1.09336        29.8188     
  1153.51        2500.00                 NaN            NaN            NaN            NaN            NaN   14.6553        2.51857                 NaN   8.96179        42.9549        1.09174        29.8177     
  1151.94        2500.00                 NaN            NaN            NaN            NaN            NaN   2.54853        14.6270                 NaN   8.96677        42.9483        1.09070        29.8187     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN   2.55307        14.6247                 NaN   8.97252        42.9418        1.08921        29.8186     
  1148.81        2500.00                 NaN            NaN            NaN            NaN            NaN   2.62381        14.5602                 NaN   8.97439        42.9331        1.08781        29.8206     
  1147.24        2500.00                 NaN            NaN            NaN            NaN            NaN   2.56783        14.6064                 NaN   8.98045        42.9383        1.08899        29.8180     
  1145.68        2500.00                 NaN            NaN            NaN            NaN            NaN   2.38850        14.8270                 NaN   8.99601        42.8913        1.07312        29.8241     
  1144.11        2500.00                 NaN            NaN            NaN            NaN            NaN   14.6377        2.53780                 NaN   8.99937        42.9181        1.08822        29.8189     
  1142.54        2500.00                 NaN            NaN            NaN            NaN            NaN   2.54020        14.6432                 NaN   8.98447        42.9260        1.08661        29.8195     
  1140.98        2500.00                 NaN            NaN            NaN            NaN            NaN   2.57746        14.6202                 NaN   9.00011        42.8979        1.08067        29.8236     
  1139.41        2500.00                 NaN            NaN            NaN            NaN            NaN   2.71058        14.4979                 NaN   8.98922        42.8966        1.07786        29.8278     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN   2.25181        15.0175                 NaN   9.03153        42.8066        1.05923        29.8333     
  1136.28        2500.00                 NaN            NaN            NaN            NaN            NaN   2.59948        14.5932                 NaN   9.00755        42.8947        1.08135        29.8237     
  1134.71        2500.00                 NaN            NaN            NaN            NaN            NaN   15.2817        1.99289                 NaN   9.05429        42.7858        1.05461        29.8307     
  1133.15        2500.00                 NaN            NaN            NaN            NaN            NaN   2.50838        14.6922                 NaN   9.03102        42.8698        1.07604        29.8225     
  1131.58        2500.00                 NaN            NaN            NaN            NaN            NaN   2.51134        14.6921                 NaN   9.03773        42.8614        1.07448        29.8229     
  1130.01        2500.00                 NaN            NaN            NaN            NaN            NaN   2.61281        14.5876                 NaN   9.03601        42.8642        1.07602        29.8233     
  1128.45        2500.00                 NaN            NaN            NaN            NaN            NaN   2.60196        14.6012                 NaN   9.03787        42.8614        1.07366        29.8239     
  1126.88        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5912        2.60666                 NaN   9.04799        42.8564        1.07578        29.8220     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN   2.67924        14.5263                 NaN   9.04594        42.8493        1.07383        29.8255     
  1123.75        2500.00                 NaN            NaN            NaN            NaN            NaN   2.68466        14.5188                 NaN   9.05529        42.8443        1.07320        29.8237     
  1122.18        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5492        2.65163                 NaN   9.05717        42.8443        1.07510        29.8226     
  1120.61        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5683        2.63262                 NaN   9.06626        42.8361        1.07363        29.8231     
  1119.05        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5626        2.64275                 NaN   9.07171        42.8267        1.07209        29.8241     
  1117.48        2500.00                 NaN            NaN            NaN            NaN            NaN   2.64694        14.5633                 NaN   9.07565        42.8180        1.06953        29.8266     
  1115.91        2500.00                 NaN            NaN            NaN            NaN            NaN   14.4884        2.71806                 NaN   9.08324        42.8141        1.07157        29.8247     
  1114.35        2500.00                 NaN            NaN            NaN            NaN            NaN   14.5224        2.68462                 NaN   9.08326        42.8146        1.07002        29.8251     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN   2.65104        14.5635                 NaN   9.10204        42.7897        1.06708        29.8266     
  1111.22        2500.00                 NaN            NaN            NaN            NaN            NaN   2.66919        14.5520                 NaN   9.10245        42.7863        1.06333        29.8268     
  1109.65        2500.00                 NaN            NaN            NaN            NaN            NaN   2.62879        14.5916                 NaN   9.11022        42.7830        1.06146        29.8250     
  1108.08        2500.00                 NaN            NaN            NaN            NaN            NaN   2.78974        14.4170                 NaN   9.11226        42.7911        1.06456        29.8253     
  1106.52        2500.00                 NaN            NaN            NaN            NaN            NaN   2.66013        14.5575                 NaN   9.11272        42.7803        1.06335        29.8260     
  1104.95        2500.00                 NaN            NaN            NaN            NaN            NaN   2.77165        14.4436                 NaN   9.11815        42.7808        1.05999        29.8258     
  1103.38        2500.00                 NaN            NaN            NaN            NaN            NaN   2.73494        14.4824                 NaN   9.12165        42.7706        1.06298        29.8275     
  1101.82        2500.00                 NaN            NaN            NaN            NaN            NaN   2.70013        14.5233                 NaN   9.12431        42.7675        1.05746        29.8273     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN   2.83001        14.3998                 NaN   9.12330        42.7594        1.05840        29.8291     
  1098.68        2500.00                 NaN            NaN            NaN            NaN            NaN   2.79934        14.4244                 NaN   9.13875        42.7491        1.05903        29.8294     
  1097.12        2500.00                 NaN            NaN            NaN            NaN            NaN   2.81287        14.4108                 NaN   9.13967        42.7475        1.06011        29.8291     
  1095.55        2500.00                 NaN            NaN            NaN            NaN            NaN   2.77464        14.4518                 NaN   9.14966        42.7351        1.05899        29.8298     
  1093.98        2500.00                 NaN            NaN            NaN            NaN            NaN   2.73916        14.5002                 NaN   9.14634        42.7295        1.05217        29.8327     
  1092.42        2500.00                 NaN            NaN            NaN            NaN            NaN   2.81843        14.4167                 NaN   9.16125        42.7136        1.05571        29.8342     
  1090.85        2500.00                 NaN            NaN            NaN            NaN            NaN   2.85353        14.3748                 NaN   9.16471        42.7181        1.05602        29.8329     
  1089.29        2500.00                 NaN            NaN            NaN            NaN            NaN   2.82734        14.4098                 NaN   9.16898        42.7074        1.05360        29.8329     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN   2.92948        14.3100                 NaN   9.16633        42.7077        1.05119        29.8352     
  1086.15        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3828        3.81675                 NaN   9.10727        42.7672        1.07752        29.8485     
  1084.59        2500.00                 NaN            NaN            NaN            NaN            NaN   2.85326        14.3866                 NaN   9.18048        42.6942        1.05158        29.8339     
  1083.02        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3623        2.88007                 NaN   9.18710        42.6860        1.05000        29.8345     
  1081.45        2500.00                 NaN            NaN            NaN            NaN            NaN   2.90023        14.3607                 NaN   9.20420        42.6545        1.04175        29.8385     
  1079.89        2500.00                 NaN            NaN            NaN            NaN            NaN   2.88032        14.3688                 NaN   9.19817        42.6703        1.04684        29.8356     
  1078.32        2500.00                 NaN            NaN            NaN            NaN            NaN   2.85751        14.3898                 NaN   9.19867        42.6731        1.04555        29.8354     
  1076.75        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3427        2.90952                 NaN   9.21035        42.6567        1.04398        29.8367     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3440        2.91055                 NaN   9.21650        42.6479        1.04302        29.8381     
  1073.62        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3318        2.92541                 NaN   9.21788        42.6424        1.04366        29.8389     
  1072.06        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3221        2.93534                 NaN   9.22170        42.6391        1.04287        29.8389     
  1070.49        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3245        2.93614                 NaN   9.22792        42.6291        1.04184        29.8405     
  1068.92        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3150        2.94738                 NaN   9.23045        42.6250        1.04135        29.8408     
  1067.36        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3121        2.95152                 NaN   9.23422        42.6206        1.04044        29.8410     
  1065.79        2500.00                 NaN            NaN            NaN            NaN            NaN   14.3031        2.96165                 NaN   9.23919        42.6152        1.03947        29.8413     
  1064.22        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2999        2.96695                 NaN   9.24410        42.6086        1.03844        29.8420     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2823        2.98711                 NaN   9.24846        42.6018        1.03754        29.8428     
  1061.09        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2789        2.99256                 NaN   9.25414        42.5950        1.03611        29.8433     
  1059.52        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2799        2.99406                 NaN   9.25931        42.5875        1.03505        29.8442     
  1057.96        2500.00                 NaN            NaN            NaN            NaN            NaN   2.97424        14.2975                 NaN   9.26581        42.5852        1.03411        29.8431     
  1056.39        2500.00                 NaN            NaN            NaN            NaN            NaN   2.98787        14.2901                 NaN   9.26871        42.5752        1.03278        29.8454     
  1054.82        2500.00                 NaN            NaN            NaN            NaN            NaN   3.01237        14.2702                 NaN   9.26890        42.5670        1.03343        29.8481     
  1053.26        2500.00                 NaN            NaN            NaN            NaN            NaN   2.99730        14.2855                 NaN   9.28127        42.5591        1.03020        29.8466     
  1051.69        2500.00                 NaN            NaN            NaN            NaN            NaN   2.99921        14.2839                 NaN   9.28349        42.5557        1.03048        29.8473     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2560        3.03189                 NaN   9.28975        42.5453        1.02855        29.8486     
  1048.56        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2462        3.04756                 NaN   9.29545        42.5341        1.02681        29.8499     
  1046.99        2500.00                 NaN            NaN            NaN            NaN            NaN   3.04349        14.2463                 NaN   9.29813        42.5357        1.02677        29.8496     
  1045.43        2500.00                 NaN            NaN            NaN            NaN            NaN   3.04478        14.2476                 NaN   9.30338        42.5287        1.02545        29.8501     
  1043.86        2500.00                 NaN            NaN            NaN            NaN            NaN   3.04768        14.2492                 NaN   9.31068        42.5174        1.02378        29.8512     
  1042.29        2500.00                 NaN            NaN            NaN            NaN            NaN   3.05138        14.2479                 NaN   9.31587        42.5101        1.02272        29.8521     
  1040.73        2500.00                 NaN            NaN            NaN            NaN            NaN   3.05219        14.2485                 NaN   9.31912        42.5058        1.02175        29.8526     
  1039.16        2500.00                 NaN            NaN            NaN            NaN            NaN   3.06711        14.2352                 NaN   9.32107        42.5014        1.02143        29.8538     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN   3.01509        14.2880                 NaN   9.34824        42.4771        1.01964        29.8520     
  1036.03        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2326        3.07237                 NaN   9.33198        42.4885        1.02045        29.8541     
  1034.46        2500.00                 NaN            NaN            NaN            NaN            NaN   3.09034        14.2202                 NaN   9.33586        42.4802        1.01759        29.8558     
  1032.89        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2701        3.04665                 NaN   9.35555        42.4569        1.01482        29.8560     
  1031.33        2500.00                 NaN            NaN            NaN            NaN            NaN   3.11495        14.2025                 NaN   9.34651        42.4631        1.01517        29.8578     
  1029.76        2500.00                 NaN            NaN            NaN            NaN            NaN   14.1998        3.12038                 NaN   9.35141        42.4559        1.01396        29.8586     
  1028.20        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2044        3.11572                 NaN   9.35499        42.4528        1.01315        29.8589     
  1026.63        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2011        3.12153                 NaN   9.35989        42.4457        1.01197        29.8597     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN   3.12735        14.1979                 NaN   9.36480        42.4386        1.01079        29.8605     
  1023.50        2500.00                 NaN            NaN            NaN            NaN            NaN   14.0245        3.29098                 NaN   9.36661        42.4397        1.01605        29.8621     
  1021.93        2500.00                 NaN            NaN            NaN            NaN            NaN   3.14302        14.1909                 NaN   9.37572        42.4194        1.00798        29.8630     
  1020.36        2500.00                 NaN            NaN            NaN            NaN            NaN   14.1885        3.14461                 NaN   9.37953        42.4171        1.00721        29.8630     
  1018.80        2500.00                 NaN            NaN            NaN            NaN            NaN   3.15033        14.1855                 NaN   9.38444        42.4099        1.00601        29.8638     
  1017.23        2500.00                 NaN            NaN            NaN            NaN            NaN   14.1825        3.15601                 NaN   9.38936        42.4026        1.00480        29.8647     
  1015.66        2500.00                 NaN            NaN            NaN            NaN            NaN   14.1375        3.21082                 NaN   9.39610        42.3873        1.00212        29.8661     
  1014.10        2500.00                 NaN            NaN            NaN            NaN            NaN   3.16733        14.1766                 NaN   9.39919        42.3881        1.00236        29.8664     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN   13.5535        3.80523                 NaN   9.28164        42.4342        1.01863        29.9069     
  1010.96        2500.00                 NaN            NaN   7.22209                 NaN            NaN   6.11888                 NaN            NaN   8.58565        44.7211        1.62704        31.7253     
  1009.40        2500.00                 NaN            NaN   7.22209                 NaN            NaN   6.11888                 NaN            NaN   8.58565        44.7211        1.62704        31.7253     
  1007.83        2500.00                 NaN            NaN   7.22209                 NaN            NaN   6.11888                 NaN            NaN   8.58565        44.7211        1.62704        31.7253     
  1006.27        2500.00                 NaN            NaN   7.22209                 NaN            NaN   6.11888                 NaN            NaN   8.58565        44.7211        1.62704        31.7253     
  1004.70        2500.00                 NaN            NaN   7.22209                 NaN            NaN   6.11887                 NaN            NaN   8.58565        44.7211        1.62704        31.7253     
  1003.13        2500.00                 NaN            NaN   7.22209                 NaN            NaN   6.11888                 NaN            NaN   8.58565        44.7211        1.62704        31.7253     
  1001.57        2500.00                 NaN            NaN   7.22209                 NaN            NaN   6.11888                 NaN            NaN   8.58565        44.7211        1.62704        31.7253     
  1000.00        2500.00                 NaN            NaN   7.22209                 NaN            NaN   6.11888                 NaN            NaN   8.58565        44.7211        1.62704        31.7253     
