|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m4.25/K22/K22_3.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1280.90        500.000        99.5314                 NaN            NaN            NaN            NaN  0.215241       0.101644                 NaN  0.151677                 NaN            NaN            NaN
  1279.40        500.000        99.5359                 NaN            NaN            NaN            NaN  0.994117E-001  0.214563                 NaN  0.150156                 NaN            NaN            NaN
  1277.90        500.000        99.7032                 NaN            NaN            NaN            NaN  0.420192E-001  0.133191                 NaN  0.121617                 NaN            NaN            NaN
  1276.40        500.000        99.3863                 NaN            NaN            NaN            NaN  0.287778       0.153379                 NaN  0.172495                 NaN            NaN            NaN
  1274.89        500.000        99.5505                 NaN            NaN            NaN            NaN  0.942658E-001  0.210029                 NaN  0.145241                 NaN            NaN            NaN
  1273.39        500.000        99.5555                 NaN            NaN            NaN            NaN  0.208399       0.925300E-001            NaN  0.143529                 NaN            NaN            NaN
  1271.89        500.000        92.9004                 NaN            NaN            NaN            NaN  0.541557        1.11557                 NaN  0.826521        4.61595                 NaN            NaN
  1270.39        500.000        91.9435                 NaN            NaN            NaN            NaN   1.28368       0.520926                 NaN  0.923253        5.32865                 NaN            NaN
  1268.89        500.000        92.3003                 NaN            NaN            NaN            NaN  0.688068        1.09789                 NaN  0.879321        5.03443                 NaN            NaN
  1267.38        500.000        92.1078                 NaN            NaN            NaN            NaN   1.10957       0.652997                 NaN  0.897424        5.23220                 NaN            NaN
  1265.88        500.000        93.8026                 NaN            NaN            NaN            NaN   1.12125       0.322458                 NaN  0.710717        4.04297                 NaN            NaN
  1264.38        500.000        91.8973                 NaN            NaN            NaN            NaN  0.777409       0.995907                 NaN  0.918124        5.41122                 NaN            NaN
  1262.88        500.000        93.8392                 NaN            NaN            NaN            NaN   1.00922       0.387784                 NaN  0.651621        4.11214                 NaN            NaN
  1261.38        500.000        94.1901                 NaN            NaN            NaN            NaN  0.228844        1.06418                 NaN  0.674764        3.84207                 NaN            NaN
  1259.87        500.000        95.5480                 NaN            NaN            NaN            NaN   1.04496                 NaN            NaN  0.517640        2.88936                 NaN            NaN
  1258.37        500.000        94.6679                 NaN            NaN            NaN            NaN   1.18137                 NaN            NaN  0.634729        3.51600                 NaN            NaN
  1256.87        500.000        94.9034                 NaN            NaN            NaN            NaN   1.14024                 NaN            NaN  0.597395        3.35894                 NaN            NaN
  1255.37        500.000        94.9638                 NaN            NaN            NaN            NaN   1.17371                 NaN            NaN  0.303230        3.55927                 NaN            NaN
  1253.86        500.000        95.7770                 NaN            NaN            NaN            NaN  0.907939                 NaN            NaN  0.734656        2.58042                 NaN            NaN
  1252.36        500.000        95.8872                 NaN            NaN            NaN            NaN  0.907385                 NaN            NaN  0.497618        2.70777                 NaN            NaN
  1250.86        500.000        96.3762                 NaN            NaN            NaN            NaN   1.00229                 NaN            NaN  0.531845        2.08962                 NaN            NaN
  1249.36        500.000        96.0898                 NaN            NaN            NaN            NaN  0.685526                 NaN            NaN  0.364637        2.86007                 NaN            NaN
  1247.86        500.000        96.4223                 NaN            NaN            NaN            NaN  0.802473                 NaN            NaN  0.422237        2.35295                 NaN            NaN
  1246.35        500.000        96.6123                 NaN            NaN            NaN            NaN  0.761609                 NaN            NaN  0.398527        2.22759                 NaN            NaN
  1244.85        500.000        96.7832                 NaN            NaN            NaN            NaN  0.723673                 NaN            NaN  0.378630        2.11452                 NaN            NaN
  1243.35        500.000        96.9441                 NaN            NaN            NaN            NaN  0.687661                 NaN            NaN  0.358875        2.00937                 NaN            NaN
  1241.85        500.000        97.0846                 NaN            NaN            NaN            NaN  0.656881                 NaN            NaN  0.343769        1.91474                 NaN            NaN
  1240.34        500.000        97.2183                 NaN            NaN            NaN            NaN  0.626936                 NaN            NaN  0.328550        1.82617                 NaN            NaN
  1238.84        500.000        97.3392                 NaN            NaN            NaN            NaN  0.599906                 NaN            NaN  0.314277        1.74662                 NaN            NaN
  1237.34        500.000        97.4531                 NaN            NaN            NaN            NaN  0.574617                 NaN            NaN  0.300147        1.67210                 NaN            NaN
  1235.84        500.000        97.5548                 NaN            NaN            NaN            NaN  0.551861                 NaN            NaN  0.288928        1.60446                 NaN            NaN
  1234.34        500.000        97.6513                 NaN            NaN            NaN            NaN  0.530685                 NaN            NaN  0.276942        1.54105                 NaN            NaN
  1232.83        500.000        97.7444                 NaN            NaN            NaN            NaN  0.509079                 NaN            NaN  0.266620        1.47986                 NaN            NaN
  1231.33        500.000        97.8277                 NaN            NaN            NaN            NaN  0.491142                 NaN            NaN  0.255581        1.42554                 NaN            NaN
  1229.83        500.000        97.9055                 NaN            NaN            NaN            NaN  0.472601                 NaN            NaN  0.247258        1.37463                 NaN            NaN
  1228.33        500.000        97.9768                 NaN            NaN            NaN            NaN  0.457939                 NaN            NaN  0.238292        1.32698                 NaN            NaN
  1226.83        500.000        98.0509                 NaN            NaN            NaN            NaN  0.440740                 NaN            NaN  0.230270        1.27805                 NaN            NaN
  1225.32        500.000        97.8685                 NaN            NaN            NaN            NaN  0.437441                 NaN            NaN  0.249115        1.41595       0.289689E-001            NaN
  1223.82        500.000        97.8780                 NaN            NaN            NaN            NaN  0.424336                 NaN            NaN  0.246352        1.41534       0.359359E-001            NaN
  1222.32        500.000        97.9574                 NaN            NaN            NaN            NaN  0.407190                 NaN            NaN  0.234380        1.36632       0.347640E-001            NaN
  1220.82        500.000        98.0292                 NaN            NaN            NaN            NaN  0.394442                 NaN            NaN  0.225514        1.31787       0.329440E-001            NaN
  1219.31        500.000        98.1016                 NaN            NaN            NaN            NaN  0.378119                 NaN            NaN  0.215060        1.27341       0.317669E-001            NaN
  1217.81        500.000        98.1685                 NaN            NaN            NaN            NaN  0.364251                 NaN            NaN  0.206341        1.23065       0.303096E-001            NaN
  1216.31        500.000        98.2345                 NaN            NaN            NaN            NaN  0.350474                 NaN            NaN  0.198211        1.18798       0.288292E-001            NaN
  1214.81        500.000        98.2928                 NaN            NaN            NaN            NaN  0.338656                 NaN            NaN  0.189807        1.15099       0.277453E-001            NaN
  1213.31        500.000        98.3516                 NaN            NaN            NaN            NaN  0.326796                 NaN            NaN  0.182920        1.11238       0.262990E-001            NaN
  1211.80        500.000        98.4056                 NaN            NaN            NaN            NaN  0.315593                 NaN            NaN  0.176055        1.07770       0.250968E-001            NaN
  1210.30        500.000        98.4561                 NaN            NaN            NaN            NaN  0.305512                 NaN            NaN  0.169423        1.04500       0.239959E-001            NaN
  1208.80        500.000        98.5064                 NaN            NaN            NaN            NaN  0.294866                 NaN            NaN  0.163099        1.01268       0.229126E-001            NaN
  1207.30        500.000        98.5574                 NaN            NaN            NaN            NaN  0.282462                 NaN            NaN  0.154778       0.982921       0.223899E-001            NaN
  1205.80        500.000        98.5933                 NaN            NaN            NaN            NaN  0.277900                 NaN            NaN  0.151003       0.956612       0.211391E-001            NaN
  1204.29        500.000        98.6389                 NaN            NaN            NaN            NaN  0.267902                 NaN            NaN  0.147084       0.926332       0.197556E-001            NaN
  1202.79        500.000        98.6784                 NaN            NaN            NaN            NaN  0.259939                 NaN            NaN  0.141961       0.900763       0.189117E-001            NaN
  1201.29        500.000        98.7154                 NaN            NaN            NaN            NaN  0.252872                 NaN            NaN  0.137564       0.876170       0.179839E-001            NaN
  1199.79        500.000        98.7520                 NaN            NaN            NaN            NaN  0.245191                 NaN            NaN  0.132534       0.852963       0.172893E-001            NaN
  1198.28        500.000        98.7862                 NaN            NaN            NaN            NaN  0.238430                 NaN            NaN  0.128752       0.830216       0.164130E-001            NaN
  1196.78        500.000        98.8209                 NaN            NaN            NaN            NaN  0.230494                 NaN            NaN  0.123976       0.808809       0.158146E-001            NaN
  1195.28        500.000        98.8508                 NaN            NaN            NaN            NaN  0.226154                 NaN            NaN  0.120057       0.787868       0.151003E-001            NaN
  1193.78        500.000        98.8824                 NaN            NaN            NaN            NaN  0.218617                 NaN            NaN  0.116268       0.768214       0.144777E-001            NaN
  1192.28        500.000        91.2705                 NaN            NaN            NaN            NaN  0.670490                 NaN            NaN  0.626803        3.77517       0.483491E-001   3.60868     
  1190.77        500.000                 NaN            NaN            NaN            NaN            NaN   6.51803        1.35179                 NaN   6.88800        43.8127       0.377494        41.0520     
  1189.27        500.000                 NaN            NaN            NaN            NaN            NaN   6.50058        1.37085                 NaN   6.89004        43.8081       0.377014        41.0534     
  1187.77        500.000                 NaN            NaN            NaN            NaN            NaN   6.47957        1.39354                 NaN   6.89211        43.8035       0.376520        41.0547     
  1186.27        500.000                 NaN            NaN            NaN            NaN            NaN   6.46187        1.41289                 NaN   6.89417        43.7990       0.376031        41.0561     
  1184.77        500.000                 NaN            NaN            NaN            NaN            NaN   6.43925        1.43720                 NaN   6.89624        43.7943       0.375534        41.0574     
  1183.26        500.000                 NaN            NaN            NaN            NaN            NaN   6.42035        1.45781                 NaN   6.89830        43.7897       0.375037        41.0588     
  1181.76        500.000                 NaN            NaN            NaN            NaN            NaN   6.55958        1.32001                 NaN   6.90015        43.7856       0.374602        41.0601     
  1180.26        500.000                 NaN            NaN            NaN            NaN            NaN   6.55552        1.32584                 NaN   6.90223        43.7809       0.374097        41.0614     
  1178.76        500.000                 NaN            NaN            NaN            NaN            NaN   6.37359        1.50982                 NaN   6.90456        43.7756       0.373516        41.0629     
  1177.25        500.000                 NaN            NaN            NaN            NaN            NaN   6.35243        1.53274                 NaN   6.90665        43.7709       0.373000        41.0642     
  1175.75        500.000                 NaN            NaN            NaN            NaN            NaN   6.33148        1.55548                 NaN   6.90876        43.7662       0.372480        41.0656     
  1174.25        500.000                 NaN            NaN            NaN            NaN            NaN   6.30980        1.57896                 NaN   6.91087        43.7614       0.371957        41.0670     
  1172.75        500.000                 NaN            NaN            NaN            NaN            NaN   6.28772        1.60287                 NaN   6.91300        43.7566       0.371428        41.0684     
  1171.25        500.000                 NaN            NaN            NaN            NaN            NaN   6.26578        1.62665                 NaN   6.91512        43.7518       0.370895        41.0698     
  1169.74        500.000                 NaN            NaN            NaN            NaN            NaN   6.24399        1.65030                 NaN   6.91726        43.7469       0.370358        41.0712     
  1168.24        500.000                 NaN            NaN            NaN            NaN            NaN   6.22051        1.67555                 NaN   6.91938        43.7422       0.369823        41.0726     
  1166.74        500.000                 NaN            NaN            NaN            NaN            NaN   6.19900        1.69896                 NaN   6.92154        43.7373       0.369276        41.0740     
  1165.24        500.000                 NaN            NaN            NaN            NaN            NaN   7.89988                 NaN            NaN   6.92370        43.7323       0.368725        41.0754     
  1163.73        500.000                 NaN            NaN            NaN            NaN            NaN   7.90182                 NaN            NaN   6.92587        43.7274       0.368169        41.0768     
  1162.23        500.000                 NaN            NaN            NaN            NaN            NaN   7.89915                 NaN            NaN   6.92516        43.7298       0.368783        41.0771     
  1160.73        500.000                 NaN            NaN            NaN            NaN            NaN   7.90576                 NaN            NaN   6.93024        43.7174       0.367043        41.0796     
  1159.23        500.000                 NaN            NaN            NaN            NaN            NaN   7.89904       0.780437E-002            NaN   6.93211        43.7137       0.366654        41.0807     
  1157.73        500.000                 NaN            NaN            NaN            NaN            NaN   7.91130                 NaN            NaN   6.93585        43.7046       0.365478        41.0827     
  1156.22        500.000                 NaN            NaN            NaN            NaN            NaN  0.102234        7.81028                 NaN   6.93749        43.7009       0.365115        41.0840     
  1154.72        500.000                 NaN            NaN            NaN            NaN            NaN  0.496875E-001   7.86261                 NaN   6.93808        43.6997       0.365118        41.0848     
  1153.22        500.000                 NaN            NaN            NaN            NaN            NaN   7.29706       0.618447                 NaN   6.94096        43.6927       0.364255        41.0866     
  1151.72        500.000                 NaN            NaN            NaN            NaN            NaN  0.617912E-001   7.85676                 NaN   6.94405        43.6858       0.363401        41.0882     
  1150.22        500.000                 NaN            NaN            NaN            NaN            NaN  0.434575E-001   7.87705                 NaN   6.94619        43.6809       0.362815        41.0896     
  1148.71        500.000                 NaN            NaN            NaN            NaN            NaN  0.191997        7.73178                 NaN   6.94976        43.6733       0.361928        41.0912     
  1147.21        500.000                 NaN            NaN            NaN            NaN            NaN   7.92475                 NaN            NaN   6.95053        43.6706       0.361674        41.0925     
  1145.71        500.000                 NaN            NaN            NaN            NaN            NaN   7.92669                 NaN            NaN   6.95261        43.6657       0.361126        41.0939     
  1144.21        500.000                 NaN            NaN            NaN            NaN            NaN   7.53566       0.392374                 NaN   6.95428        43.6618       0.360695        41.0952     
  1142.70        500.000                 NaN            NaN            NaN            NaN            NaN   7.93055                 NaN            NaN   6.95681        43.6560       0.360018        41.0967     
  1141.20        500.000                 NaN            NaN            NaN            NaN            NaN   7.93315                 NaN            NaN   6.95925        43.6500       0.359342        41.0982     
  1139.70        500.000                 NaN            NaN            NaN            NaN            NaN   7.93136                 NaN            NaN   6.95890        43.6511       0.359706        41.0989     
  1138.20        500.000                 NaN            NaN            NaN            NaN            NaN   7.35500       0.581056                 NaN   6.96270        43.6420       0.358432        41.1008     
  1136.70        500.000                 NaN            NaN            NaN            NaN            NaN   7.93833                 NaN            NaN   6.96509        43.6365       0.357804        41.1023     
  1135.19        500.000                 NaN            NaN            NaN            NaN            NaN   7.94041                 NaN            NaN   6.96724        43.6314       0.357217        41.1037     
  1133.69        500.000                 NaN            NaN            NaN            NaN            NaN   7.26304       0.678658                 NaN   6.96885        43.6277       0.356823        41.1050     
  1132.19        500.000                 NaN            NaN            NaN            NaN            NaN  0.437249        7.50907                 NaN   6.97366        43.6176       0.355561        41.1068     
  1130.69        500.000                 NaN            NaN            NaN            NaN            NaN  0.466498        7.48210                 NaN   6.97595        43.6122       0.354927        41.1083     
  1129.19        500.000                 NaN            NaN            NaN            NaN            NaN  0.493358        7.45729                 NaN   6.97797        43.6073       0.354368        41.1097     
  1127.68        500.000                 NaN            NaN            NaN            NaN            NaN  0.513691        7.43831                 NaN   6.97924        43.6038       0.354025        41.1110     
  1126.18        500.000                 NaN            NaN            NaN            NaN            NaN  0.536082        7.41729                 NaN   6.98051        43.6002       0.353681        41.1122     
  1124.68        500.000                 NaN            NaN            NaN            NaN            NaN  0.560627        7.39413                 NaN   6.98180        43.5966       0.353336        41.1135     
  1123.18        500.000                 NaN            NaN            NaN            NaN            NaN  0.587439        7.36872                 NaN   6.98308        43.5930       0.352991        41.1148     
  1121.67        500.000                 NaN            NaN            NaN            NaN            NaN  0.616520        7.34106                 NaN   6.98438        43.5894       0.352645        41.1160     
  1120.17        500.000                 NaN            NaN            NaN            NaN            NaN  0.648261        7.31076                 NaN   6.98568        43.5857       0.352298        41.1173     
  1118.67        500.000                 NaN            NaN            NaN            NaN            NaN  0.683746        7.27674                 NaN   6.98700        43.5820       0.351945        41.1186     
  1117.17        500.000                 NaN            NaN            NaN            NaN            NaN  0.693906        7.26632                 NaN   6.98744        43.5809       0.351962        41.1195     
  1115.67        500.000                 NaN            NaN            NaN            NaN            NaN  0.351404        7.61813                 NaN   6.99370        43.5650       0.349728        41.1220     
  1114.16        500.000                 NaN            NaN            NaN            NaN            NaN   6.69276        1.27547                 NaN   6.99558        43.5633       0.349409        41.1235     
  1112.66        500.000                 NaN            NaN            NaN            NaN            NaN   3.96174        3.91723       0.266985E-005   6.92744        43.7192       0.370649        41.1038     
  1111.16        500.000                 NaN            NaN            NaN            NaN            NaN  0.771859        7.18687                 NaN   6.98865        43.5774       0.352185        41.1231     
  1109.66        500.000                 NaN            NaN            NaN            NaN            NaN  0.829538        7.12974                 NaN   6.98950        43.5751       0.352017        41.1241     
  1108.16        500.000                 NaN            NaN            NaN            NaN            NaN   7.98022                 NaN            NaN   7.00695        43.5368       0.346176        41.1299     
  1106.65        500.000                 NaN            NaN            NaN            NaN            NaN   1.02559        6.93732                 NaN   6.99283        43.5664       0.351058        41.1268     
  1105.15        500.000                 NaN            NaN            NaN            NaN            NaN   7.98476                 NaN            NaN   7.01137        43.5261       0.344919        41.1328     
  1103.65        500.000                 NaN            NaN            NaN            NaN            NaN   1.23670        6.72975                 NaN   6.99605        43.5580       0.350130        41.1294     
  1102.15        500.000                 NaN            NaN            NaN            NaN            NaN   1.34743        6.62075                 NaN   6.99762        43.5538       0.349678        41.1307     
  1100.64        500.000                 NaN            NaN            NaN            NaN            NaN   7.99454                 NaN            NaN   7.02017        43.5051       0.342347        41.1378     
  1099.14        500.000                 NaN            NaN            NaN            NaN            NaN   1.57760        6.39397                 NaN   7.00068        43.5457       0.348799        41.1333     
  1097.64        500.000                 NaN            NaN            NaN            NaN            NaN   7.99679                 NaN            NaN   7.02287        43.4985       0.341616        41.1402     
  1096.14        500.000                 NaN            NaN            NaN            NaN            NaN  0.985318        6.99641                 NaN   7.01041        43.5266       0.345424        41.1359     
  1094.64        500.000                 NaN            NaN            NaN            NaN            NaN   1.14524        6.83758                 NaN   7.01142        43.5242       0.344842        41.1368     
  1093.13        500.000                 NaN            NaN            NaN            NaN            NaN  0.853070        7.13358                 NaN   7.01450        43.5162       0.343852        41.1388     
  1091.63        500.000                 NaN            NaN            NaN            NaN            NaN  0.896855        7.09335                 NaN   7.01807        43.5082       0.342833        41.1407     
  1090.13        500.000                 NaN            NaN            NaN            NaN            NaN   1.34631        6.64304                 NaN   7.01620        43.5103       0.343304        41.1408     
  1088.63        500.000                 NaN            NaN            NaN            NaN            NaN   1.15377        6.83785                 NaN   7.02040        43.5033       0.342372        41.1423     
  1087.13        500.000                 NaN            NaN            NaN            NaN            NaN   1.45503        6.53860                 NaN   7.02079        43.5003       0.341786        41.1434     
  1085.62        500.000                 NaN            NaN            NaN            NaN            NaN   1.54084        6.45477                 NaN   7.02224        43.4961       0.341292        41.1448     
  1084.12        500.000                 NaN            NaN            NaN            NaN            NaN   1.62413        6.37552                 NaN   7.02467        43.4884       0.340577        41.1467     
  1082.62        500.000                 NaN            NaN            NaN            NaN            NaN   1.73446        6.26600                 NaN   7.02521        43.4863       0.340383        41.1477     
  1081.12        500.000                 NaN            NaN            NaN            NaN            NaN   1.87794        6.12421                 NaN   7.02636        43.4826       0.339997        41.1488     
  1079.61        500.000                 NaN            NaN            NaN            NaN            NaN   2.44642        5.55554                 NaN   7.02696        43.4802       0.340360        41.1506     
  1078.11        500.000                 NaN            NaN            NaN            NaN            NaN   2.24524        5.75509                 NaN   7.02510        43.4838       0.340268        41.1505     
  1076.61        500.000                 NaN            NaN            NaN            NaN            NaN   2.30602        5.69520                 NaN   7.03069        43.4772       0.339268        41.1517     
  1075.11        500.000                 NaN            NaN            NaN            NaN            NaN   3.28219        4.71526                 NaN   7.02468        43.4819       0.341979        41.1540     
  1073.61        500.000                 NaN            NaN            NaN            NaN            NaN   2.75692        5.25143                 NaN   7.03940        43.4603       0.336776        41.1552     
  1072.10        500.000                 NaN            NaN            NaN            NaN            NaN   3.06471        4.94361                 NaN   7.03823        43.4599       0.337501        41.1560     
  1070.60        500.000                 NaN            NaN            NaN            NaN            NaN   3.15367        4.85316                 NaN   7.03644        43.4617       0.338053        41.1570     
  1069.10        500.000                 NaN            NaN            NaN            NaN            NaN   2.29336        5.72522                 NaN   7.04222        43.4449       0.334887        41.1594     
  1067.60        500.000                 NaN            NaN            NaN            NaN            NaN   2.25834        5.76371                 NaN   7.04561        43.4368       0.334111        41.1614     
  1066.09        500.000                 NaN            NaN            NaN            NaN            NaN   3.25290        4.76665                 NaN   7.04775        43.4366       0.334125        41.1620     
  1064.59        500.000                 NaN            NaN            NaN            NaN            NaN   4.00823        4.02415                 NaN   7.05835        43.4076       0.331904        41.1697     
  1063.09        500.000                 NaN            NaN            NaN            NaN            NaN   3.07540        4.97551                 NaN   7.07246        43.3750       0.327144        41.1744     
  1061.59        500.000                 NaN            NaN            NaN            NaN            NaN   3.20573        4.84348                 NaN   7.07149        43.3766       0.327576        41.1751     
  1060.09        500.000                 NaN            NaN            NaN            NaN            NaN   3.29815        4.75044                 NaN   7.07133        43.3763       0.327736        41.1760     
  1058.58        500.000                 NaN            NaN            NaN            NaN            NaN   3.43866        4.61223                 NaN   7.07333        43.3711       0.327147        41.1775     
  1057.08        500.000                 NaN            NaN            NaN            NaN            NaN   4.62692        3.43718                 NaN   7.08415        43.3471       0.323618        41.1811     
  1055.58        500.000                 NaN            NaN            NaN            NaN            NaN   4.61249        3.45371                 NaN   7.08612        43.3421       0.323051        41.1825     
  1054.08        500.000                 NaN            NaN            NaN            NaN            NaN   4.57572        3.49243                 NaN   7.08792        43.3374       0.322538        41.1840     
  1052.58        500.000                 NaN            NaN            NaN            NaN            NaN   4.60546        3.46487                 NaN   7.08991        43.3324       0.321967        41.1854     
  1051.07        500.000                 NaN            NaN            NaN            NaN            NaN   4.64808        3.42451                 NaN   7.09197        43.3272       0.321372        41.1869     
  1049.57        500.000                 NaN            NaN            NaN            NaN            NaN   4.66000        3.41469                 NaN   7.09388        43.3223       0.320827        41.1884     
  1048.07        500.000                 NaN            NaN            NaN            NaN            NaN   4.69986        3.37618                 NaN   7.09515        43.3186       0.320483        41.1897     
  1046.57        500.000                 NaN            NaN            NaN            NaN            NaN   4.67822        3.39973                 NaN   7.09691        43.3140       0.319995        41.1911     
  1045.06        500.000                 NaN            NaN            NaN            NaN            NaN   3.07886        4.99800                 NaN   7.09667        43.3147       0.320105        41.1917     
  1043.56        500.000                 NaN            NaN            NaN            NaN            NaN   4.94897        3.08216                 NaN   7.06240        43.3936       0.331456        41.1814     
  1042.06        500.000                 NaN            NaN            NaN            NaN            NaN   3.53182        4.55094                 NaN   7.10137        43.3018       0.318793        41.1953     
  1040.56        500.000                 NaN            NaN            NaN            NaN            NaN   4.18254        3.86146                 NaN   7.07129        43.3681       0.328631        41.1880     
  1039.06        500.000                 NaN            NaN            NaN            NaN            NaN   4.82073        3.21265                 NaN   7.06788        43.3825       0.329771        41.1865     
  1037.55        500.000                 NaN            NaN            NaN            NaN            NaN   4.82736        3.20835                 NaN   7.07002        43.3771       0.329151        41.1880     
  1036.05        500.000                 NaN            NaN            NaN            NaN            NaN   4.83396        3.20407                 NaN   7.07217        43.3718       0.328531        41.1895     
  1034.55        500.000                 NaN            NaN            NaN            NaN            NaN   4.84054        3.19981                 NaN   7.07431        43.3665       0.327912        41.1909     
  1033.05        500.000                 NaN            NaN            NaN            NaN            NaN   4.84711        3.19558                 NaN   7.07645        43.3612       0.327292        41.1924     
  1031.55        500.000                 NaN            NaN            NaN            NaN            NaN   4.85365        3.19137                 NaN   7.07859        43.3558       0.326673        41.1939     
  1030.04        500.000                 NaN            NaN            NaN            NaN            NaN   4.76054        3.28978                 NaN   7.08249        43.3459       0.325387        41.1959     
  1028.54        500.000                 NaN            NaN            NaN            NaN            NaN   4.74683        3.30570                 NaN   7.08443        43.3408       0.324823        41.1974     
  1027.04        500.000                 NaN            NaN            NaN            NaN            NaN   4.73160        3.32327                 NaN   7.08639        43.3355       0.324259        41.1989     
  1025.54        500.000                 NaN            NaN            NaN            NaN            NaN   4.71738        3.33984                 NaN   7.08836        43.3303       0.323694        41.2005     
  1024.03        500.000                 NaN            NaN            NaN            NaN            NaN   4.70412        3.35545                 NaN   7.09033        43.3250       0.323130        41.2020     
  1022.53        500.000                 NaN            NaN            NaN            NaN            NaN   4.69174        3.37023                 NaN   7.09231        43.3196       0.322560        41.2035     
  1021.03        500.000                 NaN            NaN            NaN            NaN            NaN   4.68036        3.38393                 NaN   7.09427        43.3144       0.321999        41.2051     
  1019.53        500.000                 NaN            NaN            NaN            NaN            NaN   4.66978        3.39687                 NaN   7.09625        43.3091       0.321434        41.2066     
  1018.03        500.000                 NaN            NaN            NaN            NaN            NaN   3.57184        4.51946                 NaN   7.11291        43.2686       0.315501        41.2117     
  1016.52        500.000                 NaN            NaN            NaN            NaN            NaN   3.67818        4.41366                 NaN   7.11356        43.2663       0.315387        41.2129     
  1015.02        500.000                 NaN            NaN            NaN            NaN            NaN   3.75225        4.34066                 NaN   7.11461        43.2631       0.315131        41.2142     
  1013.52        500.000                 NaN            NaN            NaN            NaN            NaN   3.81085        4.28338                 NaN   7.11585        43.2596       0.314809        41.2155     
  1012.02        500.000                 NaN            NaN            NaN            NaN            NaN   3.85986        4.23584                 NaN   7.11722        43.2557       0.314446        41.2169     
  1010.52        500.000                 NaN            NaN            NaN            NaN            NaN   3.90221        4.19507                 NaN   7.11867        43.2517       0.314055        41.2183     
  1009.01        500.000                 NaN            NaN            NaN            NaN            NaN   3.93960        4.15935                 NaN   7.12018        43.2476       0.313642        41.2197     
  1007.51        500.000                 NaN            NaN            NaN            NaN            NaN   3.97313        4.12754                 NaN   7.12174        43.2433       0.313212        41.2211     
  1006.01        500.000                 NaN            NaN            NaN            NaN            NaN   4.00356        4.09890                 NaN   7.12335        43.2390       0.312768        41.2225     
  1004.51        500.000                 NaN            NaN            NaN            NaN            NaN   4.03143        4.07285                 NaN   7.12499        43.2345       0.312312        41.2239     
  1003.00        500.000                 NaN            NaN            NaN            NaN            NaN   4.05717        4.04900                 NaN   7.12666        43.2300       0.311845        41.2253     
  1001.50        500.000                 NaN            NaN            NaN            NaN            NaN   4.08107        4.02700                 NaN   7.12836        43.2255       0.311370        41.2267     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN   4.10342        4.00660                 NaN   7.13009        43.2209       0.310886        41.2281     
