|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m4.25/K22/K22_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1551.29        500.000        99.2689                 NaN  0.731097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.79        500.000        99.2753                 NaN  0.708481       0.161708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.29        500.000        99.2781                 NaN  0.721878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.78        500.000        99.2873                 NaN  0.712730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.28        500.000        99.2936                 NaN  0.705608       0.810144E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.78        500.000        99.2986                 NaN  0.701402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.28        500.000        99.3022                 NaN  0.697823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.78        500.000        99.3118                 NaN  0.678785       0.937415E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.27        500.000        99.3200                 NaN  0.650491       0.295409E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.77        500.000        99.3201                 NaN  0.679915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.27        500.000        99.3306                 NaN  0.655306       0.140596E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.77        500.000        99.3297                 NaN  0.670272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.27        500.000        99.2092                 NaN  0.649124       0.141704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.76        500.000        99.7832                 NaN  0.216775       0.106091E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.26        500.000        99.0556                 NaN  0.944366                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.76        500.000        99.3537                 NaN  0.646303                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.26        500.000        99.3558                 NaN  0.644215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.75        500.000        99.3613                 NaN  0.638698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.25        500.000        99.3646                 NaN  0.635360                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.75        500.000        99.3710                 NaN  0.628825       0.178769E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.25        500.000        99.2854                 NaN  0.714602                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.75        500.000        99.6903                 NaN  0.309743                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.24        500.000        99.1648                 NaN  0.835167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.74        500.000        99.3883                 NaN  0.611731                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.24        500.000        99.2767                 NaN  0.723315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.74        500.000        99.6348                 NaN  0.365173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.23        500.000        99.7384                 NaN  0.261587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.73        500.000        98.9413                 NaN   1.05874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.23        500.000        99.3602                 NaN  0.639837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.73        500.000        99.4845                 NaN  0.515466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.23        500.000        99.3952                 NaN  0.604849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.72        500.000        99.3507                 NaN  0.288432                 NaN            NaN  0.360911                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.22        500.000        99.2916                 NaN  0.182787                 NaN            NaN  0.525654                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.72        500.000        99.2870                 NaN  0.513593E-001            NaN            NaN  0.661634                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.22        500.000        99.2849                 NaN            NaN            NaN            NaN  0.715105                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.72        500.000        99.2890                 NaN            NaN            NaN            NaN  0.710993                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.21        500.000        99.2884                 NaN            NaN            NaN            NaN  0.711645                 NaN            NaN            NaN            NaN            NaN            NaN
  1495.71        500.000        99.2930                 NaN  0.852170E-001            NaN            NaN  0.621761                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.21        500.000        99.2895                 NaN            NaN            NaN            NaN  0.710498                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.71        500.000        99.2887                 NaN            NaN            NaN            NaN  0.711303                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.20        500.000        99.2899                 NaN            NaN            NaN            NaN  0.710060                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.70        500.000        99.2876                 NaN            NaN            NaN            NaN  0.712395                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.20        500.000        99.2893                 NaN            NaN            NaN            NaN  0.710737                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.70        500.000        99.2805                 NaN            NaN            NaN            NaN  0.719465                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.20        500.000        99.2855                 NaN            NaN            NaN            NaN  0.714544                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.69        500.000        99.2799                 NaN            NaN            NaN            NaN  0.720087                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.19        500.000        99.2619                 NaN            NaN            NaN            NaN  0.160947E-001  0.722003                 NaN            NaN            NaN            NaN            NaN
  1480.69        500.000        98.8870                 NaN            NaN            NaN            NaN  0.584621       0.528344                 NaN            NaN            NaN            NaN            NaN
  1479.19        500.000        98.8206                 NaN            NaN            NaN            NaN  0.696613       0.482745                 NaN            NaN            NaN            NaN            NaN
  1477.69        500.000        98.8334                 NaN            NaN            NaN            NaN  0.476244       0.690336                 NaN            NaN            NaN            NaN            NaN
  1476.18        500.000        98.8469                 NaN            NaN            NaN            NaN  0.470073       0.683042                 NaN            NaN            NaN            NaN            NaN
  1474.68        500.000        98.8547                 NaN            NaN            NaN            NaN  0.467159       0.678148                 NaN            NaN            NaN            NaN            NaN
  1473.18        500.000        98.8770                 NaN            NaN            NaN            NaN  0.456960       0.666040                 NaN            NaN            NaN            NaN            NaN
  1471.68        500.000        98.8858                 NaN            NaN            NaN            NaN  0.452815       0.661341                 NaN            NaN            NaN            NaN            NaN
  1470.17        500.000        98.8969                 NaN            NaN            NaN            NaN  0.447997       0.655119                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.9114                 NaN            NaN            NaN            NaN  0.648084       0.440488                 NaN            NaN            NaN            NaN            NaN
  1467.17        500.000        98.9220                 NaN            NaN            NaN            NaN  0.435740       0.642253                 NaN            NaN            NaN            NaN            NaN
  1465.67        500.000        98.9338                 NaN            NaN            NaN            NaN  0.635618       0.430578                 NaN            NaN            NaN            NaN            NaN
  1464.17        500.000        98.9433                 NaN            NaN            NaN            NaN  0.425711       0.630991                 NaN            NaN            NaN            NaN            NaN
  1462.66        500.000        98.9578                 NaN            NaN            NaN            NaN  0.622468       0.419773                 NaN            NaN            NaN            NaN            NaN
  1461.16        500.000        98.9680                 NaN            NaN            NaN            NaN  0.414620       0.617402                 NaN            NaN            NaN            NaN            NaN
  1459.66        500.000        98.9793                 NaN            NaN            NaN            NaN  0.410054       0.610631                 NaN            NaN            NaN            NaN            NaN
  1458.16        500.000        98.9891                 NaN            NaN            NaN            NaN  0.404919       0.605953                 NaN            NaN            NaN            NaN            NaN
  1456.66        500.000        98.9996                 NaN            NaN            NaN            NaN  0.600308       0.400132                 NaN            NaN            NaN            NaN            NaN
  1455.15        500.000        99.0100                 NaN            NaN            NaN            NaN  0.594792       0.395217                 NaN            NaN            NaN            NaN            NaN
  1453.65        500.000        99.0216                 NaN            NaN            NaN            NaN  0.390582       0.587776                 NaN            NaN            NaN            NaN            NaN
  1452.15        500.000        99.0233                 NaN            NaN            NaN            NaN  0.389108       0.587567                 NaN            NaN            NaN            NaN            NaN
  1450.65        500.000        99.0456                 NaN            NaN            NaN            NaN  0.574012       0.380339                 NaN            NaN            NaN            NaN            NaN
  1449.14        500.000        99.0490                 NaN            NaN            NaN            NaN  0.377757       0.573291                 NaN            NaN            NaN            NaN            NaN
  1447.64        500.000        99.0610                 NaN            NaN            NaN            NaN  0.566976       0.372018                 NaN            NaN            NaN            NaN            NaN
  1446.14        500.000        99.0680                 NaN            NaN            NaN            NaN  0.368761       0.563239                 NaN            NaN            NaN            NaN            NaN
  1444.64        500.000        99.0789                 NaN            NaN            NaN            NaN  0.363845       0.557237                 NaN            NaN            NaN            NaN            NaN
  1443.14        500.000        98.7490                 NaN            NaN            NaN            NaN  0.508443       0.605173                 NaN  0.137349                 NaN            NaN            NaN
  1441.63        500.000        97.0452                 NaN            NaN            NaN            NaN  0.860985        1.25374                 NaN  0.840032                 NaN            NaN            NaN
  1440.13        500.000        97.1215                 NaN            NaN            NaN            NaN   1.22020       0.838982                 NaN  0.819361                 NaN            NaN            NaN
  1438.63        500.000        97.1971                 NaN            NaN            NaN            NaN  0.817218        1.18746                 NaN  0.798252                 NaN            NaN            NaN
  1437.13        500.000        97.2692                 NaN            NaN            NaN            NaN   1.15603       0.796501                 NaN  0.778279                 NaN            NaN            NaN
  1435.63        500.000        97.3376                 NaN            NaN            NaN            NaN   1.12607       0.777231                 NaN  0.759119                 NaN            NaN            NaN
  1434.12        500.000        97.4016                 NaN            NaN            NaN            NaN   1.09805       0.759107                 NaN  0.741201                 NaN            NaN            NaN
  1432.62        500.000        97.4684                 NaN            NaN            NaN            NaN   1.06971       0.739262                 NaN  0.722667                 NaN            NaN            NaN
  1431.12        500.000        97.5277                 NaN            NaN            NaN            NaN  0.722076        1.04399                 NaN  0.706202                 NaN            NaN            NaN
  1429.62        500.000        97.5853                 NaN            NaN            NaN            NaN   1.01915       0.705541                 NaN  0.690022                 NaN            NaN            NaN
  1428.11        500.000        97.6412                 NaN            NaN            NaN            NaN  0.689277       0.995158                 NaN  0.674330                 NaN            NaN            NaN
  1426.61        500.000        97.6963                 NaN            NaN            NaN            NaN  0.971592       0.673125                 NaN  0.658941                 NaN            NaN            NaN
  1425.11        500.000        97.7442                 NaN            NaN            NaN            NaN  0.659449       0.950781                 NaN  0.645549                 NaN            NaN            NaN
  1423.61        500.000        97.7976                 NaN            NaN            NaN            NaN  0.928193       0.643781                 NaN  0.630459                 NaN            NaN            NaN
  1422.11        500.000        97.8460                 NaN            NaN            NaN            NaN  0.907051       0.630027                 NaN  0.616929                 NaN            NaN            NaN
  1420.60        500.000        97.8906                 NaN            NaN            NaN            NaN  0.888732       0.616514                 NaN  0.604185                 NaN            NaN            NaN
  1419.10        500.000        97.9371                 NaN            NaN            NaN            NaN  0.602258       0.869355                 NaN  0.591267                 NaN            NaN            NaN
  1417.60        500.000        97.9793                 NaN            NaN            NaN            NaN  0.590171       0.851257                 NaN  0.579282                 NaN            NaN            NaN
  1416.10        500.000        98.0202                 NaN            NaN            NaN            NaN  0.578266       0.833774                 NaN  0.567787                 NaN            NaN            NaN
  1414.59        500.000        98.0598                 NaN            NaN            NaN            NaN  0.817037       0.566621                 NaN  0.556528                 NaN            NaN            NaN
  1413.09        500.000        98.0973                 NaN            NaN            NaN            NaN  0.555484       0.801381                 NaN  0.545856                 NaN            NaN            NaN
  1411.59        500.000        98.1355                 NaN            NaN            NaN            NaN  0.544003       0.785434                 NaN  0.535105                 NaN            NaN            NaN
  1410.09        500.000        98.1717                 NaN            NaN            NaN            NaN  0.770181       0.533425                 NaN  0.524701                 NaN            NaN            NaN
  1408.59        500.000        98.2065                 NaN            NaN            NaN            NaN  0.522400       0.756124                 NaN  0.514943                 NaN            NaN            NaN
  1407.08        500.000        98.2408                 NaN            NaN            NaN            NaN  0.741459       0.512571                 NaN  0.505143                 NaN            NaN            NaN
  1405.58        500.000        98.2732                 NaN            NaN            NaN            NaN  0.503198       0.727853                 NaN  0.495784                 NaN            NaN            NaN
  1404.08        500.000        98.3046                 NaN            NaN            NaN            NaN  0.493757       0.714798                 NaN  0.486808                 NaN            NaN            NaN
  1402.58        500.000        98.3347                 NaN            NaN            NaN            NaN  0.702458       0.484590                 NaN  0.478302                 NaN            NaN            NaN
  1401.08        500.000        98.3638                 NaN            NaN            NaN            NaN  0.690417       0.475915                 NaN  0.469914                 NaN            NaN            NaN
  1399.57        500.000        98.3934                 NaN            NaN            NaN            NaN  0.467335       0.677865                 NaN  0.461413                 NaN            NaN            NaN
  1398.07        500.000        98.4225                 NaN            NaN            NaN            NaN  0.666237       0.458170                 NaN  0.453052                 NaN            NaN            NaN
  1396.57        500.000        98.4482                 NaN            NaN            NaN            NaN  0.450095       0.655805                 NaN  0.445931                 NaN            NaN            NaN
  1395.07        500.000        98.4777                 NaN            NaN            NaN            NaN  0.441235       0.643938                 NaN  0.437175                 NaN            NaN            NaN
  1393.56        500.000        98.5019                 NaN            NaN            NaN            NaN  0.633839       0.433926                 NaN  0.430303                 NaN            NaN            NaN
  1392.06        500.000        98.5277                 NaN            NaN            NaN            NaN  0.426660       0.622892                 NaN  0.422714                 NaN            NaN            NaN
  1390.56        500.000        98.5520                 NaN            NaN            NaN            NaN  0.418352       0.613860                 NaN  0.415828                 NaN            NaN            NaN
  1389.06        500.000        98.5746                 NaN            NaN            NaN            NaN  0.412332       0.603844                 NaN  0.409245                 NaN            NaN            NaN
  1387.56        500.000        98.5989                 NaN            NaN            NaN            NaN  0.404444       0.594357                 NaN  0.402296                 NaN            NaN            NaN
  1386.05        500.000        98.6200                 NaN            NaN            NaN            NaN  0.398089       0.585829                 NaN  0.396073                 NaN            NaN            NaN
  1384.55        500.000        98.6425                 NaN            NaN            NaN            NaN  0.390909       0.577039                 NaN  0.389542                 NaN            NaN            NaN
  1383.05        500.000        98.6643                 NaN            NaN            NaN            NaN  0.384120       0.568201                 NaN  0.383364                 NaN            NaN            NaN
  1381.55        500.000        98.6850                 NaN            NaN            NaN            NaN  0.377760       0.559974                 NaN  0.377251                 NaN            NaN            NaN
  1380.05        500.000        98.7043                 NaN            NaN            NaN            NaN  0.552367       0.371759                 NaN  0.371598                 NaN            NaN            NaN
  1378.54        500.000        98.7220                 NaN            NaN            NaN            NaN  0.366302       0.545327                 NaN  0.366346                 NaN            NaN            NaN
  1377.04        500.000        98.7439                 NaN            NaN            NaN            NaN  0.536549       0.359407                 NaN  0.360181                 NaN            NaN            NaN
  1375.54        500.000        98.7619                 NaN            NaN            NaN            NaN  0.353771       0.529532                 NaN  0.354754                 NaN            NaN            NaN
  1374.04        500.000        98.7794                 NaN            NaN            NaN            NaN  0.348553       0.522458                 NaN  0.349579                 NaN            NaN            NaN
  1372.53        500.000        98.7980                 NaN            NaN            NaN            NaN  0.341901       0.515807                 NaN  0.344283                 NaN            NaN            NaN
  1371.03        500.000        98.8143                 NaN            NaN            NaN            NaN  0.508635       0.337712                 NaN  0.339346                 NaN            NaN            NaN
  1369.53        500.000        98.8326                 NaN            NaN            NaN            NaN  0.501278       0.332048                 NaN  0.334097                 NaN            NaN            NaN
  1368.03        500.000        98.8488                 NaN            NaN            NaN            NaN  0.326361       0.495577                 NaN  0.329302                 NaN            NaN            NaN
  1366.53        500.000        98.8645                 NaN            NaN            NaN            NaN  0.321870       0.488990                 NaN  0.324633                 NaN            NaN            NaN
  1365.02        500.000        98.8805                 NaN            NaN            NaN            NaN  0.316717       0.482814                 NaN  0.319965                 NaN            NaN            NaN
  1363.52        500.000        98.8959                 NaN            NaN            NaN            NaN  0.476859       0.311766                 NaN  0.315437                 NaN            NaN            NaN
  1362.02        500.000        98.9106                 NaN            NaN            NaN            NaN  0.471408       0.306960                 NaN  0.311042                 NaN            NaN            NaN
  1360.52        500.000        98.9255                 NaN            NaN            NaN            NaN  0.465551       0.302343                 NaN  0.306641                 NaN            NaN            NaN
  1359.02        500.000        98.9408                 NaN            NaN            NaN            NaN  0.459899       0.297070                 NaN  0.302225                 NaN            NaN            NaN
  1357.51        500.000        98.9540                 NaN            NaN            NaN            NaN  0.454826       0.292812                 NaN  0.298357                 NaN            NaN            NaN
  1356.01        500.000        98.9686                 NaN            NaN            NaN            NaN  0.448662       0.288678                 NaN  0.294044                 NaN            NaN            NaN
  1354.51        500.000        98.9816                 NaN            NaN            NaN            NaN  0.444289       0.284130                 NaN  0.290030                 NaN            NaN            NaN
  1353.01        500.000        98.9946                 NaN            NaN            NaN            NaN  0.438386       0.280532                 NaN  0.286432                 NaN            NaN            NaN
  1351.50        500.000        99.0099                 NaN            NaN            NaN            NaN  0.274799       0.433657                 NaN  0.281623                 NaN            NaN            NaN
  1350.00        500.000        99.0200                 NaN            NaN            NaN            NaN  0.429668       0.271623                 NaN  0.278710                 NaN            NaN            NaN
  1348.50        500.000        99.0324                 NaN            NaN            NaN            NaN  0.267681       0.424905                 NaN  0.275013                 NaN            NaN            NaN
  1347.00        500.000        99.0451                 NaN            NaN            NaN            NaN  0.263251       0.420403                 NaN  0.271286                 NaN            NaN            NaN
  1345.50        500.000        99.0567                 NaN            NaN            NaN            NaN  0.415670       0.259815                 NaN  0.267804                 NaN            NaN            NaN
  1343.99        500.000        99.0705                 NaN            NaN            NaN            NaN  0.410424       0.255412                 NaN  0.263693                 NaN            NaN            NaN
  1342.49        500.000        99.0797                 NaN            NaN            NaN            NaN  0.406901       0.252515                 NaN  0.260874                 NaN            NaN            NaN
  1340.99        500.000        99.0915                 NaN            NaN            NaN            NaN  0.248352       0.402754                 NaN  0.257406                 NaN            NaN            NaN
  1339.49        500.000        99.1010                 NaN            NaN            NaN            NaN  0.245244       0.399150                 NaN  0.254573                 NaN            NaN            NaN
  1337.98        500.000        99.1144                 NaN            NaN            NaN            NaN  0.394499       0.240493                 NaN  0.250599                 NaN            NaN            NaN
  1336.48        500.000        99.1243                 NaN            NaN            NaN            NaN  0.390767       0.237333                 NaN  0.247648                 NaN            NaN            NaN
  1334.98        500.000        99.1345                 NaN            NaN            NaN            NaN  0.233918       0.386945                 NaN  0.244632                 NaN            NaN            NaN
  1333.48        500.000        99.1443                 NaN            NaN            NaN            NaN  0.383802       0.230115                 NaN  0.241752                 NaN            NaN            NaN
  1331.98        500.000        99.1551                 NaN            NaN            NaN            NaN  0.227124       0.379364                 NaN  0.238448                 NaN            NaN            NaN
  1330.47        500.000        99.1644                 NaN            NaN            NaN            NaN  0.224185       0.375761                 NaN  0.235639                 NaN            NaN            NaN
  1328.97        500.000        99.1740                 NaN            NaN            NaN            NaN  0.372453       0.220747                 NaN  0.232814                 NaN            NaN            NaN
  1327.47        500.000        99.1833                 NaN            NaN            NaN            NaN  0.369698       0.216933                 NaN  0.230077                 NaN            NaN            NaN
  1325.97        500.000        99.1933                 NaN            NaN            NaN            NaN  0.214188       0.365465                 NaN  0.227030                 NaN            NaN            NaN
  1324.47        500.000        99.2016                 NaN            NaN            NaN            NaN  0.211496       0.362325                 NaN  0.224578                 NaN            NaN            NaN
  1322.96        500.000        99.2112                 NaN            NaN            NaN            NaN  0.207663       0.359461                 NaN  0.221696                 NaN            NaN            NaN
  1321.46        500.000        99.2196                 NaN            NaN            NaN            NaN  0.356098       0.205172                 NaN  0.219173                 NaN            NaN            NaN
  1319.96        500.000        99.2477                 NaN            NaN            NaN            NaN  0.246462       0.270480                 NaN  0.235384                 NaN            NaN            NaN
  1318.46        500.000        99.2185                 NaN            NaN            NaN            NaN  0.128509       0.458169                 NaN  0.194829                 NaN            NaN            NaN
  1316.95        500.000        99.2451                 NaN            NaN            NaN            NaN  0.347033       0.196262                 NaN  0.211559                 NaN            NaN            NaN
  1315.45        500.000        99.2529                 NaN            NaN            NaN            NaN  0.344522       0.193347                 NaN  0.209183                 NaN            NaN            NaN
  1313.95        500.000        99.2344                 NaN            NaN            NaN            NaN  0.293511       0.255849                 NaN  0.216206                 NaN            NaN            NaN
  1312.45        500.000        99.2957                 NaN            NaN            NaN            NaN  0.120481       0.388677                 NaN  0.195179                 NaN            NaN            NaN
  1310.95        500.000        99.2777                 NaN            NaN            NaN            NaN  0.184906       0.335771                 NaN  0.201625                 NaN            NaN            NaN
  1309.44        500.000        99.2844                 NaN            NaN            NaN            NaN  0.333554       0.182196                 NaN  0.199810                 NaN            NaN            NaN
  1307.94        500.000        99.2923                 NaN            NaN            NaN            NaN  0.330986       0.179371                 NaN  0.197385                 NaN            NaN            NaN
  1306.44        500.000        99.2994                 NaN            NaN            NaN            NaN  0.328531       0.176688                 NaN  0.195395                 NaN            NaN            NaN
  1304.94        500.000        99.3419                 NaN            NaN            NaN            NaN  0.452614                 NaN            NaN  0.205475                 NaN            NaN            NaN
  1303.44        500.000        99.3519                 NaN            NaN            NaN            NaN  0.388427       0.398874E-001            NaN  0.219752                 NaN            NaN            NaN
  1301.93        500.000        99.4149                 NaN            NaN            NaN            NaN  0.180419       0.207566                 NaN  0.197105                 NaN            NaN            NaN
  1300.43        500.000        99.1780                 NaN            NaN            NaN            NaN  0.101605       0.587818                 NaN  0.132609                 NaN            NaN            NaN
  1298.93        500.000        99.3348                 NaN            NaN            NaN            NaN  0.316637       0.163827                 NaN  0.184701                 NaN            NaN            NaN
  1297.43        500.000        99.3415                 NaN            NaN            NaN            NaN  0.161187       0.314517                 NaN  0.182773                 NaN            NaN            NaN
  1295.92        500.000        7.08273        92.1953                 NaN            NaN            NaN  0.487942                 NaN            NaN  0.234038                 NaN            NaN            NaN
  1294.42        500.000        14.1746        85.1348                 NaN            NaN            NaN  0.340297       0.143605                 NaN  0.206705                 NaN            NaN            NaN
  1292.92        500.000        99.3315                 NaN            NaN            NaN            NaN  0.337702       0.176111                 NaN  0.154670                 NaN            NaN            NaN
  1291.42        500.000        99.5354                 NaN            NaN            NaN            NaN  0.360324                 NaN            NaN  0.104267                 NaN            NaN            NaN
  1289.92        500.000        99.3810                 NaN            NaN            NaN            NaN  0.349497       0.931816E-001            NaN  0.176350                 NaN            NaN            NaN
  1288.41        500.000        99.3795                 NaN            NaN            NaN            NaN  0.146686       0.302376                 NaN  0.171446                 NaN            NaN            NaN
  1286.91        500.000        99.3863                 NaN            NaN            NaN            NaN  0.299726       0.144495                 NaN  0.169478                 NaN            NaN            NaN
  1285.41        500.000        99.4248                 NaN            NaN  0.350930                 NaN            NaN            NaN            NaN  0.224303                 NaN            NaN            NaN
  1283.91        500.000        99.4991                 NaN            NaN            NaN            NaN  0.377481                 NaN            NaN  0.123400                 NaN            NaN            NaN
  1282.41        500.000        99.4001                 NaN            NaN            NaN            NaN  0.124934       0.335837                 NaN  0.139151                 NaN            NaN            NaN
  1280.90        500.000        99.4111                 NaN            NaN            NaN            NaN  0.291460       0.135175                 NaN  0.162306                 NaN            NaN            NaN
