|6.6.6
Archiving\03_Data\fracLP/QFM_m3/WD94/WD94_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1466.17        500.000        99.0993                 NaN            NaN            NaN            NaN  0.900746                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.1050                 NaN            NaN            NaN            NaN  0.895012                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.1093                 NaN            NaN            NaN            NaN  0.890681                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.1121                 NaN            NaN            NaN            NaN  0.887921                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.1171                 NaN            NaN            NaN            NaN  0.882875                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.1197                 NaN            NaN            NaN            NaN  0.880324                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.1249                 NaN            NaN            NaN            NaN  0.875121                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.1265                 NaN            NaN            NaN            NaN  0.873520                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.1272                 NaN            NaN            NaN            NaN  0.872840                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.1283                 NaN            NaN            NaN            NaN  0.871662                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.1284                 NaN            NaN            NaN            NaN  0.871638                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.1281                 NaN            NaN            NaN            NaN  0.871922                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.1256                 NaN            NaN            NaN            NaN  0.874403                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        99.1233                 NaN            NaN            NaN            NaN  0.876684                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        99.1134                 NaN            NaN            NaN            NaN  0.886586                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        99.1091                 NaN            NaN            NaN            NaN  0.890930                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        99.1000                 NaN            NaN            NaN            NaN  0.899998                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        99.0872                 NaN            NaN            NaN            NaN  0.912770                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        99.0360                 NaN            NaN            NaN            NaN  0.656825E-001  0.898352                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.7008                 NaN            NaN            NaN            NaN  0.356112       0.943057                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        98.7187                 NaN            NaN            NaN            NaN  0.351020       0.930262                 NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.7356                 NaN            NaN            NaN            NaN  0.916038       0.348366                 NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.7502                 NaN            NaN            NaN            NaN  0.906052       0.343785                 NaN            NaN            NaN            NaN            NaN
  1408.52        500.000        98.7648                 NaN            NaN            NaN            NaN  0.339266       0.895945                 NaN            NaN            NaN            NaN            NaN
  1406.02        500.000        98.7816                 NaN            NaN            NaN            NaN  0.335234       0.883199                 NaN            NaN            NaN            NaN            NaN
  1403.51        500.000        97.2831                 NaN            NaN            NaN            NaN   1.08302       0.944884       0.689040                 NaN            NaN            NaN            NaN
  1401.00        500.000        96.8215                 NaN            NaN            NaN            NaN  0.943649        1.31987       0.915007                 NaN            NaN            NaN            NaN
  1398.50        500.000        96.9103                 NaN            NaN            NaN            NaN   1.28359       0.917257       0.888843                 NaN            NaN            NaN            NaN
  1395.99        500.000        96.9963                 NaN            NaN            NaN            NaN  0.891289        1.24879       0.863576                 NaN            NaN            NaN            NaN
  1393.48        500.000        97.0778                 NaN            NaN            NaN            NaN   1.21561       0.867180       0.839367                 NaN            NaN            NaN            NaN
  1390.98        500.000        97.1561                 NaN            NaN            NaN            NaN  0.843296        1.18432       0.816254                 NaN            NaN            NaN            NaN
  1388.47        500.000        97.2323                 NaN            NaN            NaN            NaN   1.15378       0.820087       0.793835                 NaN            NaN            NaN            NaN
  1385.96        500.000        97.2998                 NaN            NaN            NaN            NaN   1.12628       0.800376       0.773534                 NaN            NaN            NaN            NaN
  1383.46        500.000        97.3677                 NaN            NaN            NaN            NaN   1.10172       0.777302       0.753303                 NaN            NaN            NaN            NaN
  1380.95        500.000        97.4309                 NaN            NaN            NaN            NaN   1.07475       0.760151       0.734183                 NaN            NaN            NaN            NaN
  1378.45        500.000        97.4961                 NaN            NaN            NaN            NaN   1.04929       0.739697       0.714920                 NaN            NaN            NaN            NaN
  1375.94        500.000        97.5543                 NaN            NaN            NaN            NaN   1.02548       0.722824       0.697404                 NaN            NaN            NaN            NaN
  1373.43        500.000        97.6117                 NaN            NaN            NaN            NaN   1.00422       0.703865       0.680188                 NaN            NaN            NaN            NaN
  1370.93        500.000        97.6676                 NaN            NaN            NaN            NaN  0.982798       0.686195       0.663436                 NaN            NaN            NaN            NaN
  1368.42        500.000        97.7173                 NaN            NaN            NaN            NaN  0.669961       0.964514       0.648266                 NaN            NaN            NaN            NaN
  1365.91        500.000        97.7619                 NaN            NaN            NaN            NaN  0.947381       0.656299       0.634385                 NaN            NaN            NaN            NaN
  1363.41        500.000        97.8062                 NaN            NaN            NaN            NaN  0.642518       0.931227       0.620023                 NaN            NaN            NaN            NaN
  1360.90        500.000        97.8650                 NaN  0.108803E-004            NaN            NaN  0.622660       0.909182       0.603187                 NaN            NaN            NaN            NaN
  1358.40        500.000        97.9046                 NaN            NaN            NaN            NaN  0.611329       0.893038       0.591050                 NaN            NaN            NaN            NaN
  1355.89        500.000        97.9498                 NaN  0.104264E-005            NaN            NaN  0.594961       0.878003       0.577263                 NaN            NaN            NaN            NaN
  1353.38        500.000        97.9890                 NaN  0.214598E-005            NaN            NaN  0.582498       0.863282       0.565169                 NaN            NaN            NaN            NaN
  1350.88        500.000        98.0373                 NaN  0.152624                 NaN            NaN  0.541469       0.701566       0.567051                 NaN            NaN            NaN            NaN
  1348.37        500.000        98.0870                 NaN  0.426015                 NaN            NaN  0.905355                 NaN  0.581614                 NaN            NaN            NaN            NaN
  1345.86        500.000        98.1250                 NaN  0.424067                 NaN            NaN  0.881498                 NaN  0.569443                 NaN            NaN            NaN            NaN
  1343.36        500.000        98.1684                 NaN  0.408485                 NaN            NaN  0.855051E-003  0.867579       0.554655                 NaN            NaN            NaN            NaN
  1340.85        500.000        98.1951                 NaN  0.414004                 NaN            NaN  0.841205                 NaN  0.549644                 NaN            NaN            NaN            NaN
  1338.35        500.000        98.2590                 NaN  0.388752                 NaN            NaN  0.829915                 NaN  0.522285                 NaN            NaN            NaN            NaN
  1335.84        500.000        98.2790                 NaN  0.391583                 NaN            NaN  0.811033                 NaN  0.518432                 NaN            NaN            NaN            NaN
  1333.33        500.000        98.3162                 NaN  0.385792                 NaN            NaN  0.791748                 NaN  0.506256                 NaN            NaN            NaN            NaN
  1330.83        500.000        98.3485                 NaN  0.378000                 NaN            NaN  0.778362                 NaN  0.495117                 NaN            NaN            NaN            NaN
  1328.32        500.000        98.3856                 NaN  0.372499                 NaN            NaN  0.758582                 NaN  0.483272                 NaN            NaN            NaN            NaN
  1325.81        500.000        98.4181                 NaN  0.363630                 NaN            NaN  0.746086                 NaN  0.472197                 NaN            NaN            NaN            NaN
  1323.31        500.000        98.4509                 NaN  0.359059                 NaN            NaN  0.728586                 NaN  0.461420                 NaN            NaN            NaN            NaN
  1320.80        500.000        98.4817                 NaN  0.354453                 NaN            NaN  0.712712                 NaN  0.451136                 NaN            NaN            NaN            NaN
  1318.30        500.000        98.5130                 NaN  0.345326                 NaN            NaN  0.701059                 NaN  0.440664                 NaN            NaN            NaN            NaN
  1315.79        500.000        98.5811                 NaN  0.455769                 NaN            NaN  0.492900                 NaN  0.470188                 NaN            NaN            NaN            NaN
  1313.28        500.000        98.5435                 NaN  0.226659                 NaN            NaN  0.850477                 NaN  0.379406                 NaN            NaN            NaN            NaN
  1310.78        500.000        98.6010                 NaN  0.331753                 NaN            NaN  0.655848                 NaN  0.411370                 NaN            NaN            NaN            NaN
  1308.27        500.000        98.6311                 NaN  0.317398                 NaN            NaN  0.650876                 NaN  0.400626                 NaN            NaN            NaN            NaN
  1305.76        500.000        98.6564                 NaN  0.312126                 NaN            NaN  0.639345                 NaN  0.392126                 NaN            NaN            NaN            NaN
  1303.26        500.000        98.6836                 NaN  0.306315                 NaN            NaN  0.627026                 NaN  0.383025                 NaN            NaN            NaN            NaN
  1300.75        500.000        98.7089                 NaN  0.299103                 NaN            NaN  0.617592                 NaN  0.374374                 NaN            NaN            NaN            NaN
  1298.25        500.000        98.7352                 NaN  0.293144                 NaN            NaN  0.605847                 NaN  0.365834                 NaN            NaN            NaN            NaN
  1295.74        500.000        98.7603                 NaN  0.284460                 NaN            NaN  0.598532                 NaN  0.356747                 NaN            NaN            NaN            NaN
  1293.23        500.000        98.7848                 NaN  0.278557                 NaN            NaN  0.587900                 NaN  0.348757                 NaN            NaN            NaN            NaN
  1290.73        500.000        98.8087                 NaN  0.271977                 NaN            NaN  0.578534                 NaN  0.340795                 NaN            NaN            NaN            NaN
  1288.22        500.000        98.8320                 NaN  0.266831                 NaN            NaN  0.568163                 NaN  0.332971                 NaN            NaN            NaN            NaN
  1285.71        500.000        98.8551                 NaN  0.259524                 NaN            NaN  0.560347                 NaN  0.325063                 NaN            NaN            NaN            NaN
  1283.21        500.000        98.8766                 NaN  0.253088                 NaN            NaN  0.552505                 NaN  0.317792                 NaN            NaN            NaN            NaN
  1280.70        500.000        98.8992                 NaN  0.246221                 NaN            NaN  0.544276                 NaN  0.310308                 NaN            NaN            NaN            NaN
  1278.20        500.000        98.9211                 NaN  0.239453                 NaN            NaN  0.536338                 NaN  0.303063                 NaN            NaN            NaN            NaN
  1275.69        500.000        98.9408                 NaN  0.234021                 NaN            NaN  0.528871                 NaN  0.296304                 NaN            NaN            NaN            NaN
  1273.18        500.000        95.1001                 NaN  0.425256                 NaN            NaN   1.31921                 NaN  0.684721        2.47068                 NaN            NaN            NaN
  1270.68        500.000        91.9373                 NaN  0.484196                 NaN            NaN   2.07786                 NaN  0.999723        4.50091                 NaN            NaN            NaN
  1268.17        500.000        92.1936                 NaN  0.722324E-001            NaN            NaN   1.35609        1.13083       0.971348        4.27587                 NaN            NaN            NaN
  1265.66        500.000        92.6644                 NaN  0.678077E-005            NaN            NaN   1.96260       0.469777       0.923104        3.98007                 NaN            NaN            NaN
  1263.16        500.000        93.1988                 NaN            NaN            NaN            NaN   2.26848                 NaN  0.859218        3.67346                 NaN            NaN            NaN
  1260.65        500.000        93.6865                 NaN  0.614742E-005            NaN            NaN   2.11647                 NaN  0.798987        3.39800                 NaN            NaN            NaN
  1258.15        500.000        94.0940                 NaN            NaN            NaN            NaN   1.98985                 NaN  0.749229        3.16693                 NaN            NaN            NaN
  1255.64        500.000        94.4616                 NaN            NaN            NaN            NaN   1.87459                 NaN  0.703442        2.96039                 NaN            NaN            NaN
  1253.13        500.000        94.7829                 NaN            NaN            NaN            NaN   1.77443                 NaN  0.663373        2.77930                 NaN            NaN            NaN
  1250.63        500.000        95.0741                 NaN  0.167103E-004            NaN            NaN   1.68293                 NaN  0.626327        2.61663                 NaN            NaN            NaN
  1248.12        500.000        95.3371                 NaN            NaN            NaN            NaN   1.59965                 NaN  0.593246        2.46996                 NaN            NaN            NaN
  1245.61        500.000        95.5733                 NaN            NaN            NaN            NaN   1.52532                 NaN  0.562381        2.33898                 NaN            NaN            NaN
  1243.11        500.000        95.7907                 NaN            NaN            NaN            NaN   1.45595                 NaN  0.534320        2.21900                 NaN            NaN            NaN
  1240.60        500.000        95.9891                 NaN            NaN            NaN            NaN   1.39208                 NaN  0.508690        2.11011                 NaN            NaN            NaN
  1238.10        500.000        96.1665                 NaN            NaN            NaN            NaN   1.33660                 NaN  0.485400        2.01153                 NaN            NaN            NaN
  1235.59        500.000        96.3315                 NaN            NaN            NaN            NaN   1.28419                 NaN  0.463152        1.92117                 NaN            NaN            NaN
  1233.08        500.000        96.4821                 NaN            NaN            NaN            NaN   1.23705                 NaN  0.442794        1.83810                 NaN            NaN            NaN
  1230.58        500.000        96.4867                 NaN            NaN            NaN            NaN   1.18666                 NaN  0.440605        1.84806       0.379657E-001            NaN            NaN
  1228.07        500.000        96.4380                 NaN            NaN            NaN            NaN   1.15542                 NaN  0.442656        1.88271       0.811900E-001            NaN            NaN
  1225.56        500.000        96.6180                 NaN            NaN            NaN            NaN   1.09675                 NaN  0.417021        1.79277       0.754573E-001            NaN            NaN
  1223.06        500.000        96.7699                 NaN            NaN            NaN            NaN   1.05123                 NaN  0.395139        1.71377       0.699955E-001            NaN            NaN
  1220.55        500.000        96.9224                 NaN            NaN            NaN            NaN   1.00213                 NaN  0.372441        1.63757       0.654713E-001            NaN            NaN
  1218.05        500.000        97.0686                 NaN            NaN            NaN            NaN  0.954106                 NaN  0.351319        1.56500       0.609620E-001            NaN            NaN
  1215.54        500.000        97.1986                 NaN            NaN            NaN            NaN  0.913285                 NaN  0.333530        1.49830       0.562748E-001            NaN            NaN
  1213.03        500.000        97.3237                 NaN            NaN            NaN            NaN  0.872986                 NaN  0.316766        1.43470       0.518368E-001            NaN            NaN
  1210.53        500.000        77.7541                 NaN            NaN            NaN            NaN   3.51928                 NaN   1.87985        8.33009       0.171588        8.34506                 NaN
  1208.02        500.000        76.4323                 NaN            NaN            NaN            NaN   3.71998                 NaN   1.97564        8.71765       0.167080        8.98735                 NaN
  1205.51        500.000        78.5279                 NaN            NaN            NaN            NaN   3.41525                 NaN   1.80153        7.92792       0.143216        8.18419                 NaN
  1203.01        500.000        80.3472                 NaN            NaN            NaN            NaN   3.12101                 NaN   1.64719        7.26455       0.124776        7.49530                 NaN
  1200.50        500.000        72.9615                 NaN            NaN            NaN            NaN   4.04981                 NaN   2.28515        10.2420       0.167507        10.2940                 NaN
  1197.99        500.000        85.9570                 NaN            NaN            NaN            NaN   1.98115       0.281635        1.14374        5.23366       0.837188E-001   5.31908                 NaN
  1195.49        500.000        64.2713                 NaN  0.742901                 NaN            NaN   3.83611                 NaN   2.84594        12.9600       0.249177        15.0945                 NaN
  1192.98        500.000        97.9911                 NaN            NaN            NaN            NaN  0.588583                 NaN  0.207428E-001   1.33108                 NaN  0.684928E-001            NaN
  1190.48        500.000        89.3653                 NaN  0.969410E-001            NaN            NaN   1.54327       0.938809E-003  0.804620        4.65796       0.856043E-001   3.44538                 NaN
  1187.97        500.000                 NaN            NaN   1.78626                 NaN            NaN   9.16632       0.380604E-005   7.24331        41.2481       0.687960        39.8680                 NaN
  1185.46        500.000                 NaN            NaN   1.82241                 NaN            NaN   9.11544       0.376579E-005   7.24230        41.2522       0.689500        39.8782                 NaN
  1182.96        500.000                 NaN            NaN   1.85835                 NaN            NaN   9.06483       0.372530E-005   7.24124        41.2562       0.691048        39.8883                 NaN
  1180.45        500.000                 NaN            NaN   1.89389                 NaN            NaN   9.01487       0.368357E-005   7.24018        41.2602       0.692569        39.8983                 NaN
  1177.94        500.000                 NaN            NaN   1.92986                 NaN            NaN   8.96410       0.364210E-005   7.23895        41.2645       0.694167        39.9084                 NaN
  1175.44        500.000                 NaN            NaN   1.96527                 NaN            NaN   8.91420       0.359975E-005   7.23775        41.2686       0.695732        39.9184                 NaN
  1172.93        500.000                 NaN            NaN   2.00012                 NaN            NaN   8.86517       0.355657E-005   7.23656        41.2726       0.697263        39.9282                 NaN
  1170.43        500.000                 NaN            NaN   2.03527                 NaN            NaN   8.81554                 NaN   7.23524        41.2770       0.698862        39.9381                 NaN
  1167.92        500.000                 NaN            NaN   2.06982                 NaN            NaN   8.76681                 NaN   7.23393        41.2811       0.700425        39.9479                 NaN
  1165.41        500.000                 NaN            NaN   2.10373                 NaN            NaN   8.71907                 NaN   7.23266        41.2851       0.701950        39.9575                 NaN
  1162.91        500.000                 NaN            NaN   2.13782                 NaN            NaN   8.67089       0.358142E-005   7.23127        41.2893       0.703530        39.9671                 NaN
  1160.40        500.000                 NaN            NaN   2.17125                 NaN            NaN   8.62374       0.353018E-005   7.22992        41.2934       0.705069        39.9766                 NaN
  1157.89        500.000                 NaN            NaN   2.20430                 NaN            NaN   8.57712       0.347896E-005   7.22855        41.2975       0.706599        39.9860                 NaN
  1155.39        500.000                 NaN            NaN   2.23692                 NaN            NaN   8.53110       0.343999E-005   7.22718        41.3014       0.708116        39.9952                 NaN
  1152.88        500.000                 NaN            NaN   2.26911                 NaN            NaN   8.48570       0.343769E-005   7.22581        41.3054       0.709618        40.0044                 NaN
  1150.38        500.000                 NaN            NaN   2.30065                 NaN            NaN   8.44130       0.343542E-005   7.22448        41.3091       0.711077        40.0134                 NaN
  1147.87        500.000                 NaN            NaN   2.33196                 NaN            NaN   8.39714       0.343327E-005   7.22311        41.3130       0.712549        40.0223                 NaN
  1145.36        500.000                 NaN            NaN   2.36303                 NaN            NaN   8.35326       0.343123E-005   7.22170        41.3168       0.714033        40.0311                 NaN
  1142.86        500.000                 NaN            NaN   2.39320                 NaN            NaN   8.31081       0.342857E-005   7.22039        41.3204       0.715440        40.0398                 NaN
  1140.35        500.000                 NaN            NaN   2.42330                 NaN            NaN   8.26830       0.343896E-005   7.21900        41.3241       0.716884        40.0484                 NaN
  1137.84        500.000                 NaN            NaN   2.45254                 NaN            NaN   8.22719       0.343845E-005   7.21772        41.3275       0.718252        40.0567                 NaN
  1135.34        500.000                 NaN            NaN   2.48169                 NaN            NaN   8.18607       0.343929E-005   7.21636        41.3311       0.719654        40.0651                 NaN
  1132.83        500.000                 NaN            NaN   2.50998                 NaN            NaN   8.14631       0.340796E-005   7.21512        41.3344       0.720980        40.0732                 NaN
  1130.33        500.000                 NaN            NaN   2.53799                 NaN            NaN   8.10691       0.340935E-005   7.21384        41.3377       0.722310        40.0813                 NaN
  1127.82        500.000                 NaN            NaN   2.56568                 NaN            NaN   8.06788       0.343042E-005   7.21255        41.3410       0.723644        40.0893                 NaN
  1125.31        500.000                 NaN            NaN   2.59273                 NaN            NaN   8.02986       0.342844E-005   7.21132        41.3441       0.724928        40.0971                 NaN
  1122.81        500.000                 NaN            NaN   2.61932                 NaN            NaN   7.99251       0.342751E-005   7.21012        41.3471       0.726189        40.1048                 NaN
  1120.30        500.000                 NaN            NaN   2.64543                 NaN            NaN   7.95584       0.340618E-005   7.20895        41.3500       0.727426        40.1123                 NaN
  1117.79        500.000                 NaN            NaN   2.67109                 NaN            NaN   7.91984       0.340476E-005   7.20780        41.3529       0.728639        40.1198                 NaN
  1115.29        500.000                 NaN            NaN   2.69629                 NaN            NaN   7.88448       0.188178E-004   7.20669        41.3556       0.729829        40.1271                 NaN
  1112.78        500.000                 NaN            NaN   2.72092                 NaN            NaN   7.85006       0.119444E-004   7.20564        41.3581       0.730971        40.1343                 NaN
  1110.28        500.000                 NaN            NaN   2.74525                 NaN            NaN   7.81600       0.171346E-004   7.20458        41.3607       0.732113        40.1414                 NaN
  1107.77        500.000                 NaN            NaN   2.76925                 NaN            NaN   7.78234       0.163488E-004   7.20351        41.3632       0.733254        40.1484                 NaN
  1105.26        500.000                 NaN            NaN   2.79271                 NaN            NaN   7.74954       0.204798E-004   7.20251        41.3656       0.734348        40.1553                 NaN
  1102.76        500.000                 NaN            NaN   2.81576                 NaN            NaN   7.71737       0.179756E-004   7.20154        41.3679       0.735418        40.1620                 NaN
  1100.25        500.000                 NaN            NaN   2.77531                 NaN            NaN   7.76749       0.177586E-005   7.20060        41.3700       0.736466        40.1501                 NaN
  1097.74        500.000                 NaN            NaN   2.86061                 NaN            NaN   7.65479       0.463679E-004   7.19970        41.3721       0.737490        40.1752                 NaN
  1095.24        500.000                 NaN            NaN   2.88245                 NaN            NaN   7.62436       0.697136E-004   7.19882        41.3741       0.738491        40.1817                 NaN
  1092.73        500.000                 NaN            NaN   2.90380                 NaN            NaN   7.59473       0.653957E-004   7.19802        41.3759       0.739449        40.1880                 NaN
  1090.23        500.000                 NaN            NaN   2.92498                 NaN            NaN   7.56530                 NaN   7.19717        41.3778       0.740425        40.1943                 NaN
  1087.72        500.000                 NaN            NaN   2.94568                 NaN            NaN   7.53657                 NaN   7.19639        41.3795       0.741359        40.2005                 NaN
  1085.21        500.000                 NaN            NaN   2.96601                 NaN            NaN   7.50838                 NaN   7.19565        41.3811       0.742270        40.2066                 NaN
  1082.71        500.000                 NaN            NaN   2.98600                 NaN            NaN   7.48071                 NaN   7.19493        41.3827       0.743159        40.2125                 NaN
  1080.20        500.000                 NaN            NaN   2.94436                 NaN            NaN   7.53289                 NaN   7.19425        41.3841       0.744027        40.2004                 NaN
  1077.69        500.000                 NaN            NaN   3.02493                 NaN            NaN   7.42690                 NaN   7.19360        41.3855       0.744874        40.2242                 NaN
  1075.19        500.000                 NaN            NaN   2.98304                 NaN            NaN   7.47955                 NaN   7.19299        41.3867       0.745699        40.2120                 NaN
  1072.68        500.000                 NaN            NaN   3.00188                 NaN            NaN   7.45361                 NaN   7.19240        41.3879       0.746504        40.2177                 NaN
  1070.18        500.000                 NaN            NaN   3.02041                 NaN            NaN   7.42814                 NaN   7.19185        41.3890       0.747289        40.2233                 NaN
  1067.67        500.000                 NaN            NaN   3.03862                 NaN            NaN   7.40315                 NaN   7.19133        41.3900       0.748053        40.2289                 NaN
  1065.16        500.000                 NaN            NaN   3.05653                 NaN            NaN   7.37861                 NaN   7.19084        41.3909       0.748797        40.2343                 NaN
  1062.66        500.000                 NaN            NaN   3.07414                 NaN            NaN   7.35451                 NaN   7.19038        41.3917       0.749522        40.2397                 NaN
  1060.15        500.000                 NaN            NaN   3.09142                 NaN            NaN   7.33098                 NaN   7.18995        41.3924       0.750210        40.2450                 NaN
  1057.64        500.000                 NaN            NaN   3.10849                 NaN            NaN   7.30762                 NaN   7.18955        41.3932       0.750914        40.2503                 NaN
  1055.14        500.000                 NaN            NaN   3.12525                 NaN            NaN   7.28481                 NaN   7.18919        41.3937       0.751581        40.2554                 NaN
  1052.63        500.000                 NaN            NaN   3.12520                 NaN            NaN   7.29097                 NaN   7.19118        41.3869       0.749770        40.2560                 NaN
  1050.13        500.000                 NaN            NaN   3.14414                 NaN            NaN   7.26704                 NaN   7.19630        41.3824       0.747881        40.2622                 NaN
  1047.62        500.000                 NaN            NaN   3.17392                 NaN            NaN   7.21878                 NaN   7.18828        41.3950       0.753473        40.2706                 NaN
  1045.11        500.000                 NaN            NaN   3.18963                 NaN            NaN   7.19754                 NaN   7.18803        41.3953       0.754068        40.2755                 NaN
  1042.61        500.000                 NaN            NaN   3.20509                 NaN            NaN   7.17669                 NaN   7.18782        41.3954       0.754645        40.2803                 NaN
  1040.10        500.000                 NaN            NaN   3.22030                 NaN            NaN   7.15620                 NaN   7.18764        41.3955       0.755204        40.2851                 NaN
  1037.59        500.000                 NaN            NaN   3.27044                 NaN            NaN   7.09169                 NaN   7.18584        41.3959       0.755942        40.3002                 NaN
  1035.09        500.000                 NaN            NaN   3.25004                 NaN            NaN   7.11628                 NaN   7.18736        41.3955       0.756273        40.2945                 NaN
  1032.58        500.000                 NaN            NaN   3.32249                 NaN            NaN   7.02185                 NaN   7.18727        41.3954       0.756781        40.3162                 NaN
  1030.08        500.000                 NaN            NaN   3.27884                 NaN            NaN   7.07785                 NaN   7.18723        41.3951       0.757260        40.3037                 NaN
  1027.57        500.000                 NaN            NaN   4.44370                 NaN            NaN  0.186923                 NaN   6.64125        43.0194       0.983939        40.3511        4.37361     
  1025.06        500.000                 NaN            NaN   3.33871                 NaN            NaN   6.98114                 NaN   7.17813        41.4191       0.763582        40.3194                 NaN
  1022.56        500.000                 NaN            NaN   3.35075                 NaN            NaN   6.97214                 NaN   7.17958        41.4098       0.763005        40.3248                 NaN
  1020.05        500.000                 NaN            NaN   3.33399                 NaN            NaN   7.00460                 NaN   7.18724        41.3936       0.759081        40.3215                 NaN
  1017.54        500.000                 NaN            NaN   3.34727                 NaN            NaN   6.98709                 NaN   7.18733        41.3930       0.759493        40.3258                 NaN
  1015.04        500.000                 NaN            NaN   3.36035                 NaN            NaN   6.96988                 NaN   7.18743        41.3924       0.759891        40.3301                 NaN
  1012.53        500.000                 NaN            NaN   3.37324                 NaN            NaN   6.95297                 NaN   7.18758        41.3916       0.760271        40.3343                 NaN
  1010.03        500.000                 NaN            NaN   3.38595                 NaN            NaN   6.93634                 NaN   7.18774        41.3908       0.760637        40.3385                 NaN
  1007.52        500.000                 NaN            NaN   3.39848                 NaN            NaN   6.91999                 NaN   7.18794        41.3899       0.760989        40.3427                 NaN
  1005.01        500.000                 NaN            NaN   3.41083                 NaN            NaN   6.90393                 NaN   7.18817        41.3890       0.761325        40.3468                 NaN
  1002.51        500.000                 NaN            NaN   3.42301                 NaN            NaN   6.88813                 NaN   7.18842        41.3880       0.761646        40.3508                 NaN
  1000.00        500.000                 NaN            NaN   3.48192                 NaN            NaN   6.79321                 NaN   7.17669        41.4148       0.768047        40.3653                 NaN
