|6.6.6
Archiving\03_Data\fracLP/QFM_m3/WD94/WD94_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1466.17        500.000        99.2413                 NaN            NaN            NaN            NaN  0.758720                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.2467                 NaN            NaN            NaN            NaN  0.753309                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.2510                 NaN            NaN            NaN            NaN  0.748976                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.2541                 NaN            NaN            NaN            NaN  0.745907                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.2590                 NaN            NaN            NaN            NaN  0.741024                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.2616                 NaN            NaN            NaN            NaN  0.738399                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.2669                 NaN            NaN            NaN            NaN  0.733111                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.2689                 NaN            NaN            NaN            NaN  0.731093                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.2701                 NaN            NaN            NaN            NaN  0.729887                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.2718                 NaN            NaN            NaN            NaN  0.728214                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.2726                 NaN            NaN            NaN            NaN  0.727352                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.2728                 NaN            NaN            NaN            NaN  0.727190                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.2715                 NaN            NaN            NaN            NaN  0.728517                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        99.2703                 NaN            NaN            NaN            NaN  0.729725                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        99.2626                 NaN            NaN            NaN            NaN  0.737361                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        99.2599                 NaN            NaN            NaN            NaN  0.740113                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        99.2529                 NaN            NaN            NaN            NaN  0.747118                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        99.2429                 NaN            NaN            NaN            NaN  0.757067                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        99.2003                 NaN            NaN            NaN            NaN  0.551750E-001  0.744480                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.9135                 NaN            NaN            NaN            NaN  0.294844       0.791638                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        98.9297                 NaN            NaN            NaN            NaN  0.290238       0.780083                 NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.9450                 NaN            NaN            NaN            NaN  0.767299       0.287658                 NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.9585                 NaN            NaN            NaN            NaN  0.757984       0.283467                 NaN            NaN            NaN            NaN            NaN
  1408.52        500.000        98.9720                 NaN            NaN            NaN            NaN  0.279350       0.748659                 NaN            NaN            NaN            NaN            NaN
  1406.02        500.000        98.9873                 NaN            NaN            NaN            NaN  0.275612       0.737079                 NaN            NaN            NaN            NaN            NaN
  1403.51        500.000        97.6167                 NaN            NaN            NaN            NaN  0.889753       0.788171       0.705338                 NaN            NaN            NaN            NaN
  1401.00        500.000        97.1957                 NaN            NaN            NaN            NaN  0.785857        1.08237       0.936049                 NaN            NaN            NaN            NaN
  1398.50        500.000        97.2795                 NaN            NaN            NaN            NaN   1.05004       0.762177       0.908234                 NaN            NaN            NaN            NaN
  1395.99        500.000        97.3605                 NaN            NaN            NaN            NaN  0.738986        1.01910       0.881381                 NaN            NaN            NaN            NaN
  1393.48        500.000        97.4374                 NaN            NaN            NaN            NaN  0.989608       0.717317       0.855652                 NaN            NaN            NaN            NaN
  1390.98        500.000        97.5111                 NaN            NaN            NaN            NaN  0.696032       0.961791       0.831084                 NaN            NaN            NaN            NaN
  1388.47        500.000        97.5826                 NaN            NaN            NaN            NaN  0.934741       0.675380       0.807267                 NaN            NaN            NaN            NaN
  1385.96        500.000        97.6466                 NaN            NaN            NaN            NaN  0.910185       0.657613       0.785651                 NaN            NaN            NaN            NaN
  1383.46        500.000        97.7106                 NaN            NaN            NaN            NaN  0.888160       0.637115       0.764143                 NaN            NaN            NaN            NaN
  1380.95        500.000        97.7703                 NaN            NaN            NaN            NaN  0.864282       0.621604       0.743802                 NaN            NaN            NaN            NaN
  1378.45        500.000        97.8313                 NaN            NaN            NaN            NaN  0.841816       0.603521       0.723352                 NaN            NaN            NaN            NaN
  1375.94        500.000        97.8862                 NaN            NaN            NaN            NaN  0.820723       0.588353       0.704716                 NaN            NaN            NaN            NaN
  1373.43        500.000        97.9402                 NaN            NaN            NaN            NaN  0.801737       0.571597       0.686418                 NaN            NaN            NaN            NaN
  1370.93        500.000        97.9927                 NaN            NaN            NaN            NaN  0.782738       0.555984       0.668627                 NaN            NaN            NaN            NaN
  1368.42        500.000        98.0398                 NaN            NaN            NaN            NaN  0.541483       0.766237       0.652470                 NaN            NaN            NaN            NaN
  1365.91        500.000        98.0825                 NaN            NaN            NaN            NaN  0.750731       0.529154       0.637643                 NaN            NaN            NaN            NaN
  1363.41        500.000        98.1250                 NaN            NaN            NaN            NaN  0.516678       0.735952       0.622361                 NaN            NaN            NaN            NaN
  1360.90        500.000        98.1787                 NaN  0.773606E-005            NaN            NaN  0.499700       0.716965       0.604619                 NaN            NaN            NaN            NaN
  1358.40        500.000        98.2164                 NaN            NaN            NaN            NaN  0.489416       0.702528       0.591641                 NaN            NaN            NaN            NaN
  1355.89        500.000        98.2588                 NaN  0.736058E-006            NaN            NaN  0.475171       0.688989       0.577036                 NaN            NaN            NaN            NaN
  1353.38        500.000        98.2960                 NaN  0.150985E-005            NaN            NaN  0.464068       0.675768       0.564159                 NaN            NaN            NaN            NaN
  1350.88        500.000        98.3475                 NaN  0.106968                 NaN            NaN  0.422794       0.557567       0.565180                 NaN            NaN            NaN            NaN
  1348.37        500.000        98.4061                 NaN  0.297517                 NaN            NaN  0.717715                 NaN  0.578669                 NaN            NaN            NaN            NaN
  1345.86        500.000        98.4425                 NaN  0.294876                 NaN            NaN  0.697154                 NaN  0.565488                 NaN            NaN            NaN            NaN
  1343.36        500.000        98.4824                 NaN  0.283027                 NaN            NaN  0.662034E-003  0.684121       0.549754                 NaN            NaN            NaN            NaN
  1340.85        500.000        98.5086                 NaN  0.285734                 NaN            NaN  0.661864                 NaN  0.543754                 NaN            NaN            NaN            NaN
  1338.35        500.000        98.5660                 NaN  0.267319                 NaN            NaN  0.650975                 NaN  0.515695                 NaN            NaN            NaN            NaN
  1335.84        500.000        98.5863                 NaN  0.268195                 NaN            NaN  0.634605                 NaN  0.510929                 NaN            NaN            NaN            NaN
  1333.33        500.000        98.6208                 NaN  0.263247                 NaN            NaN  0.617947                 NaN  0.497976                 NaN            NaN            NaN            NaN
  1330.83        500.000        98.6512                 NaN  0.256931                 NaN            NaN  0.605798                 NaN  0.486092                 NaN            NaN            NaN            NaN
  1328.32        500.000        98.6851                 NaN  0.252297                 NaN            NaN  0.589015                 NaN  0.473555                 NaN            NaN            NaN            NaN
  1325.81        500.000        98.7150                 NaN  0.245403                 NaN            NaN  0.577763                 NaN  0.461822                 NaN            NaN            NaN            NaN
  1323.31        500.000        98.7453                 NaN  0.241438                 NaN            NaN  0.562833                 NaN  0.450425                 NaN            NaN            NaN            NaN
  1320.80        500.000        98.7738                 NaN  0.237459                 NaN            NaN  0.549178                 NaN  0.439551                 NaN            NaN            NaN            NaN
  1318.30        500.000        98.8022                 NaN  0.230505                 NaN            NaN  0.538795                 NaN  0.428534                 NaN            NaN            NaN            NaN
  1315.79        500.000        98.8621                 NaN  0.303231                 NaN            NaN  0.378405                 NaN  0.456304                 NaN            NaN            NaN            NaN
  1313.28        500.000        98.8317                 NaN  0.150191                 NaN            NaN  0.650512                 NaN  0.367590                 NaN            NaN            NaN            NaN
  1310.78        500.000        98.8826                 NaN  0.219116                 NaN            NaN  0.500503                 NaN  0.397792                 NaN            NaN            NaN            NaN
  1308.27        500.000        98.9092                 NaN  0.208939                 NaN            NaN  0.495229                 NaN  0.386679                 NaN            NaN            NaN            NaN
  1305.76        500.000        98.9322                 NaN  0.204771                 NaN            NaN  0.485213                 NaN  0.377775                 NaN            NaN            NaN            NaN
  1303.26        500.000        98.9567                 NaN  0.200259                 NaN            NaN  0.474718                 NaN  0.368326                 NaN            NaN            NaN            NaN
  1300.75        500.000        98.9794                 NaN  0.194890                 NaN            NaN  0.466396                 NaN  0.359346                 NaN            NaN            NaN            NaN
  1298.25        500.000        99.0027                 NaN  0.190382                 NaN            NaN  0.456387                 NaN  0.350507                 NaN            NaN            NaN            NaN
  1295.74        500.000        99.0249                 NaN  0.184161                 NaN            NaN  0.449794                 NaN  0.341181                 NaN            NaN            NaN            NaN
  1293.23        500.000        99.0466                 NaN  0.179758                 NaN            NaN  0.440713                 NaN  0.332941                 NaN            NaN            NaN            NaN
  1290.73        500.000        99.0677                 NaN  0.174930                 NaN            NaN  0.432632                 NaN  0.324758                 NaN            NaN            NaN            NaN
  1288.22        500.000        99.0882                 NaN  0.171077                 NaN            NaN  0.423939                 NaN  0.316739                 NaN            NaN            NaN            NaN
  1285.71        500.000        99.1084                 NaN  0.165880                 NaN            NaN  0.417075                 NaN  0.308672                 NaN            NaN            NaN            NaN
  1283.21        500.000        99.1272                 NaN  0.161282                 NaN            NaN  0.410254                 NaN  0.301242                 NaN            NaN            NaN            NaN
  1280.70        500.000        99.1468                 NaN  0.156442                 NaN            NaN  0.403165                 NaN  0.293639                 NaN            NaN            NaN            NaN
  1278.20        500.000        99.1656                 NaN  0.151702                 NaN            NaN  0.396386                 NaN  0.286291                 NaN            NaN            NaN            NaN
  1275.69        500.000        99.1828                 NaN  0.147803                 NaN            NaN  0.389952                 NaN  0.279432                 NaN            NaN            NaN            NaN
  1273.18        500.000        95.6025                 NaN  0.268308                 NaN            NaN  0.971578                 NaN  0.646477        2.51112                 NaN            NaN            NaN
  1270.68        500.000        92.6484                 NaN  0.304704                 NaN            NaN   1.52458                 NaN  0.944551        4.57778                 NaN            NaN            NaN
  1268.17        500.000        92.8948                 NaN  0.452165E-001            NaN            NaN  0.978085       0.824325       0.916166        4.34144                 NaN            NaN            NaN
  1265.66        500.000        93.3453                 NaN  0.422156E-005            NaN            NaN   1.41179       0.340654       0.868975        4.03327                 NaN            NaN            NaN
  1263.16        500.000        93.8503                 NaN            NaN            NaN            NaN   1.62782                 NaN  0.807137        3.71473                 NaN            NaN            NaN
  1260.65        500.000        94.3090                 NaN  0.378796E-005            NaN            NaN   1.51317                 NaN  0.748959        3.42886                 NaN            NaN            NaN
  1258.15        500.000        94.6929                 NaN            NaN            NaN            NaN   1.41733                 NaN  0.700837        3.18896                 NaN            NaN            NaN
  1255.64        500.000        95.0385                 NaN            NaN            NaN            NaN   1.33022                 NaN  0.656613        2.97466                 NaN            NaN            NaN
  1253.13        500.000        95.3407                 NaN            NaN            NaN            NaN   1.25459                 NaN  0.617900        2.78677                 NaN            NaN            NaN
  1250.63        500.000        95.6140                 NaN  0.101079E-004            NaN            NaN   1.18578                 NaN  0.582152        2.61808                 NaN            NaN            NaN
  1248.12        500.000        95.8606                 NaN            NaN            NaN            NaN   1.12315                 NaN  0.550229        2.46604                 NaN            NaN            NaN
  1245.61        500.000        96.0818                 NaN            NaN            NaN            NaN   1.06744                 NaN  0.520491        2.33029                 NaN            NaN            NaN
  1243.11        500.000        96.2850                 NaN            NaN            NaN            NaN   1.01551                 NaN  0.493464        2.20602                 NaN            NaN            NaN
  1240.60        500.000        96.4702                 NaN            NaN            NaN            NaN  0.967747                 NaN  0.468792        2.09328                 NaN            NaN            NaN
  1238.10        500.000        96.6362                 NaN            NaN            NaN            NaN  0.926203                 NaN  0.446376        1.99123                 NaN            NaN            NaN
  1235.59        500.000        96.7901                 NaN            NaN            NaN            NaN  0.887214                 NaN  0.425009        1.89771                 NaN            NaN            NaN
  1233.08        500.000        96.9307                 NaN            NaN            NaN            NaN  0.852061                 NaN  0.405463        1.81178                 NaN            NaN            NaN
  1230.58        500.000        96.9438                 NaN            NaN            NaN            NaN  0.815553                 NaN  0.402621        1.81781       0.202298E-001            NaN            NaN
  1228.07        500.000        96.9126                 NaN            NaN            NaN            NaN  0.792741                 NaN  0.403612        1.84783       0.431658E-001            NaN            NaN
  1225.56        500.000        97.0753                 NaN            NaN            NaN            NaN  0.750260                 NaN  0.379287        1.75515       0.400162E-001            NaN            NaN
  1223.06        500.000        97.2137                 NaN            NaN            NaN            NaN  0.716985                 NaN  0.358512        1.67373       0.370284E-001            NaN            NaN
  1220.55        500.000        97.3511                 NaN            NaN            NaN            NaN  0.681768                 NaN  0.337109        1.59547       0.345509E-001            NaN            NaN
  1218.05        500.000        97.4821                 NaN            NaN            NaN            NaN  0.647414                 NaN  0.317245        1.52118       0.320948E-001            NaN            NaN
  1215.54        500.000        97.5991                 NaN            NaN            NaN            NaN  0.617816                 NaN  0.300495        1.45303       0.295586E-001            NaN            NaN
  1213.03        500.000        97.7111                 NaN            NaN            NaN            NaN  0.588758                 NaN  0.284753        1.38822       0.271657E-001            NaN            NaN
  1210.53        500.000        79.4139                 NaN            NaN            NaN            NaN   2.41325                 NaN   1.71761        8.19454       0.913957E-001   8.16926                 NaN
  1208.02        500.000        78.1678                 NaN            NaN            NaN            NaN   2.55337                 NaN   1.80584        8.58209       0.890262E-001   8.80192                 NaN
  1205.51        500.000        80.1666                 NaN            NaN            NaN            NaN   2.33830                 NaN   1.64186        7.78493       0.760843E-001   7.99222                 NaN
  1203.01        500.000        81.8894                 NaN            NaN            NaN            NaN   2.13233                 NaN   1.49688        7.11647       0.660949E-001   7.29880                 NaN
  1200.50        500.000        74.8554                 NaN            NaN            NaN            NaN   2.79854                 NaN   2.08753        10.0921       0.891929E-001   10.0773                 NaN
  1197.99        500.000        87.1510                 NaN            NaN            NaN            NaN   1.34721       0.193189        1.03126        5.09361       0.439974E-001   5.13973                 NaN
  1195.49        500.000        66.4098                 NaN  0.434076                 NaN            NaN   2.68957                 NaN   2.61356        12.8632       0.133373        14.8564                 NaN
  1192.98        500.000        98.2252                 NaN            NaN            NaN            NaN  0.406087                 NaN  0.184626E-001   1.28495                 NaN  0.653403E-001            NaN
  1190.48        500.000        90.2877                 NaN  0.552442E-001            NaN            NaN   1.05685       0.629986E-003  0.720737        4.52626       0.446895E-001   3.30793                 NaN
  1187.97        500.000                 NaN            NaN   1.09937                 NaN            NaN   6.78800       0.276169E-005   7.00744        43.3742       0.387879        41.3431                 NaN
  1185.46        500.000                 NaN            NaN   1.12154                 NaN            NaN   6.75227       0.273314E-005   7.00628        43.3765       0.388723        41.3547                 NaN
  1182.96        500.000                 NaN            NaN   1.14358                 NaN            NaN   6.71673       0.270440E-005   7.00506        43.3788       0.389573        41.3662                 NaN
  1180.45        500.000                 NaN            NaN   1.16538                 NaN            NaN   6.68171       0.267474E-005   7.00385        43.3810       0.390407        41.3776                 NaN
  1177.94        500.000                 NaN            NaN   1.18743                 NaN            NaN   6.64599       0.264526E-005   7.00248        43.3836       0.391285        41.3892                 NaN
  1175.44        500.000                 NaN            NaN   1.20914                 NaN            NaN   6.61095       0.261513E-005   7.00113        43.3860       0.392144        41.4006                 NaN
  1172.93        500.000                 NaN            NaN   1.23050                 NaN            NaN   6.57659       0.258438E-005   6.99980        43.3883       0.392983        41.4118                 NaN
  1170.43        500.000                 NaN            NaN   1.25204                 NaN            NaN   6.54167                 NaN   6.99833        43.3909       0.393862        41.4232                 NaN
  1167.92        500.000                 NaN            NaN   1.27321                 NaN            NaN   6.50746                 NaN   6.99689        43.3934       0.394719        41.4344                 NaN
  1165.41        500.000                 NaN            NaN   1.29398                 NaN            NaN   6.47401                 NaN   6.99548        43.3956       0.395555        41.4454                 NaN
  1162.91        500.000                 NaN            NaN   1.31487                 NaN            NaN   6.44011       0.260495E-005   6.99396        43.3982       0.396422        41.4565                 NaN
  1160.40        500.000                 NaN            NaN   1.33534                 NaN            NaN   6.40701       0.256830E-005   6.99247        43.4006       0.397266        41.4674                 NaN
  1157.89        500.000                 NaN            NaN   1.35558                 NaN            NaN   6.37429       0.253165E-005   6.99097        43.4029       0.398105        41.4782                 NaN
  1155.39        500.000                 NaN            NaN   1.37555                 NaN            NaN   6.34199       0.250390E-005   6.98947        43.4052       0.398937        41.4888                 NaN
  1152.88        500.000                 NaN            NaN   1.39525                 NaN            NaN   6.31013       0.250284E-005   6.98797        43.4075       0.399761        41.4994                 NaN
  1150.38        500.000                 NaN            NaN   1.41455                 NaN            NaN   6.27904       0.250181E-005   6.98651        43.4095       0.400559        41.5098                 NaN
  1147.87        500.000                 NaN            NaN   1.43371                 NaN            NaN   6.24806       0.250087E-005   6.98501        43.4117       0.401366        41.5202                 NaN
  1145.36        500.000                 NaN            NaN   1.45272                 NaN            NaN   6.21722       0.250001E-005   6.98348        43.4139       0.402178        41.5305                 NaN
  1142.86        500.000                 NaN            NaN   1.47117                 NaN            NaN   6.18751       0.249870E-005   6.98204        43.4158       0.402948        41.5406                 NaN
  1140.35        500.000                 NaN            NaN   1.48958                 NaN            NaN   6.15764       0.250691E-005   6.98053        43.4179       0.403739        41.5506                 NaN
  1137.84        500.000                 NaN            NaN   1.50746                 NaN            NaN   6.12887       0.250718E-005   6.97913        43.4196       0.404486        41.5604                 NaN
  1135.34        500.000                 NaN            NaN   1.52528                 NaN            NaN   6.09999       0.250844E-005   6.97765        43.4216       0.405253        41.5703                 NaN
  1132.83        500.000                 NaN            NaN   1.54257                 NaN            NaN   6.07219       0.248626E-005   6.97629        43.4231       0.405977        41.5798                 NaN
  1130.33        500.000                 NaN            NaN   1.55968                 NaN            NaN   6.04458       0.248792E-005   6.97490        43.4248       0.406703        41.5894                 NaN
  1127.82        500.000                 NaN            NaN   1.57660                 NaN            NaN   6.01718       0.250395E-005   6.97349        43.4265       0.407432        41.5988                 NaN
  1125.31        500.000                 NaN            NaN   1.59312                 NaN            NaN   5.99055       0.250318E-005   6.97214        43.4280       0.408133        41.6081                 NaN
  1122.81        500.000                 NaN            NaN   1.60936                 NaN            NaN   5.96440       0.250318E-005   6.97083        43.4293       0.408820        41.6172                 NaN
  1120.30        500.000                 NaN            NaN   1.62530                 NaN            NaN   5.93874       0.248834E-005   6.96954        43.4306       0.409494        41.6263                 NaN
  1117.79        500.000                 NaN            NaN   1.64097                 NaN            NaN   5.91355       0.248802E-005   6.96828        43.4319       0.410155        41.6352                 NaN
  1115.29        500.000                 NaN            NaN   1.65635                 NaN            NaN   5.88882       0.137705E-004   6.96704        43.4330       0.410802        41.6440                 NaN
  1112.78        500.000                 NaN            NaN   1.67137                 NaN            NaN   5.86480       0.874302E-005   6.96588        43.4339       0.411423        41.6527                 NaN
  1110.28        500.000                 NaN            NaN   1.68621                 NaN            NaN   5.84099       0.125490E-004   6.96470        43.4348       0.412043        41.6612                 NaN
  1107.77        500.000                 NaN            NaN   1.70085                 NaN            NaN   5.81741       0.119789E-004   6.96352        43.4358       0.412663        41.6698                 NaN
  1105.26        500.000                 NaN            NaN   1.71515                 NaN            NaN   5.79450       0.150148E-004   6.96241        43.4365       0.413257        41.6781                 NaN
  1102.76        500.000                 NaN            NaN   1.72920                 NaN            NaN   5.77204       0.131865E-004   6.96133        43.4372       0.413838        41.6864                 NaN
  1100.25        500.000                 NaN            NaN   1.70430                 NaN            NaN   5.80587       0.130340E-005   6.96044        43.4388       0.414415        41.6762                 NaN
  1097.74        500.000                 NaN            NaN   1.75653                 NaN            NaN   5.72836       0.341301E-004   6.95927        43.4383       0.414959        41.7026                 NaN
  1095.24        500.000                 NaN            NaN   1.76984                 NaN            NaN   5.70714       0.516644E-004   6.95828        43.4386       0.415501        41.7105                 NaN
  1092.73        500.000                 NaN            NaN   1.78284                 NaN            NaN   5.68654       0.485594E-004   6.95736        43.4388       0.416018        41.7184                 NaN
  1090.23        500.000                 NaN            NaN   1.79573                 NaN            NaN   5.66599                 NaN   6.95641        43.4392       0.416546        41.7262                 NaN
  1087.72        500.000                 NaN            NaN   1.80833                 NaN            NaN   5.64598                 NaN   6.95552        43.4393       0.417049        41.7338                 NaN
  1085.21        500.000                 NaN            NaN   1.82071                 NaN            NaN   5.62635                 NaN   6.95466        43.4393       0.417540        41.7414                 NaN
  1082.71        500.000                 NaN            NaN   1.83287                 NaN            NaN   5.60710                 NaN   6.95384        43.4393       0.418019        41.7489                 NaN
  1080.20        500.000                 NaN            NaN   1.80724                 NaN            NaN   5.64245                 NaN   6.95321        43.4401       0.418495        41.7385                 NaN
  1077.69        500.000                 NaN            NaN   1.85655                 NaN            NaN   5.56970                 NaN   6.95229        43.4389       0.418941        41.7636                 NaN
  1075.19        500.000                 NaN            NaN   1.83077                 NaN            NaN   5.60538                 NaN   6.95172        43.4396       0.419393        41.7532                 NaN
  1072.68        500.000                 NaN            NaN   1.84222                 NaN            NaN   5.58737                 NaN   6.95102        43.4391       0.419824        41.7604                 NaN
  1070.18        500.000                 NaN            NaN   1.85349                 NaN            NaN   5.56970                 NaN   6.95036        43.4387       0.420244        41.7675                 NaN
  1067.67        500.000                 NaN            NaN   1.86455                 NaN            NaN   5.55237                 NaN   6.94973        43.4381       0.420653        41.7746                 NaN
  1065.16        500.000                 NaN            NaN   1.87543                 NaN            NaN   5.53537                 NaN   6.94913        43.4374       0.421050        41.7816                 NaN
  1062.66        500.000                 NaN            NaN   1.88613                 NaN            NaN   5.51868                 NaN   6.94856        43.4367       0.421437        41.7885                 NaN
  1060.15        500.000                 NaN            NaN   1.89662                 NaN            NaN   5.50245                 NaN   6.94802        43.4358       0.421803        41.7953                 NaN
  1057.64        500.000                 NaN            NaN   1.90698                 NaN            NaN   5.48624                 NaN   6.94751        43.4350       0.422177        41.8021                 NaN
  1055.14        500.000                 NaN            NaN   1.91715                 NaN            NaN   5.47048                 NaN   6.94704        43.4340       0.422531        41.8088                 NaN
  1052.63        500.000                 NaN            NaN   1.91703                 NaN            NaN   5.47579                 NaN   6.94891        43.4256       0.421496        41.8112                 NaN
  1050.13        500.000                 NaN            NaN   1.92854                 NaN            NaN   5.45882                 NaN   6.95374        43.4195       0.420414        41.8190                 NaN
  1047.62        500.000                 NaN            NaN   1.94667                 NaN            NaN   5.42492                 NaN   6.94579        43.4305       0.423532        41.8285                 NaN
  1045.11        500.000                 NaN            NaN   1.95619                 NaN            NaN   5.41030                 NaN   6.94544        43.4292       0.423846        41.8350                 NaN
  1042.61        500.000                 NaN            NaN   1.96556                 NaN            NaN   5.39594                 NaN   6.94512        43.4279       0.424149        41.8414                 NaN
  1040.10        500.000                 NaN            NaN   1.97478                 NaN            NaN   5.38186                 NaN   6.94482        43.4264       0.424443        41.8477                 NaN
  1037.59        500.000                 NaN            NaN   2.00539                 NaN            NaN   5.33789                 NaN   6.94289        43.4247       0.424832        41.8643                 NaN
  1035.09        500.000                 NaN            NaN   1.99279                 NaN            NaN   5.35445                 NaN   6.94432        43.4232       0.425002        41.8602                 NaN
  1032.58        500.000                 NaN            NaN   2.03705                 NaN            NaN   5.28994                 NaN   6.94396        43.4206       0.425258        41.8832                 NaN
  1030.08        500.000                 NaN            NaN   2.01022                 NaN            NaN   5.32815                 NaN   6.94396        43.4197       0.425516        41.8725                 NaN
  1027.57        500.000                 NaN            NaN   2.72145                 NaN            NaN  0.140590                 NaN   6.40981        45.0782       0.552299        41.8803        3.21732     
  1025.06        500.000                 NaN            NaN   2.04665                 NaN            NaN   5.25781                 NaN   6.93481        43.4410       0.429019        41.8907                 NaN
  1022.56        500.000                 NaN            NaN   2.05393                 NaN            NaN   5.25356                 NaN   6.93613        43.4298       0.428676        41.8979                 NaN
  1020.05        500.000                 NaN            NaN   2.04357                 NaN            NaN   5.27807                 NaN   6.94353        43.4119       0.426457        41.8964                 NaN
  1017.54        500.000                 NaN            NaN   2.05159                 NaN            NaN   5.26614                 NaN   6.94350        43.4098       0.426668        41.9023                 NaN
  1015.04        500.000                 NaN            NaN   2.05950                 NaN            NaN   5.25443                 NaN   6.94349        43.4076       0.426871        41.9081                 NaN
  1012.53        500.000                 NaN            NaN   2.06728                 NaN            NaN   5.24294                 NaN   6.94352        43.4053       0.427065        41.9139                 NaN
  1010.03        500.000                 NaN            NaN   2.07495                 NaN            NaN   5.23166                 NaN   6.94357        43.4029       0.427250        41.9197                 NaN
  1007.52        500.000                 NaN            NaN   2.08252                 NaN            NaN   5.22058                 NaN   6.94366        43.4005       0.427427        41.9254                 NaN
  1005.01        500.000                 NaN            NaN   2.08997                 NaN            NaN   5.20971                 NaN   6.94377        43.3979       0.427596        41.9310                 NaN
  1002.51        500.000                 NaN            NaN   2.09731                 NaN            NaN   5.19903                 NaN   6.94391        43.3954       0.427756        41.9366                 NaN
  1000.00        500.000                 NaN            NaN   2.13324                 NaN            NaN   5.12990                 NaN   6.93231        43.4211       0.431321        41.9521                 NaN
