|6.6.6
Archiving\03_Data\eqLP/QFM_m2/Y98/Y98_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        500.000        99.0128       0.963542       0.236500E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.0128       0.963541       0.236499E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.0128       0.963540       0.236499E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.0128       0.963539       0.236499E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.0128       0.963538       0.236499E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.0128       0.963537       0.236499E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.0128       0.963536       0.236498E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.0128       0.963535       0.236498E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.0128       0.963534       0.236498E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.0128       0.963533       0.236498E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.0128       0.963532       0.236497E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.0128       0.963531       0.236497E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.0128       0.963530       0.236497E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.0128       0.963529       0.236497E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.0128       0.963528       0.236496E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.0128       0.963527       0.236496E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.0128       0.963526       0.236496E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.0128       0.963525       0.236495E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.0128       0.963524       0.236495E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.0128       0.963522       0.236495E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.0128       0.963521       0.236495E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.0128       0.963520       0.236494E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.0128       0.963519       0.236494E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.0128       0.963518       0.236494E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.0128       0.963516       0.236493E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.0128       0.963515       0.236493E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.0128       0.963514       0.236493E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.0128       0.963513       0.236492E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.0128       0.963511       0.236492E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.0128       0.963510       0.236492E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.0128       0.963509       0.236492E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.0128       0.963507       0.236491E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.0128       0.963506       0.236491E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.0128       0.963505       0.236491E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.0128       0.963503       0.236490E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        99.0128       0.963502       0.236490E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        99.0129       0.963500       0.236489E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        99.0129       0.963499       0.236489E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        99.0129       0.963498       0.236489E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        99.0129       0.963496       0.236488E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        99.0129       0.963495       0.236488E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        99.0129       0.963493       0.236488E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        99.0129       0.963492       0.236487E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        99.0129       0.963490       0.236487E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        99.0129       0.963489       0.236487E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        99.0129       0.963487       0.236486E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        99.0129       0.963485       0.236486E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        99.0129       0.963484       0.236485E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        99.0129       0.963482       0.236485E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        99.0129       0.963481       0.236485E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        99.0129       0.963479       0.236484E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        99.0129       0.963477       0.236484E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        99.0129       0.963476       0.236483E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        99.0129       0.963474       0.236483E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        99.0129       0.963472       0.236483E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        99.0129       0.963470       0.236482E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        99.0129       0.963469       0.236482E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        99.0129       0.963467       0.236481E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        99.0129       0.963465       0.236481E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        99.0129       0.963463       0.236480E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        99.0129       0.963461       0.236480E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        99.0129       0.963460       0.236479E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        99.0129       0.963458       0.236479E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        99.0129       0.963456       0.236479E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        99.0129       0.963454       0.236478E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        99.0129       0.963452       0.236478E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        99.0129       0.963450       0.236477E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        99.0129       0.963448       0.236477E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        99.0129       0.963446       0.236476E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        99.0129       0.963444       0.236476E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        99.0129       0.963442       0.236475E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        99.0129       0.963440       0.236475E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        99.0129       0.963438       0.236474E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        99.0129       0.963436       0.236474E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        99.0129       0.963433       0.236473E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        99.0129       0.963431       0.236473E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        99.0129       0.963429       0.236472E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        99.0129       0.963427       0.236471E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        99.0129       0.963425       0.236471E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        99.0129       0.963423       0.236470E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        99.0129       0.963420       0.236470E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        99.0129       0.963418       0.236469E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        99.0129       0.963416       0.236469E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        99.0129       0.963413       0.236468E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        99.0129       0.963411       0.236468E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        99.0129       0.963408       0.236467E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        99.0129       0.963406       0.236466E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        99.0129       0.963404       0.236466E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        99.0130       0.963401       0.236465E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        99.0130       0.963399       0.236465E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        99.0130       0.963396       0.236464E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        99.0130       0.963394       0.236463E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        99.0130       0.963391       0.236463E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        99.0130       0.963388       0.236462E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        99.0130       0.963386       0.236461E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        99.0130       0.963383       0.236461E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        99.0089       0.963380       0.236460E-001  0.410898E-002            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        98.9938       0.963377       0.236459E-001  0.192122E-001            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        98.9787       0.963374       0.236459E-001  0.343153E-001            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        98.9636       0.963371       0.236458E-001  0.494183E-001            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        98.9485       0.963368       0.236457E-001  0.645212E-001            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        98.9334       0.963365       0.236456E-001  0.796240E-001            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        98.9183       0.963362       0.236456E-001  0.947267E-001            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        98.9032       0.963359       0.236455E-001  0.109829                 NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        98.8881       0.963356       0.236454E-001  0.124932                 NaN            NaN            NaN            NaN            NaN
