|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.75/Y98/Y98_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q             
  1245.42        2500.00        98.1571                 NaN  0.555626                 NaN            NaN            NaN            NaN            NaN  0.204843       0.269325E-001   1.05553                 NaN
  1244.20        2500.00        97.2342                 NaN  0.880888                 NaN            NaN            NaN            NaN            NaN  0.343891       0.713460E-001   1.46967                 NaN
  1242.98        2500.00        95.7021                 NaN   1.27062       0.701752E-001            NaN            NaN            NaN            NaN  0.566709       0.976648E-001   2.29269                 NaN
  1241.76        2500.00        99.0548                 NaN  0.147521E-001            NaN            NaN            NaN            NaN            NaN  0.120029       0.458615E-001  0.764509                 NaN
  1240.54        2500.00        98.9065                 NaN  0.618698       0.169594                 NaN            NaN            NaN            NaN  0.185960       0.117141E-001  0.107549                 NaN
  1239.32        2500.00        92.5163                 NaN  0.373834        1.80400                 NaN            NaN            NaN            NaN  0.893946       0.156223        4.25567                 NaN
  1238.10        2500.00        99.7136                 NaN  0.239782                 NaN            NaN            NaN            NaN            NaN  0.391876E-001  0.741750E-002            NaN            NaN
  1236.87        2500.00        99.0963                 NaN  0.146692                 NaN            NaN            NaN            NaN            NaN  0.116751       0.165526E-001  0.623677                 NaN
  1235.65        2500.00        99.0769                 NaN  0.784520E-001  0.232340                 NaN            NaN            NaN            NaN  0.112047       0.220495E-001  0.478192                 NaN
  1234.43        2500.00        97.9861                 NaN  0.749392                 NaN            NaN            NaN            NaN            NaN  0.256615       0.317036E-001  0.976207                 NaN
  1233.21        2500.00        95.3691                 NaN   1.43266                 NaN            NaN            NaN            NaN            NaN  0.586558       0.100811        2.51083                 NaN
  1231.99        2500.00        99.9863                 NaN  0.748125E-002            NaN            NaN            NaN            NaN            NaN  0.178462E-002            NaN  0.447592E-002            NaN
  1230.77        2500.00        99.9860                 NaN  0.113016E-002            NaN            NaN            NaN            NaN            NaN  0.180422E-002  0.742608E-003  0.102769E-001            NaN
  1229.55        2500.00        99.9420                 NaN  0.125049E-002  0.403350E-002            NaN            NaN            NaN            NaN  0.380417E-002  0.103369E-002  0.284175E-001  0.194772E-001
  1228.33        2500.00                 NaN            NaN   16.1584                 NaN            NaN            NaN            NaN            NaN   8.61932        1.06292        43.5354        30.6240     
  1227.11        2500.00                 NaN            NaN   3.34593        12.7675                 NaN            NaN            NaN            NaN   8.60589        1.07701        43.5877        30.6159     
  1225.89        2500.00                 NaN            NaN   3.36423        12.7504                 NaN            NaN            NaN            NaN   8.60929        1.07630        43.5837        30.6160     
  1224.66        2500.00                 NaN            NaN   3.38605        12.7299                 NaN            NaN            NaN            NaN   8.61267        1.07560        43.5797        30.6161     
  1223.44        2500.00                 NaN            NaN   3.40518        12.7121                 NaN            NaN            NaN            NaN   8.61606        1.07488        43.5756        30.6162     
  1222.22        2500.00                 NaN            NaN   3.42375        12.6948                 NaN            NaN            NaN            NaN   8.61946        1.07416        43.5715        30.6163     
  1221.00        2500.00                 NaN            NaN   3.36476        12.7594                 NaN            NaN            NaN            NaN   8.62305        1.07350        43.5609        30.6184     
  1219.78        2500.00                 NaN            NaN   12.4928        3.64645                 NaN            NaN            NaN            NaN   8.61055        1.07263        43.5536        30.6240     
  1218.56        2500.00                 NaN            NaN   12.4763        3.66432                 NaN            NaN            NaN            NaN   8.61383        1.07189        43.5494        30.6242     
  1217.34        2500.00                 NaN            NaN   12.4548        3.68731                 NaN            NaN            NaN            NaN   8.61708        1.07116        43.5453        30.6244     
  1216.12        2500.00                 NaN            NaN   10.9408        5.13231       0.123320E-004            NaN            NaN            NaN   8.55057        1.08711        43.6763        30.6129     
  1214.90        2500.00                 NaN            NaN   13.5846        2.48587       0.186286E-004            NaN            NaN            NaN   8.56185        1.08641        43.6723        30.6089     
  1213.68        2500.00                 NaN            NaN   13.6152        2.45696       0.180147E-004            NaN            NaN            NaN   8.56554        1.08557        43.6676        30.6091     
  1212.45        2500.00                 NaN            NaN   13.6431        2.43035       0.174173E-004            NaN            NaN            NaN   8.56897        1.08489        43.6635        30.6092     
  1211.23        2500.00                 NaN            NaN   13.6738        2.40155       0.171378E-004            NaN            NaN            NaN   8.57286        1.08393        43.6585        30.6093     
  1210.01        2500.00                 NaN            NaN   11.0023        5.07734       0.103414E-004            NaN            NaN            NaN   8.56784        1.08366        43.6552        30.6136     
  1208.79        2500.00                 NaN            NaN   11.0144        5.06667       0.999475E-005            NaN            NaN            NaN   8.57131        1.08295        43.6509        30.6138     
  1207.57        2500.00                 NaN            NaN   11.0265        5.05588       0.966804E-005            NaN            NaN            NaN   8.57474        1.08225        43.6467        30.6139     
  1206.35        2500.00                 NaN            NaN   11.0386        5.04522       0.935569E-005            NaN            NaN            NaN   8.57819        1.08154        43.6424        30.6141     
  1205.13        2500.00                 NaN            NaN   11.0505        5.03466       0.905493E-005            NaN            NaN            NaN   8.58163        1.08083        43.6381        30.6142     
  1203.91        2500.00                 NaN            NaN   11.0627        5.02388       0.876696E-005            NaN            NaN            NaN   8.58509        1.08012        43.6338        30.6144     
  1202.69        2500.00                 NaN            NaN   11.0747        5.01330       0.850295E-005            NaN            NaN            NaN   8.58855        1.07938        43.6295        30.6145     
  1201.47        2500.00                 NaN            NaN   11.0864        5.00297       0.824066E-005            NaN            NaN            NaN   8.59194        1.07868        43.6253        30.6147     
  1200.24        2500.00                 NaN            NaN   10.9826        5.10050       0.325017E-005            NaN            NaN            NaN   8.59340        1.08062        43.6294        30.6135     
  1199.02        2500.00                 NaN            NaN   10.9944        5.09016       0.320638E-005            NaN            NaN            NaN   8.59680        1.07988        43.6250        30.6137     
  1197.80        2500.00                 NaN            NaN   11.0060        5.08022       0.316543E-005            NaN            NaN            NaN   8.60027        1.07909        43.6205        30.6139     
  1196.58        2500.00                 NaN            NaN   5.04313        1.00799        10.1005                 NaN            NaN            NaN   8.68322        1.05717        43.4874        30.6206     
  1195.36        2500.00                 NaN            NaN   5.06256        1.01590        10.0746                 NaN            NaN            NaN   8.68655        1.05639        43.4832        30.6208     
  1194.14        2500.00                 NaN            NaN   1.51505        11.7036        2.75140                 NaN            NaN            NaN   8.57580        1.10588        43.7539        30.5944     
  1192.92        2500.00                 NaN            NaN   1.51490        2.74942        11.7068                 NaN            NaN            NaN   8.57886        1.10525        43.7503        30.5945     
  1191.70        2500.00                 NaN            NaN   11.1680        4.93226       0.302726E-005            NaN            NaN            NaN   8.62541        1.07290        43.5853        30.6162     
  1190.48        2500.00                 NaN            NaN   1.51466        11.7138        2.74484                 NaN            NaN            NaN   8.58497        1.10398        43.7431        30.5946     
  1189.26        2500.00                 NaN            NaN   1.51461        11.7164        2.74337                 NaN            NaN            NaN   8.58794        1.10337        43.7396        30.5947     
  1188.03        2500.00                 NaN            NaN   1.51477        11.7195        2.74108                 NaN            NaN            NaN   8.59109        1.10274        43.7360        30.5948     
  1186.81        2500.00                 NaN            NaN   1.51456        2.73952        11.7225                 NaN            NaN            NaN   8.59415        1.10207        43.7324        30.5949     
  1185.59        2500.00                 NaN            NaN   1.51446        2.73785        11.7254                 NaN            NaN            NaN   8.59713        1.10144        43.7288        30.5949     
  1184.37        2500.00                 NaN            NaN   11.2463        4.86386       0.281193E-005            NaN            NaN            NaN   8.64686        1.06800        43.5575        30.6174     
  1183.15        2500.00                 NaN            NaN   1.51435        2.71314        11.7561                 NaN            NaN            NaN   8.60706        1.09888        43.7147        30.5958     
  1181.93        2500.00                 NaN            NaN   5.29347        1.12262        9.75430       0.765264E-005            NaN            NaN   8.72283        1.04754        43.4365        30.6227     
  1180.71        2500.00                 NaN            NaN   5.31381        1.13332        9.72492       0.756677E-005            NaN            NaN   8.72614        1.04671        43.4321        30.6229     
  1179.49        2500.00                 NaN            NaN   5.33731        1.14694        9.68941       0.747731E-005            NaN            NaN   8.72935        1.04590        43.4279        30.6231     
  1178.27        2500.00                 NaN            NaN   5.35635        1.15664        9.66239       0.739121E-005            NaN            NaN   8.73263        1.04506        43.4236        30.6234     
  1177.05        2500.00                 NaN            NaN   5.37374        1.16615        9.63722       0.731020E-005            NaN            NaN   8.73594        1.04420        43.4192        30.6236     
  1175.82        2500.00                 NaN            NaN   5.40240        1.17912        9.59723       0.720206E-005            NaN            NaN   8.73917        1.04338        43.4149        30.6238     
  1174.60        2500.00                 NaN            NaN   5.41088        1.18610        9.58362       0.712419E-005            NaN            NaN   8.74250        1.04249        43.4104        30.6240     
  1173.38        2500.00                 NaN            NaN   5.42721        1.19532        9.55983       0.703318E-005            NaN            NaN   8.74581        1.04162        43.4060        30.6242     
  1172.16        2500.00                 NaN            NaN   5.44478        1.20424        9.53515       0.693821E-005            NaN            NaN   8.74907        1.04073        43.4016        30.6245     
  1170.94        2500.00                 NaN            NaN   5.46309        1.21782        9.50500       0.685877E-005            NaN            NaN   8.75236        1.03989        43.3972        30.6247     
  1169.72        2500.00                 NaN            NaN   4.15768        10.5628        1.47148                 NaN            NaN            NaN   8.76491        1.03761        43.3812        30.6244     
  1168.50        2500.00                 NaN            NaN   4.16483        10.5438        1.48536                 NaN            NaN            NaN   8.76830        1.03664        43.3764        30.6247     
  1167.28        2500.00                 NaN            NaN   4.17313        10.5231        1.49989                 NaN            NaN            NaN   8.77169        1.03566        43.3716        30.6249     
  1166.06        2500.00                 NaN            NaN   5.58837        1.16694        9.43852       0.656205E-005            NaN            NaN   8.76612        1.03611        43.3783        30.6256     
  1164.84        2500.00                 NaN            NaN   4.31584        10.4535        1.43025                 NaN            NaN            NaN   8.77801        1.03394        43.3631        30.6253     
  1163.61        2500.00                 NaN            NaN   4.32882        10.4328        1.44008                 NaN            NaN            NaN   8.78139        1.03295        43.3584        30.6256     
  1162.39        2500.00                 NaN            NaN   4.92290        10.3003       0.979178                 NaN            NaN            NaN   8.78455        1.03244        43.3551        30.6255     
  1161.17        2500.00                 NaN            NaN   4.20611        10.4195        1.58122                 NaN            NaN            NaN   8.78862        1.03070        43.3475        30.6263     
  1159.95        2500.00                 NaN            NaN   4.21800        10.3875        1.60348                 NaN            NaN            NaN   8.79202        1.02971        43.3426        30.6266     
  1158.73        2500.00                 NaN            NaN   4.41609        10.3805        1.41697                 NaN            NaN            NaN   8.79799        1.02793        43.3332        30.6273     
  1157.51        2500.00                 NaN            NaN   13.4590        2.80157                 NaN            NaN            NaN            NaN   8.83962        1.01598        43.2452        30.6387     
  1156.29        2500.00                 NaN            NaN   1.18402       0.730006        14.3196       0.162008E-005            NaN            NaN   8.82446        1.01693        43.2946        30.6303     
  1155.07        2500.00                 NaN            NaN   12.3226        3.90918                 NaN            NaN            NaN            NaN   8.80662        1.02412        43.3048        30.6326     
  1153.85        2500.00                 NaN            NaN   13.2869        2.96746                 NaN            NaN            NaN            NaN   8.82051        1.01186        43.2787        30.6345     
  1152.63        2500.00                 NaN            NaN   3.42951        12.7860                 NaN            NaN            NaN            NaN   8.81846        1.02628        43.3118        30.6280     
  1151.40        2500.00                 NaN            NaN   10.9242        5.31987                 NaN            NaN            NaN            NaN   8.82576        1.01795        43.2786        30.6336     
  1150.18        2500.00                 NaN            NaN   3.46547        12.7726                 NaN            NaN            NaN            NaN   8.83007        1.01788        43.2819        30.6322     
  1148.96        2500.00                 NaN            NaN   11.3131        4.84057                 NaN            NaN            NaN            NaN   8.73881        1.04564        43.4392        30.6227     
  1147.74        2500.00                 NaN            NaN   16.2724                 NaN            NaN            NaN            NaN            NaN   8.85078        1.00513        43.2359        30.6358     
  1146.52        2500.00                 NaN            NaN   2.87431        13.3711                 NaN            NaN            NaN            NaN   8.83658        1.01418        43.2725        30.6313     
  1145.30        2500.00                 NaN            NaN   1.09030        15.1691                 NaN            NaN            NaN            NaN   8.85148        1.00623        43.2506        30.6324     
  1144.08        2500.00                 NaN            NaN   4.22710        10.1262        1.88278                 NaN            NaN            NaN   8.83427        1.01725        43.2821        30.6303     
  1142.86        2500.00                 NaN            NaN   16.2854                 NaN            NaN            NaN            NaN            NaN   8.86984       0.999383        43.2079        30.6375     
  1141.64        2500.00                 NaN            NaN   3.91331        10.0088        2.32084                 NaN            NaN            NaN   8.84263        1.01437        43.2688        30.6313     
  1140.42        2500.00                 NaN            NaN  0.563356       0.955155E-001   15.6044                 NaN            NaN            NaN   8.86240        1.00890        43.2305        30.6349     
  1139.19        2500.00                 NaN            NaN   4.18179        10.0710        1.99320                 NaN            NaN            NaN   8.84783        1.01285        43.2616        30.6317     
  1137.97        2500.00                 NaN            NaN  0.605510        15.6634                 NaN            NaN            NaN            NaN   8.87120        1.00595        43.2184        30.6356     
  1136.75        2500.00                 NaN            NaN   5.60735        1.57557        9.06370                 NaN            NaN            NaN   8.84587        1.01196        43.2622        30.6334     
  1135.53        2500.00                 NaN            NaN   5.61493        1.62980        8.99951                 NaN            NaN            NaN   8.84685        1.01265        43.2631        30.6332     
  1134.31        2500.00                 NaN            NaN   3.23572        13.0278                 NaN            NaN            NaN            NaN   8.87119        1.00563        43.2254        30.6342     
  1133.09        2500.00                 NaN            NaN   3.01650        13.2802                 NaN            NaN            NaN            NaN   8.88948       0.994906        43.1786        30.6403     
  1131.87        2500.00                 NaN            NaN   5.60812        1.82170        8.81972                 NaN            NaN            NaN   8.85572        1.00997        43.2507        30.6341     
  1130.65        2500.00                 NaN            NaN   2.78015        13.4970                 NaN            NaN            NaN            NaN   8.88084       0.999532        43.2070        30.6355     
  1129.43        2500.00                 NaN            NaN   5.41796        2.00011        8.82319                 NaN            NaN            NaN   8.85664        1.01257        43.2567        30.6328     
  1128.21        2500.00                 NaN            NaN   2.14130        14.1380                 NaN            NaN            NaN            NaN   8.89434        1.00002        43.1868        30.6395     
  1126.98        2500.00                 NaN            NaN   5.43397        2.03318        8.77933                 NaN            NaN            NaN   8.86316        1.01051        43.2461        30.6337     
  1125.76        2500.00                 NaN            NaN   1.34202        14.9581                 NaN            NaN            NaN            NaN   8.91108       0.989396        43.1584        30.6410     
  1124.54        2500.00                 NaN            NaN   1.40389       0.743139        14.1582                 NaN            NaN            NaN   8.90697       0.991361        43.1539        30.6425     
  1123.32        2500.00                 NaN            NaN   5.45472        1.97756        8.82539                 NaN            NaN            NaN   8.87446        1.00619        43.2261        30.6356     
  1122.10        2500.00                 NaN            NaN   11.4358        4.76744                 NaN            NaN            NaN            NaN   8.80381        1.02499        43.3360        30.6319     
  1120.88        2500.00                 NaN            NaN   5.70354        1.90359        8.66812                 NaN            NaN            NaN   8.88697       0.999031        43.2005        30.6382     
  1119.66        2500.00                 NaN            NaN   11.8534        4.48303                 NaN            NaN            NaN            NaN   8.93191       0.977677        43.1083        30.6456     
  1118.44        2500.00                 NaN            NaN   2.00881       0.552841        13.7409                 NaN            NaN            NaN   8.91972       0.986705        43.1511        30.6400     
  1117.22        2500.00                 NaN            NaN   5.70112        2.11668        8.45905                 NaN            NaN            NaN   8.89249       0.998184        43.1938        30.6387     
  1116.00        2500.00                 NaN            NaN   5.79429        2.11585        8.37130                 NaN            NaN            NaN   8.89623       0.996506        43.1863        30.6395     
  1114.77        2500.00                 NaN            NaN   11.5548        4.66579                 NaN            NaN            NaN            NaN   8.83082        1.01834        43.2959        30.6343     
  1113.55        2500.00                 NaN            NaN   5.83004        2.22607        8.22830                 NaN            NaN            NaN   8.90126       0.995099        43.1791        30.6402     
  1112.33        2500.00                 NaN            NaN   11.4191        4.80139       0.125912E-005            NaN            NaN            NaN   8.83635        1.01842        43.2899        30.6348     
  1111.11        2500.00                 NaN            NaN   5.74625        2.31205        8.21792                 NaN            NaN            NaN   8.90148       0.997751        43.1856        30.6389     
  1109.89        2500.00                 NaN            NaN   5.89233        2.25884        8.13992                 NaN            NaN            NaN   8.91067       0.992069        43.1649        30.6413     
  1108.67        2500.00                 NaN            NaN   5.84621        2.36142        8.08484                 NaN            NaN            NaN   8.91433       0.990391        43.1619        30.6409     
  1107.45        2500.00                 NaN            NaN   5.78349        2.42671        8.07238                 NaN            NaN            NaN   8.91115       0.994684        43.1714        30.6402     
  1106.23        2500.00                 NaN            NaN   5.77003        2.45482        8.06006                 NaN            NaN            NaN   8.91391       0.993270        43.1675        30.6404     
  1105.01        2500.00                 NaN            NaN   5.79067        2.47226        8.02459                 NaN            NaN            NaN   8.91704       0.992618        43.1617        30.6412     
  1103.79        2500.00                 NaN            NaN   11.5468        4.69686                 NaN            NaN            NaN            NaN   8.85128        1.00835        43.2582        30.6385     
  1102.56        2500.00                 NaN            NaN   3.88725        8.99086        3.44653                 NaN            NaN            NaN   8.94542       0.979097        43.1068        30.6441     
  1101.34        2500.00                 NaN            NaN   5.76229        2.69619        7.82906                 NaN            NaN            NaN   8.92061       0.991797        43.1595        30.6406     
  1100.12        2500.00                 NaN            NaN   5.84029        2.72623        7.72490                 NaN            NaN            NaN   8.92594       0.990787        43.1495        30.6424     
  1098.90        2500.00                 NaN            NaN   5.87756        2.82937        7.58636                 NaN            NaN            NaN   8.92868       0.989900        43.1451        30.6430     
  1097.68        2500.00                 NaN            NaN   3.89200        8.81109        3.63205                 NaN            NaN            NaN   8.95753       0.974705        43.0867        30.6459     
  1096.46        2500.00                 NaN            NaN   3.89696        8.77825        3.66248                 NaN            NaN            NaN   8.96050       0.973640        43.0818        30.6463     
  1095.24        2500.00                 NaN            NaN   3.86978        8.72645        3.74465                 NaN            NaN            NaN   8.96391       0.972332        43.0760        30.6468     
  1094.02        2500.00                 NaN            NaN   3.90786        8.68702        3.74795                 NaN            NaN            NaN   8.96634       0.971519        43.0721        30.6473     
  1092.80        2500.00                 NaN            NaN   3.91025        8.63822        3.79708                 NaN            NaN            NaN   8.96941       0.970385        43.0669        30.6477     
  1091.58        2500.00                 NaN            NaN   3.93764        8.59251        3.81759                 NaN            NaN            NaN   8.97203       0.969480        43.0626        30.6482     
  1090.35        2500.00                 NaN            NaN   3.95841        8.54457        3.84711                 NaN            NaN            NaN   8.97475       0.968507        43.0580        30.6486     
  1089.13        2500.00                 NaN            NaN   3.97646        8.49564        3.88041                 NaN            NaN            NaN   8.97752       0.967516        43.0533        30.6491     
  1087.91        2500.00                 NaN            NaN   3.99461        8.44796        3.91233                 NaN            NaN            NaN   8.98028       0.966530        43.0487        30.6496     
  1086.69        2500.00                 NaN            NaN   4.01803        8.39903        3.94020                 NaN            NaN            NaN   8.98300       0.965560        43.0441        30.6500     
  1085.47        2500.00                 NaN            NaN   4.04639        8.34896        3.96414                 NaN            NaN            NaN   8.98560       0.964649        43.0398        30.6505     
  1084.25        2500.00                 NaN            NaN   7.08844        3.26038        5.97510                 NaN            NaN            NaN   8.96105       0.977053        43.0892        30.6488     
  1083.03        2500.00                 NaN            NaN   4.10066        8.24489        4.01847                 NaN            NaN            NaN   8.99086       0.962791        43.0309        30.6514     
  1081.81        2500.00                 NaN            NaN   4.12573        8.19520        4.04542                 NaN            NaN            NaN   8.99353       0.961842        43.0264        30.6519     
  1080.59        2500.00                 NaN            NaN   4.16011        8.14517        4.06319                 NaN            NaN            NaN   8.99603       0.960976        43.0221        30.6524     
  1079.37        2500.00                 NaN            NaN   4.19261        8.09044        4.08764                 NaN            NaN            NaN   8.99859       0.960077        43.0178        30.6529     
  1078.14        2500.00                 NaN            NaN   4.22597        8.03924        4.10769                 NaN            NaN            NaN   9.00112       0.959186        43.0135        30.6533     
  1076.92        2500.00                 NaN            NaN   4.26355        7.98521        4.12619                 NaN            NaN            NaN   9.00359       0.958346        43.0093        30.6538     
  1075.70        2500.00                 NaN            NaN   12.2309        4.14610                 NaN            NaN            NaN            NaN   9.00604       0.957507        43.0052        30.6543     
  1074.48        2500.00                 NaN            NaN   12.1052        4.26705                 NaN            NaN            NaN            NaN   9.00625       0.959081        43.0087        30.6538     
  1073.26        2500.00                 NaN            NaN   12.1988        4.18247                 NaN            NaN            NaN            NaN   9.01098       0.955795        42.9967        30.6552     
  1072.04        2500.00                 NaN            NaN   12.1825        4.20089                 NaN            NaN            NaN            NaN   9.01341       0.954954        42.9926        30.6557     
  1070.82        2500.00                 NaN            NaN   12.1672        4.21816                 NaN            NaN            NaN            NaN   9.01582       0.954137        42.9885        30.6562     
  1069.60        2500.00                 NaN            NaN   12.1034        4.28154                 NaN            NaN            NaN            NaN   9.01741       0.954280        42.9870        30.6564     
  1068.38        2500.00                 NaN            NaN   16.4601                 NaN            NaN            NaN            NaN            NaN   9.07846       0.922557        42.8761        30.6628     
  1067.16        2500.00                 NaN            NaN   16.4823                 NaN            NaN            NaN            NaN            NaN   9.09267       0.913852        42.8450        30.6662     
  1065.93        2500.00                 NaN            NaN   16.3156       0.172453                 NaN            NaN            NaN            NaN   9.09729       0.911551        42.8358        30.6673     
  1064.71        2500.00                 NaN            NaN   16.0176       0.471384                 NaN            NaN            NaN            NaN   9.09891       0.911170        42.8331        30.6678     
  1063.49        2500.00                 NaN            NaN   16.4979                 NaN            NaN            NaN            NaN            NaN   9.10650       0.907437        42.8196        30.6686     
  1062.27        2500.00                 NaN            NaN   16.1690       0.330238                 NaN            NaN            NaN            NaN   9.10827       0.906916        42.8164        30.6692     
  1061.05        2500.00                 NaN            NaN   15.4946       0.999955                 NaN            NaN            NaN            NaN   9.10561       0.908939        42.8216        30.6693     
  1059.83        2500.00                 NaN            NaN   8.25516        8.17692                 NaN            NaN            NaN            NaN   9.06009       0.931767        42.9191        30.6570     
  1058.61        2500.00                 NaN            NaN   8.58294        7.85149                 NaN            NaN            NaN            NaN   9.06221       0.930965        42.9147        30.6577     
  1057.39        2500.00                 NaN            NaN   15.3653        1.13905                 NaN            NaN            NaN            NaN   9.11561       0.904846        42.8040        30.6711     
  1056.17        2500.00                 NaN            NaN   12.6264        3.53635       0.672131E-004            NaN            NaN            NaN   8.90762        1.00237        43.3038        30.6234     
  1054.95        2500.00                 NaN            NaN   14.9048        1.59991                 NaN            NaN            NaN            NaN   9.11732       0.904862        42.8011        30.6720     
  1053.72        2500.00                 NaN            NaN   14.8097        1.69705                 NaN            NaN            NaN            NaN   9.11968       0.904032        42.7969        30.6726     
  1052.50        2500.00                 NaN            NaN   14.7198        1.78907                 NaN            NaN            NaN            NaN   9.12204       0.903202        42.7927        30.6731     
  1051.28        2500.00                 NaN            NaN   14.6361        1.87493                 NaN            NaN            NaN            NaN   9.12442       0.902358        42.7885        30.6737     
  1050.06        2500.00                 NaN            NaN   14.5561        1.95713                 NaN            NaN            NaN            NaN   9.12680       0.901514        42.7843        30.6742     
  1048.84        2500.00                 NaN            NaN   14.6742        1.84287                 NaN            NaN            NaN            NaN   9.13113       0.899686        42.7774        30.6747     
  1047.62        2500.00                 NaN            NaN   12.5341        3.84646                 NaN            NaN            NaN            NaN   9.04046       0.951552        42.9655        30.6619     
  1046.40        2500.00                 NaN            NaN   11.7952        4.62054                 NaN            NaN            NaN            NaN   9.04533       0.939370        42.9403        30.6593     
  1045.18        2500.00                 NaN            NaN   16.0523       0.414147                 NaN            NaN            NaN            NaN   9.10301       0.915755        42.8522        30.6626     
  1043.96        2500.00                 NaN            NaN   16.2724       0.198636                 NaN            NaN            NaN            NaN   9.10736       0.913764        42.8446        30.6633     
  1042.74        2500.00                 NaN            NaN   10.7434        5.73640                 NaN            NaN            NaN            NaN   9.10923       0.910204        42.8377        30.6631     
  1041.51        2500.00                 NaN            NaN   5.30046        9.86375        1.30851                 NaN            NaN            NaN   9.10662       0.913412        42.8398        30.6674     
  1040.29        2500.00                 NaN            NaN   4.77065        10.5138        1.21006                 NaN            NaN            NaN   9.12438       0.904551        42.8056        30.6710     
  1039.07        2500.00                 NaN            NaN   13.7905        2.72252                 NaN            NaN            NaN            NaN   9.13411       0.901038        42.7741        30.6777     
  1037.85        2500.00                 NaN            NaN   7.88275        8.62858                 NaN            NaN            NaN            NaN   9.13277       0.899237        42.7869        30.6698     
  1036.63        2500.00                 NaN            NaN   8.25835        8.25516                 NaN            NaN            NaN            NaN   9.13514       0.898180        42.7832        30.6699     
  1035.41        2500.00                 NaN            NaN   8.44149        8.07508                 NaN            NaN            NaN            NaN   9.13803       0.896901        42.7781        30.6704     
  1034.19        2500.00                 NaN            NaN   13.6333        2.90684                 NaN            NaN            NaN            NaN   9.15608       0.891314        42.7307        30.6817     
  1032.97        2500.00                 NaN            NaN   8.67516        7.84864                 NaN            NaN            NaN            NaN   9.14476       0.893818        42.7662        30.6714     
  1031.75        2500.00                 NaN            NaN   9.56977        6.94447                 NaN            NaN            NaN            NaN   9.13989       0.897176        42.7792        30.6695     
  1030.53        2500.00                 NaN            NaN   13.5415        3.00610                 NaN            NaN            NaN            NaN   9.16383       0.888418        42.7166        30.6836     
  1029.30        2500.00                 NaN            NaN   13.5142        3.03596                 NaN            NaN            NaN            NaN   9.16645       0.887435        42.7118        30.6842     
  1028.08        2500.00                 NaN            NaN   13.4874        3.06526                 NaN            NaN            NaN            NaN   9.16906       0.886454        42.7070        30.6848     
  1026.86        2500.00                 NaN            NaN   13.4620        3.09324                 NaN            NaN            NaN            NaN   9.17169       0.885463        42.7022        30.6855     
  1025.64        2500.00                 NaN            NaN   13.4379        3.11986                 NaN            NaN            NaN            NaN   9.17434       0.884459        42.6973        30.6861     
  1024.42        2500.00                 NaN            NaN   13.4214        3.13921                 NaN            NaN            NaN            NaN   9.17719       0.883347        42.6921        30.6868     
  1023.20        2500.00                 NaN            NaN   13.3909        3.17213                 NaN            NaN            NaN            NaN   9.17963       0.882460        42.6876        30.6874     
  1021.98        2500.00                 NaN            NaN   13.3687        3.19688                 NaN            NaN            NaN            NaN   9.18230       0.881448        42.6826        30.6880     
  1020.76        2500.00                 NaN            NaN   13.3472        3.22101                 NaN            NaN            NaN            NaN   9.18497       0.880432        42.6777        30.6887     
  1019.54        2500.00                 NaN            NaN   13.3264        3.24445                 NaN            NaN            NaN            NaN   9.18765       0.879410        42.6727        30.6893     
  1018.32        2500.00                 NaN            NaN   13.3062        3.26738                 NaN            NaN            NaN            NaN   9.19034       0.878385        42.6677        30.6900     
  1017.09        2500.00                 NaN            NaN   13.3045        3.27241                 NaN            NaN            NaN            NaN   9.19359       0.877041        42.6617        30.6907     
  1015.87        2500.00                 NaN            NaN   13.2716        3.30748                 NaN            NaN            NaN            NaN   9.19587       0.876244        42.6575        30.6913     
  1014.65        2500.00                 NaN            NaN   13.2554        3.32649                 NaN            NaN            NaN            NaN   9.19866       0.875160        42.6523        30.6920     
  1013.43        2500.00                 NaN            NaN   13.2368        3.34778                 NaN            NaN            NaN            NaN   9.20136       0.874122        42.6472        30.6927     
  1012.21        2500.00                 NaN            NaN   13.2270        3.36073                 NaN            NaN            NaN            NaN   9.20435       0.872925        42.6417        30.6934     
  1010.99        2500.00                 NaN            NaN   13.1963        3.39363                 NaN            NaN            NaN            NaN   9.20664       0.872125        42.6374        30.6940     
  1009.77        2500.00                 NaN            NaN   12.4692        4.04925                 NaN            NaN            NaN            NaN   9.14803       0.902568        42.7473        30.6837     
  1008.55        2500.00                 NaN            NaN   13.5086        3.09753                 NaN            NaN            NaN            NaN   9.22112       0.864899        42.6119        30.6960     
  1007.33        2500.00                 NaN            NaN   13.4154        3.19537                 NaN            NaN            NaN            NaN   9.22408       0.863650        42.6042        30.6973     
  1006.11        2500.00                 NaN            NaN   12.4843        4.04331                 NaN            NaN            NaN            NaN   9.16062       0.897755        42.7286        30.6855     
  1004.88        2500.00                 NaN            NaN   12.5620        3.96452                 NaN            NaN            NaN            NaN   9.16431       0.896380        42.7283        30.6845     
  1003.66        2500.00                 NaN            NaN   12.5512        3.97835                 NaN            NaN            NaN            NaN   9.16693       0.895294        42.7231        30.6851     
