|6.6.6
Archiving\03_Data\DeqLP/QFM_m4.5/T13/T13_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.5403       0.451093       0.862902E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.5246       0.466755       0.863066E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.5089       0.482423       0.863230E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.4933       0.498098       0.863395E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.4776       0.513780       0.863559E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.4619       0.529469       0.863723E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.4462       0.545166       0.863888E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.4305       0.560869       0.864052E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.4148       0.576579       0.864216E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.3993       0.592084       0.864379E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.3838       0.607595       0.864542E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.3682       0.623113       0.864705E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.3527       0.638638       0.864868E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.3372       0.654170       0.865031E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.3216       0.669708       0.865194E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.3061       0.685254       0.865357E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.2905       0.700806       0.865520E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.2751       0.716196       0.865681E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.2597       0.731593       0.865843E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.2443       0.746997       0.866005E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.2289       0.762407       0.866167E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        98.8705       0.770954       0.851626E-002  0.350019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        98.0379       0.769547       0.816329E-002   1.18437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        97.2228       0.767282       0.780974E-002   2.00211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        96.4067       0.765014       0.745580E-002   2.82084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        95.6424       0.759869       0.709842E-002   3.59063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        94.8773       0.754718       0.674069E-002   4.36127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        94.1113       0.749559       0.638259E-002   5.13276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        93.3445       0.744394       0.602413E-002   5.90509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        92.5768       0.739222       0.566531E-002   6.67827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        91.8084       0.734043       0.530614E-002   7.45229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        91.0391       0.728857       0.494660E-002   8.22714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        90.2689       0.723665       0.458672E-002   9.00283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        89.5588       0.713449       0.421163E-002   9.72352                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        88.8481       0.703224       0.383624E-002   10.4449                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        88.1367       0.692988       0.346053E-002   11.1669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        87.4246       0.682742       0.308452E-002   11.8896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        86.7119       0.672486       0.270821E-002   12.6129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        85.9986       0.662220       0.233159E-002   13.3368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        85.2847       0.651944       0.195467E-002   14.0614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        84.5701       0.641658       0.157745E-002   14.7867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        83.8823       0.628722       0.119403E-002   15.4878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        83.1928       0.614572       0.800587E-003   16.1906       0.127813E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        82.5003       0.599146       0.414058E-003   16.8864       0.136706E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        81.8037       0.582219                 NaN   17.5880       0.260664E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        81.1278       0.564072                 NaN   18.2700       0.381602E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        80.4514       0.545912                 NaN   18.9524       0.502639E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        79.7745       0.527737                 NaN   19.6354       0.623776E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        79.0971       0.509549                 NaN   20.3189       0.745012E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        78.4259       0.486624                 NaN   21.0013       0.861607E-001            NaN            NaN            NaN            NaN            NaN            NaN
