|6.6.6
Archiving\03_Data\DeqLP/QFM_m4.5/T13/T13_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        98.8670        1.10934       0.236416E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        98.8286        1.14772       0.236442E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        98.7902        1.18611       0.236468E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        98.7518        1.22451       0.236494E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        98.7134        1.26292       0.236520E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        98.6750        1.30134       0.236547E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        98.6366        1.33976       0.236573E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        98.5981        1.37820       0.236599E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        98.5597        1.41664       0.236625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        98.5218        1.45457       0.236650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        98.4838        1.49250       0.236676E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        98.4459        1.53045       0.236702E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        98.4079        1.56840       0.236727E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        98.3700        1.60636       0.236753E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        98.3320        1.64433       0.236779E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        98.2940        1.68231       0.236805E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        98.2560        1.72030       0.236830E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        98.2184        1.75788       0.236856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        98.1808        1.79546       0.236881E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        98.1432        1.83306       0.236907E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        98.1056        1.87066       0.236932E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        97.7155        1.89102       0.232887E-001  0.370169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        96.8389        1.88642       0.223105E-001   1.25242                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        95.9816        1.87974       0.213322E-001   2.11730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        95.1244        1.87306       0.203539E-001   2.98216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        94.3225        1.85942       0.193681E-001   3.79876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        93.5205        1.84578       0.183823E-001   4.61530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        92.7187        1.83214       0.173966E-001   5.43177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        91.9169        1.81850       0.164109E-001   6.24817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        91.1152        1.80486       0.154254E-001   7.06451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        90.3136        1.79122       0.144399E-001   7.88079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        89.5120        1.77759       0.134545E-001   8.69700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        88.7104        1.76395       0.124692E-001   9.51314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        87.9721        1.73816       0.114440E-001   10.2783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        87.2338        1.71238       0.104190E-001   11.0434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        86.4957        1.68660       0.939418E-002   11.8083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        85.7576        1.66082       0.836948E-002   12.5732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        85.0197        1.63505       0.734494E-002   13.3379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        84.2819        1.60928       0.632054E-002   14.1025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        83.5442        1.58352       0.529630E-002   14.8670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        82.8066        1.55775       0.427222E-002   15.6314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        82.0973        1.52562       0.323237E-002   16.3739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        81.3866        1.49057       0.216630E-002   17.1188       0.184601E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        80.6713        1.45243       0.111988E-002   17.8554       0.197424E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        79.9522        1.41070                 NaN   18.5995       0.376386E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        79.2550        1.36607                 NaN   19.3238       0.551243E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        78.5579        1.32146                 NaN   20.0480       0.726056E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        77.8610        1.27686                 NaN   20.7720       0.900825E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        77.1643        1.23226                 NaN   21.4958       0.107555                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        76.4746        1.17627                 NaN   22.2247       0.124431                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        75.7851        1.12030                 NaN   22.9533       0.141302                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        75.0958        1.06434                 NaN   23.6817       0.158167                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        74.4067        1.00840                 NaN   24.4099       0.175027                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        73.7178       0.952484                 NaN   25.1378       0.191881                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        73.0292       0.896581                 NaN   25.8655       0.208731                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        72.3407       0.840696                 NaN   26.5930       0.225575                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        71.6525       0.784828                 NaN   27.3202       0.242413                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        70.9676       0.714241                 NaN   28.0597       0.258463                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        70.2830       0.643681                 NaN   28.7988       0.274506                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        69.5986       0.573150                 NaN   29.5377       0.290542                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        68.9146       0.502647                 NaN   30.2762       0.306572                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        68.2308       0.432173                 NaN   31.0145       0.322596                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        67.5472       0.361726                 NaN   31.7524       0.338613                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        66.8640       0.291308                 NaN   32.4901       0.354624                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        66.1810       0.220918                 NaN   33.2275       0.370629                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        65.4894       0.139045                 NaN   33.9853       0.386284                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        64.7981       0.572106E-001            NaN   34.7428       0.401932                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        64.1310                 NaN            NaN   35.4525       0.416556                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        63.5117                 NaN            NaN   36.0592       0.429078                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        62.9028                 NaN            NaN   36.6558       0.441417                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        62.2938                 NaN            NaN   37.2524       0.453757                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        61.6849                 NaN            NaN   37.8490       0.466096                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        61.0759                 NaN            NaN   38.4456       0.478435                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        60.4889                 NaN            NaN   39.0210       0.490068                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        59.9019                 NaN            NaN   39.5964       0.501700                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        59.3148                 NaN            NaN   40.1719       0.513333                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        58.7277                 NaN            NaN   40.7473       0.524966                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        58.1407                 NaN            NaN   41.3227       0.536599                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        57.5536                 NaN            NaN   41.8981       0.548232                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        56.9666                 NaN            NaN   42.4736       0.559865                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        56.3795                 NaN            NaN   43.0490       0.571497                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        55.8238                 NaN            NaN   43.5940       0.582272                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        55.2680                 NaN            NaN   44.1389       0.593047                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        54.7123                 NaN            NaN   44.6839       0.603823                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        54.1565                 NaN            NaN   45.2289       0.614598                 NaN            NaN            NaN            NaN            NaN            NaN
