|6.6.6
Archiving\03_Data\eqLP/QFM_m0.5/YM20/YM20_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.7712       0.214884       0.139563E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.7711       0.214898       0.139566E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.7711       0.214911       0.139569E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.7711       0.214925       0.139572E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.4960       0.214960                 NaN  0.289030                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.4876       0.214975                 NaN  0.297405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.4792       0.214990                 NaN  0.305781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.4708       0.215005                 NaN  0.314159                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.4624       0.215020                 NaN  0.322539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.4498       0.215035                 NaN  0.335174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.4371       0.215051                 NaN  0.347813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.4245       0.215066                 NaN  0.360453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.4118       0.215082                 NaN  0.373097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.3992       0.215097                 NaN  0.385743                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.3865       0.215113                 NaN  0.398392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.3738       0.215129                 NaN  0.411043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.3612       0.215144                 NaN  0.423697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.3349       0.215162                 NaN  0.449987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.3085       0.215180                 NaN  0.476283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.2822       0.215197                 NaN  0.502585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.2559       0.215215                 NaN  0.528893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.2296       0.215233                 NaN  0.555207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.2032       0.215251                 NaN  0.581526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.1769       0.215268                 NaN  0.607852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.1505       0.215286                 NaN  0.634184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.0797       0.215310                 NaN  0.704988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.0089       0.215334                 NaN  0.775813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        98.9380       0.215359                 NaN  0.846658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        98.8671       0.215383                 NaN  0.917524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        98.7962       0.215407                 NaN  0.988409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        98.7253       0.215431                 NaN   1.05931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        98.6543       0.215456                 NaN   1.13024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        98.5833       0.215480                 NaN   1.20119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        98.4324       0.215516                 NaN   1.35206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        98.2815       0.215551                 NaN   1.50299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        98.0856       0.215593                 NaN   1.69877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        97.6914       0.170522                 NaN   2.02159                 NaN  0.116506                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        97.1182       0.960761E-001            NaN   2.47679                 NaN  0.308904                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        96.3315                 NaN            NaN   3.10427       0.699773E-002  0.557235                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        95.8818                 NaN            NaN   3.54029       0.204765E-001  0.557475                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        95.4317                 NaN            NaN   3.97665       0.339668E-001  0.557715                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        94.8911                 NaN            NaN   4.50434       0.465345E-001  0.557989                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        94.3501                 NaN            NaN   5.03252       0.591145E-001  0.558262                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        93.8086                 NaN            NaN   5.56119       0.717066E-001  0.558534                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        93.2665                 NaN            NaN   6.09034       0.843110E-001  0.558806                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        92.7240                 NaN            NaN   6.61998       0.969275E-001  0.559078                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        92.1810                 NaN            NaN   7.15010       0.109556       0.559348                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        91.6375                 NaN            NaN   7.68070       0.122197       0.559618                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        91.0935                 NaN            NaN   8.21179       0.134849       0.559887                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        90.5267                 NaN            NaN   8.76678       0.146343       0.560166                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        89.9594                 NaN            NaN   9.32230       0.157848       0.560445                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        89.3916                 NaN            NaN   9.87833       0.169365       0.560722                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        88.8232                 NaN            NaN   10.4349       0.180892       0.560999                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        88.2544                 NaN            NaN   10.9919       0.192431       0.561276                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        87.6850                 NaN            NaN   11.5495       0.203980       0.561551                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        87.1151                 NaN            NaN   12.1076       0.215541       0.561825                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        86.5447                 NaN            NaN   12.6661       0.227112       0.562099                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        85.9919                 NaN            NaN   13.2081       0.237708       0.562368                 NaN            NaN            NaN            NaN            NaN            NaN
