|6.6.6
Archiving\03_Data\DeqfracLP/QFM/YM20/YM20_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1294.77        500.000       0.107124                 NaN   99.1892                 NaN            NaN            NaN  0.293701       0.164954                 NaN  0.244990                 NaN            NaN            NaN
  1293.33        500.000       0.105169                 NaN   99.2034                 NaN            NaN            NaN  0.288262       0.162042                 NaN  0.241152                 NaN            NaN            NaN
  1291.89        500.000       0.103113                 NaN   99.2173                 NaN            NaN            NaN  0.282710       0.159597                 NaN  0.237287                 NaN            NaN            NaN
  1290.45        500.000       0.101257                 NaN   99.2311                 NaN            NaN            NaN  0.277328       0.156740                 NaN  0.233530                 NaN            NaN            NaN
  1289.02        500.000       0.991977E-001            NaN   99.2451                 NaN            NaN            NaN  0.271698       0.154395                 NaN  0.229571                 NaN            NaN            NaN
  1287.58        500.000       0.973481E-001            NaN   99.2578                 NaN            NaN            NaN  0.266798       0.151961                 NaN  0.226142                 NaN            NaN            NaN
  1286.14        500.000       0.954008E-001            NaN   99.2706                 NaN            NaN            NaN  0.149731       0.261668                 NaN  0.222550                 NaN            NaN            NaN
  1284.70        500.000       0.935223E-001            NaN   99.2832                 NaN            NaN            NaN  0.256614       0.147646                 NaN  0.219065                 NaN            NaN            NaN
  1283.27        500.000       0.917173E-001            NaN   99.2950                 NaN            NaN            NaN  0.145756       0.251668                 NaN  0.215899                 NaN            NaN            NaN
  1281.83        500.000       0.900699E-001            NaN   99.3081                 NaN            NaN            NaN  0.142435       0.247456                 NaN  0.211973                 NaN            NaN            NaN
  1280.39        500.000       0.882197E-001            NaN   99.3192                 NaN            NaN            NaN  0.242501       0.141076                 NaN  0.208976                 NaN            NaN            NaN
  1278.95        500.000       0.864338E-001            NaN   99.3307                 NaN            NaN            NaN  0.237823       0.139333                 NaN  0.205752                 NaN            NaN            NaN
  1277.51        500.000       0.846875E-001            NaN   99.3421                 NaN            NaN            NaN  0.137385       0.233285                 NaN  0.202569                 NaN            NaN            NaN
  1276.08        500.000       0.829944E-001            NaN   99.3529                 NaN            NaN            NaN  0.228862       0.135735                 NaN  0.199542                 NaN            NaN            NaN
  1274.64        500.000       0.813394E-001            NaN   99.3636                 NaN            NaN            NaN  0.224566       0.134012                 NaN  0.196500                 NaN            NaN            NaN
  1273.20        500.000       0.797382E-001            NaN   99.3744                 NaN            NaN            NaN  0.220341       0.132118                 NaN  0.193389                 NaN            NaN            NaN
  1271.76        500.000       0.781843E-001            NaN   99.3846                 NaN            NaN            NaN  0.216184       0.130483                 NaN  0.190569                 NaN            NaN            NaN
  1270.32        500.000       0.765854E-001            NaN   99.3950                 NaN            NaN            NaN  0.212073       0.128755                 NaN  0.187539                 NaN            NaN            NaN
  1268.89        500.000       0.253123                 NaN   93.8999                 NaN            NaN            NaN  0.807219       0.700501                 NaN  0.812082        3.52715                 NaN            NaN
  1267.45        500.000       0.330280                 NaN   91.3283                 NaN            NaN            NaN  0.914223        1.11925                 NaN   1.09812        5.20981                 NaN            NaN
  1266.01        500.000       0.299430                 NaN   92.2311                 NaN            NaN            NaN  0.824377       0.992819                 NaN  0.989259        4.66301                 NaN            NaN
  1264.57        500.000       0.275112                 NaN   92.9651                 NaN            NaN            NaN  0.887593       0.752317                 NaN  0.900244        4.21963                 NaN            NaN
  1263.13        500.000       0.255092                 NaN   93.5767                 NaN            NaN            NaN  0.692912       0.799025                 NaN  0.825864        3.85043                 NaN            NaN
  1261.70        500.000       0.238687                 NaN   94.0908                 NaN            NaN            NaN  0.723213       0.643298                 NaN  0.763022        3.54097                 NaN            NaN
  1260.26        500.000       0.225049                 NaN   94.5269                 NaN            NaN            NaN  0.601465       0.657659                 NaN  0.709333        3.27964                 NaN            NaN
  1258.82        500.000       0.213277                 NaN   94.9069                 NaN            NaN            NaN  0.600024       0.565356                 NaN  0.662370        3.05209                 NaN            NaN
  1257.38        500.000       0.203405                 NaN   95.2335                 NaN            NaN            NaN  0.549482       0.534522                 NaN  0.621703        2.85738                 NaN            NaN
  1255.95        500.000       0.194513                 NaN   95.5239                 NaN            NaN            NaN  0.504255       0.507505                 NaN  0.585344        2.68451                 NaN            NaN
  1254.51        500.000       0.186914                 NaN   95.7821                 NaN            NaN            NaN  0.463684       0.483054                 NaN  0.552872        2.53142                 NaN            NaN
  1253.07        500.000       0.179792                 NaN   96.0099                 NaN            NaN            NaN  0.461672       0.428198                 NaN  0.523896        2.39651                 NaN            NaN
  1251.63        500.000       0.189803                 NaN   95.8214                 NaN            NaN            NaN  0.482074       0.438882                 NaN  0.551247        2.51654                 NaN            NaN
  1250.19        500.000       0.154252                 NaN   96.6469                 NaN            NaN            NaN  0.337730       0.402478                 NaN  0.440927        2.01776                 NaN            NaN
  1248.76        500.000       0.182052                 NaN   95.9857                 NaN            NaN            NaN  0.417914       0.469621                 NaN  0.536742        2.40802                 NaN            NaN
  1247.32        500.000       0.145971                 NaN   97.3190                 NaN            NaN            NaN  0.340892       0.211048                 NaN  0.342878        1.64024                 NaN            NaN
  1245.88        500.000       0.218821                 NaN   96.3816                 NaN            NaN            NaN  0.152569E-001  0.654284                 NaN  0.463311        2.26676                 NaN            NaN
  1244.44        500.000       0.823284E-001            NaN   97.5617                 NaN            NaN            NaN  0.664662E-001  0.556352                 NaN  0.337142        1.39597                 NaN            NaN
  1243.00        500.000       0.140228                 NaN   96.5213                 NaN            NaN            NaN  0.451797       0.284239                 NaN  0.448344        2.15411                 NaN            NaN
  1241.57        500.000       0.146778                 NaN   97.8980                 NaN            NaN            NaN  0.175961       0.252293                 NaN  0.286231        1.24069                 NaN            NaN
  1240.13        500.000       0.198612       0.889549E-001   92.6953                 NaN            NaN            NaN  0.836496       0.824965                 NaN  0.981720        4.37399                 NaN            NaN
  1238.69        500.000                 NaN            NaN   98.9117       0.867665                 NaN            NaN  0.152725E-001  0.292406E-001            NaN  0.232959E-001  0.152814                 NaN            NaN
  1237.25        500.000                 NaN            NaN   99.0385       0.915511                 NaN            NaN  0.395899E-002  0.671726E-002            NaN  0.480335E-002  0.305286E-001            NaN            NaN
  1235.81        500.000       0.466232E-001            NaN   99.8589                 NaN            NaN            NaN  0.232645E-002            NaN            NaN  0.527720E-002  0.868999E-001            NaN            NaN
  1234.38        500.000       0.217347                 NaN   95.4828                 NaN            NaN            NaN  0.598438       0.352083                 NaN  0.606744        2.74259                 NaN            NaN
  1232.94        500.000       0.119056                 NaN   97.8477                 NaN            NaN            NaN  0.282709       0.141350                 NaN  0.279414        1.32981                 NaN            NaN
  1231.50        500.000       0.105700                 NaN   98.0790                 NaN            NaN            NaN  0.126181       0.247443                 NaN  0.249063        1.19262                 NaN            NaN
  1230.06        500.000       0.301085                 NaN   94.9277                 NaN            NaN            NaN  0.235383       0.676592                 NaN  0.660635        3.19861                 NaN            NaN
  1228.63        500.000       0.100309E-001            NaN   99.9900                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1227.19        500.000       0.276765E-001            NaN   99.0653                 NaN            NaN            NaN  0.125179       0.125137                 NaN  0.117160       0.539560                 NaN            NaN
  1225.75        500.000       0.171380                 NaN   96.9102                 NaN            NaN            NaN  0.389106       0.997257E-001            NaN  0.404261        2.01589       0.945658E-002            NaN
  1224.31        500.000       0.456765E-001            NaN   99.2822                 NaN            NaN            NaN  0.111275       0.104719                 NaN  0.836027E-001  0.371495       0.104602E-002            NaN
  1222.87        500.000                 NaN            NaN   97.1521                 NaN            NaN            NaN  0.447728       0.143485                 NaN  0.371182        1.83092       0.545606E-001            NaN
  1221.44        500.000       0.210153                 NaN   96.0782                 NaN            NaN            NaN  0.621896                 NaN            NaN  0.487602        2.56312       0.390627E-001            NaN
  1220.00        500.000                 NaN            NaN  100.0000                 NaN            NaN            NaN  0.170950E-004  0.156607E-004            NaN            NaN            NaN            NaN            NaN
  1218.56        500.000                 NaN            NaN   99.9760                 NaN            NaN            NaN  0.154968E-001            NaN            NaN  0.652366E-002            NaN  0.198947E-002            NaN
  1217.12        500.000       0.405409E-002            NaN   99.9035                 NaN            NaN            NaN  0.446131E-002  0.215235E-004            NaN  0.753494E-002  0.804177E-001            NaN            NaN
  1215.68        500.000                 NaN            NaN   99.7026                 NaN            NaN            NaN  0.476819E-001  0.194171E-001            NaN  0.294586E-001  0.195405       0.542770E-002            NaN
  1214.25        500.000       0.450267E-001            NaN   99.2378                 NaN            NaN            NaN  0.107249                 NaN            NaN  0.979862E-001  0.504093       0.787277E-002            NaN
  1212.81        500.000       0.427304                 NaN   91.7640                 NaN            NaN            NaN   1.02393       0.214916                 NaN   1.01671        5.45818       0.949206E-001            NaN
  1211.37        500.000                 NaN            NaN  100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.195021E-005
  1209.93        500.000                 NaN            NaN  100.0000                 NaN            NaN            NaN  0.760393E-006            NaN            NaN            NaN  0.247800E-005            NaN            NaN
  1208.49        500.000                 NaN            NaN  100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.210127E-005
  1207.06        500.000       0.845983E-006            NaN   99.9999                 NaN            NaN  0.153135E-005  0.221691E-004  0.104893E-004            NaN  0.747419E-005  0.421354E-004            NaN            NaN
  1205.62        500.000       0.368560                 NaN   86.9261                 NaN            NaN            NaN  0.852176                 NaN            NaN   1.05999        5.14559                 NaN   5.64763     
  1204.18        500.000       0.286788                 NaN   83.7728                 NaN            NaN            NaN  0.499624        1.27312                 NaN   1.32899        7.39236       0.740470E-001   5.37227     
  1202.74        500.000                 NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1201.31        500.000                 NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1199.87        500.000       0.894521                 NaN   68.3112                 NaN            NaN            NaN   1.96444                 NaN            NaN   2.52096        13.2304                 NaN   13.0785     
  1198.43        500.000       0.282577E-002            NaN   99.7678                 NaN            NaN            NaN  0.227929E-001            NaN            NaN  0.204996E-001  0.973736E-001            NaN  0.887487E-001
  1196.99        500.000       0.145159E-001            NaN   99.5217                 NaN            NaN            NaN  0.134500E-002  0.262616E-001            NaN  0.374096E-001  0.194929                 NaN  0.203793     
  1195.55        500.000                 NaN            NaN  100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.133718E-005            NaN  0.149099E-005
  1194.12        500.000       0.456732                 NaN   83.2316                 NaN            NaN            NaN  0.986588                 NaN            NaN   1.30677        7.06132                 NaN   6.95701     
  1192.68        500.000       0.217022                 NaN   92.0155                 NaN            NaN            NaN  0.403989                 NaN            NaN  0.617056        3.40297                 NaN   3.34341     
  1191.24        500.000       0.251687                 NaN   90.0853                 NaN            NaN            NaN  0.602950                 NaN            NaN  0.755494        4.19482       0.255256E-002   4.10716     
  1189.80        500.000       0.401484E-001            NaN   97.9730                 NaN            NaN            NaN  0.612672E-001            NaN            NaN  0.125393       0.907532       0.532707E-002  0.887284     
  1188.36        500.000       0.359825E-001            NaN   98.3450                 NaN            NaN            NaN  0.113833                 NaN            NaN  0.130419       0.721034       0.293691E-002  0.650760     
  1186.93        500.000        1.91142                 NaN   18.0032                 NaN            NaN            NaN   3.84024                 NaN            NaN   5.78329        36.2818       0.831340E-002   34.1718     
  1185.49        500.000        2.13208                 NaN            NaN            NaN            NaN            NaN   4.32375                 NaN            NaN   6.81619        44.7970       0.904633E-001   41.8406     
  1184.05        500.000        2.11973                 NaN            NaN            NaN            NaN            NaN   4.33853                 NaN            NaN   6.82813        44.7792       0.962679E-001   41.8381     
  1182.61        500.000        2.12145                 NaN            NaN            NaN            NaN            NaN   4.32667                 NaN            NaN   6.81854        44.7911       0.997382E-001   41.8425     
  1181.17        500.000        2.11797                 NaN            NaN            NaN            NaN            NaN   4.32409                 NaN            NaN   6.81918        44.7896       0.104094        41.8451     
  1179.74        500.000        2.10690                 NaN            NaN            NaN            NaN            NaN   4.34006                 NaN            NaN   6.83056        44.7708       0.108741        41.8430     
  1178.30        500.000        2.10884                 NaN            NaN            NaN            NaN            NaN   4.32392                 NaN            NaN   6.82114        44.7847       0.113104        41.8483     
  1176.86        500.000        2.09610                 NaN            NaN            NaN            NaN            NaN   4.33930                 NaN            NaN   6.83326        44.7659       0.119331        41.8461     
  1175.42        500.000        2.09938                 NaN            NaN            NaN            NaN            NaN   4.32460                 NaN            NaN   6.82323        44.7795       0.122130        41.8512     
  1173.99        500.000        2.07965                 NaN            NaN            NaN            NaN            NaN   4.36023                 NaN            NaN   6.82914        44.7628       0.128577        41.8396     
  1172.55        500.000        2.07431                 NaN            NaN            NaN            NaN            NaN   4.35888                 NaN            NaN   6.83036        44.7618       0.133862        41.8408     
  1171.11        500.000        2.08361                 NaN            NaN            NaN            NaN            NaN   4.32909                 NaN            NaN   6.82965        44.7699       0.134922        41.8529     
  1169.67        500.000        2.07374                 NaN            NaN            NaN            NaN            NaN   4.33923                 NaN            NaN   6.83795        44.7527       0.141624        41.8548     
  1168.23        500.000        2.07642                 NaN            NaN            NaN            NaN            NaN   4.32513                 NaN            NaN   6.82835        44.7667       0.144449        41.8590     
  1166.80        500.000        2.06454                 NaN            NaN            NaN            NaN            NaN   4.33911                 NaN            NaN   6.83970        44.7481       0.150647        41.8579     
  1165.36        500.000        2.06343                 NaN            NaN            NaN            NaN            NaN   4.33220                 NaN            NaN   6.83394        44.7592       0.153490        41.8578     
  1163.92        500.000        2.05549                 NaN            NaN            NaN            NaN            NaN   4.33939                 NaN            NaN   6.84173        44.7431       0.159443        41.8609     
  1162.48        500.000        2.05459                 NaN            NaN            NaN            NaN            NaN   4.33440                 NaN            NaN   6.83379        44.7529       0.162475        41.8619     
  1161.04        500.000        2.00562                 NaN            NaN            NaN            NaN            NaN   4.27076                 NaN            NaN   6.82767        44.8140       0.218371        41.8636     
  1159.61        500.000        2.04047                 NaN            NaN            NaN            NaN            NaN   4.34477                 NaN            NaN   6.83760        44.7444       0.172294        41.8605     
  1158.17        500.000        2.04323                 NaN            NaN            NaN            NaN            NaN   4.32972                 NaN            NaN   6.83621        44.7469       0.175365        41.8686     
  1156.73        500.000        2.03464                 NaN            NaN            NaN            NaN            NaN   4.33783                 NaN            NaN   6.84703        44.7288       0.181010        41.8707     
  1155.29        500.000        2.02961                 NaN            NaN            NaN            NaN            NaN   4.33921                 NaN            NaN   6.84805        44.7257       0.185473        41.8720     
  1153.85        500.000        2.03299                 NaN            NaN            NaN            NaN            NaN   4.32261                 NaN            NaN   6.83834        44.7419       0.188012        41.8761     
  1152.42        500.000        2.02124                 NaN            NaN            NaN            NaN            NaN   4.33941                 NaN            NaN   6.85054        44.7186       0.194082        41.8761     
  1150.98        500.000        2.01700                 NaN            NaN            NaN            NaN            NaN   4.33950                 NaN            NaN   6.85159        44.7153       0.198344        41.8782     
  1149.54        500.000        2.01280                 NaN            NaN            NaN            NaN            NaN   4.33861                 NaN            NaN   6.85261        44.7135       0.202721        41.8798     
  1148.10        500.000        2.00818                 NaN            NaN            NaN            NaN            NaN   4.33971                 NaN            NaN   6.85296        44.7121       0.206573        41.8805     
  1146.67        500.000        2.00491                 NaN            NaN            NaN            NaN            NaN   4.32561                 NaN            NaN   6.84887        44.7265       0.212967        41.8812     
  1145.23        500.000        2.00042                 NaN            NaN            NaN            NaN            NaN   4.33757                 NaN            NaN   6.85523        44.7063       0.215244        41.8852     
  1143.79        500.000        1.99595                 NaN            NaN            NaN            NaN            NaN   4.33790                 NaN            NaN   6.85674        44.7031       0.219499        41.8868     
  1142.35        500.000        1.99412                 NaN            NaN            NaN            NaN            NaN   4.33402                 NaN            NaN   6.84860        44.7162       0.222051        41.8850     
  1140.91        500.000        1.98987                 NaN            NaN            NaN            NaN            NaN   4.33425                 NaN            NaN   6.84973        44.7134       0.226148        41.8866     
  1139.48        500.000        1.98902                 NaN            NaN            NaN            NaN            NaN   4.30593                 NaN            NaN   6.85863        44.7076       0.236653        41.9022     
  1138.04        500.000        1.97371                 NaN            NaN            NaN            NaN            NaN   4.34454                 NaN            NaN   6.85544        44.7009       0.238265        41.8871     
  1136.60        500.000        1.96895                 NaN            NaN            NaN            NaN            NaN   4.35516                 NaN            NaN   6.85591        44.6968       0.239222        41.8840     
  1135.16        500.000        1.98493                 NaN            NaN            NaN            NaN            NaN   4.31448                 NaN            NaN   6.85258        44.7042       0.239388        41.9044     
  1133.72        500.000        1.97487                 NaN            NaN            NaN            NaN            NaN   4.32017                 NaN            NaN   6.85317        44.7053       0.246093        41.9004     
  1132.29        500.000        1.97063                 NaN            NaN            NaN            NaN            NaN   4.32063                 NaN            NaN   6.85435        44.7024       0.250106        41.9019     
  1130.85        500.000        1.95396                 NaN            NaN            NaN            NaN            NaN   4.35049                 NaN            NaN   6.86007        44.6881       0.255381        41.8919     
  1129.41        500.000        1.94977                 NaN            NaN            NaN            NaN            NaN   4.35127                 NaN            NaN   6.86130        44.6848       0.259303        41.8935     
  1127.97        500.000        1.94738                 NaN            NaN            NaN            NaN            NaN   4.33303                 NaN            NaN   6.87116        44.6706       0.269068        41.9087     
  1126.53        500.000        1.94364                 NaN            NaN            NaN            NaN            NaN   4.33298                 NaN            NaN   6.87186        44.6685       0.272797        41.9102     
  1125.10        500.000        1.95106                 NaN            NaN            NaN            NaN            NaN   4.31971                 NaN            NaN   6.85986        44.6888       0.269736        41.9108     
  1123.66        500.000        1.94685                 NaN            NaN            NaN            NaN            NaN   4.32062                 NaN            NaN   6.86119        44.6856       0.273554        41.9122     
  1122.22        500.000        1.93346                 NaN            NaN            NaN            NaN            NaN   4.34738                 NaN            NaN   6.86603        44.6714       0.277265        41.9044     
  1120.78        500.000        1.93162                 NaN            NaN            NaN            NaN            NaN   4.33010                 NaN            NaN   6.87611        44.6581       0.285770        41.9183     
  1119.35        500.000        1.93029                 NaN            NaN            NaN            NaN            NaN   4.33063                 NaN            NaN   6.87563        44.6567       0.287121        41.9197     
  1117.91        500.000        1.92451                 NaN            NaN            NaN            NaN            NaN   4.32844                 NaN            NaN   6.87791        44.6545       0.293128        41.9215     
  1116.47        500.000        1.92310                 NaN            NaN            NaN            NaN            NaN   4.32932                 NaN            NaN   6.87786        44.6514       0.294667        41.9236     
  1115.03        500.000        1.91926                 NaN            NaN            NaN            NaN            NaN   4.32919                 NaN            NaN   6.87934        44.6479       0.298581        41.9257     
  1113.59        500.000        1.91425                 NaN            NaN            NaN            NaN            NaN   4.31594                 NaN            NaN   6.87126        44.6701       0.305521        41.9229     
  1112.16        500.000        1.91362                 NaN            NaN            NaN            NaN            NaN   4.33770                 NaN            NaN   6.87286        44.6523       0.301238        41.9222     
  1110.72        500.000        1.91428                 NaN            NaN            NaN            NaN            NaN   4.31720                 NaN            NaN   6.87128        44.6611       0.306968        41.9291     
  1109.28        500.000        1.90573                 NaN            NaN            NaN            NaN            NaN   4.32603                 NaN            NaN   6.88492        44.6369       0.312729        41.9337     
  1107.84        500.000        1.90827                 NaN            NaN            NaN            NaN            NaN   4.30404                 NaN            NaN   6.87689        44.6567       0.316964        41.9372     
  1106.40        500.000        1.90436                 NaN            NaN            NaN            NaN            NaN   4.32697                 NaN            NaN   6.88503        44.6312       0.314549        41.9379     
  1104.97        500.000        1.90074                 NaN            NaN            NaN            NaN            NaN   4.32932                 NaN            NaN   6.88872        44.6219       0.318136        41.9412     
  1103.53        500.000        1.89671                 NaN            NaN            NaN            NaN            NaN   4.31623                 NaN            NaN   6.87703        44.6469       0.324729        41.9384     
  1102.09        500.000        1.89298                 NaN            NaN            NaN            NaN            NaN   4.31689                 NaN            NaN   6.87836        44.6436       0.328188        41.9399     
  1100.65        500.000        1.88958                 NaN            NaN            NaN            NaN            NaN   4.31681                 NaN            NaN   6.87957        44.6407       0.331591        41.9418     
  1099.21        500.000        1.88624                 NaN            NaN            NaN            NaN            NaN   4.31653                 NaN            NaN   6.88077        44.6378       0.335000        41.9436     
  1097.78        500.000        1.88285                 NaN            NaN            NaN            NaN            NaN   4.31655                 NaN            NaN   6.88211        44.6348       0.338317        41.9454     
  1096.34        500.000        1.88527                 NaN            NaN            NaN            NaN            NaN   4.30443                 NaN            NaN   6.88398        44.6381       0.338885        41.9493     
  1094.90        500.000        1.87806                 NaN            NaN            NaN            NaN            NaN   4.31611                 NaN            NaN   6.89627        44.6092       0.344000        41.9563     
  1093.46        500.000        1.87215                 NaN            NaN            NaN            NaN            NaN   4.32577                 NaN            NaN   6.89830        44.6012       0.346776        41.9558     
  1092.03        500.000        1.86659                 NaN            NaN            NaN            NaN            NaN   4.32339                 NaN            NaN   6.89895        44.5990       0.353432        41.9587     
  1090.59        500.000        1.86590                 NaN            NaN            NaN            NaN            NaN   4.31795                 NaN            NaN   6.88904        44.6184       0.354678        41.9541     
  1089.15        500.000        1.86256                 NaN            NaN            NaN            NaN            NaN   4.31816                 NaN            NaN   6.88974        44.6159       0.357922        41.9557     
  1087.71        500.000        1.85999                 NaN            NaN            NaN            NaN            NaN   4.31659                 NaN            NaN   6.89108        44.6132       0.361048        41.9581     
  1086.27        500.000        1.85690                 NaN            NaN            NaN            NaN            NaN   4.31626                 NaN            NaN   6.89213        44.6103       0.364246        41.9601     
  1084.84        500.000        1.84648                 NaN            NaN            NaN            NaN            NaN   4.28488                 NaN            NaN   6.82412        44.7168       0.380204        41.9475     
  1083.40        500.000        1.85105                 NaN            NaN            NaN            NaN            NaN   4.31512                 NaN            NaN   6.89432        44.6048       0.370493        41.9642     
  1081.96        500.000        1.84808                 NaN            NaN            NaN            NaN            NaN   4.31499                 NaN            NaN   6.89557        44.6017       0.373531        41.9661     
  1080.52        500.000        1.83924                 NaN            NaN            NaN            NaN            NaN   4.33614                 NaN            NaN   6.89874        44.6047       0.371560        41.9496     
  1079.08        500.000        1.84154                 NaN            NaN            NaN            NaN            NaN   4.31530                 NaN            NaN   6.89844        44.5949       0.379932        41.9699     
  1077.65        500.000        1.83834                 NaN            NaN            NaN            NaN            NaN   4.31551                 NaN            NaN   6.89973        44.5917       0.383062        41.9717     
  1076.21        500.000        1.83581                 NaN            NaN            NaN            NaN            NaN   4.31461                 NaN            NaN   6.90116        44.5889       0.385858        41.9737     
  1074.77        500.000        1.83269                 NaN            NaN            NaN            NaN            NaN   4.31499                 NaN            NaN   6.90221        44.5856       0.388894        41.9756     
  1073.33        500.000        1.82680                 NaN            NaN            NaN            NaN            NaN   4.32517                 NaN            NaN   6.90482        44.5780       0.391270        41.9740     
  1071.89        500.000        1.82268                 NaN            NaN            NaN            NaN            NaN   4.32503                 NaN            NaN   6.90630        44.5760       0.395019        41.9750     
  1070.46        500.000        1.83655                 NaN            NaN            NaN            NaN            NaN   4.26812                 NaN            NaN   6.90910        44.5853       0.400774        42.0001     
  1069.02        500.000        1.81889                 NaN            NaN            NaN            NaN            NaN   4.31447                 NaN            NaN   6.90655        44.5761       0.402388        41.9816     
  1067.58        500.000        1.81921                 NaN            NaN            NaN            NaN            NaN   4.31529                 NaN            NaN   6.90953        44.5685       0.402368        41.9851     
  1066.14        500.000        1.81589                 NaN            NaN            NaN            NaN            NaN   4.31521                 NaN            NaN   6.91015        44.5662       0.405690        41.9868     
  1064.71        500.000        1.81394                 NaN            NaN            NaN            NaN            NaN   4.31329                 NaN            NaN   6.91127        44.5636       0.408351        41.9896     
  1063.27        500.000        1.80366                 NaN            NaN            NaN            NaN            NaN   4.31041                 NaN            NaN   6.92047        44.5441       0.421384        42.0000     
  1061.83        500.000        1.80551                 NaN            NaN            NaN            NaN            NaN   4.31013                 NaN            NaN   6.91501        44.5587       0.417159        41.9935     
  1060.39        500.000        1.81571                 NaN            NaN            NaN            NaN            NaN   4.30092                 NaN            NaN   6.92527        44.5330       0.414069        42.0110     
  1058.95        500.000        1.81735                 NaN            NaN            NaN            NaN            NaN   4.28340                 NaN            NaN   6.91247        44.5627       0.416186        42.0079     
  1057.52        500.000        1.81746                 NaN            NaN            NaN            NaN            NaN   4.27473                 NaN            NaN   6.91634        44.5600       0.418854        42.0126     
  1056.08        500.000        1.81890                 NaN            NaN            NaN            NaN            NaN   4.27486                 NaN            NaN   6.91603        44.5560       0.418341        42.0159     
  1054.64        500.000        1.80387                 NaN            NaN            NaN            NaN            NaN   4.30380                 NaN            NaN   6.91522        44.5509       0.422061        42.0041     
  1053.20        500.000        1.79337                 NaN            NaN            NaN            NaN            NaN   4.31343                 NaN            NaN   6.92180        44.5368       0.429318        42.0053     
  1051.76        500.000        1.81266                 NaN            NaN            NaN            NaN            NaN   4.27268                 NaN            NaN   6.91952        44.5500       0.424564        42.0206     
  1050.33        500.000        1.81081                 NaN            NaN            NaN            NaN            NaN   4.27050                 NaN            NaN   6.92100        44.5472       0.427161        42.0233     
  1048.89        500.000        1.80225                 NaN            NaN            NaN            NaN            NaN   4.27324                 NaN            NaN   6.92624        44.5329       0.436051        42.0293     
  1047.45        500.000        1.80712                 NaN            NaN            NaN            NaN            NaN   4.27279                 NaN            NaN   6.91981        44.5373       0.432468        42.0305     
  1046.01        500.000        1.80512                 NaN            NaN            NaN            NaN            NaN   4.26934                 NaN            NaN   6.92656        44.5316       0.434452        42.0330     
  1044.57        500.000        1.78227                 NaN            NaN            NaN            NaN            NaN   4.29429                 NaN            NaN   6.93854        44.5071       0.447982        42.0298     
  1043.14        500.000        1.78537                 NaN            NaN            NaN            NaN            NaN   4.28967                 NaN            NaN   6.92976        44.5209       0.446198        42.0281     
  1041.70        500.000        1.77767                 NaN            NaN            NaN            NaN            NaN   4.30653                 NaN            NaN   6.93175        44.5112       0.448306        42.0246     
  1040.26        500.000        1.78441                 NaN            NaN            NaN            NaN            NaN   4.27679                 NaN            NaN   6.93616        44.5166       0.450411        42.0357     
  1038.82        500.000        1.77700                 NaN            NaN            NaN            NaN            NaN   4.28455                 NaN            NaN   6.94048        44.5010       0.456896        42.0401     
  1037.39        500.000        1.77731                 NaN            NaN            NaN            NaN            NaN   4.28614                 NaN            NaN   6.93469        44.5085       0.455746        42.0376     
  1035.95        500.000        1.78119                 NaN            NaN            NaN            NaN            NaN   4.26469                 NaN            NaN   6.93317        44.5151       0.459628        42.0462     
  1034.51        500.000        1.77394                 NaN            NaN            NaN            NaN            NaN   4.28326                 NaN            NaN   6.93725        44.5025       0.460298        42.0428     
  1033.07        500.000        1.77829                 NaN            NaN            NaN            NaN            NaN   4.27026                 NaN            NaN   6.93336        44.5050       0.461704        42.0514     
  1031.63        500.000        1.76577                 NaN            NaN            NaN            NaN            NaN   4.28680                 NaN            NaN   6.93210        44.5081       0.466877        42.0404     
  1030.20        500.000        1.77998                 NaN            NaN            NaN            NaN            NaN   4.25556                 NaN            NaN   6.94201        44.4954       0.464984        42.0621     
  1028.76        500.000        1.76157                 NaN            NaN            NaN            NaN            NaN   4.29439                 NaN            NaN   6.94195        44.4866       0.469174        42.0463     
  1027.32        500.000        1.77605                 NaN            NaN            NaN            NaN            NaN   4.25097                 NaN            NaN   6.94164        44.4977       0.469822        42.0638     
  1025.88        500.000        1.77160                 NaN            NaN            NaN            NaN            NaN   4.26029                 NaN            NaN   6.94053        44.4897       0.472507        42.0654     
  1024.44        500.000        1.77167                 NaN            NaN            NaN            NaN            NaN   4.24913                 NaN            NaN   6.94385        44.4911       0.475208        42.0690     
  1023.01        500.000        1.76661                 NaN            NaN            NaN            NaN            NaN   4.26148                 NaN            NaN   6.94342        44.4826       0.477137        42.0688     
  1021.57        500.000        1.76446                 NaN            NaN            NaN            NaN            NaN   4.26194                 NaN            NaN   6.94490        44.4788       0.479219        42.0707     
