|6.6.6
Archiving\03_Data\DeqfracLP/QFM/YM20/YM20_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1018.69        500.000        3.31189                 NaN            NaN            NaN            NaN            NaN   5.49300                 NaN            NaN   7.21631        42.5109       0.859931        40.6079     
  1017.25        500.000        3.35358                 NaN            NaN            NaN            NaN            NaN   5.39049                 NaN            NaN   7.20437        42.5483       0.868489        40.6347     
  1015.82        500.000        3.29401                 NaN            NaN            NaN            NaN            NaN   5.50928                 NaN            NaN   7.21821        42.5117       0.868240        40.5985     
  1014.38        500.000        3.29416                 NaN            NaN            NaN            NaN            NaN   5.50727                 NaN            NaN   7.21341        42.5153       0.870597        40.5993     
  1012.94        500.000        3.30575                 NaN            NaN            NaN            NaN            NaN   5.47504                 NaN            NaN   7.21958        42.5045       0.878111        40.6170     
  1011.50        500.000        3.30790                 NaN            NaN            NaN            NaN            NaN   5.49063                 NaN            NaN   7.22007        42.5002       0.869101        40.6121     
  1010.07        500.000        3.27032                 NaN            NaN            NaN            NaN            NaN   5.53959                 NaN            NaN   7.22416        42.4850       0.883363        40.5976     
  1008.63        500.000        3.26777                 NaN            NaN            NaN            NaN            NaN   5.53662                 NaN            NaN   7.22557        42.4837       0.887530        40.5988     
  1007.19        500.000        3.26529                 NaN            NaN            NaN            NaN            NaN   5.53572                 NaN            NaN   7.22702        42.4809       0.890894        40.6002     
  1005.75        500.000        3.26322                 NaN            NaN            NaN            NaN            NaN   5.53444                 NaN            NaN   7.22878        42.4777       0.894084        40.6017     
  1004.31        500.000        3.20647                 NaN            NaN            NaN            NaN            NaN   5.39900       0.187056       0.621388E-005   7.25460        42.4662       0.910172        40.5765     
  1002.88        500.000        3.26925                 NaN            NaN            NaN            NaN            NaN   5.51123                 NaN            NaN   7.22845        42.4791       0.900763        40.6112     
  1001.44        500.000        3.25781                 NaN            NaN            NaN            NaN            NaN   5.52865                 NaN            NaN   7.23317        42.4699       0.903705        40.6068     
  1000.00        500.000        3.25611                 NaN            NaN            NaN            NaN            NaN   5.52664                 NaN            NaN   7.23463        42.4673       0.906847        40.6085     
